Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),A/F Learning #1 (%)
147233,14.93,13.76,190,2882,74.90,36.50,5.53,36,0.00,5.37,4.71,74,0.31,0.00,0,0.0,-9.43,14.78,0.00,0.70,-7.03
147310,14.93,13.68,190,2872,74.90,37.00,5.51,36,0.00,5.37,4.71,74,0.31,0.00,0,0.0,-9.58,14.72,0.00,0.70,-7.03
147388,14.93,13.68,190,2870,74.90,37.00,5.52,36,0.00,5.22,4.71,74,0.31,0.00,0,0.0,-9.58,14.90,0.00,0.70,-7.81
147465,14.70,13.68,190,2859,74.90,36.50,5.49,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.78,0.00,0.70,-7.81
147543,14.59,13.68,190,2850,74.90,36.50,5.47,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.73,0.00,0.70,-7.81
147622,14.59,13.68,190,2854,74.90,36.50,5.48,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.73,0.00,0.70,-7.81
147700,14.59,13.68,190,2857,74.90,37.00,5.49,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.61,0.00,0.70,-7.81
147777,14.70,13.68,190,2864,74.90,36.50,5.50,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.66,0.00,0.70,-7.81
147854,14.70,13.60,190,2860,74.90,37.00,5.50,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.97,0.00,0.70,-7.81
147932,14.70,13.68,190,2857,74.90,36.50,5.49,36,0.00,5.22,4.71,73,0.31,0.00,0,0.0,-9.58,14.61,0.00,0.70,-8.59
148010,14.70,13.68,190,2845,74.90,36.50,5.46,36,0.00,5.22,4.71,73,0.32,0.00,0,0.0,-9.58,14.84,0.00,0.70,-8.59
148088,14.70,13.68,190,2834,74.90,37.50,6.05,36,0.00,5.22,6.67,73,0.42,0.00,0,0.0,-9.00,17.61,0.00,0.78,-8.59
148165,14.81,13.68,190,2852,74.90,39.00,7.91,36,0.00,5.80,10.20,73,0.53,0.00,0,0.0,-8.13,24.69,0.00,0.88,-10.16
148243,14.81,13.60,190,2842,74.90,36.50,9.09,36,0.00,6.67,12.16,73,0.62,0.00,0,0.0,-7.11,28.81,0.00,0.94,-10.16
148320,12.86,13.68,190,2857,74.90,35.50,9.14,36,0.00,8.56,13.33,73,0.66,0.00,0,0.0,-6.24,30.77,0.00,0.98,-10.16
148397,14.01,13.60,190,2849,74.90,34.50,9.73,36,0.00,9.14,14.12,73,0.70,0.00,0,0.0,-5.66,32.33,0.00,1.00,-10.16
148476,14.93,13.68,190,2850,74.90,34.00,10.34,36,0.00,9.72,15.29,73,0.75,0.00,0,0.0,-4.64,33.29,0.00,1.04,-9.38
148554,15.39,13.60,190,2858,74.90,33.00,11.58,36,0.00,10.16,16.47,73,0.79,0.00,0,0.0,-3.92,37.65,0.00,1.06,-9.38
148633,14.93,13.68,190,2848,74.90,32.00,11.54,36,0.00,10.88,17.65,73,0.85,0.00,0,0.0,-3.34,39.93,0.00,1.12,-9.38
148710,15.04,13.68,190,2847,74.90,29.50,12.76,36,0.00,11.90,18.43,73,0.89,0.00,0,0.0,-2.90,41.71,0.00,1.14,-9.38
148787,15.04,13.60,190,2844,74.90,29.00,13.35,36,0.00,12.19,19.22,73,0.90,0.00,0,2.2,-2.61,42.08,0.00,1.16,-8.59
148865,14.70,13.68,190,2846,74.90,28.50,13.97,36,0.00,12.62,19.61,73,0.92,0.00,0,10.4,-2.18,43.34,0.00,1.18,-8.59
148942,14.70,13.68,190,2857,74.90,27.50,14.63,36,0.00,12.91,20.00,73,0.96,0.00,0,18.0,-1.60,45.49,0.00,1.20,-8.59
149019,14.70,13.68,190,2857,74.90,26.50,14.63,36,0.00,13.20,20.78,73,0.99,0.00,0,25.5,-1.16,46.98,0.00,1.22,-7.81
149098,14.59,13.60,190,2859,74.90,24.50,15.21,36,0.00,13.64,21.18,73,1.03,0.00,0,33.1,-0.87,48.23,0.00,1.22,-7.81
149176,14.47,13.68,190,2854,74.90,23.50,15.83,36,0.00,14.22,21.18,73,1.03,0.00,0,38.5,-0.58,49.04,0.00,1.24,-7.81
149253,14.47,13.68,190,2852,74.90,23.00,16.43,36,0.00,14.36,21.18,73,1.05,0.00,0,43.2,-0.44,49.74,0.00,1.24,-7.81
149331,14.47,13.68,190,2859,74.90,22.50,16.47,36,0.00,14.51,21.18,73,1.07,0.00,0,47.5,-0.15,50.76,0.00,1.24,-7.03
149408,14.24,13.60,190,2852,74.90,22.00,16.43,36,0.00,14.65,21.18,73,1.08,0.00,0,50.5,0.15,51.62,0.00,1.24,-7.03
149485,14.24,13.60,190,2872,100.00,21.50,17.12,36,0.00,14.95,20.39,73,1.05,0.00,0,51.6,0.00,51.25,0.00,1.20,-6.25
149563,13.67,13.60,190,2872,100.00,23.00,17.16,36,0.00,14.51,18.43,73,1.03,0.00,0,48.6,-0.29,49.99,0.00,1.14,-6.25
149641,13.55,13.52,190,2877,100.00,23.50,15.96,36,0.00,14.51,18.43,73,1.01,0.00,0,45.0,-0.29,49.27,0.00,1.14,-6.25
149718,14.01,13.60,190,2868,74.90,25.00,14.68,36,0.00,14.07,15.29,73,0.89,0.00,0,37.0,-1.74,46.31,0.00,1.04,-6.25
149796,13.67,13.68,189,2867,74.90,29.50,13.45,36,0.00,13.06,13.73,73,0.81,0.00,0,17.3,-2.47,38.04,0.00,1.00,-6.25
149874,14.01,13.68,189,2867,74.90,31.50,12.23,36,0.00,12.33,13.33,73,0.78,0.00,0,1.1,-3.05,36.81,0.00,0.98,-5.47
149953,14.70,13.68,189,2880,74.90,33.00,12.92,36,0.00,11.75,12.94,73,0.74,0.00,0,0.0,-3.34,36.19,0.00,0.96,-3.91
150029,14.47,13.68,189,2879,74.90,33.00,12.28,36,0.00,11.32,12.94,73,0.74,0.00,0,0.0,-3.48,35.84,0.00,0.96,-3.91
150107,14.36,13.68,189,2882,74.90,33.50,11.68,36,0.00,11.17,12.94,73,0.73,0.00,0,0.0,-3.63,34.99,0.00,0.96,-3.91
150184,14.59,13.68,189,2871,74.90,33.00,11.64,36,0.00,11.17,12.94,73,0.73,0.00,0,0.0,-3.77,35.11,0.00,0.96,-3.91
150262,14.59,13.68,189,2871,74.90,33.00,11.64,36,0.00,11.03,12.94,73,0.72,0.00,0,0.0,-3.92,34.63,0.00,0.96,-3.91
150340,14.59,13.68,189,2878,74.90,33.50,11.65,36,0.00,10.88,12.94,73,0.72,0.00,0,0.0,-3.92,34.26,0.00,0.96,-3.91
150417,14.47,13.68,189,2883,74.90,34.00,11.43,36,0.00,10.88,12.94,73,0.72,0.00,0,0.0,-3.92,34.39,0.00,0.96,-3.91
150496,14.70,13.68,189,2883,74.90,33.00,11.69,36,0.00,10.74,12.94,73,0.73,0.00,0,0.0,-4.06,34.88,0.00,0.96,-3.91
150573,14.70,13.68,189,2881,74.90,33.50,11.68,36,0.00,10.74,12.94,73,0.72,0.00,0,0.0,-4.06,34.88,0.00,0.98,-3.91
150650,14.59,13.68,189,2873,74.90,33.50,11.65,36,0.00,10.74,13.33,73,0.73,0.00,0,0.0,-4.06,34.88,0.00,0.98,-4.69
150728,14.59,13.68,189,2876,74.90,33.00,11.66,36,0.00,10.74,13.33,73,0.73,0.00,0,0.0,-4.06,34.99,0.00,0.98,-4.69
150805,14.70,13.68,189,2886,74.90,33.00,11.44,36,0.00,10.88,13.73,73,0.74,0.00,0,0.0,-3.92,35.24,0.00,0.98,-6.25
150883,14.70,13.68,189,2889,74.90,33.00,11.71,36,0.00,10.88,13.73,73,0.75,0.00,0,0.0,-3.92,35.47,0.00,1.00,-6.25
150961,14.93,13.68,189,2884,74.90,33.00,11.69,36,0.00,11.03,14.12,73,0.75,0.00,0,0.0,-3.77,35.84,0.00,1.00,-6.25
151040,14.93,13.68,189,2886,74.90,33.00,11.70,36,0.00,11.03,14.12,73,0.75,0.00,0,0.0,-3.77,35.97,0.00,1.00,-6.25
151117,14.93,13.68,189,2879,74.90,33.00,11.67,36,0.00,11.03,14.12,73,0.76,0.00,0,0.0,-3.77,36.44,0.00,1.00,-6.25
151194,14.81,13.60,189,2874,74.90,33.50,11.66,36,0.00,11.03,11.76,73,0.69,0.00,0,0.0,-4.21,32.23,0.00,0.92,-6.25
151271,14.36,13.68,189,2884,74.90,36.00,10.83,36,0.00,8.13,4.71,73,0.49,0.00,0,0.0,-6.67,17.76,0.00,0.66,-6.25
151350,12.75,13.68,189,2880,74.90,38.00,0.00,36,0.00,6.53,0.00,73,0.33,0.00,0,0.0,-8.27,10.47,0.00,0.54,-6.25
151426,12.06,13.68,189,2866,74.90,33.50,0.00,36,0.00,5.37,0.00,73,0.29,0.00,0,0.0,-10.16,9.63,0.00,0.54,-7.03
151504,12.17,13.68,189,2852,74.90,30.50,0.00,36,0.00,4.64,0.00,73,0.27,0.00,0,0.0,-10.59,9.56,0.00,0.54,-7.03
151582,12.98,13.68,189,2852,74.90,25.00,0.00,36,0.00,4.21,0.00,73,0.27,0.00,0,0.0,-10.74,13.60,0.00,0.54,-7.03
151660,14.93,13.68,189,2861,74.90,23.50,0.00,36,0.00,3.92,0.00,73,0.29,0.00,0,0.0,-10.88,10.47,0.00,0.54,-7.81
151738,18.26,13.68,189,2854,74.90,20.00,0.00,36,0.00,3.92,0.00,73,0.26,0.00,0,0.0,-10.88,10.17,0.00,0.54,-7.81
151816,23.20,13.68,189,2862,74.90,19.00,0.00,36,0.00,3.92,0.00,73,0.19,0.00,0,0.0,-10.88,7.84,0.00,0.54,-7.81
151896,24.12,13.68,189,2849,74.90,17.50,0.00,36,0.00,3.92,0.00,73,0.22,0.00,0,0.0,-10.88,10.70,0.00,0.54,-7.81
151972,23.66,13.68,189,2857,74.90,17.50,0.00,36,0.00,3.92,0.00,73,0.23,0.00,0,0.0,-10.88,8.03,0.00,0.54,-7.81
152050,23.89,13.68,189,2836,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.24,0.00,0,0.0,-11.03,9.75,0.00,0.54,-7.81
152127,23.89,13.68,189,2838,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.19,0.00,0,0.0,-11.03,9.19,0.00,0.54,-7.81
152205,23.89,13.68,189,2832,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.20,0.00,0,0.0,-11.03,10.85,0.00,0.54,-8.59
152283,23.89,13.68,189,2828,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.96,0.00,0.54,-8.59
152361,23.66,13.68,189,2826,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.73,0.00,0.54,-8.59
152440,23.77,13.68,189,2830,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.19,0.00,0,0.0,-11.03,8.35,0.00,0.54,-10.16
152517,24.00,13.68,189,2827,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.74,0.00,0.54,-10.16
152595,24.00,13.68,189,2826,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.73,0.00,0.54,-10.16
152674,24.00,13.68,189,2820,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.56,0.00,0.54,-10.16
152751,23.77,13.68,189,2820,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.61,0.00,0.54,-10.16
152828,23.77,13.68,189,2799,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.19,0.00,0,0.0,-11.03,8.44,0.00,0.54,-10.16
152906,24.00,13.76,189,2793,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.18,0.00,0,0.0,-11.03,8.56,0.00,0.54,-10.16
152982,23.77,13.68,189,2793,74.90,17.50,0.00,36,0.00,3.77,0.00,73,0.19,0.00,0,0.0,-11.03,8.56,0.00,0.54,-10.16
153062,23.77,13.68,189,2787,74.90,17.50,0.00,36,0.00,3.77,0.00,72,0.18,0.00,0,0.0,-11.03,8.56,0.00,0.54,-10.16
153139,24.00,13.68,189,2786,74.90,17.50,0.00,36,0.00,3.77,0.00,72,0.18,0.00,0,0.0,-11.03,8.51,0.00,0.54,-10.16
153216,23.66,13.68,189,2778,74.90,17.00,0.00,36,0.00,3.77,0.00,72,0.18,0.00,0,0.0,-11.03,8.69,0.00,0.54,-10.16
153294,23.89,13.76,189,2774,74.90,17.00,0.00,36,0.00,3.77,0.00,72,0.18,0.00,0,0.0,-11.03,8.56,0.00,0.54,-10.16
153372,23.89,13.68,189,2771,74.90,17.00,0.00,36,0.00,3.77,0.00,72,0.18,0.00,0,0.0,-11.03,8.47,0.00,0.54,-10.16
153450,23.66,13.68,189,2765,74.90,17.00,0.00,36,0.00,3.77,0.00,72,0.18,0.00,0,0.0,-11.03,8.56,0.00,0.54,-10.16
153527,24.00,13.68,189,2774,74.90,17.00,0.00,36,0.00,3.77,0.00,71,0.18,0.00,0,0.0,-11.03,8.39,0.00,0.54,-10.16
153605,23.66,13.68,189,2770,74.90,17.00,0.00,36,0.00,3.77,0.00,71,0.19,0.00,0,0.0,-11.03,8.51,0.00,0.54,-10.16
153683,23.89,13.68,189,2764,74.90,17.00,0.00,36,0.00,3.77,0.00,71,0.18,0.00,0,0.0,-11.03,8.52,0.00,0.54,-10.16
153760,23.89,13.68,189,2759,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.47,0.00,0.54,-10.16
153838,23.89,13.68,189,2755,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.39,0.00,0.54,-10.16
153915,23.77,13.68,189,2751,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.39,0.00,0.54,-10.16
153993,23.89,13.68,189,2747,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.39,0.00,0.54,-10.16
154072,23.77,13.68,189,2738,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.39,0.00,0.54,-10.16
154149,23.89,13.68,189,2734,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.44,0.00,0.54,-10.16
154227,23.77,13.68,189,2734,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.39,0.00,0.54,-10.16
154304,23.77,13.68,189,2718,74.90,17.00,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.22,0.00,0.54,-10.16
154382,23.89,13.68,189,2713,74.90,16.50,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.39,0.00,0.54,-10.16
154460,23.77,13.68,189,2713,74.90,16.50,0.00,36,0.00,3.63,0.00,71,0.18,0.00,0,0.0,-11.17,8.31,0.00,0.54,-10.16
154537,23.54,13.68,189,2704,74.90,16.50,0.00,36,0.00,3.63,0.00,70,0.18,0.00,0,0.0,-11.17,8.22,0.00,0.54,-10.16
154615,23.54,13.68,189,2702,74.90,16.50,0.00,36,0.00,3.63,0.00,70,0.18,0.00,0,0.0,-11.17,8.19,0.00,0.54,-10.16
154693,23.31,13.68,189,2700,74.90,16.50,0.00,36,0.00,3.63,0.00,70,0.18,0.00,0,0.0,-11.17,8.14,0.00,0.54,-10.16
154771,23.43,13.68,187,2695,74.90,16.50,0.00,36,0.00,3.63,0.00,70,0.18,0.00,0,0.0,-11.17,8.11,0.00,0.54,-10.16
154849,23.66,13.68,187,2693,74.90,16.50,0.00,36,0.00,3.63,0.00,70,0.18,0.00,0,0.0,-11.17,8.14,0.00,0.54,-10.16
154925,23.77,13.60,187,2687,74.90,16.50,0.00,36,0.00,3.63,0.00,70,0.19,0.00,0,0.0,-11.17,8.31,0.00,0.54,-10.16
155004,23.66,13.68,187,2683,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.11,0.00,0.54,-10.16
155081,23.66,13.68,187,2692,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.14,0.00,0.54,-10.16
155158,23.66,13.68,187,2686,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.14,0.00,0.54,-10.16
155236,23.66,13.68,187,2682,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.22,0.00,0.54,-10.16
155316,23.66,13.68,187,2678,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.06,0.00,0.54,-10.16
155392,24.00,13.68,187,2668,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.03,0.00,0.54,-10.16
155469,23.77,13.60,187,2656,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.03,0.00,0.54,-10.16
155547,23.54,13.68,187,2654,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,8.06,0.00,0.54,-10.16
155624,23.66,13.68,187,2648,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,7.98,0.00,0.54,-10.16
155702,23.89,13.68,187,2645,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,7.98,0.00,0.54,-10.16
155779,23.89,13.68,187,2649,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,7.89,0.00,0.54,-10.16
155857,23.54,13.68,187,2644,74.90,16.50,0.00,36,0.00,3.63,0.00,69,0.18,0.00,0,0.0,-11.17,7.94,0.00,0.54,-10.16
155935,23.77,13.68,187,2642,74.90,16.50,0.00,36,0.00,3.63,0.00,68,0.18,0.00,0,0.0,-11.17,7.86,0.00,0.54,-10.16
156012,23.89,13.68,187,2634,74.90,16.50,0.00,36,0.00,3.63,0.00,68,0.18,0.00,0,0.0,-11.17,7.79,0.00,0.54,-10.16
156090,23.54,13.76,187,2622,74.90,16.50,0.00,36,0.00,3.63,0.00,68,0.18,0.00,0,0.0,-11.32,7.82,0.00,0.54,-10.16
156168,23.43,13.68,187,2616,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.17,7.86,0.00,0.54,-10.16
156246,23.43,13.76,187,2616,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.74,0.00,0.54,-10.16
156323,23.77,13.68,187,2620,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.78,0.00,0.54,-10.16
156401,23.54,13.76,187,2620,74.90,16.50,0.00,36,0.00,3.63,0.00,68,0.18,0.00,0,0.0,-11.32,7.74,0.00,0.54,-10.16
156478,23.54,13.68,187,2617,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.74,0.00,0.54,-10.16
156556,23.77,13.68,187,2601,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.70,0.00,0.54,-10.16
156635,23.77,13.76,187,2597,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.70,0.00,0.54,-10.16
156711,23.66,13.68,187,2606,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.66,0.00,0.54,-10.16
156790,23.43,13.76,187,2601,74.90,16.50,0.00,36,0.00,3.48,0.00,68,0.18,0.00,0,0.0,-11.32,7.65,0.00,0.54,-10.16
156867,23.66,13.68,187,2597,74.90,16.50,0.00,36,0.00,3.48,0.00,67,0.17,0.00,0,0.0,-11.32,7.50,0.00,0.54,-10.16
156945,23.54,13.68,187,2580,74.90,16.50,0.00,36,0.00,3.48,0.00,67,0.17,0.00,0,0.0,-11.32,7.50,0.00,0.54,-10.16
157023,23.77,13.76,187,2579,74.90,16.50,0.00,36,0.00,3.48,0.00,67,0.17,0.00,0,0.0,-11.32,7.46,0.00,0.54,-10.16
157100,23.66,13.68,187,2581,74.90,16.50,0.00,36,0.00,3.48,0.00,67,0.17,0.00,0,0.0,-11.32,7.50,0.00,0.54,-10.16
157178,23.54,13.68,187,2577,74.90,16.50,0.00,36,0.00,3.48,0.00,67,0.17,0.00,0,0.0,-11.32,7.50,0.00,0.54,-10.16
157256,23.54,13.68,187,2571,74.90,16.00,0.00,36,0.00,3.48,0.00,67,0.17,0.00,0,0.0,-11.32,7.24,0.00,0.54,-10.16
157333,23.66,13.68,187,2557,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.21,0.00,0.54,-10.16
157412,23.77,13.68,187,2565,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.29,0.00,0.54,-10.16
157490,23.54,13.68,187,2561,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.21,0.00,0.54,-10.16
157567,23.54,13.68,187,2558,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.24,0.00,0.54,-10.16
157644,23.66,13.68,187,2545,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.24,0.00,0.54,-10.16
157721,23.54,13.68,187,2541,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.17,0.00,0.54,-10.16
157799,23.43,13.68,187,2547,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.10,0.00,0.54,-10.16
157875,23.89,13.68,187,2527,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.03,0.00,0.54,-10.16
157954,23.66,13.68,187,2528,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.06,0.00,0.54,-10.16
158032,23.43,13.68,187,2536,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,7.06,0.00,0.54,-10.16
158109,23.43,13.68,187,2533,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,6.99,0.00,0.54,-10.16
158186,23.43,13.68,187,2518,74.90,16.00,0.00,36,0.00,3.48,0.00,66,0.17,0.00,0,0.0,-11.32,6.92,0.00,0.54,-10.16
158264,23.66,13.68,187,2522,74.90,16.00,0.00,36,0.00,3.48,0.00,65,0.17,0.00,0,0.0,-11.32,7.03,0.00,0.54,-10.16
158343,23.89,13.68,187,2522,74.90,16.00,0.00,37,0.00,3.48,0.00,65,0.17,0.00,0,0.0,-11.32,6.95,0.00,0.54,-10.16
158419,23.31,13.76,187,2503,74.90,16.00,0.00,37,0.00,3.48,0.00,65,0.17,0.00,0,0.0,-11.32,6.95,0.00,0.54,-10.16
158498,23.43,13.68,187,2499,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.88,0.00,0.54,-10.16
158576,23.54,13.60,187,2510,74.90,16.00,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.81,0.00,0.54,-10.16
158653,23.43,13.68,187,2485,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.88,0.00,0.54,-10.16
158730,23.54,13.68,187,2480,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.81,0.00,0.54,-10.16
158808,23.54,13.68,187,2486,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.81,0.00,0.54,-10.16
158886,23.89,13.68,187,2482,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.81,0.00,0.54,-10.16
158963,23.54,13.68,187,2464,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.66,0.00,0.54,-10.16
159041,23.54,13.60,187,2468,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.32,6.51,0.00,0.54,-10.16
159120,23.54,13.68,187,2446,74.90,15.50,0.00,37,0.00,3.48,0.00,65,0.16,0.00,0,0.0,-11.46,6.44,0.00,0.54,-10.16
159197,23.77,13.68,187,2452,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.44,0.00,0.54,-10.16
159275,23.43,13.68,185,2445,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.44,0.00,0.54,-10.16
159352,23.43,13.68,185,2430,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.29,0.00,0.54,-10.16
159430,23.77,13.68,185,2430,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.29,0.00,0.54,-10.16
159508,23.77,13.68,185,2404,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.26,0.00,0.54,-10.16
159586,23.66,13.68,185,2405,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.15,0.00,0,0.0,-11.46,6.22,0.00,0.54,-10.16
159664,23.54,13.68,185,2388,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.15,0.00,0.54,-10.16
159740,23.43,13.68,185,2378,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.16,0.00,0,0.0,-11.46,6.18,0.00,0.54,-10.16
159819,23.66,13.68,185,2381,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.15,0.00,0,0.0,-11.46,6.07,0.00,0.54,-10.16
159895,23.66,13.68,185,2362,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.15,0.00,0,0.0,-11.46,5.96,0.00,0.54,-10.16
159973,23.43,13.76,185,2346,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.15,0.00,0,0.0,-11.46,5.96,0.00,0.54,-10.16
160051,23.43,13.68,185,2350,74.90,15.50,0.00,37,0.00,3.34,0.00,63,0.15,0.00,0,0.0,-11.46,5.90,0.00,0.54,-10.16
160129,23.54,13.68,185,2346,74.90,15.50,0.00,37,0.00,3.34,0.00,62,0.15,0.00,0,0.0,-11.46,5.87,0.00,0.54,-10.16
160205,23.66,13.68,185,2331,74.90,15.50,0.00,37,0.00,3.34,0.00,62,0.15,0.00,0,0.0,-11.46,5.80,0.00,0.54,-10.16
160283,23.43,13.68,185,2338,74.90,15.50,0.00,37,0.00,3.34,0.00,62,0.15,0.00,0,0.0,-11.46,5.83,0.00,0.54,-10.16
160361,23.66,13.76,185,2334,74.90,15.50,0.00,37,0.00,3.34,0.00,62,0.15,0.00,0,0.0,-11.46,5.86,0.00,0.54,-10.16
160438,23.77,13.68,185,2321,74.90,15.50,0.00,37,0.00,3.34,0.00,62,0.15,0.00,0,0.0,-11.46,5.80,0.00,0.54,-10.16
