Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
1573509,23.66,13.76,181,1786,74.90,13.00,0.00,30,0.00,3.19,0.00,19,0.15,0.00,0.0,-11.46,4.47,0.00,0.54
1573581,23.54,13.76,181,1771,74.90,13.00,0.00,30,0.00,3.19,0.00,19,0.15,0.00,0.0,-11.46,4.47,0.00,0.54
1573655,23.77,13.76,181,1770,74.90,13.00,0.00,30,0.00,3.19,0.00,19,0.15,0.00,0.0,-11.46,4.50,0.00,0.54
1573728,23.54,13.76,181,1758,74.90,13.00,0.00,30,0.00,3.19,0.00,19,0.15,0.00,0.0,-11.46,4.47,0.00,0.54
1573801,23.54,13.76,181,1738,74.90,13.00,0.00,30,0.00,3.19,0.00,17,0.16,0.00,0.0,-11.46,4.47,0.00,0.54
1573874,23.77,13.76,181,1736,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.15,0.00,0.0,-11.32,4.50,0.00,0.54
1573947,24.00,13.68,181,1736,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.53,0.00,0.54
1574020,23.89,13.76,181,1734,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.52,0.00,0.54
1574093,23.77,13.76,181,1721,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.47,0.00,0.54
1574166,23.77,13.76,181,1710,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.47,0.00,0.54
1574239,24.00,13.68,181,1691,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.47,0.00,0.54
1574311,23.54,13.76,181,1681,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.50,0.00,0.54
1574385,23.54,13.76,181,1675,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.50,0.00,0.54
1574458,23.77,13.76,181,1681,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.16,0.00,0.0,-11.32,4.57,0.00,0.54
1574531,24.00,13.84,181,1672,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.17,0.00,0.0,-11.32,4.50,0.00,0.54
1574604,23.54,13.68,181,1656,74.90,13.00,0.00,30,0.00,3.34,0.00,17,0.17,0.00,0.0,-11.32,4.59,0.00,0.54
1574677,23.89,13.76,181,1640,74.90,13.00,0.00,30,0.00,3.48,0.00,17,0.17,0.00,0.0,-11.17,4.63,0.00,0.54
1574751,23.54,13.68,181,1636,74.90,13.00,0.00,30,0.00,3.48,0.00,17,0.17,0.00,0.0,-11.17,4.69,0.00,0.54
1574823,23.54,13.76,181,1620,74.90,13.00,0.00,30,0.00,3.48,0.00,17,0.18,0.00,0.0,-11.17,4.66,0.00,0.54
1574896,23.77,13.76,181,1604,74.90,13.00,0.00,30,0.00,3.63,0.00,17,0.18,0.00,0.0,-11.17,4.85,0.00,0.56
1574969,23.77,13.76,181,1597,74.90,13.00,0.00,30,0.00,3.63,0.00,17,0.18,0.00,0.0,-11.03,4.85,0.00,0.56
1575043,23.54,13.76,181,1596,74.90,13.00,0.00,30,0.00,3.63,0.00,17,0.19,0.00,0.0,-11.03,4.88,0.00,0.56
1575115,23.77,13.76,181,1584,74.90,13.00,0.00,30,0.00,3.77,0.00,17,0.19,0.00,0.0,-10.88,4.91,0.00,0.56
1575189,23.66,13.76,181,1570,74.90,13.00,0.00,30,0.00,3.77,0.00,16,0.19,0.00,0.0,-10.88,4.97,0.00,0.56
1575262,23.77,13.76,181,1563,74.90,13.00,0.00,30,0.00,3.77,0.39,16,0.19,0.00,0.0,-10.88,5.00,0.00,0.56
1575335,23.43,13.76,181,1566,74.90,13.00,0.00,30,0.00,3.92,0.39,16,0.20,0.00,0.0,-10.74,5.13,0.00,0.56
1575408,23.43,13.76,181,1533,74.90,13.00,0.00,30,0.00,3.92,0.39,16,0.20,0.00,0.0,-10.74,5.19,0.00,0.56
1575481,23.77,13.76,181,1536,74.90,13.00,0.00,30,0.00,4.06,0.39,16,0.21,0.00,0.0,-10.74,5.29,0.00,0.56
1575554,23.77,13.76,181,1532,74.90,13.00,0.00,30,0.00,4.06,0.78,16,0.21,0.00,0.0,-10.59,5.45,0.00,0.58
1575627,23.66,13.76,181,1513,74.90,13.00,0.00,30,0.00,4.21,0.78,16,0.22,0.00,0.0,-10.59,5.65,0.00,0.58
1575700,23.89,13.84,181,1513,74.90,13.00,0.00,30,0.00,4.21,1.18,16,0.23,0.00,0.0,-10.45,5.77,0.00,0.58
1575772,23.77,13.84,181,1492,74.90,13.50,2.55,30,0.00,4.35,1.18,16,0.24,0.00,0.0,-10.30,5.94,0.00,0.60
1575846,23.89,13.76,181,1502,74.90,16.00,2.56,30,0.00,4.35,1.57,16,0.23,0.00,0.0,-10.30,5.74,0.00,0.60
1575920,23.66,13.76,181,1506,74.90,17.50,2.57,30,0.00,4.35,1.57,16,0.22,0.00,0.0,-10.30,5.65,0.00,0.60
1575992,23.43,13.76,181,1507,74.90,19.00,2.57,30,0.00,4.35,1.57,16,0.23,0.00,0.0,-10.30,5.71,0.00,0.60
1576065,23.31,13.76,181,1480,74.90,23.00,2.55,30,0.00,4.35,1.57,16,0.23,0.00,0.0,-10.30,5.67,0.00,0.60
1576138,23.31,13.76,181,1464,74.90,24.50,2.53,30,0.00,4.35,1.57,15,0.24,0.00,0.0,-10.30,5.74,0.00,0.60
1576211,23.20,13.76,181,1492,74.90,26.50,2.50,30,0.00,4.35,1.96,15,0.23,0.00,0.0,-10.30,5.77,0.00,0.62
1576284,20.67,13.76,181,1507,74.90,28.50,2.55,30,0.00,4.35,1.96,15,0.23,0.00,0.0,-10.30,5.80,0.00,0.62
1576358,18.38,13.76,181,1484,74.90,28.00,2.53,30,0.00,4.35,1.96,15,0.24,0.00,0.0,-10.30,5.83,0.00,0.62
1576430,17.11,13.76,181,1464,74.90,27.00,2.50,30,0.00,4.35,1.96,15,0.24,0.00,0.0,-10.30,5.87,0.00,0.62
1576503,16.31,13.76,181,1460,74.90,27.00,2.49,30,0.00,4.35,2.35,15,0.25,0.00,0.0,-10.30,5.94,0.00,0.62
1576576,15.85,13.76,181,1490,74.90,28.00,2.54,30,0.00,4.50,2.35,15,0.26,0.00,0.0,-10.16,6.29,0.00,0.62
1576650,15.85,13.76,181,1497,74.90,28.50,2.56,30,0.00,4.50,3.53,15,0.28,0.00,0.0,-10.16,6.55,0.00,0.66
1576722,15.73,13.76,181,1460,74.90,27.00,3.12,30,0.00,4.64,3.53,15,0.32,0.00,0.0,-10.01,7.22,0.00,0.66
1576796,15.50,13.76,181,1468,74.90,27.00,3.11,30,0.00,5.08,4.71,15,0.33,0.00,0.0,-9.72,8.06,0.00,0.70
1576868,15.27,13.76,181,1477,74.90,28.00,3.13,30,0.00,5.51,5.49,15,0.38,0.00,0.0,-9.58,9.48,0.00,0.72
1576941,14.93,13.76,181,1474,74.90,27.50,4.09,30,0.00,5.80,5.49,15,0.42,0.00,0.0,-9.14,10.23,0.00,0.74
1577015,14.47,13.76,181,1458,74.90,27.00,3.73,30,0.00,6.09,5.88,15,0.43,0.00,0.0,-8.56,10.49,0.00,0.74
1577089,14.24,13.76,181,1447,74.90,27.00,4.01,30,0.00,6.53,6.27,14,0.47,0.00,0.0,-8.13,11.05,0.00,0.76
1577161,13.55,13.76,181,1468,74.90,27.50,4.07,30,0.00,6.82,7.06,14,0.48,0.00,0.0,-7.84,11.61,0.00,0.78
1577234,13.67,13.76,181,1465,74.90,28.00,4.38,30,0.00,7.25,7.06,14,0.53,0.00,0.0,-7.40,12.42,0.00,0.78
1577306,13.90,13.76,181,1486,74.90,28.00,4.37,30,0.00,7.55,7.06,14,0.52,0.00,0.0,-7.11,12.90,0.00,0.78
1577381,14.36,13.76,181,1488,74.90,28.00,4.44,30,0.00,7.98,7.06,14,0.52,0.00,0.0,-6.96,13.01,0.00,0.78
1577453,14.36,13.68,181,1491,74.90,28.00,4.44,30,0.00,8.13,7.06,14,0.53,0.00,0.0,-6.67,13.13,0.00,0.78
1577526,14.59,13.76,181,1510,74.90,28.50,4.45,30,0.00,8.13,7.06,14,0.53,0.00,0.0,-6.53,13.31,0.00,0.78
1577600,14.81,13.68,181,1494,74.90,28.50,4.46,30,0.00,8.27,7.06,14,0.53,0.00,0.0,-6.53,13.24,0.00,0.78
1577672,15.04,13.68,181,1486,74.90,28.00,4.44,30,0.00,8.27,7.06,14,0.53,0.00,0.0,-6.38,13.12,0.00,0.78
1577746,15.16,13.76,181,1508,74.90,28.50,4.50,30,0.00,8.27,7.06,14,0.53,0.00,0.0,-6.38,13.36,0.00,0.78
1577817,15.39,13.68,181,1514,74.90,28.50,4.52,30,0.00,8.27,7.06,14,0.52,0.00,0.0,-6.38,13.42,0.00,0.78
1577891,15.50,13.76,181,1512,74.90,28.50,4.52,30,0.00,8.27,7.06,14,0.53,0.00,0.0,-6.38,13.31,0.00,0.78
1577965,15.16,13.68,181,1529,74.90,28.50,4.55,30,0.00,8.27,7.06,14,0.53,0.00,0.0,-6.38,13.31,0.00,0.78
1578037,15.39,13.76,181,1538,74.90,29.00,4.57,30,0.00,8.27,7.06,14,0.52,0.00,0.0,-6.38,13.31,0.00,0.78
1578110,15.27,13.68,181,1542,74.90,29.00,4.59,30,0.00,8.27,7.06,14,0.51,0.00,0.0,-6.38,13.36,0.00,0.78
1578183,15.39,13.76,181,1551,74.90,29.00,4.61,30,0.00,8.27,7.06,14,0.51,0.00,0.0,-6.38,13.24,0.00,0.78
1578257,15.39,13.68,181,1562,74.90,29.50,4.67,30,0.00,8.27,7.06,14,0.51,0.00,0.0,-6.38,13.31,0.00,0.78
1578329,15.39,13.68,181,1564,74.90,29.50,4.67,30,0.00,8.13,7.06,14,0.51,0.00,0.0,-6.53,13.31,0.00,0.78
1578403,15.16,13.76,181,1572,74.90,29.50,4.69,30,0.00,8.13,7.06,14,0.50,0.00,0.0,-6.53,13.31,0.00,0.78
1578475,15.27,13.68,181,1593,74.90,29.50,4.76,30,0.00,8.13,7.06,15,0.50,0.00,0.0,-6.53,13.36,0.00,0.78
1578549,15.16,13.76,181,1578,74.90,29.50,4.71,30,0.00,8.13,7.06,15,0.50,0.00,0.0,-6.53,13.43,0.00,0.78
1578620,15.27,13.68,181,1614,74.90,30.00,4.74,30,0.00,8.13,7.06,15,0.50,0.00,0.0,-6.53,13.48,0.00,0.78
1578695,15.39,13.76,181,1611,74.90,30.00,4.82,30,0.00,7.98,7.06,15,0.50,0.00,0.0,-6.67,13.48,0.00,0.78
1578768,15.16,13.76,181,1606,74.90,30.00,4.81,30,0.00,7.98,7.06,15,0.51,0.00,0.0,-6.67,13.48,0.00,0.78
1578840,15.04,13.68,181,1625,74.90,30.00,4.85,30,0.00,7.84,7.06,15,0.49,0.00,0.0,-6.67,13.48,0.00,0.78
1578913,14.81,13.76,181,1624,74.90,30.00,4.85,30,0.00,7.84,7.06,15,0.50,0.00,0.0,-6.82,13.48,0.00,0.78
1578987,14.81,13.68,181,1647,74.90,30.50,4.92,30,0.00,7.84,7.06,15,0.48,0.00,0.0,-6.82,13.31,0.00,0.78
1579060,14.81,13.76,181,1649,74.90,30.50,4.93,30,0.00,7.84,7.06,15,0.49,0.00,0.0,-6.82,13.54,0.00,0.78
1579133,15.04,13.68,181,1636,74.90,30.50,4.89,30,0.00,7.69,7.06,15,0.49,0.00,0.0,-6.96,13.48,0.00,0.78
1579205,15.16,13.76,181,1676,74.90,30.50,4.96,30,0.00,7.69,7.06,15,0.49,0.00,0.0,-6.96,13.43,0.00,0.78
1579278,15.04,13.76,181,1675,74.90,30.50,5.00,30,0.00,7.69,7.06,15,0.49,0.00,0.0,-6.96,13.54,0.00,0.78
1579352,14.93,13.76,181,1692,74.90,30.50,5.00,30,0.00,7.55,7.06,15,0.47,0.00,0.0,-6.96,13.31,0.00,0.78
1579425,14.81,13.76,181,1681,74.90,30.50,4.69,30,0.00,7.55,7.06,16,0.47,0.00,0.0,-7.11,13.31,0.00,0.78
1579497,14.81,13.76,181,1690,74.90,30.50,4.69,30,0.00,7.55,7.06,16,0.48,0.00,0.0,-7.11,13.48,0.00,0.78
1579570,14.81,13.76,181,1709,74.90,30.50,4.74,30,0.00,7.40,7.06,16,0.47,0.00,0.0,-7.25,13.43,0.00,0.78
1579643,14.93,13.76,181,1702,74.90,30.50,4.72,30,0.00,7.40,7.06,16,0.48,0.00,0.0,-7.25,13.43,0.00,0.78
1579716,14.93,13.76,181,1716,74.90,30.50,5.12,30,0.00,7.40,7.06,16,0.47,0.00,0.0,-7.25,13.54,0.00,0.78
1579789,14.81,13.76,181,1742,74.90,31.00,4.83,30,0.00,7.40,7.06,16,0.47,0.00,0.0,-7.25,13.54,0.00,0.78
1579862,14.70,13.76,181,1742,74.90,31.00,4.79,30,0.00,7.40,7.06,16,0.47,0.00,0.0,-7.25,13.54,0.00,0.78
1579934,14.81,13.76,181,1740,74.90,31.00,4.83,30,0.00,7.40,7.06,16,0.46,0.00,0.0,-7.25,13.42,0.00,0.78
1580008,14.70,13.68,181,1740,74.90,31.00,4.83,30,0.00,7.25,7.06,16,0.46,0.00,0.0,-7.25,13.36,0.00,0.78
1580081,14.81,13.76,181,1754,74.90,31.00,4.83,30,0.00,7.25,7.06,16,0.46,0.00,0.0,-7.40,13.43,0.00,0.78
1580154,14.81,13.76,181,1762,74.90,31.50,4.89,30,0.00,7.25,7.06,16,0.45,0.00,0.0,-7.40,13.36,0.00,0.78
1580226,14.81,13.76,181,1763,74.90,31.00,4.89,30,0.00,7.25,7.06,16,0.46,0.00,0.0,-7.40,13.48,0.00,0.78
1580299,14.93,13.76,181,1767,74.90,31.50,4.90,30,0.00,7.11,7.06,16,0.45,0.00,0.0,-7.55,13.31,0.00,0.78
1580373,14.93,13.76,181,1768,74.90,31.50,4.90,30,0.00,7.11,7.06,17,0.46,0.00,0.0,-7.55,13.43,0.00,0.78
1580446,14.81,13.68,181,1780,74.90,31.50,4.94,30,0.00,7.11,7.06,17,0.46,0.00,0.0,-7.55,13.31,0.00,0.78
1580519,14.59,13.68,181,1796,74.90,31.50,4.95,30,0.00,7.11,7.06,17,0.45,0.00,0.0,-7.55,13.42,0.00,0.78
1580592,14.59,13.76,181,1816,74.90,32.00,4.98,30,0.00,7.11,7.06,17,0.44,0.00,0.0,-7.55,13.43,0.00,0.78
1580665,14.59,13.76,181,1828,74.90,32.00,5.04,30,0.00,7.11,7.06,17,0.44,0.00,0.0,-7.55,13.43,0.00,0.78
1580738,14.59,13.68,181,1826,74.90,32.00,5.07,30,0.00,7.11,7.06,17,0.44,0.00,0.0,-7.55,13.48,0.00,0.78
1580811,14.59,13.68,181,1845,74.90,32.00,5.12,30,0.00,7.11,7.06,17,0.44,0.00,0.0,-7.55,13.48,0.00,0.78
1580884,14.59,13.68,181,1845,74.90,32.00,5.12,30,0.00,6.96,7.06,17,0.44,0.00,0.0,-7.69,13.43,0.00,0.78
1580957,14.47,13.76,181,1836,74.90,32.00,5.09,30,0.00,7.11,7.06,17,0.44,0.00,0.0,-7.55,13.60,0.00,0.78
1581031,14.59,13.68,181,1859,74.90,32.00,4.76,30,0.00,6.96,7.06,17,0.44,0.00,0.0,-7.69,13.43,0.00,0.78
1581104,14.47,13.68,181,1862,74.90,32.00,4.76,30,0.00,6.96,7.06,17,0.44,0.00,0.0,-7.69,13.43,0.00,0.78
1581176,14.36,13.68,181,1880,74.90,32.00,4.77,30,0.00,6.96,7.06,17,0.43,0.00,0.0,-7.69,13.43,0.00,0.78
1581249,14.24,13.68,181,1878,74.90,32.00,4.81,30,0.00,6.96,7.06,17,0.42,0.00,0.0,-7.69,13.19,0.00,0.78
1581322,14.24,13.68,181,1880,74.90,32.00,4.81,30,0.00,6.96,7.06,17,0.43,0.00,0.0,-7.69,13.43,0.00,0.78
1581396,14.24,13.76,181,1889,74.90,32.00,4.84,30,0.00,6.96,7.06,17,0.43,0.00,0.0,-7.69,13.43,0.00,0.78
1581468,14.24,13.76,181,1878,74.90,32.00,4.81,30,0.00,6.96,7.06,17,0.42,0.00,0.0,-7.69,13.48,0.00,0.78
1581542,14.47,13.76,181,1896,74.90,32.50,4.85,30,0.00,6.96,7.06,17,0.42,0.00,0.0,-7.69,13.43,0.00,0.78
1581615,14.47,13.68,181,1902,74.90,32.50,4.87,30,0.00,6.82,7.06,17,0.43,0.00,0.0,-7.84,13.36,0.00,0.78
1581687,14.47,13.68,181,1898,74.90,32.50,4.86,30,0.00,6.96,7.06,17,0.42,0.00,0.0,-7.69,13.36,0.00,0.78
1581761,14.36,13.68,181,1929,74.90,32.50,4.89,30,0.00,6.96,7.06,18,0.42,0.00,0.0,-7.69,13.48,0.00,0.78
1581834,14.24,13.68,181,1930,74.90,32.50,4.94,30,0.00,6.82,7.06,18,0.42,0.00,0.0,-7.84,13.36,0.00,0.78
1581907,14.36,13.76,181,1938,74.90,32.50,4.94,30,0.00,6.82,7.06,18,0.42,0.00,0.0,-7.84,13.48,0.00,0.78
1581980,14.47,13.68,181,1941,74.90,32.50,4.96,30,0.00,6.82,7.06,18,0.42,0.00,0.0,-7.84,13.48,0.00,0.78
1582053,14.47,13.68,181,1943,74.90,33.00,4.97,30,0.00,6.82,7.06,18,0.42,0.00,0.0,-7.84,13.54,0.00,0.78
1582126,14.47,13.76,181,1945,74.90,33.00,4.56,30,0.00,6.82,7.06,18,0.41,0.00,0.0,-7.84,13.36,0.00,0.78
1582199,14.59,13.68,181,1949,74.90,33.00,4.57,30,0.00,6.82,7.06,18,0.41,0.00,0.0,-7.84,13.48,0.00,0.78
1582272,14.59,13.76,181,1962,74.90,33.00,4.60,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.48,0.00,0.78
1582345,14.59,13.68,181,1972,74.90,33.00,5.05,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.71,0.00,0.78
1582418,14.59,13.76,181,1984,74.90,33.00,4.63,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.60,0.00,0.78
1582491,14.47,13.76,181,1977,74.90,33.00,4.65,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.48,0.00,0.78
1582565,14.47,13.76,181,1978,74.90,33.00,4.64,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.48,0.00,0.78
1582638,14.59,13.76,181,1983,74.90,33.00,4.65,30,0.00,6.82,7.06,19,0.40,0.00,0.0,-7.84,13.48,0.00,0.78
1582711,14.59,13.76,181,2001,74.90,33.00,4.70,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.54,0.00,0.78
1582784,14.70,13.76,181,2002,74.90,33.00,4.70,30,0.00,6.82,7.06,19,0.41,0.00,0.0,-7.84,13.60,0.00,0.78
1582857,14.70,13.76,181,2008,74.90,33.00,4.71,30,0.00,6.82,7.06,19,0.40,0.00,0.0,-7.84,13.54,0.00,0.78
1582930,14.70,13.76,181,2004,74.90,33.00,4.70,30,0.00,6.67,7.06,19,0.40,0.00,0.0,-7.98,13.72,0.00,0.78
1583003,14.70,13.76,181,2011,74.90,33.00,4.72,30,0.00,6.67,7.06,19,0.40,0.00,0.0,-7.98,13.60,0.00,0.78
1583076,14.70,13.76,181,2021,74.90,33.00,4.75,30,0.00,6.82,7.06,19,0.40,0.00,0.0,-7.84,13.54,0.00,0.78
1583149,14.70,13.76,181,2030,74.90,33.00,4.74,30,0.00,6.67,7.06,19,0.40,0.00,0.0,-7.98,13.43,0.00,0.78
1583222,14.70,13.68,181,2032,74.90,33.00,4.76,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-7.98,13.36,0.00,0.78
1583295,14.81,13.76,181,2025,74.90,33.00,4.75,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-7.98,13.48,0.00,0.78
1583368,14.81,13.76,181,2050,74.90,33.50,4.81,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-7.98,13.31,0.00,0.78
1583441,14.93,13.76,181,2059,74.90,33.50,4.83,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-7.98,13.36,0.00,0.78
1583515,14.81,13.76,181,2035,74.90,33.00,4.78,30,0.00,6.67,7.06,19,0.40,0.00,0.0,-7.98,13.67,0.00,0.78
1583588,14.93,13.76,181,2051,74.90,33.50,4.81,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-7.98,13.48,0.00,0.78
1583660,14.93,13.76,181,2063,74.90,33.50,4.85,30,0.00,6.67,7.06,19,0.38,0.00,0.0,-7.98,13.31,0.00,0.78
1583734,14.93,13.76,181,2058,74.90,33.50,4.84,30,0.00,6.53,7.06,19,0.39,0.00,0.0,-8.13,13.42,0.00,0.78
1583807,14.93,13.76,181,2069,74.90,33.50,4.83,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-8.13,13.48,0.00,0.78
1583879,14.93,13.76,181,2070,74.90,33.50,4.85,30,0.00,6.53,7.06,19,0.39,0.00,0.0,-7.98,13.36,0.00,0.78
1583952,14.93,13.76,181,2078,74.90,33.50,4.88,30,0.00,6.67,7.06,19,0.39,0.00,0.0,-8.13,13.36,0.00,0.78
1584027,14.81,13.76,181,2075,74.90,33.50,4.87,30,0.00,6.53,7.06,19,0.38,0.00,0.0,-8.13,13.31,0.00,0.78
1584099,14.81,13.68,181,2080,74.90,33.50,4.88,30,0.00,6.53,7.06,20,0.39,0.00,0.0,-8.13,13.36,0.00,0.78
1584172,14.81,13.76,181,2096,74.90,33.50,4.92,30,0.00,6.53,7.06,20,0.39,0.00,0.0,-8.13,13.48,0.00,0.78
1584245,14.81,13.68,181,2088,74.90,33.50,4.90,30,0.00,6.53,7.06,20,0.39,0.00,0.0,-8.13,13.42,0.00,0.78
1584318,14.81,13.76,181,2106,74.90,33.50,4.92,30,0.00,6.53,7.06,20,0.39,0.00,0.0,-8.13,13.48,0.00,0.78
1584391,14.81,13.68,181,2104,74.90,33.50,4.94,30,0.00,6.53,7.06,20,0.38,0.00,0.0,-8.13,13.43,0.00,0.78
1584465,14.81,13.68,181,2111,74.90,33.50,4.94,30,0.00,6.53,7.06,20,0.38,0.00,0.0,-8.13,13.48,0.00,0.78
1584537,14.81,13.68,181,2110,74.90,33.50,4.95,30,0.00,6.53,7.06,20,0.38,0.00,0.0,-8.13,13.36,0.00,0.78
1584611,14.81,13.76,181,2117,74.90,34.00,4.97,30,0.00,6.53,7.06,21,0.38,0.00,0.0,-8.13,13.36,0.00,0.78
1584684,14.81,13.76,181,2116,74.90,34.00,4.96,30,0.00,6.53,7.06,21,0.38,0.00,0.0,-8.13,13.24,0.00,0.78
1584757,14.93,13.68,181,2121,74.90,34.00,4.98,30,0.00,6.53,7.06,21,0.38,0.00,0.0,-8.13,13.48,0.00,0.78
1584830,14.81,13.76,181,2130,74.90,34.00,5.00,30,0.00,6.53,7.06,21,0.38,0.00,0.0,-8.13,13.43,0.00,0.78
1584903,14.81,13.68,181,2134,74.90,34.00,4.99,30,0.00,6.38,7.06,21,0.38,0.00,0.0,-8.27,13.36,0.00,0.78
1584976,14.93,13.76,181,2144,74.90,34.00,5.01,30,0.00,6.53,7.06,21,0.38,0.00,0.0,-8.13,13.60,0.00,0.78
1585049,14.93,13.68,181,2136,74.90,34.00,5.03,30,0.00,6.38,7.06,21,0.38,0.00,0.0,-8.27,13.54,0.00,0.78
1585122,14.81,13.76,181,2146,74.90,34.00,5.01,30,0.00,6.38,7.06,21,0.38,0.00,0.0,-8.27,13.48,0.00,0.78
1585195,14.81,13.68,181,2154,74.90,34.00,5.05,30,0.00,6.38,7.06,21,0.38,0.00,0.0,-8.27,13.48,0.00,0.78
1585269,14.70,13.68,181,2150,74.90,34.00,5.04,30,0.00,6.38,7.06,21,0.37,0.00,0.0,-8.27,13.31,0.00,0.78
1585341,14.81,13.76,181,2167,74.90,34.00,5.08,30,0.00,6.38,7.06,21,0.37,0.00,0.0,-8.27,13.36,0.00,0.78
1585416,14.70,13.68,181,2168,74.90,34.00,5.09,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.36,0.00,0.78
1585488,14.81,13.76,181,2162,74.90,34.00,5.07,30,0.00,6.38,7.06,21,0.37,0.00,0.0,-8.27,13.36,0.00,0.78
1585561,14.93,13.76,181,2178,74.90,34.00,5.10,30,0.00,6.38,7.06,21,0.37,0.00,0.0,-8.27,13.48,0.00,0.78
1585633,14.81,13.68,181,2177,74.90,34.00,5.11,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.54,0.00,0.78
1585707,14.81,13.76,181,2180,74.90,34.00,5.11,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.43,0.00,0.78
1585780,14.93,13.76,181,2186,74.90,34.00,5.12,30,0.00,6.24,7.06,21,0.36,0.00,0.0,-8.42,13.24,0.00,0.78
1585853,14.81,13.76,181,2193,74.90,34.00,5.15,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.36,0.00,0.78
1585926,14.81,13.76,181,2190,74.90,34.00,5.14,30,0.00,6.24,7.06,21,0.36,0.00,0.0,-8.42,13.36,0.00,0.78
1585999,14.81,13.76,181,2190,74.90,34.00,5.14,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.36,0.00,0.78
1586073,14.93,13.76,181,2202,74.90,34.00,5.17,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.36,0.00,0.78
1586145,14.93,13.76,181,2190,74.90,34.00,5.14,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.42,0.00,0.78
1586218,14.81,13.68,181,2212,74.90,34.00,5.15,30,0.00,6.24,7.06,21,0.36,0.00,0.0,-8.42,13.36,0.00,0.78
1586291,14.81,13.76,181,2197,74.90,34.00,5.19,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.48,0.00,0.78
1586364,14.81,13.76,181,2218,74.90,34.00,5.16,30,0.00,6.09,7.06,21,0.37,0.00,0.0,-8.42,13.36,0.00,0.78
1586437,14.70,13.76,181,2206,74.90,34.00,5.20,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.56,13.48,0.00,0.78
1586510,14.81,13.76,181,2219,74.90,34.00,5.21,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.54,0.00,0.78
1586583,14.81,13.68,181,2220,74.90,34.00,5.21,30,0.00,6.09,7.06,21,0.36,0.00,0.0,-8.56,13.48,0.00,0.78
1586656,14.81,13.76,181,2227,74.90,34.00,5.23,30,0.00,6.24,7.06,21,0.37,0.00,0.0,-8.42,13.31,0.00,0.78
1586729,14.81,13.76,181,2233,74.90,34.00,5.24,30,0.00,6.09,7.06,21,0.37,0.00,0.0,-8.56,13.78,0.00,0.78
1586803,14.81,13.76,181,2254,74.90,34.00,5.22,30,0.00,6.09,7.06,21,0.37,0.00,0.0,-8.56,13.72,0.00,0.78
1586875,14.81,13.76,181,2233,74.90,34.00,5.29,30,0.00,6.09,7.06,21,0.37,0.00,0.0,-8.56,13.84,0.00,0.78
1586950,14.81,13.76,181,2246,74.90,34.00,5.24,30,0.00,6.09,7.06,21,0.37,0.00,0.0,-8.56,13.84,0.00,0.78
