Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
149563,12.52,13.44,181,3544,100.00,21.00,24.95,55,0.00,17.12,25.10,30,1.15,0.00,0,66.5,2.32,69.24,12.55,1.16
149638,12.52,13.44,181,3551,100.00,35.50,22.72,55,0.00,11.03,8.24,30,0.65,0.00,0,0.0,1.16,22.39,13.33,0.56
149714,11.25,13.76,181,3552,74.90,36.50,14.40,55,0.00,7.11,0.00,30,0.44,0.00,0,0.0,-3.77,14.42,13.33,0.54
149790,11.14,13.68,181,3504,74.90,34.00,0.00,55,0.00,5.22,0.00,30,0.37,0.00,0,0.0,-9.58,18.23,0.00,0.54
149865,13.55,13.92,181,3440,74.90,30.50,0.00,55,0.00,4.50,0.00,32,0.27,0.00,0,0.0,-10.30,18.71,0.00,0.54
149942,17.23,13.68,181,3202,74.90,28.00,0.00,55,0.00,4.21,0.00,32,0.31,0.00,0,0.0,-10.59,12.55,0.00,0.54
150016,19.41,13.68,181,3065,74.90,25.00,0.00,55,0.00,4.06,0.00,32,0.31,0.00,0,0.0,-10.74,12.46,0.00,0.54
150092,21.25,13.68,181,2956,74.90,22.50,0.00,55,0.00,3.92,0.00,32,0.23,0.00,0,0.0,-10.88,13.02,0.00,0.54
150167,23.77,13.68,181,2842,74.90,17.50,0.00,55,0.00,3.92,0.00,32,0.23,0.00,0,0.0,-10.88,12.93,0.00,0.54
150243,23.89,13.60,181,2729,74.90,16.50,0.00,55,0.00,3.92,0.00,32,0.27,0.00,0,0.0,-10.88,9.18,0.00,0.56
150317,23.43,13.68,181,2613,74.90,16.00,0.00,55,0.00,3.92,0.39,34,0.28,0.00,0,0.0,-10.88,12.88,0.00,0.58
150392,23.77,13.68,181,2413,74.90,15.50,4.12,55,0.00,4.06,1.96,34,0.20,0.00,0,0.0,-10.74,9.39,0.00,0.64
150468,23.89,13.60,181,2303,74.90,16.50,4.42,55,0.00,4.35,5.49,34,0.35,0.00,0,0.0,-10.45,11.36,0.00,0.80
150543,23.66,13.60,181,2294,74.90,22.50,5.87,55,0.00,5.08,8.24,34,0.42,0.00,0,0.0,-9.72,13.43,0.00,0.82
150618,23.66,13.60,181,2374,74.90,36.00,6.58,55,0.00,6.67,8.63,34,0.45,0.00,0,0.0,-8.56,18.13,0.00,0.84
150694,13.32,13.68,181,2490,74.90,36.50,6.91,55,0.00,7.11,9.02,34,0.44,0.00,0,0.0,-8.13,19.93,0.00,0.84
150770,13.78,13.60,181,2618,74.90,36.00,7.26,55,0.00,7.25,9.41,35,0.51,0.00,0,0.0,-7.55,20.44,0.00,0.84
150845,14.13,13.68,181,2545,74.90,35.50,7.59,55,0.00,7.55,9.41,35,0.51,0.00,0,0.0,-7.25,21.12,0.00,0.92
150921,14.13,13.60,181,2534,74.90,35.50,9.19,55,0.00,7.98,13.73,35,0.72,0.00,0,0.0,-6.82,24.22,0.00,1.04
150995,13.44,13.60,181,2481,74.90,32.50,11.11,55,0.00,9.72,16.47,35,0.82,0.00,0,0.0,-5.08,31.41,0.00,1.12
151071,13.55,13.60,181,2562,74.90,30.00,12.03,55,0.00,10.88,18.82,35,0.88,0.00,0,0.0,-3.92,35.17,0.00,1.20
151146,13.32,13.52,181,2510,74.90,27.50,12.85,54,0.00,12.77,21.18,35,0.92,0.00,0,0.0,-2.76,38.40,0.00,1.26
151222,14.13,13.60,181,2554,74.90,25.50,13.08,54,0.00,13.49,23.14,35,1.00,0.00,0,0.0,-2.03,40.84,0.00,1.32
151296,14.36,13.52,181,2523,74.90,26.00,14.00,54,0.00,13.78,24.31,34,0.95,0.00,0,0.0,-1.02,41.38,1.96,1.34
151372,14.36,13.68,181,2577,74.90,25.00,13.68,54,0.00,14.07,25.10,34,0.98,0.00,0,15.3,-0.73,42.02,1.96,1.38
151447,14.70,13.52,181,2607,74.90,25.00,14.46,54,0.00,14.36,26.27,34,1.02,0.00,0,36.1,-0.44,43.03,3.92,1.42
151523,14.81,13.60,181,2582,74.90,23.50,14.88,54,0.00,14.65,27.06,34,1.03,0.00,0,51.1,-0.15,43.84,3.92,1.42
151598,14.81,13.60,181,2615,100.00,23.50,16.18,54,0.00,14.95,27.45,34,1.05,0.00,0,52.4,0.15,45.56,6.27,1.44
151673,14.81,13.52,181,2614,100.00,22.50,16.17,54,0.00,15.24,27.45,34,1.03,0.00,0,53.8,0.29,46.50,6.27,1.44
151749,13.67,13.52,181,2645,100.00,22.00,16.37,54,0.00,15.53,27.45,35,1.07,0.00,0,55.2,0.73,47.19,6.67,1.44
151824,13.55,13.52,181,2656,100.00,21.50,17.09,54,0.00,15.53,27.45,35,1.09,0.00,0,56.3,0.73,47.93,7.06,1.44
151899,13.55,13.52,181,2671,100.00,21.00,17.20,54,0.00,15.82,27.84,35,1.10,0.00,0,57.4,1.02,48.95,7.06,1.44
151974,13.55,13.52,181,2698,100.00,20.50,17.84,54,0.00,15.82,27.84,35,1.11,0.00,0,58.7,1.02,49.48,7.06,1.44
152050,13.32,13.52,181,2720,100.00,20.00,17.99,54,0.00,16.11,27.84,35,1.13,0.00,0,59.4,1.31,50.33,7.06,1.44
152125,13.32,13.52,181,2722,100.00,20.00,18.58,54,0.00,16.25,27.84,35,1.14,0.00,0,60.6,1.31,51.99,13.33,1.44
152201,13.21,13.44,181,2752,100.00,19.50,18.79,54,0.00,16.40,27.84,36,1.15,0.00,0,61.8,1.45,52.73,13.33,1.44
152276,12.86,13.52,181,2750,100.00,19.50,18.77,54,0.00,16.54,27.84,36,1.13,0.00,0,62.6,1.74,53.56,15.69,1.44
152351,12.86,13.44,181,2780,100.00,19.50,18.97,54,0.00,16.69,27.84,36,1.17,0.00,0,63.5,1.89,53.86,16.08,1.44
152426,12.63,13.52,181,2813,100.00,19.50,19.80,54,0.00,16.69,27.84,36,1.18,0.00,0,64.0,1.89,54.71,16.08,1.44
152502,12.75,13.44,181,2810,100.00,19.50,19.78,54,0.00,16.83,27.84,36,1.19,0.00,0,65.2,2.03,55.24,16.47,1.44
152578,12.63,13.52,181,2843,100.00,19.50,20.01,54,0.00,16.98,27.84,36,1.20,0.00,0,66.0,2.18,54.23,16.47,1.44
152653,12.63,13.44,181,2841,100.00,19.50,20.60,54,0.00,17.12,27.45,36,1.20,0.00,0,66.5,2.32,57.43,16.08,1.44
152730,12.40,13.52,181,2869,100.00,19.00,20.81,54,0.00,17.27,27.45,37,1.21,0.00,0,67.2,2.32,57.73,16.08,1.42
152804,12.52,13.52,181,2860,100.00,19.00,20.75,54,0.00,17.27,27.06,37,1.22,0.00,0,67.7,2.47,58.53,16.08,1.42
152879,12.40,13.44,181,2891,100.00,19.00,20.99,53,0.00,17.27,27.06,37,1.23,0.00,0,68.1,2.47,58.95,14.90,1.42
152955,12.40,13.52,181,2941,100.00,19.50,21.96,53,0.00,17.41,27.06,37,1.23,0.00,0,68.6,2.61,60.16,14.90,1.42
153030,12.29,13.52,181,2940,100.00,19.00,21.95,53,0.00,17.41,26.67,37,1.22,0.00,0,68.9,2.61,60.34,14.51,1.40
153106,12.29,13.52,181,2960,100.00,19.50,22.11,53,0.00,17.41,26.27,37,1.22,0.00,0,68.6,2.61,60.81,14.51,1.38
153180,12.17,13.52,181,2965,100.00,19.50,22.14,53,0.00,17.41,25.10,39,1.21,0.00,0,68.1,2.61,60.57,12.94,1.36
153255,12.17,13.52,181,2995,100.00,20.00,21.72,53,0.00,17.27,25.10,39,1.21,0.00,0,67.6,2.47,60.69,10.98,1.34
153331,12.17,13.52,181,3010,100.00,20.00,21.83,53,0.00,17.27,24.71,39,1.20,0.00,0,67.2,2.47,60.55,10.98,1.34
153406,12.29,13.52,181,3028,100.00,20.00,21.96,53,0.00,17.12,24.31,39,1.19,0.00,0,66.8,2.32,60.44,10.20,1.32
153482,12.29,13.52,181,3062,100.00,20.00,22.21,53,0.00,17.12,23.92,39,1.19,0.00,0,66.3,2.32,60.69,10.20,1.32
153558,12.29,13.52,181,3060,100.00,20.00,22.19,53,0.00,17.12,23.92,39,1.19,0.00,0,66.1,2.32,60.93,9.02,1.32
153635,12.29,13.52,181,3082,100.00,20.00,21.70,53,0.00,16.98,23.92,40,1.19,0.00,0,65.7,2.32,61.15,9.02,1.32
153709,12.29,13.52,181,3100,100.00,20.00,21.83,53,0.00,16.98,23.92,40,1.18,0.00,0,65.7,2.18,61.32,8.63,1.32
153784,12.29,13.52,181,3109,100.00,20.00,21.89,53,0.00,16.98,23.92,40,1.17,0.00,0,65.6,2.18,61.16,8.24,1.32
153860,12.29,13.52,181,3134,100.00,20.00,21.67,53,0.00,16.98,23.92,40,1.17,0.00,0,65.3,2.18,61.36,8.24,1.32
153936,12.29,13.52,181,3170,100.00,20.00,22.31,52,0.00,16.98,23.92,40,1.17,0.00,0,64.9,2.18,61.82,7.84,1.32
154010,12.29,13.44,181,3174,100.00,20.50,22.34,52,0.00,16.83,23.53,40,1.19,0.00,0,64.8,2.03,61.60,7.84,1.30
154086,12.29,13.52,181,3180,100.00,20.50,22.39,52,0.00,16.83,23.14,42,1.14,0.00,0,63.8,2.03,63.77,6.67,1.26
154163,12.29,13.52,181,3212,100.00,22.50,21.93,52,0.00,15.67,20.00,42,1.01,0.00,0,59.9,1.89,56.46,6.67,1.10
154237,11.94,13.52,181,3221,100.00,29.50,19.24,52,0.00,14.07,15.69,42,0.85,0.00,0,20.8,0.87,45.85,3.92,1.02
154313,12.52,13.60,181,3214,100.00,32.50,15.77,52,0.00,12.62,12.55,42,0.78,0.00,0,0.0,-2.18,37.50,0.00,0.90
154388,12.86,13.60,181,3241,74.90,35.50,14.47,52,0.00,10.74,10.20,42,0.62,0.00,0,0.0,-4.06,29.22,0.00,0.86
154463,12.40,13.68,181,3254,74.90,36.50,10.41,52,0.00,9.58,9.80,42,0.52,0.00,0,0.0,-5.22,28.06,0.00,0.86
154538,12.63,13.60,181,3241,74.90,37.50,8.99,52,0.00,9.00,9.80,43,0.49,0.00,0,0.0,-5.80,25.09,0.00,0.86
154614,13.55,13.60,181,3265,74.90,38.00,9.05,52,0.00,8.27,9.80,43,0.46,0.00,0,0.0,-6.24,24.60,0.00,0.86
154689,14.70,13.68,181,3246,74.90,38.00,9.00,52,0.00,7.98,9.80,43,0.44,0.00,0,0.0,-6.53,24.60,0.00,0.86
154765,14.93,13.60,181,3270,74.90,38.00,9.07,52,0.00,7.69,9.41,43,0.42,0.00,0,0.0,-7.11,23.65,0.00,0.86
154841,14.81,13.60,181,3256,74.90,38.00,8.20,52,0.00,7.55,9.41,43,0.41,0.00,0,0.0,-7.25,22.33,0.00,0.84
154916,15.04,13.60,181,3272,74.90,38.00,8.38,52,0.00,7.25,8.63,43,0.40,0.00,0,0.0,-7.55,21.54,0.00,0.82
154991,15.16,13.68,181,3260,74.90,38.00,8.35,52,0.00,6.96,8.24,43,0.40,0.00,0,0.0,-7.84,20.26,0.00,0.80
155066,14.93,13.60,181,3276,74.90,38.00,7.69,51,0.00,6.67,7.84,45,0.34,0.00,0,0.0,-8.13,18.65,0.00,0.80
155141,14.59,13.60,181,3265,74.90,37.50,6.97,51,0.00,6.24,7.45,45,0.33,0.00,0,0.0,-8.42,18.43,0.00,0.80
155217,14.70,13.60,181,3276,74.90,37.50,6.99,51,0.00,6.09,7.45,45,0.33,0.00,0,0.0,-8.56,18.21,0.00,0.80
155293,14.93,13.60,181,3265,74.90,37.50,6.97,51,0.00,5.95,7.45,45,0.32,0.00,0,0.0,-8.85,17.82,0.00,0.78
155368,15.04,13.68,181,3276,74.90,37.00,6.98,51,0.00,5.80,6.67,45,0.30,0.00,0,0.0,-9.00,16.93,0.00,0.76
155444,15.04,13.60,181,3259,74.90,37.00,6.26,51,0.00,5.66,6.27,45,0.29,0.00,0,0.0,-9.14,16.25,0.00,0.76
155520,15.04,13.68,183,3274,74.90,37.00,6.29,51,0.00,5.51,5.88,45,0.28,0.00,0,0.0,-9.29,15.36,0.00,0.74
155596,15.04,13.68,183,3259,74.90,36.50,6.26,51,0.00,5.22,5.88,45,0.27,0.00,0,0.0,-9.43,14.84,0.00,0.74
155672,15.04,13.60,183,3270,74.90,36.50,6.28,51,0.00,5.08,5.88,45,0.26,0.00,0,0.0,-9.58,14.30,0.00,0.74
155747,14.93,13.68,183,3255,74.90,36.50,6.25,51,0.00,5.08,5.49,45,0.26,0.00,0,0.0,-9.72,14.42,0.00,0.74
155822,14.93,13.60,183,3272,74.90,36.50,6.37,51,0.00,4.93,5.49,45,0.26,0.00,0,0.0,-9.87,14.30,0.00,0.72
155897,14.81,13.68,183,3248,74.90,36.50,5.54,51,0.00,4.93,5.10,45,0.25,0.00,0,0.0,-9.87,13.95,0.00,0.72
155972,14.59,13.68,183,3265,74.90,36.50,5.57,51,0.00,4.79,5.10,45,0.24,0.00,0,0.0,-10.01,13.48,0.00,0.70
156048,14.70,13.68,183,3248,74.90,36.50,5.54,51,0.00,4.79,4.71,45,0.24,0.00,0,0.0,-10.01,12.90,0.00,0.70
156123,14.59,13.68,183,3255,74.90,36.00,5.56,51,0.00,4.50,4.71,45,0.23,0.00,0,0.0,-10.16,12.64,0.00,0.68
156199,14.70,13.68,183,3230,74.90,36.00,5.51,51,0.00,4.35,3.92,45,0.21,0.00,0,0.0,-10.30,11.82,0.00,0.68
156274,14.70,13.68,183,3236,74.90,35.50,4.83,51,0.00,4.35,3.53,45,0.21,0.00,0,0.0,-10.45,11.55,0.00,0.66
156350,14.70,13.68,183,3206,74.90,36.00,4.84,51,0.00,4.21,3.14,45,0.20,0.00,0,0.0,-10.59,10.74,0.00,0.64
156425,14.81,13.68,183,3245,74.90,36.00,4.85,51,0.00,4.06,3.14,45,0.19,0.00,0,0.0,-10.74,10.59,0.00,0.64
156500,14.93,13.68,183,3226,74.90,35.50,4.82,51,0.00,3.92,2.75,45,0.19,0.00,0,0.0,-10.88,10.48,0.00,0.64
156576,14.93,13.68,183,3216,74.90,35.50,4.80,51,0.00,3.92,2.75,45,0.19,0.00,0,0.0,-10.88,12.73,0.00,0.62
156651,14.93,13.60,183,3237,74.90,35.50,4.83,50,0.00,3.77,2.35,45,0.22,0.00,0,0.0,-10.88,9.97,0.00,0.62
156727,14.70,13.68,183,3206,74.90,36.00,4.79,50,0.00,3.77,2.35,45,0.18,0.00,0,0.0,-11.03,9.88,0.00,0.62
156802,14.59,13.68,183,3237,74.90,35.50,4.79,50,0.00,3.77,1.96,45,0.18,0.00,0,0.0,-11.03,9.70,0.00,0.62
156876,14.59,13.68,183,3220,74.90,35.50,4.81,50,0.00,3.77,1.96,45,0.18,0.00,0,0.0,-11.03,9.70,0.00,0.62
156952,14.70,13.68,183,3220,74.90,35.50,4.12,50,0.00,3.63,1.96,44,0.18,0.00,0,0.0,-11.17,9.35,0.00,0.62
157028,14.81,13.68,183,3174,74.90,35.50,4.06,50,0.00,3.63,1.57,44,0.17,0.00,0,0.0,-11.17,9.30,0.00,0.60
157103,14.93,13.68,183,3197,74.90,35.50,4.09,50,0.00,3.63,1.57,44,0.17,0.00,0,0.0,-11.17,9.08,0.00,0.60
157177,15.04,13.68,183,3204,74.90,35.50,4.10,50,0.00,3.48,1.18,44,0.16,0.00,0,0.0,-11.17,8.82,0.00,0.60
157254,15.04,13.68,183,3168,74.90,34.50,4.06,50,0.00,3.48,1.18,44,0.16,0.00,0,0.0,-11.32,8.56,0.00,0.58
157328,15.16,13.68,183,3201,74.90,32.00,0.00,50,0.00,3.48,0.78,44,0.16,0.00,0,0.0,-11.32,8.47,0.00,0.58
157404,15.50,13.68,183,3168,74.90,30.00,0.00,50,0.00,3.48,0.78,44,0.15,0.00,0,0.0,-11.32,8.22,0.00,0.58
157480,18.03,13.68,183,3164,74.90,28.00,0.00,50,0.00,3.48,0.78,44,0.16,0.00,0,0.0,-11.32,8.23,0.00,0.58
157556,19.29,13.68,183,3147,74.90,26.00,0.00,50,0.00,3.48,0.39,44,0.15,0.00,0,0.0,-11.32,8.14,0.00,0.58
157630,22.85,13.68,183,3156,74.90,21.00,0.00,50,0.00,3.63,0.39,44,0.15,0.00,0,0.0,-11.17,7.98,0.00,0.58
157706,25.38,13.60,183,3151,74.90,20.00,0.00,50,0.00,3.63,0.39,44,0.15,0.00,0,0.0,-11.17,8.06,0.00,0.56
157782,25.38,13.68,183,3143,74.90,18.50,0.00,50,0.00,3.63,0.39,44,0.15,0.00,0,0.0,-11.17,7.98,0.00,0.56
157857,25.38,13.60,183,3140,74.90,18.50,0.00,50,0.00,3.63,0.00,43,0.15,0.00,0,0.0,-11.17,7.82,0.00,0.54
157932,24.00,13.68,183,3116,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.14,0.00,0,0.0,-11.32,7.49,0.00,0.54
158008,23.77,13.60,183,3118,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.14,0.00,0,0.0,-11.32,7.29,0.00,0.54
158083,23.89,13.68,183,3105,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.14,0.00,0,0.0,-11.32,7.24,0.00,0.54
158158,23.89,13.68,183,3107,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.14,0.00,0,0.0,-11.32,7.29,0.00,0.54
158234,24.12,13.60,183,3110,74.90,18.50,0.00,50,0.00,3.34,0.00,43,0.15,0.00,0,0.0,-11.46,7.29,0.00,0.54
158308,24.00,13.68,183,3082,74.90,18.50,0.00,50,0.00,3.92,0.00,43,0.25,0.00,0,0.0,-10.88,11.60,0.00,0.54
158384,23.77,13.60,183,3070,74.90,18.50,0.00,50,0.00,3.77,0.00,43,0.17,0.00,0,0.0,-11.03,9.13,0.00,0.54
158459,24.12,13.68,183,3058,74.90,18.50,0.00,50,0.00,3.63,0.00,43,0.15,0.00,0,0.0,-11.17,8.11,0.00,0.54
158535,24.23,13.60,183,3072,74.90,18.50,0.00,50,0.00,3.63,0.00,43,0.15,0.00,0,0.0,-11.17,7.74,0.00,0.54
158610,24.12,13.60,183,3052,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.79,0.00,0.54
158685,24.12,13.68,183,3046,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.66,0.00,0.54
158761,24.23,13.60,183,3058,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.57,0.00,0.54
158837,24.12,13.68,183,3038,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.65,0.00,0.54
158912,23.89,13.60,183,3038,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.57,0.00,0.54
158988,23.77,13.68,183,3014,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.66,0.00,0.54
159063,24.12,13.68,183,3007,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,10.21,0.00,0.54
159139,23.89,13.68,183,3017,74.90,18.50,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.74,0.00,0.54
159214,24.00,13.68,183,3004,74.90,18.00,0.00,50,0.00,3.48,0.00,43,0.15,0.00,0,0.0,-11.32,7.78,0.00,0.54
159289,24.00,13.68,183,2986,74.90,18.00,0.00,50,0.00,3.48,0.00,42,0.15,0.00,0,0.0,-11.32,7.65,0.00,0.54
159364,24.12,13.68,183,2966,74.90,18.00,0.00,50,0.00,3.48,0.00,42,0.16,0.00,0,0.0,-11.32,7.74,0.00,0.54
159440,24.12,13.68,183,2952,74.90,18.00,0.00,50,0.00,3.48,0.00,42,0.16,0.00,0,0.0,-11.32,7.66,0.00,0.54
159515,24.00,13.68,183,2918,74.90,18.00,0.00,50,0.00,3.48,0.00,42,0.16,0.00,0,0.0,-11.32,7.70,0.00,0.54
159591,24.12,13.68,183,2904,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.16,0.00,0,0.0,-11.32,7.70,0.00,0.54
159666,23.77,13.68,183,2890,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.16,0.00,0,0.0,-11.32,7.82,0.00,0.54
159742,23.77,13.68,183,2886,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.16,0.00,0,0.0,-11.32,7.82,0.00,0.54
159817,23.66,13.68,183,2880,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.17,0.00,0,0.0,-11.32,7.90,0.00,0.54
159891,24.00,13.68,183,2856,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.17,0.00,0,0.0,-11.32,7.74,0.00,0.54
159967,23.77,13.68,183,2816,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.17,0.00,0,0.0,-11.32,7.82,0.00,0.54
160042,24.12,13.68,183,2798,74.90,17.50,0.00,50,0.00,3.48,0.00,42,0.17,0.00,0,0.0,-11.32,7.86,0.00,0.54
160118,24.00,13.68,183,2784,74.90,17.00,0.00,50,0.00,3.48,0.00,42,0.17,0.00,0,0.0,-11.32,7.82,0.00,0.54
160193,24.23,13.68,183,2755,74.90,17.00,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.78,0.00,0.54
160268,23.89,13.68,183,2747,74.90,17.00,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.82,0.00,0.54
160344,23.66,13.68,183,2717,74.90,16.50,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.74,0.00,0.54
160419,24.00,13.68,183,2686,74.90,16.50,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.74,0.00,0.54
160494,24.00,13.68,183,2664,74.90,16.50,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.54,0.00,0.54
160570,23.89,13.68,183,2670,74.90,16.50,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.57,0.00,0.54
160645,24.12,13.68,183,2638,74.90,16.50,0.00,50,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,7.41,0.00,0.54
160721,23.89,13.68,183,2628,74.90,16.50,0.00,50,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.32,7.24,0.00,0.54
160795,23.89,13.68,183,2593,74.90,16.50,0.00,50,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.32,7.29,0.00,0.54
160872,23.77,13.68,183,2579,74.90,16.00,0.00,50,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.32,7.21,0.00,0.54
160946,24.00,13.68,183,2550,74.90,16.00,0.00,50,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.32,7.17,0.00,0.54
161021,24.12,13.68,183,2526,74.90,16.00,0.00,50,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.32,7.03,0.00,0.54
161097,23.54,13.68,183,2499,74.90,15.50,0.00,50,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.32,6.95,0.00,0.54
161172,23.66,13.68,183,2475,74.90,15.50,0.00,50,0.00,3.48,0.00,37,0.17,0.00,0,0.0,-11.32,6.95,0.00,0.54
161248,23.66,13.60,183,2472,74.90,15.50,0.00,50,0.00,3.63,0.00,37,0.19,0.00,0,0.0,-11.17,7.54,0.00,0.54
161323,23.77,13.60,183,2424,74.90,15.50,0.00,50,0.00,3.77,0.00,37,0.19,0.00,0,0.0,-11.03,7.70,0.00,0.54
161398,23.77,13.68,183,2398,74.90,15.50,0.00,50,0.00,3.77,0.00,37,0.19,0.00,0,0.0,-11.03,7.54,0.00,0.54
161474,23.66,13.60,183,2373,74.90,15.50,0.00,50,0.00,3.77,0.00,37,0.18,0.00,0,0.0,-11.03,7.41,0.00,0.54
161549,23.89,13.60,183,2346,74.90,15.50,0.00,50,0.00,3.77,0.00,37,0.18,0.00,0,0.0,-11.03,7.10,0.00,0.54
161624,24.00,13.60,183,2332,74.90,15.00,0.00,50,0.00,3.77,0.00,35,0.18,0.00,0,0.0,-10.88,6.92,0.00,0.54
161700,23.89,13.60,183,2301,74.90,15.00,0.00,50,0.00,3.77,0.00,35,0.18,0.00,0,0.0,-11.03,6.81,0.00,0.54
161776,23.89,13.68,183,2293,74.90,14.50,0.00,50,0.00,3.77,0.00,35,0.18,0.00,0,0.0,-11.03,6.73,0.00,0.54
161850,23.89,13.60,183,2256,74.90,14.50,0.00,50,0.00,3.77,0.00,35,0.18,0.00,0,0.0,-11.03,6.66,0.00,0.54
161927,23.89,13.60,183,2221,74.90,14.50,0.00,50,0.00,3.92,0.00,35,0.18,0.00,0,0.0,-10.88,6.59,0.00,0.54
162001,23.89,13.60,183,2197,74.90,14.00,0.00,50,0.00,3.92,0.00,35,0.18,0.00,0,0.0,-10.88,6.62,0.00,0.54
162077,24.12,13.68,183,2176,74.90,14.00,0.00,50,0.00,3.92,0.00,33,0.18,0.00,0,0.0,-10.88,6.51,0.00,0.54
162152,23.66,13.60,183,2150,74.90,14.00,0.00,50,0.00,3.92,0.00,33,0.18,0.00,0,0.0,-10.88,6.44,0.00,0.54
162228,23.66,13.60,183,2136,74.90,14.00,0.00,50,0.00,3.92,0.00,33,0.18,0.00,0,0.0,-10.88,6.44,0.00,0.54
162304,24.00,13.60,183,2110,74.90,14.00,0.00,50,0.00,3.92,0.00,33,0.18,0.00,0,0.0,-10.88,6.37,0.00,0.54
162378,23.66,13.60,183,2053,74.90,13.50,0.00,50,0.00,3.92,0.00,33,0.18,0.00,0,0.0,-10.88,6.29,0.00,0.54
162454,23.89,13.68,183,2062,74.90,13.50,0.00,50,0.00,3.92,0.00,33,0.18,0.00,0,0.0,-10.88,6.22,0.00,0.54
162530,23.66,13.60,183,2021,74.90,13.50,0.00,50,0.00,3.92,0.00,33,0.19,0.00,0,0.0,-10.88,6.22,0.00,0.54
162605,23.77,13.60,183,2006,74.90,13.00,0.00,50,0.00,3.92,0.00,30,0.19,0.00,0,0.0,-10.88,6.22,0.00,0.54
162680,23.89,13.68,183,1974,74.90,13.00,0.00,50,0.00,3.92,0.00,30,0.19,0.00,0,0.0,-10.88,6.22,0.00,0.54
162756,23.89,13.60,183,1942,74.90,13.00,0.00,50,0.00,3.92,0.00,30,0.20,0.00,0,0.0,-10.88,6.22,0.00,0.54
162831,24.12,13.60,183,1946,74.90,13.00,0.00,50,0.00,3.92,0.00,30,0.20,0.00,0,0.0,-10.88,6.22,0.00,0.54
162907,24.12,13.60,183,1904,74.90,13.00,0.00,50,0.00,3.92,0.00,30,0.20,0.00,0,0.0,-10.88,6.22,0.00,0.54
162982,23.77,13.60,183,1854,74.90,13.00,0.00,50,0.00,3.92,0.00,30,0.19,0.00,0,0.0,-10.88,6.18,0.00,0.54
163056,23.54,13.60,183,1707,74.90,13.00,0.00,50,0.00,3.92,0.00,29,0.25,0.00,0,0.0,-10.88,6.33,0.00,0.54
163132,23.54,13.60,183,1572,74.90,21.00,0.00,50,0.00,4.21,0.00,29,0.28,0.00,0,0.0,-10.74,6.44,0.00,0.54
163208,24.00,13.60,183,1444,74.90,21.00,0.00,50,0.00,4.50,0.00,29,0.31,0.00,0,0.0,-10.59,6.44,0.00,0.54
163282,23.66,13.60,183,1286,74.90,21.50,2.74,50,0.00,4.79,0.00,29,0.35,0.00,0,0.0,-10.01,6.44,0.00,0.54
