Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
1173002,-7.81,15.04,13.52,176,0.94,1295,0.00,15.50,6.08,111,0.00,0,13.93,-0.73,20.26,2.12,0.00,16.08,1.06,85.5957
1173077,-7.81,15.39,13.44,176,0.94,1358,0.00,16.50,6.66,111,0.00,0,13.93,-0.73,21.30,2.16,0.00,16.47,1.06,86.4502
1173152,-7.03,14.70,13.44,176,0.97,1356,0.00,16.00,6.87,111,0.00,0,13.93,-0.73,22.38,2.20,0.00,16.47,1.08,86.7310
1173228,-7.03,14.59,13.52,176,0.96,1478,0.00,17.00,7.25,111,0.00,0,13.93,-0.73,22.99,2.22,0.00,16.86,1.08,87.4359
1173303,-7.03,14.70,13.44,176,0.95,1566,0.00,18.00,7.69,111,0.00,0,13.93,-0.73,23.64,2.26,0.00,17.65,1.10,88.7024
1173378,-7.03,15.04,13.52,176,0.97,1617,0.00,18.00,8.28,111,0.00,0,13.93,-0.73,24.87,2.28,0.00,17.65,1.12,89.1907
1173454,-7.03,15.16,13.44,176,0.97,1640,0.00,18.00,8.40,111,0.00,0,13.93,-0.73,26.69,2.30,0.00,17.65,1.12,89.5386
1173529,-7.03,14.93,13.52,176,0.96,1697,0.00,20.00,8.69,111,0.00,0,13.93,-0.73,27.38,2.32,0.00,18.04,1.12,89.9811
1173605,-7.03,14.81,13.44,176,0.98,1758,0.00,20.00,9.04,111,0.00,0,13.93,-0.73,28.64,2.36,0.00,18.43,1.14,90.4327
1173680,-6.25,14.70,13.52,176,0.99,1877,0.00,20.50,9.33,111,0.00,0,13.93,-0.73,29.81,2.40,0.00,18.82,1.14,90.7837
1173755,-6.25,14.81,13.44,176,0.99,1939,0.00,21.00,9.93,111,0.00,0,13.93,-0.73,31.09,2.42,0.00,19.22,1.16,91.5558
1173830,-6.25,14.93,13.44,176,0.98,1986,0.00,22.00,10.17,113,0.00,0,14.07,-0.58,32.01,2.44,0.00,19.61,1.18,92.1021
1173906,-6.25,14.81,13.52,176,0.98,2049,0.00,22.50,10.49,113,0.00,0,14.07,-0.58,32.48,2.44,0.00,19.61,1.18,92.5781
1173982,-4.69,14.81,13.44,176,0.98,2102,0.00,22.50,10.76,113,0.00,0,14.07,-0.58,34.21,2.46,0.00,20.39,1.20,92.8986
1174058,-4.69,14.93,13.52,176,0.97,2162,0.00,22.50,11.53,113,0.00,0,14.22,-0.44,35.29,2.48,0.00,20.78,1.22,93.4021
1174132,-4.69,14.81,13.52,176,0.99,2288,0.00,22.50,12.00,113,0.00,0,14.22,-0.44,36.67,2.52,0.00,21.18,1.22,94.5190
1174207,-4.69,14.81,13.52,176,1.00,2338,0.00,22.50,12.20,113,0.00,0,14.36,-0.44,37.49,2.54,0.00,21.57,1.24,93.9545
1174282,-4.69,14.81,13.52,176,1.00,2384,0.00,22.50,12.71,113,0.00,0,14.36,-0.29,38.92,2.56,0.00,21.96,1.24,94.4336
1174358,-4.69,14.81,13.52,176,1.02,2462,0.00,22.00,13.66,113,0.00,0,14.51,-0.15,39.87,2.60,0.00,21.96,1.26,94.5801
1174433,-4.69,14.93,13.52,176,1.03,2535,0.00,22.00,14.06,113,0.00,0,14.51,-0.15,41.67,2.62,0.00,22.35,1.26,94.6991
1174509,-4.69,14.81,13.52,176,1.03,2606,0.00,21.00,14.45,113,0.00,0,14.51,-0.15,44.59,2.66,0.00,22.35,1.26,94.7296
1174584,-3.91,14.70,13.52,176,1.04,2676,0.00,21.00,14.57,113,0.00,0,14.65,-0.15,45.34,2.70,0.00,22.35,1.26,94.8792
1174660,-3.91,14.93,13.52,176,1.05,2757,0.00,21.00,15.41,113,0.00,0,14.65,0.00,46.64,2.72,0.00,22.75,1.28,95.0012
1174735,-3.91,14.93,13.52,176,1.06,2821,0.00,21.00,16.25,113,0.00,0,14.80,0.00,48.18,2.74,0.00,22.75,1.28,94.9646
1174810,-3.12,14.81,13.52,176,1.06,2867,0.00,21.00,17.12,113,0.00,0,14.80,0.15,49.61,2.76,0.00,22.75,1.28,94.9066
1174885,-3.12,14.81,13.44,176,1.06,2940,0.00,21.00,17.56,113,0.00,0,14.95,0.29,50.79,2.78,0.00,22.75,1.28,94.8578
1174960,-3.12,14.36,13.44,176,1.07,3006,0.00,21.00,18.60,113,0.00,0,14.95,0.29,53.47,2.80,0.00,23.14,1.28,94.7327
1175035,-3.12,13.78,13.44,176,1.07,3072,0.00,21.00,19.01,113,0.00,0,15.24,0.44,54.83,2.82,0.00,23.14,1.28,94.6350
1175111,-3.12,13.55,13.44,176,1.08,3187,0.00,21.00,19.47,113,0.00,0,15.24,0.58,56.29,2.86,0.00,23.14,1.28,94.6198
1175186,-3.12,13.55,13.44,176,1.08,3274,0.00,21.00,19.72,113,0.00,0,15.38,0.58,57.18,2.88,0.00,23.14,1.28,94.6228
1175263,-3.12,13.32,13.44,176,1.09,3342,0.00,21.00,20.68,113,0.00,0,15.38,0.73,59.27,2.90,0.39,23.14,1.28,94.6777
1175338,-2.34,13.32,13.44,176,1.08,3418,0.00,21.50,21.15,113,0.00,0,15.53,0.87,60.74,2.90,0.39,23.14,1.28,94.7174
1175413,-2.34,13.09,13.44,176,1.10,3470,0.00,21.50,22.21,113,0.00,0,15.53,0.87,61.79,2.94,0.39,23.14,1.30,94.8486
1175488,-2.34,13.09,13.44,176,1.10,3532,0.00,21.50,22.61,113,0.00,0,15.67,1.02,64.86,2.94,3.53,23.14,1.30,94.9432
1175564,-2.34,13.09,13.44,176,1.11,3585,0.00,22.50,22.94,115,0.00,0,15.67,1.02,66.10,2.96,3.53,23.14,1.30,95.0043
1175639,0.00,12.86,13.44,176,1.10,3688,0.00,22.50,24.22,115,0.00,0,15.67,1.02,67.56,3.02,4.71,23.14,1.30,94.8669
1175715,0.00,12.98,13.44,176,1.11,3807,0.00,22.50,24.81,115,0.00,0,15.67,1.02,69.26,3.02,4.71,23.14,1.30,94.8364
1175790,0.00,12.86,13.44,176,1.11,3870,0.00,22.50,26.42,115,0.00,0,15.67,1.02,70.36,3.04,9.41,23.14,1.30,94.8181
1175866,0.00,12.63,13.44,176,1.11,3939,0.00,23.00,26.89,115,0.00,0,15.67,1.02,71.52,3.06,14.12,23.14,1.30,94.7144
1175941,0.00,12.52,13.44,176,1.11,4010,0.00,23.00,27.38,115,0.00,0,15.67,1.02,73.93,3.08,14.12,23.14,1.30,94.8669
1176016,0.00,12.40,13.44,176,1.12,4096,0.00,23.50,28.84,115,0.00,0,15.82,1.02,76.20,3.10,16.08,23.14,1.30,95.5170
1176092,0.00,12.17,13.36,176,1.13,4150,0.00,23.50,29.22,115,0.00,0,15.82,1.16,77.54,3.12,16.08,23.14,1.30,96.3531
1176167,0.00,12.29,13.36,176,1.13,4256,0.00,23.50,29.83,115,0.00,0,15.82,1.16,79.55,3.16,16.08,23.14,1.30,96.1334
1176243,0.00,12.06,13.44,176,1.09,4380,0.00,26.50,31.33,115,0.00,0,13.78,1.16,81.32,2.96,16.08,15.69,1.20,97.1405
1176319,-0.78,11.94,13.44,176,0.69,4298,0.00,36.50,0.00,115,0.00,0,7.98,-6.67,69.63,2.38,14.90,0.00,0.56,92.5018
1176394,-0.78,10.45,13.52,176,0.44,4169,0.00,35.50,0.00,115,0.00,0,5.37,-9.29,19.21,2.42,0.00,0.00,0.54,80.8533
1176468,-1.56,13.67,13.60,176,0.35,3976,0.00,33.00,0.00,117,0.00,0,4.50,-10.16,25.63,2.22,0.00,0.00,0.54,75.3418
1176544,-2.34,18.38,13.52,176,0.19,3815,0.00,27.00,0.00,117,0.00,0,3.92,-10.59,22.10,2.02,0.00,0.00,0.54,74.9115
1176620,-3.12,21.48,13.52,176,0.29,3598,0.00,25.00,0.00,117,0.00,0,3.77,-10.74,13.71,2.06,0.00,0.00,0.54,74.4354
1176695,-3.12,23.77,13.52,176,0.19,3292,0.00,22.50,0.00,117,0.00,0,3.77,-10.88,11.94,1.84,0.00,0.00,0.54,74.9969
1176770,-3.91,23.43,13.60,176,0.26,3146,0.00,20.00,0.00,117,0.00,0,3.92,-10.88,14.32,1.80,0.00,0.00,0.54,73.9532
1176845,-3.91,23.54,13.60,176,0.29,3002,0.00,18.50,0.00,117,0.00,0,3.92,-10.74,10.06,1.94,0.00,0.78,0.56,73.0103
1176921,-4.69,23.77,13.52,176,0.19,2817,0.00,17.50,3.01,117,0.00,0,4.06,-10.59,14.46,1.66,0.00,1.57,0.60,72.0856
1176996,-4.69,24.00,13.52,176,0.32,2672,0.00,19.00,7.41,117,0.00,0,4.35,-10.30,15.27,2.00,0.00,3.92,0.66,71.6980
1177071,-5.47,23.31,13.52,176,0.38,2625,0.00,33.50,7.84,117,0.00,0,5.37,-10.01,15.68,1.84,0.00,7.06,0.74,71.4020
1177146,-6.25,23.54,13.52,176,0.47,2499,0.00,35.50,7.09,117,0.00,0,6.38,-9.29,17.16,2.18,0.00,10.20,0.86,72.9431
1177222,-6.25,22.85,13.52,176,0.57,2484,0.00,33.50,8.75,117,0.00,0,7.55,-8.27,21.89,2.26,0.00,10.98,0.90,77.5208
1177297,-6.25,13.21,13.52,176,0.63,2474,0.00,32.50,8.97,117,0.00,0,8.42,-6.24,24.99,2.28,0.00,11.76,0.92,80.2734
1177373,-7.03,12.29,13.60,176,0.71,2555,0.00,30.50,10.36,118,0.00,0,9.29,-5.37,26.20,2.40,0.00,14.90,1.02,83.0048
1177448,-7.03,13.21,13.52,176,0.84,2518,0.00,28.00,11.82,118,0.00,0,10.45,-4.21,34.83,2.48,0.00,16.86,1.06,87.1979
1177523,-7.03,14.24,13.52,176,0.91,2526,0.00,26.00,12.39,118,0.00,0,11.61,-3.05,37.73,2.54,0.00,19.22,1.14,89.3311
1177598,-7.03,14.01,13.52,176,1.00,2568,0.00,22.00,13.72,118,0.00,0,13.49,-2.03,41.64,2.64,0.00,21.96,1.24,92.0898
1177674,-7.03,14.01,13.52,176,1.02,2594,0.00,22.00,13.69,118,0.00,0,13.93,-1.16,43.40,2.66,0.00,23.14,1.28,93.4998
1177749,-7.03,14.36,13.52,176,1.02,2637,0.00,21.50,14.63,118,0.00,0,14.22,-0.73,43.88,2.68,0.00,24.71,1.32,94.0704
1177826,-6.25,14.36,13.52,176,1.06,2611,0.00,20.50,15.04,118,0.00,0,14.65,0.00,45.46,2.70,2.75,26.27,1.38,94.7601
1177901,-6.25,14.81,13.52,176,1.08,2642,0.00,20.00,16.35,118,0.00,0,15.09,0.44,46.26,2.72,2.75,28.24,1.44,95.2637
1177976,-6.25,14.93,13.44,176,1.13,2695,0.00,18.50,17.25,118,0.00,0,15.53,0.87,50.48,2.76,6.67,31.37,1.54,95.8130
1178051,-6.25,14.59,13.44,176,1.18,2686,0.00,17.00,17.76,118,0.00,0,16.54,1.45,52.22,2.80,6.67,33.73,1.62,96.4539
1178127,-5.47,14.36,13.44,176,1.21,2698,0.00,16.50,18.68,118,0.00,0,16.83,1.89,54.57,2.86,18.04,35.69,1.68,96.1334
1178202,-5.47,13.78,13.44,176,1.25,2770,0.00,15.50,19.45,118,0.00,0,17.27,2.18,56.40,2.90,18.04,36.47,1.72,97.4976
1178278,-5.47,13.78,13.44,176,1.28,2808,0.00,15.50,20.96,118,0.00,0,17.70,2.61,58.23,2.92,21.96,38.82,1.78,98.0591
1178353,-4.69,13.44,13.44,176,1.33,2844,0.00,15.00,22.45,118,0.00,0,18.14,3.48,60.47,2.98,26.67,42.35,1.90,98.7457
1178428,-4.69,13.21,13.44,176,1.38,2871,0.00,14.50,23.28,120,0.00,0,18.72,4.06,65.72,3.00,26.67,44.31,1.96,99.3408
1178504,-4.69,12.98,13.44,176,1.42,2911,0.00,14.00,24.84,120,0.00,0,19.15,4.50,68.74,3.02,29.02,47.45,2.04,99.5331
1178579,-4.69,12.98,13.44,176,1.47,2958,0.00,13.50,25.87,120,0.00,0,20.17,4.93,71.60,3.06,29.02,50.20,2.14,99.7375
1178654,-3.91,12.75,13.44,176,1.51,2998,0.00,13.00,26.66,120,0.00,0,20.60,5.51,74.00,3.12,27.45,50.59,2.16,99.9695
1178729,-3.91,12.52,13.44,176,1.56,3068,0.00,12.50,27.51,120,0.00,0,21.04,5.95,76.32,3.16,27.45,51.37,2.18,100.4761
1178805,-3.91,12.52,13.44,176,1.61,3074,0.00,12.00,30.82,120,0.00,0,21.62,6.38,80.41,3.18,27.84,52.16,2.22,101.0437
1178880,-3.12,12.29,13.44,174,1.66,3122,0.00,11.50,31.97,120,0.00,0,22.05,7.40,82.88,3.22,27.84,52.94,2.24,100.8179
1178956,-3.12,12.17,13.36,174,1.70,3186,0.00,10.50,33.30,120,0.00,0,22.49,7.84,90.05,3.24,27.84,54.12,2.26,102.0142
1179030,-3.12,12.06,13.36,174,1.74,3186,0.00,10.00,34.66,120,0.00,0,23.22,8.27,92.10,3.26,30.59,55.29,2.32,102.1576
1179106,-3.12,11.94,13.36,174,1.77,3258,0.00,9.50,36.20,120,0.00,0,23.51,8.56,95.63,3.32,30.59,56.08,2.34,102.2736
1179181,-3.12,11.83,13.36,174,1.80,3335,0.00,10.00,36.84,120,0.00,0,23.80,8.85,96.78,3.30,31.37,56.47,2.34,102.3804
1179256,-3.12,11.71,13.36,174,1.81,3364,0.00,10.00,39.48,120,0.00,0,23.94,9.14,100.28,3.32,32.55,57.25,2.36,102.4445
1179331,-3.12,11.60,13.36,174,1.84,3404,0.00,10.50,39.94,120,0.00,0,24.23,9.58,102.02,3.34,32.55,57.65,2.38,102.5269
1179407,-2.34,11.25,13.36,174,1.85,3459,0.00,10.50,41.33,120,0.00,0,24.38,9.72,104.29,3.38,32.94,58.04,2.40,102.5726
1179483,-2.34,11.25,13.36,174,1.87,3486,0.00,10.50,42.40,122,0.00,0,24.52,9.87,108.68,3.38,32.94,58.43,2.42,102.7069
1179558,-2.34,11.14,13.36,174,1.88,3531,0.00,11.00,43.69,122,0.00,0,24.81,10.01,110.83,3.40,32.94,58.82,2.42,102.7740
1179634,0.00,11.14,13.28,174,1.89,3609,0.00,11.00,44.42,122,0.00,0,24.96,10.16,112.90,3.42,32.94,58.82,2.44,102.8717
1179710,0.00,11.02,13.36,174,1.90,3698,0.00,11.00,46.20,122,0.00,0,24.96,10.30,114.19,3.44,33.33,59.22,2.44,103.0182
1179785,0.00,11.02,13.28,174,1.91,3689,0.00,11.00,48.01,122,0.00,0,24.96,10.30,117.21,3.46,33.33,59.22,2.44,103.1036
1179860,0.00,10.91,13.28,174,1.91,3765,0.00,11.00,49.00,122,0.00,0,25.10,10.45,117.50,3.48,33.33,59.61,2.46,103.2043
1179937,0.00,11.02,13.36,174,1.91,3805,0.00,11.00,49.52,122,0.00,0,24.96,10.30,121.28,3.48,33.33,59.61,2.46,103.2013
1180012,0.00,11.02,13.28,174,1.91,3818,0.00,11.00,49.69,122,0.00,0,24.96,10.30,121.83,3.50,33.33,59.61,2.46,103.2410
1180087,0.00,11.14,13.36,174,1.90,3900,0.00,11.00,50.57,122,0.00,0,24.96,10.30,123.69,3.54,33.33,59.61,2.46,103.2410
1180162,0.00,11.14,13.28,174,1.91,3962,0.00,11.00,50.75,122,0.00,0,25.10,10.30,124.37,3.54,33.33,59.61,2.46,103.3325
1180237,0.00,11.14,13.36,174,1.92,4017,0.00,11.00,51.56,122,0.00,0,25.10,10.45,126.58,3.56,33.33,59.61,2.46,103.4546
1180313,0.00,11.14,13.36,174,1.93,4056,0.00,11.00,53.65,122,0.00,0,25.10,10.45,128.77,3.56,33.33,59.61,2.46,103.5522
1180387,0.00,11.14,13.28,174,1.93,4089,0.00,11.00,54.09,122,0.00,0,25.10,10.45,130.43,3.58,33.33,59.61,2.46,103.6865
1180463,0.00,11.14,13.36,174,1.92,4160,0.00,11.50,54.13,122,0.00,0,24.96,10.30,133.14,3.58,32.55,59.61,2.46,103.7537
1180539,0.00,11.14,13.28,174,1.91,4166,0.00,11.50,54.22,122,0.00,0,24.96,10.30,133.04,3.58,32.55,59.61,2.46,103.8422
1180615,0.00,11.14,13.36,174,1.91,4214,0.00,11.50,54.92,122,0.00,0,24.81,10.30,134.92,3.62,31.76,59.61,2.46,103.1433
1180690,0.00,11.14,13.28,174,1.90,4290,0.00,11.50,55.67,122,0.00,0,24.67,10.16,136.36,3.64,31.76,59.61,2.46,103.9825
1180765,0.00,11.14,13.36,174,1.90,4365,0.00,12.00,55.88,122,0.00,0,24.67,10.01,135.69,3.66,30.98,59.61,2.46,104.0894
1180841,0.00,11.14,13.36,174,1.90,4412,0.00,12.00,56.47,124,0.00,0,24.52,9.87,138.18,3.68,30.20,59.61,2.46,104.1809
1180915,0.00,11.14,13.36,174,1.90,4424,0.00,12.00,56.63,124,0.00,0,24.67,10.01,139.07,3.68,30.20,59.61,2.46,104.3915
1180991,0.00,11.14,13.36,174,1.90,4496,0.00,12.50,57.55,124,0.00,0,24.52,9.87,142.24,3.70,29.80,59.61,2.46,104.7913
1181067,0.00,11.14,13.36,174,1.90,4515,0.00,12.50,57.79,124,0.00,0,24.67,9.87,142.97,3.72,29.80,59.61,2.46,104.7180
1181142,0.00,11.14,13.36,174,1.91,4574,0.00,13.00,59.26,124,0.00,0,24.67,10.01,144.90,3.74,29.80,59.61,2.46,105.1483
1181217,0.00,11.14,13.36,174,1.92,4658,0.00,13.00,60.36,124,0.00,0,24.67,10.01,148.13,3.76,29.80,59.61,2.46,105.4138
1181293,0.00,11.14,13.28,174,1.92,4720,0.00,12.50,61.42,124,0.00,0,24.67,10.01,148.75,3.76,29.80,59.61,2.46,105.5939
1181368,0.00,11.14,13.28,174,1.93,4750,0.00,13.00,61.81,124,0.00,0,24.52,9.87,151.72,3.78,29.80,59.61,2.46,105.9021
1181443,0.00,11.14,13.28,174,1.93,4814,0.00,13.00,62.64,124,0.00,0,24.67,10.01,152.25,3.78,29.80,59.61,2.46,105.9540
1181518,0.00,11.14,13.28,174,1.91,4848,0.00,13.00,63.09,124,0.00,0,24.52,9.87,154.95,3.78,29.80,59.61,2.46,105.7007
1181595,0.00,11.14,13.28,174,1.91,4886,0.00,13.50,62.54,124,0.00,0,24.52,9.87,155.63,3.80,29.80,59.61,2.46,106.2408
1181669,0.00,11.14,13.36,174,1.90,4937,0.00,14.00,63.20,124,0.00,0,24.52,9.87,156.52,3.82,29.41,59.61,2.46,105.3284
1181746,0.00,11.14,13.28,174,1.89,4959,0.00,14.00,63.62,124,0.00,0,24.38,9.87,157.18,3.86,29.41,59.61,2.46,105.0201
1181821,0.00,11.14,13.36,174,1.89,5057,0.00,14.00,64.30,124,0.00,0,24.38,9.72,158.02,3.84,29.02,59.61,2.46,104.7089
1181897,0.00,11.14,13.28,174,1.88,5102,0.00,14.00,64.21,124,0.00,0,24.38,9.72,158.92,3.86,28.63,59.61,2.46,104.5898
1181973,0.00,11.14,13.36,174,1.87,5130,0.00,14.00,64.57,124,0.00,0,24.38,9.72,159.39,3.88,28.63,59.61,2.46,104.3518
1182047,0.00,11.14,13.28,174,1.86,5204,0.00,14.50,65.51,124,0.00,0,24.23,9.58,160.18,3.90,28.24,59.61,2.46,103.9154
1182124,0.00,11.14,13.28,174,1.85,5226,0.00,14.50,64.67,124,0.00,0,24.23,9.58,161.30,3.90,28.24,59.61,2.46,103.7415
1182199,0.00,11.14,13.28,174,1.84,5285,0.00,15.00,65.40,124,0.00,0,24.23,9.58,162.53,3.92,27.84,59.61,2.46,103.3447
1182274,0.00,11.14,13.28,174,1.83,5349,0.00,15.00,66.19,124,0.00,0,24.09,9.43,163.31,3.92,27.84,59.22,2.44,102.8595
1182349,0.00,11.14,13.28,174,1.82,5376,0.00,15.00,66.52,124,0.00,0,24.09,9.43,163.80,3.94,26.67,59.22,2.44,102.4231
1182424,0.00,11.14,13.28,174,1.82,5435,0.00,15.50,66.09,124,0.00,0,24.09,9.43,164.50,3.94,26.67,58.43,2.44,101.9318
1182500,0.00,11.14,13.36,174,1.50,5450,0.00,18.00,52.32,124,0.00,0,19.59,4.93,164.50,3.76,17.25,12.94,1.24,103.2990
1182576,-0.78,11.14,13.44,174,0.63,5130,0.00,36.50,0.00,124,0.00,0,9.00,-5.66,139.45,2.44,17.25,0.00,0.54,99.8505
1182652,-0.78,11.94,13.60,174,0.49,5285,0.00,35.50,0.00,124,0.00,0,5.80,-8.85,21.95,2.76,0.00,0.00,0.54,94.5801
1182727,-1.56,11.94,13.60,174,0.39,5197,0.00,33.00,0.00,124,0.00,0,4.64,-10.01,42.59,2.34,0.00,0.00,0.54,91.9861
1182802,-2.34,17.11,13.60,174,0.20,5013,0.00,30.50,0.00,124,0.00,0,4.50,-10.16,28.38,1.96,0.00,0.00,0.54,91.0980
1182879,-2.34,24.46,13.60,174,0.40,4798,0.00,28.00,0.00,122,0.00,0,4.50,-10.16,20.18,2.48,0.00,0.00,0.54,90.0055
1182953,-3.12,25.15,13.60,174,0.21,4612,0.00,25.50,0.00,122,0.00,0,4.50,-10.16,29.58,2.14,0.00,0.00,0.54,85.8002
1183028,-3.12,23.89,13.60,174,0.22,4427,0.00,20.00,0.00,122,0.00,0,4.21,-10.30,16.66,1.88,0.00,0.00,0.54,81.1310
1183104,-3.91,24.00,13.60,174,0.19,4277,0.00,18.50,0.00,122,0.00,0,4.06,-10.45,12.95,1.98,0.00,0.00,0.54,78.5370
1183180,-4.69,23.89,13.60,174,0.25,3890,0.00,18.50,0.00,122,0.00,0,3.77,-10.59,22.03,1.70,0.00,0.00,0.54,75.4181
1183255,-4.69,24.00,13.52,174,0.17,3731,0.00,18.50,0.00,122,0.00,0,3.63,-10.88,11.30,2.06,0.00,0.78,0.56,75.6958
1183331,-5.47,23.66,13.52,174,0.25,3568,0.00,20.00,6.09,122,0.00,0,3.77,-10.88,15.30,1.74,0.00,2.35,0.62,74.4568
1183405,-5.47,24.12,13.60,174,0.17,3456,0.00,22.50,4.42,122,0.00,0,4.06,-10.59,14.70,1.96,0.00,3.92,0.66,74.3225
1183481,-6.25,23.54,13.52,174,0.29,3445,0.00,28.00,10.29,122,0.00,0,4.50,-10.16,20.29,2.06,0.00,8.63,0.78,74.3469
1183556,-6.25,17.00,13.60,174,0.42,3711,0.00,36.50,9.50,122,0.00,0,7.84,-9.14,22.61,2.24,0.00,16.86,1.00,76.9196
1183632,-7.03,13.67,13.52,174,0.77,3932,0.00,29.50,15.97,122,0.00,0,11.03,-6.82,40.84,2.84,4.71,23.14,1.26,87.1216
1183707,-6.25,14.36,13.52,174,0.91,3803,0.00,28.50,19.95,122,0.00,0,12.33,-3.63,55.89,2.86,4.71,23.92,1.30,90.2008
1183782,-6.25,13.67,13.52,174,0.98,3828,0.00,25.50,22.05,122,0.00,0,13.20,-1.45,56.52,2.96,16.08,27.45,1.42,91.9006
1183858,-6.25,13.21,13.44,174,1.04,3811,0.00,24.50,21.95,122,0.00,0,14.36,-0.29,63.82,3.00,16.08,30.20,1.48,93.3807
1183933,-6.25,13.55,13.52,174,1.11,3866,0.00,23.00,24.74,122,0.00,0,15.09,0.44,70.25,3.08,16.08,32.16,1.58,94.4580
1184008,-6.25,14.13,13.36,174,1.17,3815,0.00,21.00,26.04,122,0.00,0,16.83,1.45,73.40,3.12,16.08,32.55,1.60,95.2515
1184084,-5.47,13.67,13.44,174,1.25,3900,0.00,19.00,28.07,122,0.00,0,17.70,2.18,78.16,3.22,16.08,32.94,1.60,96.4813
1184159,-5.47,13.55,13.44,174,1.33,3910,0.00,18.50,29.46,122,0.00,0,18.43,3.05,81.82,3.28,16.08,32.94,1.60,98.1781
1184235,-5.47,13.44,13.44,174,1.39,3882,0.00,17.50,32.30,122,0.00,0,19.15,3.77,87.62,3.30,16.08,32.94,1.60,99.2004
1184310,-5.47,13.09,13.44,174,1.44,3918,0.00,16.50,34.27,122,0.00,0,19.73,5.08,90.63,3.32,16.08,32.55,1.60,99.7711
1184385,-4.69,12.63,13.44,174,1.45,3914,0.00,15.50,34.24,122,0.00,0,19.73,5.08,94.33,3.30,11.76,29.41,1.50,99.8993
1184461,-4.69,12.29,13.44,174,1.38,3958,0.00,17.50,32.93,122,0.00,0,19.01,4.35,92.05,3.22,11.76,26.67,1.42,99.2828
1184536,-4.69,12.29,13.44,174,1.26,3956,0.00,22.00,30.38,122,0.00,0,16.11,3.63,86.73,3.14,10.59,22.35,1.32,97.6654
1184612,-4.69,12.29,13.44,174,0.97,3910,0.00,28.50,25.28,122,0.00,0,13.93,1.45,75.09,2.84,10.59,16.86,1.10,94.8639
1184688,-4.69,12.17,13.44,174,0.83,3981,0.00,32.00,20.35,122,0.00,0,12.04,-0.73,57.71,2.66,6.67,13.33,1.00,92.4225
1184763,-4.69,12.98,13.52,174,0.68,3970,0.00,35.50,15.25,122,0.00,0,10.16,-2.61,44.97,2.50,4.31,10.20,0.92,89.1266
1184838,-4.69,12.63,13.60,174,0.50,3985,0.00,37.50,11.90,122,0.00,0,7.84,-6.82,37.37,2.06,4.31,7.06,0.78,85.8246
1184913,-5.47,11.60,13.60,174,0.38,3976,0.00,38.50,9.33,122,0.00,0,6.38,-8.27,24.20,1.88,1.18,4.71,0.72,80.7953
1184989,-5.47,11.60,13.60,174,0.36,3970,0.00,38.50,8.47,122,0.00,0,5.37,-9.29,14.18,2.24,1.18,4.31,0.68,76.1963
1185065,-6.25,11.25,13.60,174,0.31,3976,0.00,38.00,8.48,122,0.00,0,4.50,-9.87,27.55,2.26,0.00,3.92,0.68,75.4242
1185140,-6.25,11.02,13.60,174,0.36,3920,0.00,37.50,5.89,122,0.00,0,4.35,-10.16,17.06,1.86,0.00,3.92,0.68,75.3601
1185216,-7.03,11.14,13.60,174,0.20,4015,0.00,38.00,6.85,122,0.00,0,4.21,-10.30,12.79,2.20,0.00,3.92,0.68,75.5249
1185291,-7.03,12.06,13.60,174,0.32,3939,0.00,38.00,5.04,120,0.00,0,4.06,-10.59,20.99,1.84,0.00,3.92,0.68,75.4364
1185367,-7.03,14.70,13.60,174,0.16,3949,0.00,38.00,4.21,120,0.00,0,4.06,-10.59,16.54,1.66,0.00,3.92,0.68,75.4395
1185441,-7.81,15.73,13.60,174,0.20,3970,0.00,38.00,5.08,120,0.00,0,3.92,-10.74,14.76,2.04,0.00,1.18,0.60,75.3998
1185517,-7.81,15.96,13.60,174,0.19,3947,0.00,37.50,0.00,120,0.00,0,3.48,-11.17,12.06,1.62,0.00,0.00,0.56,75.4150
1185593,-8.59,16.54,13.60,174,0.13,3956,0.00,32.50,0.00,120,0.00,0,3.34,-11.32,12.77,1.66,0.00,0.00,0.54,75.3662
1185668,-8.59,20.56,13.60,176,0.22,3916,0.00,29.50,0.00,120,0.00,0,3.19,-11.32,12.73,1.88,0.00,0.00,0.54,75.3601
1185743,-9.38,25.04,13.60,176,0.14,3914,0.00,27.00,0.00,120,0.00,0,3.19,-11.46,9.31,1.72,0.00,0.00,0.54,75.2838
1185819,-9.38,25.38,13.60,176,0.13,3924,0.00,25.00,0.00,120,0.00,0,3.19,-11.46,13.42,1.80,0.00,0.00,0.54,75.2808
1185894,-9.38,24.81,13.60,176,0.18,3900,0.00,22.50,0.00,120,0.00,0,3.19,-11.46,7.90,1.68,0.00,0.00,0.54,75.2502
1185970,-9.38,23.77,13.60,176,0.19,3896,0.00,20.00,0.00,120,0.00,0,3.19,-11.46,7.54,1.76,0.00,0.00,0.54,75.2350
