Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
13177,-15.62,14.59,13.44,183,0.46,935,0.00,9.50,2.46,153,0.00,0,7.25,-7.40,7.48,1.58,0.00,0.00,0.56,70.4529
13253,-14.06,14.81,13.36,183,0.43,981,0.00,7.50,2.30,153,0.00,0,7.25,-7.40,7.32,1.56,0.00,0.00,0.56,70.7520
13328,-14.06,14.13,13.44,183,0.43,991,0.00,7.00,2.32,153,0.00,0,7.25,-7.40,7.13,1.56,0.00,0.00,0.56,70.8282
13403,-15.62,14.01,13.36,183,0.43,965,0.00,8.00,2.29,153,0.00,0,7.11,-7.40,6.98,1.54,0.00,0.00,0.56,70.5109
13478,-15.62,14.24,13.36,183,0.44,977,0.00,9.50,2.25,153,0.00,0,7.11,-7.55,6.98,1.54,0.00,0.00,0.56,70.5292
13554,-15.62,14.59,13.36,183,0.45,960,0.00,11.50,2.27,153,0.00,0,7.25,-7.55,7.21,1.54,0.00,0.00,0.56,70.4224
13630,-15.62,14.59,13.36,183,0.47,965,0.00,10.50,2.62,153,0.00,0,7.25,-7.40,7.40,1.56,0.00,0.39,0.56,70.2148
13704,-15.62,14.93,13.44,183,0.49,944,0.00,13.00,2.47,153,0.00,0,7.40,-7.25,7.73,1.58,0.00,1.57,0.60,70.7611
13781,-14.06,15.04,13.36,183,0.50,973,0.00,14.00,2.70,153,0.00,0,7.55,-7.11,7.85,1.64,0.00,1.96,0.60,71.2280
13854,-14.06,15.27,13.44,183,0.51,1008,0.00,15.50,2.80,153,0.00,0,7.84,-6.96,8.43,1.66,0.00,2.75,0.62,72.1039
13931,-14.06,15.27,13.36,183,0.49,1070,0.00,17.50,2.92,153,0.00,0,7.98,-6.82,9.08,1.66,0.00,3.14,0.64,73.1110
14006,-14.06,15.04,13.44,183,0.52,1118,0.00,19.00,3.57,153,0.00,0,7.98,-6.67,9.16,1.70,0.00,3.92,0.68,74.1394
14080,-14.06,14.81,13.36,183,0.54,1194,0.00,23.00,3.66,153,0.00,0,8.27,-6.67,10.98,1.74,0.00,4.71,0.70,74.9542
14156,-14.06,15.16,13.36,183,0.53,1224,0.00,26.00,3.90,153,0.00,0,8.42,-6.38,11.71,1.80,0.00,5.10,0.70,76.0406
14231,-14.06,15.27,13.44,183,0.52,1307,0.00,27.00,4.12,153,0.00,0,8.42,-6.24,12.09,1.82,0.00,5.49,0.72,76.5533
14308,-14.06,15.27,13.36,183,0.52,1441,0.00,27.50,4.00,153,0.00,0,8.27,-6.38,12.35,1.84,0.00,5.49,0.72,76.9196
14383,-14.06,15.62,13.44,183,0.54,1494,0.00,28.50,4.49,153,0.00,0,8.27,-6.38,12.90,1.86,0.00,5.88,0.74,77.1393
14458,-14.06,15.96,13.44,183,0.55,1503,0.00,28.50,4.53,153,0.00,0,8.42,-6.38,13.42,1.88,0.00,5.88,0.74,77.1942
14533,-14.06,15.85,13.44,183,0.55,1517,0.00,28.50,4.84,153,0.00,0,8.42,-6.24,13.73,1.90,0.00,6.27,0.74,77.2949
14609,-14.06,15.62,13.44,183,0.56,1512,0.00,28.50,4.78,153,0.00,0,8.56,-6.24,14.02,1.90,0.00,6.27,0.76,77.3773
14684,-14.06,15.16,13.36,183,0.58,1493,0.00,27.50,4.73,153,0.00,0,8.56,-6.09,14.15,1.90,0.00,6.27,0.76,77.3926
14759,-14.06,15.04,13.44,183,0.60,1441,0.00,27.00,4.61,153,0.00,0,8.71,-5.95,14.20,1.90,0.00,6.27,0.76,77.3560
14835,-14.06,14.93,13.44,183,0.63,1406,0.00,26.50,4.50,153,0.00,0,9.00,-5.80,14.15,1.92,0.00,6.27,0.76,77.2278
14910,-14.06,14.70,13.36,183,0.66,1349,0.00,26.00,4.94,153,0.00,0,9.14,-5.66,14.27,1.92,0.00,6.27,0.76,76.9714
14986,-14.06,14.59,13.44,183,0.68,1298,0.00,25.00,4.47,153,0.00,0,9.43,-5.51,14.22,1.92,0.00,6.27,0.76,77.0081
15061,-14.06,14.59,13.36,183,0.71,1233,0.00,24.00,4.59,153,0.00,0,9.72,-5.22,13.96,1.90,0.00,6.27,0.76,76.9775
15136,-14.06,14.24,13.44,183,0.74,1194,0.00,23.50,4.39,153,0.00,0,10.01,-4.93,13.85,1.90,0.00,6.27,0.76,76.9226
15212,-14.06,14.01,13.44,183,0.76,1144,0.00,20.50,4.26,153,0.00,0,10.30,-4.35,13.73,1.90,0.00,6.27,0.76,76.7334
15287,-14.06,14.24,13.36,183,0.76,1060,0.00,19.00,4.07,153,0.00,0,10.59,-4.06,13.54,1.86,0.00,6.27,0.76,76.8433
15361,-14.06,13.44,13.44,183,0.78,1028,0.00,18.00,3.95,153,0.00,0,11.03,-3.77,13.30,1.88,0.00,6.27,0.76,76.7914
15437,-14.06,13.78,13.36,183,0.79,1008,0.00,17.50,3.96,153,0.00,0,11.17,-3.63,13.13,1.86,0.00,6.27,0.76,76.6693
15512,-13.28,14.59,13.44,183,0.79,978,0.00,16.50,3.90,153,0.00,0,11.32,-3.48,12.84,1.86,0.00,6.27,0.76,76.7151
15588,-13.28,14.36,13.44,183,0.79,962,0.00,16.50,3.80,153,0.00,0,11.46,-3.34,12.46,1.84,0.00,6.27,0.76,76.6632
15662,-13.28,14.81,13.36,183,0.80,936,0.00,15.50,3.76,153,0.00,0,11.61,-3.19,12.24,1.82,0.00,6.27,0.76,76.8280
15739,-13.28,14.36,13.44,183,0.81,910,0.00,13.00,3.69,153,-2.00,0,11.75,-2.90,12.19,1.82,0.00,6.27,0.76,76.8280
15814,-13.28,14.81,13.28,183,0.82,900,0.00,12.50,3.84,153,-2.00,0,11.90,-2.76,12.13,1.80,0.00,6.27,0.76,76.9104
15889,-13.28,14.81,13.44,183,0.82,880,0.00,11.50,3.52,153,-2.00,0,12.19,-2.61,11.97,1.82,0.00,6.27,0.76,76.8188
15964,-13.28,14.47,13.36,183,0.83,870,0.00,11.50,3.56,153,-2.00,0,12.19,-2.47,11.87,1.82,0.00,6.67,0.76,76.5289
16041,-10.94,14.93,13.12,183,0.84,834,0.00,10.50,3.65,153,-2.00,0,12.33,-2.47,11.35,1.82,0.00,6.27,0.76,76.4984
16115,-10.94,14.59,13.36,183,0.84,815,0.00,9.50,3.44,153,-2.00,0,12.48,-2.32,11.25,1.80,0.00,6.27,0.76,76.5778
16190,-10.94,14.93,13.36,183,0.77,807,0.00,11.50,3.40,153,-2.00,0,12.48,-2.18,11.19,1.76,0.00,6.27,0.76,77.4750
16265,-10.94,14.47,13.44,183,0.76,933,0.00,16.50,3.78,153,0.00,0,12.33,-2.32,11.24,1.78,0.00,6.27,0.76,78.1464
16341,-10.94,14.81,13.28,183,0.75,953,0.00,17.50,3.86,153,0.00,0,12.04,-2.47,11.55,1.78,0.00,6.27,0.76,77.9419
16416,-10.94,14.93,13.36,183,0.74,946,0.00,17.50,3.55,153,0.00,0,11.90,-2.61,11.65,1.78,0.00,5.88,0.74,77.9419
16492,-10.94,14.93,13.28,183,0.71,988,0.00,19.00,3.96,153,0.00,0,11.61,-2.76,11.56,1.80,0.00,5.88,0.72,78.3356
16566,-10.94,15.27,13.36,183,0.69,1032,0.00,20.00,3.90,154,0.00,0,11.32,-3.05,11.34,1.80,0.00,5.49,0.72,78.4851
16642,-10.94,14.81,13.36,183,0.67,1075,0.00,22.00,3.96,154,0.00,0,10.88,-3.34,11.24,1.78,0.00,5.10,0.72,77.9938
16717,-10.94,14.93,13.36,183,0.65,1093,0.00,22.50,3.77,154,0.00,0,10.59,-4.06,11.14,1.78,0.00,5.10,0.72,77.5574
16792,-10.94,14.81,13.44,183,0.62,1147,0.00,23.50,3.91,154,0.00,0,10.30,-4.35,11.04,1.76,0.00,5.10,0.70,77.8564
16868,-10.94,14.36,13.36,183,0.60,1182,0.00,24.50,3.78,154,0.00,0,9.72,-4.64,11.14,1.78,0.00,5.10,0.70,77.6337
16943,-10.94,14.59,13.44,183,0.58,1210,0.00,25.00,3.86,153,0.00,0,9.43,-4.93,11.04,1.76,0.00,5.10,0.70,77.1759
17017,-11.72,14.36,13.36,183,0.57,1207,0.00,25.00,3.65,153,0.00,0,9.29,-5.22,11.08,1.76,0.00,5.10,0.70,76.9165
17093,-11.72,14.59,13.36,183,0.55,1221,0.00,25.50,3.82,154,0.00,0,9.14,-5.37,10.94,1.78,0.00,5.10,0.70,76.9684
17169,-11.72,14.59,13.44,183,0.54,1278,0.00,26.00,3.89,154,0.00,0,8.71,-5.51,10.94,1.78,0.00,5.10,0.70,76.6754
17243,-11.72,14.47,13.36,183,0.52,1303,0.00,26.00,3.62,154,0.00,0,8.56,-6.09,10.98,1.76,0.00,5.10,0.70,76.2604
17319,-14.06,14.47,13.44,183,0.52,1299,0.00,26.00,3.60,154,0.00,0,8.42,-6.24,11.08,1.76,0.00,5.10,0.70,75.9766
17394,-14.06,14.70,13.36,183,0.51,1321,0.00,26.50,3.66,154,0.00,0,8.13,-6.38,11.04,1.78,0.00,5.10,0.70,75.9216
17469,-14.06,14.81,13.36,183,0.50,1364,0.00,27.00,3.83,154,0.00,0,7.98,-6.53,11.14,1.78,0.00,5.10,0.70,75.7690
17545,-14.06,15.04,13.44,183,0.49,1382,0.00,27.00,3.85,154,0.00,0,7.84,-6.67,11.14,1.78,0.00,5.10,0.70,75.5371
17621,-14.06,15.16,13.44,183,0.48,1388,0.00,27.00,3.54,154,0.00,0,7.69,-6.82,11.14,1.78,0.00,5.10,0.70,75.3387
17695,-14.06,15.27,13.44,183,0.48,1384,0.00,27.00,3.64,154,0.00,0,7.69,-6.96,11.18,1.78,0.00,5.10,0.70,75.3418
17771,-14.06,15.27,13.44,183,0.47,1452,0.00,27.50,3.72,154,0.00,0,7.55,-7.11,11.18,1.78,0.00,5.10,0.70,75.3448
17848,-14.06,15.39,13.44,183,0.47,1449,0.00,27.00,3.71,154,0.00,0,7.40,-7.11,11.08,1.78,0.00,5.10,0.70,75.2594
17922,-14.06,15.27,13.44,183,0.47,1450,0.00,27.00,3.72,154,0.00,0,7.40,-7.25,11.24,1.78,0.00,5.10,0.70,75.1282
17998,-14.06,15.27,13.44,183,0.45,1452,0.00,27.50,3.80,154,0.00,0,7.40,-7.25,11.14,1.78,0.00,5.10,0.70,75.2411
18072,-14.06,15.27,13.44,183,0.45,1485,0.00,28.00,3.84,154,0.00,0,7.25,-7.25,11.14,1.78,0.00,5.10,0.70,75.1068
18148,-14.06,15.27,13.52,183,0.45,1502,0.00,28.00,3.82,154,0.00,0,7.25,-7.40,11.14,1.78,0.00,5.10,0.70,74.9756
18223,-15.62,15.39,13.44,183,0.44,1491,0.00,28.00,3.85,154,0.00,0,7.25,-7.40,11.04,1.78,0.00,5.10,0.70,74.9817
18299,-15.62,15.39,13.44,183,0.43,1524,0.00,28.50,3.90,154,0.00,0,7.11,-7.55,11.14,1.78,0.00,5.10,0.70,74.9847
18373,-15.62,15.39,13.44,183,0.43,1540,0.00,28.50,3.94,154,0.00,0,7.11,-7.55,11.14,1.78,0.00,5.10,0.70,75.0214
18449,-15.62,15.50,13.44,183,0.44,1554,0.00,28.50,3.95,154,0.00,0,7.11,-7.55,11.08,1.78,0.00,5.10,0.70,74.8718
18525,-15.62,15.50,13.44,183,0.43,1544,0.00,28.50,3.93,154,0.00,0,6.96,-7.55,11.24,1.78,0.00,5.10,0.70,74.8383
18599,-15.62,15.50,13.36,183,0.42,1536,0.00,28.50,4.01,154,0.00,0,6.96,-7.69,11.14,1.78,0.00,5.10,0.70,74.9542
18675,-15.62,15.39,13.44,183,0.42,1568,0.00,29.00,3.73,154,0.00,0,6.96,-7.69,11.04,1.78,0.00,5.10,0.70,74.9512
18750,-15.62,15.04,13.36,183,0.42,1590,0.00,29.50,3.73,154,0.00,0,6.96,-7.69,11.14,1.78,0.00,5.10,0.70,74.8779
18825,-15.62,14.93,13.44,183,0.41,1588,0.00,29.00,3.73,154,0.00,0,6.82,-7.84,11.14,1.78,0.00,5.10,0.70,74.7375
18902,-15.62,15.04,13.36,183,0.41,1601,0.00,29.50,3.76,154,0.00,0,6.82,-7.84,11.04,1.78,0.00,5.10,0.70,74.7742
18976,-15.62,15.27,13.44,183,0.41,1612,0.00,29.50,3.78,154,0.00,0,6.82,-7.84,11.08,1.78,0.00,5.10,0.70,74.6613
19051,-15.62,15.16,13.44,183,0.41,1611,0.00,29.50,3.79,154,0.00,0,6.82,-7.84,11.08,1.76,0.00,5.10,0.70,74.5270
19127,-15.62,15.16,13.36,183,0.41,1615,0.00,29.50,3.82,154,0.00,0,6.67,-7.84,11.08,1.78,0.00,5.10,0.70,74.4873
19202,-15.62,15.16,13.44,183,0.41,1627,0.00,30.00,3.85,154,0.00,0,6.67,-7.98,11.24,1.78,0.00,5.10,0.70,74.3591
19277,-15.62,15.16,13.44,183,0.40,1660,0.00,30.50,3.89,154,0.00,0,6.67,-7.98,11.13,1.78,0.00,5.10,0.70,74.2554
19352,-15.62,14.93,13.44,183,0.39,1658,0.00,30.50,3.89,154,0.00,0,6.53,-8.13,11.04,1.78,0.00,4.71,0.70,74.0692
19428,-15.62,14.81,13.36,183,0.39,1661,0.00,30.00,3.89,154,0.00,0,6.38,-8.13,10.88,1.76,0.00,4.71,0.70,73.9014
19503,-15.62,14.81,13.44,183,0.38,1656,0.00,30.00,3.91,154,0.00,0,6.38,-8.27,10.83,1.76,0.00,4.71,0.70,73.7427
19580,-15.62,14.93,13.44,183,0.38,1666,0.00,30.00,3.93,154,0.00,0,6.24,-8.27,10.47,1.76,0.00,4.31,0.68,73.5901
19654,-15.62,14.93,13.36,183,0.37,1676,0.00,29.50,3.95,154,0.00,0,6.09,-8.42,10.17,1.74,0.00,4.31,0.68,73.2422
19730,-15.62,14.93,13.44,183,0.35,1685,0.00,28.50,3.57,154,0.00,0,6.09,-8.56,10.06,1.72,0.00,3.92,0.68,72.9248
19806,-15.62,15.04,13.36,183,0.35,1682,0.00,28.00,3.59,154,0.00,0,5.95,-8.71,9.88,1.70,0.00,3.92,0.68,72.6685
19881,-15.62,15.04,13.44,183,0.34,1678,0.00,28.00,3.58,154,0.00,0,5.95,-8.71,9.83,1.70,0.00,3.92,0.68,72.4487
19956,-15.62,14.93,13.36,183,0.33,1688,0.00,27.50,3.60,154,0.00,0,5.80,-8.71,9.69,1.70,0.00,3.53,0.66,72.1710
20031,-15.62,15.04,13.44,183,0.33,1688,0.00,27.00,3.58,154,0.00,0,5.66,-8.85,9.42,1.68,0.00,3.53,0.66,71.8506
20106,-15.62,14.93,13.44,183,0.32,1679,0.00,26.50,3.55,154,0.00,0,5.51,-9.00,8.91,1.66,0.00,3.14,0.64,71.4661
20183,-15.62,14.93,13.44,183,0.31,1664,0.00,26.00,3.18,154,0.00,0,5.37,-9.14,8.56,1.66,0.00,2.75,0.64,71.1975
20257,-15.62,14.93,13.44,183,0.31,1656,0.00,25.00,3.17,154,0.00,0,5.37,-9.29,8.51,1.64,0.00,2.75,0.64,70.9778
20332,-15.62,14.81,13.36,183,0.31,1642,0.00,24.50,3.15,154,0.00,0,5.37,-9.29,8.47,1.64,0.00,2.75,0.64,70.8710
20407,-15.62,14.81,13.44,183,0.30,1638,0.00,24.50,3.14,154,0.00,0,5.22,-9.29,8.47,1.64,0.00,2.75,0.64,70.7733
20483,-15.62,14.93,13.36,183,0.30,1640,0.00,24.50,3.17,154,0.00,0,5.22,-9.43,8.38,1.64,0.00,2.75,0.64,70.6268
20558,-14.84,14.81,13.36,183,0.30,1653,0.00,24.50,3.19,154,0.00,0,5.22,-9.43,8.26,1.62,0.00,2.75,0.64,70.4681
20634,-14.84,14.81,13.44,183,0.30,1660,0.00,24.50,3.16,154,0.00,0,5.08,-9.43,8.26,1.62,0.00,2.75,0.64,70.3094
20709,-14.84,14.70,13.44,183,0.30,1644,0.00,24.00,3.12,154,0.00,0,5.08,-9.58,8.14,1.62,0.00,2.75,0.62,70.3033
20784,-14.84,14.70,13.44,183,0.31,1598,0.00,23.50,3.07,154,0.00,0,5.08,-9.58,8.18,1.62,0.00,2.75,0.62,70.2942
20859,-14.84,14.81,13.44,183,0.31,1577,0.00,23.50,3.03,154,0.00,0,5.22,-9.43,8.18,1.62,0.00,2.75,0.62,70.2972
20935,-14.84,14.81,13.44,183,0.31,1578,0.00,23.50,3.03,154,0.00,0,5.22,-9.43,8.18,1.62,0.00,2.75,0.62,70.4590
21011,-14.84,14.70,13.44,183,0.30,1580,0.00,23.50,3.07,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4987
21086,-14.84,14.59,13.44,183,0.30,1601,0.00,23.50,3.11,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4529
21162,-14.84,14.47,13.44,183,0.31,1617,0.00,23.50,3.08,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4498
21236,-14.84,14.47,13.36,183,0.31,1602,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.05,1.62,0.00,2.75,0.62,70.3552
21312,-14.84,14.59,13.44,183,0.31,1571,0.00,23.50,3.02,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.3796
21387,-14.84,14.70,13.52,183,0.31,1575,0.00,23.50,3.02,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4559
21461,-14.84,14.81,13.44,183,0.31,1591,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4803
21538,-14.84,14.81,13.44,183,0.31,1584,0.00,23.50,3.05,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4498
21612,-14.84,14.70,13.44,183,0.31,1589,0.00,23.50,3.06,154,0.00,0,5.22,-9.43,8.18,1.62,0.00,2.75,0.62,70.3827
21687,-14.84,14.70,13.44,183,0.31,1594,0.00,23.50,3.05,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.3644
21763,-14.84,14.70,13.44,183,0.31,1587,0.00,23.50,3.03,154,0.00,0,5.22,-9.43,8.10,1.62,0.00,2.75,0.62,70.3644
21839,-14.84,14.70,13.36,183,0.30,1584,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.01,1.60,0.00,2.35,0.62,70.4254
21914,-14.84,14.70,13.44,183,0.30,1590,0.00,23.50,3.05,154,0.00,0,5.22,-9.43,8.01,1.62,0.00,2.75,0.62,70.4285
21989,-14.84,14.81,13.36,183,0.31,1589,0.00,23.50,3.02,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.3644
22065,-14.84,14.81,13.36,183,0.31,1572,0.00,23.50,3.05,154,0.00,0,5.22,-9.43,8.10,1.62,0.00,2.35,0.62,70.4102
22140,-14.84,14.81,13.44,183,0.31,1586,0.00,23.50,3.06,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.3827
22214,-14.84,14.81,13.36,183,0.31,1594,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.35,0.62,70.4132
22290,-14.84,14.81,13.44,183,0.31,1580,0.00,23.50,3.03,154,0.00,0,5.22,-9.43,8.05,1.62,0.00,2.75,0.62,70.3644
22366,-14.84,14.81,13.44,183,0.31,1588,0.00,23.50,3.05,154,0.00,0,5.22,-9.43,8.05,1.62,0.00,2.35,0.62,70.3644
22441,-14.84,14.93,13.44,183,0.31,1581,0.00,23.50,3.01,154,0.00,0,5.22,-9.43,8.05,1.62,0.00,2.75,0.62,70.3430
22516,-14.84,14.93,13.36,183,0.31,1566,0.00,23.50,3.02,154,0.00,0,5.22,-9.43,8.10,1.62,0.00,2.75,0.62,70.3918
22592,-14.84,14.81,13.36,183,0.30,1570,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.01,1.60,0.00,2.75,0.62,70.4102
22667,-14.84,14.70,13.44,183,0.31,1586,0.00,23.50,3.02,154,0.00,0,5.22,-9.43,8.05,1.62,0.00,2.75,0.62,70.3979
22742,-14.84,14.70,13.44,183,0.31,1574,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4712
22818,-14.84,14.70,13.44,183,0.31,1589,0.00,23.50,3.05,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4193
22893,-14.84,14.81,13.36,183,0.31,1585,0.00,23.50,3.04,154,0.00,0,5.22,-9.43,8.10,1.62,0.00,2.75,0.62,70.4468
22968,-14.84,15.04,13.44,183,0.31,1568,0.00,23.50,3.01,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.35,0.62,70.4346
23043,-14.84,14.93,13.36,183,0.31,1566,0.00,23.50,3.03,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4376
23118,-14.84,14.93,13.36,183,0.32,1578,0.00,23.50,3.03,154,0.00,0,5.22,-9.43,8.14,1.62,0.00,2.75,0.62,70.4651
23193,-14.84,14.70,13.44,183,0.31,1577,0.00,23.50,3.01,154,0.00,0,5.22,-9.43,8.22,1.62,0.00,2.75,0.62,70.4529
23270,-14.84,14.81,13.36,183,0.32,1566,0.00,23.50,3.02,154,0.00,0,5.22,-9.43,8.26,1.62,0.00,2.75,0.62,70.5566
23345,-14.84,14.70,13.44,183,0.32,1568,0.00,23.50,3.01,154,0.00,0,5.22,-9.43,8.18,1.62,0.00,2.75,0.62,70.5383
23420,-14.84,14.70,13.36,183,0.32,1554,0.00,23.50,2.98,154,0.00,0,5.37,-9.29,8.26,1.62,0.00,2.75,0.62,70.5719
23495,-14.84,14.81,13.44,183,0.32,1552,0.00,23.50,3.00,154,0.00,0,5.37,-9.29,8.26,1.62,0.00,2.75,0.62,70.6238
23570,-14.84,14.81,13.36,183,0.32,1562,0.00,23.50,3.01,154,0.00,0,5.37,-9.29,8.22,1.62,0.00,2.75,0.62,70.6848
23647,-14.84,14.70,13.44,183,0.32,1567,0.00,24.00,3.00,154,0.00,0,5.37,-9.29,8.38,1.62,0.00,2.75,0.64,70.7397
23721,-14.84,14.81,13.44,183,0.33,1562,0.00,24.00,3.32,154,0.00,0,5.37,-9.29,8.43,1.64,0.00,2.75,0.64,70.7520
23796,-14.84,14.81,13.44,183,0.33,1546,0.00,24.50,3.30,154,0.00,0,5.37,-9.29,8.51,1.64,0.00,2.75,0.64,70.8191
23871,-14.84,14.81,13.44,183,0.34,1529,0.00,25.00,3.26,154,0.00,0,5.51,-9.14,8.64,1.64,0.00,3.14,0.64,70.9076
23947,-14.84,14.93,13.36,183,0.34,1546,0.00,25.00,3.31,154,0.00,0,5.51,-9.14,8.69,1.66,0.00,3.14,0.64,71.1182
24024,-14.84,14.81,13.44,183,0.35,1549,0.00,25.00,3.30,154,0.00,0,5.66,-9.14,8.81,1.66,0.00,3.14,0.66,71.3348
24099,-14.84,14.70,13.44,183,0.35,1546,0.00,25.50,3.32,154,0.00,0,5.66,-9.00,9.20,1.66,0.00,3.53,0.66,71.5088
24174,-14.84,14.70,13.44,183,0.38,1555,0.00,26.00,3.34,154,0.00,0,5.80,-9.00,9.47,1.68,0.00,3.92,0.68,71.7773
24249,-14.84,14.81,13.44,183,0.41,1564,0.00,28.50,4.00,154,0.00,0,5.95,-8.71,10.27,1.70,0.00,4.71,0.70,72.3145
24325,-14.84,14.81,13.44,183,0.42,1573,0.00,29.00,4.03,154,0.00,0,6.24,-8.42,10.98,1.76,0.00,5.10,0.70,73.0896
24399,-14.84,14.81,13.44,183,0.43,1596,0.00,29.50,4.09,154,0.00,0,6.53,-8.27,11.08,1.78,0.00,5.10,0.72,73.7061
24475,-14.84,14.70,13.44,183,0.44,1603,0.00,29.50,4.21,154,0.00,0,6.67,-8.13,11.38,1.80,0.00,5.10,0.72,74.1241
24550,-14.84,14.59,13.44,183,0.45,1580,0.00,29.00,3.96,154,0.00,0,6.82,-7.98,11.49,1.80,0.00,5.49,0.72,74.2554
24626,-14.84,14.59,13.44,183,0.44,1549,0.00,28.50,4.01,154,0.00,0,6.96,-7.84,11.60,1.80,0.00,5.49,0.72,74.6857
24701,-14.84,14.70,13.44,183,0.44,1568,0.00,29.00,4.11,154,0.00,0,6.96,-7.69,11.65,1.80,0.00,5.49,0.72,75.1465
24777,-14.84,14.81,13.44,183,0.44,1607,0.00,29.50,4.13,154,0.00,0,6.96,-7.69,11.71,1.80,0.00,5.49,0.72,75.1526
24851,-14.84,14.93,13.44,183,0.45,1589,0.00,29.50,4.07,154,0.00,0,6.96,-7.69,11.76,1.80,0.00,5.49,0.72,75.0366
24927,-14.84,15.04,13.44,183,0.45,1586,0.00,29.00,4.06,154,0.00,0,7.11,-7.55,11.76,1.82,0.00,5.49,0.72,75.1526
25003,-14.06,15.16,13.44,183,0.44,1608,0.00,29.50,4.18,154,0.00,0,7.11,-7.55,11.87,1.82,0.00,5.88,0.74,75.4761
25079,-14.06,14.93,13.44,183,0.45,1634,0.00,30.00,4.23,154,0.00,0,7.11,-7.55,12.30,1.82,0.00,5.88,0.74,75.6042
25153,-14.06,14.81,13.44,183,0.46,1652,0.00,30.50,4.57,154,0.00,0,7.11,-7.55,12.52,1.84,0.00,5.88,0.74,75.5585
25229,-14.06,14.81,13.52,183,0.46,1649,0.00,29.50,4.52,154,0.00,0,7.25,-7.40,12.63,1.84,0.00,5.88,0.74,75.6226
25304,-14.06,15.04,13.36,183,0.47,1640,0.00,30.00,4.55,154,0.00,0,7.25,-7.40,12.68,1.86,0.00,6.27,0.76,76.0010
25379,-14.06,15.04,13.44,183,0.47,1682,0.00,30.50,4.66,154,0.00,0,7.40,-7.25,13.06,1.86,0.00,6.67,0.76,76.1810
25453,-14.06,14.81,13.36,183,0.49,1692,0.00,31.00,4.63,154,0.00,0,7.40,-7.25,13.30,1.88,0.00,6.67,0.76,76.1627
25530,-13.28,14.81,13.44,183,0.49,1668,0.00,30.50,4.68,154,0.00,0,7.40,-7.25,13.54,1.88,0.00,6.67,0.76,76.2939
25604,-13.28,14.81,13.44,183,0.48,1688,0.00,30.50,4.79,154,0.00,0,7.55,-7.25,13.66,1.88,0.00,7.06,0.78,76.7273
25680,-13.28,14.81,13.36,183,0.50,1727,0.00,31.50,5.21,154,0.00,0,7.55,-7.11,14.27,1.88,0.00,7.06,0.78,76.8066
25755,-13.28,14.70,13.44,183,0.51,1743,0.00,31.50,5.17,154,0.00,0,7.55,-7.11,14.51,1.92,0.00,7.45,0.78,76.8311
25831,-13.28,14.70,13.36,183,0.50,1734,0.00,31.50,5.18,154,0.00,0,7.69,-6.96,14.75,1.94,0.00,7.45,0.78,77.2064
25906,-13.28,14.70,13.44,183,0.51,1772,0.00,32.00,5.29,154,0.00,0,7.69,-6.96,14.94,1.94,0.00,7.84,0.80,77.4841
25981,-13.28,14.47,13.36,183,0.53,1797,0.00,32.50,5.54,154,0.00,0,7.84,-6.96,15.40,1.96,0.00,8.24,0.80,77.7008
26057,-13.28,14.59,13.44,183,0.54,1791,0.00,32.00,5.37,154,0.00,0,7.98,-6.82,15.88,1.98,0.00,8.24,0.82,77.9999
26132,-13.28,14.59,13.44,183,0.54,1798,0.00,32.00,5.43,154,0.00,0,7.98,-6.67,16.42,2.00,0.00,8.24,0.82,78.3325
