Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
152595,14.59,13.68,181,2531,74.90,31.00,9.72,41,0.00,10.45,12.94,48,0.66,0.00,-4.35,27.66,0.00
152661,14.70,13.68,181,2519,74.90,31.00,9.67,41,0.00,10.45,12.94,48,0.67,0.00,-4.35,28.27,0.00
152728,14.70,13.68,181,2519,74.90,31.00,10.21,41,0.00,10.59,12.94,48,0.67,0.00,-4.21,28.06,0.00
152794,14.81,13.68,181,2535,74.90,31.00,10.28,41,0.00,10.59,12.94,48,0.68,0.00,-4.21,28.06,0.00
152861,14.81,13.68,181,2532,74.90,31.00,10.26,41,0.00,10.59,12.94,48,0.68,0.00,-4.21,28.17,0.00
152926,14.81,13.60,181,2533,74.90,31.00,9.73,41,0.00,10.59,12.94,48,0.68,0.00,-4.21,28.16,0.00
152992,14.70,13.68,181,2526,74.90,30.50,10.24,41,0.00,10.59,12.94,48,0.68,0.00,-4.21,28.69,0.78
153058,14.81,13.68,181,2548,74.90,31.00,10.33,41,0.00,10.74,12.94,48,0.69,0.00,-4.06,28.58,0.78
153125,14.81,13.68,181,2539,74.90,30.50,10.29,41,0.00,10.74,13.33,48,0.70,0.00,-4.06,29.13,0.78
153191,14.81,13.68,181,2543,74.90,30.50,10.31,41,0.00,10.74,13.33,48,0.69,0.00,-4.06,29.46,0.78
153257,14.81,13.68,181,2534,74.90,30.50,10.27,41,0.00,10.88,13.33,48,0.69,0.00,-3.92,29.03,1.18
153324,14.59,13.68,181,2536,74.90,30.50,10.28,41,0.00,10.88,13.33,48,0.69,0.00,-3.92,29.35,1.18
153390,14.70,13.68,181,2546,74.90,30.50,10.32,40,0.00,10.88,13.33,48,0.70,0.00,-3.92,29.46,1.57
153456,14.70,13.68,181,2550,74.90,30.50,10.34,40,0.00,10.88,13.33,48,0.70,0.00,-3.92,29.68,1.57
153522,14.70,13.60,181,2540,74.90,30.50,10.84,40,0.00,10.88,13.33,48,0.70,0.00,-3.92,29.35,1.57
153589,14.70,13.68,181,2543,74.90,30.50,10.31,40,0.00,10.88,13.73,49,0.71,0.00,-3.92,29.46,1.57
153654,14.47,13.60,181,2555,74.90,30.50,10.90,40,0.00,10.88,13.73,49,0.71,0.00,-3.92,30.22,1.57
153721,14.59,13.68,181,2563,74.90,30.50,10.94,40,0.00,10.88,13.73,49,0.71,0.00,-3.92,29.90,1.57
153788,14.47,13.68,181,2560,74.90,30.50,10.37,40,0.00,11.03,13.73,49,0.70,0.00,-3.77,29.79,1.57
153853,14.70,13.68,181,2552,74.90,30.50,10.35,40,0.00,11.03,13.73,49,0.70,0.00,-3.77,29.79,1.57
153919,14.81,13.68,181,2558,74.90,30.50,10.91,40,0.00,11.03,13.73,49,0.70,0.00,-3.77,30.12,1.57
153985,14.70,13.68,181,2565,74.90,30.50,10.40,40,0.00,11.03,13.73,49,0.71,0.00,-3.77,30.00,1.57
154051,14.81,13.68,181,2574,74.90,30.50,10.98,40,0.00,11.03,13.73,49,0.71,0.00,-3.77,30.11,1.57
154118,14.81,13.68,181,2569,74.90,30.50,10.96,40,0.00,11.03,13.73,49,0.70,0.00,-3.77,30.12,1.57
154185,14.81,13.68,181,2564,74.90,30.50,10.39,40,0.00,11.03,13.73,49,0.71,0.00,-3.77,29.90,1.57
154250,14.70,13.68,181,2560,74.90,30.50,10.92,40,0.00,11.03,13.73,49,0.70,0.00,-3.77,30.33,1.57
154316,14.70,13.60,181,2582,74.90,30.50,10.46,40,0.00,11.03,13.73,49,0.70,0.00,-3.77,30.22,1.57
154382,14.59,13.68,181,2573,74.90,30.50,10.43,40,0.00,11.03,13.33,49,0.69,0.00,-3.77,29.79,1.57
154449,14.47,13.68,181,2587,74.90,31.00,9.93,40,0.00,10.88,12.94,49,0.69,0.00,-3.92,29.46,1.18
154515,14.59,13.68,181,2572,74.90,31.00,10.42,40,0.00,10.74,12.94,50,0.66,0.00,-4.06,29.46,1.18
154582,14.81,13.60,181,2581,74.90,31.00,9.91,40,0.00,10.59,12.55,50,0.67,0.00,-4.21,28.49,0.00
154647,14.81,13.68,181,2571,74.90,31.00,9.87,40,0.00,10.59,12.16,50,0.65,0.00,-4.21,28.49,0.00
154714,14.93,13.60,181,2592,74.90,31.50,9.95,40,0.00,10.45,12.16,50,0.63,0.00,-4.35,27.44,0.00
154779,14.93,13.68,181,2587,74.90,31.50,9.38,40,0.00,10.16,11.76,50,0.62,0.00,-4.64,26.92,0.00
154846,15.04,13.68,181,2600,74.90,31.50,9.43,40,0.00,10.01,11.37,50,0.60,0.00,-4.79,26.09,0.00
154912,15.04,13.68,181,2579,74.90,32.00,9.35,40,0.00,9.87,11.37,50,0.59,0.00,-4.93,25.87,0.00
154978,15.04,13.68,181,2588,74.90,32.00,9.38,40,0.00,9.72,11.37,50,0.57,0.00,-5.08,25.48,0.00
155045,15.04,13.68,181,2588,74.90,32.00,8.83,40,0.00,9.43,10.98,50,0.58,0.00,-5.37,24.79,0.00
155110,15.04,13.68,181,2601,74.90,32.00,8.88,40,0.00,9.43,10.98,50,0.56,0.00,-5.37,24.99,0.00
155177,15.04,13.68,181,2600,74.90,32.00,8.88,40,0.00,9.29,10.59,50,0.56,0.00,-5.51,24.22,0.00
155244,14.81,13.68,181,2605,74.90,32.00,8.89,40,0.00,9.14,10.20,50,0.54,0.00,-5.66,23.85,0.00
155310,14.81,13.68,181,2590,74.90,32.00,8.84,39,0.00,9.00,10.20,50,0.53,0.00,-5.80,23.55,0.00
155376,14.81,13.76,181,2590,74.90,32.50,8.29,39,0.00,8.85,9.80,50,0.53,0.00,-5.95,22.79,0.00
155441,14.81,13.68,181,2595,74.90,32.50,8.30,39,0.00,8.56,9.80,50,0.52,0.00,-6.24,22.99,0.00
155508,14.81,13.68,181,2603,74.90,32.50,8.33,39,0.00,8.56,9.41,50,0.51,0.00,-6.24,22.33,0.00
155574,14.81,13.68,181,2611,74.90,32.50,7.80,39,0.00,8.42,9.41,50,0.53,0.00,-6.38,21.98,0.00
155640,14.81,13.76,181,2607,74.90,33.00,7.79,39,0.00,8.27,9.41,50,0.49,0.00,-6.53,21.63,0.00
155706,14.81,13.68,181,2600,74.90,33.00,7.77,39,0.00,8.27,9.41,50,0.49,0.00,-6.53,21.28,0.00
155772,14.70,13.68,181,2593,74.90,33.00,7.75,39,0.00,8.13,9.02,50,0.48,0.00,-6.67,21.28,0.00
155838,14.81,13.68,181,2606,74.90,33.00,7.78,39,0.00,7.98,9.02,50,0.48,0.00,-6.82,20.94,0.00
155905,14.81,13.68,181,2607,74.90,33.00,7.79,39,0.00,7.98,9.02,50,0.47,0.00,-6.82,21.03,0.00
155970,14.81,13.68,181,2617,74.90,33.00,7.82,39,0.00,7.84,9.02,50,0.47,0.00,-6.96,20.51,0.00
156037,14.70,13.68,181,2603,74.90,33.00,7.22,39,0.00,7.69,9.02,50,0.47,0.00,-7.11,20.08,0.00
156104,14.70,13.68,181,2608,74.90,33.00,7.79,39,0.00,7.69,8.63,50,0.49,0.00,-7.11,20.34,0.00
156169,14.81,13.68,181,2592,74.90,33.00,7.74,39,0.00,7.69,9.02,50,0.46,0.00,-7.11,20.26,0.00
156236,14.70,13.68,181,2608,74.90,33.00,7.23,39,0.00,7.69,8.63,50,0.46,0.00,-7.11,19.99,0.00
156302,14.81,13.68,181,2598,74.90,33.00,7.21,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,20.08,0.00
156368,14.81,13.68,181,2615,74.90,33.00,7.25,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,19.90,0.00
156434,14.81,13.68,181,2620,74.90,33.00,7.26,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,19.91,0.00
156502,14.70,13.68,181,2606,74.90,33.00,7.24,39,0.00,7.55,8.63,50,0.45,0.00,-7.25,19.82,0.00
156567,14.81,13.68,181,2604,74.90,33.00,7.23,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,19.81,0.00
156633,14.81,13.68,181,2604,74.90,33.00,7.22,39,0.00,7.55,8.63,50,0.45,0.00,-7.25,19.91,0.00
156699,14.81,13.68,181,2621,74.90,33.00,7.23,39,0.00,7.55,8.63,50,0.45,0.00,-7.25,19.82,0.00
156766,14.81,13.68,181,2613,74.90,33.00,7.27,39,0.00,7.55,8.63,50,0.45,0.00,-7.25,19.81,0.00
156831,14.81,13.68,181,2628,74.90,33.00,7.25,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,19.82,0.00
156898,14.81,13.60,181,2616,74.90,33.00,7.29,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,19.82,0.00
156965,14.81,13.68,181,2616,74.90,33.00,7.25,39,0.00,7.40,8.63,50,0.46,0.00,-7.40,19.90,0.00
157030,14.81,13.60,181,2603,74.90,33.00,7.25,39,0.00,7.55,8.63,50,0.47,0.00,-7.25,19.99,0.00
157096,14.70,13.68,181,2616,74.90,33.00,7.22,39,0.00,7.55,8.63,50,0.46,0.00,-7.25,19.81,0.00
157162,14.70,13.60,181,2620,74.90,33.00,7.25,39,0.00,7.55,9.02,50,0.44,0.00,-7.25,20.26,0.00
157229,14.59,13.68,181,2618,74.90,33.00,7.27,39,0.00,7.55,9.02,50,0.47,0.00,-7.25,20.26,0.00
157294,14.70,13.60,181,2627,74.90,33.00,7.26,39,0.00,7.55,9.02,50,0.47,0.00,-7.25,20.34,0.00
157361,14.70,13.68,181,2623,74.90,33.00,7.85,39,0.00,7.55,9.41,50,0.47,0.00,-7.25,20.78,0.00
157427,14.70,13.60,181,2620,74.90,33.00,7.83,39,0.00,7.69,9.41,50,0.48,0.00,-7.11,20.43,0.00
157492,14.70,13.68,181,2617,74.90,33.00,7.82,39,0.00,7.69,9.41,50,0.48,0.00,-7.11,20.86,0.00
157561,14.70,13.68,181,2618,74.90,33.00,7.82,39,0.00,7.69,9.41,50,0.48,0.00,-7.11,20.93,0.00
157627,14.81,13.68,181,2616,74.90,33.00,7.81,39,0.00,7.84,9.41,50,0.49,0.00,-6.96,21.19,0.00
157693,14.70,13.60,181,2636,74.90,33.00,7.87,39,0.00,7.84,9.41,50,0.48,0.00,-6.96,21.36,0.00
157759,14.81,13.68,181,2631,74.90,33.00,7.86,39,0.00,7.84,9.41,50,0.49,0.00,-6.96,21.36,0.00
157824,14.70,13.68,181,2636,74.90,33.00,7.87,38,0.00,7.84,9.41,51,0.49,0.00,-6.96,21.45,0.00
157891,14.70,13.68,181,2626,74.90,33.00,7.84,38,0.00,7.84,9.41,51,0.49,0.00,-6.96,21.53,0.00
157957,14.81,13.60,181,2630,74.90,33.00,7.85,38,0.00,7.84,9.41,51,0.49,0.00,-6.96,21.63,0.00
158023,14.70,13.68,181,2625,74.90,33.00,7.84,38,0.00,7.98,9.41,51,0.49,0.00,-6.82,21.36,0.00
158090,14.81,13.68,181,2628,74.90,33.00,7.85,38,0.00,7.98,9.41,51,0.49,0.00,-6.82,21.62,0.00
158156,14.70,13.68,181,2633,74.90,33.00,7.86,38,0.00,7.98,9.41,51,0.49,0.00,-6.82,21.80,0.00
158222,14.70,13.68,181,2633,74.90,33.00,7.86,38,0.00,7.98,9.80,51,0.50,0.00,-6.82,21.88,0.00
158288,14.70,13.68,181,2649,74.90,33.00,7.91,38,0.00,7.98,9.80,51,0.50,0.00,-6.82,21.71,0.00
158355,14.81,13.68,181,2644,74.90,33.00,7.90,38,0.00,7.98,9.80,51,0.47,0.00,-6.82,21.62,0.00
158422,14.70,13.68,181,2650,74.90,33.00,7.91,38,0.00,7.98,9.80,51,0.50,0.00,-6.82,21.89,0.00
158487,14.81,13.68,181,2647,74.90,33.00,8.47,38,0.00,7.98,9.80,51,0.51,0.00,-6.82,22.14,0.00
158554,14.81,13.68,181,2642,74.90,33.00,7.89,38,0.00,8.13,9.80,51,0.51,0.00,-6.67,22.41,0.00
158620,14.70,13.68,181,2637,74.90,33.00,8.44,38,0.00,8.13,9.80,51,0.51,0.00,-6.67,22.22,0.00
158685,14.70,13.68,181,2640,74.90,33.00,8.45,38,0.00,8.13,10.20,51,0.51,0.00,-6.67,22.41,0.00
158752,14.59,13.68,181,2647,74.90,33.00,7.91,38,0.00,8.27,10.20,51,0.50,0.00,-6.53,22.50,0.00
158819,14.70,13.68,181,2649,74.90,33.00,8.48,38,0.00,8.27,10.20,51,0.51,0.00,-6.53,22.41,0.00
158886,14.70,13.76,181,2660,74.90,33.00,8.51,38,0.00,8.27,10.20,51,0.51,0.00,-6.53,22.60,0.00
158952,14.81,13.68,181,2662,74.90,33.00,8.52,38,0.00,8.27,10.20,51,0.52,0.00,-6.53,22.60,0.00
159018,14.81,13.68,181,2663,74.90,32.50,8.52,38,0.00,8.27,10.20,51,0.52,0.00,-6.53,22.79,0.00
159084,14.70,13.68,181,2666,74.90,33.00,8.53,38,0.00,8.42,10.20,51,0.52,0.00,-6.38,23.27,0.00
159149,14.59,13.76,181,2664,74.90,32.50,8.53,38,0.00,8.42,10.20,51,0.52,0.00,-6.38,22.89,0.00
159216,14.70,13.68,181,2658,74.90,32.50,8.50,38,0.00,8.42,10.20,51,0.53,0.00,-6.38,23.27,0.00
159282,14.81,13.68,181,2662,74.90,32.50,8.52,38,0.00,8.42,10.20,51,0.52,0.00,-6.38,22.98,0.00
159349,14.81,13.68,181,2668,74.90,32.50,8.54,38,0.00,8.42,10.20,51,0.53,0.00,-6.38,23.46,0.00
159415,14.81,13.68,181,2665,74.90,32.50,8.53,38,0.00,8.42,10.59,51,0.56,0.00,-6.38,23.27,0.00
159481,14.70,13.68,181,2671,74.90,32.50,8.55,38,0.00,8.56,10.59,51,0.53,0.00,-6.24,23.27,0.00
159548,14.81,13.68,181,2666,74.90,32.50,8.53,38,0.00,8.56,10.59,51,0.54,0.00,-6.24,23.55,0.00
159614,14.70,13.68,181,2681,74.90,32.50,8.58,38,0.00,8.56,10.59,51,0.54,0.00,-6.24,23.74,0.00
159679,14.70,13.68,181,2678,74.90,32.50,8.57,38,0.00,8.56,10.59,52,0.55,0.00,-6.24,23.74,0.00
159745,14.70,13.68,181,2685,74.90,32.50,8.59,38,0.00,8.56,10.59,52,0.55,0.00,-6.24,24.13,0.00
159812,14.81,13.68,181,2686,74.90,32.50,9.17,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.32,0.00
159878,14.59,13.68,183,2689,74.90,32.50,8.60,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.04,0.00
159945,14.59,13.68,183,2688,74.90,32.50,8.60,38,0.00,8.71,10.59,52,0.54,0.00,-6.09,24.23,0.00
160011,14.59,13.68,183,2687,74.90,32.50,8.60,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.04,0.00
160077,14.59,13.68,183,2679,74.90,32.50,8.57,38,0.00,8.71,10.59,52,0.54,0.00,-6.09,24.32,0.00
160143,14.70,13.68,183,2686,74.90,32.50,8.60,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.23,0.00
160210,14.81,13.60,183,2690,74.90,32.50,9.18,38,0.00,8.71,10.59,52,0.55,0.00,-6.09,24.51,0.00
160276,14.81,13.68,183,2688,74.90,32.50,8.60,38,0.00,8.71,10.59,52,0.54,0.00,-6.09,24.41,0.00
160342,14.81,13.60,183,2690,74.90,32.50,8.61,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.13,0.00
160408,14.70,13.68,183,2693,74.90,32.50,8.62,38,0.00,8.71,10.59,52,0.54,0.00,-6.09,23.93,0.00
160474,14.81,13.60,183,2696,74.90,32.50,9.20,38,0.00,8.71,10.59,52,0.55,0.00,-6.09,24.60,0.00
160540,14.81,13.68,183,2698,74.90,32.50,8.64,38,0.00,8.56,10.59,52,0.55,0.00,-6.24,24.32,0.00
160606,14.70,13.68,183,2702,74.90,32.50,9.22,38,0.00,8.56,10.59,52,0.55,0.00,-6.24,24.69,0.00
160673,14.70,13.68,183,2702,74.90,32.50,8.64,38,0.00,8.71,10.59,52,0.54,0.00,-6.09,24.23,0.00
160738,14.59,13.60,183,2706,74.90,32.50,9.24,38,0.00,8.56,10.59,52,0.55,0.00,-6.24,24.69,0.00
160806,14.70,13.68,183,2709,74.90,32.50,9.25,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.60,0.00
160871,14.81,13.60,183,2714,74.90,33.00,8.69,38,0.00,8.56,10.59,52,0.55,0.00,-6.24,24.41,0.00
160938,14.70,13.68,183,2716,74.90,32.50,8.69,38,0.00,8.56,10.59,52,0.53,0.00,-6.24,24.32,0.00
161003,14.70,13.60,183,2717,74.90,33.00,8.70,38,0.00,8.56,10.59,52,0.54,0.00,-6.24,24.32,0.00
161070,14.81,13.68,183,2718,74.90,32.50,8.70,38,0.00,8.56,10.59,52,0.53,0.00,-6.24,24.22,0.00
161136,14.81,13.68,183,2726,74.90,33.00,8.72,37,0.00,8.56,10.59,52,0.53,0.00,-6.24,24.23,0.00
161202,14.81,13.68,183,2731,74.90,33.00,8.74,37,0.00,8.56,10.20,52,0.52,0.00,-6.24,23.85,0.00
161268,14.81,13.68,183,2729,74.90,33.00,8.73,37,0.00,8.42,10.20,52,0.52,0.00,-6.38,23.65,0.00
161335,14.70,13.68,183,2737,74.90,33.00,8.76,37,0.00,8.27,10.20,52,0.50,0.00,-6.53,23.55,0.00
161400,14.70,13.68,183,2737,74.90,33.00,8.17,37,0.00,8.27,10.20,52,0.53,0.00,-6.53,22.99,0.00
161467,14.81,13.68,183,2738,74.90,33.00,8.18,37,0.00,8.27,9.80,52,0.53,0.00,-6.53,22.60,0.00
161533,14.81,13.68,183,2742,74.90,33.00,8.19,37,0.00,8.13,9.80,52,0.50,0.00,-6.67,22.79,0.00
161598,14.81,13.68,183,2741,74.90,33.00,8.19,37,0.00,8.13,9.80,53,0.50,0.00,-6.67,22.79,0.00
161667,14.81,13.68,183,2743,74.90,33.00,8.19,37,0.00,7.98,9.41,53,0.48,0.00,-6.82,22.70,0.00
161732,14.81,13.68,183,2745,74.90,33.00,8.20,37,0.00,7.98,9.41,53,0.48,0.00,-6.82,22.14,0.00
161797,14.70,13.68,183,2745,74.90,33.00,8.20,37,0.00,7.98,9.41,53,0.48,0.00,-6.82,22.06,0.00
161864,14.70,13.68,183,2744,74.90,33.00,8.20,37,0.00,7.84,9.41,53,0.47,0.00,-6.96,21.53,0.00
161931,14.81,13.68,183,2750,74.90,33.00,8.21,37,0.00,7.84,9.41,53,0.47,0.00,-6.96,21.89,0.00
161997,14.81,13.68,183,2751,74.90,33.50,8.22,37,0.00,7.69,9.02,53,0.46,0.00,-7.11,21.20,0.00
162062,14.81,13.68,183,2754,74.90,33.50,7.64,37,0.00,7.69,9.02,53,0.46,0.00,-7.11,21.02,0.00
162129,14.81,13.68,183,2752,74.90,33.50,7.63,37,0.00,7.55,8.63,53,0.45,0.00,-7.25,20.78,0.00
162196,14.93,13.68,183,2756,74.90,33.50,7.64,37,0.00,7.55,8.63,53,0.45,0.00,-7.25,20.93,0.00
162261,14.93,13.68,183,2754,74.90,33.50,7.64,37,0.00,7.40,8.63,53,0.47,0.00,-7.40,20.51,0.00
162328,14.93,13.68,183,2756,74.90,33.50,7.64,37,0.00,7.40,8.63,53,0.41,0.00,-7.40,19.91,0.00
162394,14.81,13.68,183,2756,74.90,34.00,7.64,37,0.00,7.25,8.24,53,0.42,0.00,-7.55,19.81,0.00
162459,14.70,13.68,183,2762,74.90,34.00,7.66,37,0.00,7.25,8.24,53,0.42,0.00,-7.55,19.42,0.00
162526,14.81,13.68,183,2763,74.90,34.00,7.66,37,0.00,7.11,8.24,53,0.42,0.00,-7.69,19.42,0.00
162592,14.81,13.68,183,2764,74.90,34.00,7.67,37,0.00,7.11,8.24,53,0.43,0.00,-7.69,19.42,0.00
162657,14.81,13.68,183,2763,74.90,34.00,7.66,37,0.00,6.96,8.24,53,0.42,0.00,-7.84,19.66,0.00
162725,14.81,13.68,183,2768,74.90,34.00,7.68,37,0.00,6.96,8.24,53,0.42,0.00,-7.84,19.49,0.00
162790,14.70,13.68,183,2761,74.90,34.00,7.07,37,0.00,6.96,8.24,53,0.41,0.00,-7.84,19.04,0.00
162857,14.59,13.68,183,2761,74.90,34.00,7.07,37,0.00,6.96,8.24,53,0.42,0.00,-7.84,18.88,0.00
162924,14.70,13.68,183,2762,74.90,34.00,7.07,37,0.00,6.96,8.24,53,0.41,0.00,-7.84,18.95,0.00
162989,14.70,13.68,183,2765,74.90,34.00,7.08,37,0.00,6.96,8.24,53,0.41,0.00,-7.84,18.65,0.00
163056,14.70,13.68,183,2765,74.90,34.00,7.08,37,0.00,6.82,8.24,53,0.41,0.00,-7.98,18.96,0.00
163122,14.81,13.68,183,2764,74.90,34.00,7.08,37,0.00,6.96,8.24,53,0.41,0.00,-7.84,18.88,0.00
163187,14.81,13.68,183,2753,74.90,34.00,7.05,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,18.80,0.00
163254,14.59,13.68,183,2757,74.90,34.00,7.65,37,0.00,6.82,8.24,53,0.41,0.00,-7.98,19.18,0.00
163320,14.70,13.68,183,2762,74.90,34.00,7.07,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,18.80,0.00
163386,14.59,13.68,183,2759,74.90,34.00,7.06,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,19.11,0.00
163452,14.70,13.68,183,2760,74.90,34.00,7.07,37,0.00,6.82,8.24,53,0.41,0.00,-7.98,19.26,0.00
163519,14.47,13.68,183,2764,74.90,34.00,7.67,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,19.11,0.00
163585,14.24,13.60,183,2765,74.90,34.00,7.66,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,19.26,0.00
163650,14.24,13.68,183,2768,74.90,34.00,7.08,37,0.00,6.82,8.24,53,0.41,0.00,-7.98,19.11,0.00
163716,14.24,13.60,183,2762,74.90,34.00,7.68,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,19.34,0.00
163784,14.47,13.68,183,2768,74.90,34.00,7.66,37,0.00,6.96,8.24,53,0.42,0.00,-7.84,19.49,0.00
163849,14.47,13.60,183,2764,74.90,34.00,7.68,37,0.00,6.82,8.24,53,0.42,0.00,-7.98,19.34,0.00
163916,14.70,13.68,183,2770,74.90,34.00,7.08,37,0.00,6.96,8.24,53,0.42,0.00,-7.84,19.34,0.00
163983,14.59,13.68,183,2766,74.90,34.00,7.68,37,0.00,6.96,8.24,53,0.43,0.00,-7.84,19.27,0.00
164048,14.70,13.68,183,2771,74.90,34.00,7.67,37,0.00,6.96,8.63,53,0.43,0.00,-7.84,19.81,0.00
164114,14.59,13.68,183,2768,74.90,34.00,7.69,37,0.00,6.96,8.63,53,0.43,0.00,-7.84,19.99,0.00
164180,14.70,13.68,183,2776,74.90,34.00,7.70,37,0.00,7.11,8.63,53,0.43,0.00,-7.69,19.91,0.00
164246,14.59,13.60,183,2768,74.90,34.00,7.68,37,0.00,7.11,8.63,53,0.43,0.00,-7.69,20.17,0.00
164313,14.70,13.68,183,2771,74.90,34.00,7.69,37,0.00,7.11,8.63,53,0.43,0.00,-7.69,19.99,0.00
164380,14.70,13.60,183,2782,74.90,34.00,7.71,37,0.00,7.11,8.63,53,0.44,0.00,-7.69,20.16,0.00
164445,14.70,13.68,183,2784,74.90,34.00,7.72,37,0.00,7.11,8.63,53,0.44,0.00,-7.69,20.08,0.00
164512,14.70,13.76,183,2786,74.90,34.00,7.73,37,0.00,7.25,8.63,53,0.43,0.00,-7.55,20.17,0.00
164578,14.70,13.68,183,2792,74.90,34.00,7.74,37,0.00,7.11,8.63,53,0.44,0.00,-7.69,20.25,0.00
164643,14.70,13.68,183,2792,74.90,34.00,7.74,36,0.00,7.25,8.63,53,0.41,0.00,-7.55,20.25,0.00
164710,14.81,13.68,183,2788,74.90,34.00,7.73,36,0.00,7.25,8.63,53,0.44,0.00,-7.55,20.51,0.00
164777,14.81,13.68,183,2793,74.90,33.50,7.75,36,0.00,7.25,8.63,53,0.45,0.00,-7.55,20.43,0.00
164843,14.70,13.68,183,2795,74.90,34.00,7.75,36,0.00,7.25,9.02,53,0.45,0.00,-7.55,20.94,0.00
164910,14.59,13.68,183,2796,74.90,34.00,7.75,36,0.00,7.25,9.02,54,0.45,0.00,-7.55,20.86,0.00
164975,14.70,13.68,183,2796,74.90,34.00,7.75,36,0.00,7.25,9.02,54,0.46,0.00,-7.55,20.78,0.00
165041,14.70,13.76,183,2796,74.90,33.50,7.75,36,0.00,7.40,9.02,54,0.46,0.00,-7.40,20.94,0.00
165108,14.81,13.68,183,2796,74.90,33.50,7.75,36,0.00,7.40,9.02,54,0.45,0.00,-7.40,21.19,0.00
165175,14.81,13.68,183,2792,74.90,33.50,7.74,36,0.00,7.40,9.02,54,0.46,0.00,-7.40,21.03,0.00
165240,14.70,13.68,183,2790,74.90,33.50,7.74,36,0.00,7.40,9.41,54,0.47,0.00,-7.40,21.45,0.00
165306,14.70,13.68,183,2796,74.90,33.50,7.75,36,0.00,7.40,9.41,54,0.46,0.00,-7.40,21.36,0.00
165373,14.70,13.68,183,2794,74.90,33.50,8.35,36,0.00,7.55,9.41,54,0.44,0.00,-7.25,21.71,0.00
165439,14.70,13.68,183,2795,74.90,33.50,7.75,36,0.00,7.55,9.41,54,0.47,0.00,-7.25,21.89,0.00
165505,14.70,13.68,183,2796,74.90,33.50,7.75,36,0.00,7.55,9.41,54,0.44,0.00,-7.25,21.71,0.00
165572,14.70,13.68,183,2793,74.90,33.50,8.34,36,0.00,7.69,9.80,54,0.48,0.00,-7.11,21.80,0.00
165637,14.81,13.68,183,2804,74.90,33.50,8.38,36,0.00,7.69,9.80,54,0.48,0.00,-7.11,22.33,0.00
165704,14.81,13.68,183,2810,74.90,33.50,8.39,36,0.00,7.69,9.80,54,0.48,0.00,-7.11,22.33,0.00
165770,14.81,13.68,183,2812,74.90,33.50,8.40,36,0.00,7.84,9.80,54,0.49,0.00,-6.96,22.32,0.00
165836,14.93,13.76,183,2815,74.90,33.50,8.41,36,0.00,7.84,9.80,54,0.49,0.00,-6.96,22.60,0.00
165902,14.93,13.68,183,2822,74.90,33.50,8.43,36,0.00,7.84,10.20,54,0.49,0.00,-6.96,22.89,0.00
165968,14.93,13.68,183,2816,74.90,33.00,8.41,36,0.00,7.98,10.20,54,0.47,0.00,-6.82,23.08,0.00
166035,14.93,13.68,183,2820,74.90,33.00,8.42,36,0.00,7.98,10.20,54,0.50,0.00,-6.82,23.46,0.00
166101,14.93,13.68,183,2815,74.90,33.00,8.41,36,0.00,7.98,10.20,54,0.50,0.00,-6.82,23.36,0.00
166169,14.81,13.68,183,2812,74.90,33.00,8.40,36,0.00,7.98,10.20,54,0.50,0.00,-6.82,23.55,0.00
166232,14.81,13.68,183,2816,74.90,33.00,8.41,36,0.00,7.98,10.20,54,0.51,0.00,-6.82,23.55,0.00
166299,14.81,13.68,183,2821,74.90,33.00,8.43,36,0.00,7.98,10.20,54,0.50,0.00,-6.82,23.46,0.00
166366,14.70,13.68,183,2818,74.90,33.00,8.42,36,0.00,8.13,10.20,54,0.50,0.00,-6.67,23.36,0.00
166432,14.93,13.68,183,2821,74.90,33.00,8.43,36,0.00,8.13,10.20,54,0.53,0.00,-6.67,23.55,0.00
166499,14.93,13.68,183,2820,74.90,33.00,8.42,36,0.00,8.13,10.20,54,0.50,0.00,-6.67,23.55,0.00
