Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
0,14.81,13.68,187,964,74.90,16.00,1.65,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
66,14.81,13.60,187,956,74.90,15.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
131,14.81,13.68,187,959,74.90,14.50,1.63,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.65,0.00
198,14.70,13.60,187,962,74.90,14.00,1.64,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.67,0.00
264,14.70,13.68,187,952,74.90,15.00,1.64,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.65,0.00
330,14.70,13.52,187,954,74.90,15.00,1.63,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.65,0.00
396,14.59,13.68,187,956,74.90,14.50,1.63,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
463,14.70,13.44,187,949,74.90,15.50,1.63,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.60,0.00
528,14.59,13.68,187,950,74.90,15.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.60,0.00
595,14.70,13.52,187,944,74.90,15.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.60,0.00
661,14.59,13.60,187,950,74.90,15.00,1.61,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.65,0.00
727,14.70,13.52,187,946,74.90,15.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
793,14.59,13.68,187,946,74.90,15.50,1.61,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
860,14.70,13.60,187,946,74.90,15.00,1.61,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.60,0.00
926,14.70,13.60,187,950,74.90,14.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
992,14.70,13.60,187,944,74.90,15.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
1058,14.70,13.60,187,952,74.90,15.00,1.61,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.60,0.00
1125,14.70,13.60,187,951,74.90,14.00,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.60,0.00
1191,14.70,13.60,187,954,74.90,14.00,1.63,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
1257,14.70,13.60,187,946,74.90,14.50,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
1322,14.70,13.60,187,950,74.90,14.00,1.62,36,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.62,0.00
1388,14.70,13.60,187,944,74.90,14.50,1.61,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.62,0.00
1455,14.70,13.60,187,947,74.90,14.00,1.62,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.62,0.00
1520,14.70,13.60,187,939,74.90,15.00,1.60,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.62,0.00
1587,14.70,13.68,187,946,74.90,14.00,1.62,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00
1652,14.70,13.68,187,948,74.90,14.00,1.62,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00
1719,14.70,13.68,187,952,74.90,13.50,1.63,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00
1787,14.70,13.68,187,950,74.90,13.50,1.62,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00
1851,14.70,13.68,187,952,74.90,13.50,1.63,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.67,0.00
1917,14.70,13.68,187,928,74.90,16.00,1.58,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.67,0.00
1984,14.81,13.68,187,938,74.90,15.00,1.60,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.69,0.00
2050,14.81,13.68,187,942,74.90,14.00,1.61,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.69,0.00
2116,14.81,13.68,187,951,74.90,13.00,1.62,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
2182,14.70,13.68,187,944,74.90,14.00,1.61,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.75,0.00
2249,14.81,13.60,187,944,74.90,14.00,1.61,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00
2314,14.70,13.68,187,951,74.90,13.00,1.62,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.75,0.00
2381,14.81,13.60,187,946,74.90,14.00,1.61,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.72,0.00
2447,14.70,13.68,187,952,74.90,13.00,1.62,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.72,0.00
2513,14.81,13.68,187,948,74.90,14.00,1.62,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00
2582,14.70,13.68,187,952,74.90,13.00,1.63,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.78,0.00
2648,14.81,13.68,187,951,74.90,13.50,1.62,36,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.75,0.00
2715,14.81,13.60,187,954,74.90,13.00,1.63,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.72,0.00
2779,14.81,13.68,187,942,74.90,14.50,1.61,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.72,0.00
2845,14.70,13.68,187,944,74.90,14.00,1.61,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
2913,14.81,13.68,187,946,74.90,14.00,1.61,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00
2977,14.81,13.60,187,952,74.90,13.50,1.62,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3043,14.81,13.60,187,952,74.90,13.50,1.62,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3108,14.81,13.60,187,958,74.90,13.00,1.64,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3174,14.81,13.60,187,956,74.90,13.00,1.63,36,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3241,14.81,13.60,187,957,74.90,13.00,1.63,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00
3307,14.70,13.68,187,951,74.90,13.50,1.62,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3373,14.81,13.52,187,954,74.90,13.50,1.63,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3439,14.70,13.68,187,945,74.90,14.00,1.61,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3506,14.81,13.52,187,948,74.90,14.00,1.62,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00
3572,14.70,13.68,187,943,74.90,14.00,1.61,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.80,0.00
3637,14.81,13.60,187,943,74.90,14.00,1.61,37,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.80,0.00
3704,14.70,13.68,187,941,74.90,14.00,1.61,37,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.82,0.00
3770,14.70,13.60,187,948,74.90,13.50,1.62,37,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.82,0.00
3836,14.70,13.68,187,944,74.90,14.00,1.61,37,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00
3903,14.81,13.60,187,947,74.90,13.50,1.62,37,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.82,0.00
3968,14.59,13.60,187,942,74.90,14.00,1.61,37,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.82,0.00
4035,14.70,13.60,187,937,74.90,14.50,1.60,37,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.85,0.00
4101,14.59,13.60,187,935,74.90,15.00,1.99,37,0.00,4.93,0.00,0,0.31,0.00,-9.87,4.32,0.00
4167,14.70,13.60,187,932,74.90,15.50,2.38,37,0.00,5.22,0.00,0,0.35,0.00,-9.58,5.26,0.00
4234,14.59,13.60,187,945,74.90,13.50,2.22,37,0.00,5.51,0.00,0,0.34,0.00,-9.29,5.48,0.00
4300,14.70,13.60,187,977,74.90,10.50,2.29,37,0.00,5.66,0.00,0,0.32,0.00,-9.14,5.58,0.00
4366,14.59,13.68,187,992,74.90,9.00,2.12,37,0.00,5.80,0.00,0,0.31,0.00,-9.00,5.35,0.00
4433,14.36,13.60,187,1019,74.90,6.50,2.17,37,0.00,5.80,0.00,0,0.31,0.00,-9.00,5.22,0.00
4499,14.13,13.60,189,1049,74.90,6.00,2.24,37,0.00,5.66,0.00,0,0.30,0.00,-9.14,5.00,0.00
4565,13.21,13.60,189,1049,74.90,6.00,2.01,37,0.00,5.66,0.00,0,0.29,0.00,-9.14,4.91,0.00
4630,13.09,13.68,189,1055,74.90,6.00,2.03,37,0.00,5.51,0.00,0,0.29,0.00,-9.29,4.85,0.00
4697,12.98,13.60,189,1042,74.90,6.50,2.00,37,0.00,5.51,0.39,0,0.29,0.00,-9.29,4.97,0.00
4762,13.44,13.60,189,1022,74.90,9.50,2.40,37,0.00,5.51,0.78,0,0.34,0.00,-9.29,5.48,0.00
4829,13.90,13.60,189,1025,74.90,9.00,2.41,37,0.00,5.66,1.18,0,0.35,0.00,-9.14,5.90,0.00
4895,14.36,13.68,189,1034,74.90,14.00,2.43,37,0.00,5.80,1.96,0,0.33,0.00,-9.00,5.96,0.00
4962,14.70,13.68,189,1083,74.90,15.00,2.31,37,0.00,5.95,2.75,0,0.36,0.00,-8.85,6.04,0.00
5027,14.70,13.68,189,1112,74.90,16.00,2.85,37,0.00,5.95,3.14,0,0.37,0.00,-8.85,6.66,0.00
5093,14.81,13.60,189,1141,74.90,17.50,2.68,37,0.00,6.09,3.14,0,0.39,0.00,-8.71,7.06,0.00
5160,14.59,13.68,189,1172,74.90,18.50,3.00,37,0.00,6.38,3.92,0,0.41,0.00,-8.42,7.54,0.00
5226,14.13,13.68,189,1214,74.90,20.50,3.11,37,0.00,6.67,4.31,0,0.43,0.00,-8.13,8.23,0.00
5292,14.36,13.68,189,1231,74.90,21.00,3.41,37,0.00,6.82,4.71,0,0.45,0.00,-7.98,8.74,0.00
5358,14.36,13.68,189,1239,74.90,21.00,3.44,37,0.00,7.11,5.10,0,0.48,0.00,-7.69,9.31,0.00
5425,14.24,13.68,189,1251,74.90,21.50,3.74,37,0.00,7.40,5.49,0,0.47,0.00,-7.40,9.94,0.00
5491,14.59,13.68,189,1250,74.90,21.00,4.00,37,0.00,7.55,5.88,0,0.52,0.00,-7.25,10.38,0.00
5557,14.59,13.68,189,1246,74.90,21.00,3.99,37,0.00,7.98,6.67,0,0.58,0.00,-6.82,10.94,0.00
5623,14.36,13.68,189,1273,74.90,21.00,4.62,37,0.00,8.56,7.06,0,0.59,0.00,-6.24,12.42,0.00
5689,13.90,13.68,189,1307,74.90,21.50,4.46,37,0.00,8.85,7.06,0,0.58,0.00,-5.95,12.90,0.00
5756,14.13,13.76,189,1360,74.90,23.50,4.64,37,0.00,9.00,7.45,0,0.57,0.00,-5.80,13.13,0.00
5822,13.78,13.68,189,1398,74.90,24.00,4.47,37,0.00,9.14,7.45,0,0.56,0.00,-5.66,13.31,0.00
5888,13.78,13.68,189,1430,74.90,23.50,4.58,37,0.00,9.14,7.45,0,0.57,0.00,-5.66,13.36,0.00
5955,14.59,13.68,189,1430,74.90,24.00,4.88,37,0.00,9.29,7.45,0,0.57,0.00,-5.51,13.67,0.00
6020,14.93,13.68,189,1445,74.90,24.50,4.62,37,0.00,9.29,7.45,0,0.55,0.00,-5.51,13.60,0.00
6087,15.39,13.68,189,1452,74.90,25.00,4.65,37,0.00,9.29,7.45,0,0.54,0.00,-5.51,13.24,0.00
6152,15.50,13.68,189,1462,74.90,25.00,4.68,37,0.00,9.14,7.45,0,0.54,0.00,-5.66,12.85,0.00
6218,15.39,13.68,189,1452,74.90,24.50,4.65,37,0.00,9.00,7.45,0,0.53,0.00,-5.80,12.85,0.00
6285,15.39,13.68,189,1429,74.90,24.00,4.57,37,0.00,9.00,7.45,1,0.55,0.00,-5.80,12.90,0.00
6350,15.50,13.68,189,1421,74.90,23.50,4.55,37,0.00,9.00,7.45,1,0.59,0.00,-5.80,12.90,0.00
6417,15.39,13.68,189,1385,74.90,22.50,4.73,37,0.00,9.00,7.45,1,0.57,0.00,-5.80,13.01,0.00
6484,15.27,13.68,189,1366,74.90,22.00,4.66,37,0.00,9.14,7.45,1,0.58,0.00,-5.66,12.90,0.00
6550,15.27,13.68,189,1328,74.90,21.50,4.53,37,0.00,9.14,7.45,1,0.59,0.00,-5.66,12.79,0.00
6616,15.39,13.60,189,1306,74.90,21.00,4.46,37,0.00,9.29,7.45,1,0.61,0.00,-5.51,12.90,0.00
6682,14.93,13.68,189,1244,74.90,20.00,4.33,37,0.00,9.43,7.45,1,0.62,0.00,-5.37,12.85,0.00
6748,15.04,13.60,189,1216,74.90,19.50,4.51,37,0.00,9.58,7.45,2,0.64,0.00,-5.22,12.90,0.00
6814,14.81,13.68,189,1188,74.90,19.00,4.41,37,0.00,9.72,7.45,2,0.66,0.00,-5.08,12.79,0.00
6880,14.81,13.60,189,1143,74.90,19.00,4.56,37,0.00,10.01,7.45,2,0.67,0.00,-4.79,12.90,0.00
6946,14.93,13.68,189,1123,74.90,19.00,4.39,37,0.00,10.16,7.45,2,0.68,0.00,-4.64,12.64,0.00
7012,14.70,13.60,189,1094,74.90,18.50,4.31,37,0.00,10.30,7.45,2,0.70,0.00,-4.50,12.64,0.00
7079,14.70,13.68,189,1078,74.90,18.50,4.43,37,0.00,10.59,7.45,2,0.70,0.00,-4.21,12.70,0.00
7144,14.70,13.60,189,1057,74.90,18.50,4.14,37,0.00,10.74,7.45,2,0.70,0.00,-4.06,12.53,0.00
7212,14.36,13.68,189,1069,74.90,18.00,4.28,37,0.00,11.03,7.45,3,0.72,0.00,-3.77,12.42,0.00
7276,14.70,13.60,189,1112,74.90,19.00,4.33,37,0.00,11.03,7.45,3,0.65,0.00,-3.77,12.53,0.00
7344,14.70,13.68,189,1196,74.90,19.00,4.03,37,0.00,11.17,7.45,3,0.64,0.00,-3.63,12.37,0.00
7410,14.93,13.60,189,1216,74.90,19.50,4.34,37,0.00,11.03,7.45,3,0.63,0.00,-3.77,12.59,0.00
7476,15.16,13.68,189,1239,74.90,20.00,4.49,37,0.00,10.88,7.45,3,0.63,0.00,-3.92,12.53,0.00
7542,15.39,13.60,189,1281,74.90,20.50,4.65,37,0.00,10.74,7.45,3,0.62,0.00,-4.06,12.64,0.00
7608,15.62,13.68,189,1320,74.90,21.50,4.79,37,0.00,10.59,7.45,3,0.61,0.00,-4.21,12.85,0.00
7674,15.85,13.68,189,1367,74.90,22.50,4.96,37,0.00,10.30,7.84,5,0.61,0.00,-4.50,13.13,0.00
7741,15.62,13.68,189,1389,74.90,22.50,5.04,37,0.00,10.30,8.24,5,0.62,0.00,-4.50,13.78,0.00
7806,15.16,13.68,189,1425,74.90,23.50,5.17,37,0.00,10.16,8.63,5,0.64,0.00,-4.64,14.31,0.00
7873,15.27,13.76,189,1446,74.90,23.50,5.86,37,0.00,10.16,9.41,5,0.67,0.00,-4.64,14.86,0.00
7939,15.39,13.68,189,1500,74.90,24.00,5.76,37,0.00,10.30,9.80,5,0.66,0.00,-4.50,15.92,0.00
8006,15.27,13.68,189,1556,74.90,25.00,5.97,37,0.00,10.45,9.80,5,0.65,0.00,-4.35,16.66,0.00
8072,14.93,13.68,189,1572,74.90,25.50,6.04,37,0.00,10.59,9.80,5,0.63,0.00,-4.21,16.87,0.00
8137,14.81,13.68,189,1605,74.90,26.00,5.82,37,0.00,10.45,10.20,6,0.63,0.00,-4.35,16.87,0.00
8204,14.81,13.68,189,1645,74.90,26.50,5.97,37,0.00,10.45,10.20,6,0.63,0.00,-4.35,17.00,0.00
8270,14.93,13.68,189,1697,74.90,27.00,6.15,37,0.00,10.45,10.59,6,0.63,0.00,-4.35,17.38,0.00
8336,15.27,13.68,189,1743,74.90,27.00,6.69,37,0.00,10.30,10.59,6,0.63,0.00,-4.50,17.90,0.00
8403,15.16,13.68,189,1776,74.90,27.00,6.44,37,0.00,10.16,10.59,6,0.65,0.00,-4.64,18.29,0.00
8469,15.27,13.68,189,1789,74.90,27.50,6.87,37,0.00,10.01,10.98,6,0.63,0.00,-4.79,18.51,0.00
8535,15.16,13.68,189,1824,74.90,28.00,6.61,37,0.00,10.01,10.98,6,0.65,0.00,-4.79,18.74,0.00
8602,14.93,13.68,189,1890,74.90,28.50,6.85,37,0.00,9.87,10.98,9,0.61,0.00,-4.93,19.04,0.00
8668,14.93,13.68,189,1930,74.90,28.50,7.00,37,0.00,9.87,11.37,9,0.62,0.00,-4.93,19.49,0.00
8734,14.93,13.76,189,1959,74.90,29.00,7.10,37,0.00,9.87,11.37,9,0.61,0.00,-4.93,19.66,0.00
8801,14.81,13.68,189,1986,74.90,29.00,7.20,37,0.00,9.87,11.76,9,0.59,0.00,-4.93,20.17,0.00
8867,14.81,13.68,189,2017,74.90,29.50,7.31,37,0.00,10.01,12.16,9,0.63,0.00,-4.79,20.43,0.00
8934,14.81,13.68,189,2056,74.90,29.50,7.90,37,0.00,10.01,12.55,9,0.64,0.00,-4.79,20.93,0.00
8999,14.81,13.76,189,2111,74.90,29.50,8.11,37,0.00,10.30,12.94,9,0.65,0.00,-4.50,21.89,0.00
9065,14.81,13.68,189,2142,74.90,29.50,8.22,37,0.00,10.30,12.94,9,0.65,0.00,-4.50,22.41,0.00
9131,14.81,13.68,189,2160,74.90,29.50,8.29,37,0.00,10.45,13.33,9,0.64,0.00,-4.35,23.36,0.78
9199,14.81,13.76,189,2204,74.90,29.50,8.46,37,0.00,10.45,13.33,9,0.64,0.00,-4.35,23.93,0.78
9264,14.93,13.76,189,2241,74.90,30.00,8.61,37,0.00,10.59,13.73,9,0.66,0.00,-4.21,23.93,1.18
9330,15.04,13.68,189,2298,74.90,30.50,8.83,37,0.00,10.59,13.73,9,0.68,0.00,-4.21,24.41,1.18
9397,15.04,13.68,189,2320,74.90,30.00,9.41,37,0.00,10.74,13.73,9,0.69,0.00,-4.06,26.40,1.96
9464,14.93,13.68,189,2359,74.90,30.50,9.56,37,0.00,10.88,14.12,9,0.69,0.00,-3.92,27.02,1.96
9529,14.93,13.76,189,2386,74.90,30.50,9.67,37,0.00,10.88,14.12,11,0.66,0.00,-3.92,27.54,2.35
9595,14.81,13.68,189,2451,74.90,30.50,9.93,37,0.00,10.88,14.12,11,0.69,0.00,-3.92,27.95,2.35
9662,14.81,13.68,189,2501,74.90,30.50,10.67,37,0.00,10.88,14.51,11,0.70,0.00,-3.92,29.03,2.75
9728,14.93,13.68,189,2522,74.90,30.50,10.76,37,0.00,10.88,14.51,11,0.71,0.00,-3.92,29.57,2.75
9794,14.81,13.68,189,2568,74.90,30.50,10.95,37,0.00,10.88,14.90,11,0.71,0.00,-3.92,30.22,3.53
9860,14.70,13.76,189,2622,74.90,30.50,11.19,37,0.00,10.88,14.90,11,0.71,0.00,-3.92,30.99,3.53
9927,14.70,13.60,189,2686,74.90,31.00,10.89,37,0.00,10.88,14.90,11,0.71,0.00,-3.92,31.54,3.92
9992,14.70,13.68,189,2737,74.90,30.50,11.09,37,0.00,10.88,14.90,12,0.72,0.00,-3.92,32.33,3.92
10058,14.81,13.60,189,2772,74.90,30.50,11.83,37,0.00,10.88,14.90,12,0.70,0.00,-3.92,32.93,3.92
10125,14.81,13.68,189,2798,74.90,31.50,11.34,37,0.00,10.88,14.90,12,0.70,0.00,-3.92,32.93,3.92
10191,14.81,13.60,189,2842,74.90,31.50,11.52,37,0.00,10.88,14.90,12,0.70,0.00,-3.92,33.42,3.92
10258,14.81,13.68,189,2896,74.90,32.00,11.74,37,0.00,10.74,14.90,12,0.69,0.00,-4.06,33.54,3.92
10322,14.93,13.60,189,2942,74.90,32.00,11.92,37,0.00,10.74,14.90,12,0.66,0.00,-4.06,33.89,5.10
10389,14.81,13.68,189,2996,74.90,32.00,12.14,37,0.00,10.74,14.90,12,0.68,0.00,-4.06,34.27,5.10
10456,14.81,13.60,189,3032,74.90,32.00,12.29,37,0.00,10.74,14.90,12,0.68,0.00,-4.06,34.38,5.88
10522,14.81,13.68,189,3066,74.90,32.50,11.77,37,0.00,10.59,14.90,14,0.67,0.00,-4.21,34.27,5.88
10588,14.81,13.60,189,3133,74.90,32.50,12.03,37,0.00,10.59,14.90,14,0.66,0.00,-4.21,34.99,6.67
10655,14.70,13.68,189,3162,74.90,33.00,12.14,37,0.00,10.59,14.90,14,0.69,0.00,-4.21,34.99,6.67
10721,14.81,13.60,189,3205,74.90,33.00,12.31,37,0.00,10.59,15.29,14,0.65,0.00,-4.21,34.75,7.45
10786,14.93,13.68,189,3231,74.90,33.00,12.41,37,0.00,10.59,15.29,14,0.65,0.00,-4.21,34.99,7.45
10853,15.04,13.68,189,3289,74.90,33.00,12.63,37,0.00,10.59,15.29,14,0.64,0.00,-4.21,35.60,7.84
10920,14.93,13.68,189,3324,74.90,33.50,12.77,37,0.00,10.45,15.29,14,0.64,0.00,-4.35,35.47,7.84
10985,14.93,13.60,189,3369,74.90,33.50,12.94,37,0.00,10.45,14.12,16,0.62,0.00,-4.35,35.72,7.84
11052,15.04,13.68,189,3404,74.90,34.00,11.62,37,0.00,9.14,0.00,16,0.39,0.00,-5.66,28.42,7.84
11118,14.59,13.68,189,3363,74.90,35.00,0.00,37,0.00,6.09,0.00,16,0.30,0.00,-8.71,14.69,0.00
11184,12.06,13.68,189,3254,74.90,33.00,0.00,37,0.00,4.79,0.00,16,0.23,0.00,-10.01,9.27,0.00
11252,13.32,13.68,189,3180,74.90,31.00,0.00,37,0.00,4.35,0.00,16,0.20,0.00,-10.45,13.00,0.00
11318,15.85,13.76,189,3114,74.90,29.50,0.00,37,0.00,4.21,0.00,16,0.21,0.00,-10.59,11.12,0.00
11383,21.82,13.68,189,3008,74.90,27.00,0.00,37,0.00,4.06,0.00,16,0.21,0.00,-10.74,8.71,0.00
11449,23.31,13.76,189,2928,74.90,24.50,0.00,37,0.00,3.92,0.00,17,0.17,0.00,-10.88,8.63,0.00
11516,23.43,13.76,189,2846,74.90,22.00,0.00,37,0.00,3.92,0.00,17,0.20,0.00,-10.88,8.14,0.00
11582,23.89,13.76,189,2762,74.90,19.00,0.00,37,0.00,3.92,0.00,17,0.18,0.00,-10.88,9.52,0.00
11648,23.77,13.68,189,2676,74.90,17.00,0.00,37,0.00,3.77,0.00,17,0.22,0.00,-11.03,7.93,0.00
11714,23.77,13.68,190,2590,74.90,16.50,0.00,37,0.00,3.77,0.00,17,0.16,0.00,-11.03,8.20,0.00
11780,23.89,13.68,190,2503,74.90,15.50,0.00,37,0.00,3.77,0.00,17,0.23,0.00,-11.03,6.98,0.00
11846,23.66,13.68,190,2437,74.90,15.50,0.00,37,0.00,3.77,0.00,17,0.19,0.00,-11.03,9.49,0.00
11913,23.54,13.68,190,2345,74.90,14.50,0.00,37,0.00,3.77,0.00,19,0.22,0.00,-11.03,7.42,0.00
11978,23.54,13.68,190,2255,74.90,14.00,0.00,37,0.00,3.92,1.18,19,0.23,0.00,-10.88,7.22,0.00
12044,23.77,13.68,190,2190,74.90,17.50,3.27,37,0.00,3.92,3.14,19,0.25,0.00,-10.88,7.23,0.00
12111,23.89,13.68,190,2116,74.90,20.00,3.61,37,0.00,4.21,3.92,19,0.22,0.00,-10.59,8.20,0.00
12178,24.00,13.76,190,2085,74.90,25.00,3.56,37,0.00,4.35,4.71,19,0.22,0.00,-10.45,7.78,0.00
12243,23.77,13.68,190,2072,74.90,30.50,3.98,37,0.00,4.50,6.67,19,0.34,0.00,-10.30,8.39,0.00
12310,23.08,13.76,190,2047,74.90,32.00,5.24,37,0.00,4.93,7.84,19,0.39,0.00,-9.87,10.99,0.00
12376,23.20,13.68,190,2027,74.90,31.00,5.62,37,0.00,5.66,9.02,19,0.45,0.00,-9.14,12.90,0.00
12442,20.21,13.68,190,1992,74.90,29.50,6.37,37,0.00,6.24,10.20,19,0.56,0.00,-8.56,14.54,0.00
12508,14.81,13.68,190,1922,74.90,28.50,7.38,37,0.00,7.25,12.55,19,0.64,0.00,-7.55,17.31,0.00
12574,12.75,13.76,190,1938,74.90,27.00,8.27,37,0.00,8.56,15.29,19,0.82,0.00,-6.24,21.20,0.00
12640,12.06,13.68,190,1996,74.90,26.00,9.79,37,0.00,10.01,16.47,19,0.87,0.00,-4.79,27.13,0.00
12707,12.06,13.76,190,1986,74.90,26.00,9.79,37,0.00,11.32,16.86,19,0.86,0.00,-3.48,29.13,6.27
12773,12.63,13.68,190,2032,74.90,26.00,9.32,37,0.00,12.04,17.65,19,0.85,0.00,-2.76,28.81,7.84
12839,13.90,13.68,190,2042,74.90,25.50,9.54,37,0.00,12.48,18.43,19,0.87,0.00,-2.32,28.92,7.84
12905,14.59,13.68,190,2039,74.90,25.00,10.02,37,0.00,12.77,19.22,19,0.89,0.00,-2.03,29.79,10.98
12972,14.93,13.76,190,2102,74.90,25.00,10.44,37,0.00,13.20,20.00,19,0.90,0.00,-1.60,30.12,10.98
13037,14.81,13.68,190,2113,74.90,25.00,10.31,37,0.00,13.35,20.39,19,0.90,0.00,-1.45,30.88,12.94
13103,14.70,13.68,190,2111,74.90,24.00,10.37,37,0.00,13.64,20.78,19,0.92,0.00,-1.16,31.34,12.94
13170,15.04,13.68,190,2144,74.90,24.00,10.36,37,0.00,13.78,21.18,19,0.91,0.00,-1.02,31.98,14.51
13236,15.27,13.68,190,2184,74.90,24.00,10.52,37,0.00,13.93,21.96,19,0.92,0.00,-0.87,32.34,14.51
13302,15.62,13.60,190,2191,74.90,23.00,10.71,37,0.00,14.07,22.35,19,0.95,0.00,-0.73,32.93,16.47
13368,15.39,13.68,190,2222,74.90,22.50,11.69,37,0.00,14.22,22.75,19,0.96,0.00,-0.58,34.36,16.47
13434,14.93,13.60,190,2240,74.90,22.00,11.85,37,0.00,14.36,23.14,19,0.99,0.00,-0.44,35.38,17.25
13501,14.93,13.76,190,2274,74.90,21.50,11.95,37,0.00,14.51,23.14,19,0.97,0.00,-0.29,36.53,17.25
13566,14.93,13.60,190,2285,74.90,20.00,12.62,37,0.00,14.65,23.53,19,1.02,0.00,-0.15,37.77,18.04
13633,14.81,13.76,190,2331,74.90,20.00,13.43,37,0.00,14.65,23.53,19,1.03,0.00,-0.15,38.71,18.04
13699,14.47,13.68,190,2341,100.00,19.00,13.48,37,0.00,14.80,23.92,19,1.05,0.00,0.00,39.76,18.82
13766,14.47,13.52,190,2360,100.00,17.50,13.59,37,0.00,14.95,23.92,21,1.06,0.00,0.15,40.59,18.82
13832,14.24,13.52,190,2400,100.00,17.00,13.82,37,0.00,15.09,24.31,21,1.07,0.00,0.29,41.61,19.22
13897,14.01,13.60,190,2427,100.00,16.50,13.98,37,0.00,15.24,24.31,21,1.09,0.00,0.44,42.82,19.22
13963,14.36,13.52,190,2436,100.00,15.50,14.55,37,0.00,15.24,24.71,21,1.10,0.00,0.44,43.70,19.61
14030,14.36,13.60,190,2478,100.00,15.50,14.80,37,0.00,15.38,24.71,21,1.11,0.00,0.58,44.43,19.61
