Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
2545,15.04,13.68,201,917,74.90,13.00,1.57,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.47,0.00
2616,15.04,13.68,201,916,74.90,13.00,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2686,14.93,13.68,201,914,74.90,13.50,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2757,14.93,13.68,201,920,74.90,13.00,1.57,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2829,14.81,13.60,201,912,74.90,13.50,1.56,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2900,14.70,13.68,201,911,74.90,13.00,1.56,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2969,14.81,13.60,201,916,74.90,13.50,1.56,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
3040,14.81,13.68,201,910,74.90,13.50,1.56,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3111,14.81,13.60,201,917,74.90,13.00,1.55,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3181,14.70,13.68,201,914,74.90,13.00,1.56,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3251,14.81,13.60,201,912,74.90,13.50,1.56,38,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.53,0.00
3322,14.70,13.68,201,908,74.90,14.00,1.55,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.56,0.00
3393,14.70,13.60,201,911,74.90,13.50,1.55,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
3463,14.59,13.68,201,910,74.90,13.50,1.55,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3534,14.59,13.60,201,913,74.90,13.50,1.56,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
3605,14.47,13.68,201,907,74.90,14.00,1.55,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3678,14.59,13.68,201,907,74.90,14.00,1.55,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
3747,14.70,13.60,201,896,74.90,15.00,1.53,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
3817,14.47,13.68,201,897,74.90,14.00,1.54,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
3887,14.36,13.68,201,902,74.90,14.50,1.53,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.56,0.00
3958,14.59,13.68,201,907,74.90,13.50,1.54,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4030,14.36,13.68,201,916,74.90,12.50,1.56,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4100,14.36,13.68,201,907,74.90,13.50,1.55,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4170,14.36,13.68,201,908,74.90,13.50,1.55,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4241,14.47,13.68,201,901,74.90,14.00,1.54,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4311,14.36,13.60,201,905,74.90,13.50,1.54,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
4382,14.47,13.68,201,895,74.90,15.00,1.53,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
4453,14.36,13.60,201,900,74.90,14.00,1.54,38,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.58,0.00
4526,14.59,13.68,201,896,74.90,14.50,1.53,38,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.58,0.00
4596,14.47,13.68,201,907,74.90,13.00,1.55,38,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.16,3.50,0.00
4666,14.59,13.68,201,910,74.90,14.00,1.53,38,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.50,0.00
4736,14.70,13.68,201,904,74.90,13.00,1.55,38,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.50,0.00
4808,14.70,13.60,201,914,74.90,12.50,1.54,38,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.53,0.00
4879,14.81,13.68,201,912,74.90,13.00,1.56,38,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.53,0.00
4949,14.81,13.68,201,917,74.90,12.50,1.56,38,0.00,4.79,0.00,0,0.24,0.00,0.0,-10.16,3.56,0.00
5019,15.04,13.68,201,917,74.90,12.50,1.56,38,0.00,4.79,0.39,0,0.25,0.00,0.0,-10.16,3.65,0.00
5090,15.04,13.76,201,926,74.90,11.50,1.58,38,0.00,4.79,0.78,0,0.27,0.00,0.0,-10.16,3.85,0.00
5162,15.27,13.68,201,923,74.90,12.00,1.97,38,0.00,4.79,1.18,0,0.29,0.00,0.0,-10.16,4.14,0.00
5232,15.27,13.68,201,937,74.90,13.00,2.00,38,0.00,4.93,1.57,0,0.30,0.00,0.0,-10.01,4.79,0.00
5305,15.62,13.76,201,954,74.90,13.50,2.03,38,0.00,5.08,2.35,0,0.32,0.00,0.0,-9.87,2.89,0.00
5373,15.62,13.68,201,1014,74.90,14.00,2.38,38,0.00,5.37,2.75,0,0.33,0.00,0.0,-9.58,5.87,0.00
5444,15.39,13.68,201,1055,74.90,15.50,2.48,38,0.00,5.51,3.14,0,0.34,0.00,0.0,-9.43,6.15,0.00
5515,15.62,13.68,201,1104,74.90,16.50,2.59,38,0.00,5.51,3.92,0,0.36,0.00,0.0,-9.14,6.99,0.00
5585,14.24,13.68,201,1267,74.90,19.00,3.02,38,0.00,5.95,4.71,0,0.37,0.00,0.0,-9.00,7.70,0.00
5656,14.24,13.68,201,1328,74.90,21.00,2.97,38,0.00,6.09,5.49,0,0.38,0.00,0.0,-8.85,8.39,0.00
5726,13.90,13.68,201,1411,74.90,25.50,3.40,38,0.00,6.24,5.49,0,0.38,0.00,0.0,-8.71,9.09,0.00
5797,14.01,13.68,201,1528,74.90,28.50,3.59,38,0.00,6.38,5.88,0,0.37,0.00,0.0,-8.56,9.66,0.00
5867,14.36,13.68,201,1610,74.90,30.50,3.78,38,0.00,6.38,5.88,0,0.36,0.00,0.0,-8.56,9.79,0.00
5938,14.70,13.68,201,1690,74.90,31.00,3.97,38,0.00,6.24,5.88,0,0.35,0.00,0.0,-8.71,9.97,0.00
6009,14.81,13.68,201,1747,74.90,31.50,3.73,38,0.00,6.09,5.88,0,0.34,0.00,0.0,-8.85,9.97,0.00
6080,15.04,13.68,201,1791,74.90,31.50,4.20,38,0.00,5.95,5.88,0,0.34,0.00,0.0,-9.00,7.72,0.00
6151,15.27,13.68,201,1792,74.90,32.00,4.20,38,0.00,5.80,5.88,0,0.34,0.00,0.0,-9.14,12.73,0.00
6221,15.50,13.60,201,1802,74.90,32.00,4.23,38,0.00,5.80,5.88,0,0.34,0.00,0.0,-9.14,10.27,0.00
6292,15.73,13.68,201,1805,74.90,32.00,4.24,38,0.00,5.66,5.88,0,0.34,0.00,0.0,-9.29,10.27,0.00
6363,15.62,13.68,201,1801,74.90,32.00,4.23,38,0.00,5.66,5.88,0,0.34,0.00,0.0,-9.29,10.17,0.00
6434,15.16,13.68,201,1758,74.90,32.00,4.19,38,0.00,5.66,5.88,0,0.35,0.00,0.0,-9.29,10.17,0.00
6504,14.81,13.76,201,1723,74.90,31.50,4.13,38,0.00,5.66,5.88,0,0.36,0.00,0.0,-9.29,10.17,0.00
6575,14.70,13.68,201,1689,74.90,31.00,4.04,38,0.00,5.80,5.88,0,0.37,0.00,0.0,-9.14,10.28,0.00
6645,14.70,13.68,201,1667,74.90,30.50,3.96,38,0.00,5.80,5.88,0,0.38,0.00,0.0,-9.14,10.28,0.00
6716,14.70,13.68,201,1621,74.90,30.50,4.15,38,0.00,5.95,5.88,0,0.39,0.00,0.0,-9.00,10.23,0.00
6787,14.47,13.68,201,1569,74.90,29.50,4.02,38,0.00,6.09,5.88,0,0.41,0.00,0.0,-8.85,10.38,0.00
6858,14.36,13.68,201,1508,74.90,28.00,3.86,38,0.00,6.38,5.88,0,0.42,0.00,0.0,-8.56,10.33,0.00
6928,14.24,13.68,201,1467,74.90,27.00,4.07,38,0.00,6.38,5.88,0,0.44,0.00,0.0,-8.56,10.33,0.00
6999,14.01,13.68,201,1410,74.90,26.00,3.91,38,0.00,6.67,5.88,0,0.45,0.00,0.0,-8.27,10.38,0.00
7070,13.90,13.68,201,1374,74.90,25.00,3.81,38,0.00,6.82,5.88,0,0.46,0.00,0.0,-8.13,10.28,0.00
7140,13.67,13.68,201,1328,74.90,24.50,3.68,38,0.00,6.96,5.88,0,0.48,0.00,0.0,-7.98,10.28,0.00
7212,13.55,13.68,201,1297,74.90,24.00,3.60,38,0.00,7.11,5.88,0,0.50,0.00,0.0,-7.55,10.43,0.00
7283,13.67,13.68,201,1250,74.90,23.50,4.00,38,0.00,7.40,5.88,1,0.53,0.00,0.0,-7.40,10.79,0.00
7353,14.13,13.68,201,1212,74.90,23.50,4.19,38,0.00,7.98,5.88,1,0.54,0.00,0.0,-6.96,10.85,0.00
7424,14.24,13.68,201,1204,74.90,23.50,3.88,38,0.00,8.13,5.88,1,0.54,0.00,0.0,-6.82,10.85,0.00
7493,14.13,13.68,201,1190,74.90,23.00,3.85,38,0.00,8.27,4.71,1,0.49,0.00,0.0,-6.67,10.38,0.00
7565,13.32,13.68,201,1194,74.90,22.50,3.31,38,0.00,8.13,3.92,1,0.48,0.00,0.0,-6.82,9.39,0.00
7636,13.44,13.68,201,1183,74.90,22.00,3.28,38,0.00,7.98,3.53,1,0.46,0.00,0.0,-6.96,8.44,0.00
7707,13.55,13.68,201,1142,74.90,21.00,2.92,38,0.00,7.69,3.14,1,0.43,0.00,0.0,-7.25,7.34,0.00
7778,13.90,13.68,201,1115,74.90,20.00,2.85,38,0.00,7.40,3.14,2,0.41,0.00,0.0,-7.55,6.66,0.00
7848,14.70,13.68,201,1052,74.90,19.50,2.69,38,0.00,7.11,1.96,2,0.40,0.00,0.0,-7.84,6.66,0.00
7919,14.70,13.68,201,993,74.90,19.00,2.54,38,0.00,7.11,1.96,2,0.40,0.00,0.0,-7.84,6.22,0.00
7990,14.93,13.68,201,930,74.90,18.50,2.38,38,0.00,7.11,1.96,2,0.43,0.00,0.0,-7.84,6.11,0.00
8060,14.93,13.68,201,850,74.90,17.50,2.36,38,0.00,7.11,1.96,2,0.45,0.00,0.0,-7.84,6.01,0.00
8131,15.04,13.76,201,809,74.90,17.50,2.42,38,0.00,7.11,1.57,2,0.41,0.00,0.0,-7.69,5.98,0.00
8202,15.27,13.76,201,896,74.90,17.50,2.26,38,0.00,7.40,1.57,3,0.40,0.00,0.0,-7.55,5.91,0.00
8272,14.93,13.76,201,954,74.90,18.00,2.10,38,0.00,7.25,1.57,3,0.39,0.00,0.0,-7.69,6.00,0.00
8343,14.93,13.68,201,931,74.90,18.00,2.24,38,0.00,7.11,1.57,3,0.39,0.00,0.0,-7.84,5.94,0.00
8414,14.59,13.76,201,884,74.90,17.50,2.18,38,0.00,7.11,1.96,3,0.39,0.00,0.0,-7.84,5.90,0.00
8485,14.59,13.68,201,916,74.90,18.00,2.15,38,0.00,7.11,1.96,3,0.37,0.00,0.0,-7.84,5.90,0.00
8556,14.70,13.68,201,973,74.90,18.00,2.28,38,0.00,6.96,1.96,3,0.36,0.00,0.0,-7.98,5.87,0.00
8627,14.93,13.68,201,1009,74.90,18.50,2.37,38,0.00,6.82,1.57,3,0.36,0.00,0.0,-8.13,5.77,0.00
8696,14.93,13.68,201,964,74.90,17.50,2.26,38,0.00,6.67,1.57,4,0.36,0.00,0.0,-8.27,5.77,0.00
8768,15.27,13.68,201,966,74.90,17.50,2.27,38,0.00,6.67,1.57,4,0.35,0.00,0.0,-8.27,5.87,0.00
8838,15.39,13.76,201,1000,74.90,18.00,2.35,38,0.00,6.67,1.57,4,0.35,0.00,0.0,-8.27,5.83,0.00
8909,15.96,13.68,201,1039,74.90,18.50,2.44,38,0.00,6.53,1.57,4,0.34,0.00,0.0,-8.42,5.77,0.00
8979,16.08,13.68,201,1066,74.90,19.00,2.50,38,0.00,6.38,1.57,4,0.34,0.00,0.0,-8.71,5.77,0.00
9050,16.08,13.76,201,1058,74.90,18.50,2.48,38,0.00,6.24,1.57,4,0.34,0.00,0.0,-8.71,5.77,0.00
9121,15.85,13.68,201,1024,74.90,18.50,2.42,38,0.00,6.24,1.57,4,0.33,0.00,0.0,-8.71,5.80,0.00
9191,15.73,13.68,201,1078,74.90,18.00,2.40,38,0.00,6.09,1.57,5,0.33,0.00,0.0,-8.85,5.74,0.00
9262,15.39,13.68,201,1101,74.90,19.00,2.30,38,0.00,5.95,1.57,5,0.32,0.00,0.0,-9.00,5.80,0.00
9333,15.50,13.68,201,1111,74.90,19.00,2.35,38,0.00,5.95,1.57,5,0.32,0.00,0.0,-9.00,5.77,0.00
9404,15.27,13.68,201,1105,74.90,19.00,2.36,38,0.00,5.80,1.57,5,0.32,0.00,0.0,-9.14,5.77,0.00
9474,15.27,13.68,201,1082,74.90,19.00,2.31,38,0.00,5.80,1.57,5,0.31,0.00,0.0,-9.14,5.77,0.00
9545,15.16,13.68,201,1108,74.90,19.00,2.36,38,0.00,5.80,1.57,5,0.30,0.00,0.0,-9.14,5.67,0.00
9615,15.04,13.76,201,1125,74.90,19.00,2.40,38,0.00,5.66,1.57,6,0.29,0.00,0.0,-9.29,5.19,0.00
9687,15.16,13.68,201,1134,74.90,19.00,2.42,38,0.00,5.51,1.96,6,0.29,0.00,0.0,-9.43,5.16,0.00
9758,15.04,13.68,201,1138,74.90,19.00,2.18,38,0.00,5.37,1.57,6,0.28,0.00,0.0,-9.58,5.13,0.00
9828,15.04,13.68,201,1138,74.90,19.00,2.19,38,0.00,5.37,1.57,6,0.27,0.00,0.0,-9.58,5.13,0.00
9898,15.04,13.68,201,1136,74.90,19.00,2.18,38,0.00,5.37,1.96,6,0.28,0.00,0.0,-9.72,5.26,0.00
9970,15.04,13.68,201,1130,74.90,19.00,2.17,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.29,0.00
10040,15.04,13.68,201,1140,74.90,19.00,2.16,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.32,0.00
10110,14.93,13.68,201,1146,74.90,19.50,2.19,38,0.00,5.22,1.96,6,0.27,0.00,0.0,-9.72,5.32,0.00
10182,15.04,13.68,201,1165,74.90,19.50,2.20,38,0.00,5.22,1.96,6,0.27,0.00,0.0,-9.72,5.32,0.00
10252,14.93,13.68,201,1170,74.90,20.00,2.25,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.35,0.00
10323,14.93,13.68,201,1160,74.90,19.50,2.23,38,0.00,5.08,1.96,6,0.28,0.00,0.0,-9.87,5.39,0.00
10394,14.93,13.76,201,1149,74.90,19.50,2.21,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.35,0.00
10464,14.81,13.68,201,1145,74.90,19.50,2.20,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.39,0.00
10534,14.93,13.76,201,1158,74.90,19.50,2.22,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.39,0.00
10606,14.81,13.68,201,1174,74.90,20.00,2.25,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.39,0.00
10677,14.81,13.68,201,1164,74.90,19.50,2.23,38,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.45,0.00
10747,14.81,13.68,201,1148,74.90,19.50,2.20,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
10818,14.70,13.68,201,1147,74.90,19.50,2.20,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
10888,14.70,13.68,201,1166,74.90,19.50,2.23,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
10960,14.59,13.68,201,1167,74.90,20.00,2.24,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11029,14.59,13.68,201,1166,74.90,20.00,2.24,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.48,0.00
11100,14.70,13.68,201,1165,74.90,20.00,2.24,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.48,0.00
11172,14.70,13.68,201,1158,74.90,19.50,2.22,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11242,14.70,13.68,201,1162,74.90,19.50,2.23,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11313,14.70,13.68,201,1168,74.90,20.00,2.24,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11383,14.59,13.76,201,1163,74.90,19.50,2.23,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.52,0.00
11454,14.70,13.68,201,1152,74.90,19.50,2.21,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11524,14.59,13.76,201,1156,74.90,19.50,2.22,38,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.48,0.00
11595,14.70,13.68,201,1169,74.90,20.00,2.24,39,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11666,14.70,13.68,201,1171,74.90,20.00,2.25,39,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.45,0.00
11736,14.59,13.68,201,1158,74.90,19.50,2.22,39,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.48,0.00
11808,14.70,13.68,201,1153,74.90,19.50,2.21,39,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.52,0.00
11878,14.59,13.68,201,1146,74.90,19.50,2.21,39,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.52,0.00
11949,14.70,13.68,201,1152,74.90,19.50,2.20,39,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.58,0.00
12019,14.70,13.76,201,1166,74.90,20.00,2.46,39,0.00,5.22,1.96,6,0.28,0.00,0.0,-9.72,5.52,0.00
12091,14.70,13.68,201,1160,74.90,19.50,2.23,39,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.52,0.00
12162,14.70,13.68,201,1139,74.90,19.50,2.43,39,0.00,5.22,1.96,6,0.29,0.00,0.0,-9.72,5.52,0.00
12232,14.70,13.68,201,1138,74.90,19.00,2.43,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.54,0.00
12303,14.70,13.76,201,1149,74.90,19.50,2.21,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.54,0.00
12374,14.70,13.68,201,1157,74.90,19.50,2.22,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.58,0.00
12449,14.70,13.68,201,1156,74.90,19.50,2.22,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.58,0.00
12516,14.70,13.68,201,1152,74.90,19.50,2.46,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.58,0.00
12586,14.70,13.68,201,1156,74.90,19.50,2.22,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.58,0.00
12656,14.70,13.68,201,1148,74.90,19.50,2.21,39,0.00,5.37,1.96,6,0.29,0.00,0.0,-9.58,5.65,0.00
12727,14.70,13.68,201,1146,74.90,19.50,2.45,39,0.00,5.37,1.96,6,0.30,0.00,0.0,-9.58,5.65,0.00
12798,14.70,13.68,201,1146,74.90,19.50,2.45,39,0.00,5.37,2.35,6,0.30,0.00,0.0,-9.58,5.71,0.00
12868,14.81,13.68,201,1144,74.90,19.50,2.44,39,0.00,5.37,2.35,6,0.30,0.00,0.0,-9.58,5.71,0.00
12939,14.70,13.68,201,1138,74.90,19.50,2.43,39,0.00,5.37,2.35,7,0.30,0.00,0.0,-9.58,5.74,0.00
13010,14.81,13.68,201,1144,74.90,19.50,2.44,39,0.00,5.37,2.35,7,0.30,0.00,0.0,-9.58,5.74,0.00
13079,14.81,13.76,201,1154,74.90,19.50,2.46,39,0.00,5.51,2.35,7,0.30,0.00,0.0,-9.43,5.77,0.00
13151,14.70,13.68,201,1158,74.90,19.50,2.47,39,0.00,5.51,2.35,7,0.30,0.00,0.0,-9.43,5.77,0.00
13222,14.70,13.68,201,1162,74.90,19.50,2.48,39,0.00,5.51,2.35,7,0.29,0.00,0.0,-9.43,5.77,0.00
13293,14.59,13.68,201,1169,74.90,20.00,2.49,39,0.00,5.51,2.35,7,0.29,0.00,0.0,-9.43,5.77,0.00
13363,14.47,13.76,201,1178,74.90,20.00,2.26,39,0.00,5.37,2.35,7,0.29,0.00,0.0,-9.58,5.77,0.00
13434,14.59,13.68,201,1175,74.90,20.00,2.51,39,0.00,5.51,2.35,6,0.29,0.00,0.0,-9.58,5.83,0.00
13504,14.59,13.68,201,1185,74.90,20.00,2.53,39,0.00,5.37,2.35,6,0.30,0.00,0.0,-9.58,5.87,0.00
13575,14.70,13.76,201,1202,74.90,20.00,2.56,39,0.00,5.37,2.35,6,0.30,0.00,0.0,-9.58,5.87,0.00
13647,14.81,13.68,201,1185,74.90,20.00,2.56,39,0.00,5.37,2.35,6,0.30,0.00,0.0,-9.58,5.90,0.00
13716,14.81,13.68,201,1169,74.90,20.00,2.53,39,0.00,5.37,2.35,6,0.31,0.00,0.0,-9.58,5.96,0.00
13788,14.93,13.68,201,1180,74.90,20.00,2.52,39,0.00,5.51,2.75,6,0.30,0.00,0.0,-9.43,6.04,0.00
13858,14.81,13.68,201,1208,74.90,20.50,2.58,39,0.00,5.51,2.75,6,0.30,0.00,0.0,-9.43,6.11,0.00
