Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
0,14.70,13.68,199,928,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.47,0.00
70,14.70,13.60,199,925,74.90,13.50,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
140,14.70,13.60,199,921,74.90,14.00,1.57,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
211,14.81,13.68,199,915,74.90,14.50,1.56,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
282,14.81,13.60,199,914,74.90,14.50,1.56,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
352,14.93,13.68,199,918,74.90,14.00,1.56,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
423,14.93,13.60,199,922,74.90,13.50,1.57,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.56,0.00
494,14.93,13.68,199,923,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
564,14.93,13.68,199,924,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
636,14.93,13.68,199,921,74.90,13.50,1.57,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
706,14.81,13.60,199,920,74.90,13.50,1.57,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
776,14.81,13.68,199,926,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
848,14.81,13.60,199,927,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
918,14.81,13.68,199,926,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
989,14.81,13.68,199,920,74.90,13.50,1.57,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
1060,14.81,13.68,199,926,74.90,13.00,1.58,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
1129,14.70,13.68,201,930,74.90,12.50,1.59,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.47,0.00
1202,14.70,13.52,201,918,74.90,12.50,1.59,37,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1272,14.70,13.68,199,910,74.90,14.50,1.57,37,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
1343,14.70,13.60,199,886,74.90,17.00,1.55,37,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.53,0.00
1413,14.70,13.68,199,893,74.90,16.00,1.52,37,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
1484,14.81,13.68,201,897,74.90,15.50,1.53,37,0.00,4.79,0.00,0,0.24,0.00,0.0,-10.16,3.56,0.00
1554,14.81,13.68,201,912,74.90,14.00,1.56,37,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.56,0.00
1625,14.81,13.68,199,913,74.90,13.50,1.56,37,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.50,0.00
1696,14.93,13.68,199,922,74.90,12.50,1.57,37,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.50,0.00
1767,15.04,13.68,199,921,74.90,13.00,1.57,37,0.00,4.79,0.00,0,0.23,0.00,0.0,-10.16,3.50,0.00
1837,15.04,13.68,199,921,74.90,13.00,1.57,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
1908,15.04,13.68,201,912,74.90,14.00,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.53,0.00
1979,15.27,13.68,201,913,74.90,13.50,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2051,15.39,13.68,201,920,74.90,13.50,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2121,15.39,13.68,201,919,74.90,13.00,1.57,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.53,0.00
2191,15.50,13.68,201,920,74.90,13.00,1.57,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2262,15.39,13.68,201,915,74.90,13.00,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.47,0.00
2333,15.39,13.68,201,918,74.90,13.00,1.57,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2405,15.16,13.68,201,912,74.90,13.50,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
2474,15.27,13.68,201,916,74.90,13.00,1.56,37,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.47,0.00
