Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
69514,14.36,13.60,187,1019,74.90,18.50,2.17,43,0.00,5.66,0.00,9,0.30,0.0,-9.00,5.16,0.00
69583,14.36,13.68,187,1018,74.90,18.00,2.17,43,0.00,5.66,0.00,9,0.30,0.0,-9.00,5.19,0.00
69652,14.36,13.68,187,1020,74.90,18.00,2.18,43,0.00,5.66,0.00,9,0.31,0.0,-9.00,5.16,0.00
69721,14.47,13.68,187,1016,74.90,17.00,2.17,43,0.00,5.66,0.00,9,0.31,0.0,-9.00,5.19,0.00
69789,14.24,13.68,187,1021,74.90,17.00,2.18,43,0.00,5.66,0.00,9,0.31,0.0,-9.00,5.16,0.00
69856,14.47,13.68,187,1012,74.90,17.50,2.17,43,0.00,5.66,0.00,9,0.31,0.0,-9.00,5.19,0.00
69925,14.24,13.68,187,1010,74.90,17.50,2.16,43,0.00,5.66,0.00,7,0.31,0.0,-9.00,5.19,0.00
69994,14.59,13.68,187,1012,74.90,16.50,2.15,43,0.00,5.80,0.00,7,0.31,0.0,-8.85,5.16,0.00
70062,14.47,13.68,187,1006,74.90,17.00,2.15,43,0.00,5.80,0.00,7,0.31,0.0,-8.85,5.16,0.00
70131,14.47,13.68,187,1005,74.90,17.00,2.14,43,0.00,5.80,0.00,7,0.31,0.0,-8.85,5.16,0.00
70199,14.47,13.68,187,1008,74.90,16.50,2.15,43,0.00,5.80,0.00,7,0.31,0.0,-8.85,5.19,0.00
70267,14.47,13.68,187,1005,74.90,16.50,2.14,43,0.00,5.80,0.00,7,0.31,0.0,-8.85,5.19,0.00
70335,14.47,13.68,187,1008,74.90,16.00,2.15,43,0.00,5.80,0.00,7,0.31,0.0,-8.85,5.16,0.00
70403,14.47,13.68,187,1007,74.90,16.00,2.15,43,0.00,5.80,0.00,6,0.31,0.0,-8.85,5.19,0.00
70472,14.70,13.68,187,1012,74.90,15.50,2.16,43,0.00,5.80,0.00,6,0.30,0.0,-8.85,5.16,0.00
70541,14.47,13.68,187,1015,74.90,15.00,2.17,43,0.00,5.80,0.00,6,0.30,0.0,-8.85,5.13,0.00
70610,14.59,13.68,187,1020,74.90,14.00,2.18,43,0.00,5.80,0.00,6,0.31,0.0,-8.85,5.16,0.00
70679,14.47,13.68,187,1020,74.90,14.00,2.17,43,0.00,5.80,0.00,6,0.31,0.0,-8.85,5.16,0.00
70747,14.59,13.68,187,1013,74.90,15.00,2.16,43,0.00,5.80,0.00,6,0.30,0.0,-8.85,5.16,0.00
70816,14.59,13.68,187,1020,74.90,14.00,2.17,43,0.00,5.80,0.00,4,0.31,0.0,-8.85,5.22,0.00
70883,14.70,13.68,187,1020,74.90,14.00,2.18,43,0.00,5.80,0.00,4,0.30,0.0,-8.85,5.19,0.00
70952,14.59,13.68,187,1024,74.90,13.50,2.19,43,0.00,5.80,0.00,4,0.31,0.0,-8.85,5.19,0.00
71021,14.81,13.60,187,1017,74.90,14.00,2.17,43,0.00,5.66,1.18,4,0.34,0.0,-9.00,5.67,0.00
71089,14.70,13.68,187,1020,74.90,14.00,2.39,43,0.00,5.80,2.75,4,0.44,0.0,-8.85,7.00,0.00
71157,14.81,13.60,187,1018,74.90,15.50,3.04,43,0.00,6.67,3.14,4,0.47,0.0,-8.42,8.03,0.00
71226,14.81,13.68,187,1034,74.90,16.50,3.31,43,0.00,7.11,3.53,4,0.47,0.0,-7.98,8.48,0.00
71294,14.47,13.60,187,1069,74.90,17.50,3.19,43,0.00,7.25,3.53,3,0.47,0.0,-7.55,8.69,0.00
71363,14.13,13.68,187,1188,74.90,20.00,3.08,43,0.00,7.55,3.92,3,0.45,0.0,-7.11,9.04,0.00
71431,12.75,13.60,187,1240,74.90,21.50,3.04,43,0.00,7.69,3.92,3,0.43,0.0,-6.96,9.09,0.00
71499,12.52,13.68,187,1298,74.90,22.50,3.18,43,0.00,7.69,3.92,3,0.43,0.0,-6.96,9.39,0.00
