Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
48684,14.81,13.68,189,1753,74.90,30.00,3.70,41,0.00,5.08,4.71,10,-9.58,8.65,0.00
48742,14.81,13.68,189,1761,74.90,30.00,3.74,41,0.00,5.08,4.71,10,-9.58,8.65,0.00
48802,14.81,13.68,189,1761,74.90,30.00,3.76,41,0.00,5.08,4.71,10,-9.58,8.65,0.00
48861,14.70,13.68,189,1764,74.90,30.00,3.76,41,0.00,5.08,4.71,10,-9.58,8.65,0.00
48920,14.81,13.68,189,1758,74.90,30.00,3.38,41,0.00,5.08,4.71,10,-9.58,8.56,0.00
48980,14.81,13.68,189,1754,74.90,30.00,3.74,41,0.00,5.08,4.71,10,-9.58,8.65,0.00
49040,14.81,13.68,189,1754,74.90,29.50,3.74,41,0.00,5.08,4.71,10,-9.58,8.65,0.00
49099,14.81,13.68,189,1750,74.90,30.00,3.73,42,0.00,5.08,4.71,10,-9.58,8.65,0.00
49158,14.70,13.76,189,1754,74.90,30.00,3.74,42,0.00,5.08,4.71,10,-9.58,8.65,0.00
49216,14.70,13.76,189,1761,74.90,30.00,3.76,42,0.00,5.08,4.71,9,-9.58,8.60,0.00
49276,14.81,13.68,189,1761,74.90,30.00,3.76,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
49335,14.81,13.68,189,1751,74.90,30.00,3.76,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
49394,14.70,13.68,189,1751,74.90,30.00,3.74,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
49454,14.81,13.68,189,1745,74.90,30.00,3.72,42,0.00,5.08,4.71,9,-9.58,8.60,0.00
49512,14.81,13.68,189,1754,74.90,30.00,3.74,42,0.00,5.08,4.71,9,-9.58,8.56,0.00
49572,14.81,13.68,189,1757,74.90,30.00,3.75,42,0.00,5.08,4.71,9,-9.58,8.56,0.00
49632,14.81,13.68,189,1760,74.90,30.00,3.75,42,0.00,5.08,4.71,9,-9.58,8.56,0.00
49691,14.81,13.68,189,1758,74.90,30.00,3.75,42,0.00,5.08,4.71,9,-9.58,8.60,0.00
49750,14.81,13.68,189,1752,74.90,30.00,3.74,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
49810,14.81,13.68,189,1754,74.90,29.50,3.74,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
49869,14.81,13.68,189,1749,74.90,29.50,3.73,42,0.00,5.08,4.71,9,-9.58,8.69,0.00
49928,14.81,13.60,189,1745,74.90,29.50,3.73,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
49987,14.81,13.68,189,1740,74.90,29.50,3.72,42,0.00,5.08,4.71,9,-9.58,8.56,0.00
50046,14.81,13.60,189,1740,74.90,29.50,3.71,42,0.00,5.08,4.71,9,-9.58,8.56,0.00
50106,14.81,13.68,189,1738,74.90,29.50,3.71,42,0.00,5.08,4.71,9,-9.58,8.69,0.00
50164,14.81,13.68,189,1746,74.90,30.00,3.72,42,0.00,5.08,4.71,9,-9.58,8.60,0.00
50224,14.70,13.68,189,1759,74.90,30.00,3.38,42,0.00,5.08,4.71,9,-9.58,8.52,0.00
50283,14.81,13.68,189,1758,74.90,30.00,3.75,42,0.00,5.08,4.71,9,-9.58,8.56,0.00
50342,14.81,13.68,189,1748,74.90,29.50,3.73,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
50402,14.81,13.68,189,1741,74.90,29.50,3.71,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
50462,14.81,13.68,189,1735,74.90,29.50,3.70,42,0.00,5.08,4.71,9,-9.58,8.65,0.00
50521,14.81,13.68,189,1725,74.90,29.50,3.82,42,0.00,5.22,4.71,9,-9.43,8.64,0.00
50581,14.81,13.60,189,1722,74.90,29.50,3.68,42,0.00,5.22,4.71,9,-9.43,8.56,0.00
50639,14.81,13.68,189,1722,74.90,29.50,3.67,42,0.00,5.22,4.71,9,-9.43,8.56,0.00
50699,14.70,13.60,189,1718,74.90,29.50,3.67,42,0.00,5.22,4.71,9,-9.43,8.56,0.00
50757,14.59,13.68,189,1714,74.90,29.50,3.66,42,0.00,5.22,4.71,9,-9.43,8.65,0.00
50816,14.59,13.60,189,1713,74.90,29.50,3.65,42,0.00,5.22,4.71,9,-9.43,8.60,0.00
50876,14.70,13.68,189,1719,74.90,29.50,3.67,42,0.00,5.22,4.71,9,-9.43,8.60,0.00
50936,14.70,13.60,189,1716,74.90,29.50,3.66,42,0.00,5.22,4.71,9,-9.43,8.65,0.00
50995,14.70,13.68,189,1712,74.90,29.50,3.65,42,0.00,5.22,4.71,9,-9.43,8.65,0.00
51055,14.70,13.60,189,1702,74.90,29.50,3.63,42,0.00,5.22,4.71,9,-9.43,8.60,0.00
51113,14.70,13.60,189,1706,74.90,29.50,3.64,42,0.00,5.22,4.71,9,-9.43,8.69,0.00
51174,14.70,13.68,189,1713,74.90,29.50,3.64,42,0.00,5.22,4.71,9,-9.43,8.60,0.00
51233,14.70,13.60,189,1710,74.90,29.50,3.65,42,0.00,5.22,4.71,9,-9.43,8.65,0.00
51292,14.70,13.68,189,1710,74.90,29.50,3.65,42,0.00,5.22,4.71,9,-9.43,8.65,0.00
51351,14.70,13.60,189,1715,74.90,29.50,3.66,42,0.00,5.22,4.71,9,-9.43,8.52,0.00
51411,14.70,13.68,189,1708,74.90,29.50,3.64,42,0.00,5.22,4.71,9,-9.43,8.56,0.00
51471,14.70,13.68,189,1708,74.90,29.50,3.64,42,0.00,5.22,0.00,9,-9.43,8.56,0.00
51530,14.81,13.68,189,1705,74.90,29.00,0.00,42,0.00,4.64,0.00,9,-10.01,5.26,0.00
51590,14.81,13.68,189,1678,74.90,26.50,0.00,42,0.00,4.21,0.00,9,-10.45,4.39,0.00
51649,14.70,13.68,189,1627,74.90,24.00,0.00,42,0.00,3.92,0.00,9,-10.74,4.03,0.00
51709,14.70,13.68,189,1590,74.90,22.50,0.00,42,0.00,3.77,0.00,9,-10.88,3.98,0.00
51767,14.70,13.68,189,1496,74.90,27.50,0.00,42,0.00,3.77,0.00,9,-10.88,4.03,0.00
51827,14.70,13.68,189,1507,74.90,25.00,0.00,42,0.00,3.77,0.00,9,-10.88,4.11,0.00
51887,15.27,13.68,189,1379,74.90,23.50,0.00,42,0.00,3.92,0.00,9,-10.74,4.11,0.00
51946,16.54,13.68,189,1268,74.90,22.50,1.89,42,0.00,3.92,0.00,9,-10.74,3.95,0.00
52005,17.23,13.68,189,1196,74.90,22.00,2.04,42,0.00,3.92,0.00,9,-10.74,4.06,0.00
52064,18.26,13.68,189,1107,74.90,22.00,1.89,42,0.00,4.21,0.00,9,-10.45,4.22,0.00
52123,19.41,13.68,189,1082,74.90,22.00,1.85,42,0.00,4.21,0.00,9,-10.45,4.20,0.00
52183,19.29,13.68,189,1052,74.90,22.00,1.79,42,0.00,4.35,0.00,9,-10.30,4.17,0.00
52241,20.10,13.68,189,1011,74.90,22.00,1.73,42,0.00,4.35,0.00,9,-10.30,4.09,0.00
52302,19.64,13.68,189,978,74.90,22.00,1.88,42,0.00,4.50,0.00,9,-10.16,4.11,0.00
52361,19.64,13.68,189,946,74.90,22.00,2.16,42,0.00,4.64,0.00,9,-10.01,4.31,0.00
52420,19.29,13.68,189,913,74.90,22.00,1.95,42,0.00,4.93,0.00,9,-9.72,4.44,0.00
52479,17.92,13.68,189,948,74.90,22.00,1.95,42,0.00,5.08,0.00,9,-9.58,4.51,0.00
52538,17.11,13.68,189,884,74.90,22.00,1.89,42,0.00,5.22,0.00,9,-9.43,4.51,0.00
52598,16.08,13.68,189,862,74.90,22.00,1.84,42,0.00,5.22,0.00,9,-9.43,4.57,0.00
52657,15.62,13.60,189,846,74.90,22.00,1.81,42,0.00,5.22,0.00,9,-9.43,4.60,0.00
52715,15.04,13.68,189,830,74.90,22.00,1.95,42,0.00,5.37,0.00,9,-9.29,4.63,0.00
52775,14.36,13.68,189,817,74.90,22.00,2.09,42,0.00,5.66,0.00,9,-9.00,4.94,0.00
52834,13.78,13.68,189,813,74.90,22.00,2.08,42,0.00,5.95,0.00,9,-8.71,5.19,0.00
52894,13.32,13.68,189,810,74.90,22.00,2.07,42,0.00,6.24,0.00,9,-8.42,5.29,0.00
52952,13.21,13.68,189,819,74.90,22.00,2.10,42,0.00,6.24,0.00,9,-8.42,5.32,0.00
53012,13.21,13.68,189,828,74.90,22.00,2.12,42,0.00,6.38,0.00,9,-8.27,5.29,0.00
53072,12.63,13.68,189,778,74.90,21.00,2.12,42,0.00,6.53,0.00,9,-8.13,5.26,0.00
53132,12.75,13.68,189,862,74.90,19.00,1.98,42,0.00,6.53,0.00,9,-8.13,5.22,0.00
53191,12.29,13.68,189,862,74.90,16.00,2.02,42,0.00,6.53,0.00,9,-8.13,5.22,0.00
53250,12.40,13.60,189,884,74.90,14.00,2.08,42,0.00,6.53,0.00,9,-8.13,5.26,0.00
53308,12.17,13.68,189,905,74.90,11.50,2.12,42,0.00,6.53,0.00,9,-8.13,5.29,0.00
53368,12.40,13.60,189,924,74.90,11.50,2.17,42,0.00,6.53,0.00,9,-8.13,5.26,0.00
53427,12.52,13.68,189,934,74.90,10.50,1.99,42,0.00,6.53,0.00,9,-8.13,5.26,0.00
53487,12.86,13.60,189,942,74.90,10.00,2.01,42,0.00,6.38,0.00,9,-8.27,5.29,0.00
53546,13.21,13.68,189,935,74.90,11.00,1.99,42,0.00,6.38,0.00,9,-8.27,5.26,0.00
53605,13.21,13.68,189,938,74.90,11.00,2.00,42,0.00,6.38,0.00,9,-8.27,5.26,0.00
53665,13.78,13.60,189,926,74.90,12.50,1.97,42,0.00,6.38,0.00,9,-8.27,5.26,0.00
53724,13.90,13.68,189,933,74.90,11.50,1.97,42,0.00,6.24,0.00,9,-8.42,5.26,0.00
53782,14.36,13.68,189,933,74.90,11.50,1.99,42,0.00,6.24,0.00,9,-8.42,5.26,0.00
53842,14.36,13.68,189,934,74.90,11.00,1.99,42,0.00,6.24,0.00,9,-8.42,5.26,0.00
53902,14.70,13.68,189,941,74.90,11.00,2.01,42,0.00,6.24,0.00,7,-8.42,5.26,0.00
53961,14.70,13.68,189,942,74.90,11.00,2.01,42,0.00,6.24,0.00,7,-8.42,5.26,0.00
54020,14.93,13.60,189,952,74.90,10.50,2.03,42,0.00,6.24,0.00,7,-8.42,5.22,0.00
54079,14.81,13.68,189,952,74.90,10.50,2.03,42,0.00,6.24,0.00,7,-8.42,5.26,0.00
54139,14.93,13.60,189,955,74.90,10.50,2.04,42,0.00,6.24,0.00,7,-8.42,5.19,0.00
54198,14.81,13.68,189,951,74.90,11.00,2.03,42,0.00,6.24,0.00,7,-8.42,5.22,0.00
54257,14.81,13.68,189,953,74.90,11.00,2.03,42,0.00,6.24,0.00,7,-8.42,5.19,0.00
54316,14.81,13.60,189,954,74.90,11.00,2.03,42,0.00,6.24,0.00,7,-8.42,5.22,0.00
54375,14.70,13.68,189,954,74.90,11.50,2.04,42,0.00,6.24,0.00,7,-8.42,5.22,0.00
54434,14.81,13.60,189,954,74.90,11.50,2.03,42,0.00,6.24,0.00,7,-8.42,5.22,0.00
54494,14.81,13.68,189,956,74.90,11.50,2.04,42,0.00,6.24,0.00,7,-8.42,5.22,0.00
54554,14.81,13.60,189,955,74.90,11.00,2.04,42,0.00,6.09,0.00,7,-8.56,5.26,0.00
54612,14.81,13.68,189,962,74.90,11.00,2.05,42,0.00,6.09,0.00,7,-8.56,5.22,0.00
54672,14.81,13.68,189,963,74.90,11.00,2.05,42,0.00,6.09,0.00,7,-8.56,5.19,0.00
54732,14.81,13.68,189,961,74.90,11.50,2.05,42,0.00,6.09,0.00,7,-8.56,5.16,0.00
54791,14.81,13.60,189,954,74.90,12.50,2.04,42,0.00,6.09,0.00,7,-8.56,5.22,0.00
54850,14.81,13.60,189,957,74.90,12.00,2.04,42,0.00,6.09,0.00,6,-8.56,5.19,0.00
54909,14.81,13.68,189,960,74.90,13.00,2.05,42,0.00,6.09,0.00,6,-8.56,5.22,0.00
54968,14.70,13.60,189,897,74.90,12.00,2.05,42,0.00,6.09,0.00,6,-8.56,5.19,0.00
55028,14.81,13.68,189,961,74.90,13.00,2.05,42,0.00,6.09,0.00,6,-8.56,5.19,0.00
55086,14.81,13.60,189,956,74.90,12.50,2.04,42,0.00,6.09,0.00,6,-8.56,5.19,0.00
55146,14.81,13.68,189,960,74.90,12.50,2.05,42,0.00,6.09,0.00,6,-8.56,5.19,0.00
55206,14.70,13.68,189,959,74.90,12.50,2.05,42,0.00,6.09,0.00,6,-8.56,5.19,0.00
55264,14.81,13.68,189,967,74.90,11.50,2.06,42,0.00,6.09,0.00,6,-8.56,5.13,0.00
55326,14.59,13.68,189,969,74.90,11.50,2.07,42,0.00,6.09,0.00,5,-8.56,5.19,0.00
55384,14.70,13.68,189,972,74.90,11.50,2.07,42,0.00,6.09,0.00,5,-8.56,5.16,0.00
55442,14.59,13.68,189,968,74.90,12.00,2.07,42,0.00,6.09,0.00,5,-8.56,5.13,0.00
55502,14.59,13.68,189,966,74.90,12.50,2.06,42,0.00,6.09,0.00,5,-8.56,5.07,0.00
55561,14.70,13.68,189,1019,74.90,13.00,2.06,42,0.00,6.09,0.00,5,-8.56,5.13,0.00
55620,14.70,13.68,189,949,74.90,14.00,2.04,42,0.00,6.09,0.00,5,-8.56,5.16,0.00
55679,14.81,13.68,189,949,74.90,14.00,2.02,42,0.00,6.09,0.00,5,-8.56,5.16,0.00
55739,14.70,13.68,189,950,74.90,13.50,2.03,42,0.00,6.09,0.00,5,-8.56,5.16,0.00
55798,14.81,13.68,189,955,74.90,12.50,2.04,42,0.00,6.09,0.00,4,-8.56,5.16,0.00
55856,14.81,13.68,189,966,74.90,12.50,2.06,42,0.00,6.09,0.00,4,-8.56,5.16,0.00
55916,14.81,13.68,189,965,74.90,13.00,2.06,42,0.00,6.09,0.00,4,-8.56,5.16,0.00
55976,14.81,13.68,189,970,74.90,12.50,2.07,42,0.00,6.09,0.00,4,-8.56,5.10,0.00
56036,14.93,13.68,189,965,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56094,14.93,13.68,189,970,74.90,12.50,2.07,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56154,14.81,13.68,189,975,74.90,13.00,2.08,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
56213,14.81,13.68,189,974,74.90,12.50,2.08,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56273,15.04,13.68,189,974,74.90,14.00,2.08,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56332,14.81,13.68,189,960,74.90,13.00,2.05,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
56391,15.04,13.68,189,968,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.13,0.00
56450,14.93,13.68,189,966,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56509,15.04,13.68,189,970,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.13,0.00
56570,14.93,13.68,189,968,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56628,15.04,13.68,189,971,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
56688,14.81,13.60,189,968,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
56746,14.81,13.60,189,964,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
56805,14.93,13.68,189,970,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
56866,14.81,13.60,189,965,74.90,13.50,2.07,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
56924,14.93,13.68,189,965,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
56984,14.81,13.68,189,970,74.90,13.50,2.07,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
57043,14.93,13.68,189,967,74.90,13.00,2.06,42,0.00,5.95,0.00,4,-8.71,5.10,0.00
57102,14.93,13.60,189,972,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
57162,14.93,13.68,189,968,74.90,13.50,2.07,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
57220,14.93,13.60,189,971,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
57280,14.93,13.68,189,971,74.90,14.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
57339,14.93,13.68,189,974,74.90,13.00,2.08,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
57397,14.93,13.60,189,972,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
57457,14.81,13.68,189,978,74.90,13.00,2.07,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
57516,14.93,13.60,189,978,74.90,13.00,2.09,42,0.00,5.95,0.00,4,-8.71,5.04,0.00
57575,14.81,13.68,189,974,74.90,12.50,2.08,42,0.00,5.95,0.00,4,-8.71,5.07,0.00
57635,15.04,13.68,189,980,74.90,13.00,2.09,42,0.00,5.95,0.00,3,-8.71,5.00,0.00
57697,14.81,13.68,189,976,74.90,13.00,2.08,42,0.00,5.95,0.00,3,-8.71,5.04,0.00
57754,14.81,13.60,189,982,74.90,12.50,2.09,42,0.00,5.95,0.00,3,-8.71,4.97,0.00
57813,14.81,13.68,189,976,74.90,13.00,2.08,42,0.00,5.80,0.00,3,-8.85,5.04,0.00
57872,14.81,13.60,189,970,74.90,14.00,2.07,42,0.00,5.80,0.00,3,-8.85,5.00,0.00
57932,14.81,13.68,189,974,74.90,13.50,2.08,42,0.00,5.80,0.00,3,-8.85,5.00,0.00
57990,14.81,13.68,189,978,74.90,13.00,2.09,42,0.00,5.80,0.00,3,-8.85,5.00,0.00
58051,14.81,13.60,189,979,74.90,13.00,2.09,42,0.00,5.80,0.00,3,-8.85,5.04,0.00
58108,14.81,13.68,189,968,74.90,14.00,2.09,42,0.00,5.80,0.00,3,-8.85,5.04,0.00
58169,14.81,13.68,189,968,74.90,14.50,2.06,42,0.00,5.80,0.00,3,-8.85,5.04,0.00
58228,14.81,13.68,189,965,74.90,14.00,2.06,42,0.00,5.80,1.18,3,-8.85,5.07,0.00
58287,14.81,13.60,189,963,74.90,14.00,2.26,42,0.00,5.95,2.35,3,-8.71,5.52,0.00
58347,14.81,13.68,189,983,74.90,14.00,2.31,42,0.00,6.24,2.35,3,-8.42,6.07,0.00
58405,14.81,13.68,189,1000,74.90,15.00,2.35,42,0.00,6.38,2.75,3,-8.27,6.18,0.00
58465,14.81,13.68,189,1022,74.90,15.50,2.40,42,0.00,6.53,2.75,3,-8.13,6.26,0.00
58524,14.36,13.68,189,1049,74.90,16.50,2.46,42,0.00,6.53,2.75,3,-8.13,6.40,0.00
58584,14.36,13.68,189,1083,74.90,17.50,2.54,42,0.00,6.53,2.75,2,-8.13,6.55,0.00
58643,14.01,13.68,189,1112,74.90,19.00,2.46,42,0.00,6.53,3.14,2,-8.13,6.51,0.00
58702,14.24,13.68,189,1140,74.90,20.00,2.61,42,0.00,6.53,3.14,2,-8.13,6.66,0.00
58761,14.01,13.68,189,1140,74.90,20.00,2.43,42,0.00,6.53,3.14,2,-8.13,6.66,0.00
58821,14.36,13.68,189,1153,74.90,20.00,2.71,42,0.00,6.53,3.14,2,-8.13,6.84,0.00
58880,14.70,13.68,189,1152,74.90,20.00,2.70,42,0.00,6.53,3.53,2,-8.13,7.03,0.00
58940,14.81,13.68,189,1152,74.90,20.00,2.70,42,0.00,6.53,3.53,2,-8.13,7.06,0.00
58999,15.04,13.68,189,1162,74.90,20.00,2.73,42,0.00,6.67,3.92,2,-7.98,7.33,0.00
59058,15.16,13.68,189,1154,74.90,20.00,2.95,42,0.00,6.67,3.92,3,-7.98,7.54,0.00
59118,15.50,13.68,189,1135,74.90,20.00,2.91,42,0.00,6.82,4.31,3,-7.84,7.78,0.00
59177,15.39,13.68,189,1133,74.90,20.00,3.14,42,0.00,6.96,4.71,3,-7.69,7.98,0.00
59236,15.39,13.68,189,1137,74.90,20.00,3.40,42,0.00,7.11,4.71,3,-7.55,8.39,0.00
59296,15.04,13.68,189,1137,74.90,20.00,3.15,42,0.00,7.25,4.71,3,-7.40,8.60,0.00
59355,15.16,13.68,189,1138,74.90,20.00,3.15,42,0.00,7.55,5.10,3,-7.11,8.82,0.00
59414,14.81,13.68,189,1138,74.90,20.00,3.40,42,0.00,7.69,5.10,3,-6.96,8.82,0.00
59473,14.47,13.68,189,1138,74.90,20.00,3.16,42,0.00,7.69,5.10,3,-6.96,8.95,0.00
59533,14.47,13.68,189,1151,74.90,20.00,3.44,42,0.00,7.84,5.10,3,-6.82,9.09,0.00
59592,14.01,13.68,189,1140,74.90,20.00,3.41,42,0.00,7.98,5.10,3,-6.67,9.13,0.00
59651,14.13,13.68,189,1130,74.90,20.00,3.37,42,0.00,7.98,5.10,3,-6.67,9.09,0.00
59710,14.36,13.68,189,1105,74.90,19.50,3.30,42,0.00,8.13,5.10,3,-6.53,9.22,0.00
59769,14.24,13.60,189,1088,74.90,19.00,3.25,42,0.00,8.27,5.49,3,-6.38,9.26,0.00
59829,14.24,13.60,189,1074,74.90,19.00,3.44,42,0.00,8.42,5.10,3,-6.24,9.17,0.00
59887,14.59,13.68,189,1056,74.90,19.00,3.38,42,0.00,8.42,5.49,3,-6.24,9.26,0.00
59947,14.59,13.60,189,1041,74.90,18.50,3.38,42,0.00,8.56,5.49,3,-6.09,9.22,0.00
60007,14.81,13.68,189,1030,74.90,18.00,3.33,42,0.00,8.71,5.49,4,-5.95,9.22,0.00
60066,14.70,13.60,189,1030,74.90,19.00,3.30,42,0.00,9.00,5.49,4,-5.66,9.35,0.00
60125,14.70,13.68,189,1056,74.90,19.00,3.60,42,0.00,9.00,5.49,4,-5.66,9.84,0.00
60185,14.81,13.68,189,1090,74.90,19.00,3.49,42,0.00,9.14,5.49,4,-5.51,9.88,0.00
60244,14.59,13.68,189,1145,74.90,20.00,3.42,42,0.00,9.14,5.49,4,-5.51,9.93,0.00
60303,14.59,13.68,189,1175,74.90,20.50,3.51,42,0.00,9.00,5.49,4,-5.66,9.75,0.00
60363,14.59,13.68,189,1197,74.90,21.00,3.58,42,0.00,9.00,5.49,4,-5.66,10.13,0.00
60422,14.70,13.60,189,1208,74.90,21.00,3.61,42,0.00,8.85,5.49,4,-5.80,9.99,0.00
60480,14.70,13.60,189,1212,74.90,21.00,3.62,42,0.00,8.85,5.49,4,-5.80,10.03,0.00
60541,14.93,13.76,189,1199,74.90,20.00,3.62,42,0.00,8.85,5.49,4,-5.80,9.97,0.00
60599,15.27,13.68,189,1150,74.90,19.00,3.87,42,0.00,8.85,5.49,4,-5.80,10.03,0.00
60659,15.16,13.68,189,1086,74.90,19.50,3.94,42,0.00,9.00,5.49,4,-5.66,10.03,0.00
60719,15.62,13.60,189,1122,74.90,22.00,3.59,42,0.00,8.85,5.49,4,-5.80,9.99,0.00
60777,15.04,13.68,189,1258,74.90,22.50,3.76,42,0.00,8.85,5.49,4,-5.80,9.99,0.00
60837,14.70,13.68,189,1294,74.90,22.50,3.87,42,0.00,8.56,5.49,4,-6.09,10.13,0.00
60897,14.59,13.68,189,1268,74.90,22.50,3.79,42,0.00,8.42,5.49,4,-6.24,10.03,0.00
60956,14.81,13.60,189,1248,74.90,22.00,3.73,42,0.00,8.42,5.49,6,-6.24,10.03,0.00
61015,14.93,13.68,189,1282,74.90,22.50,3.83,42,0.00,8.27,5.49,6,-6.38,10.08,0.00
61073,15.50,13.68,189,1380,74.90,24.00,4.12,42,0.00,8.13,5.49,6,-6.53,10.13,0.00
61135,15.50,13.68,189,1415,74.90,25.00,4.03,42,0.00,7.98,5.49,6,-6.67,10.13,0.00
61195,15.39,13.68,189,1469,74.90,25.00,4.23,42,0.00,7.84,5.49,6,-6.82,10.13,0.00
61252,15.16,13.60,189,1405,74.90,24.00,3.90,42,0.00,7.69,5.49,6,-6.96,10.13,0.00
61312,14.93,13.68,189,1388,74.90,25.00,3.85,42,0.00,7.55,5.49,6,-7.11,10.08,0.00
61372,14.81,13.68,189,1426,74.90,26.00,3.96,42,0.00,7.55,5.49,6,-7.11,10.13,0.00
61431,14.81,13.68,189,1489,74.90,26.50,4.13,42,0.00,7.55,5.49,7,-7.11,10.13,0.00
61489,14.70,13.60,189,1504,74.90,26.50,3.85,42,0.00,7.40,5.49,7,-7.25,10.08,0.00
61548,14.81,13.68,189,1505,74.90,26.50,3.85,42,0.00,7.25,5.49,7,-7.40,10.03,0.00
61608,14.81,13.68,189,1510,74.90,26.50,3.86,42,0.00,7.25,5.49,7,-7.40,9.97,0.00
61667,15.04,13.68,189,1528,74.90,27.00,3.91,42,0.00,7.11,5.49,7,-7.55,9.97,0.00
61726,15.04,13.68,189,1576,74.90,28.00,3.87,42,0.00,7.11,5.49,7,-7.55,9.93,0.00
61786,15.04,13.68,189,1601,74.90,28.50,3.94,42,0.00,6.96,5.49,7,-7.69,9.97,0.00
61845,15.16,13.68,189,1654,74.90,28.00,4.10,42,0.00,6.82,5.49,7,-7.84,9.88,0.00
61905,15.04,13.68,189,1590,74.90,28.00,3.73,42,0.00,6.82,5.49,8,-7.84,9.88,0.00
61964,15.16,13.76,189,1590,74.90,28.50,3.73,42,0.00,6.67,5.49,8,-7.98,9.84,0.00
62023,15.27,13.68,189,1618,74.90,29.00,3.80,42,0.00,6.67,5.49,8,-7.98,9.93,0.00
62084,15.27,13.68,189,1660,74.90,29.00,3.89,42,0.00,6.53,5.49,8,-8.13,9.79,0.00
62142,15.16,13.76,189,1682,74.90,29.00,3.95,42,0.00,6.38,5.49,8,-8.27,9.88,0.00
62201,15.16,13.68,189,1670,74.90,29.00,3.92,43,0.00,6.38,0.00,8,-8.27,9.79,0.00
62261,15.16,13.76,189,1665,74.90,27.50,0.00,43,0.00,5.22,0.00,8,-9.43,5.84,0.00
62319,15.04,13.76,189,1664,74.90,26.00,0.00,43,0.00,4.79,0.00,8,-9.87,4.91,0.00
62378,15.04,13.76,189,1660,74.90,24.50,0.00,43,0.00,4.50,0.00,8,-10.16,4.72,0.00
62439,14.70,13.76,189,1648,74.90,21.50,0.00,43,0.00,4.35,0.00,8,-10.30,4.36,0.00
62497,15.04,13.76,189,1664,74.90,20.00,0.00,43,0.00,4.21,0.00,8,-10.45,4.53,0.00
62557,15.39,13.76,189,1600,74.90,24.00,0.00,43,0.00,4.21,0.00,8,-10.45,4.53,0.00
62616,16.42,13.76,189,1512,74.90,23.50,0.00,43,0.00,4.21,0.00,8,-10.45,4.57,0.00
62675,18.49,13.76,189,1451,74.90,22.00,0.00,43,0.00,4.21,0.00,8,-10.45,4.72,0.00
62734,20.56,13.68,189,1367,74.90,22.00,0.00,43,0.00,4.35,0.00,8,-10.30,4.36,0.00
62794,23.08,13.76,189,1295,74.90,22.00,1.93,43,0.00,4.35,0.00,8,-10.30,4.25,0.00
62854,23.20,13.68,189,1241,74.90,22.00,2.12,43,0.00,4.35,0.00,9,-10.30,4.47,0.00
62913,23.89,13.68,189,1159,74.90,22.00,1.98,43,0.00,4.50,0.00,9,-10.16,4.63,0.00
62973,23.89,13.68,189,1190,74.90,22.00,2.03,43,0.00,4.79,0.00,9,-9.87,4.69,0.00
63031,23.54,13.68,189,1204,74.90,21.00,2.05,43,0.00,4.64,0.00,9,-10.01,4.39,0.00
