Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
27920,14.70,13.68,194,1734,74.90,29.50,2.96,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.04,0.00
27987,14.70,13.68,194,1737,74.90,29.50,2.96,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,5.96,0.00
28054,14.59,13.76,194,1735,74.90,29.50,2.96,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,5.96,0.00
28120,14.59,13.68,194,1732,74.90,29.50,2.96,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,6.00,0.00
28185,14.59,13.68,194,1731,74.90,29.50,2.95,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.00,0.00
28252,14.59,13.68,194,1716,74.90,29.00,2.93,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,5.96,0.00
28319,14.59,13.68,194,1709,74.90,29.00,2.92,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,6.00,0.00
28384,14.59,13.68,194,1701,74.90,29.00,2.90,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,5.96,0.00
28451,14.59,13.68,194,1710,74.90,29.00,2.92,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.93,0.00
28517,14.70,13.68,194,1708,74.90,29.00,2.91,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.93,0.00
28582,14.59,13.76,194,1708,74.90,29.00,2.91,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.00,0.00
28649,14.70,13.68,194,1704,74.90,29.00,2.91,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.96,0.00
28715,14.59,13.68,194,1696,74.90,29.00,2.90,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.90,0.00
28782,14.70,13.68,194,1696,74.90,29.00,2.89,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.93,0.00
28847,14.70,13.76,194,1694,74.90,29.00,2.89,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.93,0.00
28915,14.70,13.60,194,1701,74.90,29.00,2.90,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.90,0.00
28980,14.70,13.76,194,1699,74.90,29.00,2.90,42,0.00,3.92,2.75,10,0.21,0.00,-10.88,5.90,0.00
29046,14.81,13.68,194,1702,74.90,29.00,2.90,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.93,0.00
29112,14.81,13.76,194,1694,74.90,28.50,2.89,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.90,0.00
29178,14.81,13.68,194,1682,74.90,28.50,2.87,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.93,0.00
29244,14.81,13.76,194,1680,74.90,28.50,2.87,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.90,0.00
29311,14.81,13.76,194,1680,74.90,29.00,2.87,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.90,0.00
29377,14.81,13.68,194,1691,74.90,29.00,2.89,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.90,0.00
29444,14.81,13.68,194,1689,74.90,28.50,2.88,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.93,0.00
29510,14.81,13.76,194,1683,74.90,28.50,2.87,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.86,0.00
29577,14.81,13.76,194,1669,74.90,28.50,2.85,42,0.00,3.92,2.75,9,0.21,0.00,-10.88,5.93,0.00
29643,14.81,13.76,194,1658,74.90,28.50,2.83,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.93,0.00
29708,14.81,13.76,194,1664,74.90,28.50,2.82,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.93,0.00
29776,14.81,13.76,194,1666,74.90,28.50,2.84,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.93,0.00
29841,14.81,13.76,194,1658,74.90,28.50,2.84,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.90,0.00
29908,14.81,13.68,194,1656,74.90,28.50,2.83,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.93,0.00
29974,14.81,13.76,194,1651,74.90,28.50,2.83,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.96,0.00
30040,14.81,13.76,194,1660,74.90,28.50,2.82,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.93,0.00
30105,14.81,13.68,194,1656,74.90,28.50,2.83,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.93,0.00
30173,14.81,13.76,194,1654,74.90,28.50,2.83,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30238,14.81,13.76,194,1644,74.90,28.50,2.82,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30305,14.81,13.68,194,1644,74.90,28.50,2.81,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.93,0.00
30371,14.81,13.76,194,1652,74.90,28.50,2.81,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.93,0.00
30438,14.81,13.68,194,1649,74.90,28.50,2.82,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30503,14.81,13.76,194,1651,74.90,28.50,2.81,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30569,14.81,13.68,194,1640,74.90,28.50,2.80,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.87,0.00
30635,14.81,13.68,194,1636,74.90,28.50,2.79,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30702,14.81,13.68,194,1644,74.90,28.50,2.81,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30767,14.81,13.68,194,1642,74.90,28.50,2.80,42,0.00,4.06,2.75,9,0.21,0.00,-10.74,5.90,0.00
30835,14.81,13.68,194,1624,74.90,28.50,2.77,42,0.00,4.06,2.75,9,0.22,0.00,-10.74,5.90,0.00
30899,14.81,13.68,194,1608,74.90,28.00,2.74,42,0.00,4.06,2.75,9,0.19,0.00,-10.74,5.90,0.00
30967,14.81,13.68,194,1607,74.90,28.00,2.74,42,0.00,4.21,2.75,9,0.22,0.00,-10.59,5.90,0.00
31033,14.81,13.68,194,1608,74.90,28.00,2.74,42,0.00,4.21,2.75,9,0.22,0.00,-10.59,5.90,0.00
31099,14.81,13.68,194,1619,74.90,28.00,2.76,42,0.00,4.21,2.75,9,0.22,0.00,-10.59,5.90,0.00
31165,14.81,13.68,194,1618,74.90,28.50,2.76,42,0.00,4.21,2.75,9,0.22,0.00,-10.59,5.90,0.00
31231,14.70,13.68,194,1616,74.90,28.50,2.76,42,0.00,4.21,2.75,9,0.22,0.00,-10.59,5.90,0.00
31297,14.59,13.76,194,1618,74.90,28.50,2.76,42,0.00,4.21,2.75,9,0.22,0.00,-10.59,5.86,0.00
31364,14.70,13.68,194,1602,74.90,28.00,2.73,42,0.00,4.21,0.00,9,0.21,0.00,-10.59,5.90,0.00
31430,14.70,13.76,194,1585,74.90,26.50,0.00,42,0.00,4.21,0.00,9,0.19,0.00,-10.59,5.48,0.00
31496,14.70,13.68,194,1556,74.90,25.00,0.00,42,0.00,3.92,0.00,9,0.18,0.00,-10.88,4.31,0.00
31562,14.70,13.76,194,1544,74.90,29.50,0.00,42,0.00,3.63,0.00,9,0.16,0.00,-11.17,4.03,0.00
31627,15.04,13.68,194,1509,74.90,28.50,0.00,42,0.00,3.63,0.00,9,0.16,0.00,-11.17,3.98,0.00
31695,15.39,13.68,194,1447,74.90,26.50,0.00,42,0.00,3.63,0.00,9,0.16,0.00,-11.17,3.98,0.00
31761,16.31,13.60,194,1358,74.90,25.00,2.03,42,0.00,3.63,0.00,9,0.16,0.00,-11.17,3.95,0.00
31827,17.92,13.68,194,1283,74.90,23.00,1.92,42,0.00,3.63,0.00,9,0.17,0.00,-11.17,3.60,0.00
31893,19.29,13.68,194,1194,74.90,22.00,1.78,42,0.00,3.77,0.00,9,0.19,0.00,-11.03,3.47,0.00
31958,21.36,13.68,194,1150,74.90,22.00,1.72,42,0.00,3.77,0.00,9,0.20,0.00,-11.03,3.65,0.00
32024,20.90,13.68,194,1137,74.90,22.00,1.94,42,0.00,3.92,0.00,9,0.20,0.00,-10.88,3.78,0.00
32091,20.21,13.68,194,1134,74.90,22.00,1.93,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.78,0.00
32157,20.44,13.68,194,1116,74.90,22.00,1.67,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.75,0.00
32223,20.90,13.68,194,1099,74.90,22.00,1.64,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.67,0.00
32290,19.75,13.68,194,1087,74.90,22.00,1.62,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.60,0.00
32355,18.95,13.60,194,1071,74.90,22.00,1.83,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.58,0.00
32422,17.92,13.68,194,1058,74.90,22.00,1.80,42,0.00,4.06,0.00,9,0.21,0.00,-10.74,3.60,0.00
32488,16.88,13.60,194,1043,74.90,22.00,1.78,42,0.00,4.06,0.00,9,0.21,0.00,-10.74,3.65,0.00
32555,15.96,13.68,194,1020,74.90,22.00,1.74,42,0.00,4.21,0.00,9,0.22,0.00,-10.59,3.67,0.00
32621,15.27,13.60,194,1012,74.90,22.00,1.73,42,0.00,4.21,0.00,9,0.22,0.00,-10.59,3.67,0.00
32686,15.16,13.68,194,999,74.90,22.00,1.70,42,0.00,4.21,0.00,9,0.23,0.00,-10.59,3.73,0.00
32754,14.81,13.68,194,994,74.90,22.00,1.70,42,0.00,4.35,0.00,9,0.23,0.00,-10.45,3.75,0.00
32820,14.81,13.68,194,992,74.90,22.00,1.69,42,0.00,4.35,0.00,8,0.22,0.00,-10.45,3.78,0.00
32885,14.70,13.76,194,994,74.90,22.00,1.70,42,0.00,4.35,0.00,8,0.22,0.00,-10.45,3.67,0.00
32951,14.47,13.76,194,991,74.90,22.00,1.69,42,0.00,4.50,0.00,8,0.22,0.00,-10.30,3.67,0.00
33018,14.47,13.76,194,992,74.90,22.00,1.69,42,0.00,4.50,0.00,8,0.22,0.00,-10.30,3.63,0.00
33083,14.13,13.68,194,994,74.90,22.00,1.70,42,0.00,4.50,0.00,8,0.22,0.00,-10.30,3.63,0.00
33150,14.13,13.68,194,996,74.90,22.00,1.70,42,0.00,4.50,0.00,8,0.21,0.00,-10.30,3.56,0.00
33215,13.90,13.68,194,995,74.90,21.50,1.70,42,0.00,4.50,0.00,8,0.21,0.00,-10.30,3.52,0.00
33282,14.01,13.68,194,986,74.90,22.00,1.68,42,0.00,4.35,0.00,8,0.21,0.00,-10.45,3.47,0.00
33348,13.78,13.68,194,985,74.90,21.50,1.68,42,0.00,4.35,0.00,8,0.22,0.00,-10.45,3.49,0.00
33415,13.90,13.68,194,978,74.90,21.50,1.67,42,0.00,4.35,0.00,8,0.19,0.00,-10.45,3.52,0.00
33480,13.90,13.68,194,975,74.90,21.50,1.66,42,0.00,4.35,0.00,8,0.22,0.00,-10.45,3.56,0.00
33546,14.01,13.68,196,969,74.90,21.50,1.65,42,0.00,4.50,0.00,8,0.22,0.00,-10.30,3.52,0.00
33614,14.01,13.68,196,970,74.90,21.00,1.66,42,0.00,4.50,0.00,8,0.22,0.00,-10.30,3.52,0.00
33679,14.13,13.68,196,971,74.90,20.50,1.66,42,0.00,4.50,0.00,8,0.22,0.00,-10.30,3.52,0.00
33746,14.24,13.68,196,978,74.90,19.50,1.67,42,0.00,4.50,0.00,7,0.21,0.00,-10.30,3.47,0.00
33812,14.13,13.68,196,971,74.90,19.50,1.66,42,0.00,4.50,0.00,7,0.21,0.00,-10.30,3.49,0.00
33877,14.36,13.68,196,973,74.90,19.00,1.66,42,0.00,4.50,0.00,7,0.22,0.00,-10.30,3.47,0.00
33943,14.24,13.68,196,966,74.90,19.50,1.65,42,0.00,4.50,0.00,7,0.22,0.00,-10.30,3.49,0.00
34009,14.36,13.68,196,966,74.90,19.00,1.65,42,0.00,4.50,0.00,7,0.22,0.00,-10.30,3.49,0.00
34076,14.24,13.68,196,961,74.90,19.00,1.64,42,0.00,4.50,0.00,7,0.22,0.00,-10.30,3.47,0.00
34143,14.36,13.68,196,964,74.90,18.50,1.65,42,0.00,4.50,0.00,7,0.22,0.00,-10.30,3.47,0.00
34209,14.24,13.68,196,957,74.90,19.00,1.63,42,0.00,4.50,0.00,6,0.22,0.00,-10.30,3.47,0.00
34275,14.36,13.60,196,952,74.90,19.00,1.63,42,0.00,4.50,0.00,6,0.22,0.00,-10.30,3.49,0.00
34340,14.24,13.68,196,944,74.90,19.50,1.61,42,0.00,4.50,0.00,6,0.22,0.00,-10.30,3.49,0.00
34407,14.36,13.60,196,948,74.90,19.00,1.62,42,0.00,4.50,0.00,6,0.22,0.00,-10.30,3.49,0.00
34473,14.24,13.68,196,944,74.90,18.50,1.61,42,0.00,4.64,0.00,6,0.22,0.00,-10.16,3.49,0.00
34538,14.36,13.68,196,943,74.90,18.50,1.61,42,0.00,4.64,0.00,6,0.22,0.00,-10.16,3.47,0.00
34605,14.13,13.68,196,947,74.90,17.50,1.62,42,0.00,4.64,0.00,6,0.22,0.00,-10.16,3.49,0.00
34672,14.36,13.68,196,942,74.90,18.00,1.61,42,0.00,4.64,0.00,5,0.22,0.00,-10.16,3.47,0.00
34737,14.13,13.68,196,941,74.90,17.50,1.61,42,0.00,4.64,0.00,5,0.22,0.00,-10.16,3.49,0.00
34804,14.36,13.68,196,940,74.90,17.50,1.60,42,0.00,4.64,0.00,5,0.23,0.00,-10.16,3.49,0.00
34870,14.13,13.68,196,934,74.90,18.00,1.59,42,0.00,4.64,0.00,5,0.23,0.00,-10.16,3.56,0.00
34936,14.36,13.68,196,930,74.90,18.00,1.59,42,0.00,4.64,0.00,5,0.23,0.00,-10.16,3.60,0.00
35002,14.24,13.68,196,931,74.90,18.00,1.59,42,0.00,4.64,0.00,5,0.23,0.00,-10.16,3.60,0.00
35068,14.47,13.68,196,937,74.90,17.00,1.60,42,0.00,4.64,0.00,5,0.23,0.00,-10.16,3.65,0.00
35134,14.36,13.68,196,946,74.90,16.00,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.67,0.00
35201,14.47,13.68,196,944,74.90,15.50,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
35266,14.36,13.68,196,946,74.90,15.50,1.61,42,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.58,0.00
35333,14.59,13.68,196,947,74.90,14.50,1.62,42,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.52,0.00
35398,14.24,13.68,196,951,74.90,15.50,1.62,42,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.52,0.00
35465,14.24,13.60,196,948,74.90,15.00,1.62,42,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.49,0.00
35532,14.47,13.68,196,948,74.90,16.00,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.49,0.00
35597,14.24,13.68,196,935,74.90,16.00,1.60,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.56,0.00
35664,14.47,13.68,196,934,74.90,15.50,1.59,42,0.00,4.64,0.00,4,0.24,0.00,-10.16,3.63,0.00
35731,14.36,13.68,196,936,74.90,15.00,1.60,42,0.00,4.64,0.00,4,0.24,0.00,-10.16,3.70,0.00
35797,14.47,13.76,196,942,74.90,14.00,1.61,42,0.00,4.79,0.00,4,0.24,0.00,-10.01,3.73,0.00
35863,14.47,13.68,196,946,74.90,13.50,1.61,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.75,0.00
35929,14.59,13.68,196,954,74.90,13.00,1.63,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.70,0.00
35995,14.47,13.68,196,958,74.90,12.50,1.64,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.70,0.00
36061,14.36,13.68,196,957,74.90,13.00,1.65,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.63,0.00
36128,14.59,13.68,196,960,74.90,13.00,1.63,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.58,0.00
36193,14.59,13.68,196,950,74.90,14.00,1.64,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.56,0.00
36259,14.59,13.76,196,952,74.90,14.00,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
36325,14.59,13.68,196,946,74.90,14.00,1.62,42,0.00,4.64,0.00,4,0.24,0.00,-10.16,3.65,0.00
36392,14.70,13.68,196,948,74.90,13.50,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
36457,14.70,13.68,196,956,74.90,13.00,1.62,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.70,0.00
36524,14.81,13.68,196,954,74.90,13.50,1.63,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.73,0.00
36590,14.70,13.68,196,960,74.90,13.00,1.63,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.67,0.00
36656,14.81,13.76,196,952,74.90,14.00,1.64,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.67,0.00
36723,14.70,13.68,196,951,74.90,14.00,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.63,0.00
36788,14.81,13.76,196,950,74.90,14.00,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
36856,14.70,13.68,196,958,74.90,13.00,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
36921,14.81,13.68,196,956,74.90,13.50,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.70,0.00
36987,14.70,13.68,196,960,74.90,13.00,1.64,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
37054,14.81,13.68,196,957,74.90,13.50,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
37120,14.81,13.68,196,968,74.90,13.00,1.63,42,0.00,4.64,0.39,4,0.24,0.00,-10.16,3.63,0.00
37186,14.81,13.68,196,965,74.90,13.00,1.85,42,0.00,4.79,0.78,4,0.27,0.00,-10.01,3.91,0.00
37252,14.81,13.68,196,975,74.90,14.00,2.29,42,0.00,4.79,1.57,4,0.30,0.00,-10.01,4.17,0.00
37317,14.81,13.68,196,997,74.90,14.50,2.34,42,0.00,4.93,1.96,4,0.31,0.00,-9.87,4.72,0.00
37384,14.81,13.68,196,1025,74.90,15.50,2.19,42,0.00,5.08,1.96,4,0.31,0.00,-9.72,5.10,0.00
37451,14.81,13.68,196,1066,74.90,16.00,2.27,42,0.00,5.37,1.96,4,0.30,0.00,-9.43,5.26,0.00
37516,14.81,13.60,196,1096,74.90,17.50,2.34,42,0.00,5.37,2.35,4,0.30,0.00,-9.43,5.35,0.00
37583,14.59,13.68,196,1131,74.90,18.00,2.41,42,0.00,5.37,2.75,4,0.30,0.00,-9.43,5.48,0.00
37648,14.01,13.68,196,1176,74.90,19.00,2.51,42,0.00,5.51,3.14,4,0.31,0.00,-9.29,5.61,0.00
37714,13.78,13.68,196,1208,74.90,20.50,2.58,42,0.00,5.51,3.14,4,0.30,0.00,-9.29,6.00,0.00
37781,13.78,13.68,196,1233,74.90,21.00,2.63,42,0.00,5.66,3.14,4,0.30,0.00,-9.14,6.18,0.00
37847,14.13,13.68,196,1262,74.90,21.50,2.69,42,0.00,5.66,3.14,4,0.30,0.00,-9.14,6.26,0.00
37913,14.47,13.68,196,1263,74.90,21.50,2.69,42,0.00,5.51,3.14,4,0.30,0.00,-9.29,6.26,0.00
37979,14.81,13.68,196,1277,74.90,22.00,2.72,42,0.00,5.51,3.14,4,0.30,0.00,-9.29,6.37,0.00
38045,15.04,13.68,196,1269,74.90,22.00,2.71,42,0.00,5.51,3.14,4,0.30,0.00,-9.29,6.37,0.00
38111,15.39,13.68,196,1240,74.90,21.00,2.65,42,0.00,5.51,3.14,4,0.28,0.00,-9.29,6.37,0.00
38177,15.73,13.60,196,1216,74.90,21.00,2.59,42,0.00,5.51,3.14,4,0.32,0.00,-9.29,6.33,0.00
38245,15.62,13.68,196,1191,74.90,20.50,2.80,42,0.00,5.66,3.14,4,0.33,0.00,-9.14,6.33,0.00
38310,15.62,13.68,196,1146,74.90,20.00,2.69,42,0.00,5.80,3.14,4,0.33,0.00,-9.00,6.37,0.00
38377,15.39,13.68,196,1117,74.90,20.00,2.62,42,0.00,5.80,3.14,4,0.35,0.00,-9.00,6.33,0.00
38443,15.04,13.68,196,1076,74.90,20.00,2.53,42,0.00,5.95,3.14,4,0.36,0.00,-8.85,6.40,0.00
38509,14.93,13.76,196,1043,74.90,20.00,2.67,42,0.00,6.09,3.14,4,0.38,0.00,-8.71,6.44,0.00
38574,14.59,13.68,196,1010,74.90,20.00,2.59,42,0.00,6.24,3.14,4,0.39,0.00,-8.56,6.40,0.00
38640,14.59,13.68,196,979,74.90,20.50,2.72,42,0.00,6.38,3.14,4,0.38,0.00,-8.42,6.37,0.00
38707,14.24,13.68,196,960,74.90,20.50,2.46,42,0.00,6.53,3.14,4,0.44,0.00,-8.27,6.44,0.00
38773,14.13,13.68,196,981,74.90,20.50,2.51,42,0.00,6.82,3.14,4,0.39,0.00,-7.98,6.51,0.00
38840,14.01,13.68,196,1039,74.90,20.00,2.44,42,0.00,6.82,3.14,4,0.37,0.00,-7.98,6.48,0.00
38905,13.55,13.68,196,1060,74.90,20.00,2.49,42,0.00,6.82,3.14,5,0.37,0.00,-7.98,6.48,0.00
38972,13.67,13.68,196,1055,74.90,20.00,2.48,42,0.00,6.82,3.14,5,0.37,0.00,-7.98,6.48,0.00
39038,13.67,13.68,196,1039,74.90,20.00,2.44,42,0.00,6.82,3.14,5,0.38,0.00,-7.98,6.48,0.00
39103,14.01,13.68,196,1064,74.90,20.00,2.50,42,0.00,6.82,3.14,5,0.36,0.00,-7.98,6.48,0.00
39169,14.36,13.68,196,1102,74.90,20.00,2.59,42,0.00,6.67,3.14,5,0.35,0.00,-8.13,6.48,0.00
39236,14.81,13.68,196,1123,74.90,20.00,2.64,42,0.00,6.53,3.14,5,0.35,0.00,-8.27,6.44,0.00
39303,15.04,13.68,196,1119,74.90,20.00,2.63,42,0.00,6.53,3.14,5,0.35,0.00,-8.27,6.48,0.00
39368,15.27,13.68,196,1118,74.90,20.00,2.62,42,0.00,6.53,3.14,5,0.37,0.00,-8.27,6.48,0.00
39435,15.62,13.68,196,1136,74.90,20.00,2.66,42,0.00,6.53,3.14,5,0.34,0.00,-8.27,6.48,0.00
39501,15.62,13.68,196,1168,74.90,20.00,2.74,42,0.00,6.38,3.14,5,0.33,0.00,-8.42,6.44,0.00
39567,15.50,13.68,196,1182,74.90,20.50,2.77,42,0.00,6.38,3.14,5,0.33,0.00,-8.42,6.48,0.00
39633,15.50,13.68,196,1193,74.90,20.50,2.80,42,0.00,6.24,3.14,5,0.33,0.00,-8.56,6.40,0.00
39700,15.27,13.68,196,1183,74.90,20.50,2.78,42,0.00,6.24,3.14,5,0.33,0.00,-8.56,6.48,0.00
39766,15.16,13.68,196,1186,74.90,20.50,2.78,42,0.00,6.24,3.14,5,0.33,0.00,-8.56,6.48,0.00
39831,15.16,13.68,196,1227,74.90,21.00,2.62,42,0.00,6.09,3.14,6,0.32,0.00,-8.71,6.40,0.00
39897,15.04,13.68,196,1238,74.90,21.00,2.64,42,0.00,6.09,3.14,6,0.32,0.00,-8.71,6.40,0.00
39963,15.27,13.68,196,1238,74.90,21.00,2.64,42,0.00,5.95,3.14,6,0.31,0.00,-8.85,6.37,0.00
40031,15.27,13.68,196,1244,74.90,21.00,2.65,42,0.00,5.95,3.14,6,0.31,0.00,-8.85,6.40,0.00
40096,15.16,13.68,196,1244,74.90,21.00,2.65,42,0.00,5.80,3.14,6,0.31,0.00,-9.00,6.40,0.00
40162,15.27,13.68,196,1255,74.90,21.50,2.68,42,0.00,5.80,3.14,6,0.31,0.00,-9.00,6.44,0.00
40228,15.27,13.68,196,1290,74.90,22.50,2.75,42,0.00,5.66,3.14,6,0.30,0.00,-9.14,6.44,0.00
40295,15.16,13.68,196,1298,74.90,22.50,2.77,42,0.00,5.66,3.14,6,0.29,0.00,-9.14,6.37,0.00
40361,15.27,13.68,196,1304,74.90,22.50,2.78,42,0.00,5.51,3.14,6,0.29,0.00,-9.29,6.40,0.00
40426,15.39,13.68,196,1288,74.90,22.50,2.75,42,0.00,5.51,3.14,6,0.30,0.00,-9.29,6.40,0.00
40494,15.27,13.68,196,1296,74.90,22.50,2.76,42,0.00,5.51,3.14,6,0.30,0.00,-9.29,6.44,0.00
40559,15.39,13.68,196,1320,74.90,22.50,2.82,42,0.00,5.37,3.14,6,0.29,0.00,-9.43,6.48,0.00
40625,15.39,13.68,196,1334,74.90,23.00,2.85,42,0.00,5.37,3.14,6,0.28,0.00,-9.43,6.44,0.00
40692,15.16,13.68,196,1349,74.90,23.50,2.88,42,0.00,5.37,3.14,6,0.29,0.00,-9.43,6.33,0.00
40757,15.04,13.68,196,1334,74.90,23.00,2.85,42,0.00,5.37,3.14,6,0.28,0.00,-9.43,6.44,0.00
40824,15.04,13.60,196,1352,74.90,23.50,2.88,42,0.00,5.22,3.14,7,0.28,0.00,-9.58,6.40,0.00
40890,14.93,13.68,196,1357,74.90,23.50,2.90,42,0.00,5.22,3.14,7,0.28,0.00,-9.58,6.40,0.00
40956,14.81,13.68,196,1384,74.90,24.00,2.66,42,0.00,5.22,3.14,7,0.28,0.00,-9.58,6.40,0.00
41022,14.81,13.68,196,1376,74.90,23.50,2.64,42,0.00,5.22,3.14,7,0.28,0.00,-9.58,6.40,0.00
41088,14.81,13.68,196,1372,74.90,23.50,2.93,42,0.00,5.22,3.14,7,0.28,0.00,-9.58,6.40,0.00
41154,14.81,13.68,196,1370,74.90,23.50,2.92,42,0.00,5.22,0.00,7,0.26,0.00,-9.58,6.44,0.00
41221,14.81,13.68,196,1404,74.90,16.50,2.70,42,0.00,4.50,0.00,7,0.23,0.00,-10.30,4.43,0.00
41286,14.81,13.68,196,1389,74.90,15.50,2.37,42,0.00,4.35,0.00,7,0.20,0.00,-10.45,3.52,0.00
41352,14.81,13.68,196,1374,74.90,15.50,2.05,42,0.00,4.06,0.00,7,0.18,0.00,-10.74,3.21,0.00
41419,14.70,13.68,196,1355,74.90,16.50,2.02,42,0.00,3.92,0.00,7,0.17,0.00,-10.88,3.16,0.00
41485,14.24,13.60,196,1353,74.90,16.00,2.02,42,0.00,3.77,0.00,7,0.16,0.00,-11.03,3.14,0.00
41551,13.67,13.68,196,1312,74.90,19.00,1.68,42,0.00,3.63,0.00,7,0.15,0.00,-11.17,3.16,0.00
41618,13.44,13.68,196,1278,74.90,20.50,1.64,42,0.00,3.48,0.00,7,0.16,0.00,-11.32,3.19,0.00
41684,13.44,13.68,196,1251,74.90,22.00,1.60,42,0.00,3.48,0.00,7,0.17,0.00,-11.32,3.25,0.00
41751,13.67,13.52,196,1188,74.90,22.00,1.77,42,0.00,3.63,0.00,7,0.18,0.00,-11.17,3.40,0.00
41816,13.78,13.68,196,1149,74.90,22.00,1.72,42,0.00,3.77,0.00,7,0.19,0.00,-11.03,3.49,0.00
41883,14.01,13.68,196,1130,74.90,22.00,1.69,42,0.00,3.77,0.00,7,0.19,0.00,-11.03,3.52,0.00
