Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
0,15.04,13.68,187,917,74.90,13.00,1.57,34,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.47,0.00
69,14.81,13.68,187,916,74.90,13.00,1.56,34,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.47,0.00
141,14.93,13.68,187,904,74.90,14.50,1.54,34,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
212,14.81,13.68,187,904,74.90,14.00,1.54,34,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
282,14.93,13.68,187,907,74.90,14.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.56,0.00
352,14.93,13.68,187,914,74.90,13.50,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
425,14.93,13.68,187,911,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
494,14.81,13.60,187,918,74.90,14.00,1.57,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
564,14.93,13.68,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.47,0.00
636,14.81,13.68,187,918,74.90,14.50,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.59,3.50,0.00
707,14.93,13.60,187,909,74.90,14.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
776,14.93,13.68,187,907,74.90,14.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.53,0.00
849,14.81,13.60,187,914,74.90,13.00,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
919,14.81,13.68,187,902,74.90,14.50,1.54,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
988,14.81,13.60,187,908,74.90,14.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
1061,14.81,13.68,187,911,74.90,13.50,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1130,14.81,13.60,187,919,74.90,13.00,1.57,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
1201,14.81,13.68,187,914,74.90,13.00,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1271,14.81,13.60,187,912,74.90,14.00,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.59,3.47,0.00
1342,14.70,13.68,187,909,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.45,3.47,0.00
1414,14.70,13.68,187,916,74.90,13.50,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.59,3.47,0.00
1483,14.81,13.68,187,911,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.45,0.00
1554,14.70,13.68,187,915,74.90,14.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.47,0.00
1625,14.81,13.60,187,907,74.90,14.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1696,14.93,13.68,187,899,74.90,14.00,1.53,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.50,0.00
1769,14.81,13.60,187,905,74.90,14.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1838,14.93,13.68,187,906,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1908,14.93,13.60,187,908,74.90,13.50,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
1978,14.93,13.68,187,907,74.90,14.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2049,15.04,13.60,187,903,74.90,14.00,1.54,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.53,0.00
2120,15.04,13.68,187,907,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2191,14.93,13.68,187,910,74.90,13.50,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2261,14.93,13.68,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2332,14.93,13.76,187,912,74.90,13.00,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.59,3.47,0.00
2403,14.93,13.68,187,914,74.90,13.50,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.45,0.00
2474,14.81,13.68,187,908,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.50,0.00
2545,14.81,13.68,187,909,74.90,13.50,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2615,14.81,13.68,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
2685,14.70,13.76,187,909,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.50,0.00
2756,14.70,13.68,187,910,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.45,0.00
2826,14.70,13.76,187,910,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.47,0.00
2896,14.70,13.76,187,911,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.45,0.00
2968,14.70,13.76,187,910,74.90,13.00,1.55,35,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.59,3.47,0.00
3039,14.70,13.68,187,906,74.90,15.00,1.55,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.59,3.47,0.00
3113,14.70,13.76,187,894,74.90,15.00,1.53,35,0.00,4.35,0.00,0,0.24,0.00,0.0,-10.59,3.50,0.00
3180,14.70,13.68,187,892,74.90,15.50,1.52,35,0.00,4.35,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
3251,14.81,13.68,187,888,74.90,14.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
3322,14.81,13.68,187,893,74.90,14.00,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
3393,14.81,13.68,187,903,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
3464,14.81,13.68,187,904,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.56,0.00
3534,14.81,13.68,187,910,74.90,12.50,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3604,14.81,13.68,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
3675,14.93,13.68,187,910,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
3745,14.81,13.68,187,904,74.90,13.50,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3816,14.70,13.68,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3888,14.70,13.68,187,906,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
3961,14.70,13.60,187,904,74.90,13.50,1.54,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
4029,14.70,13.68,187,903,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4101,14.70,13.60,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4170,14.70,13.60,187,908,74.90,12.50,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4242,14.70,13.68,187,913,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4312,14.70,13.60,187,913,74.90,12.50,1.56,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
4382,14.70,13.68,187,908,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
4460,14.70,13.60,187,911,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
4525,14.59,13.68,187,907,74.90,13.50,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.45,0.00
4594,14.70,13.60,187,911,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
4666,14.70,13.68,187,902,74.90,13.50,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
4735,14.70,13.60,187,909,74.90,13.00,1.55,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
4808,14.70,13.68,187,896,74.90,14.00,1.53,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
4878,14.70,13.28,187,899,74.90,15.00,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
4948,14.70,13.60,187,892,74.90,15.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
5019,14.70,13.60,187,886,74.90,16.50,1.51,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
5090,14.81,13.52,187,874,74.90,15.00,1.51,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
5161,14.93,13.68,187,876,74.90,16.00,1.49,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
5231,14.93,13.60,187,883,74.90,15.00,1.51,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.53,0.00
5302,15.04,13.68,187,884,74.90,15.00,1.51,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
5373,14.93,13.60,187,901,74.90,13.00,1.54,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.53,0.00
5444,15.16,13.68,187,904,74.90,13.00,1.54,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.45,0.00
5514,15.04,13.68,187,906,74.90,12.50,1.55,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
5588,15.27,13.68,187,898,74.90,13.50,1.53,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.50,0.00
5655,15.27,13.68,187,894,74.90,14.00,1.52,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
5726,15.39,13.68,187,885,74.90,14.00,1.51,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
5796,15.27,13.68,187,891,74.90,14.00,1.52,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
5867,15.39,13.68,187,892,74.90,13.00,1.52,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
5938,15.27,13.68,187,902,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
6009,15.39,13.68,187,904,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
6080,15.27,13.68,187,898,74.90,12.50,1.53,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
6150,15.04,13.68,187,900,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
6220,15.16,13.68,187,902,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
6292,15.04,13.68,187,898,74.90,13.50,1.53,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.50,0.00
6362,15.04,13.68,187,900,74.90,13.00,1.54,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.50,0.00
6433,15.04,13.68,187,891,74.90,14.00,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
6504,14.93,13.68,187,895,74.90,13.50,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.50,0.00
6574,14.81,13.68,187,894,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
6646,14.81,13.68,187,894,74.90,14.00,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
6715,14.70,13.68,189,890,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
6786,14.70,13.68,189,892,74.90,14.00,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
6858,14.59,13.68,187,886,74.90,14.00,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
6929,14.70,13.68,189,888,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
6999,14.70,13.60,189,891,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7069,14.59,13.68,189,889,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7140,14.70,13.60,189,901,74.90,12.50,1.54,35,0.00,4.50,0.00,0,0.23,0.00,0.0,-10.45,3.53,0.00
7212,14.47,13.68,189,897,74.90,13.00,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.50,0.00
7282,14.59,13.60,189,894,74.90,13.00,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7352,14.36,13.68,189,888,74.90,14.00,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7423,14.59,13.60,189,892,74.90,14.00,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7494,14.59,13.68,189,882,74.90,13.50,1.51,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7564,14.36,13.60,189,889,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7636,14.47,13.68,189,890,74.90,13.00,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7705,14.36,13.68,189,895,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7776,14.47,13.60,189,889,74.90,13.00,1.53,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
7848,14.47,13.68,189,892,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
7918,14.36,13.60,189,892,74.90,13.50,1.52,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
7989,14.47,13.68,189,883,74.90,14.00,1.51,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.53,0.00
8059,14.47,13.52,189,886,74.90,14.00,1.51,35,0.00,4.50,0.00,0,0.24,0.00,0.0,-10.45,3.56,0.00
8130,14.59,13.68,189,882,74.90,14.00,1.51,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
8201,14.47,13.68,189,895,74.90,13.00,1.53,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
8271,14.59,13.68,189,896,74.90,13.00,1.53,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.45,0.00
8343,14.59,13.60,189,900,74.90,13.00,1.54,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.50,0.00
8412,14.70,13.68,189,898,74.90,12.00,1.53,35,0.00,4.64,0.00,0,0.23,0.00,0.0,-10.30,3.53,0.00
8484,14.70,13.68,189,906,74.90,13.00,1.55,35,0.00,4.64,0.00,0,0.24,0.00,0.0,-10.30,3.56,0.00
8555,14.81,13.68,189,896,74.90,12.50,1.72,35,0.00,4.64,0.39,0,0.25,0.00,0.0,-10.30,3.72,0.00
8625,14.93,13.68,189,902,74.90,13.00,1.73,35,0.00,4.64,0.78,0,0.27,0.00,0.0,-10.30,3.96,0.00
8695,15.04,13.60,189,901,74.90,13.50,1.94,35,0.00,4.64,1.18,0,0.30,0.00,0.0,-10.16,4.36,0.00
8767,15.39,13.68,189,930,74.90,14.00,2.18,35,0.00,4.93,1.57,0,0.30,0.00,0.0,-10.01,4.72,0.00
8838,15.39,13.68,189,962,74.90,14.50,2.05,35,0.00,5.08,1.96,0,0.33,0.00,0.0,-9.87,5.00,0.00
8908,15.50,13.68,189,991,74.90,15.50,2.32,35,0.00,5.22,2.35,0,0.33,0.00,0.0,-9.72,5.41,0.00
8980,15.27,13.76,189,1024,74.90,16.00,2.40,35,0.00,5.37,2.75,0,0.33,0.00,0.0,-9.58,5.71,0.00
9050,14.81,13.68,189,1075,74.90,16.50,2.52,35,0.00,5.51,3.14,0,0.34,0.00,0.0,-9.43,6.18,0.00
9120,14.81,13.68,189,1102,74.90,18.00,2.59,35,0.00,5.51,3.14,0,0.34,0.00,0.0,-9.43,6.37,0.00
9192,14.36,13.68,189,1123,74.90,19.50,2.64,35,0.00,5.66,3.14,0,0.34,0.00,0.0,-9.29,6.48,0.00
9263,13.90,13.68,189,1146,74.90,20.00,2.45,35,0.00,5.80,3.53,0,0.34,0.00,0.0,-9.14,6.62,0.00
9332,13.90,13.68,189,1158,74.90,20.00,2.72,35,0.00,5.80,3.53,0,0.35,0.00,0.0,-9.00,6.77,0.00
9403,14.01,13.68,189,1156,74.90,20.00,2.71,35,0.00,5.95,3.53,0,0.36,0.00,0.0,-9.00,6.77,0.00
9475,14.24,13.68,189,1148,74.90,20.00,2.63,35,0.00,5.95,3.53,0,0.37,0.00,0.0,-8.85,6.84,0.00
9545,14.47,13.68,189,1121,74.90,20.00,2.83,35,0.00,6.09,3.53,0,0.38,0.00,0.0,-8.85,6.92,0.00
9615,14.81,13.68,189,1090,74.90,19.50,2.79,35,0.00,6.24,3.53,0,0.39,0.00,0.0,-8.71,6.99,0.00
9688,14.81,13.68,189,1078,74.90,19.50,2.76,35,0.00,6.24,3.92,0,0.40,0.00,0.0,-8.71,6.99,0.00
9758,14.93,13.68,189,1067,74.90,19.50,2.73,35,0.00,6.38,3.92,0,0.41,0.00,0.0,-8.56,7.10,0.00
9828,14.81,13.68,189,1044,74.90,19.50,2.89,35,0.00,6.53,3.92,0,0.41,0.00,0.0,-8.42,7.14,0.00
9899,14.70,13.68,189,1033,74.90,19.50,2.86,35,0.00,6.53,3.92,0,0.42,0.00,0.0,-8.42,7.10,0.00
9970,14.70,13.76,189,1026,74.90,19.50,2.85,35,0.00,6.67,3.92,0,0.42,0.00,0.0,-8.27,7.14,0.00
10040,14.47,13.68,189,1017,74.90,19.50,2.82,35,0.00,6.82,3.92,0,0.43,0.00,0.0,-8.13,7.26,0.00
10111,14.47,13.60,189,1018,74.90,19.50,2.82,35,0.00,6.82,3.92,0,0.43,0.00,0.0,-7.98,7.22,0.00
10181,14.24,13.68,189,1008,74.90,19.50,2.80,35,0.00,6.96,3.92,0,0.44,0.00,0.0,-7.84,7.22,0.00
10252,14.47,13.68,189,1004,74.90,19.50,2.78,35,0.00,7.11,3.92,0,0.44,0.00,0.0,-7.84,7.26,0.00
10322,14.36,13.68,189,998,74.90,20.00,2.77,35,0.00,7.11,3.92,0,0.46,0.00,0.0,-7.69,7.37,0.00
10394,14.59,13.68,189,988,74.90,20.00,2.90,35,0.00,7.25,3.92,0,0.47,0.00,0.0,-7.69,7.46,0.00
10465,14.47,13.60,189,972,74.90,19.50,2.84,35,0.00,7.25,3.92,0,0.47,0.00,0.0,-7.40,7.41,0.00
10535,14.59,13.60,189,934,74.90,19.50,2.79,35,0.00,7.55,3.92,0,0.48,0.00,0.0,-7.40,7.46,0.00
10605,14.47,13.60,189,920,74.90,19.50,2.75,35,0.00,7.69,3.92,0,0.49,0.00,0.0,-7.25,7.50,0.00
10678,14.59,13.60,189,896,74.90,19.00,2.68,35,0.00,7.84,3.92,0,0.50,0.00,0.0,-7.11,7.50,0.00
10747,14.13,13.60,189,880,74.90,19.00,2.82,35,0.00,7.98,3.92,0,0.52,0.00,0.0,-6.96,7.50,0.00
10818,14.13,13.68,189,871,74.90,19.00,2.60,35,0.00,7.98,3.92,0,0.53,0.00,0.0,-6.96,7.50,0.00
10888,14.13,13.60,189,849,74.90,19.00,2.72,35,0.00,8.13,3.92,0,0.54,0.00,0.0,-6.82,7.46,0.00
10960,14.01,13.68,189,826,74.90,18.50,2.64,35,0.00,8.27,3.92,0,0.56,0.00,0.0,-6.67,7.53,0.00
11030,14.24,13.44,189,801,74.90,18.00,2.73,35,0.00,8.56,3.92,1,0.59,0.00,0.0,-6.38,7.53,0.00
11102,14.01,13.68,189,780,74.90,18.00,2.66,35,0.00,8.56,3.92,1,0.60,0.00,0.0,-6.09,7.53,0.00
11171,14.47,13.60,189,749,74.90,18.00,2.56,35,0.00,8.85,3.92,1,0.58,0.00,0.0,-5.95,7.39,0.00
11243,14.24,13.60,189,741,74.90,18.00,2.55,35,0.00,9.00,3.53,1,0.57,0.00,0.0,-5.80,7.26,0.00
11313,14.36,13.76,189,748,74.90,18.00,2.33,35,0.00,9.14,3.53,1,0.52,0.00,0.0,-5.80,7.11,0.00
11384,13.90,13.60,189,840,74.90,18.50,2.51,35,0.00,9.14,3.14,1,0.52,0.00,0.0,-5.80,6.92,0.00
11455,13.55,13.60,189,864,74.90,19.00,2.58,35,0.00,8.85,3.14,1,0.51,0.00,0.0,-6.09,6.84,0.00
11526,13.67,13.60,189,864,74.90,19.00,2.58,35,0.00,8.71,3.14,2,0.50,0.00,0.0,-6.24,6.77,0.00
11596,14.13,13.68,189,909,74.90,19.00,2.52,35,0.00,8.56,3.14,2,0.48,0.00,0.0,-6.38,6.73,0.00
11666,14.59,13.60,189,954,74.90,19.50,2.65,36,0.00,8.27,3.14,2,0.46,0.00,0.0,-6.67,6.59,0.00
11738,14.93,13.68,189,976,74.90,20.00,2.50,36,0.00,8.13,3.14,2,0.45,0.00,0.0,-6.82,6.51,0.00
11808,15.04,13.60,189,975,74.90,19.50,2.70,36,0.00,7.98,3.14,2,0.43,0.00,0.0,-6.96,6.62,0.00
11879,15.85,13.68,189,986,74.90,20.00,2.73,36,0.00,7.84,3.14,2,0.42,0.00,0.0,-7.40,6.55,0.00
11950,15.62,13.68,189,1030,74.90,20.00,2.64,36,0.00,7.55,3.14,4,0.40,0.00,0.0,-7.69,6.48,0.00
12020,15.73,13.68,189,1072,74.90,19.50,2.74,36,0.00,7.25,3.14,4,0.39,0.00,0.0,-7.84,6.48,0.00
12091,15.96,13.68,189,1070,74.90,19.50,2.51,36,0.00,7.11,3.14,4,0.38,0.00,0.0,-7.98,6.48,0.00
12161,15.73,13.68,189,1060,74.90,20.00,2.61,36,0.00,6.96,3.14,4,0.37,0.00,0.0,-8.13,6.44,0.00
12233,15.85,13.76,189,1111,74.90,20.00,2.70,36,0.00,6.82,3.14,4,0.36,0.00,0.0,-8.27,6.48,0.00
12303,15.73,13.68,189,1151,74.90,20.00,2.70,36,0.00,6.38,3.14,4,0.35,0.00,0.0,-8.56,6.48,0.00
12373,15.85,13.68,189,1147,74.90,20.00,2.69,36,0.00,6.38,3.14,4,0.34,0.00,0.0,-8.56,6.51,0.00
12444,15.50,13.68,189,1165,74.90,20.00,2.73,36,0.00,6.24,3.53,6,0.33,0.00,0.0,-8.71,6.55,0.00
12515,15.85,13.68,189,1199,74.90,20.50,2.81,36,0.00,6.24,3.53,6,0.33,0.00,0.0,-8.71,6.88,0.00
12585,15.50,13.68,189,1234,74.90,21.00,2.63,36,0.00,6.09,3.92,6,0.35,0.00,0.0,-8.85,7.26,0.00
12656,15.39,13.68,189,1235,74.90,21.50,3.16,36,0.00,6.09,3.92,6,0.36,0.00,0.0,-8.85,7.41,0.00
12727,15.62,13.68,189,1219,74.90,21.00,2.86,36,0.00,6.09,4.31,6,0.36,0.00,0.0,-8.85,7.54,0.00
12797,15.62,13.68,189,1248,74.90,23.00,2.93,36,0.00,6.09,5.10,6,0.40,0.00,0.0,-8.71,8.31,0.00
12868,15.50,13.68,189,1300,74.90,23.50,3.61,36,0.00,6.24,5.49,6,0.42,0.00,0.0,-8.56,9.09,0.00
12940,15.73,13.68,189,1300,74.90,23.50,3.61,36,0.00,6.38,5.49,6,0.43,0.00,0.0,-8.42,9.26,0.00
13009,15.62,13.68,189,1308,74.90,24.00,3.63,36,0.00,6.53,5.49,6,0.42,0.00,0.0,-8.27,9.35,0.00
13080,15.16,13.68,189,1315,74.90,25.00,3.74,36,0.00,6.67,5.49,6,0.42,0.00,0.0,-8.27,9.48,0.00
13150,14.59,13.68,189,1350,74.90,25.00,3.82,36,0.00,6.67,5.49,6,0.41,0.00,0.0,-8.27,9.53,0.00
13223,14.01,13.68,189,1406,74.90,26.00,3.60,36,0.00,6.67,5.49,6,0.40,0.00,0.0,-8.27,9.56,0.00
13292,14.01,13.68,189,1408,74.90,26.00,3.61,36,0.00,6.67,5.49,6,0.41,0.00,0.0,-8.27,9.53,0.00
13363,14.24,13.68,189,1421,74.90,26.00,3.64,36,0.00,6.82,5.49,7,0.40,0.00,0.0,-8.13,9.66,0.00
13435,14.59,13.68,189,1438,74.90,26.50,3.68,36,0.00,6.67,5.49,7,0.39,0.00,0.0,-8.27,9.61,0.00
13505,14.70,13.68,189,1472,74.90,27.50,3.77,36,0.00,6.67,5.49,7,0.39,0.00,0.0,-8.27,9.61,0.00
13575,14.81,13.68,189,1465,74.90,27.00,3.75,36,0.00,6.67,5.49,7,0.40,0.00,0.0,-8.27,9.70,0.00
13647,14.81,13.68,189,1459,74.90,27.00,3.73,36,0.00,6.67,5.49,7,0.39,0.00,0.0,-8.27,9.66,0.00
13717,14.81,13.68,189,1484,74.90,28.50,3.80,36,0.00,6.67,5.49,7,0.39,0.00,0.0,-8.27,9.84,0.00
13788,14.70,13.68,189,1500,74.90,29.00,3.84,36,0.00,6.67,5.49,7,0.39,0.00,0.0,-8.42,9.84,0.00
13858,14.70,13.68,189,1529,74.90,29.50,3.91,36,0.00,6.53,5.49,7,0.38,0.00,0.0,-8.42,9.75,0.00
13930,14.47,13.68,189,1544,74.90,29.50,3.97,36,0.00,6.53,5.49,7,0.36,0.00,0.0,-8.42,9.44,0.00
14000,14.47,13.68,189,1552,74.90,30.00,3.68,36,0.00,6.53,5.49,7,0.37,0.00,0.0,-8.56,9.75,0.00
14070,14.59,13.68,189,1588,74.90,30.50,4.07,36,0.00,6.38,5.49,7,0.37,0.00,0.0,-8.56,9.70,0.00
14142,14.70,13.68,189,1590,74.90,30.50,4.07,36,0.00,6.24,5.49,7,0.37,0.00,0.0,-8.71,9.75,0.00
