Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),A/F Learning #1 (%)
144216,14.70,13.76,176,2559,74.90,35.50,8.73,31,0.00,8.56,10.98,65,0.61,0.00,0,0.0,-6.09,25.47,0.00,0.90,-10.94
144294,14.59,13.76,176,2546,74.90,35.50,8.19,31,0.00,8.71,10.98,65,0.61,0.00,0,0.0,-6.09,25.67,0.00,0.90,-10.94
144371,14.81,13.76,176,2542,74.90,35.50,8.68,31,0.00,8.71,10.98,65,0.61,0.00,0,0.0,-6.09,25.88,0.00,0.90,-10.94
144449,14.70,13.76,176,2549,74.90,35.50,8.70,31,0.00,8.85,10.98,65,0.60,0.00,0,0.0,-5.95,25.78,0.00,0.90,-10.94
144527,14.70,13.84,176,2551,74.90,36.00,8.71,31,0.00,8.85,10.98,65,0.61,0.00,0,0.0,-5.95,23.43,0.00,0.90,-10.94
144605,14.70,13.76,176,2554,74.90,35.50,8.72,31,0.00,8.85,10.98,65,0.61,0.00,0,0.0,-5.95,25.99,0.00,0.90,-10.94
144682,14.81,13.76,176,2541,74.90,35.50,8.68,31,0.00,8.85,10.98,65,0.61,0.00,0,0.0,-5.95,25.67,0.00,0.90,-10.94
144759,14.70,13.76,176,2546,74.90,35.50,8.69,31,0.00,8.85,10.98,65,0.60,0.00,0,0.0,-5.95,25.88,0.00,0.90,-10.94
144838,14.81,13.76,176,2552,74.90,35.50,8.71,31,0.00,8.85,10.98,65,0.62,0.00,0,0.0,-5.95,25.88,0.00,0.90,-10.94
144915,14.70,13.76,176,2554,74.90,35.50,8.72,31,0.00,8.85,10.98,65,0.62,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
144993,14.70,13.76,176,2541,74.90,35.50,8.67,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.40,0.00,0.90,-10.94
145070,14.70,13.76,176,2536,74.90,35.50,8.66,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,26.41,0.00,0.90,-10.94
145149,14.70,13.76,176,2554,74.90,35.50,8.72,31,0.00,9.00,10.98,65,0.61,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
145225,14.70,13.68,176,2534,74.90,35.50,8.65,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
145303,14.70,13.84,176,2537,74.90,35.00,8.66,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.62,0.00,0.90,-10.94
145381,14.81,13.76,176,2535,74.90,35.50,8.65,31,0.00,9.00,10.98,65,0.61,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
145459,14.70,13.76,176,2547,74.90,35.50,8.69,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,26.51,0.00,0.90,-10.94
145537,14.70,13.76,176,2540,74.90,35.50,8.69,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,25.99,0.00,0.90,-10.94
145615,14.70,13.76,176,2537,74.90,35.50,8.66,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.29,0.00,0.90,-10.94
145693,14.81,13.76,176,2550,74.90,35.50,8.70,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,25.99,0.00,0.90,-10.94
145769,14.70,13.76,176,2551,74.90,35.50,8.71,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.29,0.00,0.90,-10.94
145848,14.70,13.76,176,2540,74.90,35.50,8.67,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.62,0.00,0.90,-10.94
145925,14.70,13.76,176,2538,74.90,35.00,8.66,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.40,0.00,0.90,-10.94
146003,14.70,13.76,176,2550,74.90,35.00,8.70,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,26.41,0.00,0.90,-10.94
146080,14.59,13.76,176,2548,74.90,35.50,8.70,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.40,0.00,0.90,-10.94
146158,14.70,13.76,176,2539,74.90,35.50,8.67,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.30,0.00,0.90,-10.94
146236,14.70,13.76,176,2529,74.90,35.50,8.63,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,26.40,0.00,0.90,-10.94
146313,14.70,13.76,176,2552,74.90,35.50,8.71,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
146392,14.81,13.76,176,2544,74.90,35.50,8.71,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
146469,14.59,13.76,176,2544,74.90,35.50,8.68,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.72,0.00,0.90,-10.94
146545,14.59,13.92,176,2532,74.90,35.50,8.64,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
146624,14.59,13.76,176,2546,74.90,35.50,8.69,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
146702,14.70,13.84,176,2554,74.90,35.50,8.72,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
146780,14.70,13.84,176,2540,74.90,35.50,8.68,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.29,0.00,0.90,-10.94
146857,14.81,13.76,176,2552,74.90,35.50,8.71,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
146935,14.70,13.76,176,2552,74.90,35.50,8.71,31,0.00,9.00,10.98,65,0.63,0.00,0,0.0,-5.80,26.40,0.00,0.90,-10.94
147012,14.70,13.76,176,2547,74.90,35.00,8.69,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
147090,14.70,13.76,176,2531,74.90,35.50,8.64,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.51,0.00,0.90,-10.94
147168,14.59,13.84,176,2538,74.90,35.50,8.66,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
147246,14.70,13.76,176,2546,74.90,35.50,8.73,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.30,0.00,0.90,-10.94
147323,14.70,13.76,176,2539,74.90,35.50,8.67,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
147400,14.81,13.76,176,2537,74.90,35.50,8.66,31,0.00,9.14,10.98,65,0.62,0.00,0,0.0,-5.66,26.20,0.00,0.90,-10.94
147477,14.70,13.76,176,2548,74.90,35.50,8.70,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.66,26.40,0.00,0.90,-10.94
147555,14.81,13.76,176,2549,74.90,35.50,8.70,31,0.00,9.14,10.98,65,0.63,0.00,0,0.0,-5.66,26.30,0.00,0.90,-10.94
147634,14.70,13.76,176,2537,74.90,35.50,8.69,31,0.00,9.14,10.98,65,0.62,0.00,0,0.0,-5.80,26.29,0.00,0.90,-10.94
147711,14.70,13.76,176,2542,74.90,35.50,8.68,31,0.00,9.14,10.98,65,0.62,0.00,0,0.0,-5.66,26.09,0.00,0.90,-10.94
147789,14.70,13.76,176,2543,74.90,35.50,8.68,31,0.00,9.14,10.98,65,0.62,0.00,0,0.0,-5.66,26.09,0.00,0.90,-10.94
147865,14.81,13.76,176,2550,74.90,35.50,8.70,31,0.00,9.14,10.98,65,0.61,0.00,0,0.0,-5.66,25.87,0.00,0.90,-10.94
147944,14.81,13.76,176,2536,74.90,35.50,8.66,31,0.00,9.14,10.98,65,0.62,0.00,0,0.0,-5.66,26.09,0.00,0.90,-10.94
148022,14.70,13.76,176,2547,74.90,35.50,8.65,31,0.00,9.14,10.98,65,0.63,0.00,0,0.0,-5.66,26.09,0.00,0.90,-10.94
148099,14.70,13.76,176,2550,74.90,35.00,8.70,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.82,0.00,0.90,-10.94
148176,14.70,13.76,176,2546,74.90,35.50,8.69,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.09,0.00,0.90,-10.94
148254,14.59,13.76,176,2534,74.90,35.50,8.65,31,0.00,9.00,10.98,65,0.61,0.00,0,0.0,-5.80,25.88,0.00,0.90,-10.94
148332,14.59,13.76,176,2537,74.90,35.50,8.66,31,0.00,9.00,10.98,65,0.62,0.00,0,0.0,-5.80,26.20,0.00,0.90,-10.94
148410,14.70,13.76,176,2556,74.90,35.50,8.72,31,0.00,9.00,10.98,65,0.61,0.00,0,0.0,-5.80,25.78,0.00,0.90,-10.94
148487,14.59,13.76,176,2542,74.90,36.00,8.68,31,0.00,8.85,10.59,65,0.59,0.00,0,0.0,-5.95,25.37,0.00,0.88,-10.94
148565,14.59,13.68,176,2527,74.90,36.50,8.09,31,0.00,8.71,10.20,65,0.58,0.00,0,0.0,-6.09,24.51,0.00,0.88,-10.94
148642,14.59,13.76,176,2546,74.90,37.00,7.60,30,0.00,8.56,9.80,65,0.55,0.00,0,0.0,-6.24,23.94,0.00,0.86,-10.94
148720,14.70,13.76,176,2550,74.90,37.50,7.62,30,0.00,8.42,9.41,65,0.55,0.00,0,0.0,-6.53,24.88,0.00,0.84,-10.94
148798,14.70,13.76,176,2546,74.90,37.50,7.61,30,0.00,8.27,9.02,65,0.53,0.00,0,0.0,-6.67,22.51,0.00,0.84,-10.94
148875,14.70,13.76,176,2540,74.90,38.00,7.58,30,0.00,8.13,9.02,65,0.52,0.00,0,0.0,-6.82,22.32,0.00,0.84,-10.94
148953,14.81,13.68,176,2545,74.90,38.00,7.60,30,0.00,7.84,9.02,65,0.51,0.00,0,0.0,-6.96,21.80,0.00,0.84,-10.94
149031,14.70,13.84,176,2548,74.90,38.00,7.61,30,0.00,7.84,9.02,65,0.51,0.00,0,0.0,-6.96,21.54,0.00,0.84,-10.94
149109,14.70,13.76,176,2533,74.90,38.00,7.56,30,0.00,7.69,9.02,65,0.51,0.00,0,0.0,-7.11,21.63,0.00,0.84,-10.94
149186,14.70,13.76,176,2534,74.90,38.00,7.03,30,0.00,7.69,8.63,65,0.51,0.00,0,0.0,-7.11,21.36,0.00,0.82,-10.94
149263,14.70,13.76,176,2541,74.90,38.00,7.05,30,0.00,7.69,8.63,65,0.51,0.00,0,0.0,-7.11,21.54,0.00,0.82,-10.94
149341,14.70,13.68,176,2529,74.90,38.00,7.01,30,0.00,7.69,8.63,65,0.50,0.00,0,0.0,-7.11,21.54,0.00,0.82,-10.94
149419,14.70,13.84,176,2534,74.90,38.00,7.03,30,0.00,7.55,8.63,65,0.50,0.00,0,0.0,-7.25,21.02,0.00,0.82,-10.94
149496,14.47,13.76,176,2533,74.90,38.00,7.02,30,0.00,7.55,8.63,65,0.50,0.00,0,0.0,-7.25,21.19,0.00,0.82,-10.94
149574,14.47,13.76,176,2538,74.90,38.00,7.04,30,0.00,7.55,8.63,65,0.50,0.00,0,0.0,-7.25,21.19,0.00,0.82,-10.94
149651,14.36,13.76,176,2541,74.90,38.00,7.05,30,0.00,7.55,8.63,65,0.50,0.00,0,0.0,-7.25,21.28,0.00,0.82,-10.94
149729,14.47,13.84,176,2520,74.90,38.00,7.00,30,0.00,7.55,8.63,65,0.50,0.00,0,0.0,-7.25,20.86,0.00,0.82,-10.94
149807,14.47,13.76,176,2535,74.90,38.00,7.03,30,0.00,7.55,8.63,65,0.49,0.00,0,0.0,-7.25,20.86,0.00,0.82,-10.94
149884,14.59,13.84,176,2536,74.90,38.00,7.03,30,0.00,7.40,8.63,65,0.50,0.00,0,0.0,-7.40,20.78,0.00,0.82,-10.94
149963,14.59,13.76,176,2518,74.90,38.00,6.98,30,0.00,7.40,8.63,65,0.49,0.00,0,0.0,-7.40,20.51,0.00,0.82,-10.94
150041,14.47,13.84,176,2519,74.90,38.00,6.99,30,0.00,7.40,8.63,65,0.49,0.00,0,0.0,-7.40,20.86,0.00,0.82,-10.94
150119,14.59,13.84,176,2529,74.90,38.00,7.04,30,0.00,7.40,8.63,65,0.48,0.00,0,0.0,-7.40,20.51,0.00,0.82,-10.94
150197,14.59,13.76,176,2525,74.90,38.00,7.00,30,0.00,7.40,8.63,65,0.48,0.00,0,0.0,-7.40,20.25,0.00,0.82,-10.94
150274,14.70,13.76,176,2522,74.90,38.00,6.99,30,0.00,7.40,8.63,65,0.49,0.00,0,0.0,-7.40,20.26,0.00,0.82,-10.94
150352,14.70,13.76,176,2530,74.90,38.00,6.48,30,0.00,7.40,8.63,65,0.48,0.00,0,0.0,-7.40,19.99,0.00,0.82,-10.94
150429,14.70,13.84,176,2534,74.90,38.00,7.03,30,0.00,7.40,8.24,65,0.48,0.00,0,0.0,-7.55,20.34,0.00,0.82,-10.94
150507,14.70,13.84,176,2516,74.90,38.00,6.98,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.16,0.00,0.82,-10.94
150584,14.59,13.76,176,2530,74.90,38.00,6.48,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.08,0.00,0.82,-10.94
150662,14.70,13.84,176,2525,74.90,38.00,6.46,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,19.82,0.00,0.82,-10.94
150740,14.59,13.76,176,2516,74.90,38.00,6.44,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.26,0.00,0.82,-10.94
150817,14.70,13.76,176,2516,74.90,38.00,6.44,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-11.72
150894,14.81,13.76,176,2522,74.90,38.00,6.46,30,0.00,7.25,8.24,65,0.47,0.00,0,0.0,-7.55,20.08,0.00,0.82,-10.94
150972,14.70,13.76,176,2509,74.90,38.00,6.47,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.08,0.00,0.82,-11.72
151050,14.59,13.76,176,2509,74.90,38.00,6.42,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,19.90,0.00,0.82,-10.94
151128,14.70,13.84,176,2531,74.90,38.00,6.48,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.16,0.00,0.82,-10.94
151205,14.70,13.76,176,2520,74.90,38.00,6.45,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.17,0.00,0.82,-10.94
151282,14.70,13.76,176,2506,74.90,38.00,6.41,30,0.00,7.25,8.24,65,0.47,0.00,0,0.0,-7.55,19.81,0.00,0.82,-10.94
151361,14.70,13.76,176,2518,74.90,38.00,6.41,30,0.00,7.25,8.24,64,0.47,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
151438,14.70,13.76,176,2516,74.90,38.00,6.44,30,0.00,7.25,8.24,64,0.47,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
151515,14.81,13.68,176,2506,74.90,38.00,6.41,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
151593,14.59,13.76,176,2506,74.90,38.00,6.41,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
151671,14.70,13.76,176,2522,74.90,38.00,6.46,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
151750,14.70,13.68,176,2502,74.90,38.00,6.41,30,0.00,7.25,8.24,64,0.47,0.00,0,0.0,-7.55,19.99,0.00,0.82,-11.72
151826,14.70,13.76,176,2505,74.90,38.00,6.43,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,19.82,0.00,0.82,-10.94
151904,14.70,13.68,176,2509,74.90,38.00,6.96,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.34,0.00,0.82,-10.94
151982,14.81,13.76,176,2513,74.90,38.00,6.43,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,19.91,0.00,0.82,-10.94
152058,14.81,13.68,176,2502,74.90,38.00,6.94,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,20.17,0.00,0.82,-10.94
152137,14.59,13.68,176,2498,74.90,38.00,6.39,30,0.00,7.25,8.24,65,0.48,0.00,0,0.0,-7.55,19.91,0.00,0.82,-10.94
152215,14.70,13.76,176,2506,74.90,38.00,6.42,30,0.00,7.25,8.24,65,0.47,0.00,0,0.0,-7.55,19.66,0.00,0.82,-10.94
152293,14.70,13.76,176,2494,74.90,38.00,6.55,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.82,0.00,0.82,-10.94
152370,14.81,13.76,176,2492,74.90,38.00,6.38,30,0.00,7.25,8.24,64,0.47,0.00,0,0.0,-7.55,19.74,0.00,0.82,-10.94
152448,14.93,13.76,176,2500,74.90,38.00,6.40,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.91,0.00,0.82,-10.94
152526,14.81,13.68,176,2491,74.90,38.00,6.91,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.82,0.00,0.82,-10.94
152603,14.93,13.76,176,2488,74.90,38.00,6.90,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.40,20.17,0.00,0.82,-10.94
152681,14.70,13.76,176,2496,74.90,38.00,6.92,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
152759,14.70,13.76,176,2474,74.90,38.00,6.86,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
152837,14.70,13.76,176,2486,74.90,38.00,6.90,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.55,19.99,0.00,0.82,-10.94
152913,14.70,13.76,176,2505,74.90,38.00,6.95,30,0.00,7.25,8.24,64,0.48,0.00,0,0.0,-7.40,20.08,0.00,0.82,-10.94
152992,14.81,13.76,176,2493,74.90,38.00,6.91,30,0.00,7.40,8.24,64,0.48,0.00,0,0.0,-7.40,19.99,0.00,0.82,-10.94
153069,14.70,13.76,176,2500,74.90,38.00,6.88,30,0.00,7.40,8.24,64,0.49,0.00,0,0.0,-7.40,19.99,0.00,0.82,-10.94
153146,14.70,13.76,176,2491,74.90,38.00,7.09,30,0.00,7.40,8.24,64,0.49,0.00,0,0.0,-7.40,20.26,0.00,0.82,-10.94
153225,14.70,13.76,176,2480,74.90,38.00,6.88,30,0.00,7.40,8.24,63,0.50,0.00,0,0.0,-7.40,20.34,0.00,0.82,-10.94
153302,14.93,13.76,176,2478,74.90,38.00,6.87,30,0.00,7.40,8.63,63,0.49,0.00,0,0.0,-7.25,22.90,0.00,0.82,-10.94
153380,14.81,13.84,176,2483,74.90,38.00,6.89,30,0.00,7.55,8.63,63,0.49,0.00,0,0.0,-7.25,20.43,0.00,0.82,-10.94
153457,14.70,13.76,176,2472,74.90,38.00,6.90,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.43,0.00,0.82,-10.94
153535,14.59,13.76,176,2482,74.90,38.00,6.88,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.68,0.00,0.82,-10.94
153613,14.70,13.76,176,2490,74.90,38.00,6.91,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.68,0.00,0.82,-10.94
153691,14.81,13.76,176,2473,74.90,38.00,6.86,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.51,0.00,0.82,-10.94
153769,14.70,13.76,176,2467,74.90,38.00,6.84,30,0.00,7.55,8.63,63,0.49,0.00,0,0.0,-7.25,20.26,0.00,0.82,-10.94
153847,14.81,13.76,176,2481,74.90,38.00,6.88,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.78,0.00,0.82,-10.94
153924,14.81,13.76,176,2472,74.90,38.00,6.86,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.60,0.00,0.82,-10.94
154002,14.81,13.76,176,2475,74.90,38.00,6.86,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.51,0.00,0.82,-10.94
154080,14.70,13.76,176,2472,74.90,38.00,6.86,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.68,0.00,0.82,-10.94
154157,14.70,13.76,176,2468,74.90,38.00,6.85,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,22.99,0.00,0.82,-10.94
154234,14.59,13.76,176,2474,74.90,38.00,6.86,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.26,0.00,0.82,-10.94
154313,14.47,13.76,176,2461,74.90,38.00,6.85,30,0.00,7.55,8.63,63,0.49,0.00,0,0.0,-7.25,20.34,0.00,0.82,-10.94
154389,14.70,13.76,176,2472,74.90,38.00,6.85,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.51,0.00,0.82,-10.94
154467,14.70,13.76,176,2464,74.90,38.00,6.83,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.51,0.00,0.82,-10.94
154545,14.70,13.76,176,2460,74.90,38.00,6.82,30,0.00,7.55,8.63,63,0.51,0.00,0,0.0,-7.25,20.60,0.00,0.82,-10.94
154624,14.70,13.76,176,2468,74.90,38.00,6.84,30,0.00,7.55,8.63,63,0.49,0.00,0,0.0,-7.25,20.08,0.00,0.82,-10.94
154700,14.59,13.76,176,2464,74.90,38.00,6.83,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.25,0.00,0.82,-10.94
154777,14.70,13.76,176,2452,74.90,38.00,6.80,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,19.99,0.00,0.82,-10.94
154856,14.81,13.76,176,2460,74.90,38.00,6.82,30,0.00,7.55,8.63,63,0.49,0.00,0,0.0,-7.25,20.43,0.00,0.82,-10.94
154933,14.81,13.76,176,2464,74.90,38.00,6.83,30,0.00,7.55,8.63,63,0.50,0.00,0,0.0,-7.25,20.16,0.00,0.82,-10.94
155011,14.81,13.76,176,2456,74.90,38.00,6.81,30,0.00,7.55,8.24,63,0.49,0.00,0,0.0,-7.25,20.08,0.00,0.82,-10.94
155088,14.81,13.76,176,2460,74.90,38.00,6.82,30,0.00,7.55,8.24,63,0.49,0.00,0,0.0,-7.25,19.90,0.00,0.82,-10.94
155167,14.81,13.76,176,2453,74.90,38.00,6.83,30,0.00,7.55,8.24,63,0.50,0.00,0,0.0,-7.40,20.16,0.00,0.82,-10.94
155244,14.59,13.68,176,2462,74.90,38.00,6.83,30,0.00,7.55,8.24,63,0.49,0.00,0,0.0,-7.25,20.25,0.00,0.82,-10.94
155322,14.59,13.76,176,2464,74.90,38.00,6.83,30,0.00,7.40,8.24,63,0.49,0.00,0,0.0,-7.40,20.16,0.00,0.82,-10.94
155400,14.70,13.76,176,2451,74.90,38.00,6.80,30,0.00,7.40,8.24,63,0.49,0.00,0,0.0,-7.40,19.74,0.00,0.82,-10.94
155477,14.59,13.76,176,2452,74.90,38.00,6.80,30,0.00,7.40,8.24,63,0.49,0.00,0,0.0,-7.40,20.26,0.00,0.82,-10.94
155555,14.70,13.76,176,2444,74.90,38.00,6.80,30,0.00,7.40,8.24,63,0.49,0.00,0,0.0,-7.40,19.81,0.00,0.82,-10.94
155632,14.59,13.76,176,2447,74.90,38.00,6.79,30,0.00,7.40,8.24,63,0.49,0.00,0,0.0,-7.40,19.99,0.00,0.82,-10.94
155710,14.59,13.76,176,2463,74.90,38.00,6.83,30,0.00,7.40,8.24,63,0.48,0.00,0,0.0,-7.40,19.82,0.00,0.82,-10.94
155788,14.70,13.68,176,2440,74.90,38.00,6.77,30,0.00,7.40,8.24,63,0.48,0.00,0,0.0,-7.40,19.66,0.00,0.82,-10.94
155864,14.59,13.76,176,2443,74.90,38.00,6.77,30,0.00,7.40,8.24,63,0.48,0.00,0,0.0,-7.40,19.57,0.00,0.82,-10.94
155943,14.81,13.68,176,2455,74.90,38.00,6.81,30,0.00,7.40,8.24,63,0.48,0.00,0,0.0,-7.40,19.58,0.00,0.82,-10.94
156020,14.81,13.68,176,2445,74.90,38.00,6.76,30,0.00,7.40,8.24,62,0.48,0.00,0,0.0,-7.40,19.66,0.00,0.82,-10.94
156098,14.70,13.76,176,2452,74.90,38.00,6.80,30,0.00,7.40,8.24,62,0.48,0.00,0,0.0,-7.40,19.42,0.00,0.82,-10.94
156175,14.81,13.68,176,2438,74.90,38.00,6.76,30,0.00,7.40,8.24,62,0.47,0.00,0,0.0,-7.40,19.49,0.00,0.80,-10.94
156253,14.59,13.76,176,2445,74.90,38.00,6.78,30,0.00,7.40,7.84,62,0.46,0.00,0,0.0,-7.69,18.05,0.00,0.80,-11.72
156331,14.59,13.76,176,2448,74.90,38.00,6.79,30,0.00,7.11,6.67,62,0.44,0.00,0,0.0,-7.98,16.60,0.00,0.76,-11.72
156408,14.70,13.76,176,2435,74.90,38.00,6.22,30,0.00,6.82,5.49,62,0.40,0.00,0,0.0,-8.27,15.16,0.00,0.72,-11.72
156487,14.36,13.76,176,2436,74.90,37.50,5.72,30,0.00,6.24,5.10,63,0.38,0.00,0,0.0,-8.56,14.42,0.00,0.72,-11.72
156565,14.24,13.68,176,2434,74.90,37.00,5.19,30,0.00,5.95,4.71,63,0.36,0.00,0,0.0,-8.85,14.01,0.00,0.70,-11.72
156642,14.24,13.84,176,2428,74.90,36.50,5.18,30,0.00,5.80,4.31,63,0.33,0.00,0,0.0,-9.29,15.03,0.00,0.68,-11.72
156720,14.47,13.68,176,2438,74.90,36.50,5.20,30,0.00,5.51,3.53,63,0.31,0.00,0,0.0,-9.58,11.61,0.00,0.66,-11.72
156797,14.59,13.76,176,2415,74.90,35.50,4.64,30,0.00,5.22,3.14,63,0.28,0.00,0,0.0,-9.72,11.40,0.00,0.64,-11.72
156874,14.59,13.76,176,2412,74.90,35.00,4.12,30,0.00,4.93,3.14,63,0.28,0.00,0,0.0,-9.87,10.99,0.00,0.64,-11.72
156953,14.70,13.76,176,2422,74.90,35.00,4.13,30,0.00,4.79,3.14,62,0.27,0.00,0,0.0,-10.01,11.05,0.00,0.64,-11.72
157029,14.93,13.76,176,2430,74.90,34.50,4.15,30,0.00,4.79,3.14,62,0.28,0.00,0,0.0,-10.01,10.94,0.00,0.64,-11.72
157107,15.04,13.84,176,2412,74.90,35.00,4.12,30,0.00,4.64,3.14,62,0.27,0.00,0,0.0,-10.16,10.89,0.00,0.64,-11.72
157185,15.16,13.76,176,2425,74.90,34.50,4.14,30,0.00,4.64,3.14,62,0.28,0.00,0,0.0,-10.16,10.99,0.00,0.64,-11.72
157263,15.39,13.76,176,2404,74.90,35.00,4.64,30,0.00,4.64,3.14,62,0.28,0.00,0,0.0,-10.16,11.04,0.00,0.64,-11.72
157340,15.04,13.76,176,2395,74.90,35.00,4.60,30,0.00,4.64,3.14,62,0.28,0.00,0,0.0,-10.16,11.09,0.00,0.64,-11.72
157419,14.93,13.76,176,2412,74.90,35.50,4.63,30,0.00,4.64,3.92,62,0.31,0.00,0,0.0,-10.16,11.66,0.00,0.68,-11.72
