Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier),MAF/SD Blend Percentage (%),Primary Wastegate Duty Cycle (%)
13346,0.00,12.98,13.92,165,0.24,1276,0.00,18.00,2.18,97,0.00,0,4.06,-10.74,5.24,1.42,0.00,0.54,69.1681,0.0,0.00
13426,0.00,12.98,13.92,165,0.23,1254,0.00,18.50,2.14,97,0.00,0,4.06,-10.74,4.97,1.40,0.00,0.54,69.1284,0.0,0.00
13505,0.00,13.21,13.92,165,0.24,1252,0.00,20.00,2.14,97,0.00,0,3.92,-10.88,4.93,1.40,0.00,0.54,69.0979,0.0,0.00
13585,0.00,13.21,14.00,165,0.23,1239,0.00,20.00,2.08,97,0.00,0,3.92,-10.88,4.83,1.38,0.00,0.54,69.0399,0.0,0.00
13666,0.00,13.44,13.92,165,0.23,1213,0.00,22.00,2.07,97,0.00,0,3.92,-10.88,4.64,1.38,0.00,0.54,69.0277,0.0,0.00
13745,0.00,13.32,13.92,165,0.22,1198,0.00,22.50,1.79,97,0.00,0,3.92,-10.88,4.48,1.36,0.00,0.54,68.8751,0.0,0.00
13825,0.00,13.55,13.92,165,0.22,1188,0.00,22.50,1.77,97,0.00,0,3.92,-10.88,4.31,1.36,0.00,0.54,68.6066,0.0,0.00
13904,0.00,13.32,13.92,165,0.22,1161,0.00,22.50,1.98,97,0.00,0,3.92,-10.88,4.28,1.34,0.00,0.54,68.2831,0.0,0.00
13984,0.00,13.32,13.92,165,0.23,1115,0.00,22.50,1.90,97,0.00,0,3.92,-10.88,4.22,1.34,0.00,0.54,68.0176,0.0,0.00
14064,0.00,13.44,13.92,165,0.23,1098,0.00,22.50,1.87,97,0.00,0,3.92,-10.88,4.20,1.34,0.00,0.54,67.8009,0.0,0.00
14144,0.00,13.21,13.92,165,0.24,1063,0.00,22.50,1.81,97,0.00,0,4.06,-10.74,4.31,1.34,0.00,0.54,67.6331,0.0,0.00
14224,0.00,13.09,13.92,165,0.24,1052,0.00,22.50,1.80,97,0.00,0,4.06,-10.74,4.28,1.34,0.00,0.54,67.3492,0.0,0.00
14303,0.00,13.21,13.92,165,0.25,1035,0.00,22.50,1.76,97,0.00,0,4.06,-10.59,4.33,1.36,0.00,0.54,67.3370,0.0,0.00
14383,0.00,13.09,13.92,165,0.25,1027,0.00,22.50,1.75,97,0.00,0,4.21,-10.59,4.33,1.36,0.00,0.54,67.2180,0.0,0.00
14464,0.00,12.98,13.92,165,0.25,1022,0.00,22.50,1.74,97,0.00,0,4.21,-10.59,4.28,1.34,0.00,0.54,67.1387,0.0,0.00
14543,0.00,12.86,13.92,165,0.25,1021,0.00,22.50,1.74,97,0.00,0,4.21,-10.59,4.17,1.34,0.00,0.54,67.1906,0.0,0.00
14627,0.00,12.98,13.92,165,0.24,1019,0.00,22.50,1.74,97,0.00,0,4.21,-10.59,4.11,1.34,0.00,0.54,67.1082,0.0,0.00
14703,0.00,12.75,13.84,165,0.24,993,0.00,22.50,1.69,97,0.00,0,4.21,-10.59,4.03,1.32,0.00,0.54,66.9250,0.0,0.00
14783,0.00,12.86,13.84,165,0.24,988,0.00,22.50,1.69,97,0.00,0,4.21,-10.59,4.00,1.32,0.00,0.54,66.8823,0.0,0.00
14863,0.00,12.86,13.92,165,0.25,974,0.00,22.50,1.66,97,0.00,0,4.21,-10.59,4.11,1.34,0.00,0.54,66.7053,0.0,0.00
14942,0.00,12.86,13.84,165,0.26,970,0.00,22.50,1.66,97,0.00,0,4.21,-10.59,4.14,1.34,0.00,0.54,66.5802,0.0,0.00
15023,0.00,13.09,13.92,165,0.26,958,0.00,22.50,1.62,97,0.00,0,4.35,-10.45,4.14,1.34,0.00,0.54,66.4917,0.0,0.00
15103,0.00,12.98,13.84,165,0.27,937,0.00,22.50,1.60,97,0.00,0,4.35,-10.45,4.14,1.34,0.00,0.54,66.3879,0.0,0.00
15183,0.00,13.21,13.84,165,0.27,940,0.00,22.50,1.60,97,0.00,0,4.35,-10.30,4.14,1.34,0.00,0.54,66.3208,0.0,0.00
15263,0.00,13.21,13.92,165,0.26,937,0.00,22.50,1.60,97,0.00,0,4.50,-10.30,4.11,1.32,0.00,0.54,66.3147,0.0,0.00
15343,0.00,13.21,13.84,165,0.26,936,0.00,22.50,1.60,97,0.00,0,4.50,-10.30,4.06,1.32,0.00,0.54,66.2781,0.0,0.00
15422,0.00,13.09,13.92,165,0.26,928,0.00,22.50,1.57,97,0.00,0,4.50,-10.30,4.00,1.32,0.00,0.54,66.2201,0.0,0.00
15503,0.00,13.32,13.92,165,0.26,916,0.00,22.50,1.56,99,0.00,0,4.50,-10.30,3.95,1.32,0.00,0.54,66.0889,0.0,0.00
15583,0.00,12.98,13.84,165,0.26,916,0.00,22.50,1.56,99,0.00,0,4.50,-10.30,3.98,1.32,0.00,0.54,66.0278,0.0,0.00
15662,0.00,12.98,13.92,165,0.26,909,0.00,22.50,1.55,99,0.00,0,4.64,-10.16,3.98,1.32,0.00,0.54,66.0614,0.0,0.00
15742,0.00,13.21,13.84,165,0.27,901,0.00,22.50,1.54,99,0.00,0,4.64,-10.16,3.98,1.32,0.00,0.54,65.9790,0.0,0.00
15822,0.00,12.98,13.92,165,0.27,898,0.00,22.50,1.53,99,0.00,0,4.64,-10.16,4.00,1.32,0.00,0.54,66.0889,0.0,0.00
15902,0.00,13.09,13.92,165,0.27,902,0.00,22.50,1.54,99,0.00,0,4.64,-10.16,4.00,1.32,0.00,0.54,66.0980,0.0,0.00
15983,0.00,13.09,13.84,165,0.26,910,0.00,21.00,1.55,99,0.00,0,4.64,-10.16,4.00,1.32,0.00,0.54,65.8936,0.0,0.00
16061,0.00,13.21,13.92,165,0.27,890,0.00,22.50,1.52,99,0.00,0,4.64,-10.16,3.98,1.32,0.00,0.54,65.9424,0.0,0.00
16141,0.00,13.32,13.92,165,0.27,894,0.00,22.00,1.51,99,0.00,0,4.64,-10.16,3.98,1.32,0.00,0.54,65.9485,0.0,0.00
16221,0.00,13.32,13.92,165,0.27,892,0.00,22.00,1.52,99,0.00,0,4.64,-10.16,4.00,1.34,0.00,0.54,65.9058,0.0,0.00
16301,0.00,13.44,13.92,165,0.28,878,0.00,22.00,1.50,99,0.00,0,4.64,-10.16,4.00,1.34,0.00,0.54,65.8661,0.0,0.00
16380,0.00,13.55,13.92,165,0.28,886,0.00,21.00,1.51,99,0.00,0,4.64,-10.16,4.06,1.34,0.00,0.54,65.8081,0.0,0.00
16461,0.00,13.67,13.92,165,0.28,881,0.00,21.00,1.50,99,0.00,0,4.79,-10.01,4.09,1.34,0.00,0.54,65.8508,0.0,0.00
16540,0.00,13.67,13.92,167,0.28,880,0.00,20.00,1.50,99,0.00,0,4.79,-10.01,4.09,1.34,0.00,0.54,65.8417,0.0,0.00
16619,0.00,13.90,14.00,167,0.28,884,0.00,20.00,1.51,99,0.00,0,4.79,-10.01,4.14,1.34,0.00,0.54,65.8813,0.0,0.00
16700,0.00,13.90,13.92,167,0.29,884,0.00,19.00,1.51,99,0.00,0,4.79,-10.01,4.20,1.34,0.00,0.54,65.9058,0.0,0.00
16779,0.00,13.90,13.92,167,0.28,891,0.00,18.00,1.52,99,0.00,0,4.79,-10.01,4.20,1.34,0.00,0.54,65.8936,0.0,0.00
16859,0.00,14.13,13.92,167,0.29,889,0.00,18.00,1.53,99,0.00,0,4.79,-10.01,4.25,1.34,0.00,0.54,65.9363,0.0,0.00
16939,0.00,14.01,13.92,167,0.28,878,0.00,17.50,1.50,99,0.00,0,4.79,-10.01,4.20,1.32,0.00,0.54,65.7745,0.0,0.00
17019,0.00,14.13,13.92,167,0.28,886,0.00,17.50,1.51,99,0.00,0,4.79,-10.01,4.22,1.34,0.00,0.54,65.9271,0.0,0.00
17099,0.00,14.13,13.92,167,0.29,893,0.00,16.50,1.52,99,0.00,0,4.79,-10.01,4.25,1.34,0.00,0.54,65.9668,0.0,0.00
17179,0.00,14.01,13.92,167,0.29,897,0.00,16.50,1.53,99,0.00,0,4.79,-10.01,4.31,1.36,0.00,0.54,65.9302,0.0,0.00
17259,0.00,14.13,13.92,167,0.29,901,0.00,16.00,1.54,99,0.00,0,4.79,-10.01,4.31,1.36,0.00,0.54,66.0126,0.0,0.00
17339,0.00,14.13,13.92,167,0.29,902,0.00,15.50,1.54,99,0.00,0,4.79,-10.01,4.31,1.36,0.00,0.54,65.9088,0.0,0.00
17419,0.00,14.24,13.92,167,0.29,899,0.00,15.50,1.53,99,0.00,0,4.93,-9.87,4.31,1.36,0.00,0.54,66.0461,0.0,0.00
17499,0.00,14.24,13.92,167,0.29,905,0.00,14.50,1.54,99,0.00,0,4.93,-9.87,4.31,1.36,0.00,0.54,65.9302,0.0,0.00
17579,0.00,14.13,13.92,167,0.29,893,0.00,16.00,1.53,99,0.00,0,4.93,-9.87,4.31,1.36,0.00,0.54,65.9607,0.0,0.00
17658,0.00,14.36,13.92,167,0.29,903,0.00,15.50,1.54,99,0.00,0,4.93,-9.87,4.31,1.36,0.00,0.54,66.0095,0.0,0.00
17737,0.00,14.13,13.92,167,0.29,910,0.00,14.00,1.55,99,0.00,0,4.93,-9.87,4.35,1.36,0.00,0.54,66.0034,0.0,0.00
17818,0.00,14.13,13.92,167,0.29,892,0.00,15.50,1.52,99,0.00,0,4.93,-9.87,4.25,1.36,0.00,0.54,65.7959,0.0,0.00
17898,0.00,14.36,13.84,167,0.29,880,0.00,16.50,1.69,99,0.00,0,4.93,-9.87,4.31,1.36,0.00,0.54,65.7410,0.0,0.00
17978,0.00,14.24,13.92,167,0.31,874,0.00,17.50,1.71,99,0.00,0,4.93,-9.87,4.46,1.36,0.00,0.54,65.8905,0.0,0.00
18058,0.00,14.36,13.92,167,0.32,886,0.00,15.50,1.70,99,0.00,0,4.93,-9.72,4.68,1.38,0.00,0.54,65.8997,0.0,0.00
18138,0.00,14.24,13.84,167,0.32,901,0.00,14.00,1.73,99,0.00,0,5.08,-9.72,4.64,1.36,0.00,0.54,66.0675,0.0,0.00
18216,0.00,14.36,13.92,167,0.31,916,0.00,12.50,1.76,99,0.00,0,5.08,-9.72,4.57,1.36,0.00,0.54,66.3330,0.0,0.00
18296,0.00,14.47,13.84,167,0.28,930,0.00,11.00,1.58,99,0.00,0,5.08,-9.87,4.40,1.34,0.00,0.54,66.2445,0.0,0.00
18377,0.00,14.13,13.92,167,0.28,906,0.00,11.50,1.55,99,0.00,0,4.93,-9.87,4.28,1.34,0.00,0.54,66.0614,0.0,0.00
18456,0.00,14.36,13.92,167,0.29,880,0.00,16.50,1.50,99,0.00,0,4.93,-9.87,4.22,1.34,0.00,0.54,65.7959,0.0,0.00
18536,0.00,14.13,13.84,167,0.30,888,0.00,16.50,1.71,99,0.00,0,4.93,-9.87,4.52,1.36,0.00,0.54,65.7898,0.0,0.00
18617,0.00,14.36,13.92,167,0.31,879,0.00,16.50,1.69,99,0.00,0,4.93,-9.87,4.61,1.38,0.00,0.54,65.8813,0.0,0.00
18696,0.00,14.13,13.84,167,0.31,888,0.00,15.50,1.72,99,0.00,0,5.08,-9.72,4.68,1.38,0.00,0.54,66.0828,0.0,0.00
18776,0.00,14.24,13.84,167,0.30,909,0.00,14.50,1.55,99,0.00,0,5.08,-9.72,4.61,1.36,0.00,0.54,66.1682,0.0,0.00
18856,0.00,14.24,13.92,167,0.30,899,0.00,14.00,1.53,99,0.00,0,5.08,-9.72,4.49,1.36,0.00,0.54,66.0339,0.0,0.00
18935,0.00,14.47,13.92,167,0.29,900,0.00,14.00,1.54,99,0.00,0,5.08,-9.72,4.40,1.36,0.00,0.54,65.8020,0.0,0.00
19016,0.00,14.59,13.92,167,0.30,880,0.00,16.50,1.69,99,0.00,0,4.93,-9.87,4.37,1.38,0.00,0.54,65.8295,0.0,0.00
19096,0.00,14.47,13.92,167,0.31,879,0.00,15.50,1.69,99,0.00,0,5.08,-9.72,4.49,1.40,0.00,0.54,65.9027,0.0,0.00
19176,0.00,14.59,13.84,167,0.32,890,0.00,15.00,1.71,99,0.00,0,5.08,-9.72,4.68,1.40,0.00,0.54,66.0095,0.0,0.00
19255,0.00,14.47,13.92,167,0.32,890,0.00,14.50,1.71,99,0.00,0,5.08,-9.72,4.68,1.38,0.00,0.54,66.1682,0.0,0.00
19335,0.00,14.47,13.84,167,0.31,901,0.00,13.50,1.54,99,0.00,0,5.08,-9.72,4.64,1.38,0.00,0.54,66.2018,0.0,0.00
19415,0.00,14.59,13.92,167,0.30,904,0.00,13.00,1.56,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.3086,0.0,0.00
19495,0.00,14.47,13.92,167,0.30,907,0.00,12.00,1.55,99,0.00,0,5.08,-9.72,4.52,1.36,0.00,0.54,66.1835,0.0,0.00
19575,0.00,14.59,13.84,167,0.29,906,0.00,13.50,1.55,99,0.00,0,5.08,-9.72,4.46,1.36,0.00,0.54,66.0889,0.0,0.00
19654,0.00,14.59,13.92,167,0.30,896,0.00,14.50,1.53,99,0.00,0,5.08,-9.72,4.49,1.36,0.00,0.54,65.9790,0.0,0.00
19734,0.00,14.47,13.92,167,0.31,895,0.00,14.50,1.72,99,0.00,0,5.08,-9.72,4.55,1.36,0.00,0.54,65.9271,0.0,0.00
19814,0.00,14.59,13.92,167,0.31,896,0.00,15.50,1.72,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.0156,0.0,0.00
19895,0.00,14.59,13.92,167,0.31,891,0.00,14.00,1.71,99,0.00,0,5.08,-9.72,4.61,1.38,0.00,0.54,66.1987,0.0,0.00
19975,0.00,14.70,13.92,167,0.30,906,0.00,13.00,1.55,99,0.00,0,5.08,-9.72,4.57,1.36,0.00,0.54,66.2109,0.0,0.00
20055,0.00,14.70,13.84,167,0.31,898,0.00,14.00,1.72,99,0.00,0,5.08,-9.72,4.57,1.36,0.00,0.54,65.9790,0.0,0.00
20133,0.00,14.70,13.92,167,0.31,885,0.00,15.50,1.69,99,0.00,0,5.08,-9.72,4.55,1.36,0.00,0.54,65.9668,0.0,0.00
20214,0.00,14.81,13.92,167,0.31,900,0.00,15.50,1.73,99,0.00,0,5.08,-9.72,4.61,1.36,0.00,0.54,66.1316,0.0,0.00
20293,0.00,14.70,13.92,167,0.31,908,0.00,13.00,1.74,99,0.00,0,5.08,-9.72,4.68,1.38,0.00,0.54,66.2048,0.0,0.00
20374,0.00,14.70,13.92,167,0.31,901,0.00,13.50,1.73,99,0.00,0,5.08,-9.72,4.61,1.36,0.00,0.54,66.2933,0.0,0.00
20453,0.00,14.81,13.92,167,0.30,913,0.00,12.50,1.56,99,0.00,0,5.08,-9.72,4.52,1.38,0.00,0.54,66.2811,0.0,0.00
20533,0.00,14.70,13.92,167,0.30,920,0.00,12.50,1.57,99,0.00,0,5.08,-9.72,4.52,1.36,0.00,0.54,66.1377,0.0,0.00
20613,0.00,14.70,13.92,167,0.30,902,0.00,11.50,1.54,99,0.00,0,5.08,-9.72,4.52,1.38,0.00,0.54,66.0583,0.0,0.00
20693,0.00,14.70,13.92,167,0.30,907,0.00,13.50,1.55,99,0.00,0,5.08,-9.72,4.55,1.38,0.00,0.54,66.1835,0.0,0.00
20772,0.00,14.70,13.92,167,0.30,909,0.00,13.00,1.55,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.1957,0.0,0.00
20853,0.00,14.70,13.92,167,0.30,910,0.00,13.00,1.55,99,0.00,0,5.08,-9.72,4.52,1.38,0.00,0.54,66.1499,0.0,0.00
20932,0.00,14.59,13.92,167,0.30,911,0.00,13.50,1.56,99,0.00,0,5.08,-9.72,4.55,1.38,0.00,0.54,66.0706,0.0,0.00
21012,0.00,14.81,13.92,167,0.30,904,0.00,14.00,1.54,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.0797,0.0,0.00
21093,0.00,14.81,13.84,167,0.30,911,0.00,13.00,1.56,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.1896,0.0,0.00
21172,0.00,14.81,13.92,167,0.30,909,0.00,13.50,1.55,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.2598,0.0,0.00
21251,0.00,15.04,13.84,167,0.30,916,0.00,13.00,1.55,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.0980,0.0,0.00
21331,0.00,14.93,13.84,167,0.30,911,0.00,14.00,1.55,99,0.00,0,5.08,-9.72,4.52,1.38,0.00,0.54,66.0858,0.0,0.00
21411,0.00,15.04,13.92,167,0.30,908,0.00,13.50,1.55,99,0.00,0,5.08,-9.72,4.52,1.38,0.00,0.54,66.1896,0.0,0.00
21491,0.00,14.93,13.84,167,0.30,913,0.00,13.00,1.56,99,0.00,0,5.08,-9.72,4.55,1.38,0.00,0.54,66.1591,0.0,0.00
21571,0.00,14.81,13.92,167,0.30,910,0.00,13.50,1.74,99,0.00,0,5.08,-9.72,4.52,1.38,0.00,0.54,66.1499,0.0,0.00
21651,0.00,14.93,13.84,167,0.31,892,0.00,14.00,1.71,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,65.9973,0.0,0.00
21731,0.00,14.81,13.76,167,0.31,896,0.00,15.00,1.72,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,65.9973,0.0,0.00
21811,0.00,14.93,13.92,167,0.32,895,0.00,15.00,1.72,99,0.00,0,5.08,-9.72,4.77,1.42,0.00,0.54,66.3849,0.0,0.00
21891,0.00,14.93,13.84,167,0.34,912,0.00,13.00,1.75,99,0.00,0,5.22,-9.58,5.17,1.42,0.00,0.54,66.6260,0.0,0.00
21971,0.00,14.70,13.84,167,0.34,920,0.00,12.00,1.80,99,0.00,0,5.37,-9.43,5.24,1.42,0.00,0.54,66.8854,0.0,0.00
22050,0.00,14.93,13.92,167,0.33,944,0.00,10.50,1.81,99,0.00,0,5.37,-9.43,5.21,1.42,0.00,0.54,67.0319,0.0,0.00
22131,0.00,14.70,13.84,167,0.32,960,0.00,8.50,1.84,99,0.00,0,5.37,-9.43,5.14,1.42,0.00,0.54,67.0074,0.0,0.00
22210,0.00,14.59,13.92,167,0.32,950,0.00,10.00,1.82,99,0.00,0,5.37,-9.43,5.07,1.42,0.00,0.54,67.0105,0.0,0.00
22290,0.00,14.59,13.84,167,0.31,951,0.00,10.50,1.83,99,0.00,0,5.37,-9.43,4.93,1.42,0.00,0.54,66.9403,0.0,0.00
22370,0.00,14.36,13.92,167,0.31,954,0.00,10.00,1.83,99,0.00,0,5.22,-9.58,4.97,1.42,0.00,0.54,66.7511,0.0,0.00
22449,0.00,14.47,13.92,167,0.32,936,0.00,12.50,1.80,99,0.00,0,5.22,-9.58,5.00,1.40,0.00,0.54,66.7725,0.0,0.00
22529,0.00,14.36,13.84,167,0.32,934,0.00,12.00,1.79,99,0.00,0,5.22,-9.58,5.07,1.40,0.00,0.54,66.8396,0.0,0.00
22609,0.00,14.59,13.84,167,0.32,950,0.00,11.50,1.82,99,0.00,0,5.22,-9.58,5.14,1.40,0.00,0.54,66.9403,0.0,0.00
22689,0.00,14.70,13.84,167,0.32,954,0.00,11.00,1.84,99,0.00,0,5.22,-9.58,5.03,1.40,0.00,0.54,66.9739,0.0,0.00
22769,0.00,14.70,13.84,167,0.31,949,0.00,10.50,1.82,99,0.00,0,5.22,-9.58,4.86,1.38,0.00,0.54,66.7572,0.0,0.00
22848,0.00,14.93,13.92,167,0.30,948,0.00,12.50,1.62,99,0.00,0,5.22,-9.72,4.80,1.40,0.00,0.54,66.7175,0.0,0.00
22928,0.00,14.93,13.84,167,0.31,945,0.00,13.00,1.81,99,0.00,0,5.08,-9.72,4.86,1.40,0.00,0.54,66.6016,0.0,0.00
23008,0.00,14.81,13.92,167,0.31,940,0.00,13.50,1.81,99,0.00,0,5.22,-9.58,4.90,1.40,0.00,0.54,66.5527,0.0,0.00
23089,0.00,14.93,13.84,167,0.32,943,0.00,14.00,1.81,99,0.00,0,5.22,-9.58,4.93,1.42,0.00,0.54,66.7572,0.0,0.00
23167,0.00,14.81,13.92,167,0.31,945,0.00,13.00,1.81,99,0.00,0,5.22,-9.58,4.97,1.42,0.00,0.54,66.7328,0.0,0.00
23248,0.00,14.93,13.92,167,0.30,950,0.00,12.50,1.82,99,0.00,0,5.08,-9.72,4.80,1.40,0.00,0.54,66.6718,0.0,0.00
23328,0.00,15.16,13.92,167,0.30,950,0.00,13.00,1.82,99,0.00,0,5.08,-9.72,4.70,1.38,0.00,0.54,66.6229,0.0,0.00
23407,0.00,15.16,13.84,167,0.30,962,0.00,12.00,1.63,99,0.00,0,5.08,-9.72,4.57,1.38,0.00,0.54,66.5527,0.0,0.00
23487,0.00,14.93,13.84,167,0.29,961,0.00,12.50,1.64,99,0.00,0,5.08,-9.72,4.64,1.38,0.00,0.54,66.5222,0.0,0.00
23568,0.00,15.04,13.92,167,0.29,954,0.00,13.00,1.63,99,0.00,0,5.08,-9.87,4.64,1.38,0.00,0.54,66.4948,0.0,0.00
23646,0.00,14.93,13.92,167,0.30,953,0.00,13.00,1.63,99,0.00,0,4.93,-9.87,4.70,1.38,0.00,0.54,66.3971,0.0,0.00
23726,0.00,14.93,13.92,167,0.30,940,0.00,14.50,1.80,99,0.00,0,4.93,-9.87,4.74,1.38,0.00,0.54,66.4795,0.0,0.00
23806,0.00,15.04,13.92,167,0.31,948,0.00,13.50,1.81,99,0.00,0,5.08,-9.72,4.77,1.40,0.00,0.54,66.4398,0.0,0.00
23886,0.00,15.04,13.92,167,0.30,948,0.00,14.00,1.82,99,0.00,0,5.08,-9.72,4.77,1.38,0.00,0.54,66.4215,0.0,0.00
23966,0.00,15.16,13.92,167,0.29,952,0.00,13.00,1.62,99,0.00,0,5.08,-9.72,4.64,1.38,0.00,0.54,66.5558,0.0,0.00
24046,0.00,15.04,13.92,167,0.29,956,0.00,13.00,1.63,99,0.00,0,4.93,-9.87,4.52,1.38,0.00,0.54,66.5253,0.0,0.00
24127,0.00,14.93,13.92,167,0.28,952,0.00,13.00,1.63,99,0.00,0,4.93,-9.87,4.46,1.38,0.00,0.54,66.3605,0.0,0.00
24205,0.00,14.93,13.92,167,0.28,932,0.00,13.00,1.59,99,0.00,0,4.93,-9.87,4.40,1.36,0.00,0.54,66.2476,0.0,0.00
24286,0.00,14.81,13.84,167,0.29,928,0.00,15.50,1.58,99,0.00,0,4.93,-9.87,4.46,1.38,0.00,0.54,66.1346,0.0,0.00
24366,0.00,14.81,13.92,167,0.31,914,0.00,17.00,1.75,99,0.00,0,4.93,-9.87,4.74,1.40,0.00,0.54,66.1713,0.0,0.00
24445,0.00,14.81,13.84,167,0.32,917,0.00,16.50,1.76,99,0.00,0,5.08,-9.72,4.84,1.40,0.00,0.54,66.4215,0.0,0.00
24526,0.00,14.70,13.92,167,0.30,932,0.00,14.50,1.60,99,0.00,0,5.08,-9.72,4.80,1.38,0.00,0.54,66.4062,0.0,0.00
24606,0.00,14.81,13.84,167,0.29,940,0.00,13.50,1.61,99,0.00,0,5.08,-9.87,4.49,1.36,0.00,0.54,66.5222,0.0,0.00
24685,0.00,14.70,13.84,167,0.28,943,0.00,13.50,1.61,99,0.00,0,4.93,-9.87,4.33,1.34,0.00,0.54,66.4093,0.0,0.00
24765,0.00,14.59,13.84,167,0.28,937,0.00,14.00,1.60,99,0.00,0,4.93,-9.87,4.31,1.34,0.00,0.54,66.2720,0.0,0.00
24846,0.00,14.70,13.76,167,0.28,927,0.00,15.50,1.58,99,0.00,0,4.93,-9.87,4.40,1.34,0.00,0.54,66.1530,0.0,0.00
24924,0.00,14.59,13.84,167,0.30,906,0.00,16.50,1.74,99,0.00,0,4.93,-9.87,4.52,1.36,0.00,0.54,66.0553,0.0,0.00
25004,0.00,14.59,13.92,167,0.31,906,0.00,17.00,1.74,99,0.00,0,4.93,-9.87,4.57,1.38,0.00,0.54,66.1163,0.0,0.00
25085,0.00,14.47,13.76,167,0.31,905,0.00,17.00,1.74,99,0.00,0,5.08,-9.72,4.70,1.36,0.00,0.54,66.0767,0.0,0.00
25163,0.00,14.59,13.84,167,0.31,909,0.00,16.50,1.55,99,0.00,0,5.08,-9.72,4.64,1.36,0.00,0.54,66.1591,0.0,0.00
25245,0.00,14.59,13.84,167,0.30,913,0.00,16.00,1.57,99,0.00,0,5.08,-9.72,4.52,1.36,0.00,0.54,66.2201,0.0,0.00
25323,0.00,14.59,13.76,167,0.29,917,0.00,15.00,1.56,99,0.00,0,5.08,-9.87,4.46,1.36,0.00,0.54,66.1865,0.0,0.00
25403,0.00,14.59,13.84,167,0.29,917,0.00,15.50,1.57,99,0.00,0,4.93,-9.87,4.40,1.34,0.00,0.54,66.1926,0.0,0.00
25483,0.00,14.59,13.84,167,0.29,904,0.00,16.50,1.54,99,0.00,0,4.93,-9.87,4.40,1.34,0.00,0.54,66.0522,0.0,0.00
25563,0.00,14.47,13.84,167,0.29,906,0.00,16.50,1.55,99,0.00,0,4.93,-9.87,4.43,1.36,0.00,0.54,65.9637,0.0,0.00
25643,0.00,14.47,13.84,167,0.30,898,0.00,17.00,1.53,99,0.00,0,4.93,-9.72,4.52,1.36,0.00,0.54,65.9790,0.0,0.00
25723,-0.78,14.47,13.84,167,0.30,900,0.00,16.50,1.73,99,0.00,0,5.08,-9.72,4.55,1.36,0.00,0.54,65.9912,0.0,0.00
25803,-0.78,14.59,13.92,167,0.31,900,0.00,16.50,1.54,99,0.00,0,5.08,-9.72,4.55,1.36,0.00,0.54,66.0797,0.0,0.00
25883,-0.78,14.70,13.84,167,0.30,900,0.00,15.50,1.54,99,0.00,0,5.08,-9.72,4.52,1.36,0.00,0.54,66.0767,0.0,0.00
25963,-0.78,14.70,13.84,167,0.29,909,0.00,15.00,1.55,99,0.00,0,5.08,-9.72,4.46,1.36,0.00,0.54,66.1041,0.0,0.00
26042,-0.78,14.70,13.84,167,0.29,914,0.00,14.00,1.56,99,0.00,0,5.08,-9.72,4.46,1.36,0.00,0.54,66.1377,0.0,0.00
26122,-0.78,14.70,13.76,167,0.29,916,0.00,14.00,1.56,99,0.00,0,5.08,-9.87,4.43,1.36,0.00,0.54,66.0400,0.0,0.00
26202,-0.78,14.70,13.84,167,0.29,904,0.00,15.50,1.54,99,0.00,0,4.93,-9.87,4.43,1.36,0.00,0.54,66.0309,0.0,0.00
26282,-0.78,14.70,13.84,167,0.31,903,0.00,15.50,1.73,99,0.00,0,4.93,-9.87,4.43,1.36,0.00,0.54,65.8173,0.0,0.00
26362,-0.78,14.59,13.92,167,0.31,886,0.00,17.50,1.70,99,0.00,0,4.93,-9.72,4.52,1.38,0.00,0.54,65.7684,0.0,0.00
26442,-0.78,14.81,13.92,167,0.32,891,0.00,16.50,1.71,99,0.00,0,5.08,-9.72,4.64,1.40,0.00,0.54,66.0431,0.0,0.00
26522,-0.78,14.70,13.92,167,0.32,910,0.00,14.00,1.75,99,0.00,0,5.08,-9.72,4.80,1.40,0.00,0.54,66.3208,0.0,0.00
26602,-0.78,14.81,13.92,167,0.30,916,0.00,13.00,1.56,99,0.00,0,5.08,-9.72,4.61,1.38,0.00,0.54,66.2964,0.0,0.00
26681,-0.78,15.04,13.92,167,0.30,923,0.00,12.50,1.56,99,0.00,0,5.08,-9.72,4.43,1.38,0.00,0.54,66.0553,0.0,0.00
