Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
93589,7.81,0.00,16.08,13.36,180,0.82,2252,0.00,0.00,33.33,16,36.00,5.76,102,12.48,-2.18,2.38,6.67,20.78,26.41
93854,16.41,0.00,14.93,13.28,180,0.88,2345,0.00,0.00,33.33,16,33.50,6.50,102,13.06,-1.60,2.48,9.02,23.92,32.38
94120,16.41,0.00,14.13,13.28,180,0.92,2451,0.00,0.00,33.33,16,31.00,6.80,102,13.64,-1.02,2.52,10.20,27.06,32.03
94386,14.84,0.00,14.24,13.28,180,0.94,2563,0.00,0.00,33.33,16,45.50,7.65,102,13.93,-0.73,2.58,10.20,28.63,41.17
94652,12.50,0.00,14.24,13.28,180,0.96,2672,0.00,0.00,33.33,16,35.50,7.98,102,14.22,-0.29,2.64,10.20,29.80,26.41
94918,10.16,0.00,14.36,13.28,180,1.00,2767,0.00,0.00,33.33,16,38.00,8.26,102,14.51,0.00,2.70,10.20,30.98,26.41
95184,7.03,0.00,14.47,13.28,180,1.02,2908,0.00,0.00,66.67,16,45.50,8.69,102,14.80,0.29,2.74,10.20,31.37,28.87
95450,4.69,0.00,14.47,13.28,180,1.03,2986,0.00,0.00,66.67,16,35.50,8.92,102,15.09,0.44,2.76,10.20,31.37,30.27
95716,5.47,0.00,14.70,13.36,180,1.03,3151,0.00,0.00,66.67,16,31.00,9.41,102,15.38,0.73,2.80,10.20,31.37,26.41
95981,4.69,0.00,14.59,13.44,180,1.05,3256,0.00,0.00,66.67,16,45.00,9.03,102,15.53,0.87,2.84,10.20,31.37,33.09
96247,3.91,0.00,14.70,13.44,178,1.06,3350,0.00,0.00,66.67,16,31.00,10.00,102,15.82,1.16,2.90,10.20,31.37,41.17
96513,3.91,0.00,14.24,13.44,178,1.07,3466,0.00,0.00,66.67,16,33.50,9.61,102,15.96,1.31,2.94,10.20,31.37,26.41
96779,3.91,0.00,14.70,13.44,178,1.10,3658,0.00,0.00,66.67,16,35.50,10.84,102,16.25,1.60,2.98,10.20,30.98,40.47
97045,1.56,0.00,14.59,13.52,178,1.10,3722,0.00,0.00,66.67,16,37.00,11.12,102,16.11,1.45,3.02,10.20,28.63,41.17
97311,-1.56,0.00,14.13,13.52,178,0.94,3836,0.00,0.00,66.67,16,31.00,9.82,102,14.22,-0.44,2.90,7.84,21.96,30.62
97578,-6.25,0.00,13.67,13.60,178,0.51,3874,0.00,0.00,66.67,16,26.00,5.78,102,4.93,-9.72,2.46,0.00,0.00,29.57
97844,0.00,0.00,11.94,13.60,178,0.35,3450,0.00,0.00,66.67,16,21.00,0.00,100,3.63,-11.03,2.14,0.00,0.00,17.27
98110,0.00,0.00,15.16,13.52,178,0.28,2917,0.00,0.00,66.67,16,15.50,0.00,100,4.06,-10.59,1.86,0.00,6.67,20.78
98376,0.00,0.00,21.71,13.36,178,0.79,2731,0.00,0.00,66.67,16,28.00,6.06,100,10.45,-4.21,2.48,4.31,18.04,26.41
98642,2.34,0.00,16.42,13.52,178,0.83,2800,0.00,0.00,66.67,16,34.00,6.56,100,11.90,-2.76,2.54,6.67,20.78,26.41
98907,14.84,0.00,15.62,13.44,178,0.84,2842,0.00,0.00,66.67,16,31.00,7.16,100,12.19,-2.47,2.56,7.06,21.18,26.41
99173,16.41,0.00,13.78,13.44,178,0.87,2896,0.00,0.00,66.67,16,33.50,8.03,100,12.48,-2.18,2.58,7.84,21.96,26.41
99439,14.84,0.00,13.44,13.52,178,0.91,2912,0.00,0.00,66.67,16,44.50,8.08,100,12.91,-1.74,2.62,8.63,22.75,32.38
99705,14.84,0.00,13.78,13.52,178,0.92,2968,0.00,0.00,66.67,16,39.00,8.23,100,13.20,-1.45,2.68,9.41,24.31,26.41
99971,7.03,0.00,13.90,13.52,176,0.95,3022,0.00,0.00,66.67,16,36.00,8.38,100,13.78,-0.87,2.70,10.20,25.88,40.82
100236,6.25,0.00,14.59,13.52,176,0.97,3084,0.00,0.00,66.67,16,36.00,8.55,100,14.22,-0.44,2.74,10.20,27.06,26.41
100503,5.47,0.00,14.59,13.52,176,1.00,3089,0.00,0.00,66.67,16,35.50,8.57,100,14.65,0.00,2.78,10.20,27.84,26.41
100768,6.25,0.00,14.70,13.52,176,1.02,3190,0.00,0.00,66.67,16,39.00,8.85,100,14.95,0.44,2.82,10.20,29.02,30.62
101034,5.47,0.00,14.47,13.52,176,1.05,3228,0.00,0.00,66.67,16,45.00,8.95,100,15.53,0.87,2.86,10.20,30.20,33.09
101300,4.69,0.00,14.59,13.44,176,1.09,3254,0.00,0.00,66.67,16,38.00,9.72,100,15.96,1.45,2.90,10.20,32.16,29.22
101566,5.47,0.00,14.70,13.36,176,1.14,3352,0.00,0.00,66.67,16,37.00,10.01,100,16.54,2.03,2.94,10.20,34.12,26.41
101831,3.12,0.00,14.47,13.36,176,1.17,3394,0.00,0.00,66.67,16,34.50,10.14,100,17.12,2.61,2.98,10.20,34.90,26.41
102097,3.12,0.00,14.70,13.28,176,1.19,3451,0.00,0.00,66.67,16,39.00,11.04,100,17.56,3.05,3.04,10.20,35.69,26.41
102364,3.12,0.00,14.59,13.28,176,1.25,3541,0.00,0.00,66.67,16,35.50,11.33,100,18.14,3.48,3.08,10.20,36.08,32.03
102630,2.34,0.00,14.36,13.28,176,1.30,3578,0.00,0.00,66.67,16,44.50,11.45,100,18.72,4.06,3.14,10.20,36.47,40.47
102896,1.56,0.00,14.24,13.20,176,1.38,3680,0.00,0.00,66.67,16,31.00,12.44,100,19.44,4.79,3.22,10.20,36.86,26.41
103162,0.00,0.00,14.59,13.20,176,1.42,3794,0.00,0.00,66.67,16,46.00,15.20,100,20.17,5.51,3.28,7.06,37.25,26.41
103427,0.00,0.00,12.17,13.20,176,1.48,3844,0.00,0.00,66.67,14,37.50,16.22,100,20.89,6.24,3.32,0.00,37.25,40.47
103694,0.00,0.00,11.83,13.28,176,1.51,3956,0.00,0.00,66.67,14,30.50,17.41,100,21.47,6.82,3.36,0.00,37.25,32.38
103959,0.00,0.00,11.71,13.36,176,1.51,4036,0.00,0.00,66.67,12,44.50,18.69,99,21.76,7.11,3.42,0.00,37.25,32.73
104225,0.00,0.00,11.83,13.36,176,1.55,4087,0.00,0.00,66.67,12,43.00,19.23,99,21.91,7.25,3.42,0.00,36.86,32.73
104490,0.00,0.00,11.83,13.36,174,1.53,4208,0.00,0.00,66.67,12,36.00,19.51,99,21.91,7.25,3.46,0.00,36.08,30.27
104757,0.00,0.00,11.83,13.44,174,1.55,4261,0.00,0.00,66.67,10,29.00,20.07,99,21.47,6.82,3.48,0.00,33.73,26.41
105022,0.00,0.00,11.83,13.20,174,1.48,4340,0.00,0.00,66.67,8,43.00,19.57,99,20.31,5.66,3.44,0.00,30.20,31.68
105288,0.00,0.00,11.94,13.44,174,0.41,4330,0.00,0.00,66.67,8,28.50,15.95,99,10.74,-3.92,2.30,0.00,0.00,15.86
105555,0.00,0.00,12.17,13.60,174,0.63,4030,0.00,0.00,66.67,8,15.50,0.00,99,5.80,-8.85,2.58,0.00,0.00,15.86
105821,0.00,0.00,20.56,13.60,174,0.22,3432,0.00,0.00,66.67,8,15.50,0.00,99,5.80,-8.85,1.72,0.00,0.00,15.86
106086,0.00,0.00,22.39,13.36,174,0.98,3081,0.00,0.00,66.67,8,4.50,5.94,99,12.48,-2.18,2.72,4.31,22.75,24.30
106352,0.00,0.00,18.49,13.36,174,0.95,3054,0.00,0.00,66.67,8,18.00,8.08,99,13.64,-1.02,2.70,9.41,23.53,34.14
106618,16.41,0.00,15.39,13.44,174,0.95,3067,0.00,0.00,66.67,8,35.50,8.51,99,13.93,-0.73,2.72,9.02,23.53,31.68
106885,15.62,0.00,13.55,13.44,174,0.94,3136,0.00,0.00,66.67,8,36.00,8.70,99,14.07,-0.58,2.72,9.02,23.53,39.77
107150,14.06,0.00,13.44,13.44,174,0.96,3164,0.00,0.00,66.67,8,28.50,8.78,99,14.22,-0.44,2.74,10.20,25.49,33.09
107417,14.84,0.00,13.90,13.44,174,1.04,3154,0.00,0.00,66.67,8,28.50,9.42,99,15.09,0.44,2.82,10.20,28.24,31.33
107683,7.81,0.00,13.78,13.44,174,1.08,3180,0.00,0.00,66.67,8,28.50,9.50,99,15.67,1.02,2.84,10.20,29.02,34.14
107949,3.12,0.00,14.24,13.52,174,1.12,3166,0.00,0.00,66.67,8,28.50,9.46,99,15.96,1.45,2.88,10.20,29.41,26.41
108215,5.47,0.00,15.16,13.52,174,1.10,3227,0.00,0.00,66.67,8,32.50,9.64,99,16.25,1.60,2.88,10.20,29.41,26.41
108481,3.91,0.00,14.59,13.52,174,1.11,3292,0.00,0.00,66.67,8,36.50,9.83,99,16.40,1.89,2.90,10.20,29.02,34.49
108747,3.12,0.00,14.70,13.52,174,1.13,3286,0.00,0.00,66.67,8,43.50,9.82,99,16.54,2.03,2.92,10.20,29.02,34.14
109013,2.34,0.00,14.59,13.52,174,1.13,3305,0.00,0.00,66.67,9,28.50,9.87,99,16.83,2.18,2.92,10.20,29.02,40.12
109279,0.00,0.00,14.59,13.52,174,1.13,3323,0.00,0.00,66.67,9,43.50,10.63,99,16.83,2.18,2.92,10.20,29.02,26.41
109545,0.00,0.00,13.09,13.52,174,1.15,3357,0.00,0.00,66.67,9,33.50,10.74,99,17.12,2.47,2.96,10.20,29.02,26.41
109811,0.00,0.00,13.09,13.52,174,1.20,3404,0.00,0.00,66.67,9,43.00,11.51,99,17.56,2.90,3.00,10.20,30.98,33.79
110077,0.00,0.00,12.98,13.52,174,1.23,3440,0.00,0.00,66.67,9,28.50,11.72,99,18.14,3.48,3.04,10.20,32.55,26.41
110343,0.00,0.00,12.86,13.44,174,1.28,3477,0.00,0.00,66.67,9,28.50,12.55,99,18.72,4.06,3.08,10.20,33.73,26.41
110608,0.00,0.00,13.09,13.44,174,1.31,3494,0.00,0.00,66.67,9,28.50,12.64,97,19.15,4.50,3.12,8.63,33.73,32.73
110874,0.00,0.00,12.86,13.44,174,1.35,3516,0.00,0.00,66.67,9,32.00,12.72,97,19.59,4.93,3.16,1.96,34.12,26.41
111140,0.00,0.00,12.29,13.44,174,1.37,3582,0.00,0.00,66.67,9,28.50,13.75,97,20.02,5.37,3.18,0.00,33.73,41.52
111405,0.00,0.00,12.52,13.44,174,1.41,3580,0.00,0.00,66.67,9,32.00,13.75,97,20.31,5.66,3.22,0.00,33.73,26.41
111671,0.00,0.00,12.52,13.44,174,1.44,3632,0.00,0.00,66.67,9,42.50,14.72,97,20.60,5.95,3.24,0.00,32.55,33.09
111938,0.00,0.00,12.17,13.44,174,1.37,3667,0.00,0.00,66.67,9,36.00,14.08,97,20.17,5.51,3.12,0.00,27.06,40.12
112204,-1.56,0.00,12.06,13.52,174,0.37,3653,0.00,0.00,66.67,9,42.50,7.01,97,12.19,-2.47,2.80,0.00,0.00,38.01
112470,0.00,0.00,11.48,13.60,174,0.37,3882,0.00,0.00,66.67,9,19.50,0.00,97,5.66,-9.00,2.34,0.00,0.00,18.32
112736,0.00,0.00,20.33,13.60,174,0.33,3354,0.00,0.00,66.67,9,13.00,0.00,97,5.37,-9.72,2.08,0.00,0.00,13.05
113002,0.00,0.00,22.97,13.60,174,0.31,2894,0.00,0.00,66.67,9,13.00,0.00,97,4.50,-10.16,1.98,0.00,0.39,13.05
113268,0.00,0.00,22.85,13.68,174,0.67,2842,0.00,0.00,66.67,9,36.50,5.46,97,9.00,-5.08,2.40,1.57,14.12,26.41
113533,0.00,0.00,16.19,13.60,174,0.66,2780,0.00,0.00,66.67,9,34.50,5.34,97,9.87,-4.79,2.36,1.96,14.51,26.41
113799,14.06,0.00,15.62,13.60,174,0.73,2768,0.00,0.00,66.67,9,43.50,6.50,97,10.16,-3.92,2.48,4.31,17.65,26.41
114065,17.19,0.00,14.36,13.52,174,0.86,2770,0.00,0.00,66.67,9,43.50,7.68,97,12.48,-2.18,2.56,7.45,21.57,29.22
114331,14.84,0.00,13.32,13.44,174,0.93,2768,0.00,0.00,66.67,9,28.50,7.68,97,13.35,-1.31,2.62,9.41,23.92,26.41
114597,12.50,0.00,13.44,13.36,174,0.94,2782,0.00,0.00,66.67,9,36.50,7.72,97,13.78,-0.87,2.64,9.80,24.71,29.57
114862,7.03,0.00,14.01,13.28,174,0.98,2754,0.00,0.00,66.67,9,35.50,7.70,97,13.93,-0.73,2.64,9.80,24.71,29.57
115128,3.91,0.00,14.24,13.28,174,0.97,2768,0.00,0.00,66.67,9,43.00,7.67,97,14.22,-0.44,2.64,9.80,24.31,26.41
115394,3.12,0.00,14.59,13.52,174,0.98,2764,0.00,0.00,66.67,9,36.50,7.71,97,14.22,-0.44,2.66,9.80,24.31,26.41
115660,2.34,0.00,14.70,13.52,174,0.99,2766,0.00,0.00,66.67,9,43.00,7.68,97,14.22,-0.44,2.64,9.80,24.31,41.17
115925,3.12,0.00,14.70,13.52,174,0.97,2817,0.00,0.35,66.67,9,35.50,7.70,97,14.36,-0.29,2.64,9.80,24.31,32.73
116191,3.91,0.00,14.70,13.52,174,0.98,2788,0.00,0.35,66.67,9,43.50,7.73,97,14.51,-0.15,2.66,10.20,24.71,26.41
116458,3.12,0.00,14.59,13.52,174,1.01,2798,0.00,0.35,66.67,9,29.00,7.76,97,14.65,0.00,2.68,10.20,25.49,34.14
116724,5.47,0.00,14.81,13.52,174,1.04,2802,0.00,0.35,66.67,9,29.00,7.77,97,15.09,0.44,2.72,10.20,26.67,32.73
116990,4.69,0.00,14.70,13.52,174,1.04,2838,0.00,0.35,66.67,9,34.00,8.47,97,15.38,0.73,2.72,10.20,27.06,30.27
117256,3.12,0.00,14.59,13.52,174,1.05,2840,0.00,0.35,66.67,9,31.50,7.87,97,15.38,0.73,2.72,10.20,27.06,26.41
117522,2.34,0.00,14.47,13.52,174,1.05,2845,0.00,0.70,66.67,9,29.50,7.89,97,15.38,0.73,2.70,10.20,26.27,26.41
117788,3.91,0.00,14.70,13.44,174,0.98,2849,0.00,0.70,66.67,9,29.50,7.90,97,14.51,-0.29,2.66,7.84,22.35,29.57
118054,-4.69,0.00,13.67,13.36,174,0.76,2836,0.00,0.00,66.67,9,36.00,6.05,97,11.75,-3.34,2.46,2.35,15.29,26.41
118320,-6.25,0.00,14.36,13.28,174,0.64,2850,0.00,0.00,66.67,9,41.50,5.47,97,10.16,-5.08,2.30,0.00,12.94,26.41
118586,-11.72,0.00,14.24,13.28,174,0.54,2826,0.00,0.00,66.67,9,30.00,4.82,97,8.42,-6.38,2.24,0.00,11.37,26.41
118852,-10.16,0.00,14.70,13.20,174,0.51,2852,0.00,0.00,66.67,9,41.50,4.87,97,7.84,-6.82,2.22,0.00,11.37,26.41
119117,-3.12,0.00,15.39,13.20,174,0.96,2827,0.00,0.00,66.67,9,27.00,5.43,97,11.61,-3.05,2.66,4.31,23.92,33.79
119383,11.72,0.00,16.42,13.28,174,1.04,2820,0.00,0.70,66.67,9,32.50,9.06,97,14.65,0.00,2.72,10.20,33.73,26.41
119650,15.62,0.00,14.13,13.20,174,1.13,2866,0.00,0.00,66.67,9,43.50,9.13,97,15.96,1.31,2.80,16.86,41.18,29.92
119916,10.94,0.00,13.09,13.28,174,1.19,2850,0.00,0.00,66.67,9,34.50,9.11,97,16.69,2.03,2.84,19.61,41.57,31.33
120181,9.38,0.00,13.32,13.52,174,1.22,2888,0.00,0.00,66.67,9,43.50,9.86,97,17.27,2.61,2.88,19.61,41.57,32.38
120448,3.91,0.00,13.55,13.52,174,1.23,2904,0.00,0.00,66.67,9,28.50,9.79,97,17.70,3.05,2.88,10.20,35.69,31.68
120713,-1.56,0.00,13.78,13.60,174,0.93,2894,0.00,0.70,66.67,9,29.50,8.06,97,14.95,0.29,2.64,5.88,19.22,32.03
120980,-14.84,0.00,12.98,13.52,174,0.32,2900,0.00,0.00,66.67,9,40.00,4.33,97,7.11,-7.55,1.86,0.00,0.00,33.79
121246,-21.88,0.00,11.60,13.36,174,0.23,2910,0.00,0.00,66.67,9,28.50,3.10,95,3.63,-11.03,1.72,0.00,0.00,20.43
121511,0.00,0.00,13.55,13.36,174,0.19,2833,0.00,0.00,66.67,9,15.50,0.00,95,3.19,-11.46,1.86,0.00,0.00,15.86
121777,0.00,-0.78,14.01,13.28,174,0.19,2856,0.00,0.00,66.67,9,15.50,0.00,95,3.05,-11.61,1.66,0.00,0.00,15.86
122044,0.00,-0.78,24.46,13.28,174,0.13,2827,0.00,0.00,66.67,9,15.50,0.00,95,3.05,-11.61,1.40,0.00,0.00,15.86
122309,0.00,-0.78,23.54,13.28,174,0.13,2797,0.00,0.00,66.67,9,15.50,0.00,95,3.05,-11.61,1.44,0.00,0.00,15.86
122576,0.00,0.00,23.43,13.28,174,0.10,2788,0.00,0.00,66.67,9,15.50,0.00,95,2.90,-11.75,1.38,0.00,0.00,15.86
122842,0.00,0.00,23.20,13.28,174,0.10,2763,0.00,0.00,66.67,9,15.50,0.00,95,2.90,-11.75,1.36,0.00,0.00,15.86
123107,0.00,0.78,23.54,13.28,174,0.08,2739,0.00,0.00,66.67,9,15.50,0.00,95,2.90,-11.75,1.28,0.00,0.00,15.86
123374,0.00,2.34,23.20,13.52,174,0.07,2688,0.00,0.00,33.33,9,15.50,0.00,95,2.90,-11.75,1.34,0.00,0.00,15.86
123640,0.00,2.34,23.20,13.52,174,0.07,2651,0.00,0.00,33.33,9,15.50,0.00,95,2.90,-11.75,1.22,0.00,0.00,15.86
123904,0.00,2.34,23.66,13.52,174,0.11,2645,0.00,0.00,33.33,9,15.50,0.00,95,2.90,-11.75,1.36,0.00,0.00,15.86
124171,0.00,2.34,23.66,13.52,174,0.09,2608,0.00,0.00,33.33,9,15.50,0.00,95,2.90,-11.75,1.28,0.00,0.00,15.86
124437,0.00,2.34,23.43,13.52,174,0.07,2548,0.00,0.00,33.33,9,15.50,0.00,95,2.90,-11.75,1.22,0.00,0.00,15.86
124702,0.00,2.34,23.20,13.60,174,0.09,2510,0.00,0.00,33.33,9,15.50,0.00,95,3.05,-11.61,1.28,0.00,0.00,15.86
124969,0.00,2.34,23.54,13.52,174,0.11,2472,0.00,0.00,33.33,9,15.50,0.00,95,3.05,-11.61,1.36,0.00,0.00,15.86
125235,0.00,2.34,23.54,13.52,174,0.06,2456,0.00,0.00,33.33,9,15.50,0.00,95,3.19,-11.46,1.16,0.00,0.00,15.86
125500,0.00,2.34,23.66,13.44,174,0.10,2418,0.00,0.00,33.33,9,15.50,0.00,95,3.19,-11.46,1.32,0.00,0.00,15.86
125766,0.00,2.34,23.54,13.44,174,0.09,2381,0.00,0.00,33.33,9,15.50,0.00,95,3.34,-11.32,1.28,0.00,0.00,15.86
126032,0.00,2.34,23.43,13.44,174,0.09,2323,0.00,0.00,33.33,9,15.50,0.00,95,3.34,-11.32,1.30,0.00,0.00,15.86
126298,0.00,2.34,23.20,13.44,174,0.12,2290,0.00,0.00,33.33,9,15.50,0.00,95,3.48,-11.17,1.34,0.00,0.00,15.86
126564,0.00,2.34,23.66,13.44,174,0.10,2252,0.00,0.00,33.33,9,15.50,0.00,95,3.48,-11.17,1.42,0.00,0.00,15.86
126830,0.00,2.34,23.66,13.52,174,0.14,2214,0.00,0.00,33.33,9,15.50,0.00,95,3.63,-11.03,1.38,0.00,0.00,15.86
127096,0.00,2.34,23.43,13.52,174,0.11,2196,0.00,0.00,33.33,9,15.50,0.00,95,3.63,-10.88,1.30,0.00,0.00,15.86
127362,0.00,2.34,23.77,13.52,174,0.13,2144,0.00,0.00,33.33,9,15.50,0.00,95,3.77,-10.88,1.40,0.00,0.00,15.86
127628,0.00,2.34,23.77,13.60,174,0.19,2109,0.00,0.00,33.33,9,15.50,0.00,95,3.92,-10.74,1.46,0.00,0.00,15.86
127894,0.00,2.34,23.43,13.60,174,0.17,1980,0.00,0.00,33.33,9,15.50,0.00,95,3.92,-10.59,1.32,0.00,0.00,13.05
128160,0.00,2.34,23.43,13.60,174,0.21,1565,0.00,0.00,33.33,9,13.00,0.00,95,4.21,-10.45,1.44,0.00,0.00,13.05
128426,0.00,2.34,23.77,13.60,174,0.27,1224,0.00,0.00,33.33,9,21.00,1.57,95,5.22,-9.43,1.44,0.00,0.00,13.05
128692,0.00,2.34,22.97,13.60,174,0.28,1312,0.00,0.00,33.33,9,8.00,1.47,95,5.08,-9.58,1.52,0.00,0.00,13.05
128958,-0.78,1.56,12.98,13.68,174,0.30,1339,0.00,0.00,33.33,9,12.00,1.72,95,4.93,-9.72,1.52,0.00,0.00,13.05
129223,1.56,2.34,15.27,13.76,174,0.18,1365,0.00,0.00,33.33,9,9.50,1.76,95,4.64,-10.01,1.30,0.00,0.00,13.05
129489,2.34,2.34,15.16,13.36,174,0.23,1305,0.00,0.00,33.33,9,16.50,1.41,95,4.21,-10.45,1.40,0.00,0.00,13.05
129755,3.12,2.34,14.59,13.36,174,0.17,1316,0.00,0.00,33.33,9,14.00,1.39,95,4.21,-10.45,1.28,0.00,0.00,13.05
130021,2.34,2.34,14.59,13.36,174,0.17,1288,0.00,0.00,33.33,9,16.50,1.37,95,4.21,-10.45,1.28,0.00,0.00,13.05
130287,2.34,2.34,14.47,13.52,174,0.18,1271,0.00,0.00,33.33,9,16.50,1.36,95,4.21,-10.45,1.30,0.00,0.00,13.05
130553,2.34,2.34,14.47,13.52,174,0.18,1254,0.00,0.00,33.33,9,18.00,1.34,95,4.21,-10.45,1.28,0.00,0.00,13.05
130818,2.34,2.34,14.59,13.52,174,0.19,1220,0.00,0.00,33.33,9,19.00,1.30,95,4.35,-10.30,1.36,0.00,0.00,13.05
131084,2.34,2.34,14.70,13.36,174,0.21,1178,0.00,0.00,33.33,9,20.50,1.51,95,4.64,-10.01,1.36,0.00,0.00,13.05
131350,2.34,2.34,15.04,13.52,174,0.23,1166,0.00,0.00,33.33,9,20.00,1.24,95,4.64,-9.87,1.32,0.00,0.00,13.05
131615,3.12,2.34,15.50,13.60,174,0.25,1155,0.00,0.00,33.33,9,19.00,1.23,95,4.79,-9.72,1.42,0.00,0.00,13.05
131882,3.91,2.34,15.73,13.68,174,0.25,1177,0.00,0.00,33.33,9,15.00,1.51,95,4.93,-9.72,1.40,0.00,0.00,13.05
132148,4.69,2.34,16.08,13.68,174,0.26,1200,0.00,0.00,33.33,9,12.00,1.54,95,4.79,-9.87,1.40,0.00,0.00,13.05
132414,4.69,2.34,14.93,13.68,174,0.25,1212,0.00,0.00,33.33,9,11.00,1.55,95,4.79,-10.01,1.40,0.00,0.00,13.05
132680,3.91,2.34,14.47,13.76,174,0.24,1235,0.00,0.00,33.33,9,9.00,1.32,95,4.50,-10.16,1.40,0.00,0.00,13.05
132946,3.12,2.34,14.13,13.76,174,0.20,1451,0.00,0.00,33.33,9,13.50,1.55,95,4.06,-10.59,1.40,0.00,0.00,15.16
133212,0.00,2.34,14.24,13.76,174,0.14,1826,0.00,0.00,33.33,9,15.50,1.95,95,3.34,-11.32,1.36,0.00,0.00,15.86
133478,0.00,2.34,13.09,13.84,174,0.13,2218,0.00,0.00,33.33,9,15.50,2.28,95,3.05,-11.61,1.40,0.00,0.00,15.86
133744,0.00,2.34,11.83,13.76,174,0.12,2369,0.00,0.00,33.33,9,15.50,0.00,95,2.90,-11.75,1.38,0.00,0.00,15.86
134010,0.00,2.34,13.09,13.52,174,0.11,2665,0.00,0.00,33.33,9,15.50,0.00,95,2.61,-12.04,1.38,0.00,0.00,15.86
134276,0.00,2.34,23.08,13.44,174,0.10,3046,0.00,0.00,66.67,9,15.50,0.00,95,2.47,-12.19,1.40,0.00,0.00,15.86
134542,0.00,2.34,23.77,13.44,174,0.10,2971,0.00,0.00,66.67,9,15.50,0.00,95,2.47,-12.19,1.40,0.00,0.00,15.86
134808,0.00,2.34,23.77,13.52,174,0.20,2955,0.00,0.00,66.67,9,15.50,0.00,95,3.48,-11.17,1.70,0.00,0.00,15.86
135074,0.00,1.56,23.31,13.52,174,0.21,2944,0.00,0.00,66.67,9,15.50,0.00,95,3.63,-11.03,1.72,0.00,0.78,15.86
135340,0.00,0.00,23.66,13.52,174,0.23,2916,0.00,0.00,66.67,9,31.50,3.11,95,3.77,-10.88,1.76,0.00,2.35,30.62
135606,0.00,0.00,16.88,13.52,174,0.26,2938,0.00,0.00,66.67,9,26.00,3.13,97,3.92,-10.74,1.86,0.00,4.31,33.79
135872,14.06,0.00,15.50,13.52,174,0.29,2949,0.00,0.00,66.67,9,26.00,3.77,95,4.35,-10.16,1.94,0.00,5.88,33.09
136138,20.31,0.00,14.47,13.52,174,0.39,2909,0.00,0.00,66.67,9,40.00,4.34,95,5.51,-8.85,2.08,0.00,9.02,40.12
136404,14.06,0.00,13.21,13.52,174,0.40,2900,0.00,0.00,66.67,9,26.00,4.33,95,6.09,-8.56,2.10,0.00,9.41,26.41
136669,10.16,0.00,13.44,13.52,174,0.42,2919,0.00,0.00,66.67,9,30.00,4.36,97,6.24,-8.42,2.10,0.00,9.80,29.22
136936,3.91,0.00,13.90,13.52,174,0.42,2918,0.00,0.00,66.67,9,26.00,4.36,97,6.24,-8.42,2.10,0.00,9.80,26.41
137202,3.91,0.00,14.59,13.52,174,0.43,2933,0.00,0.00,66.67,9,40.00,4.38,97,6.38,-8.27,2.14,0.00,10.20,32.73
137468,5.47,0.00,14.70,13.60,174,0.45,2944,0.00,0.00,66.67,9,40.00,4.40,97,6.67,-7.98,2.16,0.00,10.59,29.57
137734,5.47,0.00,14.70,13.52,174,0.48,2909,0.00,0.00,66.67,9,26.50,4.96,97,7.11,-7.55,2.20,0.00,11.37,33.79
138000,7.81,0.00,14.81,13.52,174,0.49,2930,0.00,0.00,66.67,9,27.00,5.07,97,7.25,-7.40,2.22,0.00,11.76,32.38
138266,7.03,0.00,14.59,13.44,174,0.51,2955,0.00,0.00,66.67,9,12.00,5.06,97,7.55,-7.11,2.22,0.00,12.16,40.12
138532,7.03,0.00,14.59,13.28,174,0.52,2941,0.00,0.00,66.67,9,29.50,5.05,97,7.69,-6.96,2.26,0.00,12.55,41.17
138797,7.81,0.00,14.70,13.28,174,0.53,2976,0.00,0.00,66.67,9,33.00,5.68,97,7.84,-6.82,2.26,0.39,12.94,26.41
139064,7.81,0.00,14.70,13.52,174,0.53,2998,0.00,0.00,66.67,9,41.00,5.65,97,7.98,-6.67,2.28,0.39,12.94,41.17
139330,7.81,0.00,14.59,13.60,174,0.54,3010,0.00,0.00,66.67,9,30.50,5.75,97,7.98,-6.67,2.28,0.39,12.94,31.33
139595,7.03,0.00,14.47,13.60,174,0.53,3010,0.00,0.00,66.67,9,40.50,5.81,97,7.98,-6.67,2.28,0.39,12.94,33.79
139861,6.25,0.00,14.47,13.60,174,0.53,3040,0.00,0.00,66.67,9,42.00,5.19,97,7.98,-6.67,2.28,0.39,12.94,41.52
140128,6.25,0.00,14.70,13.60,174,0.53,3018,0.00,0.00,66.67,9,27.00,5.15,97,7.98,-6.67,2.28,0.39,12.94,26.41
140394,6.25,0.00,14.59,13.60,172,0.53,3032,0.00,0.00,66.67,9,27.00,5.18,97,7.98,-6.67,2.28,0.39,12.94,26.41
140660,6.25,0.00,14.59,13.60,172,0.49,3055,0.00,0.00,66.67,9,27.00,5.21,97,7.69,-6.96,1.86,0.00,7.45,26.41
