Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
226356,14.70,14.08,74,0.37,2176,33.33,28.50,5.08,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226423,14.59,14.16,74,0.37,2165,33.33,29.00,5.11,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226489,14.70,14.16,74,0.37,2176,33.33,29.00,5.08,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226554,14.70,14.16,74,0.37,2165,33.33,28.50,5.08,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226621,14.70,14.08,74,0.36,2164,33.33,28.50,5.10,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226688,14.70,14.16,74,0.36,2174,33.33,28.50,4.62,20,0.00,6.24,5.88,42,-8.56,0.00,0.00
226754,14.70,14.16,74,0.36,2164,33.33,28.50,4.63,20,0.00,6.24,5.88,42,-8.56,0.00,0.00
226821,14.70,14.16,74,0.36,2169,33.33,28.50,4.63,20,0.00,6.24,5.88,42,-8.56,0.00,0.00
226886,14.70,14.16,74,0.36,2170,33.33,28.50,4.62,20,0.00,6.09,5.88,42,-8.56,0.00,0.00
226954,14.81,14.16,74,0.42,2164,33.33,28.50,4.62,20,0.00,6.09,5.88,42,-8.71,0.00,0.00
227021,14.70,14.16,74,0.34,2168,33.33,28.50,4.61,20,0.00,6.09,4.71,42,-8.71,0.00,0.00
227086,14.70,14.16,74,0.31,2160,33.33,28.00,4.60,20,0.00,5.80,4.71,42,-8.71,0.00,0.00
227152,14.70,14.16,74,0.31,2157,33.33,27.00,4.15,20,0.00,5.66,4.71,42,-9.00,0.00,0.00
227219,14.59,14.16,74,0.30,2160,33.33,27.00,4.13,20,0.00,5.51,4.71,42,-9.14,0.00,0.00
227285,14.36,14.16,74,0.30,2152,33.33,26.50,4.14,20,0.00,5.51,4.71,42,-9.29,0.00,0.00
227351,14.24,14.16,74,0.30,2158,33.33,26.50,4.14,20,0.00,5.37,4.71,42,-9.29,0.00,0.00
227417,14.24,14.16,74,0.30,2155,33.33,26.50,4.12,20,0.00,5.37,4.71,42,-9.43,0.00,0.00
227484,14.24,14.16,74,0.29,2148,33.33,26.00,4.12,20,0.00,5.37,4.71,42,-9.43,0.00,0.00
227549,14.36,14.08,74,0.29,2144,33.33,26.00,4.13,20,0.00,5.37,4.71,42,-9.43,0.00,0.00
227616,14.59,14.16,74,0.30,2153,33.33,26.00,4.11,20,0.00,5.37,4.71,42,-9.43,0.00,0.00
227682,14.59,14.16,74,0.29,2142,33.33,26.00,4.13,20,0.00,5.37,4.71,42,-9.43,0.00,0.00
227748,14.81,14.16,74,0.29,2151,33.33,26.00,4.13,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
227813,14.81,14.16,74,0.29,2150,33.33,26.00,4.10,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
227880,14.93,14.16,74,0.29,2135,33.33,26.00,4.13,20,0.00,5.22,4.31,42,-9.43,0.00,0.00
227947,14.93,14.16,74,0.29,2150,33.33,26.00,4.13,20,0.00,5.37,4.31,42,-9.58,0.00,0.00
228013,15.04,14.16,74,0.30,2151,33.33,26.00,4.10,20,0.00,5.22,4.31,42,-9.43,0.00,0.00
228078,15.04,14.24,74,0.29,2135,33.33,26.00,4.12,20,0.00,5.22,4.31,42,-9.58,0.00,0.00
228144,14.93,14.16,74,0.29,2143,33.33,26.00,4.12,20,0.00,5.37,4.71,42,-9.58,0.00,0.00
228211,14.93,14.24,74,0.29,2143,33.33,26.00,4.09,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228277,14.93,14.16,74,0.29,2130,33.33,26.00,4.10,20,0.00,5.22,4.31,42,-9.43,0.00,0.00
228343,14.81,14.24,74,0.29,2135,33.33,26.00,4.10,20,0.00,5.37,4.31,42,-9.58,0.00,0.00
228409,14.70,14.16,74,0.29,2128,33.33,26.00,4.09,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228475,14.59,14.16,74,0.29,2128,33.33,26.00,4.08,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228541,14.70,14.16,74,0.29,2132,33.33,26.00,4.09,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228611,14.70,14.24,74,0.29,2123,33.33,26.00,4.08,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228674,14.59,14.16,74,0.30,2120,33.33,26.00,4.07,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228739,14.70,14.16,74,0.29,2132,33.33,26.00,4.09,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228806,14.70,14.16,74,0.29,2104,33.33,26.00,4.04,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228872,14.70,14.16,74,0.29,2116,33.33,26.00,4.06,20,0.00,5.37,4.31,42,-9.43,0.00,0.00
228938,14.70,14.16,74,0.29,2128,33.33,26.00,4.08,20,0.00,5.37,3.53,42,-9.43,0.00,0.00
229004,14.81,14.16,74,0.27,2100,33.33,25.50,4.03,20,0.00,5.22,3.14,42,-9.43,0.00,0.00
229070,14.81,14.16,74,0.25,2110,33.33,25.00,3.60,20,0.00,5.08,2.75,42,-9.72,0.00,0.00
229137,14.70,14.16,74,0.23,2109,33.33,24.50,3.60,20,0.00,4.93,1.96,42,-9.72,0.00,0.00
229203,14.47,14.16,74,0.22,2103,33.33,23.50,3.14,20,0.00,4.64,1.57,42,-10.16,0.00,0.00
229268,14.36,14.16,74,0.20,2096,33.33,22.50,3.13,20,0.00,4.50,1.57,42,-10.30,0.00,0.00
229335,14.01,14.16,74,0.20,2109,33.33,22.50,3.15,20,0.00,4.21,1.57,42,-10.59,0.00,0.00
229401,14.01,14.16,74,0.19,2107,33.33,23.00,2.70,20,0.00,4.21,1.57,41,-10.59,0.00,0.00
229468,14.13,14.16,74,0.19,2091,33.33,22.50,2.68,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229535,14.36,14.16,74,0.19,2088,33.33,22.50,2.67,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229600,14.70,14.16,74,0.19,2096,33.33,22.50,2.68,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229667,15.16,14.16,74,0.19,2082,33.33,22.50,2.66,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229733,15.62,14.16,74,0.19,2075,33.33,22.50,3.10,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229799,16.08,14.16,74,0.19,2091,33.33,22.50,3.12,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229865,16.19,14.16,74,0.19,2096,33.33,22.50,3.13,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229931,16.19,14.16,74,0.19,2074,33.33,22.50,3.10,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
229997,15.96,14.16,74,0.19,2068,33.33,22.50,3.09,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
230064,15.62,14.16,74,0.19,2087,33.33,22.50,3.12,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
230130,15.16,14.16,74,0.19,2066,33.33,22.50,3.09,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
230196,14.81,14.16,74,0.19,2067,33.33,22.50,3.09,20,0.00,4.06,1.57,41,-10.74,0.00,0.00
230262,14.36,14.16,74,0.19,2056,33.33,22.00,3.07,20,0.00,3.92,1.57,41,-10.88,0.00,0.00
230328,14.24,14.16,74,0.19,2067,33.33,22.50,3.09,20,0.00,3.92,1.57,40,-10.88,0.00,0.00
230394,14.13,14.16,74,0.19,2064,33.33,22.50,3.08,20,0.00,4.06,1.57,40,-10.74,0.00,0.00
230461,13.90,14.16,75,0.19,2051,33.33,22.00,3.06,20,0.00,4.06,3.14,40,-10.74,0.00,0.00
230528,14.01,14.16,75,0.22,2051,33.33,22.00,3.06,20,0.00,4.06,4.31,40,-10.74,0.00,0.00
230593,14.13,14.16,75,0.27,2059,33.33,22.50,3.51,20,0.00,4.50,4.31,40,-10.30,0.00,0.00
230660,14.24,14.16,75,0.28,2068,33.33,23.50,3.97,20,0.00,4.64,4.31,40,-10.16,0.00,0.00
230725,14.59,14.16,75,0.29,2064,33.33,24.50,3.96,20,0.00,4.93,4.71,40,-9.87,0.00,0.00
230791,14.81,14.16,75,0.30,2034,33.33,24.50,3.90,20,0.00,5.08,4.71,40,-9.72,0.00,0.00
230858,14.70,14.16,75,0.30,2048,33.33,25.00,3.93,20,0.00,5.37,4.71,40,-9.43,0.00,0.00
230924,14.59,14.16,75,0.30,2062,33.33,25.00,3.96,20,0.00,5.37,4.71,40,-9.43,0.00,0.00
230989,14.24,14.16,75,0.31,2028,33.33,25.00,3.89,20,0.00,5.51,4.71,40,-9.29,0.00,0.00
231056,14.36,14.16,75,0.31,2037,33.33,25.50,3.91,20,0.00,5.51,4.71,40,-9.29,0.00,0.00
231123,14.59,14.16,75,0.31,2048,33.33,25.50,3.93,20,0.00,5.51,4.71,40,-9.29,0.00,0.00
231188,14.70,14.16,75,0.31,2037,33.33,25.50,3.91,20,0.00,5.51,4.71,40,-9.29,0.00,0.00
231255,14.81,14.16,75,0.31,2042,33.33,25.50,3.92,20,0.00,5.66,4.71,40,-9.29,0.00,0.00
231320,14.81,14.16,75,0.31,2034,33.33,25.50,3.90,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231387,14.81,14.16,75,0.31,2028,33.33,25.50,3.89,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231453,14.81,14.16,75,0.31,2044,33.33,25.50,3.92,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231521,14.81,14.24,75,0.31,2034,33.33,25.50,3.90,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231586,14.70,14.16,75,0.31,2027,33.33,25.50,3.89,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231652,14.70,14.24,75,0.31,2031,33.33,26.00,3.90,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231718,14.70,14.24,75,0.31,2024,33.33,25.50,3.89,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231784,14.70,14.16,75,0.31,2043,33.33,25.50,3.92,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231850,14.70,14.16,75,0.31,2021,33.33,25.50,3.88,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231917,14.70,14.16,75,0.31,2018,33.33,25.50,3.90,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
231982,14.70,14.16,75,0.31,2034,33.33,25.50,3.87,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232050,14.70,14.24,75,0.31,2018,33.33,25.50,3.91,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232115,14.59,14.16,75,0.31,2036,33.33,25.50,3.87,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232182,14.59,14.16,75,0.32,2016,33.33,25.50,3.87,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232248,14.70,14.16,75,0.31,2015,33.33,25.50,3.86,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232314,14.70,14.16,75,0.31,2010,33.33,25.50,3.89,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232380,14.70,14.24,75,0.31,2024,33.33,25.50,3.89,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232447,14.70,14.16,75,0.31,2025,33.33,25.50,3.86,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232513,14.70,14.16,75,0.31,2012,33.33,25.50,3.86,20,0.00,5.66,4.71,40,-9.14,0.00,0.00
232579,14.70,14.16,75,0.31,2011,33.33,25.00,3.86,20,0.00,5.51,4.31,40,-9.14,0.00,0.00
232646,14.70,14.16,75,0.31,2010,33.33,25.00,3.86,20,0.00,5.51,4.31,40,-9.29,0.00,0.00
232712,14.59,14.16,75,0.29,2009,33.33,25.00,3.89,20,0.00,5.51,4.31,39,-9.29,0.00,0.00
232778,14.59,14.16,75,0.29,2025,33.33,25.00,3.84,20,0.00,5.51,4.31,39,-9.29,0.00,0.00
232844,14.59,14.16,75,0.29,2002,33.33,25.00,3.85,20,0.00,5.37,4.31,39,-9.29,0.00,0.00
232910,14.59,14.16,75,0.29,2006,33.33,24.50,3.84,20,0.00,5.37,3.92,39,-9.43,0.00,0.00
232978,14.59,14.16,75,0.28,1999,33.33,24.50,3.86,20,0.00,5.37,3.92,39,-9.43,0.00,0.00
233044,14.59,14.16,75,0.28,2012,33.33,24.50,3.86,20,0.00,5.37,3.92,39,-9.43,0.00,0.00
233110,14.59,14.16,75,0.28,2010,33.33,24.50,3.84,20,0.00,5.37,3.92,39,-9.43,0.00,0.00
233175,14.70,14.16,75,0.28,1998,33.33,24.00,3.83,20,0.00,5.22,3.92,39,-9.43,0.00,0.00
233241,14.70,14.16,75,0.28,1996,33.33,24.00,3.82,20,0.00,5.22,3.92,39,-9.58,0.00,0.00
233308,14.70,14.16,75,0.27,1988,33.33,23.50,3.85,20,0.00,5.22,3.53,39,-9.58,0.00,0.00
233376,14.70,14.24,75,0.27,2006,33.33,23.50,3.84,20,0.00,5.22,3.53,39,-9.58,0.00,0.00
233441,14.70,14.16,75,0.27,2001,33.33,23.50,3.41,20,0.00,5.22,3.53,39,-9.58,0.00,0.00
233508,14.70,14.16,75,0.27,1997,33.33,23.50,3.40,20,0.00,5.08,2.75,39,-9.58,0.00,0.00
233574,14.81,14.16,75,0.23,1992,33.33,23.00,3.38,20,0.00,4.93,0.00,39,-9.72,0.00,0.00
233639,14.70,14.16,75,0.20,1981,33.33,21.00,2.96,20,0.00,4.64,0.00,39,-9.87,0.00,0.00
233705,14.70,14.16,75,0.20,1982,33.33,19.00,2.95,20,0.00,4.50,0.00,39,-10.16,0.00,0.00
233773,14.59,14.16,75,0.20,1976,33.33,18.00,2.95,20,0.00,4.35,0.00,39,-10.30,0.00,0.00
233838,14.47,14.16,75,0.18,1975,33.33,17.00,2.97,20,0.00,4.21,0.00,39,-10.45,0.00,0.00
233904,14.36,14.24,75,0.18,1991,33.33,15.50,2.51,20,0.00,4.06,0.00,39,-10.59,0.00,0.00
233971,14.36,14.16,75,0.16,1960,33.33,15.00,2.51,20,0.00,3.77,0.00,39,-10.74,0.00,0.00
234037,14.47,14.24,75,0.15,1964,33.33,14.00,0.00,20,0.00,3.77,0.00,39,-11.03,0.00,0.00
234104,14.59,14.16,75,0.15,1964,33.33,13.00,0.00,20,0.00,3.77,0.00,39,-11.03,0.00,0.00
234170,14.70,14.16,75,0.15,1958,33.33,13.00,0.00,20,0.00,3.77,0.00,39,-11.03,0.00,0.00
234235,17.57,14.16,75,0.15,1960,33.33,13.00,0.00,20,0.00,3.77,0.00,39,-11.03,0.00,0.00
234302,19.87,14.24,75,0.15,1952,33.33,13.00,0.00,20,0.00,3.77,0.00,39,-11.03,0.00,0.00
234368,19.87,14.16,75,0.15,1952,33.33,13.00,0.00,20,0.00,3.77,0.00,39,-11.03,0.00,0.00
234434,25.27,14.24,75,0.15,1939,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.03,0.00,0.00
234502,25.27,14.24,75,0.15,1931,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234568,25.27,14.16,75,0.15,1936,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234634,24.23,14.24,75,0.15,1927,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234699,23.66,14.16,75,0.15,1934,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234766,23.54,14.16,75,0.15,1923,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234832,23.77,14.16,75,0.15,1926,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234899,23.66,14.24,75,0.15,1918,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
234965,23.66,14.16,75,0.15,1902,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
235032,23.43,14.16,75,0.15,1908,33.33,13.00,0.00,20,0.00,3.63,0.00,39,-11.17,0.00,0.00
235097,23.66,14.24,75,0.15,1891,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235162,23.54,14.24,75,0.15,1902,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235229,23.31,14.24,75,0.15,1878,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235296,23.77,14.16,75,0.15,1888,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235361,23.77,14.16,75,0.15,1869,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235428,23.89,14.16,75,0.15,1878,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235494,23.89,14.24,75,0.15,1877,33.33,13.00,0.00,20,0.00,3.63,0.00,38,-11.17,0.00,0.00
235560,23.43,14.24,75,0.15,1878,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
235626,23.54,14.16,75,0.15,1872,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
235692,23.43,14.24,75,0.15,1867,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
235759,23.43,14.16,75,0.15,1868,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
235825,23.77,14.24,75,0.15,1858,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
235891,23.77,14.24,75,0.15,1862,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
235958,23.66,14.24,75,0.15,1848,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
236023,23.77,14.24,75,0.15,1854,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
236091,23.43,14.24,75,0.15,1838,33.33,13.00,0.00,20,0.00,3.48,0.00,37,-11.32,0.00,0.00
236159,23.66,14.16,75,0.15,1842,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
236225,23.43,14.24,76,0.15,1831,33.33,13.00,0.00,20,0.00,3.63,0.00,37,-11.17,0.00,0.00
236291,23.31,14.16,76,0.15,1837,33.33,13.00,0.00,20,0.00,3.48,0.00,37,-11.32,0.00,0.00
236357,23.43,14.16,76,0.15,1825,33.33,13.00,0.00,20,0.00,3.48,0.00,37,-11.32,0.00,0.00
236424,23.43,14.24,76,0.15,1833,33.33,13.00,0.00,20,0.00,3.48,0.00,37,-11.32,0.00,0.00
236488,23.31,14.16,76,0.15,1820,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236554,23.54,14.16,76,0.15,1822,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236619,23.54,14.16,76,0.15,1808,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236687,23.31,14.24,76,0.15,1802,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236751,23.89,14.16,76,0.15,1801,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236818,23.54,14.16,76,0.14,1794,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236883,23.54,14.16,76,0.14,1797,33.33,13.00,0.00,20,0.00,3.48,0.00,36,-11.32,0.00,0.00
236949,24.00,14.16,76,0.15,1786,33.33,13.00,0.00,20,0.00,3.48,0.00,35,-11.32,0.00,0.00
237017,23.89,14.16,76,0.15,1775,33.33,13.00,0.00,20,0.00,3.48,0.00,35,-11.32,0.00,0.00
237083,23.77,14.16,76,0.14,1771,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.32,0.00,0.00
237148,23.66,14.16,76,0.15,1766,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237215,23.77,14.24,76,0.15,1758,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237281,23.54,14.16,76,0.14,1759,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237346,23.54,14.16,76,0.15,1748,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237413,23.77,14.16,76,0.14,1752,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237479,23.43,14.16,76,0.14,1751,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237546,23.54,14.16,76,0.14,1752,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237614,23.66,14.24,76,0.14,1739,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237679,23.77,14.16,76,0.14,1748,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237744,23.77,14.16,76,0.14,1728,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237811,23.77,14.16,76,0.14,1730,33.33,13.00,0.00,20,0.00,3.34,0.00,35,-11.46,0.00,0.00
237876,23.66,14.16,76,0.15,1689,33.33,13.00,0.00,20,0.00,3.34,0.00,34,-11.46,0.00,0.00
237943,23.31,14.16,76,0.15,1592,33.33,13.00,0.00,20,0.00,3.34,0.00,34,-11.46,0.00,0.00
238009,23.66,14.16,76,0.16,1525,33.33,13.00,0.00,20,0.00,3.48,0.00,34,-11.46,0.00,0.00
238075,23.66,14.16,76,0.18,1438,33.33,21.00,0.00,20,0.00,3.63,0.00,34,-11.32,0.00,0.00
238142,23.43,14.16,76,0.19,1363,33.33,21.00,0.00,20,0.00,3.77,0.00,34,-11.17,0.00,0.00
238208,23.66,14.16,76,0.21,1269,33.33,21.00,1.80,20,0.00,4.06,0.00,34,-11.03,0.00,0.00
238274,23.54,14.16,76,0.23,1206,33.33,21.00,1.84,20,0.00,4.21,0.00,34,-10.74,0.00,0.00
238339,23.54,14.16,76,0.23,1232,33.33,20.00,1.86,20,0.00,4.21,0.00,34,-10.59,0.00,0.00
238406,23.66,14.16,76,0.20,1243,33.33,19.50,1.86,20,0.00,4.06,0.00,34,-10.59,0.00,0.00
238472,23.31,14.16,76,0.19,1246,33.33,20.50,1.83,20,0.00,4.06,0.00,34,-10.74,0.00,0.00
238539,23.31,14.16,76,0.19,1228,33.33,21.00,1.79,20,0.00,3.92,0.00,34,-10.74,0.00,0.00
238605,23.08,14.24,76,0.19,1196,33.33,21.00,1.75,20,0.00,3.92,0.00,34,-10.88,0.00,0.00
238671,21.71,14.16,76,0.19,1173,33.33,21.00,1.72,20,0.00,3.92,0.00,34,-10.88,0.00,0.00
238738,19.18,14.24,76,0.19,1154,33.33,21.00,1.67,20,0.00,3.92,0.00,34,-10.88,0.00,0.00
238803,16.65,14.16,76,0.20,1120,33.33,21.00,1.62,20,0.00,4.06,0.00,33,-10.88,0.00,0.00
238870,15.96,14.16,76,0.20,1088,33.33,21.00,1.58,20,0.00,4.06,0.00,33,-10.74,0.00,0.00
238937,15.85,14.16,76,0.20,1058,33.33,21.00,1.54,20,0.00,4.06,0.00,33,-10.74,0.00,0.00
239003,15.85,14.16,76,0.20,1030,33.33,21.00,1.51,20,0.00,4.21,0.00,33,-10.74,0.00,0.00
239068,15.73,14.16,76,0.21,1014,33.33,21.00,1.48,20,0.00,4.21,0.00,33,-10.59,0.00,0.00
239134,15.85,14.16,76,0.22,991,33.33,21.00,1.43,20,0.00,4.21,0.00,33,-10.59,0.00,0.00
239201,15.73,14.16,76,0.23,958,33.33,21.00,1.39,20,0.00,4.35,0.00,33,-10.59,0.00,0.00
239267,15.73,14.16,76,0.24,933,33.33,21.00,1.37,20,0.00,4.50,0.00,33,-10.45,0.00,0.00
239333,15.73,14.16,76,0.23,916,33.33,21.00,1.38,20,0.00,4.50,0.00,33,-10.30,0.00,0.00
239399,15.62,14.16,76,0.23,926,33.33,21.00,1.37,20,0.00,4.64,0.00,33,-10.30,0.00,0.00
239466,15.62,14.16,76,0.23,920,33.33,21.00,1.56,20,0.00,4.64,0.00,33,-10.16,0.00,0.00
239532,15.73,14.16,76,0.23,914,33.33,21.00,1.54,20,0.00,4.64,0.00,33,-10.16,0.00,0.00
239597,15.73,14.16,76,0.22,905,33.33,21.00,1.54,20,0.00,4.64,0.00,33,-10.16,0.00,0.00
239663,15.73,14.16,76,0.22,905,33.33,21.00,1.54,20,0.00,4.64,0.00,33,-10.16,0.00,0.00
239730,15.73,14.16,76,0.22,904,33.33,21.00,1.54,20,0.00,4.64,0.00,33,-10.16,0.00,0.00
239797,15.73,14.16,76,0.21,902,33.33,21.00,1.53,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
239862,15.50,14.16,76,0.21,899,33.33,21.00,1.35,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
239929,15.39,14.16,76,0.21,902,33.33,21.00,1.33,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
239994,15.27,14.08,76,0.21,894,33.33,21.00,1.32,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240061,15.16,14.16,76,0.21,886,33.33,21.00,1.31,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240127,15.04,14.16,76,0.21,876,33.33,21.00,1.30,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240193,15.04,14.16,76,0.21,873,33.33,21.00,1.29,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240259,15.04,14.08,76,0.21,865,33.33,21.00,1.28,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240324,14.93,14.16,76,0.21,859,33.33,21.00,1.27,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240391,14.93,14.16,76,0.22,853,33.33,21.00,1.26,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240458,14.93,14.16,76,0.22,838,33.33,21.00,1.25,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240523,14.81,14.16,76,0.22,828,33.33,21.00,1.24,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240590,14.81,14.16,76,0.23,822,33.33,21.00,1.40,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240656,14.81,14.08,76,0.23,821,33.33,21.00,1.40,20,0.00,4.64,0.00,32,-10.16,0.00,0.00
240723,14.81,14.16,76,0.23,822,33.33,21.00,1.40,20,0.00,4.64,0.00,30,-10.16,0.00,0.00
240789,14.93,14.16,76,0.23,822,33.33,21.00,1.40,20,0.00,4.64,0.00,30,-10.16,0.00,0.00
240855,14.93,14.16,76,0.22,822,33.33,21.00,1.40,20,0.00,4.79,0.00,30,-10.16,0.00,0.00
240921,14.93,14.16,76,0.22,816,33.33,21.00,1.39,20,0.00,4.79,0.00,30,-10.01,0.00,0.00
240987,14.93,14.16,76,0.22,815,33.33,21.00,1.39,20,0.00,4.79,0.00,30,-10.01,0.00,0.00
241053,15.04,14.16,76,0.22,818,33.33,20.00,1.40,20,0.00,4.64,0.00,30,-10.01,0.00,0.00
241119,14.93,14.16,76,0.22,819,33.33,19.50,1.40,20,0.00,4.64,0.00,30,-10.16,0.00,0.00
241185,14.93,14.08,76,0.22,818,33.33,19.00,1.40,20,0.00,4.64,0.00,30,-10.16,0.00,0.00
241251,14.93,14.16,76,0.22,821,33.33,19.00,1.40,20,0.00,4.64,0.00,30,-10.16,0.00,0.00
