Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),MAF/SD Blend Percentage (%)
489272,14.81,13.28,183,991,74.90,16.50,1.71,47,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.75,0.00,0.0
489342,14.70,13.28,183,1000,74.90,15.50,1.70,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.83,0.00,0.0
489413,14.70,13.28,183,994,74.90,16.00,1.90,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.88,0.00,0.0
489484,14.70,13.28,183,991,74.90,16.00,1.68,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.83,0.00,0.0
489555,14.70,13.28,183,986,74.90,16.50,1.69,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.83,0.00,0.0
489625,14.47,13.28,183,988,74.90,16.00,1.69,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.78,0.00,0.0
489696,14.59,13.28,183,990,74.90,15.50,1.67,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
489767,14.36,13.28,183,988,74.90,15.50,1.69,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
489837,14.59,13.28,183,979,74.90,16.50,1.67,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
489908,14.36,13.28,183,980,74.90,16.00,1.67,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.70,0.00,0.0
489979,14.47,13.28,183,974,74.90,16.50,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
490049,14.36,13.28,183,981,74.90,15.50,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.70,0.00,0.0
490121,14.47,13.28,183,970,74.90,16.50,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
490191,14.59,13.28,183,973,74.90,16.50,1.64,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
490262,14.47,13.28,183,963,74.90,17.00,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.75,0.00,0.0
490333,14.70,13.28,183,973,74.90,15.50,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.73,0.00,0.0
490404,14.70,13.28,183,971,74.90,15.50,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.70,0.00,0.0
490475,14.47,13.28,183,973,74.90,15.50,1.65,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.70,0.00,0.0
490545,14.70,13.28,183,970,74.90,15.50,1.66,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.67,0.00,0.0
490615,14.47,13.28,183,975,74.90,15.00,1.64,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.67,0.00,0.0
490687,14.59,13.28,183,970,74.90,15.50,1.65,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.65,0.00,0.0
490758,14.47,13.20,183,959,74.90,15.50,1.64,48,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.67,0.00,0.0
490828,14.59,13.28,183,950,74.90,16.50,1.62,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00,0.0
490899,14.59,13.20,183,953,74.90,16.50,1.63,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00,0.0
490970,14.59,13.28,183,949,74.90,16.50,1.63,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00,0.0
491041,14.47,13.20,183,955,74.90,15.50,1.63,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00,0.0
491111,14.70,13.28,183,953,74.90,16.00,1.64,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00,0.0
491182,14.59,13.28,183,961,74.90,15.00,1.63,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.65,0.00,0.0
491252,14.70,13.20,183,954,74.90,15.50,1.64,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.63,0.00,0.0
491324,14.70,13.28,183,960,74.90,15.00,1.63,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.63,0.00,0.0
491394,14.59,13.20,183,954,74.90,15.50,1.64,48,0.00,4.79,0.00,0,0.22,0.00,-10.01,3.60,0.00,0.0
491465,14.59,13.28,183,962,74.90,14.50,1.60,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.65,0.00,0.0
491536,14.70,13.20,183,939,74.90,16.50,1.82,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.67,0.00,0.0
491606,14.81,13.28,183,944,74.90,16.00,1.81,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.70,0.00,0.0
491677,14.70,13.20,183,952,74.90,15.00,1.63,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.70,0.00,0.0
491747,14.70,13.28,183,954,74.90,14.50,1.63,48,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.70,0.00,0.0
491819,14.70,13.20,183,955,74.90,14.00,1.60,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.70,0.00,0.0
491888,14.70,13.28,183,936,74.90,16.50,1.81,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.70,0.00,0.0
491960,14.81,13.20,183,945,74.90,15.00,1.81,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00,0.0
492029,14.70,13.28,183,943,74.90,15.50,1.82,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.73,0.00,0.0
492101,14.70,13.28,183,946,74.90,14.50,1.80,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00,0.0
492172,14.70,13.20,183,938,74.90,15.50,1.81,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.75,0.00,0.0
492242,14.47,13.28,183,944,74.90,14.50,1.80,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.80,0.00,0.0
492313,14.59,13.20,183,939,74.90,15.00,1.82,48,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.80,0.00,0.0
492385,14.36,13.28,183,947,74.90,14.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
492455,14.59,13.28,183,956,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.78,0.00,0.0
492526,14.47,13.28,183,954,74.90,13.00,1.63,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.78,0.00,0.0
492596,14.59,13.28,183,942,74.90,14.50,1.81,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.75,0.00,0.0
492667,14.59,13.28,183,938,74.90,15.00,1.80,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.78,0.00,0.0
492738,14.70,13.28,183,939,74.90,15.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
492808,14.47,13.28,183,952,74.90,13.50,1.81,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
492879,14.70,13.28,183,945,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
492949,14.59,13.28,183,951,74.90,13.50,1.81,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.78,0.00,0.0
493020,14.70,13.28,183,945,74.90,14.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
493091,14.70,13.28,183,949,74.90,14.00,1.80,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.78,0.00,0.0
493162,14.70,13.28,183,937,74.90,15.50,1.80,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
493232,14.70,13.28,183,936,74.90,15.00,1.79,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
493303,14.70,13.28,183,952,74.90,13.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
493374,14.81,13.28,183,947,74.90,14.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
493445,14.81,13.28,183,954,74.90,13.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
493516,14.70,13.28,183,949,74.90,13.50,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
493585,14.81,13.28,183,952,74.90,13.50,1.82,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.83,0.00,0.0
493657,14.70,13.28,183,950,74.90,13.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
493728,14.70,13.28,183,958,74.90,13.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
493798,14.70,13.28,183,948,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
493869,14.81,13.28,183,960,74.90,12.50,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
493939,14.81,13.28,183,949,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
494010,14.70,13.28,183,957,74.90,13.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
494081,14.81,13.28,183,950,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
494152,14.70,13.28,183,957,74.90,13.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
494222,14.81,13.20,183,956,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
494293,14.70,13.28,183,956,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
494364,14.81,13.20,183,930,74.90,16.00,1.79,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.83,0.00,0.0
494434,14.70,13.28,183,934,74.90,15.50,1.79,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.85,0.00,0.0
494505,14.81,13.20,183,934,74.90,15.50,1.81,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.91,0.00,0.0
494575,14.81,13.28,183,942,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.96,0.00,0.0
494646,14.93,13.20,183,956,74.90,13.00,1.87,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
494717,14.81,13.20,183,972,74.90,11.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
494788,14.93,13.28,183,964,74.90,12.00,1.66,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
494858,14.81,13.20,183,971,74.90,11.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
494929,14.70,13.28,183,968,74.90,12.00,1.65,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
494999,14.70,13.20,183,969,74.90,12.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
495071,14.81,13.28,183,946,74.90,15.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
495142,14.81,13.20,183,951,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.91,0.00,0.0
495212,14.93,13.28,183,960,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
495282,14.93,13.20,183,962,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
495353,14.93,13.28,183,968,74.90,12.50,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
495424,14.81,13.20,183,964,74.90,13.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
495495,14.81,13.28,183,968,74.90,12.50,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
495565,14.81,13.20,183,948,74.90,14.50,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
495636,14.81,13.28,183,954,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
495708,14.81,13.28,183,951,74.90,14.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
495778,14.81,13.28,183,963,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
495848,14.81,13.28,183,966,74.90,12.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
495919,14.81,13.28,183,957,74.90,13.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
495990,14.93,13.28,183,956,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496059,14.81,13.28,183,956,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496130,14.81,13.28,183,952,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
496201,14.81,13.28,183,957,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496272,14.81,13.28,183,952,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496343,14.81,13.28,183,954,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496414,15.04,13.28,183,955,74.90,14.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496485,15.04,13.28,183,970,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
496555,14.81,13.28,183,960,74.90,13.50,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
496625,14.81,13.28,183,962,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
496696,14.81,13.28,183,961,74.90,13.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
496768,14.81,13.28,183,969,74.90,12.50,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
496838,15.04,13.28,183,952,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.85,0.00,0.0
496909,14.81,13.28,183,955,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
496979,14.93,13.28,183,962,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
497050,14.81,13.28,183,956,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
497121,14.93,13.28,183,957,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.85,0.00,0.0
497191,14.70,13.20,183,934,74.90,16.00,1.83,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.91,0.00,0.0
497262,14.81,13.28,183,954,74.90,14.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
497333,14.70,13.20,183,970,74.90,12.00,1.64,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
497403,14.70,13.20,183,963,74.90,13.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
497474,14.59,13.28,183,968,74.90,12.50,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
497545,14.59,13.20,183,954,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
497615,14.70,13.28,183,954,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
497687,14.70,13.20,183,953,74.90,14.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
497756,14.70,13.28,183,954,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
497827,14.70,13.20,183,960,74.90,13.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
497899,14.81,13.28,183,968,74.90,13.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
497968,14.81,13.20,183,969,74.90,12.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
498039,14.81,13.28,183,961,74.90,13.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
498111,14.81,13.20,183,970,74.90,12.50,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
498181,14.81,13.28,183,962,74.90,13.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
498252,14.93,13.20,183,967,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
498322,14.81,13.20,183,956,74.90,14.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
498393,15.04,13.28,183,966,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
498464,14.93,13.20,183,964,74.90,13.00,1.87,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
498535,14.81,13.28,183,972,74.90,12.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
498605,15.04,13.20,183,959,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
498677,14.81,13.28,183,957,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
498747,14.81,13.20,183,945,74.90,15.50,1.81,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
498817,14.70,13.28,183,952,74.90,14.50,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
498889,14.81,13.20,183,949,74.90,15.00,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
498960,14.81,13.28,183,954,74.90,14.00,1.80,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
499030,14.81,13.28,183,939,74.90,15.50,1.81,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.88,0.00,0.0
499100,14.70,13.28,183,944,74.90,15.00,1.81,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.88,0.00,0.0
499171,14.81,13.28,183,942,74.90,15.50,1.82,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.91,0.00,0.0
499241,14.70,13.28,183,946,74.90,14.50,1.81,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.88,0.00,0.0
499313,14.70,13.28,183,942,74.90,15.50,1.85,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.88,0.00,0.0
499383,14.47,13.28,183,963,74.90,14.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
499455,14.70,13.28,183,960,74.90,13.00,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
499525,14.47,13.28,183,969,74.90,12.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
499596,14.70,13.28,183,960,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.80,0.00,0.0
499667,14.47,13.28,183,927,74.90,16.50,1.78,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.82,0.00,0.0
499737,14.70,13.28,183,940,74.90,15.50,1.81,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.96,0.00,0.0
499808,14.70,13.28,183,949,74.90,14.00,1.72,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.91,0.00,0.0
499879,14.70,13.28,183,962,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.91,0.00,0.0
499950,14.70,13.28,183,960,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
500019,14.81,13.28,183,963,74.90,13.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
500091,14.81,13.28,183,954,74.90,13.50,1.83,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.91,0.00,0.0
500162,14.81,13.28,183,952,74.90,12.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
500232,14.81,13.28,183,958,74.90,13.50,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
500304,14.70,13.28,183,955,74.90,13.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
500374,14.81,13.28,183,966,74.90,12.50,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
500445,14.81,13.28,183,968,74.90,12.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
500515,14.81,13.28,183,960,74.90,13.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
500586,14.81,13.28,183,960,74.90,13.50,1.84,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.85,0.00,0.0
500658,14.93,13.28,183,950,74.90,14.50,1.82,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
500728,14.81,13.28,183,954,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.88,0.00,0.0
500799,14.93,13.20,183,952,74.90,15.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
500869,15.04,13.28,183,958,74.90,13.50,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
500940,14.93,13.28,183,959,74.90,13.50,1.86,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
501010,15.04,13.20,183,966,74.90,13.00,1.84,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501081,14.93,13.28,183,958,74.90,14.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
501152,14.81,13.20,183,963,74.90,13.00,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501222,14.81,13.28,183,965,74.90,13.00,1.86,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
501294,14.70,13.20,183,970,74.90,12.50,1.86,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501363,14.81,13.28,183,978,74.90,11.50,1.67,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501435,14.70,13.20,183,973,74.90,12.00,1.66,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.78,0.00,0.0
501505,14.81,13.28,183,955,74.90,14.50,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501576,14.81,13.20,183,956,74.90,14.00,1.83,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501647,14.93,13.28,183,953,74.90,14.50,1.73,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501717,14.81,13.20,183,964,74.90,13.50,1.85,48,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501788,14.93,13.28,183,963,74.90,13.50,1.85,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501859,14.81,13.28,183,964,74.90,13.50,1.84,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
501929,15.04,13.20,183,957,74.90,14.00,1.85,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
502000,14.93,13.28,183,962,74.90,14.00,1.82,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
502071,14.93,13.20,183,949,74.90,15.50,1.84,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
502142,14.93,13.28,183,959,74.90,15.00,1.84,49,0.00,4.93,0.00,0,0.25,0.00,-9.87,3.91,0.00,0.0
502211,14.93,13.20,183,966,74.90,13.00,1.86,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
502283,14.81,13.28,183,971,74.90,12.50,1.86,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
502355,14.81,13.28,183,981,74.90,11.50,1.88,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
502425,14.70,13.28,183,965,74.90,13.50,1.85,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.80,0.00,0.0
502496,14.81,13.28,183,971,74.90,13.00,1.85,49,0.00,4.79,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
502566,14.70,13.28,183,966,74.90,13.50,1.86,49,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.83,0.00,0.0
502638,14.70,13.28,183,970,74.90,13.00,1.84,49,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.83,0.00,0.0
502707,14.70,13.28,183,960,74.90,14.00,1.85,49,0.00,4.93,0.00,0,0.24,0.00,-10.01,3.85,0.00,0.0
502778,14.81,13.28,183,963,74.90,14.00,1.86,49,0.00,4.79,0.00,0,0.24,0.00,-9.87,3.83,0.00,0.0
502850,14.81,13.28,183,971,74.90,13.00,1.85,49,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00,0.0
502920,14.81,13.28,183,962,74.90,14.00,1.85,49,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.80,0.00,0.0
502990,14.93,13.28,183,963,74.90,14.00,1.82,49,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.83,0.00,0.0
503062,14.81,13.28,183,946,74.90,15.50,1.83,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.88,0.00,0.0
503132,14.93,13.28,183,961,74.90,14.00,1.84,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
503202,14.81,13.28,183,973,74.90,12.50,1.87,49,0.00,4.93,0.00,0,0.23,0.00,-9.87,3.83,0.00,0.0
503273,14.81,13.28,183,961,74.90,14.00,1.64,49,0.00,4.79,0.00,0,0.24,0.00,-10.01,3.78,0.00,0.0
503344,14.93,13.28,183,967,74.90,13.00,1.94,49,0.00,4.93,0.00,0,0.24,0.00,-10.01,3.85,0.00,0.0
503414,14.81,13.28,183,945,74.90,15.50,1.84,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
503486,14.93,13.28,183,958,74.90,14.00,1.84,49,0.00,4.93,0.00,0,0.24,0.00,-9.87,3.85,0.00,0.0
