Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev)
49012,14.47,13.68,189,1743,74.90,29.50,3.37,48,0.00,4.79,3.53,9,-9.87,7.82,0.00,0.27
49076,14.47,13.68,189,1750,74.90,29.50,3.35,48,0.00,4.79,3.53,9,-9.87,7.78,0.00,0.27
49140,14.47,13.68,189,1757,74.90,30.00,3.36,48,0.00,4.79,3.53,9,-9.87,7.86,0.00,0.27
49204,14.47,13.60,189,1770,74.90,30.00,3.37,48,0.00,4.79,3.92,9,-9.87,8.02,0.00,0.28
49268,14.59,13.68,189,1772,74.90,30.00,3.40,48,0.00,4.93,3.92,9,-9.72,8.14,0.00,0.28
49332,14.59,13.60,189,1766,74.90,30.00,3.40,48,0.00,4.93,4.31,9,-9.72,8.35,0.00,0.30
49395,14.70,13.68,189,1766,74.90,30.00,3.77,48,0.00,5.08,4.31,9,-9.72,8.69,0.00,0.30
49460,14.70,13.60,189,1778,74.90,30.00,3.77,48,0.00,5.22,4.71,9,-9.58,8.82,0.00,0.32
49524,14.70,13.68,189,1796,74.90,30.00,3.79,48,0.00,5.37,5.10,9,-9.43,9.53,0.00,0.33
49588,14.70,13.68,189,1796,74.90,30.50,4.22,48,0.00,5.37,5.49,9,-9.29,9.88,0.00,0.33
49652,14.70,13.68,189,1806,74.90,30.50,4.24,48,0.00,5.51,5.49,9,-9.14,10.17,0.00,0.35
49715,14.47,13.60,189,1806,74.90,30.50,4.24,48,0.00,5.66,5.49,9,-9.00,10.45,0.00,0.35
49779,14.36,13.68,189,1809,74.90,30.50,4.25,48,0.00,5.80,5.49,9,-8.85,10.49,0.00,0.35
49843,14.24,13.68,189,1826,74.90,30.50,4.29,48,0.00,5.95,5.49,9,-8.71,10.64,0.00,0.35
49907,14.24,13.68,189,1844,74.90,30.50,4.33,48,0.00,5.95,5.49,9,-8.71,10.79,0.00,0.35
49971,14.36,13.68,189,1858,74.90,31.00,4.36,48,0.00,5.95,5.88,9,-8.71,10.94,0.00,0.35
50035,14.47,13.68,189,1866,74.90,31.00,4.38,48,0.00,6.09,5.88,10,-8.56,10.94,0.00,0.35
50099,14.59,13.68,189,1872,74.90,31.00,4.39,48,0.00,6.09,5.88,10,-8.56,11.05,0.00,0.35
50162,14.70,13.68,189,1881,74.90,31.00,4.41,48,0.00,6.09,5.88,10,-8.56,11.09,0.00,0.35
50228,14.81,13.60,189,1898,74.90,31.50,4.45,48,0.00,6.09,5.88,10,-8.56,11.19,0.00,0.35
50290,14.81,13.68,189,1916,74.90,31.50,4.50,48,0.00,6.09,5.88,10,-8.56,11.25,0.00,0.35
50354,14.81,13.60,189,1925,74.90,32.00,4.52,48,0.00,6.09,5.88,10,-8.56,11.24,0.00,0.35
50417,14.70,13.68,189,1941,74.90,32.00,4.55,48,0.00,6.24,5.88,10,-8.42,11.19,0.00,0.35
50482,14.59,13.68,189,1954,74.90,32.00,4.58,48,0.00,6.24,5.88,10,-8.42,11.39,0.00,0.35
50547,14.70,13.68,189,1967,74.90,32.00,4.62,48,0.00,6.24,5.88,10,-8.42,11.40,0.00,0.35
50610,14.70,13.68,189,1972,74.90,32.00,4.63,48,0.00,6.24,5.88,10,-8.42,11.51,0.00,0.35
50673,14.70,13.68,189,1982,74.90,32.00,4.65,48,0.00,6.24,5.88,10,-8.42,11.51,0.00,0.35
50737,14.70,13.68,189,1994,74.90,32.50,4.68,48,0.00,6.24,5.88,10,-8.42,11.56,0.00,0.35
50801,14.70,13.68,189,2019,74.90,32.50,4.74,48,0.00,6.24,5.88,10,-8.42,11.56,0.00,0.35
50865,14.81,13.68,189,2029,74.90,32.50,4.76,48,0.00,6.24,5.88,10,-8.42,11.61,0.00,0.35
50930,14.81,13.76,189,2034,74.90,32.50,4.77,48,0.00,6.24,6.27,11,-8.42,11.66,0.00,0.35
50993,14.81,13.68,189,2042,74.90,32.50,4.79,48,0.00,6.24,6.27,11,-8.42,11.71,0.00,0.35
51057,14.81,13.68,189,2058,74.90,33.00,4.83,48,0.00,6.24,6.27,11,-8.42,11.77,0.00,0.31
51121,14.81,13.60,189,2082,74.90,33.00,4.89,48,0.00,6.24,6.27,11,-8.42,11.77,0.00,0.35
51186,14.81,13.68,189,2082,74.90,33.00,4.89,48,0.00,6.24,6.27,11,-8.42,12.04,0.00,0.34
51248,14.81,13.68,189,2086,74.90,33.00,4.89,48,0.00,6.24,6.27,11,-8.42,11.82,0.00,0.34
51313,14.81,13.68,189,2105,74.90,33.00,4.89,48,0.00,6.24,6.27,11,-8.42,11.93,0.00,0.34
51377,14.81,13.68,189,2119,74.90,33.00,4.94,48,0.00,6.24,6.27,11,-8.42,11.93,0.00,0.34
51440,14.81,13.68,189,2128,74.90,33.00,4.97,48,0.00,6.09,6.27,11,-8.56,11.77,0.00,0.33
51505,14.81,13.68,189,2153,74.90,33.00,4.99,48,0.00,6.09,6.27,11,-8.56,11.77,0.00,0.33
51568,14.93,13.68,189,2156,74.90,33.00,4.59,48,0.00,6.09,6.27,11,-8.56,11.88,0.00,0.34
51632,14.93,13.68,189,2148,74.90,33.00,5.06,48,0.00,6.09,6.27,11,-8.56,12.10,0.00,0.34
51696,15.04,13.68,189,2164,74.90,33.00,5.04,48,0.00,6.09,6.27,11,-8.56,12.04,0.00,0.33
51761,15.04,13.68,189,2178,74.90,33.00,5.08,48,0.00,6.09,6.27,11,-8.56,11.93,0.00,0.34
51825,14.93,13.60,189,2194,74.90,33.00,5.11,48,0.00,5.95,6.27,11,-8.71,12.10,0.00,0.33
51888,14.81,13.68,189,2214,74.90,33.00,5.15,48,0.00,5.95,6.27,11,-8.71,11.93,0.00,0.32
51952,14.81,13.68,189,2194,74.90,33.00,4.72,48,0.00,5.95,6.27,11,-8.71,11.93,0.00,0.33
52015,14.81,13.68,189,2206,74.90,33.00,4.68,48,0.00,5.95,6.27,11,-8.71,12.04,0.00,0.33
52080,14.93,13.68,189,2225,74.90,33.00,4.71,48,0.00,5.95,6.27,11,-8.71,11.93,0.00,0.32
52144,14.93,13.60,189,2242,74.90,33.00,4.75,48,0.00,5.95,6.27,11,-8.71,11.99,0.00,0.32
52208,14.81,13.60,189,2260,74.90,33.00,4.78,48,0.00,5.80,6.27,11,-8.71,12.04,0.00,0.32
52272,14.81,13.60,189,2238,74.90,33.50,4.82,48,0.00,5.80,6.27,11,-8.85,12.04,0.00,0.32
52336,14.81,13.68,189,2238,74.90,33.00,4.77,48,0.00,5.80,6.27,12,-8.85,11.93,0.00,0.32
52400,14.81,13.60,189,2252,74.90,33.50,4.80,48,0.00,5.80,6.27,12,-8.85,11.82,0.00,0.31
52464,14.70,13.68,189,2256,74.90,33.50,4.81,48,0.00,5.80,6.27,12,-8.85,11.71,0.00,0.28
52528,14.70,13.68,189,2286,74.90,33.50,4.88,48,0.00,5.80,6.27,12,-8.85,11.93,0.00,0.31
52592,14.81,13.68,189,2284,74.90,33.50,4.87,48,0.00,5.66,6.27,12,-9.00,12.04,0.00,0.32
52654,14.81,13.60,189,2300,74.90,33.50,4.91,48,0.00,5.66,6.27,12,-9.00,12.26,0.00,0.32
52719,14.81,13.68,189,2282,74.90,33.50,4.87,48,0.00,5.80,6.27,12,-8.85,12.15,0.00,0.32
52782,14.81,13.60,189,2295,74.90,33.50,4.90,48,0.00,5.66,6.27,12,-9.00,12.15,0.00,0.32
52847,14.81,13.68,189,2291,74.90,33.50,4.89,48,0.00,5.66,5.88,12,-9.00,12.04,0.00,0.31
52911,14.70,13.60,189,2317,74.90,33.50,4.94,48,0.00,5.66,5.88,12,-9.00,11.93,0.00,0.31
52974,14.59,13.68,189,2312,74.90,33.50,4.93,48,0.00,5.66,5.88,12,-9.00,11.88,0.00,0.31
53039,14.70,13.68,189,2323,74.90,33.50,4.96,48,0.00,5.51,5.49,12,-9.14,11.61,0.00,0.30
53103,14.70,13.68,189,2305,74.90,33.50,4.92,47,0.00,5.51,5.49,12,-9.14,11.51,0.00,0.29
53165,14.70,13.60,189,2323,74.90,33.50,4.96,47,0.00,5.37,5.49,12,-9.29,11.40,0.00,0.29
53230,14.81,13.68,189,2348,74.90,33.50,5.01,47,0.00,5.37,5.49,12,-9.29,11.29,0.00,0.29
53294,14.81,13.68,189,2333,74.90,33.50,4.98,47,0.00,5.37,5.49,13,-9.29,11.40,0.00,0.29
53358,14.81,13.68,189,2341,74.90,33.50,4.50,47,0.00,5.37,5.10,13,-9.29,11.40,0.00,0.28
53422,14.81,13.68,189,2325,74.90,33.50,4.46,47,0.00,5.22,5.10,13,-9.43,11.19,0.00,0.28
53485,14.81,13.68,189,2332,74.90,33.50,4.48,47,0.00,5.22,5.10,13,-9.43,10.89,0.00,0.28
53549,14.81,13.68,189,2320,74.90,33.50,4.45,47,0.00,5.08,5.10,13,-9.58,10.79,0.00,0.27
53613,14.81,13.68,189,2340,74.90,33.50,4.49,47,0.00,5.08,4.71,13,-9.58,10.69,0.00,0.27
53677,14.81,13.68,189,2334,74.90,33.50,4.48,47,0.00,5.08,5.10,13,-9.58,10.58,0.00,0.27
53741,14.81,13.60,189,2350,74.90,33.50,4.51,47,0.00,5.08,4.71,13,-9.58,10.69,0.00,0.27
53805,14.93,13.68,189,2336,74.90,33.50,4.49,47,0.00,5.08,4.71,12,-9.58,10.69,0.00,0.27
53869,14.81,13.68,189,2333,74.90,33.50,4.49,47,0.00,5.08,4.71,12,-9.58,10.69,0.00,0.27
53933,14.81,13.68,189,2341,74.90,33.50,4.48,47,0.00,4.93,3.92,12,-9.72,10.58,0.00,0.26
53997,14.81,13.68,189,2333,74.90,33.50,4.49,47,0.00,4.79,3.92,12,-9.87,9.92,0.00,0.25
54061,14.70,13.68,189,2331,74.90,33.50,4.48,47,0.00,4.64,3.92,12,-10.01,9.48,0.00,0.24
54124,14.59,13.76,189,2325,74.90,33.50,3.98,47,0.00,4.64,3.53,12,-10.01,9.44,0.00,0.24
54188,14.59,13.68,189,2321,74.90,33.50,3.97,47,0.00,4.50,3.53,12,-10.16,9.17,0.00,0.23
54252,14.70,13.76,189,2302,74.90,33.50,3.96,47,0.00,4.50,3.53,12,-10.16,8.99,0.00,0.23
54317,14.70,13.76,189,2303,74.90,33.50,3.93,47,0.00,4.35,3.53,12,-10.30,8.73,0.00,0.23
54380,14.81,13.76,189,2294,74.90,33.50,3.93,47,0.00,4.35,3.53,12,-10.30,8.69,0.00,0.23
54444,14.93,13.68,189,2325,74.90,33.50,3.91,47,0.00,4.35,3.53,12,-10.30,8.65,0.00,0.22
54508,14.93,13.68,189,2336,74.90,33.50,3.97,47,0.00,4.35,3.14,12,-10.30,8.56,0.00,0.22
54571,14.93,13.68,189,2341,74.90,33.50,3.99,47,0.00,4.35,3.14,12,-10.30,8.60,0.00,0.22
54636,15.04,13.68,189,2330,74.90,33.50,3.99,47,0.00,4.21,3.14,12,-10.30,8.82,0.00,0.22
54700,14.93,13.68,189,2318,74.90,33.50,3.98,47,0.00,4.35,3.14,12,-10.45,8.69,0.00,0.22
54764,15.04,13.68,189,2312,74.90,33.50,3.96,47,0.00,4.35,3.14,12,-10.30,8.74,0.00,0.22
54827,14.93,13.68,189,2291,74.90,33.50,3.95,47,0.00,4.35,3.14,12,-10.30,8.64,0.00,0.22
54892,14.93,13.68,189,2291,74.90,33.50,3.91,47,0.00,4.35,3.14,12,-10.30,8.56,0.00,0.22
54956,14.93,13.68,189,2290,74.90,33.50,3.91,47,0.00,4.35,3.14,12,-10.30,8.36,0.00,0.22
55019,14.81,13.68,189,2265,74.90,33.50,3.87,47,0.00,4.35,3.14,12,-10.30,8.39,0.00,0.22
55083,14.70,13.68,189,2264,74.90,33.50,3.86,47,0.00,4.21,3.14,12,-10.45,8.14,0.00,0.22
55147,14.70,13.68,189,2252,74.90,33.50,3.84,47,0.00,4.21,3.14,12,-10.45,7.98,0.00,0.21
55211,14.70,13.68,189,2236,74.90,33.00,3.34,47,0.00,4.21,3.14,13,-10.45,7.70,0.00,0.20
55275,14.70,13.68,189,2241,74.90,33.00,3.35,47,0.00,4.06,3.14,13,-10.59,7.62,0.00,0.20
55339,14.70,13.68,189,2218,74.90,33.00,3.31,47,0.00,4.06,3.14,13,-10.59,7.57,0.00,0.20
55403,14.70,13.68,189,2234,74.90,33.00,3.34,47,0.00,4.06,3.14,13,-10.59,7.62,0.00,0.20
55466,14.81,13.68,189,2240,74.90,33.00,3.35,47,0.00,4.06,3.14,13,-10.59,7.66,0.00,0.20
55532,14.81,13.68,189,2252,74.90,33.50,3.36,47,0.00,4.06,3.14,13,-10.59,7.57,0.00,0.20
55594,14.93,13.68,189,2235,74.90,33.00,3.34,47,0.00,4.06,3.14,13,-10.59,7.57,0.00,0.20
55658,14.93,13.68,189,2229,74.90,33.00,3.33,47,0.00,4.06,3.14,12,-10.59,7.57,0.00,0.20
55723,14.93,13.60,189,2217,74.90,33.00,3.78,47,0.00,4.06,3.14,12,-10.59,7.57,0.00,0.21
55785,14.93,13.68,189,2199,74.90,33.00,3.75,47,0.00,4.06,3.14,12,-10.59,7.57,0.00,0.21
55849,14.93,13.68,189,2196,74.90,33.00,3.75,47,0.00,4.21,3.14,12,-10.45,7.57,0.00,0.21
55914,14.81,13.68,189,2163,74.90,33.00,3.69,47,0.00,4.21,3.14,12,-10.45,7.57,0.00,0.21
55977,14.70,13.60,189,2156,74.90,33.00,3.68,47,0.00,4.21,3.14,12,-10.45,7.58,0.00,0.21
56041,14.70,13.68,189,2158,74.90,33.00,3.68,47,0.00,4.21,3.14,12,-10.45,7.57,0.00,0.21
56105,14.70,13.68,189,2156,74.90,33.00,3.68,47,0.00,4.21,3.14,12,-10.45,7.57,0.00,0.21
56170,14.59,13.68,189,2174,74.90,33.00,3.25,47,0.00,4.21,3.14,12,-10.45,7.58,0.00,0.21
56233,14.59,13.68,189,2177,74.90,33.00,3.25,47,0.00,4.21,3.14,12,-10.45,7.49,0.00,0.21
56297,14.59,13.60,189,2159,74.90,33.00,3.22,47,0.00,4.21,3.14,12,-10.45,7.54,0.00,0.21
56361,14.70,13.68,189,2155,74.90,33.00,3.68,47,0.00,4.21,3.14,12,-10.45,7.49,0.00,0.21
56426,14.81,13.68,189,2145,74.90,33.00,3.68,47,0.00,4.21,3.14,12,-10.45,7.50,0.00,0.21
56491,14.81,13.68,189,2140,74.90,33.00,3.66,47,0.00,4.21,3.14,12,-10.45,7.50,0.00,0.21
56553,14.81,13.68,189,2152,74.90,33.00,3.65,47,0.00,4.21,3.14,12,-10.45,7.41,0.00,0.21
56618,14.81,13.68,189,2134,74.90,33.00,3.21,47,0.00,4.21,3.14,12,-10.45,7.46,0.00,0.21
56681,14.81,13.68,189,2126,74.90,33.00,3.64,47,0.00,4.21,3.14,12,-10.45,7.49,0.00,0.21
56746,14.81,13.68,189,2132,74.90,33.00,3.63,47,0.00,4.21,3.14,12,-10.45,7.50,0.00,0.21
56809,14.81,13.68,189,2112,74.90,33.00,3.18,47,0.00,4.21,3.14,12,-10.45,7.32,0.00,0.21
56874,14.81,13.68,189,2105,74.90,33.00,3.15,47,0.00,4.21,3.14,12,-10.45,7.33,0.00,0.21
56938,14.81,13.68,189,2105,74.90,33.00,3.14,47,0.00,4.21,3.14,12,-10.45,7.29,0.00,0.21
57002,14.81,13.76,189,2097,74.90,33.00,3.14,47,0.00,4.21,3.14,12,-10.45,7.24,0.00,0.21
57065,14.81,13.60,189,2073,74.90,33.00,3.58,47,0.00,4.21,3.14,12,-10.45,7.24,0.00,0.21
57129,14.81,13.68,189,2068,74.90,33.00,3.54,47,0.00,4.21,3.14,12,-10.45,7.24,0.00,0.21
57194,14.81,13.60,189,2072,74.90,33.00,3.53,47,0.00,4.21,3.14,12,-10.45,7.17,0.00,0.21
57258,14.81,13.68,189,2082,74.90,33.00,3.54,47,0.00,4.21,3.14,12,-10.45,7.24,0.00,0.21
57322,14.70,13.60,189,2084,74.90,33.00,3.55,47,0.00,4.21,3.14,12,-10.45,7.24,0.00,0.21
57385,14.70,13.76,189,2093,74.90,33.00,3.11,47,0.00,4.21,3.14,12,-10.45,7.24,0.00,0.21
57449,14.70,13.68,189,2084,74.90,33.00,3.13,47,0.00,4.21,3.14,12,-10.45,7.10,0.00,0.20
57513,14.70,13.76,189,2064,74.90,33.00,3.11,47,0.00,4.21,3.14,12,-10.45,7.10,0.00,0.21
57577,14.81,13.84,189,2049,74.90,33.00,3.08,47,0.00,4.21,2.75,12,-10.45,7.17,0.00,0.21
57641,14.81,13.68,189,2049,74.90,32.50,3.50,47,0.00,4.21,2.75,12,-10.45,7.14,0.00,0.21
57706,14.81,13.76,189,2050,74.90,32.50,3.06,47,0.00,4.21,2.75,12,-10.45,7.10,0.00,0.21
57770,14.81,13.68,189,2040,74.90,32.50,3.48,47,0.00,4.21,2.75,12,-10.45,7.10,0.00,0.21
57833,14.81,13.76,189,2035,74.90,32.50,3.47,47,0.00,4.21,2.75,12,-10.45,7.10,0.00,0.21
57897,14.81,13.68,189,2022,74.90,32.50,3.02,47,0.00,4.21,2.75,12,-10.45,7.03,0.00,0.21
57960,14.70,13.68,189,2016,74.90,32.50,3.01,47,0.00,4.21,2.75,12,-10.45,7.03,0.00,0.21
58025,14.70,13.76,189,2022,74.90,32.50,3.02,47,0.00,4.21,2.75,11,-10.45,6.99,0.00,0.21
58088,14.70,13.68,189,2025,74.90,32.50,3.02,47,0.00,4.21,2.35,11,-10.45,6.84,0.00,0.20
58152,14.70,13.68,189,2012,74.90,32.50,3.00,47,0.00,4.06,2.35,11,-10.59,6.66,0.00,0.20
58217,14.70,13.76,189,2004,74.90,32.50,2.99,47,0.00,4.06,2.35,11,-10.59,6.62,0.00,0.20
58281,14.70,13.68,189,1997,74.90,32.50,2.98,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
58344,14.81,13.76,189,2007,74.90,32.50,3.00,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
58408,14.81,13.68,189,2008,74.90,32.50,3.00,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
58473,14.81,13.68,189,2009,74.90,32.50,3.00,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
58535,14.81,13.76,189,1995,74.90,32.50,2.98,47,0.00,3.92,2.35,11,-10.74,6.55,0.00,0.20
58600,14.93,13.76,189,1988,74.90,32.50,2.97,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
58664,14.93,13.76,189,1988,74.90,32.00,2.97,47,0.00,3.92,2.35,11,-10.74,6.51,0.00,0.20
58729,14.93,13.76,189,1980,74.90,32.00,2.96,47,0.00,4.06,2.35,11,-10.59,6.51,0.00,0.20
58792,14.81,13.68,189,1972,74.90,32.00,2.95,47,0.00,3.92,2.35,11,-10.74,6.51,0.00,0.20
58856,14.81,13.68,189,1962,74.90,32.00,2.93,47,0.00,4.06,2.35,11,-10.59,6.51,0.00,0.20
58919,14.70,13.68,189,1947,74.90,32.00,2.91,47,0.00,4.06,2.35,11,-10.59,6.51,0.00,0.20
58983,14.70,13.68,189,1945,74.90,32.00,2.90,47,0.00,4.06,2.35,11,-10.59,6.51,0.00,0.20
59047,14.70,13.76,189,1946,74.90,32.00,2.91,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
59112,14.70,13.68,189,1942,74.90,32.00,2.90,47,0.00,4.06,2.35,11,-10.59,6.55,0.00,0.20
59175,14.70,13.60,189,1941,74.90,32.00,2.90,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
59239,14.70,13.68,189,1928,74.90,32.00,2.90,47,0.00,4.06,2.35,11,-10.59,6.55,0.00,0.20
59303,14.81,13.76,189,1927,74.90,32.00,2.88,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.20
59367,14.70,13.60,189,1923,74.90,32.00,2.88,47,0.00,4.06,2.35,11,-10.59,6.55,0.00,0.20
59431,14.70,13.68,189,1914,74.90,32.00,2.87,47,0.00,4.06,2.35,11,-10.59,6.51,0.00,0.20
59494,14.70,13.68,189,1907,74.90,31.50,2.86,47,0.00,4.06,2.35,11,-10.59,6.59,0.00,0.21
59559,14.70,13.68,189,1888,74.90,31.50,2.85,47,0.00,4.06,2.35,11,-10.59,6.55,0.00,0.21
59622,14.70,13.68,189,1878,74.90,31.00,2.82,47,0.00,4.06,2.35,11,-10.59,6.55,0.00,0.21
59687,14.70,13.68,189,1875,74.90,31.00,3.21,47,0.00,4.06,2.35,11,-10.59,6.62,0.00,0.21
59750,14.70,13.68,189,1875,74.90,31.00,3.20,47,0.00,4.06,2.35,11,-10.59,6.62,0.00,0.21
59815,14.70,13.68,189,1872,74.90,31.00,3.20,47,0.00,4.06,2.35,11,-10.59,6.62,0.00,0.21
59878,14.70,13.68,189,1860,74.90,31.00,3.20,47,0.00,4.06,2.35,11,-10.59,6.62,0.00,0.22
59943,14.81,13.68,189,1850,74.90,31.00,3.18,47,0.00,4.06,2.35,11,-10.59,6.70,0.00,0.22
60007,14.81,13.60,189,1835,74.90,31.00,3.16,47,0.00,4.06,2.35,11,-10.59,6.73,0.00,0.22
60069,14.81,13.68,189,1832,74.90,30.50,3.13,47,0.00,4.21,2.75,11,-10.59,6.77,0.00,0.22
60134,14.81,13.68,189,1824,74.90,30.50,3.13,47,0.00,4.21,2.75,11,-10.45,6.81,0.00,0.23
60198,14.81,13.68,189,1822,74.90,30.50,3.11,47,0.00,4.21,2.75,11,-10.45,6.92,0.00,0.23
60261,14.81,13.68,189,1819,74.90,30.50,3.11,47,0.00,4.21,2.75,11,-10.45,7.03,0.00,0.23
60325,14.81,13.68,189,1819,74.90,30.50,3.10,47,0.00,4.21,2.75,11,-10.45,7.10,0.00,0.24
60390,14.81,13.60,189,1820,74.90,30.50,3.11,47,0.00,4.35,3.14,10,-10.30,7.29,0.00,0.24
60453,14.70,13.68,189,1815,74.90,30.50,3.10,47,0.00,4.35,3.92,10,-10.30,7.41,0.00,0.26
60518,14.70,13.68,189,1819,74.90,30.50,3.49,47,0.00,4.50,4.71,10,-10.16,8.19,0.00,0.29
60581,14.70,13.76,189,1828,74.90,30.50,3.90,47,0.00,4.79,5.10,10,-9.87,9.17,0.00,0.32
60645,14.70,13.68,189,1840,74.90,30.50,3.93,47,0.00,5.08,5.10,10,-9.58,9.92,0.00,0.33
60709,14.70,13.68,189,1851,74.90,31.00,3.95,47,0.00,5.37,5.49,10,-9.29,10.17,0.00,0.33
60773,14.24,13.60,189,1866,74.90,31.00,4.38,47,0.00,5.51,5.49,10,-9.14,10.47,0.00,0.33
60838,13.78,13.68,189,1887,74.90,31.00,4.03,47,0.00,5.66,5.49,10,-9.00,10.48,0.00,0.34
60900,13.78,13.76,189,1869,74.90,31.00,3.99,47,0.00,5.80,5.49,10,-8.85,10.59,0.00,0.35
60964,14.01,13.68,189,1844,74.90,30.50,4.33,47,0.00,5.95,5.49,10,-8.71,10.69,0.00,0.35
61028,14.36,13.76,189,1856,74.90,31.00,4.36,47,0.00,5.95,5.49,10,-8.71,10.69,0.00,0.35
61091,14.59,13.68,189,1885,74.90,31.50,4.42,47,0.00,5.95,5.49,10,-8.71,10.74,0.00,0.37
61155,14.70,13.68,189,1912,74.90,31.50,4.49,47,0.00,5.95,5.49,10,-8.71,10.78,0.00,0.34
61221,14.81,13.68,189,1916,74.90,31.50,4.50,47,0.00,5.95,5.49,10,-8.71,10.85,0.00,0.34
61283,14.81,13.76,189,1904,74.90,31.50,4.47,47,0.00,6.09,5.49,10,-8.56,10.89,0.00,0.34
61348,14.81,13.60,189,1901,74.90,31.50,4.46,47,0.00,6.09,5.49,10,-8.56,10.99,0.00,0.34
61411,14.81,13.60,189,1918,74.90,32.00,4.50,47,0.00,6.09,5.49,10,-8.56,10.99,0.00,0.34
61475,14.93,13.76,189,1944,74.90,32.00,4.56,47,0.00,6.09,5.49,10,-8.56,10.99,0.00,0.34
61540,14.93,13.68,189,1957,74.90,32.00,4.17,47,0.00,6.09,5.49,10,-8.56,10.99,0.00,0.34
61604,14.81,13.68,189,1956,74.90,32.00,4.59,47,0.00,6.09,5.49,10,-8.56,10.99,0.00,0.34
61667,14.81,13.60,189,1971,74.90,32.00,4.20,47,0.00,6.09,5.49,10,-8.56,11.15,0.00,0.34
61731,14.81,13.68,189,1986,74.90,32.50,4.24,46,0.00,6.09,5.49,10,-8.56,11.04,0.00,0.33
61795,14.81,13.68,189,2000,74.90,32.50,4.27,46,0.00,6.09,5.49,11,-8.56,10.99,0.00,0.33
61858,14.70,13.68,189,2004,74.90,32.50,4.27,46,0.00,6.09,5.49,11,-8.56,11.10,0.00,0.33
61923,14.70,13.76,189,2005,74.90,32.50,4.27,46,0.00,5.95,5.49,11,-8.71,11.05,0.00,0.33
61986,14.81,13.84,189,2025,74.90,32.50,4.28,46,0.00,5.95,5.49,11,-8.71,10.99,0.00,0.33
62050,14.81,13.76,189,2036,74.90,32.50,4.32,46,0.00,5.95,5.49,11,-8.71,11.09,0.00,0.33
62114,14.93,13.76,189,2045,74.90,32.50,4.34,46,0.00,5.95,5.49,11,-8.71,11.19,0.00,0.33
62178,14.81,13.68,189,2040,74.90,32.50,4.36,46,0.00,5.95,5.49,11,-8.71,11.09,0.00,0.32
62243,14.81,13.76,189,2050,74.90,32.50,4.35,46,0.00,5.95,5.49,11,-8.71,11.05,0.00,0.32
62307,14.81,13.60,189,2071,74.90,33.00,4.37,46,0.00,5.95,5.49,11,-8.71,11.09,0.00,0.32
62371,14.81,13.68,189,2085,74.90,33.00,4.42,46,0.00,5.95,5.49,11,-8.71,10.99,0.00,0.32
62435,14.70,13.60,189,2090,74.90,33.00,4.45,46,0.00,5.95,5.49,11,-8.71,11.09,0.00,0.32
62499,14.81,13.68,189,2105,74.90,33.00,4.46,46,0.00,5.95,5.49,11,-8.71,11.19,0.00,0.31
62562,14.81,13.60,189,2109,74.90,33.00,4.49,46,0.00,5.95,5.49,11,-8.71,11.05,0.00,0.32
62626,14.81,13.76,189,2104,74.90,33.00,4.50,46,0.00,5.95,5.49,11,-8.71,11.09,0.00,0.32
62689,14.70,13.68,189,2120,74.90,33.00,4.49,46,0.00,5.95,5.49,11,-8.71,11.15,0.00,0.32
62755,14.81,13.60,189,2150,74.90,33.00,4.52,46,0.00,5.95,5.49,11,-8.71,11.19,0.00,0.31
62819,14.70,13.60,189,2143,74.90,33.00,4.59,46,0.00,5.80,5.49,11,-8.71,11.09,0.00,0.31
62883,14.81,13.76,189,2147,74.90,33.00,4.57,46,0.00,5.80,5.49,11,-8.85,11.19,0.00,0.31
62947,14.70,13.60,189,2156,74.90,33.00,4.58,46,0.00,5.80,5.49,11,-8.85,11.19,0.00,0.34
63010,14.70,13.76,189,2156,74.90,33.00,4.60,46,0.00,5.80,5.49,11,-8.85,11.15,0.00,0.31
63074,14.81,13.68,189,2176,74.90,33.00,4.64,46,0.00,5.80,5.49,11,-8.85,11.09,0.00,0.31
63139,14.81,13.68,189,2206,74.90,33.00,4.71,46,0.00,5.66,5.49,11,-9.00,11.19,0.00,0.31
63203,14.70,13.68,189,2196,74.90,33.00,4.68,46,0.00,5.66,5.49,11,-9.00,11.09,0.00,0.30
63266,14.70,13.76,189,2185,74.90,33.00,4.66,46,0.00,5.66,5.49,11,-9.00,11.09,0.00,0.31
63330,14.81,13.60,189,2205,74.90,33.00,4.70,46,0.00,5.66,5.49,11,-9.00,11.09,0.00,0.30
