Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
15472,15.27,14.08,81,0.42,1436,100.00,9.50,3.37,28,0.00,6.82,0.00,0,-7.98,10.04,0.00
15541,15.27,14.08,81,0.42,1429,100.00,10.50,3.35,28,0.00,6.82,0.00,0,-7.98,10.04,0.00
15610,15.27,14.16,81,0.42,1435,100.00,10.00,3.37,28,0.00,6.82,0.00,0,-7.98,10.14,0.00
15679,15.16,14.08,81,0.42,1432,100.00,10.50,3.36,28,0.00,6.82,0.00,0,-7.98,9.99,0.00
15747,15.16,14.08,81,0.42,1438,100.00,10.00,3.37,28,0.00,6.82,0.00,0,-7.98,10.04,0.00
15815,15.16,14.00,81,0.41,1448,100.00,9.50,3.40,28,0.00,6.82,0.00,0,-7.98,9.89,0.00
15883,15.16,14.16,81,0.41,1442,100.00,10.00,3.38,28,0.00,6.82,0.00,0,-7.98,9.80,0.00
15952,15.16,14.00,81,0.41,1449,100.00,9.50,3.40,28,0.00,6.67,0.00,0,-8.13,9.75,0.00
16020,15.16,14.08,81,0.41,1437,100.00,11.00,3.37,28,0.00,6.67,0.00,0,-8.13,9.75,0.00
16089,15.16,14.00,81,0.40,1448,100.00,10.00,3.40,28,0.00,6.67,0.00,0,-8.13,9.75,0.00
16156,15.16,14.00,81,0.40,1447,100.00,11.00,3.38,28,0.00,6.67,0.00,0,-8.13,9.70,0.00
16225,15.16,14.00,81,0.40,1442,100.00,11.00,3.40,28,0.00,6.67,0.00,0,-8.13,9.66,0.00
16294,15.16,14.08,81,0.40,1450,100.00,10.50,3.39,28,0.00,6.67,0.00,0,-8.13,9.62,0.00
16363,15.16,14.08,81,0.39,1446,100.00,11.00,3.41,28,0.00,6.53,0.00,0,-8.27,9.53,0.00
16431,15.04,14.00,81,0.39,1451,100.00,10.50,3.40,28,0.00,6.53,0.00,0,-8.27,9.44,0.00
16499,15.04,14.08,81,0.39,1448,100.00,11.00,3.38,28,0.00,6.53,0.00,0,-8.27,9.40,0.00
16568,15.04,14.00,81,0.39,1441,100.00,11.00,3.41,28,0.00,6.53,0.00,0,-8.27,9.36,0.00
16637,15.04,14.08,81,0.38,1452,100.00,10.50,3.39,28,0.00,6.53,0.00,0,-8.27,9.27,0.00
16705,15.04,14.00,81,0.38,1454,100.00,10.50,3.41,28,0.00,6.38,0.00,0,-8.42,9.27,0.00
16773,15.04,14.08,81,0.39,1437,100.00,13.00,3.37,28,0.00,6.38,0.00,0,-8.42,9.27,0.00
16841,15.04,14.00,81,0.39,1450,100.00,11.50,3.40,28,0.00,6.38,0.00,0,-8.42,9.31,0.00
16910,15.04,14.08,81,0.39,1440,100.00,12.50,3.38,28,0.00,6.38,0.00,0,-8.42,9.27,0.00
16977,15.04,14.00,81,0.38,1444,100.00,12.00,3.39,28,0.00,6.38,0.00,0,-8.42,9.14,0.00
17047,15.04,14.08,81,0.38,1450,100.00,11.50,3.40,28,0.00,6.38,0.00,0,-8.42,9.18,0.00
17116,15.04,14.00,81,0.37,1446,100.00,11.50,3.09,28,0.00,6.24,0.00,0,-8.56,9.00,0.00
17184,15.04,14.08,81,0.36,1444,100.00,12.00,3.08,28,0.00,6.24,0.00,0,-8.56,8.78,0.00
17252,15.04,14.00,81,0.37,1436,100.00,13.00,3.06,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
17320,15.04,14.08,81,0.37,1435,100.00,13.00,3.06,28,0.00,6.24,0.00,0,-8.56,8.78,0.00
17389,14.93,14.00,82,0.37,1433,100.00,13.50,3.06,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
17459,14.93,14.08,82,0.37,1421,100.00,14.00,3.03,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
17527,14.93,14.00,82,0.37,1426,100.00,13.00,3.04,28,0.00,6.24,0.00,0,-8.56,8.78,0.00
17595,14.93,14.08,82,0.37,1417,100.00,14.00,3.03,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
17664,14.93,14.00,82,0.37,1422,100.00,13.00,3.01,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
17732,14.93,14.08,82,0.37,1413,100.00,14.00,3.03,28,0.00,6.24,0.00,0,-8.56,8.70,0.00
17800,14.93,14.08,82,0.35,1419,100.00,13.00,3.00,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
17870,14.93,14.08,82,0.39,1407,100.00,14.00,3.01,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
17938,15.04,14.08,82,0.35,1412,100.00,13.50,3.00,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18005,14.93,14.00,82,0.37,1404,100.00,14.00,3.00,28,0.00,6.24,0.00,0,-8.56,8.70,0.00
18074,15.04,14.08,82,0.37,1408,100.00,13.50,2.99,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18143,15.04,14.00,82,0.37,1403,100.00,14.50,2.97,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
18211,15.16,14.08,82,0.37,1394,100.00,14.00,2.98,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18280,15.04,14.00,82,0.37,1390,33.33,14.50,2.97,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18348,15.04,14.16,82,0.37,1397,33.33,13.50,2.98,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18417,15.04,14.16,82,0.37,1386,33.33,14.50,2.96,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18485,15.04,14.16,82,0.37,1394,33.33,13.50,2.97,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18554,15.04,14.16,82,0.37,1388,33.33,14.00,2.96,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
18622,15.04,14.16,82,0.37,1390,33.33,13.50,2.96,28,0.00,6.24,0.00,0,-8.56,8.52,0.00
18691,15.04,14.16,82,0.37,1383,33.33,14.00,2.95,28,0.00,6.24,0.00,0,-8.56,8.52,0.00
18759,15.16,14.24,82,0.37,1388,33.33,13.00,2.96,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
18828,15.16,14.16,82,0.37,1378,33.33,14.00,2.94,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
18896,15.16,14.16,82,0.37,1384,33.33,13.00,2.95,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
18964,15.16,14.24,82,0.38,1377,33.33,14.00,3.23,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
19033,15.16,14.16,82,0.37,1386,33.33,13.00,3.25,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
19101,15.16,14.24,82,0.37,1378,33.33,13.50,3.25,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
19170,15.16,14.16,82,0.37,1385,33.33,12.50,3.23,28,0.00,6.24,0.00,0,-8.56,8.70,0.00
19238,15.16,14.24,82,0.38,1378,33.33,13.00,3.24,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
19307,15.27,14.24,82,0.38,1382,33.33,13.00,3.23,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
19374,15.16,14.08,82,0.38,1376,33.33,13.00,3.25,28,0.00,6.24,0.00,0,-8.56,8.78,0.00
19443,15.16,14.16,82,0.39,1383,33.33,12.50,3.23,28,0.00,6.24,0.00,0,-8.56,8.83,0.00
19512,15.27,14.08,82,0.38,1376,33.33,13.00,3.26,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
19580,15.27,14.16,82,0.38,1387,33.33,11.50,3.24,28,0.00,6.38,0.00,0,-8.42,8.83,0.00
19648,15.16,14.08,82,0.38,1383,33.33,12.00,3.26,28,0.00,6.38,0.00,0,-8.42,8.83,0.00
19716,15.16,14.16,82,0.38,1386,33.33,12.00,3.25,28,0.00,6.38,0.00,0,-8.42,8.83,0.00
19787,15.16,14.16,82,0.38,1398,33.33,10.50,3.28,28,0.00,6.38,0.00,0,-8.42,8.83,0.00
19854,15.16,14.16,82,0.38,1389,33.33,11.50,3.26,28,0.00,6.38,0.00,0,-8.42,8.78,0.00
19923,15.16,14.08,82,0.38,1397,33.33,11.00,3.28,28,0.00,6.24,0.00,0,-8.56,8.83,0.00
19990,15.04,14.16,82,0.38,1391,33.33,11.50,3.26,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
20059,15.04,14.16,82,0.37,1402,33.33,10.50,3.29,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
20127,15.04,14.16,82,0.37,1403,33.33,11.50,3.29,28,0.00,6.24,0.00,0,-8.56,8.70,0.00
20196,14.93,14.16,82,0.37,1398,33.33,10.50,3.28,28,0.00,6.24,0.00,0,-8.56,8.70,0.00
20264,14.81,14.16,82,0.37,1404,33.33,10.50,3.29,28,0.00,6.24,0.00,0,-8.56,8.74,0.00
20333,14.81,14.16,82,0.37,1402,33.33,11.00,3.29,28,0.00,6.24,0.00,0,-8.56,8.70,0.00
20401,14.81,14.16,82,0.37,1407,33.33,10.50,3.30,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
20470,14.81,14.16,82,0.37,1400,33.33,11.50,3.29,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
20538,14.81,14.16,82,0.37,1406,33.33,11.00,3.30,28,0.00,6.24,0.00,0,-8.56,8.56,0.00
20607,14.81,14.16,82,0.37,1398,33.33,12.00,3.29,28,0.00,6.24,0.00,0,-8.56,8.61,0.00
20676,14.81,14.16,82,0.37,1402,33.33,11.50,3.28,28,0.00,6.24,0.00,0,-8.56,8.65,0.00
20745,14.81,14.08,82,0.37,1397,33.33,12.00,3.30,28,0.00,6.24,0.00,0,-8.56,8.52,0.00
20813,14.81,14.16,82,0.37,1405,33.33,11.00,3.29,28,0.00,6.24,0.00,0,-8.56,8.52,0.00
20881,14.93,14.16,82,0.36,1400,33.33,11.50,3.29,28,0.00,6.24,0.00,0,-8.56,8.48,0.00
20950,14.93,14.16,82,0.36,1402,33.33,11.50,3.28,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21019,14.93,14.16,82,0.36,1397,33.33,12.00,2.99,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21086,14.81,14.16,82,0.36,1400,33.33,11.50,3.27,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21156,14.93,14.16,82,0.36,1394,33.33,12.50,2.98,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21224,14.81,14.08,82,0.37,1383,33.33,13.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21292,14.93,14.16,82,0.36,1382,33.33,13.00,3.24,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
21361,15.04,14.08,82,0.36,1392,33.33,13.00,3.27,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
21429,15.04,14.16,82,0.36,1386,33.33,12.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
21497,15.04,14.08,82,0.37,1390,33.33,13.00,3.26,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21565,14.93,14.16,82,0.36,1383,33.33,13.00,3.25,28,0.00,6.24,0.00,0,-8.56,8.40,0.00
21635,14.93,14.16,82,0.36,1390,33.33,12.00,3.26,28,0.00,6.24,0.00,0,-8.56,8.40,0.00
21703,15.04,14.16,82,0.37,1382,33.33,13.00,3.24,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
21771,14.93,14.16,82,0.37,1390,33.33,11.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.52,0.00
21839,15.04,14.16,82,0.36,1384,33.33,12.50,3.25,28,0.00,6.24,0.00,0,-8.56,8.40,0.00
21908,14.93,14.08,82,0.36,1388,33.33,12.00,3.26,28,0.00,6.24,0.00,0,-8.56,8.48,0.00
21976,15.04,14.16,82,0.37,1382,33.33,12.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
22045,14.93,14.16,82,0.37,1390,33.33,11.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
22113,14.93,14.16,82,0.37,1384,33.33,12.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
22182,14.93,14.16,82,0.37,1388,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.48,0.00
22250,14.93,14.16,82,0.37,1383,33.33,12.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
22319,14.93,14.24,82,0.36,1390,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
22387,14.93,14.24,82,0.36,1385,33.33,12.00,3.27,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
22455,14.81,14.16,82,0.36,1393,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
22524,14.81,14.24,82,0.36,1383,33.33,12.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.44,0.00
22593,14.93,14.16,82,0.36,1388,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
22660,14.81,14.24,82,0.36,1383,33.33,12.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
22729,14.81,14.08,82,0.36,1382,33.33,12.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
22798,14.81,14.16,82,0.36,1388,33.33,11.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
22866,14.81,14.08,82,0.36,1382,33.33,12.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
22934,14.93,14.24,82,0.36,1386,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
23004,14.93,14.08,82,0.36,1379,33.33,13.00,3.24,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
23072,14.93,14.16,82,0.36,1383,33.33,12.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
23140,14.93,14.16,82,0.37,1380,33.33,12.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23208,15.04,14.16,82,0.36,1386,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23277,15.04,14.08,82,0.36,1383,33.33,12.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23345,14.93,14.16,82,0.36,1389,33.33,11.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23414,14.93,14.16,82,0.36,1382,33.33,12.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23482,14.93,14.16,82,0.36,1386,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
23551,14.93,14.08,82,0.36,1381,33.33,12.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23619,14.93,14.16,82,0.36,1391,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.44,0.00
23686,14.93,14.08,82,0.37,1384,33.33,12.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
23756,14.93,14.16,82,0.36,1383,33.33,11.50,3.27,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
23824,14.81,14.08,82,0.36,1392,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
23894,14.93,14.16,82,0.36,1386,33.33,11.00,3.26,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
23961,14.93,14.16,82,0.36,1390,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.40,0.00
24031,14.81,14.16,82,0.36,1384,33.33,12.00,3.27,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
24099,14.93,14.16,82,0.36,1392,33.33,11.50,3.25,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
24167,14.93,14.16,82,0.36,1385,33.33,12.00,3.26,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
24236,14.93,14.16,82,0.36,1384,33.33,12.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
24305,14.81,14.16,82,0.36,1392,33.33,11.50,3.27,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
24374,14.81,14.16,82,0.36,1384,33.33,12.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
24442,14.81,14.16,82,0.36,1390,33.33,11.50,3.26,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
24510,14.81,14.16,82,0.36,1383,33.33,12.00,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
24579,14.81,14.16,82,0.36,1390,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
24647,14.81,14.16,82,0.36,1380,33.33,12.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.35,0.00
24714,14.81,14.16,82,0.36,1388,33.33,11.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
24784,14.81,14.16,82,0.36,1380,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
24854,14.93,14.16,82,0.36,1390,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
24921,14.93,14.16,82,0.36,1382,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
24989,14.93,14.16,82,0.36,1384,33.33,12.00,2.95,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
25058,14.81,14.16,82,0.36,1375,33.33,13.00,2.93,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
25127,14.81,14.16,82,0.36,1384,33.33,11.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
25195,14.81,14.16,82,0.36,1379,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
25263,14.93,14.16,82,0.36,1385,33.33,11.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
25331,14.93,14.16,82,0.35,1377,33.33,13.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
25399,14.81,14.16,82,0.36,1387,33.33,11.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
25468,14.93,14.16,82,0.36,1377,33.33,12.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
25536,15.04,14.16,82,0.36,1377,33.33,12.50,2.93,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
25605,14.93,14.16,82,0.36,1375,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
25674,14.93,14.16,84,0.36,1383,33.33,11.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
25742,14.93,14.24,84,0.36,1384,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
25810,14.93,14.16,84,0.36,1376,33.33,12.50,2.93,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
25879,15.04,14.16,84,0.36,1382,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
25948,15.04,14.16,84,0.36,1372,33.33,13.00,3.22,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
26015,14.93,14.16,84,0.35,1380,33.33,12.00,2.94,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
26084,14.93,14.08,84,0.36,1373,33.33,13.00,2.93,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
26152,15.04,14.16,84,0.36,1379,33.33,12.00,2.94,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
26221,15.04,14.08,84,0.36,1372,33.33,13.00,3.22,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
26289,15.04,14.24,84,0.36,1380,33.33,11.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
26358,15.04,14.08,84,0.36,1376,33.33,12.00,3.23,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
26426,14.93,14.16,84,0.36,1386,33.33,11.00,3.25,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
26494,14.93,14.16,84,0.36,1383,33.33,11.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
26563,14.93,14.24,84,0.36,1388,33.33,11.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
26632,14.93,14.08,84,0.36,1379,33.33,12.00,2.94,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
26700,14.93,14.16,84,0.36,1380,33.33,12.00,2.93,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
26769,14.93,14.16,84,0.36,1375,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
26838,14.81,14.16,84,0.36,1381,33.33,11.50,2.93,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
26906,14.81,14.16,84,0.36,1375,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
26974,14.81,14.08,84,0.36,1383,33.33,11.50,3.24,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
27043,14.93,14.16,84,0.36,1379,33.33,12.00,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
27111,14.93,14.08,84,0.35,1382,33.33,11.00,2.97,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
27179,15.04,14.16,84,0.36,1390,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
27247,14.93,14.16,84,0.35,1382,33.33,11.00,2.97,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
27316,14.93,14.16,84,0.36,1386,33.33,11.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
27384,14.93,14.16,84,0.36,1394,33.33,11.00,2.97,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
27452,14.81,14.16,84,0.36,1388,33.33,11.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.31,0.00
27521,14.81,14.16,84,0.35,1395,33.33,11.00,2.98,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
27590,14.81,14.16,84,0.35,1387,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
27658,14.81,14.16,84,0.36,1394,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
27728,14.81,14.16,84,0.36,1387,33.33,12.00,2.96,28,0.00,5.95,0.00,0,-8.85,8.24,0.00
27795,14.81,14.16,84,0.36,1392,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
27864,14.93,14.16,84,0.35,1386,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
27933,14.93,14.08,84,0.35,1391,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
28001,14.93,14.16,84,0.36,1384,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
28069,14.93,14.08,84,0.35,1391,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
28138,14.93,14.16,84,0.36,1384,33.33,12.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
28206,14.93,14.16,84,0.35,1393,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.27,0.00
28274,14.81,14.16,84,0.36,1384,33.33,12.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
28343,14.81,14.16,84,0.36,1390,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
28411,14.81,14.16,84,0.35,1382,33.33,12.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
28480,14.81,14.16,84,0.36,1388,33.33,11.50,2.94,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
28548,14.93,14.16,84,0.35,1380,33.33,13.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
28617,14.93,14.16,84,0.35,1386,33.33,12.00,2.95,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
28685,15.04,14.16,84,0.35,1380,33.33,12.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
28756,14.93,14.16,84,0.36,1381,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
28822,14.93,14.08,84,0.35,1389,33.33,11.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
28891,14.93,14.16,84,0.36,1383,33.33,12.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
28959,15.04,14.16,84,0.35,1392,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
29027,14.93,14.16,84,0.36,1386,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
29096,14.93,14.24,84,0.35,1391,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
29165,14.93,14.08,84,0.35,1393,33.33,12.00,2.97,28,0.00,5.95,0.00,0,-8.85,8.19,0.00
29232,14.93,14.24,84,0.35,1389,33.33,11.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
29302,14.93,14.16,84,0.35,1396,33.33,11.00,2.98,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
29370,14.93,14.24,84,0.35,1386,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
29438,14.93,14.16,84,0.35,1394,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
29507,15.04,14.16,84,0.35,1388,33.33,12.00,2.96,28,0.00,5.95,0.00,0,-8.85,8.11,0.00
29575,14.93,14.08,84,0.35,1394,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.11,0.00
29643,14.81,14.16,84,0.35,1386,33.33,12.00,2.97,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
29711,14.93,14.08,84,0.35,1394,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
29780,15.04,14.16,84,0.36,1383,33.33,12.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
29849,15.04,14.16,84,0.36,1386,33.33,12.00,2.95,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
29917,14.93,14.16,84,0.35,1382,33.33,12.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
29985,15.04,14.16,84,0.36,1388,33.33,11.50,2.95,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
30054,15.04,14.08,84,0.35,1381,33.33,12.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
30122,14.93,14.16,84,0.36,1391,33.33,11.50,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
30192,14.93,14.16,84,0.35,1387,33.33,12.00,2.98,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
30260,14.93,14.16,84,0.36,1388,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
30328,14.93,14.16,84,0.35,1394,33.33,11.50,2.97,28,0.00,5.95,0.00,0,-8.85,8.24,0.00
30396,14.81,14.16,84,0.36,1386,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
30473,14.93,14.16,84,0.36,1392,33.33,11.50,2.97,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
30533,14.93,14.16,84,0.36,1387,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.24,0.00
30602,14.93,14.16,84,0.35,1396,33.33,11.00,2.98,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
30671,14.81,14.16,84,0.35,1388,33.33,12.00,2.96,28,0.00,6.09,0.00,0,-8.71,8.19,0.00
30740,14.93,14.16,84,0.35,1395,33.33,11.50,2.98,28,0.00,6.09,0.00,0,-8.71,8.15,0.00
30806,14.93,14.16,84,0.35,1388,33.33,12.00,2.96,28,0.00,5.95,0.00,0,-8.85,8.19,0.00
