Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-3.12,0.00,13.32,13.12,210,0.20,1178,0.00,0.00,33.33,16,14.50,1.51,73,0.00,-10.88,1.34,0.00,0.00
257,-3.91,0.00,12.98,13.12,210,0.21,1181,0.00,0.00,33.33,16,13.00,1.51,73,0.00,-10.74,1.32,0.00,0.00
513,-4.69,0.00,13.09,13.20,210,0.21,1171,0.00,0.00,33.33,16,14.00,1.50,73,0.00,-10.74,1.32,0.00,0.00
771,-6.25,0.00,12.86,13.36,210,0.21,1159,0.00,0.00,33.33,16,14.00,1.48,73,0.00,-10.74,1.34,0.00,0.00
1028,-7.81,0.00,12.75,13.44,210,0.21,1147,0.00,0.00,33.33,16,15.00,1.22,73,0.00,-10.59,1.34,0.00,0.00
1284,-9.38,0.00,12.75,13.44,210,0.22,1136,0.00,0.00,33.33,16,15.00,1.21,73,0.00,-10.45,1.34,0.00,0.00
1542,-10.94,0.00,13.09,13.52,210,0.22,1137,0.00,0.00,33.33,16,14.00,1.21,73,0.00,-10.45,1.34,0.00,0.00
1799,-11.72,0.00,13.21,13.60,210,0.21,1137,0.00,0.00,33.33,16,13.50,1.21,73,0.00,-10.45,1.30,0.00,0.00
2056,-12.50,0.00,13.44,13.60,210,0.20,1141,0.00,0.00,33.33,16,12.50,1.22,73,0.00,-10.59,1.28,0.00,0.00
2312,0.00,0.00,13.21,13.92,210,0.16,1569,0.00,0.00,33.33,16,15.00,1.52,73,0.00,-11.32,1.30,0.00,0.00
2569,0.00,0.00,12.98,13.76,210,0.13,1660,0.00,0.00,33.33,16,15.50,1.83,73,0.00,-11.75,1.30,0.00,0.00
2826,0.00,0.00,11.71,13.84,210,0.13,1616,0.00,0.00,33.33,16,15.50,1.78,73,0.00,-11.90,1.30,0.00,0.00
3083,0.00,0.00,11.37,13.84,210,0.14,1522,0.00,0.00,33.33,16,15.50,1.69,73,0.00,-11.90,1.30,0.00,0.00
3340,0.00,0.00,11.60,13.84,210,0.15,1464,0.00,0.00,33.33,16,14.00,1.56,73,0.00,-11.75,1.30,0.00,0.00
3596,0.00,0.00,11.48,13.84,210,0.15,1423,0.00,0.00,33.33,16,20.00,1.52,73,0.00,-11.61,1.28,0.00,0.00
3854,0.00,0.00,11.37,13.92,210,0.15,1430,0.00,0.00,33.33,16,18.50,1.53,73,0.00,-11.61,1.28,0.00,0.00
4111,0.00,0.00,11.37,13.92,210,0.15,1383,0.00,0.00,33.33,16,19.00,1.47,73,0.00,-11.46,1.28,0.00,0.00
4368,0.00,0.00,11.37,13.76,210,0.16,1365,0.00,0.00,33.33,16,19.00,1.46,73,0.00,-11.46,1.28,0.00,0.00
4625,0.00,0.00,11.37,13.84,210,0.15,1373,0.00,0.00,33.33,16,16.00,1.46,73,0.00,-11.46,1.28,0.00,0.00
4882,0.00,0.00,11.48,13.84,210,0.17,1354,0.00,0.00,33.33,16,17.00,1.44,73,0.00,-11.32,1.32,0.00,0.39
5140,0.00,0.00,11.48,13.84,210,0.18,1323,0.00,0.00,33.33,16,17.50,1.41,73,0.00,-11.17,1.34,0.00,0.39
5396,0.00,0.00,11.60,13.84,210,0.19,1312,0.00,0.00,33.33,16,17.00,1.40,73,0.00,-11.17,1.34,0.00,0.39
5653,0.00,0.00,11.71,13.84,210,0.19,1327,0.00,0.00,33.33,16,14.00,1.39,73,0.00,-11.17,1.34,0.00,0.39
5911,0.00,0.00,11.83,13.84,210,0.23,1330,0.00,0.00,33.33,16,4.50,1.40,73,0.00,-11.03,1.38,0.00,2.35
6168,-12.50,0.00,12.06,13.92,210,0.39,1348,0.00,0.00,33.33,16,32.00,1.72,73,0.00,-10.16,1.58,0.00,4.71
6425,-16.41,-1.56,13.21,13.84,210,0.43,1341,0.00,0.00,33.33,16,25.00,1.70,73,0.00,-9.14,1.64,0.00,9.80
6681,-17.19,-1.56,14.24,13.84,210,0.92,1351,0.00,0.00,33.33,16,30.50,2.88,73,1.50,-5.80,1.92,0.00,9.80
6939,-25.00,-1.56,13.32,13.84,210,0.86,1404,0.00,0.00,33.33,16,29.00,2.70,73,2.00,-5.08,1.94,0.00,9.80
7196,-23.44,-1.56,14.47,13.84,210,0.82,1477,0.00,0.00,33.33,16,31.50,2.84,73,3.00,-5.08,1.92,0.00,9.80
7453,-23.44,-1.56,14.81,13.84,210,0.83,1509,0.00,0.00,33.33,16,26.50,2.90,73,3.50,-5.22,1.94,0.00,9.80
7711,-23.44,-1.56,14.70,13.76,210,0.81,1569,0.00,0.00,33.33,16,41.50,3.01,73,3.50,-5.37,1.94,0.00,9.80
7968,-22.66,-1.56,14.70,13.68,210,0.79,1642,0.00,0.00,33.33,16,32.00,3.15,73,4.50,-5.66,1.96,0.00,9.80
8225,-23.44,-1.56,14.70,13.76,210,0.80,1662,0.00,0.00,33.33,16,35.50,3.19,73,4.50,-5.80,1.98,0.00,9.80
8482,-21.09,-1.56,14.81,13.76,210,0.98,1739,0.00,0.00,33.33,16,31.00,3.71,73,4.50,-5.08,2.08,0.00,11.76
8740,-25.00,-1.56,14.01,13.84,210,1.01,1790,0.00,0.00,33.33,16,36.00,3.82,73,4.50,-4.50,2.14,0.39,12.94
8996,-25.00,-1.56,14.01,13.84,210,1.07,1858,0.00,0.00,33.33,16,28.00,3.94,73,4.50,-4.06,2.16,1.18,14.12
9254,-25.00,-1.56,14.24,13.84,210,1.11,1923,0.00,0.00,33.33,16,28.00,4.49,73,4.50,-3.48,2.22,2.75,15.69
9512,-25.00,-1.56,14.59,13.84,210,1.12,2027,0.00,0.00,33.33,16,28.00,4.64,73,4.50,-2.90,2.26,3.53,16.86
9769,-25.00,-1.56,14.59,13.84,210,1.12,2113,0.00,0.00,33.33,16,33.00,4.85,73,4.50,-2.76,2.28,3.92,17.25
10026,-24.22,-1.56,14.70,13.84,210,1.14,2166,0.00,0.00,33.33,16,36.00,5.08,73,4.50,-2.76,2.32,4.31,18.04
10284,-23.44,-1.56,14.70,13.84,210,1.21,2222,0.00,0.00,33.33,16,34.50,5.21,72,4.50,-2.61,2.38,5.10,19.22
10540,-24.22,-1.56,14.59,13.84,210,1.23,2337,0.00,0.00,33.33,16,31.50,5.98,72,4.50,-2.18,2.44,6.27,20.00
10798,-23.44,-1.56,14.81,13.84,208,1.23,2436,0.00,0.00,33.33,16,28.00,6.24,72,4.50,-2.18,2.48,6.67,20.78
11055,-21.88,-0.78,14.70,13.76,208,1.23,2542,0.00,0.00,33.33,16,28.00,6.51,72,4.50,-1.89,2.50,7.06,21.18
11311,-20.31,-0.78,14.81,13.76,208,1.23,2620,0.00,0.00,33.33,16,30.50,6.71,72,4.50,-1.89,2.54,7.45,21.96
11569,-19.53,-0.78,14.93,13.76,208,1.22,2716,0.00,0.00,33.33,16,28.00,6.95,72,4.50,-1.74,2.60,7.84,21.96
11827,-16.41,-0.78,14.93,13.76,208,1.20,2854,0.00,0.00,33.33,16,32.00,7.30,72,4.50,-1.60,2.64,8.24,22.75
12084,-17.19,-0.78,14.70,13.68,208,1.19,2894,0.00,0.00,66.67,16,28.00,7.41,72,4.50,-1.45,2.66,8.63,22.75
12341,-16.41,-0.78,14.81,13.68,208,1.19,3030,0.00,0.00,66.67,16,28.00,7.76,72,4.50,-1.31,2.68,8.63,23.14
12598,-14.06,-0.78,14.81,13.76,208,1.16,3150,0.00,0.00,66.67,16,32.00,7.99,72,4.50,-1.16,2.70,9.02,23.14
12856,-12.50,-0.78,14.81,13.76,208,1.16,3258,0.00,0.00,66.67,16,28.00,8.16,72,4.50,-1.02,2.74,9.02,23.53
13113,-10.94,-0.78,14.70,13.68,208,1.13,3327,0.00,0.00,66.67,16,28.00,8.50,72,4.50,-1.02,2.76,9.02,23.53
13369,-10.16,-0.78,14.81,13.76,208,1.13,3407,0.00,0.00,66.67,16,34.00,8.72,72,4.50,-0.87,2.80,9.02,23.53
13627,-7.81,-0.78,14.70,13.76,208,1.12,3534,0.00,0.00,66.67,16,28.00,9.05,72,4.50,-1.02,2.84,9.02,23.53
13884,-7.03,-0.78,14.70,13.76,208,1.13,3623,0.00,0.00,66.67,16,28.00,9.27,72,4.50,-0.87,2.88,9.41,23.92
14141,-5.47,-1.56,14.70,13.76,208,1.15,3733,0.00,0.00,66.67,16,28.00,9.56,72,4.50,-0.73,2.92,9.41,23.92
14398,-6.25,-1.56,14.70,13.68,208,1.17,3842,0.00,0.00,66.67,16,28.00,10.66,72,4.50,-0.58,2.96,9.41,24.31
14654,-6.25,-1.56,14.59,13.60,208,1.22,3954,0.00,0.00,66.67,16,42.00,10.96,72,4.50,0.00,3.04,10.20,26.27
14911,-5.47,-1.56,14.93,13.68,208,1.40,4107,-2.11,0.00,66.67,16,30.50,14.02,72,4.50,2.90,3.30,10.20,34.90
15168,-7.81,-1.56,14.47,13.60,208,1.67,4293,-2.11,0.00,66.67,16,39.50,16.48,72,2.50,5.66,3.54,6.27,36.08
15425,0.00,-1.56,11.25,13.60,208,1.81,4488,-2.11,0.00,66.67,16,40.00,23.63,72,2.50,7.25,3.62,0.00,36.08
15683,0.00,-1.56,11.25,13.60,208,1.77,4676,0.00,-1.05,66.67,16,27.00,24.94,72,3.50,6.96,3.66,0.00,36.08
15939,0.00,-1.56,11.25,13.68,208,1.83,4879,0.00,-1.05,66.67,16,32.00,27.06,70,3.50,6.53,3.74,0.00,36.47
16197,0.00,-1.56,11.25,13.60,208,1.82,5074,0.00,0.00,66.67,16,28.00,26.75,70,4.50,6.24,3.78,0.00,36.08
16454,0.00,-1.56,11.25,13.52,208,1.80,5285,0.00,0.00,66.67,16,32.50,28.19,70,4.50,5.51,3.78,0.00,34.51
16711,0.00,-1.56,11.25,13.52,208,1.73,5427,0.00,0.00,66.67,16,28.00,27.78,70,4.50,4.50,3.78,0.00,33.33
16968,0.00,-1.56,11.37,13.60,208,1.69,5543,0.00,0.00,66.67,16,28.00,28.38,70,4.50,4.21,3.80,0.00,32.94
17225,0.00,-1.56,11.37,13.68,208,1.65,5774,0.00,0.00,66.67,16,33.50,29.56,70,4.50,3.77,3.82,0.00,32.16
17482,0.00,-1.56,11.37,13.52,208,1.54,5673,0.00,0.00,66.67,16,31.00,28.91,70,4.50,2.61,3.76,0.00,0.00
17739,0.00,-1.56,11.71,13.76,208,0.81,5040,0.00,0.00,66.67,16,10.50,0.00,70,0.00,-9.72,2.80,0.00,0.00
17996,0.00,-1.56,23.66,13.76,208,0.67,4499,0.00,0.00,66.67,16,11.00,9.60,70,4.00,-9.72,2.48,0.00,14.12
18253,0.00,-1.56,14.24,13.68,208,1.21,4180,0.00,0.00,66.67,16,32.00,14.27,70,4.50,-0.44,3.12,8.24,33.73
18510,0.00,-1.56,11.48,13.76,208,1.50,4162,0.00,0.00,66.67,16,41.50,17.76,70,4.50,2.61,3.34,10.20,34.12
18767,0.00,-1.56,11.37,13.60,208,1.73,4259,0.00,-1.05,66.67,16,41.50,21.80,70,3.50,5.22,3.52,6.27,33.73
19024,0.00,-1.56,11.37,13.60,208,1.77,4370,0.00,-1.05,66.67,16,27.00,23.31,70,3.50,6.53,3.60,0.00,31.76
19281,0.00,-1.56,11.37,13.68,208,1.66,4510,0.00,-1.05,66.67,16,27.00,21.81,70,3.50,5.80,3.54,0.00,30.20
19538,0.00,-1.56,11.48,13.76,208,1.60,4584,0.00,-1.05,66.67,16,30.50,22.49,70,3.50,5.08,3.52,0.00,28.63
19795,0.00,-1.56,11.48,13.60,208,1.57,4670,0.00,-1.05,66.67,16,27.00,21.92,70,3.50,4.50,3.54,0.00,27.45
20051,0.00,-1.56,11.48,13.68,208,1.54,4771,0.00,-1.05,66.67,16,41.50,22.14,70,3.50,3.34,3.52,0.00,25.49
20309,0.00,-1.56,11.48,13.68,208,1.34,4783,0.00,0.00,66.67,16,28.00,19.39,70,4.50,1.31,3.36,0.00,21.57
20567,0.00,-1.56,11.60,13.60,208,1.22,4892,0.00,0.00,66.67,16,28.00,18.79,70,4.50,-0.44,3.30,0.00,21.18
20823,0.00,-1.56,11.48,13.76,208,1.15,4924,0.00,0.00,66.67,16,34.00,17.86,70,4.50,-1.31,3.24,0.00,21.18
21080,0.00,-1.56,11.60,13.68,208,1.13,4970,0.00,0.00,66.67,16,28.00,18.00,68,4.50,-1.74,3.22,0.78,20.78
21337,0.00,-1.56,11.60,13.76,208,1.12,5016,0.00,0.00,66.67,16,28.00,17.12,68,4.50,-2.03,3.24,1.57,20.78
21594,0.00,-1.56,11.60,13.76,208,1.11,5102,0.00,0.00,66.67,16,42.50,17.41,68,4.50,-2.18,3.24,2.75,20.78
21851,0.00,-1.56,11.60,13.68,208,1.10,5151,0.00,0.00,66.67,16,28.00,17.58,68,4.50,-2.18,3.24,3.53,20.78
22109,0.00,-1.56,11.60,13.68,208,1.10,5201,0.00,0.00,66.67,16,28.00,17.75,68,4.50,-2.18,3.26,3.92,21.18
22366,0.00,-1.56,11.60,13.68,208,1.13,5237,0.00,0.00,66.67,16,28.00,18.99,68,4.50,-2.03,3.30,3.92,22.35
22623,0.00,-1.56,11.60,13.68,208,1.29,5285,0.00,0.00,66.67,16,43.00,20.30,68,4.50,-0.29,3.46,5.10,26.27
22880,0.00,-1.56,11.71,13.68,208,1.61,5353,0.00,0.00,66.67,16,42.50,25.12,68,4.50,2.90,3.70,3.14,30.98
23137,0.00,-1.56,11.60,13.68,208,1.71,5392,0.00,0.00,66.67,16,28.00,27.61,68,4.50,4.79,3.78,0.00,33.73
23394,0.00,-1.56,11.60,13.44,208,1.75,5519,0.00,0.00,66.67,16,33.00,29.43,68,4.50,5.37,3.84,0.00,36.47
23651,0.00,-1.56,11.60,13.52,208,1.81,5539,0.00,-1.05,66.67,16,30.00,30.72,68,3.50,5.95,3.88,0.00,37.25
23908,0.00,-1.56,11.60,13.60,208,1.83,5635,0.00,-1.05,66.67,16,33.50,31.25,68,3.50,5.95,3.92,0.00,37.25
24166,0.00,-1.56,11.60,13.52,208,1.82,5751,0.00,-1.05,66.67,16,29.50,31.90,68,3.50,5.66,3.92,0.00,37.25
24423,0.00,-1.56,11.60,13.52,210,1.81,5778,0.00,-1.05,66.67,16,34.00,32.05,68,3.50,5.51,3.94,0.00,37.65
24680,0.00,-1.56,11.60,13.68,210,1.86,5891,0.00,-1.05,66.67,16,27.00,32.68,68,3.50,6.24,4.00,0.00,39.61
24936,0.00,-1.56,11.60,13.44,210,1.86,5957,-2.11,-1.05,66.67,16,25.00,33.04,68,1.50,6.24,4.02,0.00,39.61
25194,0.00,-1.56,11.60,13.68,210,1.89,6014,-6.33,-1.05,66.67,16,20.50,33.36,68,-2.50,6.38,4.04,0.00,40.00
25451,0.00,-1.56,11.60,13.52,210,1.87,6142,-6.33,-1.05,66.67,16,26.00,34.07,68,-2.50,6.53,4.06,0.00,40.00
25709,0.00,-1.56,11.60,13.60,210,1.84,6203,-6.33,-1.05,66.67,16,26.00,34.04,68,-2.50,5.66,4.02,0.00,37.25
25967,0.00,-1.56,11.71,13.68,210,1.76,6208,-6.33,-1.05,66.67,16,29.50,33.11,68,-2.50,5.37,3.98,0.00,36.47
26224,0.00,-1.56,11.60,13.68,210,0.70,6137,0.00,0.00,66.67,16,29.50,14.40,68,0.00,-4.06,2.66,0.00,0.00
26482,0.00,-1.56,11.94,13.68,210,0.77,5315,0.00,0.00,66.67,16,13.50,12.47,68,0.00,-9.29,2.72,0.00,0.00
26739,0.00,-1.56,12.63,13.68,210,0.71,4774,0.00,0.00,66.67,16,17.50,10.18,68,3.00,-9.00,2.62,0.00,30.59
26996,0.00,-1.56,12.17,13.52,208,1.52,4424,0.00,-1.05,66.67,16,30.00,20.77,68,4.50,3.48,3.50,9.02,49.02
27253,0.00,-1.56,11.37,13.52,208,1.99,4446,0.00,-1.05,66.67,16,34.50,25.46,68,3.50,9.00,3.74,12.16,50.59
27510,0.00,-1.56,11.48,13.60,208,2.04,4475,0.00,-2.11,66.67,16,28.00,27.68,68,-0.50,10.74,3.74,2.75,49.41
27767,0.00,-1.56,11.60,13.68,208,1.91,4545,0.00,-6.33,66.67,16,37.50,26.18,68,0.50,9.29,3.72,0.00,49.41
28024,0.00,-1.56,11.60,13.52,208,1.96,4540,0.00,-7.38,66.67,16,23.50,26.15,70,-2.50,9.43,3.74,0.00,49.41
28281,0.00,-1.56,11.60,13.52,207,1.98,4593,0.00,-8.09,66.67,16,34.50,26.48,70,-3.50,9.43,3.76,0.00,48.63
28538,0.00,-1.56,11.60,13.60,207,1.94,4661,0.00,-8.09,66.67,16,20.00,26.85,70,-3.50,9.29,3.76,0.00,48.63
28795,0.00,-1.56,11.60,13.68,207,1.95,4720,0.00,-8.09,66.67,16,22.50,27.19,70,-3.50,9.29,3.78,0.00,48.63
29052,0.00,-1.56,11.60,13.44,205,1.99,4714,0.00,-8.09,66.67,16,20.00,28.16,70,-3.50,9.29,3.80,0.00,48.63
29309,0.00,-1.56,11.60,13.52,205,1.95,4768,0.00,-8.09,66.67,16,35.00,27.64,70,-3.50,9.29,3.80,0.00,48.24
29566,0.00,-1.56,11.71,13.60,205,1.97,4792,0.00,-8.09,66.67,16,34.50,27.60,70,-3.50,9.14,3.80,0.00,46.67
29823,0.00,-1.56,11.60,13.52,203,1.94,4876,0.00,-8.09,66.67,16,23.00,28.09,70,-3.50,8.85,3.80,0.00,45.88
30080,0.00,-1.56,11.71,13.52,201,1.91,4857,0.00,-8.09,66.67,16,34.00,28.14,70,-3.50,8.71,3.80,0.00,42.75
30337,0.00,-1.56,11.71,13.76,201,1.89,4914,0.00,-8.09,66.67,16,20.00,28.31,70,-3.50,8.13,3.80,0.00,41.57
30595,0.00,-1.56,11.71,13.44,199,1.91,4924,0.00,-8.09,66.67,16,20.00,27.33,70,-3.50,7.98,3.80,0.00,41.18
30852,0.00,-1.56,11.71,13.60,199,1.87,4954,0.00,-8.09,66.67,16,29.50,27.48,70,3.50,7.69,3.78,0.00,40.00
31109,0.00,-1.56,11.71,13.52,199,1.84,4977,0.00,-1.05,66.67,16,27.50,27.55,70,3.50,7.25,3.78,0.00,37.65
31365,0.00,-1.56,11.71,13.68,198,1.44,5030,0.00,0.00,66.67,16,42.00,22.53,70,3.50,3.05,3.50,0.00,23.92
31623,0.00,-1.56,12.06,13.60,196,0.92,4612,0.00,0.00,66.67,16,10.50,14.39,70,0.00,-8.56,2.98,0.00,0.00
31880,0.00,-1.56,14.93,13.60,196,0.77,4166,0.00,0.00,66.67,16,10.50,0.00,70,0.00,-9.29,2.58,0.00,0.00
32137,0.00,-1.56,24.58,13.68,196,0.40,3595,0.00,0.00,66.67,16,13.00,0.00,70,0.00,-9.00,2.02,0.00,9.41
32394,0.00,-1.56,16.88,13.60,194,1.29,3682,0.00,0.00,66.67,16,8.00,11.78,70,4.50,-0.58,3.00,6.67,36.47
32651,0.00,-1.56,11.83,13.60,194,1.38,3763,0.00,0.00,66.67,16,31.00,14.45,70,4.50,2.18,3.14,10.20,36.47
32908,0.00,-1.56,11.25,13.68,194,0.53,3628,0.00,0.00,66.67,16,31.50,8.51,70,0.00,-3.92,2.54,0.00,0.00
33165,0.00,-1.56,11.60,13.76,192,0.57,3599,0.00,0.00,66.67,16,19.00,0.00,70,0.00,-10.01,2.56,0.00,0.00
33422,0.00,-1.56,20.79,13.76,192,0.39,3669,0.00,0.00,66.67,16,15.50,0.00,72,0.00,-10.74,1.82,0.00,0.00
33679,0.00,-1.56,24.35,13.76,192,0.35,3241,0.00,0.00,66.67,16,15.50,0.00,72,0.00,-11.17,1.74,0.00,0.00
33936,0.00,-1.56,23.89,13.76,190,0.23,2783,0.00,0.00,66.67,16,13.00,0.00,72,0.00,-11.17,1.54,0.00,0.00
34193,0.00,0.00,24.00,13.84,190,0.17,2363,0.00,0.00,33.33,16,13.00,0.00,72,0.00,-11.03,1.64,0.00,0.00
