Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-17.97,-1.56,13.78,13.36,185,0.23,1333,0.00,0.00,33.33,16,12.50,1.71,81,0.00,-10.74,1.38,0.00,0.00
257,-17.97,-1.56,13.78,13.52,185,0.23,1335,0.00,0.00,33.33,16,11.50,1.42,81,0.00,-10.74,1.38,0.00,0.00
514,-17.97,-1.56,13.67,13.52,185,0.24,1326,0.00,0.00,33.33,16,13.00,1.41,81,0.00,-10.74,1.38,0.00,0.00
771,-18.75,-1.56,13.67,13.60,185,0.24,1325,0.00,0.00,33.33,16,13.00,1.41,81,0.00,-10.59,1.38,0.00,0.00
1028,-18.75,-1.56,13.90,13.68,185,0.24,1311,0.00,0.00,33.33,16,13.00,1.40,81,0.00,-10.59,1.38,0.00,0.00
1285,-18.75,-1.56,14.13,13.68,185,0.24,1322,0.00,0.00,33.33,16,13.00,1.41,81,0.00,-10.59,1.38,0.00,0.00
1543,-18.75,-1.56,14.24,13.68,185,0.27,1314,0.00,0.00,33.33,16,14.00,1.40,81,0.00,-10.59,1.42,0.00,0.78
1800,-17.97,-0.78,14.36,13.76,185,0.35,1307,0.00,0.00,33.33,16,29.00,1.67,81,0.00,-10.01,1.48,0.00,2.75
2057,-17.19,-0.78,14.81,13.76,185,0.42,1359,0.00,0.00,33.33,16,26.00,1.74,81,0.00,-9.87,1.58,0.00,4.31
2314,-13.28,-0.78,15.39,13.76,185,0.41,1474,0.00,0.00,33.33,16,26.00,1.89,81,0.00,-9.29,1.60,0.00,4.71
2572,-13.28,-1.56,15.04,13.76,185,0.44,1449,0.00,0.00,33.33,16,26.00,1.87,81,0.00,-9.00,1.64,0.00,4.71
2829,-14.06,-1.56,14.70,13.76,185,0.49,1363,0.00,0.00,33.33,16,33.50,2.04,81,0.00,-8.71,1.66,0.00,5.10
3086,-15.62,-1.56,14.47,13.44,185,0.52,1325,0.00,0.00,33.33,16,26.50,1.98,81,0.00,-8.13,1.68,0.00,5.49
3344,-14.06,-1.56,14.70,13.44,185,0.57,1252,0.00,0.00,33.33,16,26.50,1.87,82,0.00,-7.69,1.70,0.00,5.88
3600,-8.59,-1.56,15.62,13.36,185,0.62,1183,0.00,0.00,33.33,16,24.00,2.02,82,0.00,-6.96,1.70,0.00,5.88
3857,-10.16,-1.56,15.16,13.44,185,0.66,1136,0.00,0.00,33.33,16,28.50,1.94,82,0.00,-6.24,1.72,0.00,5.88
4114,-11.72,-1.56,14.47,13.60,185,0.62,1190,0.00,0.00,33.33,16,24.00,2.03,82,0.00,-6.09,1.72,0.00,6.27
4371,-7.81,-1.56,15.16,13.60,185,0.53,1412,0.00,0.00,33.33,16,27.50,2.41,82,0.50,-6.82,1.72,0.00,6.27
4629,-3.91,-1.56,15.73,13.60,185,0.50,1508,0.00,0.00,33.33,16,28.50,2.25,82,0.50,-7.55,1.72,0.00,6.27
4886,-5.47,-1.56,14.81,13.60,185,0.49,1526,0.00,0.00,33.33,16,38.50,2.29,82,0.50,-7.84,1.72,0.00,5.88
5143,-7.81,-1.56,14.47,13.60,185,0.52,1466,0.00,0.00,33.33,16,27.00,2.20,82,0.50,-7.98,1.72,0.00,6.27
5401,-7.81,-1.56,14.59,13.60,185,0.53,1395,0.00,0.00,33.33,16,31.50,2.09,82,0.00,-7.69,1.72,0.00,5.88
5658,-7.03,-1.56,14.81,13.60,185,0.60,1263,0.00,0.00,33.33,16,29.50,1.92,82,0.00,-7.40,1.72,0.00,5.88
5915,-4.69,-1.56,15.16,13.60,185,0.63,1180,0.00,0.00,33.33,16,26.50,2.03,82,0.00,-6.82,1.72,0.00,5.88
6172,-6.25,-1.56,14.70,13.68,185,0.61,1238,0.00,0.00,33.33,16,24.00,2.07,82,0.00,-6.24,1.70,0.00,5.88
6429,-6.25,-1.56,14.70,13.60,185,0.59,1320,0.00,0.00,33.33,16,30.00,2.18,82,0.00,-6.67,1.72,0.00,6.27
6686,-3.91,-1.56,15.04,13.52,185,0.56,1402,0.00,0.00,33.33,16,28.50,2.32,82,0.00,-6.96,1.74,0.00,6.27
6943,-2.34,-1.56,15.16,13.52,185,0.54,1448,0.00,0.00,33.33,16,25.00,2.47,84,0.50,-7.25,1.74,0.00,6.27
7200,-1.56,-1.56,14.93,13.60,185,0.58,1558,0.00,0.00,33.33,16,32.50,2.66,84,1.00,-7.11,1.82,0.00,7.84
7457,-1.56,-1.56,14.93,13.60,185,0.64,1628,0.00,0.00,33.33,16,40.00,2.78,84,1.50,-6.96,1.86,0.00,8.24
7714,-5.47,-1.56,14.13,13.68,185,0.66,1726,0.00,0.00,33.33,16,26.00,2.94,84,2.00,-7.11,1.88,0.00,8.24
7971,-10.16,-1.56,14.01,13.68,185,0.72,1834,0.00,0.00,33.33,16,20.50,3.13,84,2.50,-6.96,1.94,0.00,8.63
8229,-13.28,-1.56,14.01,13.68,185,0.73,1954,0.00,0.00,33.33,16,7.00,3.34,84,3.00,-6.67,2.00,0.00,9.80
8486,-11.72,-1.56,14.59,13.68,185,0.77,2054,0.00,0.00,33.33,16,31.50,3.52,84,3.00,-6.38,2.04,0.00,10.20
8743,-12.50,-1.56,14.59,13.68,185,0.77,2218,0.00,0.00,33.33,16,27.50,3.73,84,3.50,-6.53,2.06,0.00,10.59
9000,-14.06,-1.56,14.36,13.68,185,0.77,2382,0.00,0.00,33.33,16,42.50,3.94,84,3.50,-6.67,2.10,0.00,10.98
9257,-17.19,-1.56,14.24,13.76,185,0.77,2470,0.00,0.00,33.33,16,27.50,4.20,84,3.50,-6.96,2.10,0.00,11.37
9514,-17.19,-1.56,14.24,13.76,185,0.74,2583,0.00,0.00,33.33,16,27.00,4.38,84,3.00,-7.40,2.12,0.00,11.37
9772,-17.19,-1.56,14.47,13.52,185,0.73,2702,0.00,0.00,33.33,16,42.00,4.55,84,3.00,-7.69,2.12,0.00,11.37
