Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-14.84,0.00,14.59,13.20,183,0.24,949,0.00,0.00,33.33,16,16.50,1.22,100,0.00,-10.16,1.32,0.00,0.00
258,-14.84,0.00,14.59,13.44,183,0.24,944,0.00,0.00,33.33,16,16.00,1.01,100,0.00,-10.16,1.30,0.00,0.00
514,-14.84,0.00,14.70,13.44,183,0.24,911,0.00,0.00,33.33,16,17.50,0.97,100,0.00,-10.16,1.28,0.00,0.00
772,-14.84,0.00,14.81,13.52,183,0.24,909,0.00,0.00,33.33,16,16.50,0.97,100,0.00,-10.16,1.28,0.00,0.00
1030,-14.06,0.00,15.04,13.52,183,0.24,906,0.00,0.00,33.33,16,16.50,0.96,100,0.00,-10.16,1.28,0.00,0.00
1287,-13.28,0.00,15.27,13.44,183,0.25,864,0.00,0.00,33.33,16,19.00,0.92,100,0.00,-10.16,1.28,0.00,0.00
1544,-11.72,0.00,15.50,13.52,183,0.25,861,0.00,0.00,33.33,16,19.00,1.10,100,0.00,-10.01,1.26,0.00,0.00
1801,-10.94,0.00,15.62,13.52,183,0.27,856,0.00,0.00,33.33,16,17.50,1.10,100,0.00,-10.01,1.30,0.00,0.00
2058,-9.38,0.00,15.50,13.52,183,0.34,839,0.00,0.00,33.33,16,18.50,1.07,100,0.00,-9.58,1.34,0.00,2.35
2316,-7.81,-1.56,15.50,13.68,183,0.73,819,0.00,0.00,33.33,16,11.00,1.57,100,0.00,-7.11,1.62,0.00,5.10
2573,-2.34,0.00,15.96,13.84,183,0.61,1158,0.00,0.00,33.33,16,30.50,2.22,100,0.00,-6.38,1.70,0.00,5.88
2830,-11.72,0.00,14.01,13.52,183,0.54,1426,0.00,0.00,33.33,16,9.00,2.43,100,0.50,-7.25,1.74,0.00,6.27
3087,-11.72,0.00,14.24,13.36,183,0.71,1130,0.00,0.00,33.33,16,9.50,2.17,100,0.00,-5.95,1.76,0.00,7.06
3344,-14.06,0.00,14.47,13.28,183,0.95,998,0.00,0.00,33.33,16,29.50,2.34,100,0.00,-3.92,1.82,0.00,7.84
3601,-17.97,0.00,13.21,13.52,183,0.90,1157,0.00,0.00,33.33,16,11.00,2.47,100,0.00,-3.48,1.86,0.00,9.02
3859,-18.75,0.00,13.55,13.52,183,0.90,1326,0.00,0.00,33.33,16,9.00,2.83,100,0.50,-3.77,1.90,0.00,9.41
4116,-17.97,0.00,14.13,13.36,183,0.97,1278,0.00,0.00,33.33,16,9.50,3.00,100,0.00,-3.77,1.92,0.00,9.41
4374,-17.97,0.00,13.32,13.36,183,1.00,1244,0.00,0.00,33.33,16,11.50,3.00,100,0.00,-3.48,1.90,0.00,9.80
4631,-17.97,0.00,13.21,13.36,183,0.97,1221,0.00,0.00,33.33,16,8.00,2.88,100,0.00,-3.34,1.90,0.00,9.80
4888,-18.75,0.00,13.21,13.44,183,0.93,1272,0.00,0.00,33.33,16,9.00,2.99,100,0.50,-3.48,1.92,0.00,9.80
5146,-18.75,0.00,13.44,13.36,183,0.95,1436,0.00,0.00,33.33,16,30.50,3.37,100,1.50,-4.21,1.96,0.00,9.80
5403,-17.97,0.00,13.21,13.52,183,0.88,1638,0.00,0.00,33.33,16,29.50,3.49,100,3.00,-4.79,1.98,0.00,9.80
5661,-17.97,0.00,13.32,13.60,183,0.84,1755,0.00,0.00,33.33,16,27.50,3.74,100,3.50,-5.37,2.00,0.00,9.80
5918,-17.19,0.00,13.44,13.60,183,0.78,1860,0.00,0.00,33.33,16,28.00,3.57,100,3.50,-5.95,2.00,0.00,9.80
6175,-17.19,0.00,13.32,13.60,183,0.74,1947,0.00,0.00,33.33,16,12.00,3.74,100,3.00,-6.53,2.00,0.00,9.80
6433,-17.19,0.00,13.32,13.60,183,0.75,1986,0.00,0.00,33.33,16,11.50,3.81,100,3.00,-6.67,2.00,0.00,9.80
6690,-17.19,0.00,13.44,13.44,183,0.75,2065,0.00,0.00,33.33,16,27.00,3.96,100,3.00,-6.82,2.04,0.00,10.20
6948,-17.19,0.00,13.44,13.52,183,0.73,2279,0.00,0.00,33.33,16,27.00,4.38,100,3.00,-6.82,2.06,0.00,10.98
7205,-17.19,0.00,13.09,13.36,183,0.91,2358,0.00,0.00,33.33,16,13.50,5.03,100,4.50,-6.09,2.24,2.35,14.51
7463,-16.41,0.00,13.32,13.52,183,0.97,2468,0.00,0.00,33.33,16,29.00,5.26,100,4.50,-4.79,2.30,3.92,16.08
7720,-16.41,0.00,13.90,13.52,183,0.99,2674,0.00,0.00,33.33,16,16.50,5.71,100,4.50,-4.64,2.36,5.49,17.25
7978,-16.41,0.00,14.13,13.28,183,1.04,2881,0.00,0.00,66.67,16,36.50,6.77,100,4.50,-4.35,2.44,7.06,18.43
8235,-15.62,0.00,14.24,13.44,183,1.01,3071,0.00,0.00,66.67,16,13.50,6.51,100,4.50,-4.21,2.50,7.84,19.22
8492,-15.62,0.00,14.47,13.44,183,0.98,3166,0.00,0.00,66.67,16,30.00,6.75,100,4.50,-3.77,2.54,8.63,20.00
8749,-14.84,0.00,14.70,13.44,183,0.98,3345,0.00,0.00,66.67,16,13.00,7.14,100,4.50,-3.63,2.56,9.02,20.00
9007,-10.94,0.00,14.93,13.44,183,0.99,3551,0.00,0.00,66.67,16,36.50,7.57,100,4.50,-3.05,2.64,11.76,21.96
9264,-4.69,0.00,15.16,13.44,183,0.97,3709,0.00,0.00,66.67,16,14.00,8.70,100,4.50,-2.90,2.70,12.16,22.75
9522,0.00,0.00,14.93,13.36,183,1.01,3884,0.00,0.00,66.67,16,31.50,9.11,100,4.50,-2.61,2.80,12.94,23.53
9779,0.00,0.00,13.55,13.28,183,1.00,4211,0.00,0.00,66.67,16,16.50,11.68,100,4.50,-1.60,2.90,15.29,25.49
10037,0.00,0.00,12.52,13.36,183,1.09,4438,0.00,0.00,66.67,16,29.00,14.20,99,4.50,-1.16,3.06,16.47,27.45
