Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-14.06,0.00,15.16,13.60,174,0.32,1325,0.00,0.00,33.33,16,15.50,1.70,102,0.00,-10.45,1.46,0.00,0.00
258,-13.28,0.00,15.16,13.68,174,0.32,1316,0.00,0.00,33.33,16,15.50,1.40,102,0.00,-10.30,1.46,0.00,0.00
515,-13.28,0.00,14.93,13.68,174,0.32,1339,0.00,0.00,33.33,16,13.00,1.43,102,0.00,-10.45,1.46,0.00,0.00
772,-13.28,0.00,14.93,13.60,174,0.31,1334,0.00,0.00,33.33,16,13.00,1.42,102,0.00,-10.45,1.44,0.00,0.00
1029,-13.28,0.00,14.93,13.60,174,0.32,1310,0.00,0.00,33.33,16,15.00,1.40,102,0.00,-10.45,1.44,0.00,0.00
1286,-13.28,0.00,15.04,13.52,174,0.31,1324,0.00,0.00,33.33,16,14.50,1.67,102,0.00,-10.45,1.44,0.00,0.00
1543,-12.50,0.00,15.16,13.68,174,0.31,1315,0.00,0.00,33.33,16,13.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
1800,-12.50,0.00,15.16,13.68,174,0.31,1319,0.00,0.00,33.33,16,12.50,1.69,102,0.00,-10.45,1.44,0.00,0.00
2058,-12.50,0.00,15.04,13.76,174,0.31,1327,0.00,0.00,33.33,16,13.00,1.68,102,0.00,-10.45,1.44,0.00,0.00
2315,-12.50,0.00,14.93,13.68,174,0.32,1314,0.00,0.00,33.33,16,13.50,1.68,102,0.00,-10.45,1.46,0.00,0.00
2572,-12.50,0.00,14.93,13.76,174,0.31,1328,0.00,0.00,33.33,16,11.50,1.70,102,0.00,-10.45,1.44,0.00,0.00
2830,-12.50,0.00,15.04,13.76,174,0.32,1308,0.00,0.00,33.33,16,14.00,1.67,102,0.00,-10.45,1.46,0.00,0.00
3093,-11.72,0.00,14.93,13.68,174,0.32,1300,0.00,0.00,33.33,16,15.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
3350,-12.50,0.00,14.93,13.76,174,0.31,1321,0.00,0.00,33.33,16,12.50,1.69,102,0.00,-10.45,1.44,0.00,0.00
3607,-11.72,0.00,15.04,13.76,174,0.31,1321,0.00,0.00,33.33,16,12.00,1.41,102,0.00,-10.45,1.44,0.00,0.00
3864,-11.72,0.00,14.93,13.68,174,0.31,1321,0.00,0.00,33.33,16,12.00,1.41,102,0.00,-10.45,1.44,0.00,0.00
4121,-11.72,0.00,15.04,13.60,174,0.31,1316,0.00,0.00,33.33,16,12.50,1.40,102,0.00,-10.45,1.44,0.00,0.00
4379,-11.72,0.00,14.93,13.60,174,0.31,1308,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
4636,-11.72,0.00,15.04,13.52,174,0.31,1322,0.00,0.00,33.33,16,11.50,1.69,102,0.00,-10.45,1.44,0.00,0.00
4894,-11.72,0.00,14.93,13.52,174,0.31,1308,0.00,0.00,33.33,16,13.50,1.67,102,0.00,-10.45,1.44,0.00,0.00
5151,-11.72,0.00,14.93,13.52,174,0.31,1310,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
5408,-11.72,0.00,15.04,13.52,174,0.31,1312,0.00,0.00,33.33,16,12.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
5665,-11.72,-0.78,14.93,13.68,174,0.31,1298,0.00,0.00,33.33,16,14.00,1.68,102,0.00,-10.45,1.44,0.00,0.00
5922,-11.72,-0.78,14.81,13.68,174,0.31,1336,0.00,0.00,33.33,16,13.00,1.68,102,0.00,-10.45,1.44,0.00,0.00
6180,-12.50,-0.78,14.81,13.68,174,0.31,1317,0.00,0.00,33.33,16,14.00,1.39,102,0.00,-10.45,1.44,0.00,0.00
6437,-12.50,-0.78,14.70,13.68,174,0.31,1308,0.00,0.00,33.33,16,13.00,1.40,102,0.00,-10.45,1.44,0.00,0.00
6695,-12.50,-0.78,14.93,13.68,174,0.31,1304,0.00,0.00,33.33,16,13.00,1.39,102,0.00,-10.45,1.44,0.00,0.00
6952,-11.72,-0.78,15.16,13.68,174,0.31,1316,0.00,0.00,33.33,16,11.50,1.40,102,0.00,-10.45,1.44,0.00,0.00
7210,-10.94,-0.78,15.16,13.52,174,0.31,1308,0.00,0.00,33.33,16,14.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
7468,-10.94,-0.78,15.16,13.52,174,0.31,1296,0.00,0.00,33.33,16,14.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
7726,-10.94,-0.78,15.04,13.52,174,0.31,1317,0.00,0.00,33.33,16,11.50,1.69,102,0.00,-10.45,1.44,0.00,0.00
7983,-10.94,-0.78,15.04,13.52,174,0.31,1311,0.00,0.00,33.33,16,12.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
8241,-10.94,-0.78,14.93,13.52,174,0.31,1284,0.00,0.00,33.33,16,15.00,1.64,102,0.00,-10.45,1.44,0.00,0.00
8498,-10.94,-0.78,14.93,13.44,176,0.31,1296,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
8756,-10.94,-0.78,14.93,13.44,176,0.31,1310,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
9013,-10.94,-0.78,14.93,13.44,176,0.31,1303,0.00,0.00,33.33,16,14.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
9270,-10.94,-0.78,14.93,13.76,176,0.31,1317,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
9527,-10.94,-0.78,15.04,13.76,176,0.31,1299,0.00,0.00,33.33,16,11.00,1.69,102,0.00,-10.45,1.44,0.00,0.00
9784,-10.94,-0.78,14.93,13.76,176,0.31,1301,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
10041,-10.94,-0.78,14.81,13.76,176,0.31,1304,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
10298,-10.94,-0.78,14.93,13.68,176,0.31,1296,0.00,0.00,33.33,16,14.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
10556,-10.94,-0.78,15.04,13.68,176,0.31,1297,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
10814,-10.16,-0.78,15.04,13.60,176,0.31,1303,0.00,0.00,33.33,16,12.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
11071,-10.16,-0.78,15.04,13.60,176,0.31,1310,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
11328,-10.16,-0.78,14.93,13.52,176,0.31,1299,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
11586,-10.94,-0.78,14.81,13.52,176,0.31,1306,0.00,0.00,33.33,16,11.50,1.67,102,0.00,-10.45,1.44,0.00,0.00
11843,-10.94,-0.78,14.81,13.52,176,0.30,1314,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
12100,-10.94,-0.78,14.81,13.52,176,0.31,1301,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
12358,-10.94,-0.78,14.93,13.52,176,0.31,1313,0.00,0.00,33.33,16,14.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
12615,-10.94,-0.78,14.93,13.60,176,0.31,1297,0.00,0.00,33.33,16,13.00,1.39,102,0.00,-10.45,1.44,0.00,0.00
12873,-10.94,-0.78,14.93,13.76,176,0.31,1292,0.00,0.00,33.33,16,13.50,1.38,102,0.00,-10.45,1.44,0.00,0.00
13130,-10.16,-0.78,15.16,13.76,176,0.31,1298,0.00,0.00,33.33,16,13.50,1.38,102,0.00,-10.45,1.44,0.00,0.00
13388,-10.16,-0.78,15.16,13.76,176,0.31,1290,0.00,0.00,33.33,16,12.00,1.39,102,0.00,-10.45,1.44,0.00,0.00
13646,-9.38,-0.78,15.16,13.68,176,0.33,1276,0.00,0.00,33.33,16,14.00,1.37,102,0.00,-10.45,1.44,0.00,0.00
13903,-9.38,-0.78,15.04,13.68,176,0.31,1290,0.00,0.00,33.33,16,13.00,1.38,102,0.00,-10.45,1.44,0.00,0.00
14160,-9.38,-0.78,15.16,13.60,176,0.31,1286,0.00,0.00,33.33,16,13.50,1.37,102,0.00,-10.45,1.44,0.00,0.00
14417,-9.38,-0.78,15.04,13.60,176,0.31,1286,0.00,0.00,33.33,16,12.50,1.65,102,0.00,-10.45,1.44,0.00,0.00
14674,-9.38,-0.78,14.93,13.52,176,0.31,1304,0.00,0.00,33.33,16,11.50,1.67,102,0.00,-10.45,1.44,0.00,0.00
14932,-9.38,-0.78,14.81,13.52,176,0.31,1304,0.00,0.00,33.33,16,12.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
15189,-10.16,-0.78,14.70,13.52,176,0.30,1309,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
15446,-10.16,-0.78,14.70,13.52,176,0.30,1320,0.00,0.00,33.33,16,11.00,1.69,102,0.00,-10.45,1.44,0.00,0.00
15703,-10.94,-0.78,14.81,13.60,176,0.30,1305,0.00,0.00,33.33,16,11.50,1.41,102,0.00,-10.45,1.44,0.00,0.00
15961,-10.94,-0.78,14.81,13.60,176,0.31,1311,0.00,0.00,33.33,16,14.00,1.38,102,0.00,-10.45,1.44,0.00,0.00
16218,-10.94,-1.56,14.93,13.68,176,0.31,1310,0.00,0.00,33.33,16,13.00,1.39,102,0.00,-10.45,1.44,0.00,0.00
16475,-10.16,-1.56,15.04,13.68,176,0.31,1292,0.00,0.00,33.33,16,14.00,1.38,102,0.00,-10.45,1.44,0.00,0.00
16732,-10.16,-1.56,15.04,13.76,176,0.31,1303,0.00,0.00,33.33,16,12.50,1.39,102,0.00,-10.45,1.44,0.00,0.00
16990,-9.38,-1.56,15.16,13.60,176,0.31,1304,0.00,0.00,33.33,16,12.50,1.65,102,0.00,-10.45,1.44,0.00,0.00
17247,-9.38,-1.56,15.16,13.60,176,0.31,1293,0.00,0.00,33.33,16,13.50,1.38,102,0.00,-10.45,1.44,0.00,0.00
17505,-9.38,-1.56,15.04,13.60,176,0.30,1316,0.00,0.00,33.33,16,11.50,1.40,102,0.00,-10.45,1.44,0.00,0.00
17762,-9.38,-1.56,14.93,13.52,176,0.31,1315,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
18019,-9.38,-1.56,14.93,13.52,176,0.31,1287,0.00,0.00,33.33,16,14.50,1.65,102,0.00,-10.45,1.44,0.00,0.00
18277,-9.38,-1.56,14.81,13.44,176,0.30,1299,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
18534,-9.38,-1.56,14.93,13.44,176,0.30,1315,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
18792,-10.16,-1.56,14.81,13.52,176,0.30,1318,0.00,0.00,33.33,16,11.50,1.69,102,0.00,-10.45,1.44,0.00,0.00
19049,-10.16,-1.56,14.81,13.52,176,0.30,1302,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
19307,-10.16,-1.56,14.81,13.60,176,0.30,1311,0.00,0.00,33.33,16,12.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
19564,-10.16,-1.56,15.04,13.60,176,0.30,1297,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
19821,-10.16,-1.56,15.04,13.68,176,0.31,1300,0.00,0.00,33.33,16,14.00,1.65,102,0.00,-10.45,1.44,0.00,0.00
20079,-9.38,-1.56,15.16,13.68,176,0.31,1305,0.00,0.00,33.33,16,12.50,1.65,102,0.00,-10.45,1.44,0.00,0.00
20336,-8.59,-1.56,15.04,13.60,176,0.30,1306,0.00,0.00,33.33,16,12.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
20593,-8.59,-1.56,15.04,13.52,176,0.31,1316,0.00,0.00,33.33,16,13.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
20850,-8.59,-1.56,15.04,13.52,176,0.30,1308,0.00,0.00,33.33,16,11.50,1.39,102,0.00,-10.45,1.44,0.00,0.00
21107,-8.59,-1.56,15.04,13.52,176,0.30,1314,0.00,0.00,33.33,16,11.50,1.40,102,0.00,-10.45,1.44,0.00,0.00
21364,-8.59,-1.56,14.93,13.44,176,0.31,1305,0.00,0.00,33.33,16,13.00,1.67,102,0.00,-10.45,1.44,0.00,0.00
21622,-9.38,-1.56,14.70,13.44,176,0.30,1322,0.00,0.00,33.33,16,11.50,1.69,102,0.00,-10.45,1.44,0.00,0.00
21880,-9.38,-1.56,14.81,13.44,176,0.30,1315,0.00,0.00,33.33,16,12.00,1.68,102,0.00,-10.45,1.44,0.00,0.00
22137,-10.16,-1.56,14.81,13.44,178,0.31,1296,0.00,0.00,33.33,16,14.00,1.66,102,0.00,-10.45,1.44,0.00,0.00
22394,-10.16,-1.56,14.81,13.44,178,0.30,1316,0.00,0.00,33.33,16,11.50,1.68,102,0.00,-10.45,1.44,0.00,0.00
22651,-10.16,-1.56,14.81,13.52,178,0.30,1313,0.00,0.00,33.33,16,12.50,1.40,102,0.00,-10.45,1.44,0.00,0.00
22909,-10.16,-1.56,14.81,13.52,178,0.31,1310,0.00,0.00,33.33,16,14.00,1.38,102,0.00,-10.45,1.44,0.00,0.00
