Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,0.00,0.00,11.71,13.28,201,0.19,1140,0.00,0.00,33.33,16,16.50,1.46,108,0.00,-11.32,1.26,0.00,0.00
257,0.00,0.00,11.71,13.36,199,0.18,1121,0.00,0.00,33.33,16,16.50,1.44,108,0.00,-11.32,1.26,0.00,0.00
515,0.00,0.00,11.83,13.44,199,0.18,1128,0.00,0.00,33.33,16,14.50,1.20,108,0.00,-11.17,1.26,0.00,0.00
772,0.00,0.00,11.71,13.44,201,0.18,1114,0.00,0.00,33.33,16,16.00,1.19,108,0.00,-11.17,1.26,0.00,0.00
1029,0.00,0.00,11.83,13.52,199,0.19,1099,0.00,0.00,33.33,16,16.00,1.17,108,0.00,-11.17,1.26,0.00,0.00
1287,0.00,0.00,11.94,13.52,199,0.20,1094,0.00,0.00,33.33,16,15.50,1.17,108,0.00,-11.17,1.28,0.00,0.00
1544,0.00,0.00,11.94,13.52,199,0.23,1118,0.00,0.00,33.33,16,12.50,1.19,108,0.00,-11.03,1.36,0.00,1.18
1802,-4.69,0.00,12.06,13.60,199,0.25,1191,0.00,0.00,33.33,16,30.50,1.27,108,0.00,-10.59,1.38,0.00,1.57
2059,-8.59,0.00,12.52,13.60,199,0.24,1383,0.00,0.00,33.33,16,31.00,1.41,108,0.00,-10.74,1.40,0.00,1.57
2316,-10.16,-0.78,13.55,13.60,199,0.25,1480,0.00,0.00,33.33,16,25.50,1.51,108,0.00,-10.88,1.42,0.00,1.96
