Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-4.69,4.69,16.88,13.28,183,0.32,836,0.00,0.00,33.33,16,6.50,1.07,95,0.00,-8.56,1.34,0.00,0.00
258,-1.56,4.69,16.88,13.60,183,0.29,852,0.00,0.00,33.33,16,6.00,1.09,95,0.00,-8.85,1.32,0.00,0.00
515,-1.56,4.69,15.96,13.60,183,0.27,873,0.00,0.00,33.33,16,6.00,1.12,95,0.00,-9.00,1.30,0.00,0.00
773,-1.56,4.69,15.27,13.60,183,0.27,856,0.00,0.00,33.33,16,8.00,1.10,95,0.00,-9.29,1.30,0.00,0.00
1030,-1.56,4.69,14.93,13.60,183,0.28,852,0.00,0.00,33.33,16,10.50,1.09,95,0.00,-9.29,1.30,0.00,0.00
1287,-1.56,4.69,14.81,13.68,183,0.26,860,0.00,0.00,33.33,16,10.50,1.12,95,0.00,-9.43,1.28,0.00,0.00
1544,-1.56,4.69,14.81,13.76,183,0.25,868,0.00,0.00,33.33,16,9.50,1.11,95,0.00,-9.58,1.28,0.00,0.00
1801,-2.34,4.69,14.70,13.68,183,0.24,864,0.00,0.00,33.33,16,11.50,1.11,95,0.00,-9.58,1.26,0.00,0.00
2058,-3.12,4.69,14.47,13.68,183,0.24,867,0.00,0.00,33.33,16,11.50,1.11,95,0.00,-9.72,1.28,0.00,0.00
2315,-3.12,4.69,14.36,13.68,183,0.25,836,0.00,0.00,33.33,16,14.50,1.07,95,0.00,-9.72,1.26,0.00,0.00
2572,-3.91,4.69,14.59,13.68,183,0.25,819,0.00,0.00,33.33,16,16.00,1.05,95,0.00,-9.72,1.28,0.00,0.00
2830,-3.12,4.69,14.70,13.60,183,0.25,824,0.00,0.00,33.33,16,14.50,1.05,95,0.00,-9.58,1.28,0.00,0.00
3086,-3.12,4.69,14.93,13.60,183,0.25,815,0.00,0.00,33.33,16,15.00,1.04,95,0.00,-9.58,1.26,0.00,0.00
3343,-2.34,4.69,14.93,13.60,183,0.25,823,0.00,0.00,33.33,16,14.00,0.88,95,0.00,-9.58,1.24,0.00,0.00
3600,-3.12,4.69,14.70,13.60,183,0.25,827,0.00,0.00,33.33,16,13.00,0.88,95,0.00,-9.58,1.26,0.00,0.00
3857,-3.91,4.69,14.59,13.60,183,0.30,816,0.00,0.00,33.33,16,14.00,1.04,95,0.00,-9.43,1.36,0.00,1.57
4114,-3.91,3.91,14.70,13.92,185,0.53,877,0.00,0.00,33.33,16,32.50,1.50,95,0.00,-8.13,1.58,0.00,4.71
4371,-3.91,3.12,14.93,13.92,185,0.60,1293,0.00,0.00,33.33,16,24.00,2.21,95,0.00,-6.82,1.70,0.00,6.27
4629,-12.50,2.34,13.44,13.76,185,0.46,1655,0.00,0.00,33.33,16,27.00,2.56,95,0.50,-7.84,1.74,0.00,6.27
4886,-12.50,2.34,14.47,13.68,185,0.46,1712,0.00,0.00,33.33,16,30.50,2.47,95,0.00,-8.56,1.76,0.00,6.67
5142,-13.28,1.56,14.59,13.60,185,0.54,1496,0.00,0.00,33.33,16,25.00,2.55,95,0.50,-7.98,1.76,0.00,6.67
5400,-18.75,0.00,13.78,13.60,185,0.61,1349,0.00,0.00,33.33,16,32.00,2.30,95,0.00,-7.11,1.78,0.00,7.06
5657,-19.53,0.00,14.36,13.68,185,0.67,1277,0.00,0.00,33.33,16,4.00,2.18,95,0.00,-6.53,1.80,0.00,7.06
5914,-17.97,0.00,14.93,13.68,185,0.66,1319,0.00,0.00,33.33,16,10.00,2.25,95,0.50,-6.09,1.82,0.00,7.45
6171,-17.19,0.00,15.16,13.60,185,0.74,1354,0.00,0.00,33.33,16,32.00,2.60,95,0.50,-5.80,1.84,0.00,8.24
6429,-17.97,0.00,14.59,13.60,185,0.80,1396,0.00,0.00,33.33,16,11.00,2.68,97,1.00,-5.51,1.88,0.00,9.02
6686,-19.53,0.00,14.13,13.68,185,0.95,1515,0.00,0.00,33.33,16,29.00,3.23,97,2.00,-4.64,1.98,0.00,9.80
6943,-19.53,0.00,13.78,13.60,185,0.85,1570,0.00,0.00,33.33,16,12.50,3.35,97,2.50,-4.79,1.94,0.00,9.80
7200,-19.53,0.00,13.67,13.60,185,0.88,1549,0.00,0.00,33.33,16,6.00,2.97,97,2.00,-4.93,1.96,0.00,10.20
7458,-19.53,0.00,13.55,13.52,185,1.05,1398,0.00,0.00,33.33,16,26.00,3.28,97,1.00,-4.06,2.00,0.00,10.20
7715,-19.53,0.00,13.55,13.60,185,1.03,1396,0.00,0.00,33.33,16,25.50,2.98,97,1.00,-3.48,1.98,0.00,10.59
7972,-19.53,0.00,13.67,13.60,185,1.07,1380,0.00,0.00,33.33,16,5.00,3.25,97,1.00,-3.34,1.98,0.00,10.59
8229,-19.53,0.00,13.78,13.68,185,0.97,1524,0.00,0.00,33.33,16,27.00,3.33,97,2.50,-3.63,2.00,0.00,10.59
8487,-18.75,0.00,13.78,13.68,185,0.98,1632,0.00,0.00,33.33,16,30.00,3.48,97,3.50,-4.21,2.02,0.00,10.59
8743,-18.75,0.00,13.78,13.68,185,0.97,1748,0.00,0.00,33.33,16,7.50,3.73,97,3.50,-4.64,2.06,0.00,10.98
9001,-18.75,0.00,13.32,13.60,185,0.91,1858,0.00,0.00,33.33,16,7.50,3.96,97,3.50,-5.08,2.06,0.00,10.98
9258,-18.75,0.00,13.21,13.60,185,0.87,2022,0.00,0.00,33.33,16,14.50,3.88,97,4.50,-5.51,2.06,0.00,10.98
9515,-18.75,0.00,13.44,13.60,185,0.84,2172,0.00,0.00,33.33,16,8.00,4.17,97,4.50,-5.80,2.08,0.00,10.98
9773,-18.75,0.00,13.32,13.52,185,0.89,2202,0.00,0.00,33.33,16,35.50,4.23,97,4.50,-5.80,2.12,0.00,11.76
10029,-18.75,0.00,13.44,13.60,185,0.90,2272,0.00,0.00,33.33,16,15.00,4.36,97,4.50,-5.80,2.16,0.00,13.33
10287,-18.75,0.00,13.78,13.60,185,0.90,2502,0.00,0.00,33.33,16,14.50,4.80,97,4.50,-5.37,2.24,1.96,14.12
10543,-18.75,0.00,14.36,13.60,185,0.89,2652,0.00,0.00,33.33,16,14.50,5.09,99,4.50,-5.22,2.28,3.14,14.90
10801,-17.19,0.00,14.81,13.60,185,0.97,2722,0.00,0.00,33.33,16,-12.00,5.81,99,4.50,-4.93,2.34,4.31,16.08
11059,-14.06,0.00,14.81,13.44,185,1.01,2764,0.00,0.00,66.67,16,29.00,5.90,99,4.50,-4.64,2.40,5.10,16.86
11316,-14.84,0.00,14.59,13.52,185,1.00,2922,0.00,0.00,66.67,16,29.00,6.25,99,4.50,-4.21,2.46,5.88,18.04
11573,-12.50,0.00,14.81,13.52,185,1.00,3114,0.00,0.00,66.67,16,29.00,6.64,99,4.50,-3.77,2.50,7.84,18.82
11831,-11.72,0.00,14.70,13.52,185,0.99,3219,0.00,0.00,66.67,16,29.00,6.87,99,4.50,-3.48,2.54,8.24,19.61
12088,-8.59,0.00,14.81,13.52,185,0.98,3392,0.00,0.00,66.67,16,8.50,7.24,99,4.50,-3.34,2.60,10.20,21.57
12345,-1.56,0.00,15.04,13.52,185,1.00,3561,0.00,0.00,66.67,16,35.50,8.36,99,4.50,-2.61,2.68,11.37,21.96
12603,-0.78,0.00,14.70,13.44,185,0.99,3761,0.00,0.00,66.67,16,32.00,8.83,99,4.50,-2.61,2.74,12.16,22.75
12860,3.91,0.00,15.04,13.44,185,1.02,3918,0.00,0.00,66.67,16,36.50,10.03,97,4.50,-2.18,2.82,12.94,23.53
13118,3.12,0.00,14.59,13.44,185,1.01,4164,0.00,0.00,66.67,16,8.50,10.66,97,4.50,-2.03,2.90,12.94,23.53
13375,0.00,0.00,14.59,13.52,185,1.05,4298,0.00,0.00,66.67,16,8.00,11.92,97,4.50,-1.89,2.98,13.33,23.53
13632,0.00,0.00,12.75,13.52,185,1.07,4496,0.00,0.00,66.67,16,29.00,12.47,97,4.50,-1.74,3.04,12.94,23.53
13890,0.00,0.00,12.17,13.44,185,1.08,4708,0.00,0.00,66.67,16,35.50,15.07,97,4.50,-1.74,3.14,13.33,23.53
14147,0.00,0.00,11.94,13.52,185,1.06,5067,0.00,0.00,66.67,16,29.00,17.30,97,4.50,-1.60,3.20,10.20,23.53
14405,0.00,0.00,11.94,13.52,185,1.12,5263,0.00,0.00,66.67,16,34.50,19.09,97,4.50,-1.60,3.30,8.24,23.53
14662,0.00,0.00,11.94,13.28,185,1.12,5551,0.00,0.00,66.67,16,29.00,20.13,97,4.50,-1.45,3.36,8.24,23.53
14920,0.00,0.00,11.94,13.44,185,1.12,5823,0.00,0.00,66.67,16,15.00,21.12,95,4.50,-1.45,3.42,8.24,23.53
15177,0.00,0.00,11.94,13.28,185,1.12,5957,0.00,0.00,66.67,16,35.50,21.60,95,4.50,-1.60,3.44,8.24,23.14
15435,0.00,0.00,11.94,13.44,185,1.10,6137,0.00,0.00,66.67,16,16.50,22.26,95,4.50,-2.32,3.44,7.84,22.35
15693,0.00,0.00,12.17,13.44,185,0.77,5751,0.00,0.00,66.67,16,10.50,14.72,95,0.00,-9.29,2.92,0.00,0.00
15950,0.00,0.00,12.52,13.60,185,0.62,5194,0.00,0.00,66.67,16,13.50,0.00,95,0.00,-10.59,2.42,0.00,0.00
16208,0.00,0.00,12.40,13.36,185,1.01,4491,0.00,0.00,66.67,16,7.50,12.46,95,4.50,-4.06,2.98,4.31,26.67
16466,0.00,0.00,12.52,13.44,185,1.16,3755,0.00,0.00,66.67,16,6.00,12.02,93,4.50,-0.29,2.96,12.94,29.80
16723,0.00,0.00,12.29,13.44,185,1.23,3906,0.00,0.00,66.67,16,35.50,13.33,93,4.50,0.87,3.04,20.00,30.20
