Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-7.03,-3.12,16.77,13.44,176,0.83,874,0.00,0.00,33.33,16,17.00,1.49,61,0.00,-6.09,1.70,0.00,5.10
257,10.94,-3.12,18.83,14.00,176,0.94,960,0.00,0.00,33.33,16,11.50,1.84,61,0.00,-4.06,1.80,0.00,7.45
514,12.50,-3.12,17.00,14.00,176,0.77,1308,0.00,0.00,33.33,16,17.50,2.23,61,0.00,-4.06,1.84,0.00,8.24
771,23.44,-3.12,17.11,13.92,176,0.79,1501,0.00,0.00,33.33,16,23.50,2.88,61,2.00,-5.08,1.90,0.00,8.63
1028,21.09,-3.12,15.04,13.84,176,0.81,1534,0.00,0.00,33.33,16,25.00,2.94,61,2.50,-5.66,1.90,0.00,9.02
1286,18.75,-3.12,14.01,13.92,176,0.88,1438,0.00,0.00,33.33,16,20.00,2.76,61,1.00,-5.22,1.90,0.00,9.02
1543,17.19,-3.12,13.44,13.84,176,0.84,1572,0.00,0.00,33.33,16,24.00,3.02,63,2.50,-5.51,1.94,0.00,9.02
1800,17.19,-3.12,13.78,13.84,176,0.78,1733,0.00,0.00,33.33,16,27.00,3.36,63,3.00,-6.09,1.96,0.00,9.41
2057,13.28,-3.12,13.90,13.92,176,0.76,1891,0.00,0.00,33.33,16,28.50,3.21,63,3.50,-6.38,1.98,0.00,10.20
2314,8.59,-3.12,13.78,13.92,176,0.85,2047,0.00,0.00,33.33,16,28.00,3.87,63,4.00,-6.09,2.06,0.00,11.76
2571,1.56,-3.12,13.55,13.92,176,0.94,2143,0.00,0.00,33.33,16,27.00,4.12,63,4.50,-5.37,2.12,0.39,12.55
2828,1.56,-3.12,14.47,13.92,176,0.95,2300,0.00,0.00,33.33,16,27.00,4.42,63,4.50,-5.37,2.18,0.78,12.94
3085,2.34,-3.12,14.81,13.76,176,0.94,2449,0.00,0.00,33.33,16,27.00,4.70,63,4.50,-5.22,2.26,1.57,13.73
3342,8.59,-3.12,15.50,13.76,176,0.92,2572,0.00,0.00,33.33,16,28.00,4.94,63,4.50,-5.51,2.28,1.96,13.73
3599,10.16,-3.12,14.93,13.84,176,0.90,2743,0.00,0.00,33.33,16,28.50,5.27,63,4.50,-5.66,2.30,2.35,14.12
3857,9.38,-3.12,14.59,13.68,176,0.88,2873,0.00,0.00,66.67,16,29.50,5.52,63,4.50,-5.80,2.32,2.35,14.51
4114,7.03,-3.12,14.47,13.76,176,0.85,3010,0.00,0.00,66.67,16,30.00,5.78,63,4.50,-5.80,2.34,2.35,14.51
4372,7.81,-3.12,14.70,13.76,176,0.85,3098,0.00,0.00,66.67,16,31.00,5.95,64,4.50,-5.66,2.36,2.75,14.90
4628,7.81,-3.12,14.81,13.76,176,0.82,3288,0.00,0.00,66.67,16,32.00,6.31,64,4.00,-5.66,2.38,3.14,15.29
4886,9.38,-3.12,14.93,13.76,176,0.85,3437,0.00,0.00,66.67,16,32.50,6.52,64,4.50,-5.22,2.46,4.71,17.25
