Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-17.19,0.00,15.39,13.52,187,0.73,1078,0.00,0.00,33.33,16,27.50,2.17,99,0.00,-4.21,1.78,0.00,7.06
257,-19.53,0.00,14.81,13.44,187,0.73,1129,0.00,0.00,33.33,16,26.00,2.20,99,0.00,-4.35,1.78,0.00,7.06
514,-14.84,0.00,15.39,13.44,187,0.70,1248,0.00,0.00,33.33,16,7.00,2.46,99,0.00,-4.93,1.80,0.00,7.06
771,-14.06,-0.78,15.16,13.20,187,0.69,1377,0.00,0.00,33.33,16,4.50,2.64,99,1.00,-5.51,1.82,0.00,7.06
1027,-14.06,-0.78,14.81,13.36,187,0.66,1490,0.00,0.00,33.33,16,8.00,2.54,100,1.50,-5.95,1.82,0.00,7.45
1284,-15.62,-0.78,14.59,13.36,187,0.62,1599,0.00,0.00,33.33,16,6.00,2.73,100,2.00,-6.38,1.84,0.00,7.06
1541,-15.62,-0.78,14.70,13.36,187,0.61,1638,0.00,0.00,33.33,16,27.50,2.80,100,1.50,-6.67,1.84,0.00,7.45
1798,-15.62,-0.78,14.70,13.28,187,0.63,1652,0.00,0.00,33.33,16,5.50,2.82,100,1.50,-7.25,1.86,0.00,7.45
2056,-15.62,-0.78,14.70,13.36,187,0.73,1819,0.00,0.00,33.33,16,9.00,3.49,100,2.50,-6.96,1.94,0.00,9.02
2313,-22.66,-0.78,13.67,13.44,187,0.75,1954,0.00,0.00,33.33,16,-11.00,3.33,100,3.00,-6.67,2.00,0.00,9.80
2570,-23.44,-0.78,14.36,13.36,187,0.77,2000,0.00,0.00,33.33,16,6.50,3.41,100,3.00,-6.53,2.02,0.00,10.20
2827,-25.00,-0.78,14.59,13.44,187,0.96,2197,0.00,0.00,33.33,16,11.50,4.22,100,4.50,-5.51,2.18,0.00,13.33
3084,-25.00,-0.78,14.13,13.44,187,1.00,2201,0.00,0.00,33.33,16,8.50,4.71,100,4.50,-4.35,2.22,1.96,14.12
3342,-25.00,-0.78,14.36,13.36,187,0.98,2405,0.00,0.00,33.33,16,8.50,4.92,100,4.50,-4.64,2.24,2.35,14.51
3598,-25.00,-0.78,14.70,13.44,187,0.97,2534,0.00,0.00,33.33,16,15.00,5.20,100,4.50,-4.93,2.28,2.75,14.51
3856,-23.44,-0.78,14.70,13.44,187,0.94,2723,0.00,0.00,33.33,16,8.50,5.49,102,4.50,-5.22,2.32,3.14,14.90
4112,-23.44,-0.78,14.59,13.20,187,0.93,2813,0.00,0.00,66.67,16,8.00,6.00,102,4.50,-5.37,2.34,3.14,15.29
4370,-23.44,-0.78,14.47,13.28,187,0.87,2882,0.00,0.00,66.67,16,11.00,5.53,102,4.50,-5.22,2.36,3.53,15.29
4628,-21.09,-0.78,14.81,13.20,187,0.93,2878,0.00,0.00,66.67,16,8.00,6.14,102,4.50,-5.22,2.38,3.53,15.29
4885,-24.22,-0.78,14.36,13.20,189,0.87,3066,0.00,0.00,66.67,16,11.50,5.89,102,4.50,-5.37,2.38,3.92,15.29
5141,-23.44,-0.78,14.59,13.20,189,0.84,3311,0.00,0.00,66.67,16,30.00,6.36,102,4.50,-5.51,2.40,3.92,15.69
5399,-23.44,-0.78,14.70,13.28,189,0.85,3338,0.00,0.00,66.67,16,35.00,6.41,102,4.50,-5.22,2.42,4.31,15.69
5657,-25.00,-0.78,14.36,13.20,189,0.87,3310,0.00,0.00,66.67,16,8.00,6.35,102,4.50,-5.22,2.42,4.31,16.08
5914,-23.44,-0.78,14.70,13.28,189,0.84,3539,0.00,0.00,66.67,16,30.00,6.80,102,4.00,-5.51,2.46,4.71,16.08
6171,-23.44,-0.78,14.59,13.28,189,0.81,3720,0.00,0.00,66.67,16,7.00,7.14,102,3.50,-5.37,2.46,4.71,16.47
6428,-21.09,0.00,14.70,13.36,189,0.81,3689,0.00,0.00,66.67,16,29.50,7.26,102,3.50,-5.37,2.50,5.10,16.47
6685,-20.31,0.00,15.04,13.36,189,0.91,3754,0.00,0.00,66.67,16,30.50,8.15,102,4.50,-4.06,2.68,8.24,20.39
6942,-7.81,0.00,14.81,13.20,189,0.96,3914,0.00,0.00,66.67,16,34.00,9.19,102,4.50,-2.90,2.80,12.16,22.75
7200,-8.59,0.00,14.70,13.20,189,0.96,4166,0.00,0.00,66.67,16,30.50,10.67,102,4.50,-2.18,2.88,12.55,23.14
7457,-9.38,0.00,14.47,13.20,189,0.97,4406,0.00,0.00,66.67,16,32.50,12.22,102,4.50,-1.74,2.94,12.94,23.53
7714,0.00,0.00,11.83,13.28,189,1.05,4581,0.00,0.00,66.67,16,8.50,14.66,102,4.50,-1.45,3.06,13.33,23.53
7972,0.00,0.00,11.25,13.28,189,1.10,4798,0.00,0.00,66.67,16,11.50,16.48,104,4.50,-1.16,3.18,13.33,23.92
8230,0.00,0.00,11.25,13.12,189,1.16,5088,0.00,0.00,66.67,16,34.50,18.45,104,4.50,-0.87,3.30,10.59,24.71
8487,0.00,0.00,11.48,13.20,189,1.32,5539,0.00,0.00,66.67,16,30.50,22.45,104,4.50,1.60,3.56,10.98,29.02
8745,0.00,0.00,11.25,13.28,189,1.46,5622,0.00,0.00,66.67,16,30.50,25.87,104,4.50,2.61,3.70,7.45,29.02
9003,0.00,0.00,11.37,13.20,189,1.33,6063,0.00,0.00,66.67,16,8.50,24.57,104,4.50,1.60,3.66,2.35,29.02
9261,0.00,0.00,11.48,13.36,189,1.27,6410,0.00,0.00,66.67,16,35.00,25.98,104,4.50,1.16,3.66,1.18,28.63
9518,0.00,0.00,12.63,13.44,189,0.76,6147,0.00,0.00,66.67,16,10.50,15.74,104,0.00,-8.13,2.84,0.00,0.00
9776,0.00,0.00,11.71,13.28,189,0.61,5304,0.00,0.00,66.67,16,13.50,0.00,104,0.00,-10.74,2.56,0.00,0.00
10034,0.00,0.00,12.63,13.36,189,1.32,4554,0.00,0.00,66.67,16,11.50,16.07,104,4.50,1.02,3.22,4.31,35.29
10290,0.00,0.00,11.71,13.28,189,1.41,4002,0.00,0.00,66.67,16,30.50,16.22,104,4.50,3.19,3.22,9.41,36.08
10548,0.00,0.00,11.37,13.20,189,1.57,3972,0.00,0.00,66.67,16,11.50,18.64,104,4.50,5.80,3.38,10.20,40.78
10806,0.00,0.00,11.37,13.20,189,1.70,4185,0.00,0.00,66.67,16,8.00,21.43,104,4.50,8.27,3.54,3.14,43.92
11063,0.00,0.00,11.48,13.12,189,1.68,4454,-2.11,0.00,66.67,14,7.50,22.80,104,4.00,9.00,3.62,0.00,46.27
11321,0.00,0.00,11.48,13.12,189,1.80,4548,-4.22,0.00,66.67,14,28.00,24.26,104,0.00,9.14,3.66,0.00,46.67
11582,0.00,0.00,11.37,13.20,189,1.79,4826,-4.22,0.00,66.67,14,3.50,25.74,104,0.00,8.71,3.74,0.00,47.45
11840,0.00,0.00,11.37,13.36,189,1.82,4842,-4.22,0.00,66.67,14,26.00,27.57,104,0.00,8.85,3.78,0.00,47.06
12096,0.00,0.00,11.37,13.12,189,1.80,5116,-4.22,0.00,66.67,14,3.50,27.28,104,0.00,8.85,3.80,0.00,47.45
12354,0.00,0.00,11.48,13.28,189,1.77,5147,-4.22,0.00,66.67,14,3.50,28.94,104,0.00,8.56,3.86,0.00,46.67
12611,0.00,0.00,11.48,13.28,189,1.68,5289,-4.22,0.00,66.67,14,26.00,28.15,104,0.00,6.38,3.80,0.00,38.04
12869,0.00,0.00,11.37,13.28,189,1.66,5502,-4.22,0.00,66.67,14,3.50,27.00,102,0.00,5.66,3.80,0.00,36.08
13127,0.00,0.00,11.94,13.28,189,0.94,5388,0.00,0.00,66.67,14,10.50,14.94,102,0.00,-7.98,2.94,0.00,0.00
13384,0.00,0.00,12.52,13.36,189,0.71,4857,0.00,0.00,66.67,14,10.50,0.00,102,0.00,-10.01,2.58,0.00,0.00
13641,0.00,0.00,13.90,13.36,189,1.31,4398,0.00,0.00,66.67,14,23.00,14.37,102,4.00,0.87,3.14,9.02,38.43
13897,0.00,0.00,11.94,13.20,189,1.44,3951,0.00,0.00,66.67,14,7.50,16.86,102,4.00,3.63,3.30,17.65,45.88
14155,0.00,0.00,11.37,13.20,189,1.67,4006,0.00,0.00,66.67,14,33.50,19.66,102,4.00,6.96,3.46,22.75,47.06
14413,0.00,0.00,11.37,13.12,189,1.78,4125,0.00,0.00,66.67,14,30.00,22.00,102,4.00,9.87,3.56,15.29,47.45
14670,0.00,0.00,11.37,13.12,190,1.78,4157,-4.22,0.00,66.67,14,3.50,23.06,102,0.00,10.59,3.56,2.35,47.45
14928,0.00,0.00,11.48,13.12,190,1.74,4240,-6.33,0.00,66.67,14,3.50,22.61,102,0.00,9.43,3.60,0.00,47.45
15186,0.00,0.00,11.48,13.20,190,1.84,4312,-8.44,0.00,66.67,14,-0.50,23.00,100,-4.50,9.43,3.60,0.00,47.06
15443,0.00,0.00,11.48,13.20,190,1.80,4554,-8.44,0.00,66.67,14,-1.00,24.29,100,-4.50,9.14,3.68,0.00,47.06
15700,0.00,0.00,11.48,13.28,190,1.81,4515,-8.44,0.00,66.67,14,2.50,24.45,100,-4.50,9.29,3.68,0.00,46.67
