Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),CL/OL Fueling* (status)
224669,4.69,2.34,14.59,13.68,176,0.69,1839,0.00,0.00,33.33,16,35.50,3.92,75,10.74,-3.92,2.12,0.00,12.16,8
224935,3.91,2.34,14.59,13.68,176,0.70,1847,0.00,0.00,33.33,16,37.50,3.95,75,10.74,-3.92,2.12,0.00,12.16,8
225200,3.91,2.34,14.59,13.68,176,0.71,1864,0.00,0.00,33.33,16,30.50,3.98,75,10.88,-3.77,2.14,0.00,12.55,8
225466,3.91,2.34,14.70,13.68,176,0.71,1906,0.00,0.00,33.33,16,45.00,4.03,75,11.03,-3.63,2.16,0.39,12.94,8
225732,3.91,2.34,14.70,13.44,176,0.71,1906,0.00,0.00,33.33,16,38.00,4.07,75,11.17,-3.48,2.16,0.39,12.94,8
225998,3.12,2.34,14.70,13.52,176,0.72,1892,0.00,0.00,33.33,16,34.00,4.09,75,11.17,-3.48,2.18,0.39,12.94,8
226263,4.69,2.34,14.70,13.52,176,0.70,1932,0.00,0.00,33.33,16,37.00,4.17,75,11.17,-3.48,2.18,0.39,12.94,8
226530,3.91,2.34,14.70,13.52,176,0.71,1946,0.00,0.00,33.33,16,39.00,4.15,75,11.17,-3.48,2.18,0.78,12.94,8
226795,3.12,2.34,14.59,13.60,176,0.70,1974,0.00,0.00,33.33,16,31.00,4.21,75,11.17,-3.48,2.18,0.78,13.33,8
227061,3.91,2.34,14.70,13.52,176,0.72,1956,0.00,0.00,33.33,16,35.00,4.17,75,11.17,-3.48,2.20,0.78,13.73,8
227327,3.91,2.34,14.59,13.60,176,0.72,1980,0.00,0.00,33.33,16,37.50,4.22,75,11.32,-3.34,2.20,1.18,13.73,8
227594,3.12,2.34,14.59,13.60,176,0.71,2027,0.00,0.00,33.33,16,38.00,4.32,75,11.32,-3.19,2.22,1.18,10.98,8
227860,-2.34,2.34,13.67,13.60,176,0.58,2020,0.00,0.00,33.33,16,28.50,3.88,75,9.58,-5.08,2.08,0.00,10.59,8
228126,-2.34,2.34,14.59,13.60,176,0.61,2007,0.00,0.00,33.33,16,28.50,3.85,75,9.72,-4.93,2.12,0.00,10.98,8
228392,0.78,2.34,14.93,13.60,176,0.64,2041,0.00,0.00,33.33,16,28.50,3.92,75,10.16,-4.64,2.14,0.00,11.76,8
228657,3.12,2.34,14.93,13.60,176,0.65,2040,0.00,0.00,33.33,16,31.50,3.92,75,10.30,-4.35,2.16,0.00,12.55,8
228923,4.69,2.34,14.81,13.60,176,0.40,2041,0.00,0.00,33.33,16,41.50,3.92,75,8.71,-4.64,2.04,0.00,3.14,8
229188,-5.47,2.34,12.86,13.60,176,0.23,2056,0.00,0.00,33.33,16,25.00,2.63,75,5.37,-8.56,1.54,0.00,0.00,8
229454,-9.38,1.56,12.06,13.60,176,0.18,2053,0.00,0.00,33.33,16,24.00,2.19,75,4.21,-10.16,1.52,0.00,0.00,8
229720,-13.28,0.00,11.94,13.52,176,0.17,2025,0.00,0.00,33.33,16,15.50,2.18,75,3.63,-11.03,1.44,0.00,0.00,8
229986,0.00,0.00,11.48,13.44,176,0.17,2024,0.00,0.00,33.33,16,15.50,2.16,75,3.48,-11.17,1.44,0.00,0.00,10
230252,0.00,0.00,11.37,13.60,176,0.17,2021,0.00,0.00,33.33,16,15.50,2.16,75,3.48,-11.17,1.44,0.00,0.00,10
230518,0.00,0.00,11.25,13.60,176,0.17,1979,0.00,0.00,33.33,16,15.50,2.11,75,3.48,-11.17,1.44,0.00,0.00,10
230783,0.00,0.00,11.37,13.60,176,0.17,1990,0.00,0.00,33.33,16,15.50,2.12,75,3.34,-11.32,1.44,0.00,0.00,10
231049,0.00,0.00,11.37,13.68,176,0.18,2002,0.00,0.00,33.33,16,15.50,2.13,75,3.34,-11.32,1.46,0.00,0.00,10
231315,0.00,0.00,11.48,13.68,176,0.17,1958,0.00,0.00,33.33,16,15.50,2.09,75,3.48,-11.17,1.46,0.00,0.00,10
231581,-11.72,0.00,11.48,13.60,176,0.55,1950,0.00,0.00,33.33,16,4.50,2.91,75,6.82,-7.84,2.06,0.00,9.80,8
231847,-7.03,0.00,14.93,13.60,176,0.59,1928,0.00,0.00,33.33,16,13.00,3.29,75,8.85,-5.80,2.08,0.00,10.59,8
232113,7.03,0.78,16.42,13.60,176,0.60,1940,0.00,0.00,33.33,16,25.00,3.73,75,9.43,-5.22,2.08,0.00,10.98,8
232379,6.25,2.34,14.81,13.60,176,0.61,1962,0.00,0.00,33.33,16,28.50,3.77,75,9.87,-4.93,2.10,0.00,11.37,8
232644,7.03,2.34,14.70,13.68,176,0.66,1940,0.00,0.00,33.33,16,28.50,4.14,75,10.30,-4.50,2.14,0.00,12.16,8
232910,7.03,2.34,14.70,13.60,176,0.68,1967,0.00,0.00,33.33,16,32.00,4.20,75,10.59,-4.21,2.16,0.00,12.55,8
233176,5.47,2.34,14.59,13.60,176,0.68,1988,0.00,0.00,33.33,16,34.50,4.24,75,10.74,-3.92,2.18,0.39,12.94,8
233442,6.25,2.34,14.59,13.52,176,0.69,1998,0.00,0.00,33.33,16,44.00,4.26,75,10.88,-3.77,2.18,0.39,12.94,8
233708,5.47,2.34,14.59,13.44,176,0.70,2015,0.00,0.00,33.33,16,35.50,4.30,75,11.03,-3.63,2.20,0.78,13.33,8
233973,5.47,2.34,14.70,13.44,176,0.27,2044,0.00,0.00,33.33,16,26.00,4.36,75,8.56,-3.63,2.08,0.00,0.00,8
234239,2.34,2.34,12.06,13.44,176,0.20,2038,0.00,0.00,33.33,16,20.50,2.60,75,5.08,-9.58,1.52,0.00,0.00,8
234505,-2.34,1.56,11.71,13.44,176,0.16,2023,0.00,0.00,33.33,16,15.50,2.15,75,3.92,-10.74,1.42,0.00,0.00,8
234771,0.00,0.00,11.60,13.44,176,0.17,2012,0.00,0.00,33.33,16,15.50,2.12,75,3.48,-11.17,1.44,0.00,0.00,10
235037,0.00,-0.78,11.37,13.68,176,0.16,2003,0.00,0.00,33.33,16,15.50,2.14,75,3.48,-11.17,1.44,0.00,0.00,10
235302,0.00,-0.78,11.37,13.68,176,0.17,2007,0.00,0.00,33.33,16,15.50,2.13,75,3.48,-11.17,1.46,0.00,0.00,10
235567,0.00,0.00,11.48,13.68,176,0.16,2005,0.00,0.00,33.33,16,15.50,2.09,75,3.34,-11.32,1.46,0.00,0.00,10
235833,0.00,0.00,11.48,13.68,176,0.17,1986,0.00,0.00,33.33,16,15.50,2.12,75,3.48,-11.17,1.46,0.00,0.00,10
236099,0.00,0.00,11.48,13.68,176,0.17,1970,0.00,0.00,33.33,16,15.50,2.10,75,3.48,-11.17,1.44,0.00,0.00,10
236365,0.00,0.00,11.60,13.68,176,0.17,1952,0.00,0.00,33.33,16,15.50,2.08,75,3.48,-11.17,1.46,0.00,0.00,10
236631,0.00,0.00,11.60,13.60,176,0.18,1962,0.00,0.00,33.33,16,15.50,2.09,75,3.48,-11.17,1.46,0.00,0.00,10
236897,0.00,0.00,11.60,13.60,178,0.18,1935,0.00,0.00,33.33,16,15.50,2.06,75,3.48,-11.17,1.44,0.00,0.00,10
237162,0.00,0.00,11.60,13.52,178,0.17,1948,0.00,0.00,33.33,16,15.50,2.08,75,3.48,-11.17,1.44,0.00,0.00,10
237428,0.00,0.00,11.60,13.44,178,0.18,1908,0.00,0.00,33.33,16,15.50,2.04,75,3.48,-11.17,1.44,0.00,0.00,10
237694,0.00,0.00,11.60,13.44,178,0.17,1914,0.00,0.00,33.33,16,15.50,2.04,75,3.48,-11.17,1.44,0.00,0.00,10
237959,0.00,0.00,11.60,13.44,178,0.18,1903,0.00,0.00,33.33,16,15.50,2.03,75,3.48,-11.17,1.46,0.00,0.00,10
238225,0.00,0.00,11.60,13.44,178,0.18,1892,0.00,0.00,33.33,16,15.50,2.02,75,3.48,-11.17,1.44,0.00,0.00,10
238491,0.00,0.00,11.71,13.52,178,0.18,1904,0.00,0.00,33.33,16,15.50,2.03,75,3.48,-11.17,1.44,0.00,0.00,10
238757,0.00,-0.78,11.71,13.52,178,0.18,1895,0.00,0.00,33.33,16,15.50,2.02,75,3.48,-11.17,1.46,0.00,0.00,10
239023,0.00,-0.78,11.71,13.52,178,0.18,1872,0.00,0.00,33.33,16,15.50,1.99,75,3.48,-11.17,1.44,0.00,0.00,10
239289,0.00,-0.78,11.71,13.60,178,0.18,1868,0.00,0.00,33.33,16,15.50,1.98,75,3.48,-11.17,1.44,0.00,0.00,10
239555,0.00,-0.78,11.71,13.76,178,0.18,1860,0.00,0.00,33.33,16,15.50,1.97,75,3.48,-11.17,1.46,0.00,0.00,10
239821,0.00,-0.78,11.83,13.60,178,0.17,1857,0.00,0.00,33.33,16,15.50,1.97,75,3.48,-11.17,1.44,0.00,0.00,10
240087,0.00,-1.56,11.83,13.60,178,0.18,1842,0.00,0.00,33.33,16,15.50,1.98,75,3.34,-11.32,1.44,0.00,0.00,10
240353,0.00,-3.12,11.83,13.52,178,0.18,1831,0.00,0.00,33.33,16,15.50,1.95,75,3.34,-11.32,1.44,0.00,0.00,10
240619,0.00,-3.12,11.71,13.44,178,0.18,1828,0.00,0.00,33.33,16,15.50,1.95,75,3.34,-11.32,1.42,0.00,0.00,10
240885,0.00,-3.12,11.83,13.44,178,0.18,1799,0.00,0.00,33.33,16,15.50,1.92,75,3.48,-11.17,1.44,0.00,0.00,10
241150,0.00,-3.12,11.83,13.44,178,0.19,1763,0.00,0.00,33.33,16,15.50,1.88,75,3.48,-11.17,1.44,0.00,0.00,10
241416,0.00,-3.12,11.94,13.44,178,0.19,1723,0.00,0.00,33.33,16,15.50,1.84,75,3.48,-11.17,1.42,0.00,0.00,10
241682,0.00,-3.12,12.06,13.44,178,0.20,1677,0.00,0.00,33.33,16,15.50,1.79,75,3.34,-11.32,1.44,0.00,0.00,10
241947,0.00,-3.12,12.06,13.36,178,0.22,1503,0.00,0.00,33.33,16,13.00,1.92,75,3.77,-11.03,1.44,0.00,0.00,10
242213,-2.34,-3.12,11.94,13.44,178,0.23,1358,0.00,0.00,33.33,16,21.00,1.45,75,4.21,-10.59,1.44,0.00,0.00,8
242479,-4.69,-3.12,12.06,13.52,178,0.24,1320,0.00,0.00,33.33,16,21.00,1.41,75,4.35,-10.30,1.42,0.00,0.00,8
242745,-6.25,-3.12,12.86,13.52,178,0.24,1272,0.00,0.00,33.33,16,21.00,1.36,75,4.50,-10.16,1.42,0.00,0.00,8
243010,-6.25,-3.12,14.01,13.52,178,0.27,1201,0.00,0.00,33.33,16,21.00,1.28,75,4.64,-10.01,1.40,0.00,0.00,8
243276,-6.25,-3.12,14.59,13.36,178,0.27,1126,0.00,0.00,33.33,16,21.00,1.44,75,5.08,-9.72,1.42,0.00,0.00,8
243542,-6.25,-3.12,15.04,13.28,178,0.26,1066,0.00,0.00,33.33,16,21.00,1.36,75,5.08,-9.58,1.38,0.00,0.00,8
243808,-5.47,-3.12,15.27,13.20,178,0.27,1023,0.00,0.00,33.33,16,21.00,1.32,75,5.08,-9.58,1.36,0.00,0.00,8
244073,-4.69,-3.12,15.85,13.20,178,0.32,971,0.00,0.00,33.33,16,21.00,1.26,75,5.37,-9.29,1.38,0.00,0.00,8
244339,-3.91,-3.12,16.08,13.12,178,0.30,966,0.00,0.00,33.33,16,21.00,1.22,75,5.66,-9.00,1.38,0.00,0.00,8
244605,-3.12,-3.12,16.31,13.44,178,0.26,996,0.00,0.00,33.33,16,18.00,1.28,75,5.37,-9.29,1.32,0.00,0.00,8
244871,-2.34,-3.12,15.85,13.36,178,0.27,943,0.00,0.00,33.33,16,20.50,1.03,75,5.37,-9.29,1.36,0.00,0.00,8
245137,-2.34,-3.12,15.39,13.20,178,0.29,906,0.00,0.00,33.33,16,21.00,1.16,77,5.51,-9.14,1.34,0.00,0.00,8
245402,-1.56,-3.12,15.39,13.12,178,0.29,899,0.00,0.00,33.33,16,21.00,1.15,77,5.66,-9.00,1.34,0.00,0.00,8
245668,-1.56,-3.12,15.27,13.20,178,0.28,904,0.00,0.00,33.33,16,19.00,1.16,77,5.66,-9.00,1.32,0.00,0.00,8
245934,-1.56,-3.12,15.16,13.12,178,0.26,887,0.00,0.00,33.33,16,19.00,1.14,77,5.51,-9.14,1.32,0.00,0.00,8
246200,-0.78,-3.12,15.16,12.96,178,0.28,874,0.00,0.00,33.33,16,19.00,1.12,77,5.51,-9.14,1.30,0.00,0.00,8
246466,-0.78,-3.12,15.16,12.96,178,0.27,862,0.00,0.00,33.33,16,19.00,1.10,77,5.51,-9.14,1.30,0.00,0.00,8
246732,-0.78,-3.12,15.16,12.80,178,0.28,822,0.00,0.00,33.33,16,21.00,1.05,77,5.51,-9.14,1.30,0.00,0.00,8
246998,-0.78,-3.12,15.27,12.72,178,0.28,833,0.00,0.00,33.33,16,16.50,1.07,77,5.66,-9.00,1.30,0.00,0.00,8
247264,0.00,-3.12,15.27,12.72,178,0.26,829,0.00,0.00,33.33,16,17.50,1.06,77,5.51,-9.14,1.28,0.00,0.00,8
247530,0.00,-3.12,15.16,12.64,178,0.27,810,0.00,0.00,33.33,16,18.50,1.04,77,5.51,-9.14,1.28,0.00,0.00,8
247795,0.00,-3.12,15.04,12.64,178,0.28,802,0.00,0.00,33.33,16,17.50,1.03,77,5.66,-9.00,1.30,0.00,0.00,8
248061,0.00,-3.12,14.81,12.88,178,0.27,818,0.00,0.00,33.33,16,14.50,1.05,77,5.80,-8.85,1.28,0.00,0.00,8
248327,0.00,-3.12,14.81,12.88,178,0.27,808,0.00,0.00,33.33,16,15.50,1.04,77,5.80,-8.85,1.26,0.00,0.00,8
248593,0.00,-3.12,14.81,12.80,178,0.28,805,0.00,0.00,33.33,16,15.50,1.02,77,5.80,-8.85,1.28,0.00,0.00,8
248859,0.00,-3.12,15.04,12.96,178,0.41,872,0.00,0.00,33.33,16,10.50,1.23,77,6.96,-7.69,1.46,0.00,0.00,8
249125,1.56,-2.34,15.62,14.40,178,0.73,1192,0.00,0.00,33.33,16,22.00,2.38,77,12.48,-2.18,2.16,0.00,0.00,8
249391,-10.94,-3.12,11.83,14.16,178,0.38,2130,0.00,0.00,33.33,16,28.00,3.36,77,8.56,-6.09,2.14,0.00,0.00,8
249657,-15.62,-2.34,12.29,13.76,178,0.72,2100,0.00,0.00,33.33,16,28.50,3.58,77,10.01,-4.64,2.26,1.57,14.51,8
249922,3.91,-1.56,19.41,13.44,178,0.90,1361,0.00,0.00,33.33,16,35.00,3.48,77,12.04,-2.61,2.16,1.96,14.51,8
250188,-1.56,-0.78,16.31,13.04,178,0.94,882,0.00,0.00,33.33,16,39.50,2.26,77,13.78,-0.87,1.94,2.35,15.69,8
250454,0.78,0.00,14.36,12.88,178,0.78,840,0.00,0.00,33.33,16,32.50,2.15,77,14.07,-0.58,1.82,2.35,16.08,8
250720,3.12,0.00,14.59,13.76,178,0.80,994,0.00,0.00,33.33,16,30.50,2.33,77,13.93,-0.73,1.90,3.14,16.86,8
250985,7.03,0.78,14.81,14.32,178,0.80,1187,0.00,0.00,33.33,16,26.00,2.79,77,13.78,-0.87,1.98,4.31,17.65,8
251251,14.84,2.34,15.39,13.92,178,0.83,1417,0.00,0.00,33.33,16,42.50,3.63,77,13.35,-1.16,2.08,4.31,18.04,8
251518,12.50,2.34,14.59,13.84,178,0.82,1647,0.00,0.00,33.33,16,31.00,4.22,77,13.06,-1.60,2.18,4.31,18.04,8
251783,10.16,2.34,14.36,13.76,178,0.80,1904,0.00,0.00,33.33,16,31.00,4.87,77,12.77,-1.89,2.26,4.31,18.04,8
252049,8.59,2.34,14.24,13.68,178,0.77,2140,0.00,0.00,33.33,16,45.00,5.02,77,12.48,-2.03,2.30,4.31,18.04,8
252315,7.03,2.34,14.36,13.68,178,0.75,2352,0.00,0.00,33.33,16,36.50,5.52,77,11.75,-2.61,2.34,3.92,17.25,8
252580,6.25,2.34,14.59,13.60,178,0.76,2508,0.00,0.00,33.33,16,31.00,5.89,77,11.17,-3.19,2.38,3.92,16.86,8
252846,5.47,2.34,14.47,13.60,178,0.73,2702,0.00,0.00,33.33,16,37.50,5.77,79,10.74,-3.77,2.42,3.53,16.47,8
253112,6.25,2.34,14.59,13.44,178,0.70,2920,0.00,0.00,66.67,16,36.00,6.10,79,10.45,-4.21,2.44,3.53,16.47,8
253378,4.69,2.34,14.59,13.44,178,0.59,3089,0.00,0.00,66.67,16,44.00,6.48,79,10.01,-4.64,2.46,3.53,0.00,8
253643,0.00,2.34,11.60,13.44,178,0.15,2950,0.00,0.00,66.67,16,21.50,0.00,79,3.63,-11.03,1.70,0.00,0.00,10
253909,0.00,2.34,11.25,13.60,178,0.23,2400,0.00,0.00,33.33,16,16.50,0.00,79,3.34,-11.32,1.58,0.00,0.00,10
254175,0.00,2.34,17.00,13.68,178,0.59,2028,0.00,0.00,33.33,16,19.00,2.59,79,7.25,-7.40,2.04,0.00,14.90,10
254441,4.69,2.34,14.93,13.68,178,0.91,1856,0.00,0.00,33.33,16,9.50,4.75,79,12.77,-1.89,2.28,5.49,20.00,8
254707,12.50,2.34,14.70,13.60,178,0.88,1863,0.00,0.00,33.33,16,36.50,5.17,79,13.64,-1.02,2.30,7.84,21.96,8
254973,16.41,2.34,14.01,13.68,178,0.87,1955,0.00,0.00,33.33,16,31.00,5.42,79,13.64,-1.02,2.30,7.84,21.96,8
255238,14.84,2.34,13.55,13.68,178,0.87,2054,0.00,0.00,33.33,16,31.00,5.70,79,13.64,-1.02,2.36,7.84,21.57,8
255505,8.59,2.34,13.55,13.68,178,0.86,2120,0.00,0.00,33.33,16,37.00,5.43,79,13.64,-1.02,2.36,7.45,20.78,8
255770,6.25,2.34,14.13,13.68,178,0.85,2214,0.00,0.00,33.33,16,33.50,5.67,79,13.20,-1.31,2.38,6.27,19.61,8
256036,4.69,2.34,14.36,13.60,178,0.81,2279,0.00,0.00,33.33,16,31.00,5.35,79,12.77,-1.89,2.38,4.71,18.04,8
256302,3.91,2.34,14.47,13.68,178,0.79,2381,0.00,0.00,33.33,16,33.50,5.59,79,12.33,-2.18,2.40,4.31,17.65,8
256568,3.12,2.34,14.70,13.60,178,0.82,2422,0.00,0.00,33.33,16,38.00,5.68,79,12.33,-2.32,2.42,4.71,18.04,8
256834,5.47,2.34,14.81,13.52,178,0.82,2514,0.00,0.00,33.33,16,45.50,5.90,79,12.19,-2.32,2.44,4.71,18.04,8
257099,5.47,2.34,14.81,13.44,178,0.80,2574,0.00,0.00,33.33,16,31.00,6.04,79,12.04,-2.61,2.46,4.71,18.04,8
257365,3.91,2.34,14.70,13.44,178,0.81,2626,0.00,0.00,33.33,16,34.00,6.16,79,12.04,-2.61,2.46,4.71,18.04,8
257631,4.69,2.34,14.59,13.44,178,0.82,2711,0.00,0.00,33.33,16,31.00,6.36,79,11.90,-2.61,2.50,4.71,18.43,8
257897,4.69,2.34,14.70,13.44,178,0.82,2790,0.00,0.00,33.33,16,16.50,6.48,79,12.04,-2.61,2.52,5.10,18.82,8
258164,3.91,2.34,14.59,13.28,178,0.83,2867,0.00,0.00,66.67,16,31.00,7.27,77,12.04,-2.61,2.54,5.49,18.82,8
258430,2.34,2.34,14.59,13.28,178,0.81,2964,0.00,0.00,66.67,16,46.00,6.84,77,12.04,-2.61,2.56,5.10,18.82,8
258695,1.56,2.34,14.59,13.52,178,0.80,3008,0.00,0.00,66.67,16,31.00,6.98,77,12.04,-2.61,2.56,5.10,18.82,8
258961,2.34,3.12,14.81,13.52,178,0.80,3084,0.00,0.00,66.67,16,36.00,7.12,77,12.04,-2.61,2.58,5.49,18.82,8
259226,1.56,3.12,14.59,13.52,178,0.80,3118,0.00,0.00,66.67,16,45.50,7.36,77,12.04,-2.61,2.58,5.49,19.22,8
259493,2.34,3.12,14.70,13.52,178,0.81,3175,0.00,0.00,66.67,16,45.50,7.45,77,12.04,-2.61,2.60,5.49,19.22,8
259759,2.34,3.12,14.59,13.60,178,0.80,3248,0.00,0.00,66.67,16,31.00,7.62,77,12.04,-2.61,2.62,5.49,19.22,8
260024,2.34,3.12,14.70,13.52,178,0.78,3363,0.00,0.00,66.67,16,38.50,7.89,77,12.04,-2.61,2.62,5.49,19.22,8
260291,0.78,3.12,14.59,13.44,178,0.78,3418,0.00,0.00,66.67,16,31.00,8.02,77,11.90,-2.76,2.64,5.49,19.22,8
260557,0.78,3.12,14.59,13.36,178,0.77,3490,0.00,0.00,66.67,16,34.00,8.19,77,11.75,-2.90,2.64,5.49,19.22,8
260823,-0.78,3.12,14.59,13.36,178,0.77,3552,0.00,0.00,66.67,16,44.50,7.58,77,11.75,-2.90,2.64,5.49,19.22,8
261088,-0.78,3.12,14.70,13.28,178,0.76,3620,0.00,0.00,66.67,16,45.50,8.49,77,11.61,-3.05,2.66,5.49,19.22,8
261355,-1.56,3.12,14.59,13.28,178,0.76,3651,0.00,0.00,66.67,16,45.50,7.79,77,11.46,-3.19,2.66,4.31,0.00,8
261620,0.00,3.12,11.37,13.36,178,0.30,3602,0.00,0.00,66.67,16,21.00,0.00,77,3.77,-10.74,2.12,0.00,0.00,10
261887,0.00,3.12,14.13,13.44,178,0.27,3060,0.00,0.00,66.67,16,17.50,0.00,77,3.77,-10.88,1.78,0.00,0.00,10
262153,0.00,3.12,23.66,13.60,178,0.53,2592,0.00,0.00,33.33,16,23.50,3.87,77,7.11,-8.56,2.22,0.00,14.51,10
262418,13.28,3.12,16.19,13.52,178,0.74,2574,0.00,0.00,33.33,16,38.00,6.04,77,10.74,-4.21,2.40,3.14,16.47,8
262684,17.19,3.12,14.36,13.60,178,0.74,2597,0.00,0.00,33.33,16,38.50,6.65,77,11.03,-3.77,2.40,3.53,16.47,8
262950,14.84,3.12,13.67,13.60,178,0.76,2656,0.00,0.00,33.33,16,46.00,6.80,77,11.17,-3.48,2.42,3.53,16.86,8
263217,12.50,3.12,13.44,13.60,178,0.77,2661,0.00,0.00,33.33,16,31.00,6.25,77,11.17,-3.48,2.44,3.92,16.86,8
263482,5.47,3.12,13.44,13.60,178,0.56,2693,0.00,0.00,33.33,16,33.00,6.32,77,9.72,-3.92,2.34,1.57,11.76,8
263747,-7.03,3.12,13.09,13.60,178,0.59,2713,0.00,0.00,33.33,16,28.50,4.63,77,8.71,-5.95,2.28,0.00,12.94,8
264013,-1.56,3.12,15.16,13.60,178,0.62,2713,0.00,0.00,33.33,16,43.00,5.29,77,9.14,-5.51,2.30,0.78,13.73,8
264279,3.12,3.12,14.93,13.68,178,0.65,2740,0.00,0.00,33.33,16,32.00,5.31,77,9.29,-5.37,2.32,1.18,14.12,8
264545,3.91,3.12,14.70,13.28,178,0.66,2770,0.00,0.00,33.33,16,29.00,5.87,77,9.58,-5.08,2.36,1.96,14.51,8
264810,3.91,3.12,14.59,13.20,178,0.66,2815,0.00,0.00,66.67,16,34.50,5.92,77,9.72,-4.93,2.36,1.96,14.12,8
265076,-1.56,3.12,14.13,13.28,178,0.63,2844,0.00,0.00,66.67,16,42.50,5.46,77,9.29,-5.37,2.34,1.57,14.51,8
265341,-0.78,3.12,14.70,13.36,178,0.66,2852,0.00,0.00,66.67,16,43.50,6.08,77,9.58,-5.08,2.38,1.96,14.90,8
265607,0.78,3.12,14.70,13.36,178,0.64,2871,0.00,0.00,66.67,16,29.00,6.13,77,9.58,-5.08,2.38,1.96,14.51,8
265873,1.56,3.12,14.70,13.44,178,0.67,2873,0.00,0.00,66.67,16,31.50,6.13,77,9.72,-4.93,2.40,2.35,15.29,8
266139,3.91,3.12,14.93,13.44,178,0.68,2901,0.00,0.00,66.67,16,35.00,6.19,77,10.01,-4.64,2.42,2.75,15.69,8
266405,4.69,3.12,14.70,13.44,178,0.70,2886,0.00,0.00,66.67,16,36.50,6.16,77,10.16,-4.50,2.44,2.75,15.69,8
266670,3.91,3.12,14.59,13.44,178,0.65,2932,0.00,0.00,66.67,16,30.50,6.25,77,9.00,-4.64,2.36,1.18,9.80,8
266936,-14.06,3.12,12.52,13.44,178,0.45,2908,0.00,0.00,66.67,16,30.00,4.34,77,7.11,-7.55,2.16,0.00,10.98,8
267202,-5.47,3.12,15.62,13.44,176,0.51,2966,0.00,0.00,66.67,16,42.50,5.06,77,7.84,-6.96,2.24,0.00,12.16,8
267468,2.34,3.12,15.39,13.44,176,0.53,2978,0.00,0.00,66.67,16,41.50,5.08,77,8.13,-6.53,2.26,0.00,12.55,8
267734,0.78,3.12,14.13,13.52,176,0.20,2936,0.00,0.00,66.67,16,23.50,3.76,77,4.35,-9.72,1.62,0.00,0.00,8
268000,0.00,2.34,11.37,13.52,176,0.14,2936,0.00,0.00,66.67,16,18.00,3.13,77,3.19,-11.46,1.68,0.00,0.00,10
268266,0.00,2.34,11.48,13.52,176,0.16,2907,0.00,0.00,66.67,16,15.50,0.00,77,3.05,-11.61,1.56,0.00,0.00,10
268532,0.00,1.56,14.93,13.52,176,0.14,2864,0.00,0.00,66.67,16,15.50,0.00,77,3.05,-11.61,1.52,0.00,0.00,10
268797,0.00,3.12,23.43,13.52,176,0.29,2881,0.00,0.00,66.67,16,23.50,3.08,77,4.21,-10.45,1.86,0.00,6.67,10
269063,0.00,2.34,19.41,13.52,176,0.17,2831,0.00,0.00,66.67,16,21.50,3.01,77,3.34,-11.32,1.62,0.00,0.00,10
269329,0.00,3.12,12.06,13.52,176,0.24,2841,0.00,0.00,66.67,16,28.00,3.04,77,3.77,-10.88,1.72,0.00,5.49,10
269594,-3.12,3.12,12.63,13.52,176,0.34,2835,0.00,0.00,66.67,16,29.50,3.64,77,5.22,-9.43,1.96,0.00,7.84,8
269860,9.38,3.12,15.04,13.52,176,0.35,2820,0.00,0.00,66.67,16,31.00,4.21,77,5.51,-9.14,2.00,0.00,8.24,8
270126,7.81,3.12,13.55,13.52,176,0.37,2816,0.00,0.00,66.67,16,30.50,4.21,77,5.80,-8.85,2.02,0.00,8.63,8
270392,0.00,3.12,14.01,13.52,174,0.39,2796,0.00,0.00,66.67,16,32.50,4.18,77,5.95,-8.71,2.04,0.00,9.02,8
270659,0.00,3.12,14.59,13.52,174,0.43,2802,0.00,0.00,66.67,16,29.50,4.19,77,6.24,-8.42,2.10,0.00,10.20,8
270925,1.56,3.12,14.81,13.60,174,0.45,2824,0.00,0.00,66.67,16,26.50,4.82,77,6.67,-7.98,2.14,0.00,10.59,8
271190,1.56,3.12,14.70,13.52,174,0.47,2826,0.00,0.00,66.67,16,27.00,4.82,77,6.96,-7.69,2.14,0.00,10.59,8
271456,0.78,3.12,14.59,13.60,174,0.47,2820,0.00,0.00,66.67,16,34.00,4.81,77,7.11,-7.55,2.16,0.00,10.98,8
271721,0.00,3.12,14.59,13.52,174,0.48,2821,0.00,0.00,66.67,16,27.50,4.81,77,7.11,-7.55,2.18,0.00,10.98,8
271986,0.78,3.12,14.70,13.60,174,0.50,2808,0.00,0.00,66.67,16,33.50,4.79,77,7.25,-7.40,2.18,0.00,11.37,8
272252,1.56,3.12,14.70,13.60,174,0.51,2874,0.00,0.00,66.67,16,42.00,4.91,77,7.55,-7.25,2.20,0.00,11.76,8
272518,2.34,3.12,14.59,13.60,174,0.27,2827,0.00,0.00,66.67,16,41.50,4.22,77,4.93,-8.42,1.68,0.00,0.00,8
272783,0.00,2.34,11.71,13.52,174,0.16,2852,0.00,0.00,66.67,16,19.50,3.04,77,3.19,-11.17,1.58,0.00,0.00,10
