Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-11.72,0.78,14.47,13.28,183,0.23,885,0.00,0.00,33.33,16,16.50,0.94,102,0.00,-10.30,1.26,0.00,0.00
257,-11.72,0.78,14.59,13.28,183,0.25,861,0.00,0.00,33.33,16,18.50,1.10,102,0.00,-10.30,1.26,0.00,0.00
514,-11.72,0.78,14.70,13.36,183,0.25,848,0.00,0.00,33.33,16,18.50,0.90,102,0.00,-10.01,1.28,0.00,0.00
772,-11.72,0.78,14.70,13.36,183,0.26,826,0.00,0.00,33.33,16,19.00,0.88,102,0.00,-10.01,1.28,0.00,0.00
1028,-10.94,0.78,15.04,13.28,183,0.25,813,0.00,0.00,33.33,16,18.00,0.87,102,0.00,-9.87,1.24,0.00,0.00
1286,-10.16,0.78,15.27,13.52,183,0.25,822,0.00,0.00,33.33,16,16.50,0.88,102,0.00,-9.87,1.26,0.00,0.78
1543,-8.59,-1.56,15.39,13.44,183,0.67,790,0.00,0.00,33.33,16,9.50,1.35,102,0.00,-7.84,1.58,0.00,5.88
1800,-1.56,-0.78,16.19,13.92,183,0.83,1154,0.00,0.00,33.33,16,7.50,2.46,102,0.00,-5.22,1.82,0.00,7.84
2057,-10.94,-0.78,13.90,13.68,183,0.63,1794,-2.11,0.00,33.33,16,24.50,3.44,102,0.00,-6.24,1.88,0.00,8.24
2314,-16.41,-0.78,13.67,13.52,183,0.62,1925,-2.11,0.00,33.33,16,28.00,3.30,102,-0.50,-7.55,1.90,0.00,9.02
