Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
82251,0.00,0.00,14.59,13.52,180,1.00,2383,66.67,24.50,11.17,93,14.22,-0.44,2.46,40.39,21.18
82477,-5.47,0.00,14.01,13.92,180,1.00,2382,66.67,28.00,10.65,93,14.22,-0.44,2.48,42.75,20.78
82702,-7.03,0.00,14.47,13.84,180,0.96,2401,66.67,30.50,10.68,93,13.93,-0.73,2.44,35.29,19.61
82928,-6.25,-1.56,14.70,13.60,180,0.97,2387,66.67,30.50,10.13,93,14.36,-0.44,2.42,26.67,19.22
83154,-6.25,0.00,14.59,13.84,180,0.97,2390,66.67,31.50,10.22,93,13.93,-0.73,2.46,35.29,20.00
83380,-4.69,0.00,14.81,13.84,178,0.98,2398,66.67,30.50,10.23,93,14.07,-0.73,2.44,30.59,19.22
83605,-5.47,-1.56,14.47,13.92,180,0.99,2396,66.67,30.00,10.20,93,14.07,-0.58,2.48,35.29,20.00
83831,-5.47,0.00,14.59,13.92,178,0.93,2406,66.67,32.00,10.25,93,13.78,-1.02,2.44,30.59,19.22
84057,-3.91,0.00,14.81,13.92,178,0.96,2397,66.67,31.50,10.21,93,13.93,-0.73,2.40,21.57,18.82
84282,-4.69,0.00,14.47,13.68,178,0.92,2402,66.67,33.50,9.77,93,13.49,-1.31,2.42,29.02,19.22
84508,-2.34,0.00,14.93,13.76,178,0.95,2410,66.67,32.00,10.32,93,13.78,-0.87,2.42,20.78,18.82
84734,-4.69,0.00,14.36,13.84,178,0.99,2428,66.67,32.00,9.87,93,13.64,-1.02,2.46,23.92,19.61
84960,-5.47,0.00,14.47,13.92,178,0.87,2439,66.67,34.50,9.35,93,12.77,-1.89,2.38,14.12,18.04
85186,-3.12,0.00,14.93,13.68,178,0.83,2438,66.67,34.50,9.33,93,12.77,-1.89,2.38,9.41,18.04
85412,-3.91,0.00,14.47,13.68,178,0.77,2432,66.67,35.50,8.81,93,12.04,-2.61,2.34,12.16,17.65
85637,-3.12,0.00,14.81,13.92,178,0.76,2414,66.67,36.50,8.78,93,11.90,-2.76,2.28,0.00,16.08
85863,-3.12,0.00,14.59,13.92,178,0.76,2412,66.67,37.50,8.25,93,11.61,-3.19,2.28,0.00,16.47
86089,-2.34,0.00,14.70,13.52,178,0.73,2418,66.67,38.00,8.27,93,11.32,-3.34,2.26,0.00,16.47
86314,-1.56,0.00,14.81,13.92,178,0.75,2423,66.67,38.00,8.79,93,11.32,-3.34,2.28,0.00,16.08
86540,-2.34,0.00,14.47,13.84,178,0.82,2446,66.67,37.00,8.87,93,11.46,-3.34,2.36,13.73,18.04
86766,-2.34,0.00,14.59,13.60,178,0.70,2440,66.67,38.00,8.32,93,11.32,-3.48,2.22,0.00,16.08
86992,-0.78,0.00,14.81,13.92,178,0.84,2446,66.67,37.00,8.89,93,11.61,-3.05,2.36,12.16,18.04
87218,0.00,0.00,14.81,13.84,178,0.79,2423,66.67,36.00,9.30,93,12.04,-2.76,2.30,1.96,16.86
87444,-1.56,0.00,14.36,13.76,178,0.78,2426,66.67,37.00,8.28,93,11.46,-3.19,2.28,0.39,16.47
87670,-0.78,0.00,14.70,13.84,180,0.81,2420,66.67,38.00,8.24,93,11.46,-3.34,2.20,0.00,15.69
87895,0.00,0.00,14.70,13.92,180,0.77,2449,66.67,38.50,8.38,93,11.17,-3.63,2.28,0.00,16.47
88121,-0.78,0.00,14.59,13.84,180,0.73,2451,66.67,39.00,7.85,93,10.88,-3.92,2.22,0.00,15.69
88347,0.00,0.00,14.59,13.92,180,0.70,2456,66.67,39.50,7.86,93,10.59,-4.06,2.24,0.00,15.69
88573,-0.78,0.00,14.36,14.00,180,0.52,2420,66.67,41.50,6.71,91,9.43,-5.22,2.06,0.00,13.73
88798,-0.78,0.00,14.59,13.76,180,0.52,2420,66.67,42.50,6.22,91,9.14,-5.66,2.04,0.00,13.33
89025,0.00,0.00,14.81,13.76,180,0.45,2422,66.67,43.00,5.71,93,8.42,-6.24,1.94,0.00,12.55
89250,2.34,0.00,15.04,13.68,180,0.44,2449,66.67,43.00,6.27,93,8.42,-6.24,1.86,0.00,11.76
89476,1.56,0.00,14.59,14.00,180,0.46,2450,66.67,42.50,5.21,93,7.40,-7.25,1.92,0.00,12.55
89702,3.12,0.00,15.04,14.00,180,0.38,2436,33.33,42.00,5.20,93,6.67,-7.98,1.84,0.00,11.76
89928,3.91,0.00,14.81,13.60,180,0.39,2416,33.33,41.50,5.12,93,6.38,-8.42,1.84,0.00,11.76
90154,7.81,0.00,15.62,13.92,180,0.27,2412,33.33,40.50,4.13,93,5.22,-9.43,1.70,0.00,10.20
90380,7.81,0.00,14.81,13.92,180,0.30,2402,33.33,40.50,4.63,93,5.22,-9.43,1.72,0.00,10.59
90606,7.81,0.00,14.70,13.76,180,0.42,2401,33.33,39.50,5.13,93,5.66,-9.00,1.90,0.00,12.94
90832,10.94,0.00,15.16,13.84,180,0.49,2396,66.67,38.00,5.63,93,6.96,-7.69,2.02,0.00,13.73
91058,10.94,0.00,14.70,13.76,180,0.67,2393,66.67,31.00,7.68,93,9.00,-5.66,2.20,0.00,16.47
91283,3.12,0.00,13.67,13.68,180,0.81,2429,66.67,27.00,8.78,93,10.88,-3.77,2.34,24.31,19.22
91509,-2.34,0.00,13.78,14.00,180,0.82,2424,66.67,29.50,8.80,93,12.04,-2.61,2.32,12.55,19.22
91735,-3.91,0.00,14.24,13.92,180,0.85,2428,66.67,33.00,8.82,93,11.90,-2.76,2.36,19.22,18.82
91961,-4.69,0.00,14.36,13.92,178,0.76,2430,66.67,37.00,8.31,93,11.32,-3.34,2.26,0.39,16.47
92187,-3.91,0.00,14.70,14.00,178,0.73,2413,66.67,38.00,8.25,93,11.03,-3.63,2.26,0.00,16.47
92413,-3.12,0.00,14.70,13.84,178,0.71,2413,66.67,38.50,7.72,93,10.74,-3.92,2.20,0.00,15.69
92638,-1.56,0.00,14.93,13.76,178,0.72,2428,66.67,39.00,7.75,93,10.88,-3.77,2.24,0.00,16.08
92865,0.00,0.00,14.93,13.84,178,0.73,2428,66.67,38.50,7.74,93,10.88,-3.77,2.30,5.10,16.86
93090,3.12,0.00,15.04,13.68,178,0.82,2451,66.67,37.00,8.86,93,11.75,-2.90,2.32,12.55,18.04
93316,3.12,0.00,14.59,13.84,178,0.88,2453,66.67,35.00,9.92,93,12.48,-2.18,2.38,20.78,18.82
93542,0.00,0.00,14.36,13.84,178,0.90,2436,66.67,34.50,9.87,93,12.77,-1.89,2.38,17.65,18.82
93768,-1.56,0.00,14.36,13.44,178,0.89,2437,66.67,34.50,9.91,93,12.77,-1.89,2.40,12.16,18.82
93994,-3.12,0.00,14.36,13.76,178,0.88,2468,66.67,34.50,9.49,93,12.77,-1.89,2.40,20.00,18.82
94220,-2.34,0.00,14.59,13.84,178,0.87,2473,66.67,35.00,9.48,93,12.62,-2.03,2.38,11.37,18.43
94446,-2.34,0.00,14.59,13.92,178,0.88,2469,66.67,35.00,9.45,93,12.77,-2.03,2.38,14.51,18.43
94671,-0.78,0.00,14.81,13.84,178,0.86,2473,66.67,35.50,9.48,93,12.77,-2.03,2.34,5.49,17.25
94897,-1.56,0.00,14.59,13.76,178,0.84,2489,66.67,36.00,9.03,93,12.48,-2.32,2.34,0.00,17.65
95123,-0.78,0.00,14.70,14.00,178,0.81,2479,66.67,37.00,8.96,93,11.90,-2.76,2.32,0.00,17.25
95349,0.00,0.00,14.70,13.92,178,0.73,2504,66.67,38.50,8.44,93,11.17,-3.48,2.28,0.00,16.08
95575,1.56,0.00,14.70,13.92,178,0.70,2495,66.67,39.50,8.01,93,10.74,-4.06,2.22,0.00,15.29
95801,3.12,0.00,14.93,13.84,178,0.63,2481,66.67,41.00,7.43,93,10.16,-4.64,2.14,0.00,14.51
96028,6.25,0.00,15.16,13.92,178,0.64,2498,66.67,41.00,7.48,93,10.30,-4.35,2.18,0.00,14.51
96253,7.03,0.00,14.59,13.76,178,0.57,2493,66.67,42.00,6.92,93,9.72,-4.93,2.08,0.00,14.12
96479,10.94,0.00,15.16,13.92,178,0.57,2514,66.67,42.50,6.96,93,9.43,-5.22,2.06,0.00,13.73
96705,11.72,0.00,14.93,13.84,178,0.47,2503,66.67,43.00,5.88,93,8.27,-6.38,2.00,0.00,12.94
96931,17.19,0.00,15.50,13.36,178,0.45,2480,66.67,43.50,5.83,93,8.27,-6.38,1.94,0.00,12.16
97157,19.53,0.00,15.16,13.92,178,0.49,2504,66.67,43.50,5.86,93,7.84,-6.82,2.04,0.00,13.33
97383,19.53,0.00,14.81,13.92,178,0.47,2482,66.67,43.50,6.36,93,8.13,-6.53,2.02,0.00,12.94
97609,17.97,0.00,14.36,13.60,178,0.60,2500,66.67,42.50,7.41,93,9.14,-5.66,2.12,0.00,14.90
97834,13.28,0.00,14.01,13.84,178,0.63,2503,66.67,40.50,8.03,93,10.16,-4.64,2.24,0.00,16.08
98060,6.25,0.00,13.55,13.92,178,0.76,2490,66.67,39.50,8.49,93,10.88,-3.77,2.28,0.00,17.25
98286,0.78,0.00,13.67,13.84,178,0.74,2516,66.67,39.50,8.04,93,10.88,-3.92,2.28,0.00,16.86
98512,0.00,0.00,14.36,13.76,178,0.69,2488,66.67,40.00,7.97,93,10.59,-4.06,2.22,0.00,15.69
98738,0.00,0.00,14.47,13.84,178,0.71,2506,66.67,40.50,8.04,93,10.59,-4.21,2.22,0.00,16.08
98964,0.00,0.00,14.59,14.00,178,0.65,2503,66.67,41.00,7.47,93,10.16,-4.50,2.20,0.00,15.29
99189,1.56,0.00,14.81,13.84,178,0.67,2528,66.67,41.00,7.47,93,10.30,-4.35,2.22,0.00,15.69
99416,1.56,0.00,14.59,13.92,178,0.63,2519,66.67,41.00,7.55,93,10.01,-4.64,2.18,0.00,14.90
99642,2.34,0.00,14.70,13.92,178,0.63,2504,66.67,41.00,7.50,93,10.16,-4.64,2.20,0.00,14.90
99867,3.12,0.00,14.70,13.68,178,0.66,2522,66.67,41.00,7.53,93,10.16,-4.64,2.20,0.00,15.29
100093,4.69,0.00,14.93,13.60,178,0.58,2504,66.67,42.00,6.94,93,9.58,-5.08,2.14,0.00,14.90
100319,7.81,0.00,15.16,13.92,178,0.58,2518,66.67,42.00,7.00,93,9.29,-5.37,2.12,0.00,14.51
100545,8.59,0.00,14.81,13.68,178,0.51,2493,66.67,43.50,6.41,93,8.56,-6.09,2.02,0.00,13.73
100771,10.94,0.00,14.93,13.60,178,0.61,2516,66.67,42.50,6.97,93,9.00,-5.66,2.10,0.00,14.12
100997,10.16,0.00,14.36,14.00,178,0.57,2499,66.67,43.00,6.94,93,8.85,-5.80,2.10,0.00,14.51
101223,9.38,0.00,14.47,13.84,178,0.61,2522,66.67,42.00,7.02,93,9.29,-5.37,2.16,0.00,15.29
101448,7.03,0.00,14.13,13.76,178,0.58,2501,66.67,42.50,6.93,93,9.00,-5.66,2.10,0.00,14.51
101675,7.03,0.00,14.36,13.92,178,0.53,2506,66.67,43.00,6.96,93,8.85,-5.80,2.06,0.00,13.73
101900,4.69,0.00,14.13,13.92,178,0.51,2514,66.67,43.50,6.46,93,8.27,-6.38,2.06,0.00,14.51
102125,7.03,0.00,14.93,13.68,178,0.58,2489,66.67,42.50,6.93,93,8.85,-5.95,2.10,0.00,14.51
102351,7.03,0.00,14.70,13.76,178,0.62,2513,66.67,40.50,8.05,93,9.72,-4.93,2.20,0.00,16.08
102577,3.12,0.00,14.13,13.92,178,0.71,2490,66.67,36.00,8.48,93,10.45,-4.21,2.26,0.00,17.25
102803,0.78,0.00,14.13,13.76,178,0.72,2508,66.67,33.50,8.55,93,11.03,-3.63,2.28,0.00,17.25
103029,-0.78,0.00,14.36,13.92,178,0.75,2490,66.67,37.00,8.54,93,11.17,-3.48,2.30,0.00,17.25
103254,-1.56,0.00,14.47,14.00,178,0.75,2486,66.67,38.50,8.47,93,11.32,-3.48,2.28,0.00,16.86
103480,-2.34,0.00,14.47,13.76,178,0.82,2494,66.67,37.50,9.08,93,11.61,-3.19,2.34,0.00,18.04
103706,-3.91,0.00,14.24,13.76,178,0.73,2496,66.67,38.50,8.52,93,11.17,-3.48,2.36,3.53,18.04
103932,-3.12,0.00,14.70,13.68,178,0.79,2507,66.67,38.00,8.52,91,11.46,-3.34,2.24,0.00,16.47
104158,-3.12,0.00,14.47,13.92,178,0.78,2474,66.67,38.00,8.48,91,11.17,-3.48,2.34,2.35,17.65
104384,-1.56,0.00,14.93,13.84,178,0.71,2508,66.67,39.00,8.51,91,11.32,-3.48,2.24,0.00,16.08
104610,-1.56,0.00,14.59,13.68,178,0.80,2514,66.67,38.00,8.58,91,11.46,-3.19,2.30,0.00,17.25
104835,-3.12,0.00,14.36,13.84,178,0.72,2498,66.67,39.00,7.98,91,11.03,-3.63,2.28,0.00,16.47
105061,0.00,0.00,14.93,13.76,178,0.75,2510,66.67,38.50,8.57,91,11.46,-3.34,2.24,0.00,16.08
105287,-0.78,0.00,14.59,13.84,178,0.80,2484,66.67,38.50,8.50,91,11.03,-3.63,2.34,2.35,17.25
105513,-0.78,0.00,14.59,13.84,178,0.72,2514,66.67,39.00,8.59,91,11.17,-3.48,2.26,0.00,16.47
105738,-0.78,0.00,14.59,13.92,178,0.81,2516,66.67,38.00,8.55,91,11.46,-3.19,2.32,0.00,17.25
105965,-0.78,0.00,14.47,13.92,178,0.71,2493,66.67,39.00,8.49,91,11.32,-3.34,2.30,0.00,16.86
106191,0.78,0.00,14.81,13.92,178,0.85,2507,66.67,37.00,9.10,91,11.90,-2.76,2.32,0.00,17.65
106417,-2.34,0.00,14.13,13.84,178,0.77,2493,66.67,38.00,8.48,91,11.46,-3.19,2.32,2.35,17.25
106643,-0.78,0.00,14.81,13.76,178,0.80,2504,66.67,37.50,9.07,91,11.75,-2.90,2.32,4.71,17.65
106868,-0.78,0.00,14.59,13.92,178,0.84,2488,66.67,36.50,9.11,91,12.04,-2.76,2.36,2.35,17.65
107094,-2.34,0.00,14.36,13.92,178,0.81,2492,66.67,37.00,9.03,91,12.04,-2.61,2.36,4.71,17.65
107320,-2.34,0.00,14.47,13.68,178,0.81,2507,66.67,36.00,9.66,91,12.19,-2.47,2.40,16.47,18.82
107546,-1.56,0.00,14.70,14.00,178,0.90,2494,66.67,35.00,10.11,91,12.91,-1.74,2.42,13.33,18.82
107772,-3.91,0.00,14.24,13.68,178,0.97,2511,66.67,34.00,10.21,91,13.06,-1.60,2.48,27.45,20.39
107998,-3.12,0.00,14.70,13.84,178,0.93,2497,66.67,33.50,10.69,91,13.64,-1.02,2.44,25.10,20.00
108223,-4.69,-1.56,14.36,13.92,178,0.98,2519,66.67,32.00,10.78,91,13.93,-0.73,2.52,40.78,21.18
108450,-4.69,-1.56,14.59,13.60,178,1.02,2506,66.67,30.00,11.23,91,14.51,-0.15,2.52,39.61,21.18
108676,-6.25,-1.56,14.36,13.92,178,0.96,2537,66.67,31.00,11.37,91,14.51,-0.29,2.50,27.45,20.00
108901,-8.59,-1.56,14.47,13.76,178,0.95,2518,66.67,31.50,10.78,91,14.07,-0.58,2.46,18.82,19.22
109127,-11.72,0.00,14.01,13.92,178,0.68,2538,66.67,38.00,8.67,91,12.04,-2.61,2.20,0.00,14.51
109353,-10.16,0.00,14.70,13.84,178,0.70,2506,66.67,40.50,8.03,91,10.74,-3.92,2.26,0.00,15.69
109579,-10.16,0.00,14.70,13.92,178,0.52,2538,66.67,42.00,7.04,91,9.72,-4.93,2.04,0.00,12.94
109805,-7.03,0.00,15.04,13.92,178,0.62,2514,66.67,42.50,6.40,91,9.58,-5.22,2.12,0.00,14.51
110031,2.34,0.00,16.42,13.92,178,0.52,2509,66.67,43.00,6.44,91,9.00,-5.66,2.04,0.00,13.33
110256,4.69,0.00,15.16,13.76,178,0.49,2503,66.67,43.50,6.42,91,8.56,-6.09,2.04,0.00,13.33
110483,7.03,0.00,15.27,13.92,178,0.41,2518,66.67,43.50,5.92,91,8.13,-6.67,1.82,0.00,11.37
110708,8.59,0.00,14.93,14.00,178,0.43,2495,33.33,42.50,4.84,91,6.67,-7.98,1.80,0.00,10.98
110934,11.72,0.00,15.27,13.84,178,0.31,2488,33.33,42.50,4.78,91,6.24,-8.56,1.84,0.00,11.76
111160,18.75,0.00,16.31,13.84,178,0.33,2490,33.33,41.50,4.79,91,5.95,-8.71,1.78,0.00,10.98
111386,21.09,0.00,15.39,13.92,178,0.36,2472,33.33,39.50,4.75,91,5.80,-8.85,1.80,0.00,11.37
111611,19.53,0.00,14.47,13.60,178,0.42,2466,33.33,37.50,5.25,91,6.53,-8.27,1.88,0.00,12.16
111838,17.97,0.00,14.59,13.84,178,0.61,2481,66.67,35.00,7.37,91,7.98,-6.67,2.12,0.00,15.29
112064,9.38,0.00,13.44,14.00,178,0.61,2445,66.67,28.50,7.90,91,9.00,-5.66,2.12,0.00,14.90
112289,-0.78,0.00,12.86,13.68,178,0.53,2438,66.67,30.50,6.80,91,8.71,-5.95,2.08,0.00,14.51
112515,-1.56,0.00,14.24,13.84,178,0.47,2446,66.67,32.00,6.31,91,8.71,-5.95,1.98,0.00,12.94
112741,-0.78,0.00,14.70,13.84,178,0.52,2445,66.67,30.00,6.83,91,9.00,-5.66,2.06,0.00,14.51
112967,0.78,0.00,14.81,14.00,178,0.50,2431,66.67,30.00,6.26,91,9.00,-5.66,2.12,0.00,14.90
113193,3.12,0.00,15.04,13.76,178,0.60,2439,66.67,27.50,7.25,91,9.72,-4.93,2.14,0.00,15.29
113419,2.34,0.00,14.47,13.76,178,0.64,2426,66.67,25.00,7.23,91,10.01,-4.64,2.14,0.00,15.29
113644,0.00,0.00,14.36,13.92,178,0.59,2439,66.67,26.50,7.30,91,10.01,-4.64,2.10,0.00,14.90
113870,0.78,0.00,14.70,13.92,178,0.53,2425,66.67,27.50,6.78,91,9.43,-5.22,2.16,0.00,15.29
114096,3.12,0.00,15.04,13.84,178,0.69,2439,66.67,24.00,7.31,91,10.16,-4.50,2.20,0.00,15.69
114322,2.34,0.00,14.47,13.92,178,0.69,2412,66.67,21.50,8.24,91,10.88,-3.92,2.24,0.00,16.47
114548,2.34,0.00,14.59,13.92,178,0.89,2420,66.67,21.00,9.81,91,12.48,-2.32,2.48,43.53,21.96
114774,-0.78,-1.56,14.24,13.60,178,1.09,2420,100.00,20.00,11.92,91,14.80,0.15,2.58,82.75,25.88
115001,-6.25,-1.56,13.78,13.76,178,1.17,2443,100.00,18.00,13.05,91,16.11,1.45,2.64,88.63,27.06
115226,-11.72,-1.56,13.55,13.84,178,1.18,2456,100.00,18.50,12.53,91,16.98,2.18,2.64,90.20,26.27
115453,-11.72,-1.56,14.47,13.44,178,1.14,2447,100.00,19.00,12.57,91,17.27,2.61,2.60,84.71,25.10
115678,-10.94,-1.56,14.70,13.84,178,1.12,2440,100.00,21.50,12.00,91,16.69,2.03,2.56,52.16,21.18
115904,-10.94,-1.56,14.59,13.68,178,1.04,2438,100.00,26.00,11.50,91,15.96,1.31,2.50,28.24,19.61
116130,-10.16,-1.56,14.70,13.84,178,0.97,2462,66.67,30.00,10.53,91,14.80,0.15,2.46,19.61,18.82
116355,-9.38,0.00,14.70,13.84,178,0.43,2452,66.67,41.00,6.30,91,10.45,-4.35,1.90,0.00,8.24
116582,-10.94,0.00,13.21,14.00,178,0.53,2400,33.33,27.00,0.00,91,4.50,-10.16,2.14,0.00,4.71
116808,0.00,0.00,13.21,14.08,178,0.66,2142,33.33,17.50,0.00,91,3.19,-11.46,2.10,0.00,3.92
117033,0.00,0.00,13.09,14.00,178,0.65,1888,33.33,16.00,0.00,91,2.90,-11.75,2.02,0.00,3.53
117259,0.00,0.00,11.37,13.92,178,0.72,1698,33.33,23.00,5.49,91,3.05,-11.75,1.94,0.00,5.10
117485,0.00,0.00,11.14,14.00,178,0.42,2084,33.33,12.00,5.96,91,3.92,-10.88,1.80,0.00,8.24
117711,0.00,0.00,11.14,14.00,178,0.27,2942,33.33,21.50,6.01,91,4.06,-10.59,1.74,0.00,9.41
117937,0.00,0.00,11.14,13.92,178,0.23,3083,33.33,45.00,5.86,91,4.79,-10.01,1.68,0.00,10.20
118162,-14.84,0.00,11.14,13.92,178,0.27,3036,33.33,45.00,5.18,91,4.79,-9.87,1.80,0.00,11.37
118388,-4.69,0.00,12.06,13.84,178,0.41,3054,66.67,45.00,7.19,91,6.67,-8.13,2.12,0.00,14.90
118615,-4.69,0.00,13.21,13.60,178,0.68,3061,66.67,44.00,10.42,91,9.58,-5.22,2.38,0.00,19.61
118841,-6.25,-1.56,11.71,13.84,178,0.81,3068,66.67,42.00,11.81,91,11.03,-3.63,2.48,9.41,21.57
119066,-7.03,-1.56,12.63,13.68,178,0.88,3084,66.67,39.00,13.07,91,12.33,-2.32,2.58,18.43,22.75
119292,-10.94,-1.56,12.98,13.36,178,0.98,3070,100.00,36.00,13.82,91,13.78,-0.87,2.66,25.88,24.31
119518,-17.19,-1.56,13.67,14.00,178,1.01,3106,100.00,33.00,13.79,91,14.80,0.00,2.68,28.24,24.71
119744,-17.19,-1.56,14.36,13.92,178,1.09,3092,100.00,31.00,14.45,91,15.82,1.16,2.76,32.16,25.10
119970,-17.19,-1.56,14.36,13.76,178,1.13,3106,100.00,28.50,15.30,91,16.54,1.89,2.78,30.59,24.71
120196,-16.41,-1.56,14.47,13.92,178,1.16,3142,100.00,27.00,16.11,91,17.12,2.47,2.82,32.16,25.10
120421,-15.62,-1.56,14.47,13.76,176,1.20,3165,100.00,25.00,16.04,91,17.70,3.05,2.84,31.76,25.10
120647,-14.84,-1.56,14.47,13.68,176,1.20,3163,100.00,25.00,16.79,91,18.14,3.48,2.88,31.76,25.10
120873,-14.06,-1.56,14.47,13.60,176,1.21,3164,100.00,24.00,16.93,91,18.43,3.77,2.88,32.94,25.49
121099,-13.28,-1.56,14.47,13.92,176,1.23,3183,100.00,23.50,16.98,91,18.72,4.06,2.90,34.51,25.49
121325,-11.72,-1.56,14.59,13.60,176,1.28,3222,100.00,21.50,17.69,91,19.15,4.50,2.92,34.51,25.88
121551,-11.72,-1.56,14.47,13.68,176,1.28,3245,100.00,21.50,17.79,91,19.30,4.64,2.94,34.12,25.88
121777,-10.94,-1.56,14.36,13.60,176,1.32,3260,100.00,19.50,17.91,90,19.73,5.08,2.96,36.86,26.27
122003,-10.16,-1.56,14.36,13.60,176,1.35,3246,100.00,19.50,18.85,90,19.88,5.22,3.00,38.82,26.67
122228,-7.81,-1.56,14.36,13.84,176,1.37,3264,100.00,19.00,19.45,90,20.46,5.66,3.00,35.29,26.27
122454,-7.81,-1.56,14.13,13.52,176,1.37,3308,100.00,18.50,19.53,90,20.75,5.95,3.02,38.04,26.67
122680,-7.81,-1.56,14.01,13.68,176,1.37,3298,100.00,19.00,19.80,90,20.89,6.24,3.02,38.04,26.27
122906,-7.03,-1.56,14.13,13.52,176,1.34,3342,100.00,18.50,19.77,90,21.04,6.38,3.02,36.47,26.67
123132,-7.03,-1.56,13.90,13.92,176,1.38,3329,100.00,19.00,20.04,90,21.18,6.38,3.04,38.04,26.67
123358,-7.03,-1.56,14.01,13.92,176,1.39,3368,100.00,18.50,19.98,90,21.18,6.53,3.04,38.43,27.06
123584,-7.03,-1.56,13.90,13.52,176,1.41,3395,100.00,18.50,20.89,90,21.47,6.82,3.12,38.04,29.02
123810,-7.03,-1.56,14.01,13.84,176,1.49,3389,100.00,17.00,21.79,90,22.35,7.69,3.12,34.90,29.02
124036,-8.59,-1.56,13.78,13.76,176,1.45,3396,100.00,18.00,21.15,90,21.91,7.25,3.10,33.73,28.24
124261,-7.81,-1.56,14.13,13.76,178,1.43,3428,100.00,18.00,20.60,90,21.47,6.82,3.08,27.06,27.45
124487,-6.25,-1.56,14.24,13.68,178,1.30,3439,100.00,20.50,19.96,90,20.46,5.66,3.00,34.90,26.67
124713,-4.69,-1.56,14.24,13.76,178,1.29,3459,100.00,22.50,19.26,90,19.73,4.93,3.02,34.90,26.67
124939,-6.25,-1.56,13.78,13.68,178,1.34,3480,100.00,21.50,20.14,90,19.88,5.22,3.04,34.90,26.67
125165,-7.03,-1.56,13.90,13.84,178,1.39,3488,100.00,20.50,20.91,90,20.31,5.66,3.06,33.73,27.06
125391,-10.16,-1.56,13.55,13.68,178,1.09,3530,100.00,27.00,17.20,90,18.43,3.77,2.84,1.57,21.18
125617,-5.47,-1.56,14.93,13.52,178,0.92,3541,100.00,38.00,14.98,90,15.82,1.16,2.70,2.75,21.57
125842,-5.47,-1.56,14.59,13.76,178,0.73,3519,66.67,42.50,12.88,90,12.77,-1.89,2.50,0.00,19.22
126068,-10.16,0.00,13.90,14.00,178,0.46,3520,66.67,44.50,9.85,90,9.72,-4.93,2.16,0.00,13.73
126294,-18.75,0.00,13.09,13.68,178,0.34,3544,66.67,45.00,6.03,90,6.24,-8.42,2.00,0.00,10.59
126520,-6.25,0.00,12.86,13.84,178,0.46,3488,33.33,45.00,8.22,90,4.06,-10.59,2.18,0.00,9.41
126746,-10.94,0.00,12.63,13.92,178,0.42,3484,33.33,45.00,8.22,90,3.77,-10.88,2.12,0.00,9.41
126972,-25.00,0.00,12.06,14.00,178,0.36,3456,33.33,45.00,6.69,90,3.77,-11.03,2.02,0.00,9.02
127197,-25.00,0.00,12.06,13.92,178,0.35,3439,33.33,45.00,5.94,90,3.63,-11.17,2.00,0.00,9.41
127424,0.00,0.00,11.14,13.92,178,0.29,3406,33.33,45.00,5.85,90,3.48,-11.17,1.86,0.00,9.02
127650,0.00,0.00,11.14,13.92,178,0.22,3404,33.33,36.00,5.86,90,2.76,-11.90,1.76,0.00,5.88
127875,0.00,0.00,11.48,13.92,178,0.23,3413,33.33,26.50,0.00,90,2.47,-12.19,1.78,0.00,5.88
128101,0.00,0.00,11.25,14.00,178,0.22,3387,33.33,24.00,0.00,91,2.47,-12.19,1.74,0.00,5.88
128327,0.00,0.00,11.14,14.08,178,0.27,3346,33.33,24.00,0.00,91,2.47,-12.33,1.72,0.00,5.88
128553,0.00,0.00,12.40,13.76,178,0.21,3358,33.33,24.00,0.00,91,2.47,-12.33,1.72,0.00,5.88
128779,0.00,0.00,14.70,13.92,178,0.20,3334,33.33,24.00,0.00,91,2.47,-12.19,1.70,0.00,5.88
129005,0.00,0.00,20.33,13.92,178,0.20,3293,33.33,24.00,0.00,91,2.47,-12.19,1.68,0.00,5.88
129231,0.00,0.00,20.33,14.00,178,0.20,3274,33.33,24.00,0.00,91,2.47,-12.19,1.66,0.00,5.88
129456,0.00,0.00,20.33,13.68,178,0.20,3290,33.33,24.00,0.00,91,2.47,-12.19,1.66,0.00,5.88
129682,0.00,0.00,20.33,13.84,178,0.18,3240,33.33,24.00,0.00,91,2.47,-12.19,1.64,0.00,5.88
129908,0.00,0.00,20.33,14.00,178,0.19,3236,33.33,24.00,0.00,91,2.47,-12.19,1.64,0.00,5.88
130133,0.00,0.00,20.33,13.60,178,0.18,3205,33.33,24.00,0.00,91,2.47,-12.19,1.64,0.00,5.88
130359,0.00,0.00,20.33,14.00,178,0.18,3210,33.33,24.00,0.00,91,2.47,-12.19,1.62,0.00,5.88
130585,0.00,0.00,20.33,13.84,178,0.18,3194,33.33,24.00,0.00,91,2.47,-12.19,1.62,0.00,5.88
130811,0.00,0.00,20.33,13.92,178,0.18,3182,33.33,24.00,0.00,91,2.47,-12.19,1.62,0.00,5.49
