Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
131037,0.00,0.00,20.33,13.92,178,0.18,3129,33.33,24.00,0.00,91,2.47,-12.19,1.62,0.00,5.88
131263,0.00,0.00,20.33,14.08,178,0.20,2897,33.33,24.00,0.00,91,2.47,-12.19,1.60,0.00,5.49
131488,0.00,0.00,20.33,14.00,178,0.20,2619,33.33,24.00,0.00,91,2.47,-12.19,1.58,0.00,5.49
131714,0.00,0.00,20.33,14.08,178,0.21,2381,33.33,24.00,0.00,93,2.32,-12.33,1.56,0.00,4.71
131940,0.00,0.00,20.33,14.08,178,0.23,2273,33.33,24.00,0.00,93,2.32,-12.33,1.56,0.00,4.31
132165,0.00,0.00,20.33,14.00,178,0.18,2602,33.33,24.00,0.00,93,2.32,-12.48,1.54,0.00,4.31
132391,0.00,0.00,20.33,13.84,178,0.16,3242,33.33,24.00,0.00,93,2.47,-12.33,1.56,0.00,5.49
132617,0.00,0.00,20.33,13.76,178,0.14,4090,33.33,24.00,0.00,93,2.18,-12.62,1.64,0.00,6.67
132843,0.00,0.00,20.33,14.00,178,0.18,4027,33.33,24.00,0.00,93,2.18,-12.48,1.72,0.00,7.84
133070,0.00,0.00,20.33,13.84,178,0.18,3987,33.33,24.00,0.00,93,2.32,-12.48,1.72,0.00,7.45
133296,0.00,0.00,20.33,13.76,178,0.18,3928,33.33,24.00,0.00,93,2.18,-12.48,1.74,0.00,7.45
133522,0.00,0.00,20.33,13.92,178,0.18,3902,33.33,24.00,0.00,93,2.32,-12.48,1.72,0.00,7.45
133748,0.00,0.00,20.33,14.00,178,0.19,3878,33.33,24.00,0.00,93,2.32,-12.48,1.72,0.00,7.45
133974,0.00,0.00,20.33,13.84,178,0.19,3894,33.33,24.00,0.00,93,2.18,-12.48,1.74,0.00,7.06
134199,0.00,0.00,20.33,13.92,178,0.19,3844,33.33,24.00,0.00,93,2.32,-12.48,1.74,0.00,7.06
134425,0.00,0.00,20.33,13.84,178,0.20,3852,33.33,24.00,0.00,93,2.32,-12.48,1.74,0.00,7.06
134651,0.00,0.00,20.33,14.00,178,0.19,3794,33.33,24.00,0.00,93,2.32,-12.48,1.74,0.00,7.06
134877,0.00,0.00,20.33,14.08,176,0.20,3775,33.33,24.00,0.00,93,2.32,-12.48,1.72,0.00,7.06
135102,0.00,0.00,20.33,14.00,176,0.19,3778,33.33,24.00,0.00,93,2.32,-12.48,1.72,0.00,7.06
135328,0.00,0.00,20.33,13.84,176,0.19,3767,33.33,24.00,0.00,93,2.32,-12.48,1.72,0.00,6.67
135554,0.00,0.00,20.33,14.00,176,0.18,3732,33.33,24.00,0.00,93,2.32,-12.48,1.70,0.00,6.67
135780,0.00,0.00,20.33,14.00,176,0.19,3719,33.33,24.00,0.00,93,2.32,-12.48,1.70,0.00,6.67
136005,0.00,0.00,20.33,13.76,176,0.19,3695,33.33,24.00,0.00,93,2.32,-12.48,1.70,0.00,6.67
136231,0.00,0.00,20.33,13.92,176,0.18,3639,33.33,24.00,0.00,93,2.32,-12.48,1.68,0.00,6.27
136458,0.00,0.00,20.33,13.60,176,0.18,3611,33.33,24.00,0.00,93,2.32,-12.48,1.68,0.00,6.27
136684,0.00,0.00,20.33,13.92,176,0.18,3598,33.33,24.00,0.00,93,2.32,-12.48,1.66,0.00,6.27
136910,0.00,0.00,20.33,13.84,176,0.18,3534,33.33,24.00,0.00,93,2.32,-12.33,1.64,0.00,5.88
137136,0.00,0.00,20.33,13.68,176,0.17,3507,33.33,24.00,0.00,93,2.32,-12.48,1.66,0.00,5.88
137362,0.00,0.00,20.33,13.76,176,0.18,3491,33.33,24.00,0.00,93,2.32,-12.33,1.66,0.00,5.88
137588,0.00,0.00,20.33,14.00,176,0.17,3452,33.33,24.00,0.00,93,2.32,-12.33,1.64,0.00,5.88
137814,0.00,0.00,20.33,14.00,176,0.19,3416,33.33,24.00,0.00,93,2.32,-12.33,1.66,0.00,5.88
138039,0.00,0.00,20.33,14.00,176,0.17,3366,33.33,24.00,0.00,93,2.47,-12.33,1.62,0.00,5.88
138266,0.00,0.00,20.33,13.92,176,0.18,3355,33.33,24.00,0.00,93,2.47,-12.33,1.62,0.00,5.88
138491,0.00,0.00,20.33,13.92,176,0.17,3306,33.33,24.00,0.00,93,2.47,-12.33,1.60,0.00,5.88
138717,0.00,0.00,20.33,14.08,176,0.17,3303,33.33,24.00,0.00,93,2.47,-12.33,1.60,0.00,5.88
138943,0.00,0.00,20.33,13.92,176,0.18,3248,33.33,24.00,0.00,93,2.47,-12.19,1.62,0.00,5.88
139169,0.00,0.00,20.33,13.92,176,0.17,3222,33.33,24.00,0.00,93,2.47,-12.19,1.62,0.00,5.88
139395,0.00,0.00,20.33,14.00,176,0.17,3229,33.33,24.00,0.00,93,2.47,-12.19,1.60,0.00,5.88
139620,0.00,0.00,20.33,14.00,176,0.17,3209,33.33,24.00,0.00,93,2.47,-12.19,1.60,0.00,5.49
139847,0.00,0.00,20.33,14.00,174,0.18,3188,33.33,24.00,0.00,93,2.47,-12.19,1.62,0.00,5.49
140072,0.00,0.00,20.33,13.84,174,0.18,3082,33.33,24.00,0.00,93,2.47,-12.19,1.58,0.00,5.49
140298,0.00,0.00,20.33,13.76,174,0.20,2800,33.33,24.00,0.00,93,2.61,-12.19,1.58,0.00,5.10
140524,0.00,0.00,20.33,14.00,174,0.19,2526,33.33,24.00,0.00,93,2.32,-12.33,1.52,0.00,4.31
140750,0.00,0.00,20.33,14.08,174,0.20,2258,33.33,24.00,0.00,93,2.18,-12.48,1.52,0.00,3.14
140976,0.00,0.00,20.33,13.68,174,0.22,2006,33.33,24.00,0.00,93,2.03,-12.62,1.50,0.00,2.35
141202,0.00,0.00,20.33,14.00,174,0.25,1768,33.33,23.50,0.00,93,2.18,-12.48,1.50,0.00,3.92
141427,0.00,0.00,20.33,14.08,174,0.28,1710,33.33,22.00,0.00,93,2.47,-12.19,1.52,0.00,4.31
141653,0.00,0.00,20.33,14.08,174,0.25,1904,33.33,24.00,0.00,93,2.61,-12.04,1.52,0.00,4.31
141879,0.00,0.00,20.33,13.92,174,0.21,2146,33.33,24.00,0.00,93,2.61,-12.19,1.50,0.00,4.31
142105,0.00,0.00,20.33,14.00,174,0.19,2490,33.33,24.00,0.00,93,2.32,-12.33,1.52,0.00,4.71
142331,0.00,0.00,20.33,14.08,174,0.17,2911,33.33,24.00,0.00,93,2.32,-12.33,1.54,0.00,5.49
142557,0.00,0.00,20.33,13.84,174,0.15,3562,33.33,24.00,0.00,93,2.47,-12.33,1.58,0.00,5.88
142783,0.00,0.00,20.33,14.00,174,0.11,4054,33.33,24.00,0.00,93,2.03,-12.62,1.66,0.00,7.45
143008,0.00,0.00,20.33,13.92,174,0.17,3944,33.33,24.00,0.00,93,2.32,-12.48,1.64,0.00,7.45
143235,0.00,0.00,20.33,14.00,174,0.18,3888,33.33,24.00,0.00,93,2.32,-12.48,1.68,0.00,7.45
143460,0.00,0.00,20.33,13.68,174,0.18,3805,33.33,24.00,0.00,93,2.32,-12.33,1.68,0.00,7.06
143686,0.00,0.00,20.33,13.92,174,0.17,3772,33.33,24.00,0.00,93,2.32,-12.48,1.68,0.00,6.67
143911,0.00,0.00,20.33,13.92,174,0.18,3700,33.33,24.00,0.00,93,2.32,-12.48,1.68,0.00,6.27
144138,0.00,0.00,20.33,13.60,174,0.18,3594,33.33,24.00,0.00,93,2.32,-12.48,1.66,0.00,6.27
144364,0.00,0.00,20.33,14.08,174,0.22,3540,33.33,24.00,0.00,93,2.32,-12.48,1.64,0.00,6.27
144590,0.00,0.00,20.33,14.08,174,0.19,3454,33.33,24.00,0.00,93,2.32,-12.33,1.66,0.00,6.27
144816,0.00,0.00,20.33,13.92,174,0.18,3360,33.33,24.00,0.00,93,2.47,-12.33,1.66,0.00,5.88
145042,0.00,0.00,20.33,14.00,174,0.19,3246,33.33,24.00,0.00,93,2.47,-12.19,1.66,0.00,5.88
145268,0.00,0.00,20.33,14.00,174,0.19,3154,33.33,24.00,0.00,93,2.47,-12.19,1.64,0.00,5.88
145494,0.00,0.00,20.33,13.92,174,0.19,3066,33.33,24.00,0.00,93,2.47,-12.19,1.62,0.00,5.49
145720,0.00,0.00,20.33,13.84,174,0.19,3002,33.33,24.00,0.00,93,2.47,-12.19,1.62,0.00,5.49
145946,0.00,0.00,20.33,14.00,174,0.20,2913,33.33,24.00,0.00,93,2.47,-12.19,1.60,0.00,5.49
146172,0.00,0.00,20.33,14.08,172,0.20,2807,33.33,24.00,0.00,93,2.47,-12.19,1.60,0.00,5.49
146397,0.00,0.00,20.33,14.08,172,0.20,2722,33.33,24.00,0.00,93,2.47,-12.19,1.56,0.00,5.49
146624,0.00,0.00,20.33,14.08,172,0.20,2620,33.33,24.00,0.00,93,2.47,-12.33,1.56,0.00,5.10
146849,0.00,0.00,20.33,13.84,172,0.20,2500,33.33,24.00,0.00,93,2.32,-12.33,1.54,0.00,4.71
147075,0.00,0.00,20.33,14.08,172,0.21,2420,33.33,24.00,0.00,93,2.32,-12.33,1.56,0.00,4.71
147301,0.00,0.00,20.33,13.76,172,0.21,2312,33.33,24.00,0.00,93,2.32,-12.48,1.52,0.00,4.71
147526,0.00,0.00,20.33,14.08,172,0.21,2238,33.33,24.00,0.00,93,2.32,-12.48,1.52,0.00,4.31
147752,0.00,0.00,20.33,14.00,172,0.22,2146,33.33,24.00,0.00,93,2.32,-12.33,1.52,0.00,4.31
147978,0.00,0.00,20.33,13.60,172,0.22,2100,33.33,24.00,0.00,93,2.32,-12.33,1.52,0.00,4.31
148204,0.00,0.00,20.33,14.08,172,0.29,2087,33.33,24.00,0.00,93,2.47,-12.33,1.52,0.00,3.92
148430,0.00,0.00,20.33,13.84,172,0.24,2020,33.33,24.00,0.00,93,2.47,-12.33,1.52,0.00,3.92
148656,0.00,0.00,20.33,14.08,172,0.24,1935,33.33,24.00,0.00,93,2.47,-12.19,1.54,0.00,4.31
148882,0.00,0.00,20.33,14.00,172,0.24,1947,33.33,24.00,0.00,93,2.61,-12.04,1.50,0.00,4.31
149108,0.00,0.00,20.33,14.00,172,0.31,1954,33.33,26.50,3.79,93,2.90,-11.75,1.72,0.00,9.41
149334,0.00,0.00,20.33,13.76,172,0.30,1948,33.33,24.00,4.18,93,4.50,-10.30,1.86,0.00,12.55
149560,0.00,0.00,20.33,14.00,172,0.49,1960,66.67,37.00,6.41,93,7.84,-6.82,1.88,0.00,12.55
149786,0.00,0.00,16.08,13.84,172,0.87,1980,66.67,31.50,8.05,93,9.72,-5.08,2.34,10.59,20.78
150012,-4.69,0.00,12.86,13.92,172,0.79,2030,66.67,27.00,8.24,93,11.17,-3.48,2.16,0.00,16.86
150237,-7.03,0.00,12.17,13.92,172,0.80,2091,66.67,26.50,8.90,93,12.19,-2.47,2.28,13.73,19.22
150463,-18.75,0.00,12.29,13.84,172,0.76,2110,66.67,32.00,7.58,93,11.46,-3.19,2.18,0.00,16.47
150689,-19.53,0.00,14.13,13.76,172,0.80,2240,66.67,35.00,7.53,93,12.04,-2.61,2.22,7.06,16.86
150915,-12.50,0.00,15.62,13.84,172,0.72,2285,66.67,37.00,7.25,93,10.88,-3.77,2.26,5.10,16.47
151141,-5.47,0.00,15.85,13.68,172,0.71,2366,66.67,37.50,8.05,93,11.03,-3.63,2.20,0.00,15.69
151367,-4.69,0.00,14.93,13.76,172,0.83,2422,66.67,36.50,8.80,93,11.46,-3.19,2.32,10.20,18.04
151593,-3.91,0.00,14.81,13.84,172,0.86,2480,66.67,35.50,9.50,93,11.90,-2.90,2.36,16.08,18.43
151818,-4.69,-1.56,14.59,13.92,172,0.95,2546,66.67,34.50,10.27,93,12.91,-1.89,2.48,30.98,20.78
152044,-5.47,-1.56,14.47,13.76,172,1.00,2622,66.67,32.00,11.73,93,13.78,-0.87,2.54,40.39,22.35
152270,-9.38,-1.56,14.13,13.92,172,1.02,2690,66.67,29.50,12.04,93,14.22,-0.44,2.58,35.69,22.35
152496,-10.94,-1.56,14.47,13.84,172,1.07,2798,100.00,28.50,13.01,93,15.09,0.29,2.64,30.98,23.53
152722,-9.38,-1.56,14.93,13.92,172,1.12,2862,100.00,26.50,14.55,93,15.67,1.02,2.70,38.82,24.71
152948,-10.16,-1.56,14.47,13.68,172,1.13,2919,100.00,26.00,15.65,93,16.54,1.89,2.74,36.47,24.71
153173,-10.94,-1.56,14.47,13.76,172,1.14,3021,100.00,25.50,16.09,93,17.27,2.47,2.80,37.25,25.10
153400,-13.28,-1.56,14.24,13.76,172,1.22,3135,100.00,23.50,16.66,93,17.85,3.05,2.88,47.45,26.67
153625,-9.38,-1.56,14.47,13.44,174,1.32,3232,100.00,19.00,18.58,93,19.30,4.64,2.96,45.49,28.63
153851,-9.38,-1.56,14.13,13.92,174,1.41,3327,100.00,17.50,20.67,93,20.60,5.80,3.06,42.35,29.41
154077,-10.16,-1.56,13.78,13.84,174,1.49,3438,100.00,17.00,22.08,93,21.76,7.11,3.14,40.39,30.20
154304,-8.59,-1.56,14.13,13.52,174,1.60,3546,100.00,15.00,24.34,93,23.22,8.42,3.24,38.82,31.37
154528,-7.81,-1.56,14.13,13.68,174,1.67,3698,100.00,14.00,26.55,93,24.52,9.87,3.30,35.69,34.90
154755,-9.38,-1.56,13.78,13.68,174,1.62,3803,100.00,15.50,26.95,93,24.81,10.01,3.32,34.51,34.90
154981,-8.59,-1.56,13.90,13.44,174,1.58,3959,100.00,16.00,26.80,93,24.09,9.43,3.32,35.29,35.29
155207,-7.03,-1.56,14.13,13.76,174,1.56,4075,100.00,17.00,27.51,93,23.51,8.85,3.34,36.08,35.29
155432,-6.25,-1.56,14.01,13.84,174,1.60,4170,100.00,17.00,29.45,93,23.22,8.42,3.40,35.69,35.29
155658,-6.25,-1.56,14.01,13.68,174,1.67,4301,100.00,16.00,31.34,93,23.22,8.56,3.46,35.29,36.08
155884,0.00,-1.56,13.90,13.76,174,1.70,4449,100.00,15.00,34.83,93,23.65,8.85,3.52,32.55,36.47
156110,0.00,-1.56,12.06,13.76,174,1.66,4589,100.00,16.50,37.00,91,23.51,8.71,3.52,28.24,35.69
156335,0.00,-1.56,11.14,13.68,174,1.56,4750,100.00,18.50,38.35,91,22.64,7.84,3.46,21.96,33.73
156562,0.00,-1.56,11.14,13.68,174,1.28,4847,100.00,22.50,34.11,91,19.73,4.93,3.18,0.00,25.49
156787,0.00,-1.56,11.14,13.84,174,0.84,4707,33.33,13.00,0.00,91,5.22,-9.43,2.86,0.00,9.80
157013,0.00,-1.56,11.94,14.00,174,0.66,4306,33.33,9.00,0.00,91,3.34,-11.46,2.54,0.00,9.41
157239,0.00,0.00,11.14,13.84,176,0.57,3906,33.33,23.50,0.00,91,2.90,-11.90,2.34,0.00,8.63
157465,0.00,-1.56,11.14,13.84,176,1.04,3372,100.00,15.50,17.70,91,12.48,-2.32,2.72,34.12,27.45
157691,0.00,-1.56,11.14,13.92,176,1.05,3404,100.00,32.50,19.05,91,15.53,0.73,2.86,47.06,30.98
157918,0.00,-1.56,11.14,13.76,176,1.23,3412,100.00,27.50,20.51,91,17.41,2.76,2.96,47.06,30.98
158144,0.00,-1.56,11.14,13.36,176,1.37,3475,100.00,21.00,23.12,91,19.59,4.79,3.10,47.06,31.37
158369,-9.38,-1.56,11.48,13.84,176,1.55,3531,100.00,17.50,24.25,91,21.91,7.11,3.20,41.57,32.94
158596,-17.19,-1.56,12.86,13.68,176,1.70,3596,100.00,13.50,24.36,91,24.38,9.72,3.32,38.43,34.90
158822,-11.72,-1.56,14.59,13.44,176,1.74,3648,100.00,13.50,26.67,91,25.68,10.88,3.34,31.76,35.69
159047,-11.72,-1.56,14.13,13.84,176,1.65,3694,100.00,15.00,26.16,91,24.96,10.30,3.26,34.51,36.47
159273,-10.16,-1.56,14.13,13.92,176,1.59,3758,100.00,16.50,24.86,91,23.80,9.14,3.24,36.47,35.69
159499,-8.59,-1.56,14.13,13.52,176,1.54,3847,100.00,17.00,25.21,91,23.36,8.56,3.26,36.86,34.90
159725,-8.59,-1.56,14.01,13.76,178,1.56,3848,100.00,18.00,25.64,91,23.22,8.42,3.28,35.69,33.73
159951,-8.59,-1.56,14.01,13.84,178,1.53,3947,100.00,17.50,25.85,91,23.22,8.56,3.28,33.33,33.33
160176,-9.38,-1.56,14.01,13.60,178,1.31,3965,100.00,21.50,22.82,91,21.33,6.67,3.06,9.80,24.71
160402,-6.25,-1.56,14.81,13.84,178,0.80,4021,100.00,37.50,15.33,91,14.95,0.29,2.60,0.00,18.04
160628,-7.03,0.00,14.47,14.08,178,0.43,4038,66.67,44.50,9.40,91,8.27,-6.38,2.22,0.00,12.94
160855,-6.25,0.00,12.86,13.76,178,0.58,3983,66.67,44.50,11.03,91,4.64,-10.01,2.48,0.00,12.94
161080,-22.66,0.00,11.14,13.76,178,0.51,3982,66.67,44.50,10.32,91,5.51,-9.29,2.32,0.00,12.94
161306,-25.00,0.00,11.14,13.68,178,0.56,4001,66.67,44.00,10.30,91,7.11,-7.55,2.42,0.00,18.43
161532,-5.47,-1.56,11.83,13.92,178,0.80,4072,66.67,42.00,14.89,91,10.88,-3.92,2.78,14.51,24.71
161758,-3.91,-1.56,13.90,13.92,178,1.12,4066,100.00,31.50,20.60,91,14.95,0.29,3.02,31.37,30.20
161984,-19.53,-1.56,12.29,13.60,178,0.97,4079,100.00,34.00,18.24,91,14.95,0.29,2.76,0.00,19.22
162210,-25.00,0.00,13.67,14.08,180,0.59,4034,66.67,24.00,8.71,91,6.09,-8.71,2.60,0.00,8.63
162435,0.00,-1.56,12.86,13.92,180,0.67,3924,33.33,15.00,0.00,91,2.90,-11.75,2.50,0.00,7.84
162661,0.00,0.00,11.94,13.76,180,0.59,3580,33.33,9.50,0.00,91,2.76,-11.90,2.30,0.00,7.06
162887,0.00,0.00,11.14,14.08,180,0.45,3238,33.33,10.00,0.00,91,2.76,-11.90,2.10,0.00,6.27
163113,0.00,0.00,11.14,13.92,180,0.39,2947,33.33,24.00,0.00,91,2.76,-12.04,1.96,0.00,5.49
163339,0.00,0.00,11.14,13.92,180,0.32,2989,33.33,24.00,0.00,91,2.61,-12.19,1.88,0.00,5.49
163565,0.00,0.00,11.14,14.08,180,0.26,3014,33.33,24.00,0.00,91,2.47,-12.19,1.88,0.00,5.49
163791,0.00,0.00,12.06,14.08,180,0.29,2990,33.33,24.00,0.00,91,2.61,-12.19,1.80,0.00,5.49
164016,0.00,0.00,14.36,14.00,180,0.25,2952,33.33,24.00,0.00,91,2.61,-12.19,1.72,0.00,5.49
164242,0.00,0.00,19.75,14.08,180,0.25,2929,33.33,24.00,0.00,91,2.61,-12.19,1.70,0.00,5.49
164468,0.00,0.00,20.33,14.08,180,0.24,2899,33.33,24.00,0.00,91,2.61,-12.19,1.72,0.00,5.49
164694,0.00,0.00,20.33,13.84,180,0.24,2868,33.33,24.00,0.00,91,2.61,-12.19,1.68,0.00,5.49
164920,0.00,0.00,20.33,13.92,180,0.23,2861,33.33,24.00,0.00,93,2.61,-12.19,1.68,0.00,5.49
165145,0.00,0.00,20.33,13.68,180,0.22,2840,33.33,24.00,0.00,93,2.47,-12.19,1.64,0.00,5.49
