Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
93383,-3.12,0.00,15.73,13.44,192,0.29,817,0.00,0.00,33.33,14,8.50,1.05,81,0.00,-9.14,1.32,0.00,0.00,13.05
93649,-3.12,0.00,15.62,13.28,192,0.28,821,0.00,0.00,33.33,14,9.50,1.05,81,0.00,-9.14,1.30,0.00,0.00,13.05
93915,-2.34,0.00,15.85,13.44,192,0.28,849,0.00,0.00,33.33,14,7.00,1.09,81,0.00,-9.29,1.30,0.00,0.00,13.05
94181,-2.34,0.00,15.50,13.52,192,0.28,822,0.00,0.00,33.33,14,11.00,1.08,81,0.00,-9.29,1.32,0.00,0.00,13.05
94447,-2.34,0.00,14.93,13.52,192,0.28,840,0.00,0.00,33.33,14,8.50,1.09,81,0.00,-9.29,1.32,0.00,0.00,13.05
94713,-2.34,0.00,15.04,13.44,192,0.28,858,0.00,0.00,33.33,14,8.50,1.05,81,0.00,-9.14,1.30,0.00,0.00,13.05
94979,-1.56,0.00,15.27,13.44,192,0.30,838,0.00,0.00,33.33,14,10.50,1.07,81,0.00,-9.14,1.36,0.00,0.78,13.05
95244,1.56,0.00,15.96,13.36,192,0.47,865,0.00,0.00,33.33,14,4.50,1.29,81,0.00,-8.56,1.52,0.00,2.75,25.35
95510,3.91,0.00,15.62,13.76,192,0.42,984,0.00,0.00,33.33,14,6.00,1.47,81,0.00,-7.55,1.54,0.00,2.75,29.57
95776,-1.56,0.00,14.36,13.84,192,0.37,1114,0.00,0.00,33.33,14,9.50,1.66,81,0.00,-7.69,1.54,0.00,2.75,39.77
96041,-1.56,0.00,14.47,13.84,192,0.36,1152,0.00,0.00,33.33,14,12.50,1.47,81,0.00,-7.98,1.54,0.00,3.14,26.41
96307,-0.78,0.00,14.93,13.92,192,0.34,1221,0.00,0.00,33.33,14,16.50,1.56,81,0.00,-8.42,1.54,0.00,3.14,26.41
96573,2.34,0.00,15.39,13.92,192,0.34,1240,0.00,0.00,33.33,14,20.00,1.59,81,0.00,-8.85,1.54,0.00,3.14,26.41
96839,3.91,0.00,15.39,13.92,192,0.32,1332,0.00,0.00,33.33,14,25.00,1.70,81,0.00,-9.14,1.54,0.00,3.14,26.41
97105,2.34,0.00,14.70,13.92,192,0.31,1388,0.00,0.00,33.33,14,29.00,1.78,81,0.00,-9.29,1.54,0.00,3.14,40.82
97371,-0.78,0.00,14.24,13.92,192,0.31,1391,0.00,0.00,33.33,14,26.00,1.78,81,0.00,-9.58,1.54,0.00,3.14,26.41
97636,-1.56,0.00,14.47,13.92,192,0.32,1373,0.00,0.00,33.33,14,26.00,1.76,81,0.00,-9.43,1.54,0.00,3.14,41.52
97902,-0.78,0.00,14.81,13.92,192,0.32,1397,0.00,0.00,33.33,14,41.50,1.79,81,0.00,-9.43,1.54,0.00,3.14,26.41
98168,0.00,0.00,14.93,13.84,192,0.32,1365,0.00,0.00,33.33,14,33.00,1.75,81,0.00,-9.43,1.54,0.00,3.14,31.33
98434,0.00,0.00,14.81,13.68,192,0.36,1249,0.00,0.00,33.33,14,32.50,1.60,82,0.00,-9.43,1.54,0.00,3.14,26.41
98699,-0.78,0.00,14.70,13.68,192,0.40,1140,0.00,0.00,33.33,14,34.00,1.46,82,0.00,-9.00,1.54,0.00,3.14,26.41
98965,-3.12,0.00,14.47,13.68,192,0.39,1067,0.00,0.00,33.33,14,33.00,1.67,82,0.00,-8.42,1.54,0.00,3.14,33.44
99231,-8.59,0.00,13.67,13.60,192,0.38,1155,0.00,0.00,33.33,14,30.00,1.47,82,0.00,-8.42,1.54,0.00,3.14,31.33
99497,-8.59,0.00,14.13,13.60,192,0.38,1129,0.00,0.00,33.33,14,29.50,1.47,82,0.00,-8.42,1.54,0.00,3.14,29.92
99762,-6.25,0.00,14.93,13.68,192,0.37,1219,0.00,0.00,33.33,14,26.00,1.56,82,0.00,-8.56,1.54,0.00,3.14,26.41
100028,-1.56,0.00,15.39,13.60,192,0.36,1243,0.00,0.00,33.33,14,30.50,1.59,82,0.00,-8.71,1.56,0.00,3.14,32.03
100294,0.00,0.00,15.39,13.92,192,0.37,1268,0.00,0.00,33.33,14,26.00,1.62,82,0.00,-8.71,1.58,0.00,3.53,26.41
100560,-2.34,0.00,14.70,13.92,192,0.41,1270,0.00,0.00,33.33,14,26.00,1.90,82,0.00,-8.56,1.62,0.00,4.31,30.62
100826,-3.91,-0.78,14.47,13.84,192,0.46,1260,0.00,0.00,33.33,14,32.00,1.88,82,0.00,-8.13,1.66,0.00,4.71,40.47
101092,-3.12,-0.78,14.70,13.84,192,0.46,1277,0.00,0.00,33.33,14,26.00,1.91,82,0.00,-7.84,1.66,0.00,5.10,26.41
101358,-2.34,-0.78,14.93,13.84,192,0.47,1305,0.00,0.00,33.33,14,26.00,1.95,82,0.00,-7.69,1.70,0.00,5.49,32.38
101623,-0.78,0.00,15.04,13.76,192,0.52,1330,0.00,0.00,33.33,14,40.50,2.27,82,0.00,-7.11,1.76,0.00,6.27,33.44
101889,0.00,2.34,15.04,13.68,192,0.50,1386,0.00,0.00,33.33,14,41.50,2.37,82,0.00,-7.11,1.76,0.00,6.27,41.17
102155,-2.34,2.34,14.47,13.60,192,0.48,1468,0.00,0.00,33.33,14,41.50,2.50,82,0.50,-7.25,1.76,0.00,6.27,26.41
102420,-3.91,1.56,14.47,13.68,192,0.47,1524,0.00,0.00,33.33,14,40.00,2.28,82,0.00,-7.40,1.78,0.00,6.27,26.41
102686,-4.69,1.56,14.59,13.68,192,0.59,1631,0.00,0.00,33.33,14,34.50,2.78,82,1.00,-7.25,1.96,0.00,9.41,40.12
102952,-0.78,1.56,15.16,13.60,192,0.54,1652,0.00,0.00,33.33,14,28.00,3.17,82,1.50,-6.24,1.96,0.00,9.41,40.12
103218,-0.78,1.56,14.93,13.52,192,0.54,1798,0.00,0.00,33.33,14,28.00,3.07,82,1.50,-6.53,1.96,0.00,9.41,26.41
103484,0.00,1.56,14.70,13.60,192,0.51,1899,0.00,0.00,33.33,14,28.00,3.24,82,1.50,-6.82,1.96,0.00,9.41,34.49
103750,0.00,1.56,14.59,13.60,192,0.48,2009,0.00,0.00,33.33,14,42.00,3.50,82,1.50,-6.96,1.98,0.00,9.41,28.87
104015,0.78,1.56,14.81,13.68,192,0.47,2099,0.00,0.00,33.33,14,30.50,3.17,82,0.50,-7.25,1.98,0.00,9.41,33.09
104281,0.78,1.56,14.59,13.68,192,0.44,2186,0.00,0.00,33.33,14,26.50,3.34,82,0.00,-7.69,1.98,0.00,9.41,33.44
104547,0.00,1.56,14.59,13.68,192,0.44,2325,0.00,0.00,33.33,14,26.00,3.47,82,0.00,-7.98,2.00,0.00,9.41,26.41
104812,0.00,1.56,14.59,13.76,192,0.44,2407,0.00,0.00,33.33,14,34.00,3.59,82,0.00,-8.27,2.02,0.00,9.80,40.47
105078,0.78,1.56,14.59,13.76,192,0.43,2491,0.00,0.00,33.33,14,26.00,3.72,82,0.00,-8.42,2.02,0.00,9.80,26.41
105344,0.00,1.56,14.59,13.60,192,0.42,2539,0.00,0.00,33.33,14,34.00,3.79,82,0.00,-8.56,2.02,0.00,9.80,41.17
105610,-0.78,1.56,14.59,13.60,192,0.38,2608,0.00,0.00,33.33,14,26.00,3.90,82,0.00,-8.71,1.88,0.00,1.57,33.44
105876,0.00,0.00,12.98,13.52,192,0.09,2391,0.00,0.00,33.33,14,22.50,0.00,82,0.00,-12.04,1.30,0.00,0.00,24.65
106142,0.00,0.00,13.09,13.44,192,0.12,1973,0.00,0.00,33.33,14,17.50,0.00,82,0.00,-11.90,1.30,0.00,0.00,15.86
106407,0.00,0.00,17.57,13.36,192,0.74,1413,0.00,0.00,33.33,14,5.50,2.71,82,0.00,-7.40,2.04,0.00,10.98,29.57
106673,0.00,1.56,16.65,13.44,192,0.76,1498,0.00,0.00,33.33,14,12.50,3.20,82,2.00,-4.21,2.08,0.39,13.33,26.41
106940,5.47,1.56,15.16,13.60,192,0.83,1609,0.00,0.00,33.33,14,37.50,3.78,82,3.50,-2.90,2.20,3.14,16.47,26.41
107206,10.16,1.56,14.93,13.60,192,0.85,1666,-2.11,0.00,33.33,14,28.50,4.27,82,2.00,-2.32,2.22,3.92,17.25,34.14
107472,12.50,1.56,14.36,13.60,192,0.86,1772,-2.11,0.00,33.33,14,43.50,4.54,82,2.00,-2.18,2.24,4.31,18.04,26.41
107737,10.94,1.56,13.78,13.68,192,0.84,1890,-2.11,0.00,33.33,14,28.50,4.84,82,2.00,-2.18,2.28,4.71,18.04,26.41
108004,5.47,1.56,14.01,13.68,192,0.82,1954,-2.11,0.00,33.33,14,36.00,5.00,82,2.00,-2.18,2.30,4.71,18.04,41.17
108270,4.69,1.56,14.24,13.68,192,0.82,2065,-2.11,0.00,33.33,14,43.00,4.85,81,2.00,-2.32,2.30,4.31,18.04,40.82
108536,3.91,1.56,14.47,13.68,192,0.80,2140,0.00,0.00,33.33,14,30.50,5.15,81,4.00,-2.47,2.32,4.31,17.65,31.33
108802,3.91,1.56,14.59,13.76,192,0.79,2249,0.00,0.00,33.33,14,34.50,5.33,81,4.00,-2.76,2.36,4.31,17.65,33.09
109067,2.34,1.56,14.47,13.84,192,0.78,2314,0.00,0.00,33.33,14,30.50,5.56,81,4.00,-3.05,2.36,3.92,17.25,26.41
109333,3.12,1.56,14.59,13.76,192,0.78,2412,0.00,0.00,33.33,14,45.00,5.71,81,4.00,-3.34,2.40,3.92,17.25,26.41
109600,2.34,1.56,14.70,13.84,192,0.75,2527,0.00,0.00,33.33,13,44.50,5.93,81,4.00,-3.63,2.38,3.53,16.86,26.41
109866,3.12,1.56,14.70,13.52,192,0.73,2610,0.00,0.00,33.33,13,44.50,5.57,81,3.50,-3.92,2.40,3.53,16.47,30.62
110132,2.34,1.56,14.59,13.60,192,0.72,2688,0.00,0.00,33.33,13,30.00,5.73,81,3.50,-4.35,2.40,3.14,16.08,40.47
110398,1.56,1.56,14.70,13.68,192,0.69,2774,0.00,0.00,33.33,13,35.50,5.92,81,3.50,-4.64,2.40,2.75,15.69,26.41
110664,1.56,1.56,14.59,13.52,192,0.62,2817,0.00,0.00,66.67,13,31.50,5.41,81,2.50,-5.37,2.30,0.78,11.76,26.41
110930,-10.16,1.56,13.09,13.68,192,0.12,2774,0.00,0.00,66.67,13,26.00,2.96,81,0.00,-10.45,1.36,0.00,0.00,24.30
111196,0.00,-0.78,11.60,13.76,192,0.14,2475,0.00,0.00,33.33,13,24.50,0.00,81,0.00,-12.19,1.60,0.00,0.00,21.48
111462,0.00,0.00,12.40,13.76,192,0.17,2029,0.00,0.00,33.33,13,15.50,0.00,81,0.00,-11.75,1.38,0.00,0.00,15.86
111728,0.00,-0.78,21.25,13.92,192,0.40,2028,0.00,0.00,33.33,13,8.50,3.03,81,0.00,-9.14,1.94,0.00,9.80,31.68
111994,0.00,1.56,15.73,13.84,192,0.50,2024,0.00,0.00,33.33,13,34.00,3.02,81,0.50,-7.11,1.98,0.00,9.80,41.52
112260,12.50,1.56,15.62,13.92,192,0.51,2020,0.00,0.00,33.33,13,17.50,3.45,81,1.00,-6.53,2.02,0.00,10.20,30.98
112526,14.84,1.56,14.47,13.84,192,0.52,2023,0.00,0.00,33.33,13,41.50,3.88,81,1.00,-6.24,2.04,0.00,10.59,34.49
112792,14.06,1.56,13.67,13.92,192,0.54,2072,0.00,0.00,33.33,13,27.50,3.98,81,1.00,-6.24,2.06,0.00,10.59,40.82
113058,10.94,1.56,13.55,13.92,192,0.54,2086,0.00,0.00,33.33,13,27.50,4.00,81,1.00,-6.24,2.06,0.00,10.98,26.41
113324,3.91,1.56,13.67,13.92,192,0.53,2111,0.00,0.00,33.33,13,41.50,3.63,81,1.00,-6.24,2.06,0.00,10.98,26.41
113590,3.91,1.56,14.47,13.92,192,0.52,2170,0.00,0.00,33.33,13,27.50,3.70,81,1.00,-6.38,2.08,0.00,10.98,26.41
113856,3.91,1.56,14.70,13.84,194,0.52,2178,0.00,0.00,33.33,13,31.50,3.72,81,1.00,-6.53,2.04,0.00,10.98,40.12
114121,3.91,1.56,14.70,13.92,194,0.51,2208,0.00,0.00,33.33,13,27.00,3.77,81,1.00,-6.53,2.08,0.00,10.98,26.41
114386,5.47,1.56,14.81,13.92,194,0.52,2230,0.00,0.00,33.33,13,27.00,3.81,81,1.00,-6.67,2.08,0.00,10.98,26.41
114652,4.69,1.56,14.59,13.76,194,0.62,2240,0.00,0.00,33.33,13,27.00,4.30,81,1.00,-6.53,2.20,0.00,13.73,26.41
114917,6.25,1.56,14.81,13.76,194,0.69,2278,0.00,0.00,33.33,13,42.50,4.86,81,2.00,-4.93,2.26,1.96,14.90,40.12
115184,6.25,1.56,14.59,13.84,194,0.70,2323,0.00,0.00,33.33,13,42.50,4.96,81,3.00,-4.50,2.30,2.35,15.29,31.33
115450,6.25,1.56,14.70,13.84,194,0.69,2377,0.00,0.00,33.33,13,43.50,5.07,81,3.00,-4.35,2.30,2.75,15.69,26.41
115717,6.25,1.56,14.59,13.84,194,0.74,2402,0.00,0.00,33.33,13,29.50,5.12,81,3.50,-4.21,2.34,3.14,16.47,26.41
115983,4.69,1.56,14.59,13.84,194,0.75,2470,0.00,0.00,33.33,13,37.50,5.80,79,3.50,-3.77,2.36,3.92,17.25,41.17
116249,5.47,1.56,14.70,13.84,194,0.77,2482,0.00,0.00,33.33,13,43.00,5.82,79,3.50,-3.63,2.40,4.31,17.65,29.57
116515,4.69,1.56,14.59,13.84,194,0.85,2528,0.00,0.00,33.33,13,44.00,5.93,79,3.50,-3.48,2.42,4.31,17.65,33.09
116781,3.12,1.56,14.36,13.84,194,0.78,2574,0.00,0.00,33.33,13,35.50,6.04,79,3.50,-3.48,2.42,4.31,17.65,40.47
117046,3.12,1.56,14.47,13.84,194,0.78,2607,0.00,0.00,33.33,13,29.50,6.12,79,3.50,-3.48,2.44,4.31,17.65,41.52
117312,3.12,1.56,14.59,13.84,194,0.78,2627,0.00,0.00,33.33,13,44.00,6.16,79,3.50,-3.63,2.44,4.31,17.65,41.52
117578,2.34,1.56,14.59,13.84,194,0.78,2690,0.00,0.00,33.33,13,44.50,6.31,79,3.50,-3.63,2.46,4.31,17.65,40.12
117844,3.91,1.56,14.70,13.84,194,0.76,2737,0.00,0.00,33.33,13,37.50,6.42,79,3.50,-3.77,2.46,4.31,17.65,26.41
118110,3.91,1.56,14.70,13.84,194,0.76,2768,0.00,0.00,33.33,13,36.50,6.52,79,3.50,-3.77,2.46,4.31,17.65,26.41
118376,3.91,2.34,14.70,13.92,194,0.76,2821,0.00,0.00,33.33,13,29.50,6.62,79,3.50,-3.92,2.46,4.31,17.65,26.41
118642,1.56,2.34,14.47,13.68,194,0.77,2816,0.00,0.35,66.67,13,30.00,6.01,79,4.00,-3.92,2.48,4.31,17.25,26.41
118908,0.00,2.34,14.59,13.68,194,0.74,2852,0.00,0.35,66.67,13,30.00,6.08,79,4.00,-4.06,2.48,3.92,17.25,26.41
119174,0.00,2.34,14.47,13.68,194,0.72,2861,0.00,0.35,66.67,13,33.00,6.10,79,4.00,-4.21,2.44,3.92,16.08,26.41
119440,-5.47,2.34,13.44,13.68,194,0.12,2871,0.00,0.00,66.67,13,41.00,3.68,79,0.00,-7.11,1.66,0.00,0.00,28.52
119706,0.00,2.34,11.60,13.92,194,0.19,2618,0.00,0.00,66.67,13,22.50,0.00,79,0.00,-12.19,1.70,0.00,0.00,20.43
119972,0.00,1.56,11.94,13.76,194,0.16,2148,0.00,0.00,33.33,13,14.00,0.00,79,0.00,-11.90,1.34,0.00,0.00,15.86
120237,0.00,-0.78,15.16,13.76,194,0.35,1748,0.00,0.00,33.33,13,15.50,1.86,79,0.00,-10.45,1.80,0.00,8.63,20.08
120503,0.00,0.00,19.41,13.76,194,0.55,1958,0.00,0.00,33.33,13,8.00,3.34,79,0.00,-6.67,2.06,0.00,10.98,41.52
120769,0.00,0.00,16.31,13.84,194,0.54,2032,0.00,0.00,33.33,13,21.00,3.47,79,1.00,-5.66,2.08,0.00,11.76,26.41
121035,7.03,2.34,16.31,13.84,194,0.58,2037,0.00,0.00,33.33,13,33.50,3.91,79,1.00,-5.22,2.08,0.00,12.94,31.33
121301,14.06,2.34,15.04,13.84,194,0.69,2063,0.00,0.00,33.33,13,32.00,4.40,79,2.00,-3.92,2.22,1.96,15.29,30.27
121568,15.62,2.34,14.24,13.84,194,0.71,2044,0.00,0.00,33.33,13,33.00,4.80,79,3.50,-3.48,2.24,2.35,15.29,32.73
121834,14.84,2.34,13.67,13.84,194,0.70,2032,0.00,0.00,33.33,13,29.50,4.77,79,3.50,-3.34,2.22,2.35,15.29,26.41
122100,12.50,2.34,13.78,13.76,194,0.72,2047,0.00,0.00,33.33,13,29.50,4.80,79,3.50,-3.34,2.22,2.35,15.29,26.41
122366,8.59,2.34,13.90,13.68,194,0.69,2062,0.00,0.00,33.33,13,34.00,4.40,79,3.50,-3.34,2.20,2.35,15.29,26.41
122632,7.81,2.34,14.59,13.60,194,0.72,2076,0.00,0.00,33.33,13,43.50,4.46,79,3.50,-3.34,2.24,2.35,15.29,29.57
122897,5.47,2.34,14.24,13.60,194,0.72,2103,0.00,0.00,33.33,13,36.50,4.49,79,3.50,-3.34,2.24,2.35,15.29,34.14
123163,2.34,2.34,14.36,13.60,194,0.72,2117,0.00,0.35,33.33,13,30.00,4.52,79,4.00,-3.34,2.24,2.35,15.29,26.41
123430,3.91,2.34,14.70,13.52,194,0.72,2112,0.00,0.35,33.33,13,45.00,4.51,79,4.00,-3.48,2.24,2.35,15.29,31.33
123695,3.91,2.34,14.59,13.76,194,0.72,2151,0.00,0.35,33.33,13,45.00,4.59,79,4.00,-3.48,2.26,2.35,15.29,33.44
123961,1.56,2.34,14.36,13.76,194,0.72,2154,0.00,0.35,33.33,13,35.00,4.59,79,4.00,-3.63,2.26,2.35,15.29,40.47
124227,1.56,2.34,14.47,13.76,194,0.71,2159,0.00,0.35,33.33,13,44.00,4.61,79,4.00,-3.63,2.26,1.96,15.29,26.41
124493,0.78,2.34,14.59,13.76,194,0.71,2181,0.00,0.35,33.33,13,30.00,4.65,79,4.00,-3.77,2.24,1.96,14.90,26.41
124759,3.91,2.34,15.04,13.84,194,0.68,2175,0.00,0.70,33.33,13,44.50,4.64,79,4.00,-3.92,2.24,1.96,14.90,29.92
125025,3.12,2.34,14.70,13.84,194,0.69,2207,0.00,0.70,33.33,13,43.50,4.71,79,3.50,-4.06,2.24,1.96,14.51,40.82
125291,3.12,2.34,14.59,13.76,194,0.70,2210,0.00,0.70,33.33,13,29.50,4.71,79,3.50,-4.21,2.24,1.57,14.51,26.41
125557,2.34,2.34,14.47,13.68,194,0.69,2190,0.00,0.70,33.33,13,29.50,4.67,79,3.50,-4.35,2.24,1.57,14.12,31.68
125822,0.00,2.34,14.36,13.68,194,0.56,2220,0.00,0.00,33.33,13,35.50,4.26,79,1.50,-4.79,2.18,0.78,13.33,26.41
126089,0.78,2.34,14.70,13.60,194,0.68,2250,0.00,0.00,33.33,13,33.00,4.32,79,1.00,-5.08,2.18,0.78,12.94,26.41
126355,0.00,2.34,14.59,13.60,194,0.58,2246,0.00,0.00,33.33,13,41.50,4.31,79,1.00,-5.22,2.16,0.39,12.94,26.41
126621,1.56,2.34,14.81,13.52,194,0.58,2230,0.00,0.00,33.33,13,27.00,4.28,79,1.00,-5.37,2.16,0.39,12.55,26.41
126887,5.47,2.34,15.04,13.52,194,0.61,2259,0.00,0.00,33.33,13,27.00,4.29,79,1.00,-5.51,2.16,0.00,12.55,40.47
127153,0.78,2.34,14.24,13.52,194,0.56,2259,0.00,0.35,33.33,13,41.00,3.82,79,1.50,-5.80,2.12,0.00,11.76,29.57
127419,-0.78,2.34,14.36,13.52,194,0.49,2268,0.00,0.35,33.33,13,27.50,3.86,79,1.50,-6.38,2.06,0.00,10.59,29.22
127685,0.78,2.34,14.70,13.52,194,0.48,2273,0.00,0.00,33.33,13,30.00,3.88,79,1.00,-6.82,2.04,0.00,10.20,26.41
127951,2.34,2.34,14.81,13.60,194,0.46,2274,0.00,0.00,33.33,13,26.00,3.40,79,0.50,-7.11,2.02,0.00,10.20,26.41
128218,3.91,3.12,15.04,13.92,194,0.35,2271,0.00,0.00,33.33,13,32.00,3.39,79,0.00,-7.40,1.86,0.00,9.80,26.41
128484,15.62,3.12,16.19,13.92,194,0.42,2235,0.00,0.00,33.33,13,29.50,3.34,79,0.00,-7.40,1.96,0.00,9.80,26.41
128750,13.28,3.12,14.47,13.92,194,0.31,2240,0.00,0.00,33.33,13,32.00,3.35,79,0.00,-8.56,1.70,0.00,5.49,26.41
129016,0.00,2.34,12.98,13.84,194,0.10,2218,0.00,0.00,33.33,13,30.50,2.37,79,0.00,-11.32,1.26,0.00,0.00,24.30
129282,0.00,2.34,12.86,13.76,194,0.08,2235,0.00,0.00,33.33,13,20.50,2.38,79,0.00,-11.90,1.24,0.00,0.00,22.54
129548,0.00,1.56,12.75,13.76,194,0.08,2171,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.90,1.22,0.00,0.00,15.86
129814,0.00,0.00,14.13,13.68,194,0.09,2182,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.90,1.24,0.00,0.00,15.86
130079,0.00,0.00,21.13,13.68,194,0.01,2161,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.90,1.16,0.00,0.00,15.86
130345,0.00,0.00,24.46,13.68,194,0.09,2160,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.90,1.30,0.00,0.00,15.86
130611,0.00,0.00,23.20,13.60,196,0.09,2124,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.90,1.24,0.00,0.00,15.86
130878,0.00,0.00,23.54,13.68,196,0.08,2116,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.75,1.28,0.00,0.00,15.86
131143,0.00,0.00,23.66,13.68,196,0.11,1845,0.00,0.00,33.33,13,13.00,0.00,79,0.00,-11.61,1.26,0.00,0.00,13.05
131409,0.00,0.00,23.66,13.68,196,0.13,1446,0.00,0.00,33.33,13,21.00,0.00,79,0.00,-11.61,1.24,0.00,0.00,13.05
131675,0.00,0.00,23.31,13.76,196,0.15,1172,0.00,0.00,33.33,13,21.00,1.51,79,0.00,-10.88,1.32,0.00,0.00,13.05
131941,0.00,0.00,21.82,13.92,196,0.08,2534,0.00,0.00,33.33,13,15.50,2.70,79,0.00,-11.75,1.26,0.00,0.00,15.86
132207,0.00,0.00,12.06,13.68,196,0.06,2820,0.00,0.00,66.67,13,15.50,0.00,79,0.00,-12.33,1.20,0.00,0.00,15.86
132473,0.00,0.00,12.75,13.76,196,0.06,2744,0.00,0.00,66.67,13,13.00,0.00,79,0.00,-12.48,1.24,0.00,0.00,13.05
132739,0.00,0.00,21.13,13.68,196,0.07,2738,0.00,0.00,66.67,13,13.00,0.00,79,0.00,-12.48,1.24,0.00,0.00,15.86
133005,0.00,0.00,23.54,13.68,196,0.08,2700,0.00,0.00,33.33,13,13.00,0.00,79,0.00,-12.48,1.30,0.00,0.00,15.86
133270,0.00,0.00,23.20,13.68,196,0.07,2622,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.20,0.00,0.00,15.86
133537,0.00,0.00,23.20,13.68,196,0.08,2602,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.28,0.00,0.00,15.86
133803,0.00,0.00,23.77,13.60,196,0.08,2566,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.24,0.00,0.00,15.86
134069,0.00,0.00,23.43,13.60,196,0.07,2528,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.22,0.00,0.00,15.86
134334,0.00,0.00,23.66,13.68,196,0.07,2484,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.20,0.00,0.00,15.86
134601,0.00,0.00,23.77,13.76,198,0.07,2416,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.18,0.00,0.00,15.86
134867,0.00,0.00,23.43,13.76,198,0.09,2384,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.24,0.00,0.00,15.86
135133,0.00,0.00,23.77,13.76,198,0.09,2318,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.28,0.00,0.00,13.05
135398,0.00,0.00,23.08,13.76,198,0.10,2263,0.00,0.00,33.33,13,13.00,0.00,79,0.00,-12.19,1.24,0.00,0.00,15.86
135664,0.00,0.00,23.54,13.76,198,0.11,2026,0.00,0.00,33.33,13,13.00,0.00,79,0.00,-11.90,1.24,0.00,0.00,13.05
135930,0.00,0.00,23.66,13.76,198,0.16,1615,0.00,0.00,33.33,13,13.00,0.00,79,0.00,-11.75,1.30,0.00,0.00,13.05
136196,0.00,0.00,23.31,13.68,198,0.17,1229,0.00,0.00,33.33,13,21.00,1.26,79,0.00,-11.17,1.26,0.00,0.00,13.05
136462,0.00,0.00,23.66,14.00,198,0.20,1201,0.00,0.00,33.33,13,17.00,1.28,79,0.00,-10.59,1.32,0.00,0.00,13.05
136728,0.00,0.00,20.10,14.08,198,0.13,1738,0.00,0.00,33.33,13,14.00,1.85,79,0.00,-11.03,1.30,0.00,0.00,15.86
136994,0.00,0.00,12.40,14.00,198,0.08,2561,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.04,1.26,0.00,0.00,15.86
137260,0.00,0.00,12.98,13.44,199,0.08,2743,0.00,0.00,66.67,13,15.50,0.00,79,0.00,-12.48,1.30,0.00,0.00,15.86
137527,0.00,0.00,16.19,13.60,199,0.08,2730,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.30,0.00,0.00,15.86
137793,0.00,0.00,25.15,13.60,199,0.07,2666,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.22,0.00,0.00,15.86
138059,0.00,0.00,23.54,13.60,199,0.09,2552,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.30,0.00,0.00,15.86
138325,0.00,0.00,23.66,13.68,199,0.09,2468,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.28,0.00,0.00,15.86
138591,0.00,0.00,23.20,13.68,199,0.10,2372,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.30,0.00,0.00,15.86
138857,0.00,0.00,23.66,13.76,199,0.11,2279,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.32,0.00,0.00,15.86
139123,0.00,0.00,23.31,13.76,199,0.11,2211,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.19,1.32,0.00,0.00,15.86
139388,0.00,0.00,23.43,13.76,199,0.11,2158,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.04,1.30,0.00,0.00,15.86
139655,0.00,0.00,23.43,13.76,199,0.12,2047,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.75,1.32,0.00,0.00,15.86
139921,0.00,0.00,23.54,13.76,199,0.11,2000,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.61,1.30,0.00,0.00,15.86
140187,0.00,0.00,23.54,13.84,199,0.12,1921,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.61,1.30,0.00,0.00,15.86
