Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
42698,-4.69,6.25,14.70,13.52,178,0.91,2924,0.00,0.00,66.67,16,46.00,7.48,106,13.93,-0.73,2.64,7.84,21.96
42955,-3.91,5.47,14.70,13.52,178,0.83,2935,0.00,0.00,66.67,16,38.00,6.89,106,13.06,-1.60,2.58,5.88,19.22
43212,-7.03,5.47,14.36,13.52,178,0.79,2890,0.00,0.00,66.67,16,35.00,6.78,106,12.19,-2.47,2.52,4.31,16.47
43470,-13.28,5.47,13.78,13.28,178,0.41,2902,0.00,0.00,66.67,16,34.50,4.95,106,8.71,-5.95,2.30,0.00,4.71
43727,-23.44,5.47,11.48,13.36,178,0.24,2835,0.00,0.00,66.67,16,28.50,3.09,106,3.48,-11.17,1.78,0.00,0.00
43984,0.00,5.47,12.06,13.44,178,0.18,2868,0.00,0.00,66.67,16,17.50,0.00,106,3.05,-11.61,1.66,0.00,0.00
44241,0.00,4.69,12.98,13.52,178,0.12,2838,0.00,0.00,66.67,16,15.50,0.00,106,2.76,-11.90,1.54,0.00,0.00
44498,0.00,4.69,14.47,13.52,178,0.12,2817,0.00,0.00,66.67,16,15.50,0.00,106,2.76,-11.90,1.50,0.00,0.00
44755,0.00,3.91,23.20,13.52,178,0.11,2794,0.00,0.00,66.67,16,15.50,0.00,106,2.61,-12.04,1.38,0.00,0.00
45013,0.00,3.12,22.97,13.44,178,0.10,2743,0.00,0.00,66.67,16,15.50,0.00,106,2.61,-12.04,1.36,0.00,0.00
45271,0.00,2.34,23.31,13.52,178,0.12,2721,0.00,0.00,66.67,16,15.50,0.00,106,2.61,-12.04,1.44,0.00,0.00
45528,0.00,1.56,23.20,13.52,178,0.10,2721,0.00,0.00,66.67,16,15.50,0.00,106,2.61,-12.04,1.40,0.00,0.00
45786,0.00,1.56,23.31,13.68,178,0.11,2695,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.40,0.00,0.00
46044,0.00,0.78,22.97,13.68,178,0.12,2654,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.44,0.00,0.00
46301,0.00,-1.56,23.31,13.68,178,0.12,2648,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.44,0.00,0.00
46558,0.00,-1.56,23.31,13.68,178,0.12,2601,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.42,0.00,0.00
46815,0.00,-1.56,23.20,13.68,178,0.11,2606,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.38,0.00,0.00
47072,0.00,-1.56,23.31,13.44,178,0.12,2565,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.42,0.00,0.00
47329,0.00,-1.56,23.08,13.44,178,0.11,2547,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.40,0.00,0.00
47587,0.00,-1.56,23.20,13.52,178,0.11,2551,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.32,0.00,0.00
47845,0.00,-1.56,23.43,13.52,178,0.09,2534,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.32,0.00,0.00
48102,0.00,-1.56,23.20,13.60,178,0.09,2515,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.32,0.00,0.00
48359,0.00,-1.56,22.97,13.60,178,0.08,2488,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.30,0.00,0.00
48617,0.00,-1.56,23.08,13.60,178,0.07,2453,0.00,0.00,33.33,16,15.50,0.00,106,2.76,-11.90,1.18,0.00,0.00
48875,0.00,-1.56,23.20,13.60,178,0.11,2436,0.00,0.00,33.33,16,15.50,0.00,106,2.76,-11.90,1.34,0.00,0.00
49132,0.00,-1.56,23.43,13.60,178,0.10,2440,0.00,0.00,33.33,16,15.50,0.00,106,2.76,-11.90,1.34,0.00,0.00
49390,0.00,-1.56,23.20,13.60,178,0.14,2400,0.00,0.00,33.33,16,15.50,0.00,106,2.76,-11.90,1.44,0.00,0.00
49647,0.00,-1.56,23.43,13.60,178,0.14,2400,0.00,0.00,33.33,16,15.50,0.00,106,2.76,-11.90,1.44,0.00,0.00
49904,0.00,-1.56,23.31,13.60,178,0.13,2361,0.00,0.00,33.33,16,15.50,0.00,106,2.90,-11.75,1.42,0.00,0.00
50161,0.00,-1.56,23.54,13.60,178,0.14,2344,0.00,0.00,33.33,16,15.50,0.00,106,2.90,-11.75,1.44,0.00,0.00
50418,0.00,-1.56,23.08,13.60,178,0.12,2352,0.00,0.00,33.33,16,15.50,0.00,106,2.90,-11.75,1.38,0.00,0.00
50676,0.00,-1.56,23.20,13.28,178,0.13,2333,0.00,0.00,33.33,16,15.50,0.00,106,2.90,-11.75,1.30,0.00,0.00
50933,0.00,-1.56,23.31,13.36,178,0.11,2295,0.00,0.00,33.33,16,15.50,0.00,106,3.05,-11.61,1.32,0.00,0.00
51190,0.00,-1.56,23.20,13.44,178,0.11,2299,0.00,0.00,33.33,16,13.00,0.00,106,3.05,-11.61,1.34,0.00,0.00
51447,0.00,-1.56,23.31,13.44,178,0.13,2124,0.00,0.00,33.33,16,13.00,0.00,106,3.19,-11.46,1.38,0.00,0.00
51703,0.00,-1.56,23.20,13.44,178,0.19,1724,0.00,0.00,33.33,16,15.50,0.00,106,3.48,-11.17,1.42,0.00,0.00
51960,0.00,-1.56,23.31,13.36,178,0.22,1327,0.00,0.00,33.33,16,21.00,0.00,106,3.92,-10.74,1.34,0.00,0.00
52217,0.00,-1.56,23.20,13.68,178,0.32,1393,0.00,0.00,33.33,16,14.00,1.49,106,4.50,-10.16,1.42,0.00,0.00
52474,0.00,-1.56,13.55,13.60,178,0.16,1930,0.00,0.00,33.33,16,15.50,2.06,106,3.63,-11.03,1.42,0.00,0.00
52730,0.00,-1.56,13.32,13.60,178,0.13,2540,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.04,1.42,0.00,0.00
52987,0.00,-1.56,13.67,13.36,178,0.11,3016,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.44,0.00,0.00
53245,0.00,-1.56,21.59,13.44,178,0.10,2946,0.00,0.00,66.67,16,13.00,0.00,106,2.47,-12.19,1.38,0.00,0.00
53502,0.00,-1.56,23.08,13.52,178,0.11,2926,0.00,0.00,66.67,16,13.00,0.00,106,2.47,-12.19,1.44,0.00,0.00
53759,0.00,-1.56,23.43,13.44,178,0.11,2907,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.42,0.00,0.00
54016,0.00,-1.56,23.31,13.28,178,0.11,2852,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.42,0.00,0.00
54272,0.00,-1.56,23.31,13.36,178,0.12,2833,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.44,0.00,0.00
54529,0.00,-1.56,23.08,13.44,178,0.11,2790,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.42,0.00,0.00
54786,0.00,-1.56,23.31,13.44,178,0.12,2746,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.38,0.00,0.00
55043,0.00,-1.56,23.43,13.44,178,0.12,2710,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.44,0.00,0.00
55299,0.00,-1.56,23.08,13.60,178,0.12,2683,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.19,1.42,0.00,0.00
55557,0.00,-1.56,23.31,13.60,178,0.12,2671,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.19,1.42,0.00,0.00
55813,0.00,-1.56,23.31,13.60,178,0.13,2618,0.00,0.00,33.33,16,13.00,0.00,106,2.47,-12.19,1.44,0.00,0.78
56070,0.00,-0.78,23.31,13.60,178,0.33,2603,0.00,0.00,33.33,16,28.00,3.33,106,4.35,-10.30,1.94,0.00,10.20
56327,0.00,0.00,18.03,13.60,178,0.50,2546,0.00,0.00,33.33,16,34.00,4.34,106,6.82,-7.84,2.14,0.00,13.33
56584,14.06,0.78,16.42,13.60,178,0.70,2566,0.00,0.00,33.33,16,28.50,5.48,106,9.29,-5.37,2.36,3.92,17.25
56840,21.09,1.56,14.59,13.36,178,0.80,2594,0.00,0.00,33.33,16,31.00,6.64,106,11.32,-3.34,2.44,7.06,21.57
57098,23.44,2.34,13.90,13.36,178,0.90,2685,0.00,0.00,33.33,16,31.00,7.83,106,12.91,-1.74,2.54,10.20,26.27
57354,20.31,3.12,13.32,13.28,178,0.91,2656,0.00,0.00,33.33,16,35.50,7.88,106,13.35,-1.16,2.58,10.20,26.67
57612,16.41,3.12,13.21,13.36,176,0.93,2679,0.00,0.00,33.33,16,33.50,8.00,106,13.78,-0.87,2.60,10.20,26.27
57869,7.81,3.91,13.44,13.44,176,0.91,2735,0.00,0.00,33.33,16,39.00,7.59,106,13.78,-0.87,2.60,10.20,23.14
58126,0.00,5.47,13.78,13.44,176,0.82,2786,0.00,0.00,33.33,16,39.00,7.13,106,12.62,-2.03,2.50,5.49,18.04
58383,-2.34,5.47,14.24,13.36,176,0.70,2790,0.00,0.00,66.67,16,36.00,5.95,106,11.03,-3.63,2.40,3.14,15.69
58639,-8.59,5.47,13.32,13.44,176,0.49,2784,0.00,0.00,66.67,16,30.50,4.75,106,8.42,-6.24,2.04,0.00,7.45
58897,-25.00,5.47,11.94,13.52,176,0.20,2746,0.00,0.00,66.67,16,28.50,2.93,106,3.48,-11.17,1.80,0.00,0.00
59153,0.00,5.47,11.71,13.52,176,0.19,2749,0.00,0.00,66.67,16,22.00,2.93,106,2.61,-12.04,1.52,0.00,0.00
59410,0.00,4.69,12.86,13.52,176,0.13,2695,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.54,0.00,0.00
59667,0.00,4.69,13.21,13.68,176,0.13,2704,0.00,0.00,33.33,16,15.50,0.00,106,2.32,-12.33,1.44,0.00,0.00
59924,0.00,3.91,17.57,13.52,176,0.12,2662,0.00,0.00,33.33,16,15.50,0.00,106,2.32,-12.33,1.42,0.00,0.00
60181,0.00,3.12,23.20,13.36,176,0.12,2620,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.19,1.40,0.00,0.00
60438,0.00,2.34,23.31,13.36,176,0.11,2562,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.19,1.38,0.00,0.00
60695,0.00,1.56,23.31,13.36,176,0.11,2529,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.19,1.36,0.00,0.00
60952,0.00,1.56,23.54,13.44,176,0.13,2470,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.19,1.40,0.00,0.00
61209,0.00,0.78,23.20,13.44,176,0.13,2379,0.00,0.00,33.33,16,13.00,0.00,106,2.61,-12.04,1.40,0.00,0.00
61466,0.00,-1.56,23.31,13.44,176,0.15,1988,0.00,0.00,33.33,16,13.00,0.00,106,3.05,-11.61,1.40,0.00,0.00
61721,0.00,-1.56,23.43,13.44,176,0.19,1581,0.00,0.00,33.33,16,13.00,0.00,106,3.34,-11.32,1.40,0.00,0.00
61978,0.00,-1.56,23.20,13.44,176,0.25,1199,0.00,0.00,33.33,16,21.00,1.28,106,3.92,-10.74,1.40,0.00,0.00
62236,0.00,-1.56,23.08,13.60,176,0.23,1264,0.00,0.00,33.33,16,15.50,1.35,106,4.35,-10.30,1.40,0.00,0.00
62491,0.00,-1.56,12.75,13.68,176,0.20,1481,0.00,0.00,33.33,16,5.00,1.58,106,3.92,-10.74,1.40,0.00,0.00
62749,0.00,-1.56,13.55,13.68,176,0.15,2024,0.00,0.00,33.33,16,15.50,2.16,106,3.19,-11.46,1.40,0.00,0.00
63006,0.00,-1.56,13.21,13.68,176,0.11,2509,0.00,0.00,33.33,16,15.50,2.68,106,2.61,-12.04,1.36,0.00,0.00
63263,0.00,-1.56,12.98,13.20,176,0.09,2833,0.00,0.00,66.67,16,13.00,0.00,106,2.32,-12.33,1.38,0.00,0.00
63520,0.00,-1.56,15.85,13.20,176,0.10,2994,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.38,0.00,0.00
63777,0.00,-1.56,23.08,13.20,176,0.10,3016,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.40,0.00,0.00
64034,0.00,-1.56,23.20,13.20,176,0.10,2983,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.40,0.00,0.78
64291,0.00,-0.78,23.20,13.20,176,0.15,2938,0.00,0.00,66.67,16,22.00,3.76,106,2.76,-11.90,1.54,0.00,3.53
64548,0.00,-0.78,14.47,13.28,176,0.23,2955,0.00,0.00,66.67,16,6.00,3.78,106,3.48,-11.17,1.76,0.00,5.88
64805,0.00,0.00,14.01,13.36,176,0.25,2928,0.00,0.00,66.67,16,26.00,3.75,106,3.92,-10.74,1.82,0.00,6.27
65063,10.94,0.78,14.93,13.28,174,0.25,2962,0.00,0.00,66.67,16,33.00,3.79,106,4.06,-10.59,1.84,0.00,6.67
65319,14.06,1.56,13.90,13.36,174,0.25,2975,0.00,0.00,66.67,16,30.50,3.81,106,4.21,-10.45,1.84,0.00,6.67
65576,9.38,2.34,13.21,13.20,174,0.26,2969,0.00,0.00,66.67,16,26.00,3.80,106,4.21,-10.45,1.84,0.00,6.67
65833,-2.34,3.12,13.32,13.44,174,0.26,2982,0.00,0.00,66.67,16,26.00,3.82,106,4.06,-10.59,1.86,0.00,6.67
66090,-6.25,3.12,14.24,13.44,174,0.25,3006,0.00,0.00,66.67,16,32.00,3.21,106,4.06,-10.59,1.84,0.00,6.67
66346,-4.69,3.91,14.70,13.36,174,0.21,3004,0.00,0.00,66.67,16,41.50,3.84,106,3.77,-10.88,1.70,0.00,3.53
66603,0.00,1.56,13.44,13.36,174,0.11,2911,0.00,0.00,66.67,16,40.00,3.17,106,2.61,-12.04,1.46,0.00,0.78
66860,0.00,1.56,12.98,13.36,174,0.10,2954,0.00,0.00,66.67,16,29.50,3.19,106,2.76,-11.90,1.42,0.00,0.78
67118,0.00,1.56,14.13,13.28,174,0.11,2949,0.00,0.00,66.67,16,17.00,0.00,106,2.47,-12.19,1.44,0.00,0.78
67375,0.00,1.56,16.08,13.44,174,0.10,2922,0.00,0.00,66.67,16,15.50,0.00,106,2.61,-12.04,1.42,0.00,0.78
67632,0.00,1.56,24.23,13.28,174,0.10,2949,0.00,0.00,66.67,16,15.50,0.00,106,2.47,-12.19,1.40,0.00,0.39
67888,0.00,0.78,23.08,13.36,174,0.08,2942,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.32,0.00,0.00
68147,0.00,-1.56,23.08,13.44,174,0.09,2942,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.36,0.00,0.00
68404,0.00,-1.56,23.43,13.28,174,0.09,2958,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.34,0.00,0.00
68661,0.00,-1.56,23.31,13.44,174,0.09,2957,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.36,0.00,0.00
68919,0.00,-1.56,23.54,13.52,174,0.10,2908,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.40,0.00,0.00
69175,0.00,-1.56,23.20,13.36,174,0.10,2910,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.40,0.00,0.00
69432,0.00,-1.56,23.20,13.60,174,0.10,2939,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.40,0.00,0.00
69689,0.00,-1.56,23.54,13.52,174,0.10,2914,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.40,0.00,0.00
69947,0.00,-1.56,23.31,13.52,174,0.10,2890,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.33,1.38,0.00,0.00
70204,0.00,-1.56,23.31,13.52,174,0.09,2934,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.48,1.38,0.00,0.00
70462,0.00,-1.56,23.31,13.36,174,0.09,2843,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.48,1.34,0.00,0.00
70720,0.00,-1.56,23.31,13.28,174,0.10,2810,0.00,0.00,66.67,16,13.00,0.00,106,2.32,-12.48,1.38,0.00,0.00
70977,0.00,-1.56,23.08,13.36,174,0.10,2751,0.00,0.00,66.67,16,15.50,0.00,106,2.32,-12.48,1.36,0.00,0.00
71234,0.00,-1.56,23.08,13.36,174,0.10,2695,0.00,0.00,33.33,16,15.50,0.00,106,2.32,-12.48,1.36,0.00,0.00
71491,0.00,-1.56,23.31,13.52,174,0.12,2580,0.00,0.00,33.33,16,15.50,0.00,106,2.32,-12.48,1.38,0.00,0.00
71748,0.00,-1.56,23.43,13.52,174,0.11,2520,0.00,0.00,33.33,16,15.50,0.00,106,2.32,-12.48,1.36,0.00,0.00
72006,0.00,-1.56,22.97,13.44,174,0.12,2407,0.00,0.00,33.33,16,15.50,0.00,106,2.47,-12.33,1.38,0.00,0.00
72263,0.00,-1.56,23.20,13.60,174,0.13,2308,0.00,0.00,33.33,16,15.50,0.00,106,2.61,-12.19,1.40,0.00,0.00
72521,0.00,-1.56,23.43,13.60,174,0.10,2216,0.00,0.00,33.33,16,15.50,0.00,106,2.90,-11.90,1.32,0.00,0.00
72778,0.00,-1.56,22.97,13.52,174,0.14,2103,0.00,0.00,33.33,16,15.50,0.00,106,3.05,-11.75,1.38,0.00,0.00
73035,0.00,-1.56,22.97,13.68,174,0.15,1962,0.00,0.00,33.33,16,15.50,0.00,106,3.19,-11.61,1.40,0.00,0.00
73292,0.00,-1.56,23.08,13.60,174,0.14,1851,0.00,0.00,33.33,16,15.50,0.00,106,3.34,-11.46,1.38,0.00,0.00
73549,0.00,-1.56,23.08,13.36,174,0.16,1734,0.00,0.00,33.33,16,15.50,0.00,106,3.19,-11.61,1.38,0.00,0.00
73807,0.00,-1.56,23.31,13.52,174,0.18,1610,0.00,0.00,33.33,16,15.50,0.00,106,3.34,-11.46,1.40,0.00,0.00
74064,0.00,-1.56,23.43,13.36,174,0.20,1519,0.00,0.00,33.33,16,13.50,0.00,106,3.63,-11.17,1.40,0.00,0.00
74321,0.00,-1.56,23.31,13.36,174,0.22,1390,0.00,0.00,33.33,16,21.00,0.00,106,3.92,-10.88,1.40,0.00,0.00
74579,0.00,-1.56,23.43,13.36,174,0.22,1324,0.00,0.00,33.33,16,21.00,0.00,106,4.06,-10.74,1.38,0.00,0.00
74836,0.00,-1.56,23.31,13.28,174,0.23,1298,0.00,0.00,33.33,16,1.50,1.66,106,4.06,-10.74,1.40,0.00,0.00
75093,0.00,-1.56,23.43,13.36,174,0.23,1264,0.00,0.00,33.33,16,15.50,1.35,106,3.92,-10.88,1.40,0.00,0.00
75350,0.00,-1.56,23.08,13.52,174,0.23,1257,0.00,0.00,33.33,16,20.50,1.34,106,3.92,-10.88,1.40,0.00,0.00
75607,0.00,-1.56,17.11,13.52,174,0.23,1294,0.00,0.00,33.33,16,18.50,1.38,106,3.92,-10.88,1.40,0.00,0.00
75864,0.00,-1.56,15.27,13.68,174,0.23,1293,0.00,0.00,33.33,16,15.50,1.38,106,3.92,-10.88,1.40,0.00,0.00
76122,0.00,-1.56,14.81,13.60,174,0.23,1295,0.00,0.00,33.33,16,14.00,1.38,106,3.92,-10.88,1.40,0.00,0.00
76379,0.78,-1.56,14.81,13.60,174,0.25,1288,0.00,0.00,33.33,16,13.50,1.37,106,4.06,-10.74,1.44,0.00,0.39
76636,2.34,-0.78,14.93,13.68,174,0.28,1271,0.00,0.00,33.33,16,15.00,1.63,106,4.35,-10.45,1.48,0.00,0.78
76894,2.34,-0.78,14.93,13.44,174,0.27,1276,0.00,0.00,33.33,16,13.50,1.63,106,4.50,-10.30,1.46,0.00,0.78
77151,2.34,0.00,15.16,13.36,174,0.27,1264,0.00,0.00,33.33,16,14.00,1.62,106,4.64,-10.16,1.46,0.00,0.78
77408,2.34,1.56,14.93,13.36,174,0.28,1340,0.00,0.00,33.33,16,13.00,1.63,106,4.64,-10.16,1.46,0.00,0.78
77665,2.34,1.56,14.70,13.20,174,0.29,1267,0.00,0.00,33.33,16,26.00,1.63,104,4.79,-10.01,1.48,0.00,1.57
77922,2.34,1.56,14.70,13.28,174,0.33,1276,0.00,0.00,33.33,16,26.00,1.63,104,5.08,-9.72,1.54,0.00,2.75
78179,2.34,1.56,14.70,13.44,174,0.38,1285,0.00,0.00,33.33,16,26.00,1.92,104,5.66,-9.14,1.62,0.00,3.53
78436,4.69,1.56,15.04,13.44,174,0.39,1305,0.00,0.00,33.33,16,40.00,1.95,104,5.95,-8.85,1.64,0.00,3.92
78693,6.25,1.56,15.16,13.52,174,0.39,1355,0.00,0.00,33.33,16,40.50,2.02,104,6.24,-8.56,1.64,0.00,3.92
78951,5.47,1.56,14.93,13.44,174,0.38,1342,0.00,0.00,33.33,16,26.00,2.00,104,6.24,-8.56,1.64,0.00,3.92
79208,3.91,1.56,14.59,13.52,174,0.37,1390,0.00,0.00,33.33,16,34.00,2.08,104,6.09,-8.71,1.64,0.00,4.31
79465,2.34,1.56,14.36,13.52,174,0.38,1406,0.00,0.00,33.33,16,32.00,2.10,104,6.09,-8.71,1.64,0.00,4.31
79723,0.78,1.56,14.47,13.52,174,0.38,1421,0.00,0.00,33.33,16,32.00,2.12,104,6.24,-8.56,1.66,0.00,4.31
79979,0.00,1.56,14.59,13.52,174,0.39,1449,0.00,0.00,33.33,16,26.00,2.16,104,6.24,-8.56,1.66,0.00,4.71
80237,0.00,1.56,14.59,13.52,174,0.39,1454,0.00,0.00,33.33,16,26.00,2.17,104,6.24,-8.56,1.68,0.00,4.71
80495,-0.78,1.56,14.70,13.44,174,0.39,1418,0.00,0.00,33.33,16,26.00,2.21,104,6.24,-8.56,1.66,0.00,4.71
80752,-1.56,1.56,14.70,13.36,174,0.38,1501,0.00,0.00,33.33,16,29.00,2.24,104,6.09,-8.71,1.66,0.00,4.71
81009,-1.56,1.56,14.59,13.36,174,0.37,1512,0.00,0.00,33.33,16,41.50,2.28,104,6.09,-8.71,1.66,0.00,4.71
81265,-3.12,1.56,14.47,13.44,174,0.35,1540,0.00,0.00,33.33,16,40.50,2.05,104,5.80,-9.00,1.64,0.00,3.92
81522,-5.47,1.56,14.36,13.44,174,0.20,1552,0.00,0.00,33.33,16,25.00,1.99,104,5.37,-9.43,1.46,0.00,0.00
81778,-6.25,1.56,13.90,13.52,174,0.17,1532,0.00,0.00,33.33,16,19.00,1.63,104,3.77,-11.03,1.34,0.00,0.00
82035,0.00,0.78,12.52,13.60,174,0.18,1518,0.00,0.00,33.33,16,14.00,1.62,102,3.34,-11.46,1.34,0.00,0.00
82292,0.00,0.78,11.83,13.52,174,0.18,1506,0.00,0.00,33.33,16,14.00,1.61,102,3.34,-11.46,1.36,0.00,0.00
82548,0.00,-1.56,11.60,13.60,174,0.18,1472,0.00,0.00,33.33,16,13.50,1.57,102,3.34,-11.46,1.36,0.00,0.00
82805,0.00,-1.56,11.48,13.60,174,0.19,1445,0.00,0.00,33.33,16,17.00,1.54,102,3.34,-11.46,1.36,0.00,0.00
83062,0.00,-1.56,11.48,13.60,174,0.19,1410,0.00,0.00,33.33,16,18.50,1.50,102,3.34,-11.46,1.36,0.00,0.00
83319,0.00,-1.56,11.60,13.60,174,0.19,1386,0.00,0.00,33.33,16,18.50,1.48,102,3.48,-11.32,1.36,0.00,0.00
83577,0.00,-1.56,11.60,13.60,174,0.20,1356,0.00,0.00,33.33,16,19.00,1.45,102,3.48,-11.32,1.36,0.00,0.00
83833,0.00,-1.56,11.71,13.36,174,0.21,1333,0.00,0.00,33.33,16,19.00,1.42,102,3.63,-11.17,1.36,0.00,0.00
84090,0.00,-1.56,11.94,13.36,174,0.24,1296,0.00,0.00,33.33,16,20.50,1.38,102,3.77,-11.03,1.40,0.00,0.78
84347,-0.78,-1.56,12.17,13.36,174,0.25,1291,0.00,0.00,33.33,16,19.00,1.38,102,3.92,-10.74,1.42,0.00,0.78
84604,-2.34,-1.56,13.32,13.36,174,0.27,1250,0.00,0.00,33.33,16,14.00,1.60,102,4.21,-10.59,1.44,0.00,1.57
84860,-2.34,-0.78,14.47,13.52,174,0.30,1262,0.00,0.00,33.33,16,26.00,1.62,102,4.50,-10.30,1.48,0.00,1.96
85118,-2.34,-0.78,14.81,13.44,174,0.41,1215,0.00,0.00,33.33,16,29.00,1.81,102,5.37,-9.43,1.60,0.00,3.92
85374,1.56,0.00,15.27,13.52,174,0.43,1210,0.00,0.00,33.33,16,34.00,1.81,102,6.53,-8.27,1.64,0.00,4.31
85630,2.34,1.56,15.16,13.52,174,0.47,1216,0.00,0.00,33.33,16,26.00,2.08,102,7.25,-7.55,1.68,0.00,5.10
85888,2.34,1.56,14.93,13.52,174,0.46,1214,0.00,0.00,33.33,16,30.50,2.07,102,7.55,-7.25,1.68,0.00,5.49
86145,0.78,2.34,14.59,13.60,174,0.50,1218,0.00,0.00,33.33,16,26.00,2.08,102,7.84,-6.96,1.70,0.00,5.49
86402,1.56,2.34,14.70,13.52,174,0.50,1212,0.00,0.00,33.33,16,29.50,2.07,100,8.13,-6.67,1.72,0.00,5.88
86659,0.78,3.12,14.70,13.60,174,0.50,1230,0.00,0.00,33.33,16,41.00,2.10,100,8.13,-6.67,1.72,0.00,5.88
86915,0.00,3.12,14.59,13.44,174,0.51,1247,0.00,0.00,33.33,16,32.00,2.13,100,8.27,-6.53,1.72,0.00,5.88
87172,-0.78,3.91,14.59,13.44,174,0.52,1247,0.00,0.00,33.33,16,30.50,2.13,100,8.13,-6.67,1.72,0.00,5.88
87429,-0.78,5.47,14.70,13.36,174,0.51,1252,0.00,0.00,33.33,16,30.50,2.14,100,8.13,-6.67,1.74,0.00,5.88
87686,-2.34,5.47,14.47,13.44,174,0.50,1269,0.00,0.00,33.33,16,32.00,2.09,100,8.13,-6.82,1.74,0.00,5.88
87942,-3.91,5.47,14.47,13.36,174,0.51,1283,0.00,0.00,33.33,16,29.50,2.19,100,7.98,-6.82,1.74,0.00,5.88
88199,-4.69,5.47,14.47,13.36,174,0.52,1263,0.00,0.00,33.33,16,26.50,2.16,100,7.84,-6.96,1.74,0.00,5.88
88455,-6.25,5.47,14.59,13.44,174,0.51,1286,0.00,0.00,33.33,16,40.50,2.20,100,7.84,-6.96,1.72,0.00,5.88
88713,-6.25,5.47,14.59,13.52,174,0.49,1317,0.00,0.00,33.33,16,26.50,2.25,100,7.69,-7.11,1.72,0.00,5.88
88969,-6.25,5.47,14.70,13.52,174,0.50,1297,0.00,0.00,33.33,16,26.50,2.21,100,7.69,-7.11,1.74,0.00,5.88
89226,-5.47,5.47,14.81,13.52,174,0.48,1310,0.00,0.00,33.33,16,34.00,2.23,100,7.55,-7.25,1.72,0.00,5.88
89483,-4.69,5.47,14.93,13.52,174,0.47,1335,0.00,0.00,33.33,16,29.50,2.28,100,7.40,-7.40,1.72,0.00,5.88
89739,-3.91,5.47,14.93,13.60,174,0.47,1332,0.00,0.00,33.33,16,34.50,2.27,100,7.25,-7.55,1.70,0.00,5.88
89997,-3.91,5.47,14.81,13.36,174,0.46,1343,0.00,0.00,33.33,16,26.00,2.29,100,7.25,-7.55,1.70,0.00,5.88
90254,-4.69,5.47,14.70,13.36,174,0.46,1337,0.00,0.00,33.33,16,26.00,2.28,100,7.11,-7.69,1.70,0.00,5.88
