Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
48360,0.00,-17.97,14.36,14.08,176,0.30,853,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
48586,0.00,-17.97,14.36,14.08,176,0.30,862,33.33,11.50,1.46,117,5.22,-9.43,1.28,0.00,5.49
48813,0.00,-17.97,14.36,14.16,176,0.29,858,33.33,11.50,1.45,117,5.22,-9.43,1.24,0.00,5.49
49039,0.00,-17.97,14.36,14.08,176,0.30,849,33.33,12.00,1.46,117,5.22,-9.43,1.28,0.00,5.49
49265,0.00,-17.97,14.36,14.08,176,0.30,840,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
49490,0.00,-17.97,14.36,14.00,176,0.30,842,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
49715,0.00,-17.97,14.36,14.08,176,0.30,855,33.33,12.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
49941,0.00,-17.97,14.47,14.08,176,0.30,857,33.33,11.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
50167,0.00,-17.97,14.36,14.08,176,0.31,831,33.33,14.00,1.42,117,5.37,-9.43,1.26,0.00,5.49
50393,0.00,-17.97,14.36,14.08,176,0.30,838,33.33,13.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
50619,0.00,-17.97,14.36,14.08,176,0.30,848,33.33,12.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
50845,0.00,-17.97,14.47,14.08,176,0.30,847,33.33,12.00,1.43,117,5.37,-9.43,1.28,0.00,5.49
51072,0.00,-17.97,14.47,14.08,176,0.30,847,33.33,12.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
51297,0.00,-17.97,14.36,14.00,176,0.30,848,33.33,13.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
51522,0.00,-17.97,14.36,14.08,176,0.31,830,33.33,14.50,1.42,117,5.37,-9.43,1.28,0.00,5.49
51749,0.00,-17.97,14.36,14.16,176,0.30,842,33.33,13.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
51975,0.00,-17.97,14.36,14.08,176,0.31,820,33.33,15.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
52201,0.00,-17.97,14.47,13.92,176,0.30,848,33.33,12.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
52428,0.00,-17.97,14.47,14.00,176,0.31,837,33.33,13.00,1.41,117,5.37,-9.43,1.28,0.00,5.49
52653,0.00,-17.97,14.59,14.08,176,0.30,842,33.33,12.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
52879,0.78,-17.97,14.47,14.00,176,0.30,846,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
53105,0.78,-17.97,14.47,14.08,176,0.30,842,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
53332,0.00,-17.97,14.47,14.08,176,0.30,851,33.33,11.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
53557,0.78,-17.97,14.36,14.08,176,0.31,837,33.33,12.50,1.42,117,5.37,-9.43,1.28,0.00,5.49
53783,0.78,-17.97,14.47,14.16,176,0.30,856,33.33,11.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
54009,0.00,-17.97,14.36,13.84,176,0.30,848,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
54235,0.00,-17.97,14.36,14.00,176,0.30,842,33.33,12.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
54461,0.00,-17.97,14.36,14.00,176,0.30,842,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
54687,0.00,-17.97,14.36,13.92,176,0.30,857,33.33,11.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
54912,0.00,-17.97,14.36,14.16,176,0.30,851,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
55138,0.00,-17.97,14.47,14.00,176,0.30,851,33.33,11.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
55364,0.00,-17.97,14.47,14.08,176,0.30,845,33.33,12.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
55590,0.00,-17.97,14.36,14.08,176,0.30,843,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
55817,0.00,-17.97,14.36,13.92,176,0.31,837,33.33,13.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
56043,0.00,-17.97,14.47,14.08,176,0.30,851,33.33,11.50,1.44,117,5.37,-9.43,1.28,0.00,5.49
56268,0.00,-17.97,14.36,14.08,176,0.30,855,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
56494,0.00,-17.97,14.47,14.08,176,0.30,838,33.33,13.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
56720,0.00,-17.97,14.36,14.16,176,0.30,855,33.33,11.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
56946,0.00,-17.97,14.36,14.00,176,0.30,843,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
57172,0.00,-17.97,14.47,14.08,176,0.31,851,33.33,12.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
57398,0.00,-17.97,14.36,14.08,176,0.30,855,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
57624,0.00,-17.97,14.47,14.08,176,0.30,831,33.33,14.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
57850,0.00,-17.97,14.47,14.16,176,0.30,842,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
58076,0.00,-17.97,14.36,14.08,176,0.30,844,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
58301,0.00,-17.97,14.47,14.08,176,0.30,853,33.33,11.50,1.44,117,5.37,-9.43,1.28,0.00,5.49
58527,0.00,-17.97,14.36,14.16,176,0.29,860,33.33,11.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
58753,0.00,-17.97,14.36,14.16,176,0.30,851,33.33,12.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
58979,0.00,-17.97,14.36,14.08,176,0.30,851,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
59205,0.00,-17.97,14.36,14.00,176,0.30,843,33.33,13.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
59430,0.00,-17.97,14.47,14.08,176,0.30,870,33.33,10.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
59656,0.00,-17.97,14.47,14.08,176,0.30,852,33.33,12.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
59882,0.00,-17.97,14.36,14.08,176,0.30,847,33.33,12.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
60108,-0.78,-17.97,14.36,14.08,176,0.30,843,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
60334,0.00,-17.97,14.47,14.00,176,0.31,828,33.33,14.00,1.42,117,5.37,-9.43,1.26,0.00,5.49
60560,0.00,-17.97,14.47,14.16,176,0.30,842,33.33,12.50,1.42,117,5.37,-9.43,1.28,0.00,5.49
60786,0.00,-17.97,14.47,14.08,176,0.30,854,33.33,11.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
61012,0.00,-17.97,14.47,14.08,176,0.30,850,33.33,11.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
61238,0.00,-17.97,14.36,14.00,176,0.30,856,33.33,12.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
61464,0.00,-17.97,14.47,14.16,176,0.30,850,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
61689,0.00,-17.97,14.36,14.16,176,0.30,857,33.33,12.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
61915,0.00,-17.97,14.36,14.08,176,0.30,849,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
62141,0.00,-17.97,14.47,13.92,176,0.30,846,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
62367,0.00,-17.97,14.36,14.08,178,0.30,842,33.33,12.50,1.44,117,5.37,-9.43,1.28,0.00,5.49
62593,0.00,-17.97,14.47,14.08,178,0.31,837,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
62819,0.00,-17.97,14.47,13.92,178,0.30,838,33.33,13.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
63045,0.00,-17.97,14.47,14.08,178,0.30,860,33.33,11.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
63271,0.00,-17.97,14.47,14.08,178,0.30,862,33.33,11.00,1.46,117,5.37,-9.29,1.26,0.00,5.49
63497,0.00,-17.97,14.47,14.08,178,0.30,847,33.33,12.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
63722,0.00,-17.97,14.47,14.08,178,0.30,848,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
63948,0.00,-17.97,14.47,14.00,178,0.30,862,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
64174,0.00,-17.97,14.36,14.08,178,0.30,856,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
64401,0.00,-17.97,14.47,14.00,178,0.30,854,33.33,12.00,1.47,117,5.37,-9.43,1.28,0.00,5.88
64627,0.00,-17.97,14.47,14.16,178,0.30,862,33.33,11.50,1.47,117,5.37,-9.29,1.28,0.00,5.88
64853,0.00,-17.97,14.47,13.84,178,0.30,848,33.33,12.50,1.45,117,5.37,-9.43,1.28,0.00,5.88
65078,0.00,-17.97,14.47,14.08,178,0.30,865,33.33,11.00,1.46,117,5.37,-9.29,1.28,0.00,5.88
65304,0.00,-17.97,14.47,14.16,178,0.30,866,33.33,11.00,1.46,117,5.37,-9.29,1.28,0.00,5.49
65530,0.00,-17.97,14.47,14.08,178,0.30,856,33.33,12.00,1.48,117,5.37,-9.29,1.28,0.00,5.49
65756,0.00,-17.97,14.47,14.00,178,0.31,857,33.33,12.00,1.46,117,5.37,-9.29,1.26,0.00,5.49
65982,0.00,-17.97,14.47,14.00,178,0.30,864,33.33,11.50,1.46,117,5.37,-9.29,1.28,0.00,5.49
66207,0.00,-17.97,14.47,14.08,178,0.30,876,33.33,10.50,1.49,117,5.37,-9.43,1.26,0.00,5.49
66432,0.00,-17.97,14.47,14.08,178,0.30,868,33.33,11.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
66658,0.00,-17.97,14.47,14.00,178,0.30,858,33.33,12.50,1.49,117,5.37,-9.43,1.26,0.00,5.49
66885,0.00,-17.97,14.59,14.08,178,0.30,872,33.33,11.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
67110,0.00,-17.97,14.47,13.92,178,0.30,858,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
67336,0.00,-17.97,14.59,14.08,178,0.30,864,33.33,12.00,1.49,117,5.37,-9.43,1.28,0.00,5.49
67562,0.00,-17.97,14.59,13.84,178,0.30,881,33.33,11.00,1.49,117,5.37,-9.43,1.28,0.00,5.49
67788,0.00,-17.97,14.47,14.08,178,0.30,860,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
68014,0.78,-17.97,14.59,14.00,178,0.30,856,33.33,13.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
68239,0.00,-17.97,14.47,14.16,178,0.30,863,33.33,12.00,1.48,117,5.37,-9.29,1.26,0.00,5.49
68465,0.78,-17.97,14.47,14.00,178,0.30,865,33.33,12.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
68691,0.00,-17.97,14.47,14.08,178,0.29,878,33.33,11.00,1.48,117,5.37,-9.43,1.26,0.00,5.49
68917,0.00,-17.97,14.47,14.00,178,0.30,869,33.33,12.00,1.49,117,5.37,-9.43,1.28,0.00,5.49
69143,0.00,-17.97,14.47,14.08,178,0.30,860,33.33,12.50,1.49,117,5.37,-9.43,1.26,0.00,5.49
69369,0.00,-17.97,14.47,14.08,178,0.30,871,33.33,11.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
69595,0.78,-17.97,14.59,14.08,178,0.30,866,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
69821,0.00,-17.97,14.47,14.00,178,0.30,859,33.33,13.00,1.49,117,5.37,-9.43,1.28,0.00,5.49
70048,0.00,-17.97,14.47,14.08,178,0.31,859,33.33,13.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
70274,0.00,-17.97,14.47,14.08,178,0.30,860,33.33,13.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
70499,0.00,-17.97,14.47,14.08,178,0.30,867,33.33,12.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
70725,0.00,-17.97,14.47,14.08,178,0.30,852,33.33,13.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
70951,0.78,-17.97,14.47,14.08,178,0.31,859,33.33,13.00,1.48,117,5.37,-9.43,1.26,0.00,5.49
71177,0.00,-17.97,14.47,14.08,178,0.30,858,33.33,13.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
71403,0.00,-17.97,14.47,13.84,178,0.30,871,33.33,12.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
71628,0.00,-17.19,14.47,13.28,178,0.30,874,33.33,12.00,1.50,117,5.37,-9.43,1.28,0.00,5.49
71854,0.00,-17.19,14.47,13.36,178,0.30,879,33.33,11.50,1.51,117,5.37,-9.43,1.26,0.00,5.49
72080,0.00,-17.19,14.47,13.84,178,0.30,874,33.33,12.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
72306,0.00,-17.19,14.47,14.00,178,0.30,864,33.33,12.00,1.50,117,5.37,-9.43,1.28,0.00,5.49
72533,-0.78,-17.19,14.47,14.08,178,0.30,862,33.33,13.00,1.48,117,5.37,-9.43,1.26,0.00,5.49
72759,0.00,-17.19,14.47,13.84,178,0.30,854,33.33,13.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
72984,0.00,-17.19,14.47,14.08,178,0.30,865,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
73211,0.00,-17.19,14.59,14.00,178,0.30,864,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
73437,0.00,-17.19,14.47,14.08,178,0.30,856,33.33,13.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
73663,0.00,-17.19,14.47,14.00,178,0.30,862,33.33,12.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
73888,0.00,-17.19,14.47,14.08,178,0.30,866,33.33,12.00,1.47,117,5.22,-9.43,1.26,0.00,5.49
74114,0.00,-17.19,14.47,13.92,178,0.30,870,33.33,12.00,1.47,117,5.22,-9.43,1.26,0.00,5.49
74340,-0.78,-17.19,14.36,14.08,178,0.29,864,33.33,12.50,1.48,117,5.22,-9.43,1.28,0.00,5.49
74566,0.00,-17.19,14.59,14.00,178,0.30,835,33.33,15.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
74792,0.00,-17.19,14.47,14.08,178,0.30,862,33.33,12.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
75018,0.00,-17.19,14.47,14.08,178,0.29,856,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
75244,0.00,-17.19,14.47,14.16,178,0.30,850,33.33,13.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
75471,0.00,-17.19,14.36,14.08,178,0.30,848,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
75696,0.00,-17.19,14.47,13.84,178,0.30,851,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
75922,0.00,-17.19,14.36,14.08,178,0.29,860,33.33,11.50,1.46,117,5.22,-9.43,1.28,0.00,5.49
76148,0.00,-17.19,14.36,14.08,178,0.30,850,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
76374,0.00,-17.19,14.47,14.08,178,0.30,852,33.33,12.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
76600,0.00,-17.19,14.36,14.08,178,0.29,859,33.33,11.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
76826,0.00,-17.19,14.47,14.08,178,0.30,862,33.33,11.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
77052,0.00,-17.19,14.47,14.08,178,0.30,858,33.33,12.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
77277,0.00,-17.19,14.36,13.92,178,0.30,860,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
77503,0.00,-17.19,14.47,14.08,178,0.30,844,33.33,13.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
77729,0.00,-17.19,14.47,14.08,178,0.30,848,33.33,12.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
77955,0.00,-17.19,14.47,14.08,178,0.30,862,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
78181,0.00,-17.19,14.36,14.08,178,0.29,868,33.33,11.00,1.47,117,5.22,-9.43,1.26,0.00,5.49
78407,0.00,-17.19,14.36,14.00,180,0.30,848,33.33,12.50,1.45,117,5.22,-9.43,1.28,0.00,5.49
78633,0.00,-17.19,14.47,14.08,180,0.30,844,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
78859,0.00,-17.19,14.36,14.00,180,0.30,858,33.33,11.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
79084,0.00,-17.19,14.36,14.08,180,0.30,866,33.33,11.00,1.47,117,5.22,-9.43,1.28,0.00,5.49
79310,-0.78,-17.19,14.36,14.00,180,0.30,856,33.33,12.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
79536,0.00,-17.19,14.47,14.00,180,0.30,852,33.33,12.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
79762,0.00,-17.19,14.47,14.08,180,0.30,845,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
79988,0.00,-17.19,14.47,13.92,180,0.30,843,33.33,13.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
80214,0.00,-17.19,14.47,14.08,180,0.30,850,33.33,12.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
80440,0.00,-17.19,14.47,14.08,180,0.30,851,33.33,12.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
80665,0.00,-17.19,14.36,14.08,180,0.30,844,33.33,13.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
80891,0.00,-17.19,14.36,14.08,180,0.30,837,33.33,13.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
81117,0.00,-17.19,14.36,14.00,180,0.30,850,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
81343,0.00,-17.19,14.36,14.08,180,0.30,856,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
81569,0.00,-17.19,14.36,14.08,180,0.29,859,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
81795,0.00,-17.19,14.36,14.08,180,0.30,848,33.33,12.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
82020,0.00,-17.19,14.47,14.16,180,0.30,851,33.33,12.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
82247,0.00,-17.19,14.47,13.92,180,0.30,855,33.33,12.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
82473,0.00,-17.19,14.47,14.08,180,0.30,844,33.33,12.50,1.42,117,5.37,-9.43,1.28,0.00,5.49
82698,0.00,-17.19,14.47,14.08,180,0.30,854,33.33,11.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
82924,0.00,-17.19,14.47,14.08,180,0.30,851,33.33,12.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
83150,0.00,-17.19,14.47,14.08,180,0.30,851,33.33,12.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
83376,0.00,-17.19,14.47,14.00,180,0.30,866,33.33,11.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
83602,0.00,-17.19,14.36,14.08,180,0.30,858,33.33,11.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
83828,0.00,-17.19,14.47,13.92,180,0.30,857,33.33,11.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
84053,0.00,-17.19,14.36,14.08,180,0.29,861,33.33,11.50,1.47,117,5.22,-9.43,1.28,0.00,5.49
84279,0.00,-17.19,14.36,14.00,180,0.30,856,33.33,12.00,1.48,117,5.22,-9.43,1.26,0.00,5.49
84505,0.00,-17.19,14.36,14.08,180,0.30,856,33.33,12.00,1.44,117,5.22,-9.43,1.28,0.00,5.49
84731,0.00,-17.19,14.47,14.08,180,0.30,850,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
84957,0.00,-17.19,14.47,14.00,180,0.30,840,33.33,13.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
85183,0.00,-17.19,14.47,14.08,180,0.30,852,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
85409,0.00,-17.19,14.47,14.00,180,0.30,844,33.33,13.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
85635,0.00,-17.19,14.47,14.08,180,0.30,862,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
85861,0.00,-17.19,14.36,14.16,180,0.30,850,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
86086,0.00,-17.19,14.36,14.08,180,0.30,848,33.33,12.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
86312,0.00,-17.19,14.36,14.08,180,0.30,844,33.33,13.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
86538,0.00,-17.19,14.36,14.00,180,0.30,844,33.33,13.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
86764,0.00,-17.19,14.47,14.08,180,0.30,862,33.33,11.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
86990,0.00,-17.19,14.47,14.08,180,0.30,853,33.33,12.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
87215,0.00,-17.19,14.36,14.00,180,0.30,846,33.33,12.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
87441,0.00,-17.19,14.36,14.08,180,0.30,855,33.33,11.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
87667,0.00,-17.19,14.47,14.08,180,0.30,843,33.33,13.00,1.44,117,5.22,-9.43,1.28,0.00,5.49
87894,0.00,-17.19,14.47,14.08,180,0.30,845,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
88119,0.00,-17.19,14.36,14.08,180,0.30,842,33.33,13.00,1.42,117,5.37,-9.43,1.26,0.00,5.49
88345,0.00,-17.19,14.47,14.08,180,0.30,833,33.33,13.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
88571,0.00,-17.19,14.36,14.16,180,0.30,850,33.33,12.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
88797,0.00,-17.19,14.47,14.00,180,0.30,838,33.33,12.50,1.44,117,5.37,-9.43,1.24,0.00,5.49
89023,0.00,-17.19,14.47,14.00,180,0.30,856,33.33,11.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
89249,0.00,-17.19,14.47,14.08,180,0.30,846,33.33,12.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
89475,0.00,-17.19,14.47,14.08,180,0.30,856,33.33,11.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
89700,0.00,-17.19,14.47,14.08,180,0.29,847,33.33,12.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
89926,0.00,-17.19,14.47,14.08,180,0.30,850,33.33,12.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
90152,0.00,-17.19,14.36,14.00,180,0.30,854,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
90378,0.00,-17.19,14.36,14.08,180,0.30,850,33.33,12.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
90603,0.00,-17.19,14.47,13.92,180,0.30,860,33.33,11.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
90829,0.00,-17.19,14.36,14.08,180,0.29,851,33.33,12.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
91056,0.00,-17.19,14.36,14.00,180,0.30,845,33.33,12.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
91282,0.00,-17.19,14.47,14.08,180,0.30,857,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
91508,0.00,-17.19,14.36,14.08,180,0.30,844,33.33,12.50,1.43,118,5.37,-9.43,1.26,0.00,5.49
91734,0.00,-17.19,14.47,13.84,180,0.30,846,33.33,12.50,1.47,118,5.37,-9.43,1.28,0.00,5.49
91960,0.00,-17.19,14.36,14.08,180,0.29,862,33.33,11.00,1.47,118,5.37,-9.43,1.26,0.00,5.49
92186,0.00,-17.19,14.36,14.00,180,0.30,850,33.33,12.50,1.45,118,5.22,-9.43,1.26,0.00,5.49
92412,0.00,-17.19,14.47,14.08,180,0.30,860,33.33,11.50,1.45,118,5.22,-9.43,1.28,0.00,5.49
92638,0.00,-17.19,14.47,14.08,180,0.30,852,33.33,12.00,1.44,118,5.37,-9.43,1.26,0.00,5.49
92864,0.00,-17.19,14.47,14.00,180,0.30,842,33.33,13.00,1.46,118,5.37,-9.43,1.28,0.00,5.49
93090,0.00,-17.19,14.36,14.08,180,0.30,851,33.33,12.00,1.46,118,5.37,-9.43,1.26,0.00,5.49
93316,0.00,-17.19,14.36,14.08,180,0.30,853,33.33,12.00,1.45,118,5.37,-9.43,1.28,0.00,5.49
93542,0.00,-17.19,14.36,14.16,180,0.30,849,33.33,12.50,1.43,118,5.37,-9.43,1.26,0.00,5.49
93768,0.00,-17.19,14.36,14.00,180,0.30,844,33.33,13.00,1.43,118,5.37,-9.43,1.26,0.00,5.49
93994,0.00,-17.19,14.47,14.00,180,0.30,839,33.33,13.00,1.45,118,5.37,-9.43,1.28,0.00,5.49
94220,0.00,-17.19,14.47,14.08,180,0.29,858,33.33,11.50,1.47,118,5.37,-9.43,1.26,0.00,5.49
94446,0.00,-17.19,14.36,14.08,180,0.30,864,33.33,11.00,1.46,118,5.37,-9.43,1.28,0.00,5.49
94675,0.00,-17.19,14.47,14.08,180,0.29,865,33.33,11.00,1.46,118,5.37,-9.43,1.26,0.00,5.49
94901,0.00,-17.19,14.47,14.00,180,0.30,844,33.33,13.00,1.45,118,5.22,-9.43,1.28,0.00,5.49
95127,0.00,-17.19,14.47,14.08,180,0.30,842,33.33,13.00,1.47,118,5.37,-9.43,1.26,0.00,5.49
95353,0.00,-17.19,14.47,14.08,180,0.30,847,33.33,12.50,1.45,118,5.37,-9.43,1.26,0.00,5.49
95578,0.00,-17.19,14.47,14.08,180,0.30,856,33.33,11.50,1.45,118,5.37,-9.43,1.28,0.00,5.49
95803,0.00,-17.19,14.47,14.08,180,0.30,862,33.33,11.50,1.46,118,5.37,-9.43,1.26,0.00,5.49
96029,0.00,-17.19,14.36,14.00,180,0.30,854,33.33,12.00,1.47,118,5.37,-9.43,1.28,0.00,5.49
96254,-0.78,-17.19,14.36,14.16,181,0.30,846,33.33,12.50,1.46,118,5.37,-9.43,1.26,0.00,5.49
96480,-0.78,-17.19,14.36,14.00,181,0.30,848,33.33,12.50,1.46,118,5.37,-9.43,1.26,0.00,5.49
96706,-0.78,-17.19,14.36,14.08,181,0.29,867,33.33,11.00,1.46,118,5.22,-9.43,1.28,0.00,5.49
96932,-0.78,-17.19,14.36,14.00,181,0.29,863,33.33,11.50,1.47,118,5.22,-9.43,1.26,0.00,5.49
97158,-0.78,-17.19,14.36,14.08,181,0.30,850,33.33,12.50,1.46,118,5.22,-9.43,1.28,0.00,5.49
97384,0.00,-17.19,14.59,14.16,181,0.30,840,33.33,13.50,1.45,118,5.37,-9.43,1.26,0.00,5.49
