Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,0.00,-0.78,14.70,13.60,163,0.24,1226,0.00,0.00,33.33,16,15.50,1.31,93,0.00,-10.88,1.36,0.00,0.00
258,0.00,-0.78,14.70,13.60,163,0.24,1215,0.00,0.00,33.33,16,15.00,1.30,93,0.00,-10.88,1.36,0.00,0.00
515,0.00,-0.78,14.81,13.68,163,0.24,1209,0.00,0.00,33.33,16,16.00,1.28,93,0.00,-10.74,1.38,0.00,0.00
772,0.00,-0.78,14.81,13.68,163,0.25,1198,0.00,0.00,33.33,16,15.50,1.28,93,0.00,-10.59,1.36,0.00,0.00
1029,0.00,-0.78,15.04,13.68,163,0.24,1205,0.00,0.00,33.33,16,15.50,1.29,93,0.00,-10.59,1.36,0.00,0.00
1286,0.78,-0.78,15.16,13.44,163,0.25,1188,0.00,0.00,33.33,16,16.00,1.27,93,0.00,-10.59,1.38,0.00,0.00
1544,1.56,-0.78,15.16,13.44,163,0.24,1186,0.00,0.00,33.33,16,13.00,1.27,93,0.00,-10.59,1.36,0.00,0.00
1801,3.12,-0.78,15.27,13.36,163,0.24,1194,0.00,0.00,33.33,16,12.00,1.53,93,0.00,-10.59,1.36,0.00,0.00
2058,3.12,-0.78,15.27,13.44,163,0.24,1201,0.00,0.00,33.33,16,13.00,1.28,93,0.00,-10.59,1.36,0.00,0.00
2315,3.91,-0.78,15.16,13.28,165,0.24,1188,0.00,0.00,33.33,16,13.00,1.52,93,0.00,-10.59,1.36,0.00,0.00
2572,4.69,-0.78,15.04,13.44,165,0.25,1190,0.00,0.00,33.33,16,13.00,1.52,93,0.00,-10.59,1.38,0.00,0.00
2829,4.69,-0.78,14.93,13.52,165,0.28,1184,0.00,0.00,33.33,16,13.50,1.52,93,0.00,-10.45,1.40,0.00,0.39
3086,4.69,-1.56,14.81,13.52,165,0.31,1222,0.00,0.00,33.33,16,9.50,1.56,93,0.00,-10.30,1.44,0.00,0.78
3343,3.91,-2.34,14.81,13.52,165,0.35,1228,0.00,0.00,33.33,16,9.50,1.57,93,0.00,-10.16,1.46,0.00,1.18
3600,3.91,-3.12,14.81,13.60,165,0.34,1408,0.00,0.00,33.33,16,26.00,1.80,93,0.00,-10.01,1.50,0.00,1.96
3858,0.78,-3.91,14.36,13.60,165,0.36,1476,0.00,0.00,33.33,16,32.50,1.88,93,0.00,-10.01,1.54,0.00,2.35
4115,-5.47,-4.69,13.67,13.52,165,0.38,1429,0.00,0.00,33.33,16,31.00,1.79,93,0.00,-9.87,1.54,0.00,2.35
4372,-9.38,-5.47,13.55,13.60,165,0.40,1353,0.00,0.00,33.33,16,41.00,1.73,93,0.00,-9.72,1.56,0.00,2.35
4629,-10.94,-5.47,14.13,13.52,165,0.42,1293,0.00,0.00,33.33,16,40.00,1.66,93,0.00,-9.43,1.54,0.00,2.35
4886,-10.94,-7.81,14.70,13.52,165,0.43,1242,0.00,0.00,33.33,16,26.00,1.59,93,0.00,-9.29,1.54,0.00,2.35
5143,-7.81,-7.81,15.16,13.60,165,0.35,1358,0.00,0.00,33.33,16,34.00,1.74,93,0.00,-9.43,1.48,0.00,1.96
5400,-7.03,-7.03,15.27,13.44,165,0.19,1546,0.00,0.00,33.33,16,14.00,1.65,93,0.00,-11.03,1.36,0.00,0.00
5658,0.00,-6.25,14.70,13.44,165,0.20,1488,0.00,0.00,33.33,16,14.00,1.59,93,0.00,-11.32,1.36,0.00,0.00
5915,0.00,-5.47,13.67,13.52,165,0.21,1417,0.00,0.00,33.33,16,15.50,1.51,93,0.00,-11.32,1.38,0.00,0.00
6172,0.00,-4.69,12.63,13.52,165,0.21,1394,0.00,0.00,33.33,16,17.50,1.49,93,0.00,-11.32,1.36,0.00,0.00
6429,0.00,-3.91,12.40,13.52,165,0.21,1383,0.00,0.00,33.33,16,16.50,1.48,93,0.00,-11.17,1.36,0.00,0.00
6710,0.00,-3.91,12.52,13.60,165,0.21,1365,0.00,0.00,33.33,16,15.50,1.46,93,0.00,-11.17,1.36,0.00,0.00
6967,0.00,-3.12,12.75,13.60,165,0.21,1346,0.00,0.00,33.33,16,16.50,1.44,93,0.00,-11.17,1.38,0.00,0.00
7224,0.00,-3.12,13.09,13.68,165,0.22,1338,0.00,0.00,33.33,16,16.50,1.43,93,0.00,-11.17,1.36,0.00,0.00
7484,0.00,-0.78,13.44,13.68,165,0.22,1320,0.00,0.00,33.33,16,16.50,1.41,93,0.00,-11.17,1.36,0.00,0.00
7742,0.00,-0.78,13.78,13.68,165,0.21,1336,0.00,0.00,33.33,16,14.00,1.42,93,0.00,-11.17,1.36,0.00,0.00
7999,0.00,-0.78,14.01,13.68,165,0.22,1326,0.00,0.00,33.33,16,14.00,1.41,93,0.00,-11.17,1.36,0.00,0.00
8257,0.00,-0.78,14.13,13.68,165,0.23,1297,0.00,0.00,33.33,16,16.00,1.38,93,0.00,-11.17,1.38,0.00,0.00
8513,0.00,-0.78,14.13,13.68,165,0.23,1286,0.00,0.00,33.33,16,15.50,1.36,93,0.00,-11.17,1.36,0.00,0.00
8770,0.00,-0.78,14.01,13.68,165,0.23,1272,0.00,0.00,33.33,16,16.00,1.36,93,0.00,-11.17,1.36,0.00,0.00
9028,0.00,-0.78,14.13,13.68,165,0.23,1273,0.00,0.00,33.33,16,16.50,1.36,93,0.00,-11.03,1.36,0.00,0.00
9285,0.00,-0.78,14.13,13.68,165,0.23,1245,0.00,0.00,33.33,16,15.50,1.33,93,0.00,-11.03,1.36,0.00,0.00
9542,0.00,-0.78,14.13,13.52,165,0.24,1228,0.00,0.00,33.33,16,16.50,1.31,93,0.00,-10.88,1.36,0.00,0.00
9800,-0.78,-0.78,14.36,13.60,165,0.24,1202,0.00,0.00,33.33,16,18.00,1.28,93,0.00,-10.74,1.36,0.00,0.00
10057,-0.78,-0.78,14.47,13.60,165,0.25,1171,0.00,0.00,33.33,16,18.50,1.25,93,0.00,-10.59,1.36,0.00,0.00
10314,-1.56,-0.78,14.59,13.60,165,0.24,1164,0.00,0.00,33.33,16,15.50,1.24,93,0.00,-10.45,1.36,0.00,0.00
10571,-0.78,-0.78,14.81,13.68,165,0.24,1174,0.00,0.00,33.33,16,16.50,1.25,93,0.00,-10.45,1.36,0.00,0.00
10829,0.78,-0.78,15.39,13.68,165,0.24,1186,0.00,0.00,33.33,16,14.00,1.26,93,0.00,-10.45,1.36,0.00,0.00
11086,2.34,-0.78,15.50,13.68,165,0.25,1172,0.00,0.00,33.33,16,14.50,1.25,93,0.00,-10.45,1.36,0.00,0.00
11343,3.91,-0.78,15.62,13.68,165,0.25,1164,0.00,0.00,33.33,16,14.50,1.24,93,0.00,-10.45,1.36,0.00,0.00
11600,4.69,-0.78,15.50,13.68,167,0.25,1172,0.00,0.00,33.33,16,13.00,1.25,93,0.00,-10.30,1.38,0.00,0.00
11857,5.47,-0.78,15.39,13.68,167,0.24,1172,0.00,0.00,33.33,16,12.50,1.25,93,0.00,-10.30,1.36,0.00,0.00
12114,6.25,-0.78,15.16,13.68,167,0.25,1169,0.00,0.00,33.33,16,13.50,1.24,93,0.00,-10.45,1.36,0.00,0.00
12372,7.03,-0.78,15.16,13.76,167,0.24,1180,0.00,0.00,33.33,16,12.50,1.26,93,0.00,-10.45,1.36,0.00,0.00
12629,7.03,-0.78,14.93,13.76,167,0.25,1174,0.00,0.00,33.33,16,13.00,1.50,93,0.00,-10.45,1.36,0.00,0.00
12887,6.25,-0.78,14.70,13.68,167,0.25,1168,0.00,0.00,33.33,16,13.00,1.50,93,0.00,-10.45,1.36,0.00,0.00
13144,5.47,-0.78,14.59,13.60,167,0.24,1160,0.00,0.00,33.33,16,12.00,1.48,93,0.00,-10.45,1.36,0.00,0.00
13401,5.47,-0.78,14.59,13.60,167,0.25,1186,0.00,0.00,33.33,16,11.50,1.27,93,0.00,-10.45,1.38,0.00,0.00
13659,5.47,-0.78,14.59,13.68,167,0.24,1192,0.00,0.00,33.33,16,11.50,1.27,93,0.00,-10.45,1.36,0.00,0.00
13916,4.69,-0.78,14.70,13.68,167,0.25,1184,0.00,0.00,33.33,16,13.00,1.26,93,0.00,-10.59,1.38,0.00,0.00
14173,4.69,-0.78,14.70,13.68,167,0.25,1167,0.00,0.00,33.33,16,12.50,1.25,93,0.00,-10.45,1.36,0.00,0.00
14431,4.69,-0.78,14.70,13.68,167,0.25,1176,0.00,0.00,33.33,16,13.00,1.25,93,0.00,-10.45,1.36,0.00,0.00
14688,3.91,-0.78,14.70,13.68,167,0.25,1172,0.00,0.00,33.33,16,13.00,1.25,93,0.00,-10.45,1.36,0.00,0.00
14945,3.91,-0.78,14.70,13.68,167,0.25,1172,0.00,0.00,33.33,16,13.00,1.25,93,0.00,-10.45,1.38,0.00,0.00
15203,3.91,-0.78,14.70,13.76,167,0.25,1185,0.00,0.00,33.33,16,12.00,1.26,93,0.00,-10.45,1.36,0.00,0.00
15460,3.12,-0.78,14.70,13.68,167,0.24,1182,0.00,0.00,33.33,16,12.00,1.26,93,0.00,-10.45,1.36,0.00,0.00
15717,3.12,-0.78,14.70,13.68,167,0.25,1182,0.00,0.00,33.33,16,12.50,1.26,93,0.00,-10.45,1.38,0.00,0.00
15974,3.91,-0.78,14.81,13.68,167,0.24,1196,0.00,0.00,33.33,16,10.50,1.28,93,0.00,-10.45,1.36,0.00,0.00
16232,3.12,-0.78,14.81,13.68,167,0.25,1184,0.00,0.00,33.33,16,13.00,1.52,93,0.00,-10.45,1.38,0.00,0.00
16489,3.91,-0.78,14.93,13.76,167,0.25,1180,0.00,0.00,33.33,16,13.00,1.51,93,0.00,-10.45,1.36,0.00,0.00
16746,3.91,-0.78,14.93,13.52,167,0.25,1163,0.00,0.00,33.33,16,15.00,1.49,93,0.00,-10.45,1.38,0.00,0.00
17004,4.69,-0.78,15.04,13.60,167,0.24,1174,0.00,0.00,33.33,16,13.00,1.50,93,0.00,-10.30,1.36,0.00,0.00
17261,5.47,-0.78,15.16,13.52,167,0.23,1167,0.00,0.00,33.33,16,11.50,1.24,93,0.00,-10.45,1.36,0.00,0.00
17518,6.25,-0.78,15.27,13.60,167,0.24,1179,0.00,0.00,33.33,16,13.00,1.26,93,0.00,-10.45,1.36,0.00,0.00
17776,7.03,-0.78,15.39,13.60,167,0.23,1176,0.00,0.00,33.33,16,12.00,1.25,93,0.00,-10.45,1.36,0.00,0.00
18033,8.59,-0.78,15.27,13.60,167,0.23,1173,0.00,0.00,33.33,16,12.00,1.25,93,0.00,-10.59,1.36,0.00,0.00
18291,8.59,-0.78,15.04,13.60,167,0.23,1184,0.00,0.00,33.33,16,11.00,1.26,93,0.00,-10.59,1.36,0.00,0.00
18548,8.59,-0.78,14.81,13.60,167,0.23,1179,0.00,0.00,33.33,16,11.50,1.26,93,0.00,-10.59,1.36,0.00,0.00
18806,7.81,-0.78,14.59,13.60,167,0.24,1153,0.00,0.00,33.33,16,13.50,1.23,93,0.00,-10.59,1.36,0.00,0.00
19063,7.03,-0.78,14.47,13.60,167,0.24,1160,0.00,0.00,33.33,16,15.00,1.22,93,0.00,-10.59,1.36,0.00,0.00
19320,6.25,-0.78,14.47,13.68,167,0.23,1169,0.00,0.00,33.33,16,12.00,1.25,93,0.00,-10.59,1.36,0.00,0.00
19576,5.47,-0.78,14.47,13.60,167,0.23,1172,0.00,0.00,33.33,16,13.00,1.24,93,0.00,-10.59,1.36,0.00,0.00
19833,4.69,-0.78,14.36,13.68,167,0.24,1157,0.00,0.00,33.33,16,13.00,1.23,93,0.00,-10.59,1.36,0.00,0.00
20091,3.91,-0.78,14.36,13.52,167,0.24,1166,0.00,0.00,33.33,16,13.00,1.24,93,0.00,-10.59,1.36,0.00,0.00
20348,3.12,-0.78,14.47,13.52,167,0.24,1135,0.00,0.00,33.33,16,15.50,1.21,93,0.00,-10.59,1.36,0.00,0.00
20605,3.12,-0.78,14.59,13.60,167,0.25,1150,0.00,0.00,33.33,16,13.00,1.23,93,0.00,-10.45,1.36,0.00,0.00
20864,3.12,-0.78,14.70,13.60,169,0.24,1119,0.00,0.00,33.33,16,14.50,1.19,93,0.00,-10.45,1.36,0.00,0.00
21154,3.12,-0.78,14.93,13.52,169,0.24,1127,0.00,0.00,33.33,16,16.50,1.18,93,0.00,-10.45,1.36,0.00,0.00
21411,3.91,-0.78,15.16,13.52,169,0.24,1128,0.00,0.00,33.33,16,14.00,1.20,93,0.00,-10.30,1.36,0.00,0.00
21668,5.47,-0.78,15.27,13.44,169,0.24,1130,0.00,0.00,33.33,16,14.50,1.21,93,0.00,-10.30,1.34,0.00,0.00
21925,6.25,-0.78,15.27,13.76,169,0.24,1131,0.00,0.00,33.33,16,13.00,1.21,93,0.00,-10.45,1.36,0.00,0.00
22183,7.03,-0.78,15.16,13.68,169,0.24,1139,0.00,0.00,33.33,16,12.00,1.21,93,0.00,-10.45,1.36,0.00,0.00
22440,7.03,-0.78,15.16,13.76,169,0.24,1135,0.00,0.00,33.33,16,11.50,1.21,93,0.00,-10.45,1.36,0.00,0.00
22697,7.03,-0.78,14.81,13.68,169,0.24,1146,0.00,0.00,33.33,16,11.50,1.22,93,0.00,-10.45,1.34,0.00,0.00
22955,7.03,-0.78,14.93,13.68,169,0.23,1140,0.00,0.00,33.33,16,11.50,1.22,93,0.00,-10.45,1.34,0.00,0.00
23212,6.25,-0.78,14.70,13.68,169,0.23,1139,0.00,0.00,33.33,16,13.00,1.22,93,0.00,-10.45,1.34,0.00,0.00
23470,6.25,-0.78,14.70,13.68,169,0.24,1127,0.00,0.00,33.33,16,13.00,1.20,93,0.00,-10.45,1.34,0.00,0.00
23728,5.47,-0.78,14.59,13.68,169,0.24,1127,0.00,0.00,33.33,16,13.00,1.20,93,0.00,-10.45,1.34,0.00,0.00
23985,6.25,0.00,14.70,13.60,169,0.24,1117,0.00,0.00,33.33,16,14.00,1.19,93,0.00,-10.45,1.34,0.00,0.00
24242,6.25,0.00,14.93,13.60,169,0.24,1124,0.00,0.00,33.33,16,13.00,1.20,93,0.00,-10.45,1.34,0.00,0.00
24500,7.03,0.00,15.04,13.52,169,0.24,1135,0.00,0.00,33.33,16,13.00,1.20,93,0.00,-10.45,1.34,0.00,0.00
24757,7.81,0.00,15.04,13.52,169,0.23,1130,0.00,0.00,33.33,16,12.50,1.20,93,0.00,-10.45,1.34,0.00,0.00
25014,7.03,0.00,14.93,13.52,169,0.23,1131,0.00,0.00,33.33,16,12.50,1.21,93,0.00,-10.45,1.34,0.00,0.00
25271,7.03,0.00,14.70,13.44,169,0.24,1130,0.00,0.00,33.33,16,13.00,1.21,93,0.00,-10.45,1.34,0.00,0.00
25529,6.25,0.00,14.70,13.68,169,0.24,1117,0.00,0.00,33.33,16,14.00,1.19,93,0.00,-10.45,1.34,0.00,0.00
25786,6.25,0.00,14.59,13.68,169,0.24,1090,0.00,0.00,33.33,16,15.50,1.16,93,0.00,-10.45,1.34,0.00,0.00
26043,5.47,0.00,14.59,13.76,169,0.25,1082,0.00,0.00,33.33,16,16.50,1.15,93,0.00,-10.45,1.34,0.00,0.00
26300,4.69,0.00,14.59,13.76,169,0.25,1086,0.00,0.00,33.33,16,14.00,1.16,93,0.00,-10.30,1.34,0.00,0.00
26558,4.69,0.00,14.59,13.76,169,0.25,1092,0.00,0.00,33.33,16,13.00,1.16,93,0.00,-10.30,1.34,0.00,0.00
26814,4.69,0.00,14.70,13.76,169,0.25,1093,0.00,0.00,33.33,16,13.00,1.17,93,0.00,-10.30,1.36,0.00,0.00
27072,4.69,0.00,14.70,13.76,169,0.25,1072,0.00,0.00,33.33,16,15.00,1.14,93,0.00,-10.30,1.34,0.00,0.00
27328,4.69,0.00,14.81,13.68,169,0.25,1092,0.00,0.00,33.33,16,12.50,1.16,93,0.00,-10.30,1.36,0.00,0.00
27585,4.69,0.00,14.81,13.60,169,0.25,1110,0.00,0.00,33.33,16,10.50,1.42,93,0.00,-10.30,1.36,0.00,0.00
27843,4.69,0.00,14.81,13.52,169,0.28,1092,0.00,0.00,33.33,16,13.00,1.40,93,0.00,-10.30,1.38,0.00,0.39
28100,5.47,-0.78,14.93,13.60,169,0.32,1103,0.00,0.00,33.33,16,11.00,1.43,93,0.00,-10.01,1.42,0.00,1.18
28357,5.47,-1.56,14.93,13.60,169,0.30,1162,0.00,0.00,33.33,16,29.50,1.54,93,0.00,-10.01,1.42,0.00,1.18
28615,4.69,-2.34,14.59,13.60,169,0.27,1414,0.00,0.00,33.33,16,41.00,1.81,93,0.00,-10.45,1.44,0.00,1.57
28873,2.34,-3.12,14.13,13.76,169,0.26,1543,0.00,0.00,33.33,16,26.00,1.65,93,0.00,-10.88,1.44,0.00,1.57
29130,-0.78,-3.91,13.78,13.76,169,0.26,1581,0.00,0.00,33.33,16,30.50,1.69,93,0.00,-11.03,1.44,0.00,1.57
29387,-3.91,-4.69,13.44,13.68,169,0.27,1564,0.00,0.00,33.33,16,26.00,1.67,93,0.00,-10.88,1.46,0.00,1.57
29644,-7.03,-5.47,13.67,13.76,171,0.28,1506,0.00,0.00,33.33,16,26.00,1.61,93,0.00,-10.74,1.46,0.00,1.57
29902,-8.59,-5.47,13.90,13.68,171,0.33,1367,0.00,0.00,33.33,16,39.50,1.46,93,0.00,-10.59,1.48,0.00,1.96
30160,-10.94,-7.81,14.24,13.68,171,0.40,1250,0.00,0.00,33.33,16,26.00,1.60,93,0.00,-10.01,1.52,0.00,2.75
