Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
2885,0.00,0.00,11.83,13.60,194,0.20,1087,0.00,0.00,33.33,16,9.00,1.38,86,4.21,-10.74,1.36,0.00,1.18
3141,0.00,0.00,11.83,13.68,194,0.29,1214,0.00,0.00,33.33,16,24.50,1.47,86,4.64,-10.30,1.52,0.00,3.53
3399,0.00,0.00,12.52,13.76,194,0.33,1467,0.00,0.00,33.33,16,30.00,2.19,86,5.66,-9.29,1.70,0.00,5.49
3656,-0.78,0.00,14.01,13.68,194,0.30,1927,0.00,0.00,33.33,16,32.00,2.88,86,5.66,-9.29,1.74,0.00,6.27
3913,-2.34,0.00,14.36,13.60,194,0.30,2032,0.00,0.00,33.33,16,32.00,2.60,86,5.37,-9.58,1.76,0.00,6.27
4171,-7.03,0.00,13.90,13.60,194,0.34,1814,0.00,0.00,33.33,16,30.50,2.71,86,5.66,-9.29,1.76,0.00,6.67
4428,-6.25,0.00,14.47,13.44,194,0.41,1516,0.00,0.00,33.33,16,22.50,2.26,88,6.24,-8.71,1.78,0.00,6.67
4685,-7.03,0.00,14.59,13.44,194,0.50,1324,0.00,0.00,33.33,16,14.50,2.26,88,7.40,-7.55,1.80,0.00,7.06
4942,-5.47,0.00,14.70,13.36,194,0.57,1248,0.00,0.00,33.33,16,8.50,2.40,88,8.56,-6.38,1.84,0.00,7.84
5199,-3.12,0.00,15.16,13.28,192,0.67,1050,0.00,0.00,33.33,16,5.00,2.24,88,9.58,-5.37,1.82,0.00,7.84
5457,-3.12,0.00,15.16,13.44,192,0.68,1013,0.00,0.00,33.33,16,4.50,2.16,88,10.88,-4.06,1.82,0.00,8.24
5713,0.00,0.00,14.93,13.68,192,0.63,1077,0.00,0.00,33.33,16,5.00,2.30,88,11.17,-3.77,1.80,0.00,8.24
5971,2.34,0.00,15.39,13.68,192,0.63,1116,0.00,0.00,33.33,16,5.50,2.38,90,11.03,-3.92,1.86,0.00,8.63
6229,3.91,0.00,15.27,13.68,192,0.61,1176,0.00,0.00,33.33,16,6.00,2.49,90,11.03,-3.92,1.84,0.00,8.63
6486,3.12,0.00,14.81,13.68,192,0.59,1234,0.00,0.00,33.33,16,7.00,2.53,90,10.74,-4.21,1.84,0.00,8.63
6742,3.12,0.00,14.70,13.68,192,0.58,1302,0.00,0.00,33.33,16,7.50,2.50,90,10.30,-4.64,1.88,0.00,8.63
7000,3.12,0.00,14.81,13.68,192,0.55,1395,0.00,0.00,33.33,16,9.00,2.68,90,9.87,-5.08,1.90,0.00,8.63
7256,3.91,0.00,14.70,13.68,192,0.53,1492,0.00,0.00,33.33,16,12.00,2.86,91,9.43,-5.51,1.90,0.00,9.02
7513,4.69,0.00,14.70,13.68,192,0.51,1570,0.00,0.00,33.33,16,15.50,3.01,91,9.14,-5.80,1.92,0.00,9.02
7771,3.91,0.00,14.47,13.60,192,0.49,1687,0.00,0.00,33.33,16,21.50,2.88,91,8.56,-6.38,1.94,0.00,9.41
8028,5.47,0.00,14.81,13.60,192,0.48,1792,0.00,0.00,33.33,16,22.50,3.06,91,8.42,-6.53,1.96,0.00,9.41
8285,7.03,0.00,14.93,13.52,192,0.46,1893,0.00,0.00,33.33,16,24.00,3.23,91,8.27,-6.67,1.98,0.00,9.80
8542,7.81,0.00,14.70,13.44,192,0.45,1992,0.00,0.00,33.33,16,25.00,3.40,91,8.27,-6.67,2.02,0.00,9.80
8800,9.38,0.00,14.81,13.44,192,0.45,2082,0.00,0.00,33.33,16,7.00,3.55,93,8.13,-6.82,2.02,0.00,10.20
9057,11.72,0.00,14.81,13.44,192,0.44,2212,0.00,0.00,33.33,16,26.00,3.78,93,8.27,-6.67,2.04,0.00,10.59
9315,11.72,0.00,14.59,13.68,192,0.43,2312,0.00,0.00,33.33,16,26.00,3.95,93,7.98,-6.96,2.08,0.00,10.59
9571,10.94,0.78,14.59,13.68,192,0.42,2427,0.00,0.00,33.33,16,27.00,4.14,93,7.69,-7.25,2.08,0.00,10.98
9829,7.81,0.78,14.24,13.68,192,0.42,2495,0.00,0.00,33.33,16,27.50,4.20,93,7.40,-7.55,2.08,0.00,10.98
10086,7.03,0.78,14.36,13.68,192,0.42,2561,0.00,0.00,33.33,16,28.50,4.32,93,7.25,-7.69,2.10,0.00,10.98
10343,6.25,0.78,14.47,13.68,192,0.40,2588,0.00,0.00,33.33,16,29.50,4.42,93,7.11,-7.84,2.10,0.00,10.98
10601,4.69,0.78,14.36,13.68,192,0.40,2689,0.00,0.00,33.33,16,29.50,4.59,93,6.82,-8.13,2.10,0.00,10.98
10858,0.00,0.00,13.67,13.60,192,0.14,2633,0.00,0.00,33.33,16,25.00,3.37,93,3.34,-11.61,1.34,0.00,0.00
11115,0.00,0.00,11.83,13.68,192,0.14,2295,0.00,0.00,33.33,16,14.50,0.00,93,2.47,-12.48,1.46,0.00,0.00
11373,0.00,0.00,12.17,13.60,192,0.30,1914,0.00,0.00,33.33,16,12.00,2.45,93,4.35,-10.59,1.78,0.00,7.84
11631,0.00,0.78,12.29,13.44,192,0.56,1538,0.00,0.00,33.33,16,10.00,2.95,93,8.42,-6.53,2.02,0.00,10.20
11888,0.00,0.78,14.47,13.44,192,0.56,1554,0.00,0.00,33.33,16,-5.50,2.98,93,10.01,-4.93,2.02,0.00,10.98
12145,3.91,0.78,16.08,13.44,194,0.58,1568,0.00,0.00,33.33,16,10.50,3.35,93,10.59,-4.35,2.04,0.00,12.16
12402,13.28,0.78,16.65,13.52,194,0.58,1642,0.00,0.00,33.33,16,10.50,3.50,93,10.88,-4.06,2.06,0.00,12.55
12660,14.06,0.78,15.39,13.44,194,0.61,1678,0.00,0.00,33.33,16,11.00,3.94,93,10.88,-4.06,2.10,0.00,12.94
12918,14.06,0.78,14.81,13.52,194,0.63,1740,0.00,0.00,33.33,16,10.50,4.08,93,11.03,-3.92,2.14,0.00,13.73
13175,14.06,0.78,14.70,13.60,194,0.66,1766,0.00,0.00,33.33,16,10.50,4.15,93,11.32,-3.63,2.18,0.00,14.12
13433,13.28,0.78,14.36,13.60,194,0.69,1807,0.00,0.00,33.33,16,10.50,4.40,93,11.61,-3.34,2.20,0.00,14.90
13690,10.94,0.78,14.24,13.60,194,0.68,1879,0.00,0.00,33.33,16,11.50,4.41,93,11.90,-3.05,2.24,0.00,15.29
13948,10.16,0.78,14.47,13.60,194,0.68,1922,0.00,0.00,33.33,16,11.50,4.51,93,11.90,-3.05,2.24,0.00,15.69
14205,10.16,0.78,14.47,13.60,194,0.67,1985,0.00,0.00,33.33,16,11.50,4.66,93,12.04,-2.90,2.26,0.00,15.69
14462,8.59,0.78,14.24,13.52,194,0.65,2061,0.00,0.00,33.33,16,11.50,4.84,93,11.90,-3.05,2.26,0.00,15.69
14720,7.81,0.78,14.36,13.52,194,0.64,2121,0.00,0.00,33.33,16,12.00,4.98,91,11.75,-3.19,2.28,0.00,15.29
14976,7.81,0.78,14.59,13.44,194,0.64,2157,0.00,0.00,33.33,16,12.50,5.06,91,11.61,-3.34,2.28,0.00,15.29
15233,7.81,0.78,14.59,13.44,194,0.63,2223,0.00,0.00,33.33,16,12.50,5.22,91,11.46,-3.48,2.28,0.00,15.29
15491,8.59,0.78,14.59,13.36,194,0.62,2294,0.00,0.00,33.33,16,13.00,5.38,91,11.32,-3.63,2.30,0.00,15.29
15748,8.59,0.78,14.59,13.36,194,0.61,2343,0.00,0.00,33.33,16,13.00,5.50,91,11.17,-3.77,2.30,0.00,15.29
16005,7.81,0.78,14.47,13.36,194,0.62,2367,0.00,0.00,33.33,16,13.50,5.05,91,11.03,-3.92,2.32,0.00,15.29
16262,8.59,0.78,14.59,13.52,194,0.60,2448,0.00,0.00,33.33,16,14.00,5.22,91,10.74,-4.21,2.32,0.00,15.29
16520,9.38,0.78,14.70,13.52,194,0.60,2471,0.00,0.00,33.33,16,14.00,5.27,91,10.74,-4.21,2.34,0.00,15.29
16777,10.16,0.78,14.70,13.52,194,0.59,2528,0.00,0.00,33.33,16,14.50,5.29,91,10.59,-4.35,2.34,0.00,15.29
17034,9.38,0.78,14.59,13.60,194,0.60,2524,0.00,0.00,33.33,16,14.50,5.46,91,10.45,-4.50,2.34,0.00,15.29
17292,10.16,0.78,14.59,13.52,194,0.58,2603,0.00,0.00,33.33,16,15.00,5.55,91,10.45,-4.50,2.36,0.00,15.29
17549,10.16,0.78,14.59,13.60,194,0.59,2625,0.00,0.00,33.33,16,15.50,5.60,91,10.30,-4.64,2.38,0.00,15.29
17807,10.94,0.78,14.59,13.60,194,0.58,2678,0.00,0.00,33.33,16,16.00,5.71,91,10.16,-4.79,2.36,0.00,15.29
18064,7.81,0.78,14.24,13.52,194,0.53,2758,0.00,0.00,33.33,16,24.50,5.88,91,9.58,-5.37,2.30,0.00,12.16
18321,0.00,0.78,11.94,13.52,194,0.20,2584,0.00,0.00,33.33,16,25.50,0.00,91,3.63,-11.32,1.58,0.00,0.00
18579,0.00,0.00,11.71,13.44,194,0.18,2334,0.00,0.00,33.33,16,13.00,0.00,91,2.47,-12.48,1.72,0.00,0.00
18836,0.00,0.00,12.52,13.36,194,0.31,1955,0.00,0.00,33.33,16,17.50,2.50,91,4.21,-10.74,1.78,0.00,8.24
19093,0.00,0.78,12.17,13.36,194,0.57,1977,0.00,0.00,33.33,16,22.50,3.80,91,9.14,-5.80,2.16,0.00,12.55
19350,0.00,0.78,13.67,13.36,194,0.58,1917,0.00,0.00,33.33,16,12.00,3.68,91,10.30,-4.64,2.14,0.00,12.94
19607,6.25,0.78,15.50,13.36,194,0.57,1968,0.00,0.00,33.33,16,12.00,4.20,91,10.59,-4.35,2.16,0.00,12.94
19865,11.72,0.78,15.50,13.60,194,0.59,1983,0.00,0.00,33.33,16,11.50,4.23,91,10.74,-4.21,2.18,0.00,13.33
20123,11.72,0.78,14.93,13.60,194,0.60,1988,0.00,0.00,33.33,16,12.00,4.67,91,10.88,-4.06,2.18,0.00,13.73
20380,10.94,0.78,14.59,13.60,194,0.58,2065,0.00,0.00,33.33,16,12.50,4.25,91,11.03,-3.92,2.20,0.00,14.12
20638,11.72,0.78,14.59,13.68,194,0.60,2051,0.00,0.00,33.33,16,12.00,4.32,91,11.17,-3.77,2.20,0.00,14.12
20895,8.59,0.78,14.24,13.68,194,0.61,2078,0.00,0.00,33.33,16,12.00,4.43,90,11.17,-3.77,2.22,0.00,14.12
21152,9.38,0.78,14.47,13.68,194,0.62,2090,0.00,0.00,33.33,16,12.00,4.46,90,11.17,-3.77,2.24,0.00,14.12
21410,7.81,0.78,14.47,13.68,194,0.60,2124,0.00,0.00,33.33,16,12.00,4.53,90,11.17,-3.77,2.22,0.00,14.51
21667,6.25,0.78,14.36,13.52,196,0.61,2128,0.00,0.00,33.33,16,12.50,4.54,88,11.17,-3.77,2.24,0.00,14.51
21925,6.25,0.78,14.59,13.52,196,0.61,2139,0.00,0.00,33.33,16,13.00,4.56,88,11.03,-3.92,2.24,0.00,14.51
22181,6.25,0.78,14.59,13.44,194,0.61,2164,0.00,0.00,33.33,16,-2.50,4.62,88,11.03,-3.92,2.24,0.00,14.51
22439,5.47,0.78,14.47,13.44,196,0.63,2163,0.00,0.00,33.33,16,12.00,4.61,86,11.03,-3.92,2.26,0.00,14.51
22696,4.69,0.78,14.59,13.44,196,0.62,2206,0.00,0.00,33.33,16,12.50,4.71,86,11.03,-3.92,2.26,0.00,14.51
22953,3.91,0.78,14.47,13.36,196,0.62,2238,0.00,0.00,33.33,16,13.00,4.77,86,10.88,-4.06,2.28,0.00,14.51
23211,3.91,0.78,14.59,13.36,196,0.62,2269,0.00,0.00,33.33,16,13.00,4.84,86,10.88,-4.06,2.30,0.00,14.51
23468,5.47,0.78,14.70,13.60,194,0.66,2260,0.00,0.00,33.33,16,12.50,5.30,84,11.17,-3.77,2.34,0.00,16.08
23725,7.81,0.78,14.81,13.68,194,0.66,2272,0.00,0.00,33.33,16,13.00,5.33,84,11.46,-3.48,2.34,0.00,16.47
23982,9.38,0.78,14.70,13.68,194,0.66,2304,0.00,0.00,33.33,16,13.00,5.47,84,11.61,-3.34,2.36,0.00,16.47
24240,8.59,0.78,14.59,13.68,194,0.65,2324,0.00,0.00,33.33,16,13.00,5.45,84,11.61,-3.34,2.36,0.00,16.47
24497,8.59,0.78,14.70,13.68,194,0.64,2349,0.00,0.00,33.33,16,13.00,5.51,84,11.61,-3.34,2.36,0.00,16.47
24754,8.59,0.78,14.59,13.68,194,0.65,2377,0.00,0.00,33.33,16,13.00,5.58,84,11.61,-3.34,2.38,0.00,16.47
25011,8.59,0.78,14.59,13.60,194,0.66,2367,0.00,0.00,33.33,16,13.00,5.56,84,11.46,-3.48,2.38,0.00,16.47
25269,9.38,1.56,14.59,13.52,196,0.65,2420,0.00,0.00,33.33,16,13.00,5.68,84,11.46,-3.48,2.38,0.00,16.47
25526,10.16,1.56,14.70,13.52,196,0.64,2444,0.00,0.00,33.33,16,13.50,5.74,84,11.32,-3.63,2.36,0.00,16.08
25783,4.69,0.00,13.09,13.44,196,0.26,2409,0.00,0.00,33.33,16,31.00,3.60,84,5.22,-9.72,1.70,0.00,0.00
26040,0.00,0.00,11.48,13.44,196,0.26,2329,0.00,0.00,33.33,16,21.00,0.00,84,2.47,-12.48,1.50,0.00,0.00
26298,0.00,0.00,11.60,13.44,194,0.22,1984,0.00,0.00,33.33,16,11.50,0.00,84,2.90,-12.04,1.64,0.00,0.00
26554,0.00,1.56,12.17,13.44,194,0.56,1677,0.00,0.00,33.33,16,4.50,3.22,84,6.09,-8.85,2.08,0.00,12.16
26812,0.00,1.56,11.71,13.52,194,0.66,1690,0.00,0.00,33.33,16,11.00,3.60,84,10.01,-4.93,2.14,0.00,12.94
27069,0.00,1.56,14.59,13.60,194,0.64,1692,0.00,0.00,33.33,16,10.50,3.61,84,11.17,-3.77,2.14,0.00,13.33
27326,4.69,1.56,15.39,13.60,194,0.67,1685,0.00,0.00,33.33,16,10.50,3.61,84,11.46,-3.48,2.16,0.00,14.12
27584,10.16,1.56,15.73,13.60,194,0.71,1714,0.00,0.00,33.33,16,10.50,4.34,84,12.04,-2.90,2.20,0.00,15.69
27841,11.72,1.56,15.39,13.60,194,0.72,1694,0.00,0.00,33.33,16,10.00,4.34,84,12.62,-2.32,2.20,0.00,16.47
28099,11.72,1.56,14.70,13.60,194,0.74,1708,0.00,0.00,33.33,16,10.00,4.37,84,12.77,-2.18,2.22,0.00,16.47
28355,10.94,1.56,14.59,13.60,194,0.73,1713,0.00,0.00,33.33,16,10.00,4.39,84,12.91,-2.03,2.22,0.00,16.86
28613,9.38,1.56,14.47,13.52,194,0.74,1703,0.00,0.00,33.33,16,9.50,4.36,84,13.06,-1.89,2.22,0.00,16.86
28870,8.59,1.56,14.24,13.44,194,0.75,1696,0.00,0.00,33.33,16,10.00,4.34,84,13.06,-1.89,2.22,0.00,16.86
29128,7.81,1.56,14.47,13.36,194,0.74,1694,0.00,0.00,33.33,16,9.50,4.34,84,13.06,-1.89,2.22,0.00,16.86
29385,7.81,1.56,14.59,13.36,194,0.74,1720,0.00,0.00,33.33,16,9.50,4.40,84,13.20,-1.74,2.22,0.00,16.86
29643,7.81,1.56,14.70,13.36,194,0.74,1716,0.00,0.00,33.33,16,9.50,4.39,84,13.06,-1.89,2.24,0.00,16.86
29900,7.03,1.56,14.59,13.36,194,0.73,1720,0.00,0.00,33.33,16,10.00,4.40,84,13.20,-1.74,2.22,0.00,16.86
30157,6.25,1.56,14.59,13.36,194,0.74,1702,0.00,0.00,33.33,16,9.50,4.36,84,13.20,-1.74,2.22,0.00,16.86
30415,7.03,1.56,14.59,13.52,194,0.74,1711,0.00,0.00,33.33,16,9.50,4.38,84,13.20,-1.74,2.22,0.00,16.86
30672,7.03,1.56,14.70,13.60,194,0.75,1701,0.00,0.00,33.33,16,9.50,4.36,84,13.20,-1.74,2.22,0.00,16.86
30929,6.25,1.56,14.59,13.60,194,0.73,1720,0.00,0.00,33.33,16,9.50,4.42,84,13.20,-1.74,2.22,0.00,16.86
31186,6.25,1.56,14.59,13.60,194,0.74,1694,0.00,0.00,33.33,16,9.50,4.34,84,13.20,-1.74,2.22,0.00,16.86
31443,5.47,1.56,14.59,13.60,194,0.74,1712,0.00,0.00,33.33,16,9.50,4.38,84,13.20,-1.74,2.22,0.00,16.86
31700,6.25,1.56,14.70,13.60,194,0.75,1718,0.00,0.00,33.33,16,9.50,4.40,84,13.20,-1.74,2.22,0.00,16.86
31957,6.25,1.56,14.70,13.52,194,0.73,1733,0.00,0.00,33.33,16,10.00,4.44,84,13.20,-1.74,2.22,0.00,16.86
32215,6.25,1.56,14.70,13.44,194,0.74,1721,0.00,0.00,33.33,16,9.50,4.41,84,13.20,-1.74,2.22,0.00,16.86
32472,6.25,1.56,14.70,13.44,194,0.73,1749,0.00,0.00,33.33,16,9.50,4.48,84,13.20,-1.74,2.22,0.00,16.86
32730,6.25,1.56,14.59,13.36,194,0.73,1730,0.00,0.00,33.33,16,9.50,4.43,84,13.20,-1.74,2.24,0.00,16.86
32987,6.25,1.56,14.59,13.36,194,0.74,1747,0.00,0.00,33.33,16,9.50,4.47,84,13.20,-1.74,2.24,0.00,16.86
33244,6.25,1.56,14.70,13.36,194,0.74,1743,0.00,0.00,33.33,16,9.50,4.46,84,13.20,-1.74,2.24,0.00,17.25
33502,6.25,1.56,14.59,13.36,194,0.75,1758,0.00,0.00,33.33,16,10.00,4.50,84,13.35,-1.60,2.24,0.00,17.25
33759,5.47,1.56,14.70,13.36,194,0.74,1774,0.00,0.00,33.33,16,10.00,4.54,84,13.35,-1.60,2.24,0.00,17.65
34016,6.25,1.56,14.81,13.60,194,0.75,1758,0.00,0.00,33.33,16,9.50,4.50,84,13.35,-1.60,2.24,0.00,17.65
34274,6.25,1.56,14.70,13.68,194,0.74,1782,0.00,0.00,33.33,16,10.00,4.45,84,13.35,-1.60,2.24,0.00,17.65
34531,7.03,1.56,14.59,13.60,194,0.74,1789,0.00,0.00,33.33,16,10.00,4.54,84,13.35,-1.60,2.26,0.00,17.65
34788,6.25,1.56,14.59,13.60,194,0.74,1799,0.00,0.00,33.33,16,10.00,4.60,84,13.35,-1.60,2.26,0.00,17.65
35046,7.03,1.56,14.59,13.60,194,0.76,1780,0.00,0.00,33.33,16,10.00,4.56,84,13.35,-1.45,2.26,0.00,17.65
35303,6.25,1.56,14.47,13.52,194,0.76,1804,0.00,0.00,33.33,16,10.00,4.62,84,13.35,-1.45,2.26,0.00,17.65
35560,5.47,2.34,14.59,13.52,194,0.74,1817,0.00,0.00,33.33,16,10.00,4.65,84,13.35,-1.45,2.26,0.00,17.65
35817,6.25,2.34,14.70,13.52,194,0.74,1828,0.00,0.00,33.33,16,10.00,4.68,84,13.35,-1.45,2.26,0.00,17.65
36074,6.25,2.34,14.59,13.44,194,0.74,1839,0.00,0.00,33.33,16,10.50,4.71,84,13.35,-1.45,2.28,0.00,17.65
36332,5.47,2.34,14.59,13.44,194,0.74,1846,0.00,0.00,33.33,16,10.50,4.73,84,13.35,-1.45,2.28,0.00,17.65
36589,5.47,2.34,14.70,13.44,194,0.74,1854,0.00,0.00,33.33,16,10.50,4.74,84,13.35,-1.45,2.28,0.00,17.65
36846,5.47,2.34,14.59,13.36,194,0.74,1856,0.00,0.00,33.33,16,10.50,4.75,84,13.35,-1.45,2.28,0.00,17.65
37103,5.47,2.34,14.59,13.36,194,0.73,1903,0.00,0.00,33.33,16,10.50,4.87,84,13.35,-1.45,2.28,0.00,17.65
37360,4.69,2.34,14.59,13.60,194,0.72,1909,0.00,0.00,33.33,16,10.50,4.89,84,13.20,-1.60,2.28,0.00,17.25
37617,3.12,2.34,14.47,13.68,194,0.61,1912,0.00,0.00,33.33,16,11.50,4.49,84,12.62,-2.18,2.14,0.00,12.55
37875,-7.03,2.34,13.21,13.68,194,0.18,1920,0.00,0.00,33.33,16,27.00,3.29,84,9.00,-5.80,1.58,0.00,0.00
38133,0.00,1.56,11.60,13.68,194,0.22,1988,0.00,0.00,33.33,16,21.50,0.00,84,4.79,-10.01,1.62,0.00,0.00
38389,0.00,1.56,11.60,13.60,194,0.19,1830,0.00,0.00,33.33,16,11.50,0.00,84,3.19,-11.61,1.34,0.00,0.00
38647,0.00,0.00,13.55,13.52,194,0.14,1474,0.00,0.00,33.33,16,20.00,0.00,84,3.19,-11.61,1.40,0.00,0.00
38904,0.00,0.00,14.81,13.36,194,0.24,1114,0.00,0.00,33.33,16,20.00,1.43,84,3.77,-11.03,1.38,0.00,0.00
39161,0.00,0.00,19.75,13.52,194,0.21,1078,0.00,0.00,33.33,16,17.50,1.38,84,4.50,-10.30,1.34,0.00,0.00
39418,-1.56,0.00,13.09,13.52,194,0.17,1186,0.00,0.00,33.33,16,9.50,1.52,84,4.35,-10.45,1.32,0.00,0.00
39675,-3.91,0.00,11.37,13.44,194,0.16,1162,0.00,0.00,33.33,16,12.00,1.49,84,4.21,-10.59,1.30,0.00,0.00
39933,-5.47,0.00,11.48,13.44,194,0.16,1160,0.00,0.00,33.33,16,11.50,1.48,84,4.21,-10.59,1.30,0.00,0.00
40190,-7.81,0.00,11.60,13.44,194,0.15,1159,0.00,0.00,33.33,16,12.00,1.48,84,4.21,-10.59,1.30,0.00,0.00
40447,-10.16,0.00,11.60,13.44,194,0.16,1155,0.00,0.00,33.33,16,12.50,1.48,84,4.21,-10.59,1.32,0.00,0.00
40704,-12.50,0.00,11.60,13.44,192,0.15,1130,0.00,0.00,33.33,16,15.00,1.45,84,4.21,-10.59,1.30,0.00,0.00
40962,-14.84,0.00,11.60,13.60,192,0.16,1152,0.00,0.00,33.33,16,11.50,1.48,84,4.21,-10.59,1.32,0.00,0.00
41220,-17.19,0.00,11.60,13.60,192,0.16,1159,0.00,0.00,33.33,16,11.50,1.48,84,4.21,-10.59,1.30,0.00,0.00
41477,-19.53,0.00,11.71,13.60,192,0.17,1166,0.00,0.00,33.33,16,10.50,1.48,84,4.21,-10.59,1.32,0.00,0.00
41734,-21.88,0.00,11.71,13.60,192,0.16,1162,0.00,0.00,33.33,16,10.50,1.49,84,4.06,-10.74,1.30,0.00,0.00
41991,-25.00,0.00,11.83,13.52,192,0.16,1159,0.00,0.00,33.33,16,11.50,1.48,84,4.06,-10.74,1.30,0.00,0.00
42248,-25.00,0.00,11.71,13.52,192,0.17,1148,0.00,0.00,33.33,16,11.50,1.47,84,4.06,-10.74,1.32,0.00,0.00
42506,-25.00,0.00,11.83,13.44,192,0.16,1136,0.00,0.00,33.33,16,11.50,1.45,84,4.21,-10.59,1.30,0.00,0.00
