Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
23148,0.00,-0.78,11.60,13.52,180,1.93,5388,0.00,0.00,66.67,16,13.50,31.03,73,4.50,7.69,3.96,0.00,43.92
23405,0.00,-0.78,11.60,13.44,181,1.98,5690,0.00,0.00,66.67,16,29.00,33.99,73,4.50,8.27,4.06,0.00,46.27
23663,0.00,-0.78,11.60,13.36,181,2.01,5809,0.00,-1.05,66.67,16,30.00,34.70,73,3.50,8.42,4.12,0.00,46.27
23921,0.00,-0.78,11.60,13.52,181,2.01,6043,0.00,-1.05,66.67,16,14.00,36.10,73,3.50,8.85,4.16,0.00,46.67
24179,0.00,-0.78,11.60,13.68,181,2.02,6132,0.00,-1.05,66.67,16,14.00,36.63,73,3.50,9.00,4.20,0.00,46.27
24436,0.00,-0.78,11.60,13.44,181,1.97,6372,0.00,-1.05,66.67,16,15.50,38.06,73,3.50,8.85,4.22,0.00,34.90
24694,0.00,-0.78,12.06,13.52,181,1.01,5914,0.00,0.00,66.67,16,10.50,21.33,73,0.00,-6.67,3.00,0.00,0.00
24951,0.00,-0.78,11.83,13.68,181,0.70,5392,0.00,0.00,66.67,16,13.50,0.00,73,3.00,-10.16,2.74,0.00,25.49
25208,0.00,-0.78,12.52,13.36,181,1.73,4638,0.00,0.00,66.67,16,13.50,21.26,73,4.50,4.06,3.64,16.86,52.94
25465,0.00,-0.78,11.48,13.36,181,2.23,4551,-2.11,0.00,66.67,16,30.50,30.10,73,2.50,10.74,3.92,19.22,57.25
25722,0.00,-0.78,11.48,13.36,181,2.21,4638,-6.33,0.00,66.67,16,7.00,30.67,73,-1.50,12.91,3.94,7.06,58.04
25979,0.00,-0.78,11.60,13.36,181,2.03,4693,0.00,-2.11,66.67,16,27.00,29.04,73,2.50,10.74,3.86,2.35,58.43
26237,0.00,-0.78,11.60,13.44,181,1.98,4924,0.00,-3.16,66.67,16,11.50,29.41,73,1.50,9.87,3.88,3.53,58.43
26494,0.00,-0.78,11.60,13.36,181,2.04,4950,0.00,-3.16,66.67,16,10.50,30.63,73,1.50,10.01,3.90,4.71,60.39
26752,0.00,-0.78,11.60,13.52,181,2.10,5020,0.00,-2.11,66.67,16,32.00,31.06,73,2.50,10.45,3.96,6.67,63.92
27009,0.00,-0.78,11.71,13.84,181,2.13,5137,0.00,-2.11,66.67,16,27.00,31.78,73,2.50,10.74,4.00,9.41,63.92
27266,0.00,-0.78,11.60,13.60,181,2.10,5278,0.00,-3.16,66.67,16,32.50,32.65,73,1.50,11.17,4.04,10.59,63.53
27524,0.00,-0.78,11.71,13.60,181,2.16,5349,0.00,-5.27,66.67,16,8.00,34.24,73,-0.50,11.75,4.10,11.37,63.92
27781,0.00,-0.78,11.71,13.44,181,2.18,5458,0.00,-7.38,66.67,16,24.00,36.10,73,-2.50,11.90,4.14,11.37,63.92
28038,0.00,-0.78,11.71,13.44,181,2.25,5462,0.00,-9.49,66.67,16,27.50,36.12,73,-5.00,11.75,4.18,6.27,63.14
28296,0.00,-0.78,11.71,13.44,180,2.29,5622,0.00,-10.55,66.67,16,23.00,37.51,73,-6.00,12.33,4.24,6.27,66.67
28554,0.00,-0.78,11.71,13.60,180,2.40,5498,0.00,-11.60,66.67,16,3.50,38.71,73,-7.00,13.20,4.30,5.88,65.49
28812,0.00,-0.78,11.71,13.52,180,2.30,5626,0.00,-11.95,66.67,16,3.50,38.41,73,-7.50,12.62,4.26,0.00,40.39
29070,0.00,-0.78,11.71,13.60,180,1.75,5682,0.00,0.00,66.67,16,14.00,27.88,73,-7.50,5.22,3.52,0.00,20.00
29328,0.00,-0.78,11.71,13.68,178,1.36,5742,0.00,0.00,66.67,16,-2.00,22.05,73,4.50,-0.15,3.62,3.53,41.57
29585,0.00,-0.78,11.71,13.60,178,2.11,5774,0.00,0.00,66.67,16,25.00,35.72,73,-7.50,8.42,4.16,0.00,0.00
29843,0.00,-0.78,15.50,13.60,178,0.80,5543,0.00,0.00,66.67,16,13.50,0.00,73,0.00,-9.58,2.92,0.00,0.00
30100,0.00,-0.78,23.54,13.60,178,0.63,4851,0.00,0.00,66.67,16,13.50,0.00,73,0.00,-10.30,2.50,0.00,0.00
30358,0.00,-2.34,23.77,13.52,176,0.46,4054,0.00,0.00,66.67,16,13.00,0.00,73,0.00,-9.58,2.08,0.00,0.00
30614,0.00,-2.34,24.00,13.60,176,0.48,3443,0.00,0.00,66.67,16,13.00,0.00,73,0.00,-9.00,2.04,0.00,0.00
30872,0.00,-2.34,23.66,13.68,176,0.43,2859,0.00,0.00,66.67,16,13.00,0.00,73,0.00,-9.87,1.94,0.00,0.00
31129,0.00,-2.34,23.89,13.68,176,0.54,2490,0.00,-0.35,33.33,16,10.50,0.00,73,0.00,-8.56,1.90,0.00,0.00
31386,0.00,-2.34,23.77,13.60,176,0.52,1980,0.00,-0.35,33.33,16,10.50,0.00,73,0.00,-7.69,1.78,0.00,0.00
31643,0.00,-2.34,23.54,13.76,176,0.37,1883,0.00,0.00,33.33,16,13.00,2.81,73,0.00,-7.55,1.62,0.00,0.00
31900,-0.78,-2.34,13.32,13.84,176,0.17,1912,0.00,0.00,33.33,16,13.00,2.04,73,0.00,-9.00,1.36,0.00,0.00
32157,0.78,0.00,14.70,13.68,176,0.27,1650,0.00,0.00,33.33,16,13.00,1.76,73,0.00,-9.72,1.46,0.00,0.00
32414,3.91,0.78,16.77,13.68,176,0.15,1408,0.00,0.00,33.33,16,21.00,1.50,73,0.00,-9.43,1.24,0.00,0.00
32672,7.03,0.78,16.65,13.68,176,0.14,1295,0.00,0.00,33.33,16,21.00,1.38,73,0.00,-9.43,1.18,0.00,0.00
32929,7.81,0.78,16.08,13.52,176,0.12,1175,0.00,0.00,33.33,16,21.00,1.25,73,0.00,-9.29,1.14,0.00,0.00
33186,9.38,0.78,16.88,13.44,176,0.17,1087,0.00,0.00,33.33,16,21.00,1.16,73,0.00,-8.85,1.26,0.00,0.00
33443,10.94,0.78,17.11,13.36,176,0.18,936,0.00,0.00,33.33,16,21.00,1.20,73,0.00,-8.42,1.34,0.00,0.00
33700,12.50,0.78,17.57,13.04,176,0.27,810,0.00,0.00,33.33,16,21.00,1.04,73,0.00,-7.25,1.34,0.00,0.00
33957,16.41,0.78,18.83,13.68,176,0.37,850,0.00,0.00,33.33,16,15.50,1.21,73,0.00,-6.24,1.34,0.00,0.00
34214,19.53,0.78,19.98,13.44,176,0.27,829,0.00,0.00,33.33,16,19.00,1.17,73,0.00,-6.53,1.32,0.00,0.00
34471,23.44,0.78,19.75,14.08,176,0.12,1431,0.00,0.00,33.33,16,15.50,1.53,73,0.00,-7.69,1.14,0.00,0.00
34728,24.22,0.78,22.85,13.52,176,0.06,2750,0.00,0.00,66.67,16,15.50,3.52,73,0.00,-11.03,1.20,0.00,0.00
34984,0.00,0.78,14.81,13.60,176,0.08,2830,0.00,0.00,66.67,16,15.50,3.02,73,0.00,-11.61,1.30,0.00,0.00
35241,0.00,0.78,13.44,13.92,176,0.09,2737,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.61,1.32,0.00,0.00
35499,0.00,0.78,13.44,13.68,176,0.09,2708,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.75,1.32,0.00,0.00
35757,0.00,0.78,24.92,13.76,178,0.08,2358,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.61,1.24,0.00,0.00
36014,0.00,0.78,23.54,13.44,178,0.10,1842,0.00,0.00,33.33,16,13.00,0.00,73,0.00,-11.17,1.18,0.00,0.00
36271,0.00,0.78,22.97,13.52,178,0.11,1530,0.00,0.00,33.33,16,14.50,1.63,73,0.00,-10.74,1.18,0.00,0.00
36529,-0.78,0.78,12.40,13.52,178,0.16,1340,0.00,0.00,33.33,16,21.00,1.43,73,0.00,-10.45,1.18,0.00,0.00
36786,-3.12,0.78,12.06,13.20,178,0.14,1518,0.00,0.00,33.33,16,14.00,1.94,73,0.00,-10.16,1.26,0.00,0.00
37043,-3.12,0.78,13.44,13.76,178,0.10,1854,0.00,0.00,33.33,16,15.50,1.98,73,0.00,-10.88,1.24,0.00,0.00
37300,0.00,0.78,12.98,13.60,178,0.09,2358,0.00,0.00,33.33,16,15.50,2.34,73,0.00,-11.17,1.30,0.00,0.00
37557,0.00,0.78,11.83,13.52,178,0.07,3017,0.00,0.00,66.67,16,15.50,3.01,73,0.00,-11.75,1.26,0.00,0.00
37815,0.00,0.78,12.75,13.60,178,0.08,3414,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.75,1.42,0.00,0.00
38072,0.00,0.00,13.67,13.52,178,0.12,3330,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.90,1.42,0.00,0.00
38330,0.00,0.00,19.64,13.52,178,0.13,3285,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.90,1.44,0.00,0.00
38588,0.00,0.00,23.66,13.60,178,0.11,3248,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.90,1.42,0.00,0.00
38845,0.00,0.78,23.31,13.68,178,0.07,3176,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-12.19,1.40,0.00,0.00
39103,0.00,0.00,23.43,13.52,178,0.17,3099,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.46,1.54,0.00,0.00
39359,0.00,0.00,23.54,13.60,178,0.16,3062,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.61,1.52,0.00,0.00
39616,0.00,0.00,23.43,13.60,178,0.16,3004,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.61,1.50,0.00,0.00
39874,0.00,0.00,23.66,13.52,178,0.16,2946,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.61,1.48,0.00,0.00
40131,0.00,0.00,23.66,13.44,178,0.16,2900,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.61,1.48,0.00,0.00
40388,0.00,0.00,23.66,13.44,180,0.13,2828,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.75,1.44,0.00,0.00
40645,0.00,0.00,23.31,13.44,180,0.15,2771,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.75,1.44,0.00,0.00
40902,0.00,0.00,23.54,13.36,180,0.16,2723,0.00,0.00,66.67,16,15.50,0.00,73,0.00,-11.75,1.40,0.00,0.00
41159,0.00,0.00,23.20,13.68,180,0.16,2680,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.75,1.46,0.00,0.39
41416,0.00,-0.78,23.43,13.60,180,0.29,2650,0.00,0.00,33.33,16,11.00,2.83,73,0.00,-11.17,1.74,0.00,4.31
41673,0.00,-2.34,14.47,13.20,180,0.29,2669,0.00,0.00,33.33,16,27.00,3.42,73,0.00,-10.88,1.74,0.00,4.71
41930,-10.16,-2.34,12.75,13.60,180,0.31,2585,0.00,0.00,33.33,16,11.00,2.76,73,0.00,-10.74,1.76,0.00,4.71
42187,-9.38,-2.34,14.13,13.76,180,0.33,2549,0.00,0.00,33.33,16,11.00,3.26,73,0.00,-10.59,1.78,0.00,5.49
42444,-7.03,-2.34,14.24,13.68,180,0.36,2549,0.00,0.00,33.33,16,10.50,3.26,73,0.00,-10.30,1.82,0.00,5.49
42702,-12.50,-2.34,13.21,13.76,180,0.38,2496,0.00,0.00,33.33,16,10.50,3.19,73,0.00,-10.16,1.82,0.00,5.49
42959,-15.62,-2.34,14.47,13.68,180,0.37,2484,0.00,0.00,33.33,16,26.00,3.18,73,0.00,-10.01,1.84,0.00,6.27
43216,-6.25,-2.34,15.62,13.76,180,0.46,2466,0.00,0.00,33.33,16,26.00,3.16,73,0.00,-9.58,1.88,0.00,6.67
43473,-14.84,-2.34,13.44,13.60,180,0.48,2401,0.00,0.00,33.33,16,30.00,3.07,73,0.00,-9.43,1.90,0.00,7.06
43731,-14.06,-2.34,14.59,13.60,180,0.48,2476,0.00,0.00,33.33,16,29.00,3.17,73,0.50,-9.29,1.90,0.00,7.06
43987,-13.28,-2.34,14.59,13.60,180,0.48,2459,0.00,0.00,33.33,16,11.00,3.17,73,0.50,-9.14,1.90,0.00,7.06
44244,-11.72,-2.34,14.70,13.44,180,0.51,2400,0.00,0.00,33.33,16,10.50,3.07,73,0.50,-9.14,1.90,0.00,7.06
44501,-10.94,-2.34,14.81,13.52,180,0.51,2440,0.00,-0.35,33.33,16,28.00,3.12,73,0.50,-9.14,1.90,0.00,7.06
44759,-13.28,-2.34,14.24,13.52,180,0.52,2340,0.00,-0.35,33.33,16,32.50,3.00,73,0.50,-9.00,1.90,0.00,7.06
45016,-12.50,-2.34,14.70,13.60,180,0.51,2390,0.00,-0.35,33.33,16,29.50,3.06,73,0.50,-9.00,1.90,0.00,7.06
45274,-9.38,-2.34,14.81,13.60,180,0.50,2427,0.00,-0.35,33.33,16,9.50,3.11,73,0.50,-9.00,1.90,0.00,7.06
45531,-9.38,-2.34,14.59,13.76,180,0.51,2388,0.00,-0.35,33.33,16,10.00,3.06,73,0.50,-9.00,1.90,0.00,7.06
45788,-9.38,-2.34,14.59,13.76,180,0.52,2336,0.00,-0.35,33.33,16,25.00,2.99,73,0.50,-9.00,1.90,0.00,7.06
46045,-9.38,-2.34,14.59,13.68,180,0.51,2372,0.00,-0.35,33.33,16,9.50,3.04,73,0.50,-9.00,1.90,0.00,7.06
46302,-8.59,-2.34,14.70,13.76,180,0.51,2328,0.00,-0.35,33.33,16,9.50,2.98,73,0.50,-9.00,1.90,0.00,7.06
