Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
47435,-4.69,-2.34,14.36,14.00,187,0.62,2424,66.67,41.00,7.26,95,9.00,-5.66,2.12,0.00,15.29
47661,-7.81,-2.34,14.01,13.92,187,0.54,2412,66.67,41.50,7.16,95,9.29,-5.37,2.08,0.00,14.12
47887,-8.59,-2.34,14.47,13.84,187,0.60,2398,66.67,41.00,7.18,95,9.58,-5.08,2.10,0.00,14.51
48113,-8.59,-2.34,14.59,13.84,187,0.61,2406,66.67,38.00,7.19,95,9.43,-5.22,2.12,0.00,14.90
48338,-9.38,-2.34,14.47,13.92,187,0.55,2406,66.67,36.00,6.65,95,9.14,-5.51,2.10,0.00,14.51
48564,-7.81,-2.34,14.93,13.60,187,0.54,2398,66.67,33.50,6.66,95,9.14,-5.66,2.08,0.00,13.73
48791,-7.81,-2.34,14.70,13.76,187,0.52,2400,66.67,32.00,6.14,95,8.85,-5.80,2.02,0.00,13.73
49016,-6.25,-2.34,14.93,13.84,187,0.53,2388,66.67,30.50,6.14,95,8.85,-5.95,2.10,0.00,14.51
49243,-5.47,-2.34,15.04,13.52,187,0.50,2390,66.67,31.00,6.12,95,8.71,-5.95,2.04,0.00,13.73
49468,-5.47,-2.34,14.70,13.92,187,0.54,2398,66.67,30.00,6.66,95,9.00,-5.66,2.06,0.00,13.73
49694,-5.47,-2.34,14.70,13.92,187,0.58,2397,66.67,29.00,6.65,95,9.00,-5.66,2.10,0.00,14.51
49920,-5.47,-2.34,14.59,13.92,187,0.57,2397,66.67,28.50,6.67,95,9.14,-5.51,2.08,0.00,14.12
50146,-5.47,-2.34,14.59,13.84,187,0.58,2399,66.67,27.50,6.64,95,9.29,-5.51,2.10,0.00,14.51
50371,-5.47,-2.34,14.70,13.92,187,0.59,2403,66.67,27.00,6.66,95,9.43,-5.22,2.10,0.00,14.51
50598,-5.47,-2.34,14.59,13.84,187,0.59,2384,66.67,28.50,6.11,95,9.00,-5.66,2.12,0.00,14.51
50823,-4.69,-2.34,14.81,13.92,187,0.53,2391,66.67,28.00,6.62,95,9.29,-5.51,2.08,0.00,14.12
51049,-4.69,-2.34,14.70,14.00,187,0.50,2368,66.67,30.50,6.07,95,9.00,-5.80,2.00,0.00,12.94
51275,-4.69,-2.34,14.81,13.76,187,0.49,2351,66.67,31.00,6.02,95,9.00,-5.80,1.98,0.00,12.94
51501,-3.12,-2.34,14.81,13.76,187,0.51,2364,66.67,32.00,6.06,95,8.56,-6.09,2.04,0.00,13.73
51727,-2.34,-2.34,14.81,14.00,187,0.51,2350,66.67,32.00,6.03,95,8.85,-5.95,2.02,0.00,13.73
51953,-0.78,-2.34,14.81,13.92,187,0.53,2352,66.67,31.50,6.02,95,8.85,-5.80,2.04,0.00,13.73
52179,-1.56,-2.34,14.70,13.76,187,0.51,2348,66.67,32.00,6.00,95,8.71,-5.95,2.00,0.00,13.33
52405,-1.56,-2.34,14.59,13.76,187,0.61,2365,66.67,29.50,6.54,95,9.14,-5.66,2.10,0.00,14.51
52631,-0.78,-2.34,14.70,14.00,187,0.69,2364,66.67,25.50,7.07,95,9.72,-4.93,2.24,0.78,16.47
52856,2.34,-2.34,14.93,13.84,187,0.94,2357,66.67,21.00,9.57,95,12.48,-2.18,2.42,32.94,21.18
53082,-0.78,-2.34,14.36,13.60,187,1.02,2338,66.67,22.00,10.03,95,13.64,-1.02,2.46,44.71,22.75
53308,-4.69,-2.34,14.01,13.68,187,1.00,2359,66.67,24.00,10.58,95,14.07,-0.73,2.48,44.71,21.57
53534,-7.03,-2.34,14.36,13.84,187,1.01,2365,66.67,26.50,10.55,95,14.36,-0.44,2.46,47.06,21.18
53760,-7.03,-2.34,14.59,13.84,187,0.99,2373,66.67,29.00,10.63,95,14.22,-0.44,2.46,42.75,20.39
53986,-6.25,-2.34,14.81,13.92,187,0.98,2382,66.67,29.50,10.16,95,14.22,-0.58,2.44,40.39,20.00
54212,-5.47,-2.34,14.70,13.60,187,0.96,2398,66.67,30.00,10.24,95,14.07,-0.58,2.44,31.37,19.22
54437,-6.25,-2.34,14.59,13.68,187,0.87,2401,66.67,33.00,9.70,95,13.49,-1.16,2.30,0.00,16.47
54663,-7.81,-2.34,14.47,14.00,187,0.78,2406,66.67,36.00,8.75,95,11.90,-2.76,2.28,0.00,16.08
54889,-7.81,-2.34,14.59,13.92,187,0.62,2434,66.67,40.00,7.27,95,10.16,-4.50,2.20,0.00,14.90
55115,-6.25,-2.34,14.93,13.84,187,0.62,2440,66.67,40.50,7.26,95,10.16,-4.50,2.18,0.00,14.90
55341,-4.69,-2.34,14.93,13.84,187,0.73,2430,66.67,39.00,7.77,95,10.74,-4.06,2.24,0.00,16.47
55567,-0.78,-2.34,15.27,13.68,187,0.72,2426,66.67,38.50,8.29,95,11.17,-3.48,2.24,0.00,16.08
55792,-2.34,-2.34,14.47,13.84,187,0.73,2415,66.67,38.00,8.26,95,11.32,-3.48,2.24,0.00,16.08
56019,-3.91,-2.34,14.36,13.84,187,0.73,2421,66.67,38.50,8.28,95,10.88,-3.77,2.26,0.00,16.08
56244,-3.91,-2.34,14.59,13.52,187,0.70,2426,66.67,38.50,8.28,95,10.88,-3.77,2.26,0.00,16.08
56470,-4.69,-2.34,14.59,13.76,187,0.70,2452,66.67,39.00,7.83,95,10.74,-3.92,2.20,0.00,15.69
56696,-3.91,-2.34,14.70,13.84,187,0.66,2444,66.67,39.00,7.82,95,10.59,-4.21,2.18,0.00,15.69
56922,-3.12,-2.34,14.81,13.84,187,0.71,2444,66.67,35.00,7.83,95,10.59,-4.21,2.20,0.00,15.69
57148,-2.34,-2.34,14.70,13.84,187,0.69,2424,66.67,32.00,7.24,95,10.30,-4.35,2.20,0.00,15.29
57374,-3.12,-2.34,14.47,13.76,187,0.59,2444,66.67,30.50,6.76,95,9.87,-4.79,2.14,0.00,14.51
57600,-3.91,-2.34,14.36,13.84,187,0.51,2412,66.67,32.00,6.19,95,8.85,-5.95,2.04,0.00,13.33
57825,-4.69,-2.34,14.47,13.92,187,0.52,2442,66.67,32.00,5.68,95,8.56,-6.24,2.02,0.00,13.33
58051,-0.78,-2.34,15.16,13.84,187,0.52,2448,66.67,32.00,6.26,95,8.56,-6.09,2.06,0.00,13.73
58277,0.00,-2.34,14.93,13.76,187,0.59,2421,66.67,30.00,6.22,95,8.71,-5.95,2.12,0.00,14.51
58503,-0.78,-2.34,14.47,13.76,187,0.59,2421,66.67,29.00,6.22,95,9.00,-5.66,2.12,0.00,14.51
58729,1.56,-2.34,14.93,13.76,187,0.73,2410,66.67,21.50,7.69,95,10.45,-4.21,2.28,0.00,16.86
58955,0.00,-2.34,14.47,13.84,187,0.69,2395,66.67,20.00,7.69,95,11.03,-3.77,2.24,0.00,16.08
59182,-1.56,-2.34,14.47,13.92,187,0.75,2400,66.67,19.50,8.18,95,11.32,-3.34,2.26,0.00,16.86
59408,-1.56,-2.34,14.59,13.44,187,0.82,2404,66.67,19.50,8.19,95,11.32,-3.34,2.26,0.00,16.86
59633,-3.12,-2.34,14.36,13.76,187,0.66,2397,66.67,20.50,7.17,95,10.74,-3.92,2.22,0.00,15.69
59859,-0.78,-2.34,14.93,13.92,187,0.73,2400,66.67,20.00,7.67,95,11.32,-3.48,2.22,0.00,15.69
60085,-0.78,-2.34,14.59,13.76,187,0.73,2398,66.67,20.00,7.67,95,11.03,-3.77,2.24,0.00,15.69
60311,-0.78,-2.34,14.59,13.84,187,0.70,2410,66.67,20.50,7.18,95,10.88,-3.77,2.22,0.00,15.69
60537,0.78,-2.34,14.70,13.92,187,0.71,2403,66.67,20.50,7.21,95,10.88,-3.77,2.26,0.00,16.47
60763,1.56,-2.34,14.70,13.84,187,0.65,2410,66.67,21.00,7.18,95,10.74,-3.92,2.20,0.00,15.29
60989,2.34,-2.34,14.70,13.68,187,0.70,2408,66.67,20.00,7.72,95,11.03,-3.63,2.20,0.00,16.08
61214,3.91,-2.34,14.81,14.00,187,0.74,2393,66.67,19.50,7.68,95,11.32,-3.34,2.24,0.00,16.08
61440,3.91,-2.34,14.59,13.92,187,0.83,2406,66.67,19.50,8.21,95,11.46,-3.19,2.26,0.00,16.47
61690,2.34,-2.34,14.36,13.84,187,0.74,2410,66.67,19.50,7.69,95,11.32,-3.34,2.24,0.00,16.08
61916,3.12,-2.34,14.70,13.92,187,0.76,2402,66.67,19.00,8.20,95,11.46,-3.19,2.24,0.00,16.47
62142,3.12,-2.34,14.59,13.76,187,0.77,2416,66.67,19.00,8.18,95,11.61,-3.05,2.26,0.00,16.47
62368,3.91,-2.34,14.70,13.92,187,0.81,2410,66.67,19.50,8.77,95,11.90,-2.76,2.34,9.80,18.43
62593,2.34,-2.34,14.47,13.76,187,0.77,2421,66.67,23.00,8.76,95,12.33,-2.32,2.34,16.47,18.04
62820,3.12,-2.34,14.70,13.76,187,0.99,2422,66.67,24.50,9.82,95,13.20,-1.45,2.50,42.75,21.18
63046,1.56,-2.34,14.36,13.76,187,1.05,2416,66.67,23.50,11.92,95,14.51,-0.15,2.50,54.12,21.96
63271,-5.47,-2.34,13.67,13.92,187,1.03,2429,66.67,27.00,11.35,95,14.80,0.15,2.48,48.24,21.18
63497,-7.81,-2.34,14.24,13.92,187,0.97,2438,66.67,29.50,10.41,95,14.36,-0.29,2.46,32.55,20.00
63723,-7.03,-2.34,14.59,13.60,187,0.97,2472,66.67,30.50,10.56,95,14.22,-0.44,2.48,31.76,20.00
63949,-6.25,-2.34,14.70,13.84,187,0.99,2488,66.67,30.00,11.12,95,14.22,-0.44,2.48,30.20,20.00
64175,-7.03,-2.34,14.47,13.92,187,0.95,2470,66.67,31.50,10.56,95,14.07,-0.58,2.48,25.10,19.22
64401,-8.59,-2.34,14.47,13.60,187,0.94,2511,66.67,32.00,10.69,95,13.93,-0.87,2.46,20.00,19.22
64626,-9.38,-2.34,14.59,13.84,187,0.82,2495,66.67,34.00,9.61,95,13.35,-1.31,2.36,3.14,17.65
64852,-8.59,-2.34,14.70,13.92,187,0.80,2536,66.67,36.50,9.19,95,12.33,-2.32,2.32,0.00,16.86
65078,-8.59,-2.34,14.70,13.76,187,0.69,2520,66.67,40.00,8.05,95,10.88,-3.77,2.26,0.00,15.29
65304,-5.47,-2.34,15.27,13.92,187,0.51,2535,66.67,41.50,7.03,95,9.87,-4.79,2.00,0.00,12.55
65530,-5.47,-2.34,14.70,13.92,187,0.38,2512,66.67,43.00,5.90,95,8.13,-6.53,1.86,0.00,11.37
65756,-5.47,-2.34,14.93,14.00,187,0.30,2522,33.33,42.00,4.84,95,6.38,-8.27,1.70,0.00,10.59
65982,0.00,-2.34,15.39,13.84,187,0.39,2501,33.33,42.00,4.81,95,6.24,-8.42,1.96,0.00,12.94
66207,11.72,-2.34,17.23,13.92,187,0.65,2549,66.67,42.50,8.14,95,8.71,-5.95,2.24,0.00,16.47
66434,0.78,-2.34,13.67,13.92,187,0.78,2508,66.67,39.00,9.14,95,10.88,-3.77,2.32,9.41,18.04
66659,-4.69,-2.34,13.90,13.92,187,0.75,2537,66.67,38.50,9.19,95,11.46,-3.19,2.32,4.31,18.04
66885,-4.69,-2.34,14.59,13.76,187,0.84,2520,66.67,36.50,9.16,95,12.04,-2.61,2.36,9.02,18.43
67111,-5.47,-2.34,14.36,13.92,187,0.82,2550,66.67,37.00,9.26,95,11.90,-2.76,2.36,3.53,18.04
67337,-7.81,-2.34,14.36,13.84,187,0.73,2541,66.67,39.00,8.14,95,11.17,-3.48,2.30,0.00,16.47
67563,-5.47,-2.34,14.81,13.68,187,0.71,2568,66.67,39.50,8.22,95,10.88,-3.77,2.26,0.00,16.08
67789,-4.69,-2.34,14.70,13.84,189,0.65,2576,66.67,41.50,7.70,95,9.72,-4.93,2.24,0.00,15.69
68014,-1.56,-2.34,15.04,13.76,189,0.62,2545,66.67,41.50,7.61,95,9.72,-4.93,2.16,0.00,14.90
68241,0.00,-2.34,14.93,13.44,189,0.63,2580,66.67,41.50,7.70,95,9.72,-4.93,2.16,0.00,14.90
68467,0.00,-2.34,14.70,13.84,189,0.62,2580,66.67,42.00,7.69,95,9.58,-5.08,2.22,0.00,15.29
68692,0.78,-2.34,14.81,13.84,189,0.64,2554,66.67,41.50,7.65,95,9.87,-4.79,2.18,0.00,15.29
68918,0.78,-2.34,14.59,13.84,189,0.63,2595,66.67,41.50,7.75,95,10.01,-4.64,2.18,0.00,15.29
69144,1.56,-2.34,14.59,13.92,189,0.59,2586,66.67,42.50,7.18,95,9.29,-5.51,2.16,0.00,14.90
69370,1.56,-2.34,14.59,13.92,189,0.48,2576,66.67,43.00,6.58,95,8.85,-5.80,2.12,0.00,14.12
69595,4.69,-2.34,15.04,13.76,189,0.61,2582,66.67,42.00,7.73,95,9.43,-5.22,2.16,0.00,14.90
69822,3.91,-2.34,14.59,13.92,189,0.71,2596,66.67,41.50,7.72,95,9.58,-5.08,2.22,0.00,15.69
70048,3.12,-2.34,14.47,13.92,189,0.69,2614,66.67,41.00,7.80,95,10.16,-4.50,2.24,0.00,16.08
70274,1.56,-2.34,14.36,13.84,189,0.68,2617,66.67,41.00,8.27,95,10.30,-4.35,2.24,0.00,16.08
70500,2.34,-2.34,14.70,13.84,189,0.65,2596,66.67,41.50,7.79,95,10.30,-4.35,2.24,0.00,16.47
70725,4.69,-2.34,14.93,13.60,189,0.71,2612,66.67,41.00,8.33,95,10.45,-4.21,2.26,0.00,16.47
70952,3.91,-2.34,14.47,13.92,189,0.68,2606,66.67,41.50,7.84,95,10.30,-4.35,2.24,0.00,16.08
71178,3.12,-2.34,14.47,13.76,189,0.65,2643,66.67,41.50,7.90,95,10.16,-4.50,2.22,0.00,15.69
71404,4.69,-2.34,14.81,13.68,189,0.66,2639,66.67,41.50,7.86,95,10.01,-4.64,2.20,0.00,15.69
71630,4.69,-2.34,14.70,13.84,189,0.64,2643,66.67,42.00,7.88,95,9.87,-4.79,2.18,0.00,14.90
71855,5.47,-2.34,14.70,13.76,189,0.67,2651,66.67,42.00,7.93,95,9.87,-4.79,2.24,0.00,16.08
72080,7.03,-2.34,14.70,13.84,189,0.68,2658,66.67,41.50,7.86,95,10.16,-4.50,2.24,0.00,16.08
72306,7.81,-2.34,14.81,13.92,189,0.68,2662,66.67,41.50,8.45,95,10.74,-3.92,2.30,0.00,16.86
72532,7.81,-2.34,14.59,13.76,189,0.79,2666,66.67,40.00,9.07,95,11.17,-3.48,2.38,1.96,18.43
72758,5.47,-2.34,14.24,13.84,189,0.77,2684,66.67,39.50,9.64,95,11.46,-3.19,2.34,0.00,17.65
72984,2.34,-2.34,14.13,14.00,189,0.69,2686,66.67,41.00,9.15,95,11.03,-3.63,2.26,0.00,15.69
73210,1.56,-2.34,14.47,13.84,189,0.68,2702,66.67,41.50,8.08,95,10.30,-4.35,2.28,0.00,16.08
73435,3.91,-2.34,14.93,13.84,189,0.68,2700,66.67,42.00,8.62,95,10.30,-4.35,2.28,0.00,16.08
73661,4.69,-2.34,14.81,13.84,189,0.62,2682,66.67,42.00,8.08,95,10.01,-4.64,2.16,0.00,14.51
73887,3.12,-2.34,14.24,14.08,189,0.20,2606,33.33,40.50,3.92,95,6.24,-8.42,1.60,0.00,6.67
74113,0.00,-2.34,16.54,14.08,189,0.46,2615,33.33,25.00,5.63,95,3.34,-11.32,2.04,0.00,5.10
74339,0.00,-2.34,13.78,14.00,189,0.49,2394,33.33,16.50,0.00,95,2.76,-11.90,1.98,0.00,5.10
74565,0.00,-2.34,12.63,13.68,189,0.46,2137,33.33,16.50,0.00,95,2.61,-12.04,1.88,0.00,4.31
74790,0.00,-2.34,11.25,13.84,189,0.45,1941,33.33,23.50,0.00,95,2.61,-12.04,1.82,0.00,3.53
75016,0.00,-2.34,11.25,14.00,189,0.45,1737,33.33,22.50,0.00,95,2.76,-11.90,1.76,0.00,4.31
75242,0.00,-2.34,13.09,13.60,189,0.38,1728,33.33,5.50,4.34,95,3.05,-11.61,1.66,0.00,6.27
75468,0.00,0.00,12.29,13.76,189,0.28,2110,33.33,36.00,4.38,95,3.48,-11.17,1.62,0.00,7.06
75694,0.00,0.00,12.06,13.84,189,0.18,2628,33.33,35.00,4.40,95,3.19,-11.46,1.48,0.00,4.71
75920,0.00,0.00,12.52,14.00,189,0.20,2636,33.33,26.50,3.96,95,2.76,-12.04,1.56,0.00,5.10
76146,0.00,0.00,12.75,14.00,189,0.23,2418,33.33,18.00,0.00,95,2.61,-12.04,1.60,0.00,5.10
76372,0.00,0.00,12.86,14.08,189,0.23,2159,33.33,16.50,0.00,95,2.47,-12.19,1.54,0.00,3.92
76597,0.00,0.00,13.44,14.00,189,0.26,1913,33.33,24.00,0.00,95,2.47,-12.19,1.56,0.00,4.31
76823,0.00,0.00,12.29,14.00,189,0.28,1852,33.33,26.00,3.10,95,2.76,-11.90,1.60,0.00,6.27
77049,0.00,0.00,12.17,13.68,189,0.28,1898,33.33,30.50,3.67,95,3.34,-11.32,1.56,0.00,6.67
77275,0.00,0.00,13.09,14.00,189,0.23,1897,33.33,34.00,3.25,95,3.77,-11.03,1.50,0.00,7.84
77501,0.00,0.00,11.14,13.84,189,0.29,1899,33.33,33.50,3.26,95,4.06,-10.59,1.74,0.00,10.59
77727,-3.91,-2.34,11.14,13.84,187,0.46,1913,66.67,39.00,4.82,95,7.11,-7.55,1.82,0.00,11.76
77953,-5.47,-2.34,11.83,13.92,187,0.53,1897,66.67,40.50,5.24,95,7.98,-6.67,1.98,0.00,13.33
78178,-5.47,-2.34,13.90,14.00,187,0.67,1901,66.67,37.00,6.02,95,9.87,-4.79,2.04,0.00,15.29
78405,-7.03,-2.34,13.67,13.52,187,0.33,1878,66.67,40.50,4.78,95,8.71,-5.95,1.48,0.00,8.63
78631,-14.06,0.00,12.63,13.92,187,0.10,1868,33.33,21.50,0.00,95,4.93,-9.72,1.18,0.00,4.31
78856,-10.16,0.00,14.01,14.00,187,0.14,1714,33.33,15.00,0.00,95,3.63,-11.03,1.28,0.00,3.92
79082,0.00,0.00,16.19,13.60,187,0.27,1524,33.33,20.00,2.28,95,3.05,-11.61,1.54,0.00,5.10
79308,0.00,-2.34,16.54,13.84,187,0.74,2302,66.67,13.50,6.80,95,7.98,-6.82,2.18,0.00,16.47
79533,0.00,-2.34,13.21,13.92,187,0.57,2416,66.67,27.00,7.70,95,9.14,-5.66,2.12,0.00,14.90
79760,0.00,-2.34,13.09,13.92,187,0.65,2457,66.67,25.50,8.35,95,9.58,-5.08,2.16,0.00,16.47
79986,-6.25,-2.34,13.55,13.76,187,0.69,2444,66.67,22.50,8.35,95,10.16,-4.50,2.32,17.25,18.43
80211,-6.25,-2.34,14.13,14.00,187,0.83,2470,66.67,23.00,10.00,95,12.04,-2.61,2.44,37.25,21.18
80437,-6.25,-2.34,14.24,13.84,187,1.01,2468,66.67,22.50,11.07,95,13.93,-0.73,2.48,52.16,23.53
80663,-9.38,-2.34,14.13,13.76,187,1.02,2482,66.67,25.50,11.14,95,14.22,-0.44,2.50,51.37,22.35
80889,-10.16,-2.34,14.47,14.00,187,1.11,2510,66.67,27.50,11.22,95,14.80,0.15,2.54,58.82,22.75
81115,-10.16,-2.34,14.59,13.84,187,0.97,2504,100.00,28.00,11.80,95,14.95,0.29,2.54,55.29,22.35
81341,-9.38,-2.34,14.70,13.84,187,1.05,2556,100.00,27.00,11.96,95,15.24,0.58,2.54,52.55,21.96
81567,-8.59,-2.34,14.70,13.76,187,1.07,2555,100.00,26.50,11.96,95,15.53,0.73,2.58,53.33,22.35
81793,-7.81,-2.34,14.70,13.84,187,1.11,2571,100.00,25.00,12.59,95,15.82,1.16,2.60,51.76,22.75
82019,-7.81,-2.34,14.70,13.68,187,1.10,2607,100.00,24.50,12.80,95,15.96,1.31,2.62,48.63,22.75
82244,-7.81,-2.34,14.59,13.36,187,1.12,2620,100.00,24.50,12.88,95,16.25,1.60,2.66,46.27,22.75
82470,-7.03,-2.34,14.70,13.84,187,1.12,2648,100.00,23.50,13.46,95,16.40,1.74,2.64,47.06,22.75
82696,-6.25,-2.34,14.59,13.68,187,1.12,2645,100.00,23.50,13.50,95,16.54,1.89,2.66,41.96,22.75
82922,-6.25,-2.34,14.70,13.76,187,1.15,2677,100.00,23.50,13.60,95,16.69,2.03,2.66,40.78,22.75
83148,-5.47,-2.34,14.70,13.76,187,1.16,2690,100.00,23.00,13.70,93,16.83,2.18,2.68,35.29,22.75
83374,-5.47,-2.34,14.59,13.76,187,1.17,2715,100.00,23.00,13.95,93,16.83,2.18,2.70,33.73,22.75
83599,-5.47,-2.34,14.59,13.60,187,1.17,2722,100.00,22.50,13.96,93,16.83,2.18,2.68,33.73,22.75
83825,-4.69,-2.34,14.70,13.84,187,1.13,2730,100.00,23.50,13.98,93,16.83,2.03,2.66,23.92,21.96
84052,-5.47,-2.34,14.59,13.84,187,1.05,2779,100.00,27.00,13.62,93,15.96,1.31,2.64,16.08,21.18
84277,-4.69,-2.34,14.81,13.84,187,1.03,2780,100.00,28.50,13.68,93,15.53,0.87,2.60,9.41,20.78
84503,-5.47,-2.34,14.47,13.76,187,0.96,2804,100.00,31.50,12.48,93,14.65,0.00,2.56,8.24,20.39
84729,-7.81,-2.34,14.36,14.08,187,0.86,2807,66.67,36.00,11.36,93,13.35,-1.31,2.44,0.00,18.43
84955,-9.38,-2.34,14.36,13.92,187,0.81,2830,66.67,38.50,10.24,93,12.33,-2.32,2.32,0.00,16.86
85180,-11.72,-2.34,14.24,13.84,187,0.56,2816,66.67,43.50,7.81,93,9.58,-5.08,2.20,0.00,14.51
85407,-10.94,-2.34,14.59,13.68,187,0.51,2818,66.67,44.00,7.24,93,9.00,-5.66,2.06,0.00,12.94
85632,-14.06,-2.34,14.01,13.92,187,0.34,2855,33.33,45.00,5.49,93,6.53,-8.13,1.88,0.00,11.76
85858,-5.47,-2.34,16.08,13.84,187,0.37,2797,33.33,45.00,6.00,93,6.53,-8.13,1.82,0.00,11.76
86084,-5.47,-2.34,15.39,13.68,187,0.23,2834,33.33,45.00,4.82,93,5.37,-9.29,1.70,0.00,10.59
86310,-2.34,-2.34,15.27,13.92,187,0.25,2817,33.33,45.00,4.77,93,4.93,-9.72,1.74,0.00,10.59
86536,-0.78,-2.34,15.50,13.84,187,0.23,2782,33.33,45.00,4.79,93,4.93,-9.87,1.66,0.00,10.59
86762,0.78,-2.34,14.93,13.92,187,0.25,2793,33.33,45.00,4.72,93,4.79,-9.87,1.72,0.00,10.59
86987,1.56,-2.34,14.93,13.92,187,0.38,2778,33.33,45.00,4.74,95,5.08,-9.58,2.04,0.00,13.73
87214,2.34,-2.34,14.93,13.84,187,0.59,2796,66.67,44.00,8.31,95,8.42,-6.24,2.22,0.00,16.47
87440,-3.12,-2.34,14.01,13.92,187,0.71,2772,66.67,42.50,8.92,95,9.87,-4.79,2.32,0.00,18.04
87666,-9.38,-2.34,13.78,13.92,187,0.64,2796,66.67,43.00,8.31,95,9.72,-4.93,2.26,0.00,16.86
87891,-10.16,-2.34,14.47,13.92,187,0.63,2786,66.67,43.00,8.36,95,9.72,-4.93,2.20,0.00,15.29
88117,-13.28,-2.34,14.13,13.92,187,0.53,2791,66.67,44.00,7.12,95,8.71,-5.95,2.18,0.00,15.29
88343,-7.03,-2.34,15.50,13.92,187,0.53,2785,66.67,44.00,7.18,95,8.56,-6.09,2.14,0.00,14.51
88569,-6.25,-2.34,14.81,13.92,187,0.52,2802,66.67,44.00,7.12,95,8.42,-6.24,2.16,0.00,14.51
88795,-4.69,-2.34,14.93,13.84,187,0.59,2796,66.67,43.50,7.82,95,9.00,-5.66,2.18,0.00,15.29
89020,-4.69,-2.34,14.70,13.92,187,0.60,2824,66.67,43.50,7.83,95,9.14,-5.51,2.12,0.00,14.51
89246,-7.03,-2.34,14.13,13.60,187,0.61,2788,66.67,44.00,7.13,95,8.56,-6.09,2.24,0.00,15.69
89472,-6.25,-2.34,14.70,13.84,187,0.50,2815,66.67,44.50,7.21,95,8.42,-6.38,2.10,0.00,14.51
89698,-3.91,-2.34,14.81,13.84,187,0.55,2801,66.67,44.00,7.15,95,8.56,-6.09,2.14,0.00,14.51
89924,-6.25,-2.34,14.24,13.44,187,0.38,2818,66.67,45.00,6.01,95,7.25,-7.40,2.02,0.00,12.94
90150,0.78,-2.34,15.73,13.76,187,0.49,2783,66.67,45.00,6.54,95,7.55,-7.11,1.96,0.00,12.55
90376,-3.12,-2.34,14.13,13.92,187,0.45,2787,66.67,45.00,6.01,95,6.96,-7.69,2.00,0.00,13.73
90602,-0.78,-2.34,14.93,13.92,187,0.39,2814,66.67,45.00,5.93,95,6.82,-7.84,1.88,0.00,11.76
90828,-2.34,-2.34,14.36,14.00,187,0.32,2770,33.33,44.50,4.79,95,5.80,-8.85,1.86,0.00,11.76
91054,5.47,-2.34,16.08,13.92,187,0.26,2807,33.33,45.00,4.75,95,5.37,-9.29,1.72,0.00,10.59
91279,5.47,-2.34,15.16,14.00,187,0.24,2769,33.33,44.50,4.18,95,4.79,-9.87,1.68,0.00,10.20
91505,7.03,0.00,15.16,14.00,187,0.20,2787,33.33,45.00,4.13,95,4.64,-10.16,1.60,0.00,9.80
91731,8.59,-2.34,15.04,14.00,187,0.22,2768,33.33,44.50,4.17,95,4.35,-10.30,1.62,0.00,9.80
91957,7.81,0.00,14.70,14.00,187,0.20,2754,33.33,44.50,4.10,95,4.06,-10.74,1.62,0.00,9.41
92183,3.91,0.00,13.78,14.00,187,0.22,2765,33.33,43.50,4.12,95,3.92,-10.88,1.64,0.00,9.41
92408,-1.56,-2.34,13.21,13.76,187,0.22,2726,33.33,40.50,4.07,95,3.92,-10.74,1.62,0.00,9.41
92634,-4.69,0.00,13.44,13.92,187,0.20,2736,33.33,38.00,4.09,95,3.92,-10.74,1.64,0.00,9.80
92860,-5.47,-2.34,14.01,13.92,187,0.26,2738,33.33,35.00,4.10,95,4.21,-10.45,1.74,0.00,10.59
93086,0.00,-2.34,15.27,13.68,187,0.41,2722,33.33,33.50,5.84,95,6.09,-8.71,2.10,0.00,14.90
93312,3.91,-2.34,15.62,13.84,187,0.52,2726,66.67,34.00,8.13,95,8.42,-6.38,2.16,0.00,15.29
93538,-7.03,-2.34,13.21,14.00,187,0.57,2747,66.67,31.50,7.62,95,8.85,-5.80,2.18,0.00,15.69
93764,-10.16,-2.34,13.90,13.92,187,0.58,2730,66.67,31.50,7.63,95,8.71,-5.95,2.20,0.00,15.69
93989,-10.16,-2.34,14.47,13.76,187,0.59,2734,66.67,30.50,7.59,95,8.85,-5.80,2.20,0.00,15.69
94216,-8.59,-2.34,14.81,14.00,187,0.64,2768,66.67,29.00,7.68,95,9.43,-5.22,2.24,0.00,16.47
94442,-6.25,-2.34,14.93,13.92,187,0.66,2757,66.67,28.50,8.27,95,9.58,-5.22,2.30,0.00,16.86
94667,-1.56,-2.34,15.27,13.68,187,0.94,2802,66.67,25.50,10.62,95,11.32,-3.34,2.48,3.14,20.39
94893,-7.81,-2.34,13.78,13.76,187,0.85,2775,66.67,28.00,10.69,95,12.04,-2.61,2.44,0.00,19.61
95119,-7.03,-2.34,14.59,13.92,185,0.81,2803,66.67,32.50,10.11,95,12.04,-2.61,2.44,0.00,18.82
95345,-7.03,-2.34,14.59,13.84,185,0.83,2811,66.67,37.00,10.21,95,11.90,-2.76,2.44,0.00,18.43
