Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-22.66,-0.78,14.59,13.52,180,0.96,2772,0.00,0.00,33.33,16,30.50,5.90,61,4.50,-4.64,2.36,3.53,15.29
258,-22.66,-1.56,14.59,13.60,180,0.99,2889,0.00,0.00,66.67,16,10.00,6.15,61,4.50,-4.79,2.42,3.92,16.08
515,-21.88,-0.78,14.47,13.76,180,1.04,3004,0.00,0.00,66.67,16,9.50,6.41,61,4.50,-4.06,2.50,6.27,18.43
773,-19.53,-0.78,15.04,13.36,180,1.11,3129,0.00,0.00,66.67,16,9.50,7.34,61,4.50,-2.61,2.66,11.37,22.75
1030,-11.72,-0.78,15.50,13.60,180,1.10,3302,0.00,0.00,66.67,16,9.50,8.45,61,4.50,-1.89,2.70,12.55,23.53
1288,-14.06,-0.78,14.59,13.60,180,1.10,3522,0.00,0.00,66.67,16,30.50,9.02,61,4.50,-1.45,2.78,13.33,23.92
1545,-8.59,-1.56,15.27,13.68,180,1.13,3726,0.00,0.00,66.67,16,9.50,9.54,61,4.50,-1.31,2.90,14.51,24.71
1803,-10.16,-1.56,14.70,13.68,180,1.15,4105,0.00,0.00,66.67,16,30.00,11.38,61,4.50,-0.73,3.02,15.69,25.49
2061,-10.16,-1.56,14.70,13.76,180,1.21,4422,0.00,0.00,66.67,16,9.50,12.59,59,4.50,-0.44,3.12,15.69,25.49
2319,0.00,-1.56,11.83,13.76,180,1.23,4618,0.00,0.00,66.67,16,30.50,16.75,59,4.50,0.00,3.26,15.69,25.49
2577,0.00,-1.56,11.60,13.60,181,1.39,4918,0.00,0.00,66.67,16,30.50,19.93,59,4.50,0.58,3.44,13.73,24.71
2834,0.00,-1.56,12.17,13.84,181,0.98,4290,0.00,0.00,66.67,16,13.50,0.00,59,0.00,-9.29,2.90,0.00,0.00
3092,0.00,-1.56,13.09,13.76,181,0.77,3735,0.00,0.00,66.67,16,13.50,0.00,59,0.00,-9.87,2.42,0.00,0.00
3348,-5.47,-1.56,12.86,13.68,181,1.24,3095,0.00,0.00,66.67,16,9.00,9.27,59,4.50,-1.60,2.88,5.49,28.24
3606,-6.25,-1.56,13.32,13.76,181,1.29,3012,0.00,0.00,66.67,16,30.50,9.00,59,4.50,0.00,2.80,12.16,28.24
3863,-5.47,-1.56,13.90,13.76,180,1.29,3098,0.00,0.00,66.67,16,17.00,9.25,59,4.50,0.73,2.84,16.86,29.02
4120,-3.91,-1.56,14.13,13.52,181,1.36,3292,0.00,0.00,66.67,16,10.00,10.53,59,4.50,1.60,2.96,21.18,35.29
4379,-7.81,-1.56,13.55,13.60,181,1.43,3378,0.00,0.00,66.67,16,9.50,11.53,59,4.50,2.90,3.06,25.10,36.08
4636,-11.72,-1.56,14.59,13.60,181,1.50,3500,0.00,-1.05,66.67,16,10.00,11.20,59,4.50,3.92,3.16,26.27,36.08
4893,-4.69,-1.56,15.50,13.60,181,1.54,3698,0.00,-1.05,66.67,16,15.50,13.41,59,3.50,4.93,3.26,24.31,36.47
5151,-8.59,-1.56,14.93,13.60,181,1.74,3797,0.00,-1.05,66.67,16,29.50,14.58,59,3.50,6.53,3.40,17.25,36.47
5408,-11.72,-1.56,14.24,13.68,181,1.77,3976,0.00,-1.05,66.67,16,29.00,14.42,59,3.50,7.69,3.46,4.71,36.47
5666,-6.25,-1.56,15.27,13.68,181,1.80,4071,0.00,-1.05,66.67,16,8.50,16.50,59,3.50,7.84,3.52,0.00,36.47
5924,-4.69,-1.56,15.73,13.68,181,1.81,4328,0.00,-1.05,66.67,16,16.00,16.78,59,3.50,7.69,3.56,0.00,36.47
6181,0.00,-1.56,11.83,13.68,181,1.82,4464,0.00,-2.11,66.67,16,7.50,23.81,59,2.50,7.11,3.66,0.00,35.69
6438,0.00,-1.56,11.37,13.60,181,1.80,4499,0.00,-2.11,66.67,16,7.00,23.99,59,2.50,6.82,3.64,0.00,33.73
6696,0.00,-1.56,11.48,13.76,181,0.72,4629,0.00,0.00,66.67,16,13.50,14.11,59,4.50,-7.25,2.36,0.00,0.00
6953,0.00,-1.56,11.94,13.84,181,0.89,4244,0.00,0.00,66.67,16,10.50,0.00,59,0.00,-9.00,2.72,0.00,0.00
7210,0.00,-1.56,22.05,14.00,181,0.57,3618,0.00,0.00,66.67,16,13.50,0.00,59,0.00,-8.71,2.12,0.00,0.00
7467,0.00,-1.56,21.48,13.60,181,1.05,3445,0.00,0.00,66.67,16,15.00,8.82,57,4.50,-3.34,2.70,2.35,18.43
7725,-6.25,-1.56,13.21,13.60,181,1.10,3291,0.00,0.00,66.67,16,30.50,9.13,57,4.50,-2.03,2.70,3.92,19.22
7982,-7.03,-1.56,13.67,13.68,181,1.11,3346,0.00,0.00,66.67,16,9.50,8.57,57,4.50,-1.60,2.72,5.49,20.39
8239,-7.03,-1.56,14.01,13.68,181,1.19,3362,0.00,0.00,66.67,16,30.50,9.32,57,4.50,-0.73,2.84,7.06,25.49
8498,-4.69,-1.56,14.36,13.68,181,1.23,3394,0.00,0.00,66.67,16,9.00,10.14,57,4.50,0.58,2.90,11.37,26.67
8755,-8.59,-1.56,14.36,13.76,181,1.34,3448,0.00,0.00,66.67,16,16.50,10.30,57,4.50,1.89,2.98,14.12,30.20
9012,-8.59,-1.56,14.70,13.68,181,1.46,3529,0.00,0.00,66.67,16,35.00,11.29,57,4.50,3.48,3.14,15.69,34.90
9269,-7.81,-1.56,15.04,13.76,181,1.58,3531,0.00,-1.05,66.67,16,32.50,12.72,57,3.50,5.22,3.24,16.08,38.43
9526,-9.38,-1.56,15.04,13.68,183,1.73,3582,0.00,-1.05,66.67,16,16.00,13.99,57,3.50,7.25,3.34,10.98,42.35
9784,-9.38,-1.56,14.70,13.76,183,1.86,3711,0.00,-1.05,66.67,16,8.50,14.85,57,3.50,8.27,3.44,0.78,44.31
10040,-10.16,-1.56,14.59,13.68,183,1.89,3660,0.00,-1.05,66.67,16,31.00,15.49,57,3.50,9.29,3.48,0.00,46.67
10297,-10.94,-1.56,14.47,13.76,183,1.89,3807,0.00,-3.16,66.67,16,28.50,15.43,57,2.50,9.58,3.50,0.00,46.67
10554,-6.25,-1.56,15.16,13.52,183,1.91,3880,0.00,-3.16,66.67,16,7.00,15.73,57,1.50,9.58,3.52,0.00,46.67
10811,-5.47,-1.56,15.04,13.52,183,1.91,3954,0.00,-4.22,66.67,16,27.50,16.87,57,1.50,9.58,3.56,0.00,46.67
11068,-7.03,-1.56,14.93,13.60,185,1.92,4087,0.00,-6.33,66.67,16,3.50,17.44,57,-1.50,9.43,3.60,0.00,46.67
11326,-7.03,-1.56,15.62,13.60,185,1.93,4266,0.00,-2.11,66.67,16,14.50,18.20,57,2.50,9.29,3.66,0.00,47.06
11584,-7.03,-1.56,14.47,13.68,185,1.97,4380,0.00,-3.16,66.67,16,6.00,17.67,57,-4.00,9.43,3.66,0.00,47.06
11841,0.00,-1.56,11.71,13.68,185,1.97,4293,0.00,-6.33,66.67,16,3.00,25.03,57,-1.50,9.14,3.68,0.00,46.67
12099,0.00,-1.56,11.25,13.76,185,1.96,4446,0.00,-7.38,66.67,16,2.00,25.61,57,-2.50,9.00,3.72,0.00,46.67
12356,0.00,-1.56,11.25,13.52,185,1.91,4621,0.00,-8.44,66.67,16,8.50,26.62,57,-4.00,9.29,3.74,0.00,46.67
12614,0.00,-1.56,11.25,13.60,185,1.97,4610,0.00,-8.44,66.67,16,8.00,26.55,57,-4.00,9.00,3.76,0.00,45.10
12871,0.00,-1.56,11.25,13.68,185,1.94,4652,0.00,-8.44,66.67,16,8.00,26.81,57,-4.00,9.00,3.76,0.00,44.71
13128,0.00,-1.56,11.25,13.52,185,1.95,4777,0.00,-8.44,66.67,16,22.50,27.51,57,-4.00,8.85,3.80,0.00,44.71
13385,0.00,-1.56,11.25,13.60,187,1.98,4699,0.00,-8.44,66.67,16,23.50,28.07,57,-4.00,8.71,3.82,0.00,43.92
13643,0.00,-1.56,11.25,13.68,187,2.01,4780,0.00,-8.44,66.67,16,1.00,28.55,57,-4.00,8.56,3.82,0.00,44.71
13901,0.00,-1.56,11.25,13.60,187,1.99,4851,0.00,-8.44,66.67,16,0.50,30.01,57,-4.00,9.14,3.84,0.00,45.10
14158,0.00,-1.56,11.25,13.60,187,1.96,5123,0.00,0.00,66.67,16,10.00,30.60,57,4.50,8.56,3.88,0.00,43.14
14416,0.00,-1.56,11.37,14.32,187,1.12,5514,0.00,0.00,66.67,16,13.50,12.94,57,2.00,-6.82,3.42,0.00,0.00
14674,0.00,-1.56,11.83,13.92,187,0.81,4612,0.00,0.00,66.67,16,13.50,0.00,55,0.00,-9.43,2.78,0.00,0.00
14931,0.00,-1.56,12.06,13.84,187,0.66,4000,0.00,0.00,66.67,16,10.50,0.00,55,0.00,-9.58,2.40,0.00,0.00
15188,0.00,-1.56,23.31,13.84,187,0.55,3570,0.00,0.00,66.67,16,10.50,0.00,55,0.00,-9.00,2.10,0.00,0.00
15445,0.00,-1.56,23.31,13.84,187,0.50,3062,0.00,0.00,66.67,16,10.50,0.00,55,0.00,-8.42,2.02,0.00,0.00
15703,0.00,-1.56,24.12,13.84,187,0.38,2591,0.00,0.00,33.33,16,13.00,0.00,55,0.00,-8.56,1.88,0.00,0.00
15959,0.00,-1.56,23.77,13.76,187,0.55,2120,0.00,0.00,33.33,16,10.50,0.00,55,0.00,-7.98,1.86,0.00,0.00
16217,0.00,-1.56,23.43,13.76,187,0.59,1834,0.00,0.00,33.33,16,10.50,3.13,55,0.00,-7.25,1.86,0.00,0.00
16474,-1.56,-1.56,11.37,13.76,187,0.36,2124,0.00,0.00,33.33,16,13.00,2.72,55,0.00,-8.42,1.68,0.00,0.00
16732,-0.78,-1.56,13.90,13.76,187,0.32,2161,0.00,0.00,33.33,16,13.00,2.77,55,0.00,-8.85,1.66,0.00,0.00
16989,1.56,-1.56,15.62,13.84,187,0.36,2169,0.00,0.00,33.33,16,13.00,2.78,55,0.00,-9.14,1.72,0.00,0.00
