Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
46227,-25.00,-0.78,13.55,13.44,185,1.07,2470,0.00,0.00,33.33,16,25.00,5.80,100,10.45,-4.35,2.34,2.75,16.08
46484,-25.00,-0.78,14.01,13.36,185,1.11,2457,0.00,0.00,33.33,16,22.00,5.77,100,11.03,-3.77,2.36,3.14,16.47
46741,-25.00,-1.56,14.01,13.36,185,1.14,2477,0.00,0.00,33.33,16,20.00,5.81,100,11.46,-3.34,2.40,3.53,17.25
46998,-25.00,-1.56,14.36,13.28,185,1.18,2481,0.00,0.00,33.33,16,20.00,5.82,100,12.04,-2.76,2.44,4.31,18.43
47255,-25.00,-1.56,14.47,13.28,185,1.18,2488,0.00,0.00,33.33,16,19.50,6.37,100,12.33,-2.47,2.46,4.71,18.43
47512,-25.00,-1.56,14.47,13.28,185,1.19,2477,0.00,0.00,33.33,16,19.50,6.41,100,12.48,-2.47,2.46,4.71,18.43
47769,-25.00,-1.56,14.47,13.28,185,1.21,2481,0.00,0.00,33.33,16,19.00,6.38,100,12.48,-2.32,2.46,4.71,18.43
48026,-25.00,-1.56,14.59,13.20,185,1.19,2499,0.00,0.00,33.33,16,19.00,6.36,100,12.62,-2.18,2.46,4.71,18.43
48282,-25.00,-1.56,14.36,13.20,185,1.18,2502,0.00,0.00,33.33,16,19.00,6.36,100,12.62,-2.18,2.48,4.31,18.43
48538,-25.00,-1.56,14.47,13.20,185,1.19,2516,0.00,0.00,33.33,16,19.50,6.37,100,12.62,-2.18,2.46,4.31,18.43
48796,-25.00,0.00,14.36,13.44,185,1.20,2508,0.00,0.00,33.33,16,19.50,6.40,100,12.62,-2.18,2.48,4.31,18.43
49053,-25.00,-0.78,14.24,13.44,185,1.20,2522,0.00,0.00,33.33,16,19.50,6.42,100,12.62,-2.18,2.46,4.31,18.04
49310,-25.00,-1.56,14.36,13.44,183,1.18,2523,0.00,0.00,33.33,16,19.50,6.46,100,12.62,-2.18,2.46,4.31,18.04
49566,-25.00,-1.56,14.24,13.44,183,1.18,2528,0.00,0.00,33.33,16,20.00,5.93,100,12.33,-2.47,2.46,3.92,17.65
49823,-25.00,-1.56,14.47,13.36,183,1.18,2547,0.00,0.00,33.33,16,20.00,5.98,100,12.33,-2.47,2.46,3.92,17.65
50079,-25.00,-1.56,14.24,13.36,183,1.16,2579,0.00,0.00,33.33,16,20.00,6.05,100,12.33,-2.47,2.46,4.31,17.65
50337,-25.00,-0.78,14.59,13.36,183,1.17,2580,0.00,0.00,33.33,16,20.00,6.60,99,12.33,-2.47,2.48,3.92,17.65
50593,-25.00,-0.78,14.47,13.28,183,1.16,2577,0.00,0.00,33.33,16,20.00,6.03,99,12.33,-2.47,2.46,3.92,17.65
50850,-25.00,-1.56,13.67,13.28,183,1.00,2604,0.00,0.00,33.33,16,23.50,6.10,99,10.74,-3.34,2.34,0.78,12.94
51106,-25.00,-1.56,12.75,13.28,183,0.75,2611,0.00,0.00,33.33,16,28.50,4.97,99,8.42,-5.66,2.12,0.00,8.63
51364,-25.00,-1.56,11.94,13.28,183,0.52,2597,0.00,0.00,33.33,16,35.00,4.48,99,6.38,-8.13,2.00,0.00,6.27
51621,-25.00,-1.56,11.94,13.20,183,0.34,2614,0.00,0.00,33.33,16,35.50,3.36,99,4.93,-9.72,1.80,0.00,5.49
51877,-25.00,-1.56,13.78,13.36,183,0.34,2598,0.00,0.00,33.33,16,34.00,3.33,99,4.50,-10.16,1.76,0.00,5.10
52134,-25.00,-1.56,14.59,13.44,183,0.33,2610,0.00,0.00,33.33,16,33.00,2.78,99,4.50,-10.30,1.78,0.00,5.10
52391,-15.62,-1.56,15.96,13.44,183,0.29,2592,0.00,0.00,33.33,16,32.00,2.77,99,4.35,-10.45,1.72,0.00,5.10
52647,-5.47,-1.56,16.08,13.44,183,0.31,2617,0.00,0.00,33.33,16,33.00,3.35,99,4.35,-10.45,1.76,0.00,5.10
52904,-14.84,-1.56,13.90,13.36,183,0.31,2602,0.00,0.00,33.33,16,32.00,3.33,99,4.21,-10.59,1.78,0.00,4.71
53161,-14.06,-1.56,14.81,13.36,183,0.31,2594,0.00,0.00,33.33,16,32.00,3.32,99,4.06,-10.74,1.76,0.00,4.31
53419,-16.41,-1.56,14.59,13.28,183,0.24,2653,0.00,0.00,33.33,16,30.50,2.83,99,3.77,-11.03,1.64,0.00,3.53
53675,0.00,-1.56,14.01,13.28,183,0.23,2620,0.00,0.00,33.33,16,29.50,2.82,99,3.34,-11.32,1.60,0.00,2.75
53932,0.00,0.00,12.17,13.28,183,0.17,2651,0.00,0.00,33.33,16,29.50,2.80,99,3.19,-11.46,1.46,0.00,2.75
54188,0.00,0.00,11.94,13.20,183,0.20,2660,0.00,0.00,33.33,16,29.00,2.85,99,3.19,-11.61,1.56,0.00,2.35
54446,0.00,0.00,11.94,13.20,183,0.20,2650,0.00,0.00,33.33,16,29.00,2.82,99,3.05,-11.61,1.52,0.00,2.35
54702,0.00,0.00,11.83,13.20,183,0.20,2671,0.00,0.00,33.33,16,29.50,2.86,99,3.19,-11.61,1.48,0.00,2.75
54959,0.00,0.00,11.83,13.20,183,0.23,2666,0.00,0.00,33.33,16,29.50,2.82,99,3.34,-11.61,1.56,0.00,4.31
55216,-9.38,-1.56,12.40,13.52,183,0.45,2680,0.00,0.00,33.33,16,35.50,3.97,99,5.22,-10.16,1.92,0.00,10.20
55473,-23.44,-1.56,12.98,13.52,183,0.83,2706,0.00,0.00,33.33,16,35.50,5.20,99,7.11,-7.69,2.24,0.78,15.29
55730,-25.00,-1.56,14.01,13.44,183,1.09,2729,0.00,0.00,33.33,16,25.50,6.40,99,10.59,-4.21,2.46,5.10,19.61
55987,-25.00,-0.78,14.81,13.44,183,1.12,2746,0.00,0.00,33.33,16,22.00,6.44,99,11.46,-3.34,2.50,5.49,20.00
56243,-23.44,-0.78,14.93,13.44,183,1.15,2767,0.00,0.00,33.33,16,21.50,6.49,99,11.90,-2.90,2.54,5.88,20.39
56500,-21.88,-0.78,14.93,13.44,183,1.16,2771,0.00,0.00,33.33,16,21.00,7.09,99,12.48,-2.32,2.56,6.27,20.78
56757,-20.31,-0.78,14.93,13.36,183,1.17,2788,0.00,0.00,66.67,16,21.00,7.14,99,12.77,-2.03,2.56,6.27,20.78
57014,-21.88,-0.78,14.70,13.28,183,1.20,2787,0.00,0.00,66.67,16,21.00,7.19,99,12.91,-1.89,2.58,6.27,20.78
57270,-21.88,-0.78,14.70,13.20,183,1.18,2804,0.00,0.00,66.67,16,21.00,7.19,99,13.06,-1.74,2.58,6.27,20.78
57527,-21.09,-0.78,14.81,13.20,183,1.18,2849,0.00,0.00,66.67,16,21.00,7.21,99,13.20,-1.60,2.60,6.27,20.78
57784,-21.09,-0.78,14.93,13.20,181,1.19,2857,0.00,0.00,66.67,16,21.00,7.31,99,13.20,-1.60,2.62,6.27,20.78
58042,-21.88,-0.78,14.70,13.20,181,1.10,2864,0.00,0.00,66.67,16,21.50,7.33,99,12.33,-2.03,2.56,4.71,14.90
58299,-25.00,-1.56,13.09,13.36,181,0.81,2873,0.00,0.00,66.67,16,29.50,5.58,99,8.42,-5.51,2.26,0.00,8.63
58556,-25.00,-1.56,11.71,13.36,181,0.31,2907,0.00,0.00,66.67,16,37.50,3.72,99,4.93,-9.29,1.86,0.00,4.31
58812,-25.00,-1.56,11.60,13.44,181,0.36,2894,0.00,0.00,66.67,16,35.50,3.09,99,4.06,-10.74,1.86,0.00,3.14
59069,0.00,-1.56,11.60,13.44,181,0.24,2926,0.00,0.00,66.67,16,33.00,3.12,99,3.19,-11.61,1.48,0.00,0.00
59325,0.00,0.00,11.60,13.44,181,0.19,2919,0.00,0.00,66.67,16,23.50,3.11,99,2.90,-11.90,1.60,0.00,0.00
59582,0.00,0.00,13.21,13.44,181,0.17,2878,0.00,0.00,66.67,16,15.50,0.00,99,2.61,-12.19,1.50,0.00,0.00
59840,0.00,0.00,14.24,13.52,181,0.16,2900,0.00,0.00,66.67,16,15.50,0.00,99,2.76,-12.04,1.46,0.00,0.00
60097,0.00,0.00,24.58,13.44,181,0.14,2906,0.00,0.00,66.67,16,15.50,0.00,99,2.61,-12.19,1.44,0.00,0.00
60353,0.00,0.00,23.54,13.36,181,0.09,2869,0.00,0.00,66.67,16,15.50,0.00,99,2.61,-12.19,1.32,0.00,0.00
60610,0.00,0.00,23.54,13.36,181,0.15,2876,0.00,0.00,66.67,16,15.50,0.00,99,2.61,-12.19,1.46,0.00,0.00
60867,0.00,0.00,23.54,13.28,181,0.14,2840,0.00,0.00,66.67,16,15.50,0.00,99,2.76,-12.19,1.38,0.00,2.75
61124,0.00,-1.56,23.54,13.28,181,0.36,2861,0.00,0.00,66.67,16,29.50,3.06,99,4.06,-11.17,1.74,0.00,7.45
61381,-1.56,-1.56,14.47,13.28,181,0.54,2832,0.00,0.00,66.67,16,35.50,4.81,99,5.80,-9.14,2.02,0.00,9.80
61637,-25.00,-1.56,11.71,13.36,181,0.67,2845,0.00,0.00,66.67,16,36.00,4.82,99,6.53,-8.42,2.10,0.00,10.20
61893,-25.00,-1.56,12.86,13.36,181,0.69,2842,0.00,0.00,66.67,16,36.50,4.85,99,6.67,-8.13,2.12,0.00,10.59
62151,-25.00,-1.56,12.98,13.36,181,0.71,2826,0.00,0.00,66.67,16,36.50,4.82,99,6.67,-8.13,2.12,0.00,10.59
62409,-25.00,-1.56,12.98,13.36,181,0.71,2847,0.00,0.00,66.67,16,36.50,4.86,99,6.82,-7.98,2.12,0.00,10.59
62665,-25.00,-1.56,13.09,13.36,181,0.73,2828,0.00,0.00,66.67,16,35.50,4.83,99,6.96,-7.84,2.16,0.00,10.98
62921,-25.00,-1.56,12.98,13.36,181,0.74,2826,0.00,0.00,66.67,16,35.00,4.82,99,7.11,-7.69,2.16,0.00,10.98
63179,-25.00,-1.56,12.98,13.44,181,0.73,2857,0.00,0.00,66.67,16,35.00,4.88,99,7.11,-7.69,2.18,0.00,11.37
63436,-25.00,-1.56,13.09,13.44,181,0.75,2833,0.00,0.00,66.67,16,34.00,4.83,99,7.25,-7.55,2.18,0.00,11.37
63692,-25.00,-1.56,13.21,13.36,181,0.76,2857,0.00,0.00,66.67,16,34.00,4.87,99,7.40,-7.40,2.18,0.00,11.37
63949,-25.00,-1.56,13.21,13.28,181,0.77,2838,0.00,0.00,66.67,16,34.00,4.88,99,7.40,-7.40,2.20,0.00,11.76
64205,-25.00,-1.56,13.21,13.28,181,0.78,2864,0.00,0.00,66.67,16,33.50,5.42,99,7.55,-7.25,2.20,0.00,11.76
64462,-25.00,-1.56,13.21,13.28,181,0.84,2871,0.00,0.00,66.67,16,32.00,5.46,99,8.13,-6.82,2.26,0.39,13.33
64719,-25.00,-1.56,13.44,13.36,180,0.89,2838,0.00,0.00,66.67,16,30.50,5.45,99,8.71,-6.09,2.30,1.18,14.12
64975,-25.00,-1.56,13.90,13.36,180,0.92,2860,0.00,0.00,66.67,16,29.50,6.11,99,9.29,-5.66,2.36,1.96,15.29
65232,-25.00,-1.56,14.24,13.36,180,0.99,2845,0.00,0.00,66.67,16,28.00,6.07,99,9.87,-4.93,2.40,2.75,15.69
65489,-25.00,-1.56,14.36,13.36,180,1.01,2872,0.00,0.00,66.67,16,27.00,6.13,99,10.16,-4.64,2.42,2.75,16.08
65746,-25.00,-1.56,14.47,13.44,180,1.03,2864,0.00,0.00,66.67,16,27.00,6.11,99,10.45,-4.35,2.44,3.14,16.47
66003,-25.00,-1.56,14.59,13.36,180,1.02,2886,0.00,0.00,66.67,16,26.50,6.16,99,10.45,-4.35,2.44,3.14,16.47
66260,-25.00,-1.56,14.70,13.36,180,1.01,2917,0.00,0.00,66.67,16,26.50,6.15,99,10.59,-4.21,2.44,3.14,16.47
66516,-25.00,-1.56,14.70,13.44,180,1.03,2889,0.00,0.00,66.67,16,26.50,6.12,99,10.59,-4.21,2.46,3.14,16.47
66773,-25.00,-1.56,14.81,13.36,180,1.02,2909,0.00,0.00,66.67,16,26.50,6.19,99,10.74,-4.21,2.46,3.14,16.47
67030,-25.00,-2.34,14.81,13.36,180,1.02,2935,0.00,0.00,66.67,16,26.50,6.16,99,10.74,-4.06,2.46,3.14,16.47
67287,-25.00,-2.34,14.93,13.36,180,1.02,2925,0.00,0.00,66.67,16,26.00,6.12,99,10.74,-4.06,2.46,3.14,16.47
67544,-25.00,-2.34,14.81,13.36,180,1.02,2906,0.00,0.00,66.67,16,26.50,6.20,97,10.74,-4.06,2.46,3.14,16.47
67800,-25.00,-2.34,14.70,13.36,180,1.02,2933,0.00,0.00,66.67,16,26.50,6.24,97,10.74,-4.06,2.46,3.14,16.47
68057,-25.00,-2.34,14.70,13.36,180,1.02,2906,0.00,0.00,66.67,16,27.00,6.20,97,10.59,-4.21,2.46,2.75,16.08
68315,-25.00,-2.34,14.81,13.36,180,1.02,2915,0.00,0.00,66.67,16,27.00,6.22,97,10.59,-4.21,2.46,3.14,16.08
68571,-24.22,-2.34,14.93,13.36,180,1.02,2914,0.00,0.00,66.67,16,27.00,6.22,97,10.59,-4.21,2.46,2.75,16.47
68828,-25.00,-0.78,14.70,13.36,180,1.04,2950,0.00,0.00,66.67,16,26.00,6.29,97,11.03,-3.77,2.50,3.53,17.65
69085,-22.66,-0.78,15.16,13.36,180,1.06,2968,0.00,0.00,66.67,16,25.00,6.96,97,11.46,-3.34,2.52,4.31,18.04
69342,-23.44,-0.78,14.81,13.44,180,1.06,2970,0.00,0.00,66.67,16,25.00,6.92,97,11.46,-3.34,2.52,4.31,17.65
69599,-24.22,-0.78,14.70,13.36,180,1.05,2990,0.00,0.00,66.67,16,25.00,6.98,97,11.46,-3.34,2.52,3.92,17.65
69856,-24.22,-0.78,14.93,13.44,180,1.03,2982,0.00,0.00,66.67,16,25.00,6.99,97,11.46,-3.19,2.48,2.75,15.69
70113,-25.00,-2.34,14.13,13.36,180,0.97,2977,0.00,0.00,66.67,16,28.50,6.36,97,10.16,-4.50,2.42,1.96,14.90
70370,-25.00,-2.34,14.36,13.36,180,0.96,2977,0.00,0.00,66.67,16,29.00,6.37,97,10.01,-4.79,2.42,1.96,14.90
70626,-25.00,-2.34,14.24,13.36,180,0.96,2974,0.00,0.00,66.67,16,29.00,6.40,97,9.87,-4.93,2.40,1.96,14.90
70883,-25.00,-2.34,14.47,13.36,180,0.94,3007,0.00,0.00,66.67,16,29.50,6.41,97,9.87,-4.93,2.40,1.96,14.90
71140,-25.00,-2.34,14.24,13.36,180,0.93,3004,0.00,0.00,66.67,16,29.50,6.41,97,9.72,-5.08,2.40,1.96,14.90
71398,-25.00,-2.34,14.36,13.36,180,0.94,2980,0.00,0.00,66.67,16,29.50,6.36,97,9.72,-5.08,2.40,1.96,14.90
71654,-25.00,-2.34,14.24,13.36,178,0.93,2994,0.00,0.00,66.67,16,29.50,6.39,97,9.72,-5.08,2.40,1.96,14.90
71910,-25.00,-2.34,14.36,13.44,178,0.93,2996,0.00,0.00,66.67,16,29.50,6.39,97,9.58,-5.22,2.38,1.57,14.51
72167,-25.00,-2.34,14.24,13.44,178,0.89,3022,0.00,0.00,66.67,16,30.50,6.36,97,9.29,-5.37,2.36,1.18,14.12
72424,-25.00,-2.34,14.13,13.44,178,0.88,3016,0.00,0.00,66.67,16,31.00,5.80,97,9.14,-5.66,2.34,1.18,13.73
72681,-25.00,-3.12,14.24,13.44,178,0.87,3002,0.00,0.00,66.67,16,31.50,5.78,97,9.00,-5.80,2.34,1.18,13.73
72937,-25.00,-3.12,14.13,13.44,178,0.84,3001,0.00,0.00,66.67,16,32.00,5.79,97,8.71,-6.09,2.30,0.78,12.94
73195,-25.00,-3.12,13.90,13.36,178,0.84,2995,0.00,0.00,66.67,16,32.50,5.74,97,8.42,-6.24,2.30,0.39,12.94
73452,-25.00,-3.12,13.78,13.36,178,0.82,3001,0.00,0.00,66.67,16,33.00,5.75,97,8.27,-6.53,2.28,0.39,12.94
73709,-25.00,-3.12,13.78,13.36,178,0.83,2996,0.00,0.00,66.67,16,33.00,5.75,97,8.27,-6.53,2.28,0.39,12.94
73966,-25.00,-3.12,13.78,13.36,178,0.83,3002,0.00,0.00,66.67,16,32.50,5.76,97,8.42,-6.38,2.30,0.78,13.33
74223,-25.00,-3.12,14.24,13.36,178,0.86,3019,0.00,0.00,66.67,16,32.00,5.80,97,8.71,-6.09,2.32,0.78,13.73
74480,-25.00,-3.12,14.36,13.36,178,0.92,3024,0.00,0.00,66.67,16,30.50,5.81,97,9.29,-5.51,2.38,1.96,15.69
74737,-25.00,-3.12,14.93,13.36,178,0.99,2993,0.00,0.00,66.67,16,28.50,6.44,97,10.16,-4.79,2.46,3.14,16.47
74993,-23.44,-3.12,14.93,13.44,178,1.00,3004,0.00,0.00,66.67,16,28.00,6.39,97,10.45,-4.35,2.46,3.14,16.47
75250,-24.22,-3.12,14.81,13.36,178,0.98,3032,0.00,0.00,66.67,16,28.00,6.42,95,10.30,-4.50,2.44,2.75,15.69
75507,-25.00,-3.12,14.70,13.44,178,0.90,3051,0.00,0.00,66.67,16,29.50,6.44,95,9.58,-5.08,2.38,1.57,13.73
75764,-25.00,-3.12,14.24,13.44,178,0.83,3013,0.00,0.00,66.67,16,32.00,5.81,95,8.71,-5.95,2.30,0.39,12.55
76021,-25.00,-3.12,13.67,13.28,178,0.79,3013,0.00,0.00,66.67,16,33.00,5.82,95,7.98,-6.53,2.26,0.00,11.76
76278,-25.00,-3.12,13.32,13.36,178,0.73,3006,0.00,0.00,66.67,16,35.50,5.13,95,7.55,-7.25,2.20,0.00,10.98
76535,-25.00,-3.12,13.32,13.36,178,0.65,3004,0.00,0.00,66.67,16,37.00,5.13,95,6.96,-7.84,2.10,0.00,9.02
76792,-25.00,-3.12,12.63,13.44,178,0.18,3004,0.00,0.00,66.67,16,35.50,3.20,95,4.21,-10.59,1.56,0.00,0.00
77048,0.00,-3.12,11.60,13.36,178,0.17,2989,0.00,0.00,66.67,16,23.50,3.83,95,3.05,-11.75,1.40,0.00,0.00
77305,0.00,-2.34,12.75,13.36,178,0.15,2955,0.00,0.00,66.67,16,15.50,0.00,95,2.76,-12.04,1.46,0.00,0.00
77563,0.00,0.00,14.81,13.36,178,0.17,2952,0.00,0.00,66.67,16,15.50,0.00,95,2.76,-12.04,1.52,0.00,0.00
77819,0.00,0.00,25.27,13.36,178,0.16,2909,0.00,0.00,66.67,16,15.50,0.00,95,2.76,-12.04,1.50,0.00,0.00
78076,0.00,0.00,23.20,13.36,178,0.08,2886,0.00,0.00,66.67,16,15.50,0.00,95,2.76,-12.04,1.28,0.00,0.00
78332,0.00,0.00,23.54,13.36,178,0.09,2882,0.00,0.00,66.67,16,15.50,0.00,95,2.76,-12.04,1.48,0.00,0.00
78589,0.00,0.00,24.00,13.36,178,0.08,2836,0.00,0.00,66.67,16,15.50,0.00,95,2.76,-12.04,1.34,0.00,0.00
78846,0.00,0.00,23.31,13.28,178,0.06,2841,0.00,0.00,66.67,16,15.50,0.00,95,2.61,-12.19,1.22,0.00,0.00
79103,0.00,0.00,23.54,13.36,178,0.11,2816,0.00,0.00,66.67,16,15.50,0.00,95,2.61,-12.19,1.40,0.00,0.00
79360,0.00,0.00,23.43,13.36,178,0.09,2771,0.00,0.00,66.67,16,15.50,0.00,95,2.61,-12.19,1.34,0.00,0.00
79617,0.00,0.00,23.43,13.36,178,0.22,2749,0.00,0.00,66.67,16,4.50,2.93,95,3.19,-11.61,1.64,0.00,7.06
79875,0.00,-0.78,21.59,13.28,178,0.70,2758,0.00,0.00,66.67,16,10.50,5.30,95,5.95,-8.85,2.12,0.00,10.59
80130,-23.44,-0.78,11.25,13.36,178,0.74,2719,0.00,0.00,66.67,16,27.00,5.22,95,6.96,-7.84,2.12,0.00,11.37
80388,-25.00,-1.56,12.63,13.36,178,0.86,2711,0.00,0.00,66.67,16,32.00,5.21,95,7.84,-6.96,2.24,0.39,13.33
80645,-25.00,-3.12,13.21,13.36,178,0.95,2713,0.00,0.00,66.67,16,29.50,5.79,95,9.00,-6.09,2.32,1.96,15.69
80902,-24.22,-3.12,14.24,13.36,178,1.08,2712,0.00,0.00,66.67,16,25.00,6.35,95,10.59,-4.50,2.44,3.92,17.65
81159,-25.00,-3.12,14.59,13.36,178,1.12,2729,0.00,0.00,66.67,16,22.50,6.41,95,11.46,-3.48,2.50,5.10,19.22
81415,-22.66,-3.12,15.16,13.60,178,1.16,2733,0.00,0.00,33.33,16,21.00,6.98,95,12.19,-2.76,2.54,5.88,20.00
81672,-20.31,-0.78,15.27,13.52,178,1.19,2737,0.00,0.00,33.33,16,21.00,7.00,95,12.77,-2.18,2.56,6.27,20.78
81930,-19.53,-0.78,14.93,13.28,178,1.18,2731,0.00,0.00,33.33,16,20.50,7.06,95,13.20,-1.74,2.58,6.67,21.18
82185,-18.75,-0.78,14.93,13.28,178,1.20,2746,0.00,0.00,33.33,16,20.00,7.68,95,13.64,-1.45,2.60,7.06,21.96
82442,-17.19,-0.78,15.16,13.36,178,1.24,2737,0.00,0.00,33.33,16,20.00,7.59,95,13.78,-1.02,2.60,7.45,21.96
82699,-17.19,-0.78,14.81,13.36,178,1.25,2741,0.00,0.00,33.33,16,20.00,7.60,95,13.93,-0.87,2.62,7.45,21.96
82955,-21.09,-0.78,14.70,13.36,178,0.95,2750,0.00,0.00,33.33,16,21.50,6.45,95,11.46,-3.34,2.28,0.00,7.06
83213,-25.00,-1.56,11.25,13.44,178,0.38,2704,0.00,0.00,33.33,16,32.00,3.46,95,4.21,-10.59,1.72,0.00,0.00
83469,0.00,-3.12,11.48,13.44,178,0.26,2721,0.00,0.00,33.33,16,21.00,4.06,95,3.05,-11.75,1.80,0.00,0.00
83725,0.00,-3.12,12.29,13.52,178,0.30,2721,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.76,0.00,0.00
83983,0.00,-3.12,13.32,13.52,178,0.28,2679,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.72,0.00,0.00
84240,0.00,-3.12,23.66,13.52,178,0.25,2674,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.66,0.00,0.00
84497,0.00,-3.12,24.12,13.52,178,0.25,2651,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.66,0.00,0.00
84753,0.00,-3.12,23.77,13.52,178,0.23,2608,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.60,0.00,0.00
85010,0.00,-3.12,23.89,13.52,178,0.22,2593,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.60,0.00,0.00
85267,0.00,-3.12,24.00,13.28,178,0.21,2595,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.56,0.00,0.00
85523,0.00,-2.34,24.00,13.36,178,0.18,2555,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.48,0.00,0.00
85781,0.00,0.00,23.89,13.44,178,0.18,2538,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.48,0.00,0.00
86037,0.00,0.00,24.12,13.44,178,0.18,2536,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.48,0.00,0.00
86294,0.00,0.00,24.12,13.44,178,0.14,2523,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.42,0.00,0.00
86551,0.00,0.00,23.66,13.52,178,0.16,2481,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.44,0.00,0.00
86807,0.00,0.00,23.66,13.52,178,0.15,2458,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.42,0.00,0.00
87064,0.00,0.00,23.66,13.44,178,0.11,2444,0.00,0.00,33.33,16,15.50,0.00,95,2.76,-12.04,1.34,0.00,0.00
87320,0.00,0.00,23.77,13.52,178,0.15,2450,0.00,0.00,33.33,16,15.50,0.00,95,2.90,-11.90,1.42,0.00,0.00
87577,0.00,0.00,24.23,13.52,178,0.11,2412,0.00,0.00,33.33,16,15.50,0.00,95,2.90,-11.90,1.32,0.00,0.00
87834,0.00,0.00,23.89,13.52,178,0.11,2414,0.00,0.00,33.33,16,15.50,0.00,95,2.90,-11.90,1.38,0.00,0.00
88091,0.00,0.00,24.12,13.52,178,0.10,2378,0.00,0.00,33.33,16,15.50,0.00,95,2.90,-11.90,1.32,0.00,0.00
88347,0.00,0.00,23.89,13.28,178,0.14,2381,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.90,1.38,0.00,0.00
88605,0.00,0.00,23.43,13.28,178,0.07,2341,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.20,0.00,0.00
88862,0.00,0.00,23.77,13.28,178,0.13,2352,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.36,0.00,0.00
89118,0.00,0.00,24.12,13.28,178,0.14,2331,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.38,0.00,0.00
89375,0.00,0.00,23.77,13.36,178,0.10,2295,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.28,0.00,0.00
89632,0.00,0.00,23.77,13.36,178,0.13,2274,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.38,0.00,0.00
89888,0.00,0.00,24.00,13.36,178,0.12,2257,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.34,0.00,0.00
90145,0.00,0.00,23.54,13.36,178,0.12,2262,0.00,0.00,33.33,16,15.50,0.00,95,3.05,-11.75,1.36,0.00,0.00
90402,0.00,0.00,23.77,13.44,178,0.09,2240,0.00,0.00,33.33,16,15.50,0.00,95,3.19,-11.61,1.24,0.00,0.00
90659,0.00,0.00,23.66,13.44,178,0.08,2208,0.00,0.00,33.33,16,15.50,0.00,95,3.19,-11.61,1.20,0.00,0.00
90915,0.00,0.00,23.54,13.44,178,0.13,2185,0.00,0.00,33.33,16,15.50,0.00,95,3.19,-11.61,1.36,0.00,0.00
91171,0.00,0.00,23.43,13.44,178,0.11,2191,0.00,0.00,33.33,16,15.50,0.00,95,3.19,-11.61,1.28,0.00,0.00
91428,0.00,0.00,23.77,13.36,176,0.12,2152,0.00,0.00,33.33,16,15.50,0.00,95,3.34,-11.61,1.36,0.00,0.00
91685,0.00,0.00,24.00,13.28,178,0.10,2158,0.00,0.00,33.33,16,15.50,0.00,95,3.34,-11.46,1.30,0.00,0.00
91942,0.00,0.00,23.89,13.28,176,0.13,2148,0.00,0.00,33.33,16,15.50,0.00,95,3.34,-11.46,1.36,0.00,0.00
92199,0.00,0.00,23.77,13.28,176,0.11,2122,0.00,0.00,33.33,16,15.50,0.00,95,3.34,-11.46,1.28,0.00,0.00
92455,0.00,0.00,23.89,13.28,176,0.11,2096,0.00,0.00,33.33,16,15.50,0.00,95,3.34,-11.46,1.28,0.00,0.00
92712,0.00,0.00,23.43,13.36,176,0.10,2073,0.00,0.00,33.33,16,15.50,0.00,97,3.34,-11.46,1.28,0.00,0.00
92969,0.00,0.00,23.89,13.44,176,0.10,2060,0.00,0.00,33.33,16,15.50,0.00,97,3.48,-11.32,1.26,0.00,0.00
93226,0.00,0.00,24.12,13.44,176,0.12,2042,0.00,0.00,33.33,16,15.50,0.00,97,3.48,-11.32,1.30,0.00,0.00
