Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
3342,-17.97,-0.78,12.86,13.36,185,0.85,1502,-2.11,0.00,33.33,16,3.50,3.23,106,0.00,-5.08,1.92,0.00,8.24
3598,-17.19,-0.78,13.21,13.44,185,0.86,1494,-2.11,0.00,33.33,16,3.50,3.12,106,0.00,-4.93,1.92,0.00,8.24
3856,-17.19,-0.78,13.09,13.44,185,0.89,1412,-1.05,0.00,33.33,16,27.00,3.03,106,0.00,-4.79,1.92,0.00,8.24
4114,-17.97,-0.78,13.09,13.44,185,0.87,1420,-1.05,0.00,33.33,16,29.50,3.00,108,0.00,-4.64,1.92,0.00,8.24
4371,-17.19,-0.78,13.32,13.52,185,0.93,1420,-1.05,0.00,33.33,16,3.50,2.92,108,0.00,-4.50,1.92,0.00,8.24
4628,-17.19,-0.78,13.32,13.52,185,0.92,1416,-1.05,0.00,33.33,16,29.00,2.94,108,0.00,-4.50,1.92,0.00,8.24
4885,-17.19,-0.78,13.09,13.52,185,0.89,1434,-1.05,0.00,33.33,16,25.00,3.06,108,0.50,-4.64,1.92,0.00,8.24
5142,-17.19,-0.78,13.44,13.52,185,0.84,1562,-1.05,0.00,33.33,16,5.50,3.33,108,1.50,-5.08,1.94,0.00,8.24
5399,-17.19,-0.78,13.44,13.44,185,0.78,1703,-1.05,0.00,33.33,16,11.00,3.27,108,2.00,-5.66,1.94,0.00,8.24
5657,-17.19,-0.78,13.44,13.36,185,0.75,1831,0.00,0.00,33.33,16,10.50,3.52,108,2.00,-6.24,1.96,0.00,8.24
5914,-17.19,-0.78,13.55,13.36,185,0.65,1937,0.00,0.00,33.33,16,7.00,3.31,108,3.00,-6.67,1.92,0.00,8.24
6171,-17.19,-0.78,13.44,13.36,185,0.60,2027,0.00,0.00,33.33,16,26.00,3.46,108,2.00,-7.40,1.92,0.00,8.24
6429,-17.19,-0.78,13.55,13.36,185,0.61,2110,0.00,0.00,33.33,16,26.00,3.60,108,1.50,-7.55,1.92,0.00,8.63
6686,-16.41,-0.78,13.67,13.44,185,0.81,2123,0.00,0.00,33.33,16,26.50,4.08,108,2.00,-7.55,2.08,0.00,11.76
6943,-16.41,-0.78,13.44,13.44,185,0.92,2188,0.00,0.00,33.33,16,8.00,4.70,108,4.50,-5.95,2.16,0.00,12.55
7200,-16.41,-0.78,12.86,13.44,185,0.91,2299,0.00,0.00,33.33,16,8.50,5.07,108,4.50,-5.51,2.18,0.39,12.55
7457,-16.41,-0.78,13.21,13.44,185,0.81,2478,0.00,0.00,33.33,16,13.50,5.30,108,4.50,-5.66,2.22,1.18,13.73
7714,-17.19,-0.78,13.67,13.44,185,0.87,2660,0.00,0.00,33.33,16,29.50,4.85,108,4.50,-5.51,2.26,1.96,14.51
7972,-16.41,-0.78,14.24,13.44,185,0.90,2737,0.00,0.00,33.33,16,29.00,5.62,108,4.50,-5.22,2.32,3.14,15.29
8229,-15.62,-0.78,14.36,13.36,185,0.95,2722,0.00,0.00,66.67,16,-9.50,5.81,108,4.50,-5.08,2.36,3.92,16.08
8486,-14.84,-0.78,14.47,13.28,185,0.99,2946,0.00,0.00,66.67,16,29.00,6.28,108,4.50,-4.64,2.44,6.27,17.65
8742,-14.84,-0.78,14.36,13.28,185,0.99,3020,0.00,0.00,66.67,16,8.00,6.44,108,4.50,-4.35,2.46,6.67,18.04
9000,-14.06,0.00,14.70,13.28,185,0.96,3288,0.00,0.00,66.67,16,8.50,7.01,108,4.50,-3.77,2.54,8.63,19.61
9257,-11.72,0.00,14.81,13.28,185,0.97,3383,0.00,0.00,66.67,16,29.00,7.22,108,4.50,-3.48,2.56,9.02,20.00
9514,-10.16,0.00,14.81,13.28,185,0.96,3504,0.00,0.00,66.67,16,30.00,7.48,108,4.50,-3.34,2.62,9.80,21.18
9771,-3.91,0.00,15.27,13.20,185,0.97,3655,0.00,0.00,66.67,16,8.00,8.58,108,4.50,-2.90,2.68,10.98,22.35
10029,0.00,0.00,15.04,13.20,185,0.98,3870,0.00,0.00,66.67,16,8.50,9.70,106,4.50,-2.61,2.78,12.55,22.75
10287,0.00,0.00,13.09,13.20,185,0.99,4076,0.00,0.00,66.67,16,35.50,10.42,106,4.50,-2.18,2.86,12.94,23.53
10543,0.00,0.00,12.52,13.28,185,1.01,4365,0.00,0.00,66.67,16,33.00,11.80,106,4.50,-1.74,2.92,13.73,23.92
10801,0.00,0.00,12.17,13.28,185,1.01,4559,0.00,0.00,66.67,16,8.50,14.59,106,4.50,-1.89,3.00,14.12,24.31
11059,0.00,0.00,12.06,13.28,185,1.08,4705,0.00,0.00,66.67,16,8.00,16.06,106,4.50,-1.31,3.14,14.90,25.10
11316,0.00,0.00,11.94,13.12,185,1.10,5060,0.00,0.00,66.67,16,29.00,17.92,106,4.50,-0.87,3.28,14.51,25.49
11573,0.00,0.00,11.94,13.28,185,1.22,5330,0.00,0.00,66.67,16,8.00,20.05,104,4.50,-0.58,3.40,11.37,25.88
11831,0.00,0.00,12.06,13.28,185,1.26,5531,0.00,0.00,66.67,16,29.00,21.24,104,4.50,-0.15,3.48,10.20,25.49
12088,0.00,0.00,11.94,13.28,185,1.26,5841,0.00,0.00,66.67,16,8.00,22.43,104,4.50,-0.15,3.54,9.80,25.49
12345,0.00,0.00,12.06,13.36,185,1.23,6063,0.00,0.00,66.67,16,36.00,23.28,104,4.50,-0.44,3.56,9.80,25.49
12603,0.00,0.00,12.06,13.28,185,1.20,5887,0.00,0.00,66.67,16,10.50,24.55,104,0.00,-1.02,3.08,8.24,0.00
12860,0.00,0.00,12.40,13.52,185,0.64,5312,0.00,0.00,66.67,16,13.50,11.33,102,0.00,-10.30,2.62,0.00,0.00
13118,0.00,0.00,12.40,13.20,185,1.01,4454,0.00,0.00,66.67,16,8.50,12.19,102,4.50,-4.35,3.24,2.35,38.04
13375,0.00,0.00,12.40,13.28,185,1.36,3860,0.00,0.00,66.67,16,34.00,14.03,102,4.50,2.47,3.16,10.98,45.49
13633,0.00,0.00,12.17,13.28,185,1.44,3935,0.00,0.00,66.67,16,8.50,15.92,102,4.50,4.50,3.30,19.61,48.24
13890,0.00,0.00,12.06,13.28,185,1.60,4041,0.00,0.00,66.67,16,36.00,19.83,100,4.50,6.53,3.42,25.88,48.24
14148,0.00,0.00,11.94,13.28,185,1.74,4213,0.00,0.00,66.67,16,8.50,22.47,100,4.50,8.71,3.62,25.49,48.63
14405,0.00,0.00,12.06,13.28,185,1.92,4430,-2.11,0.00,66.67,16,11.50,25.52,100,2.50,10.01,3.72,15.29,48.63
14663,0.00,0.00,12.06,13.20,185,1.90,4518,-8.44,0.00,66.67,16,22.50,26.02,99,-4.00,10.01,3.72,3.14,48.63
14920,0.00,0.00,12.06,13.12,185,1.89,4684,-8.44,0.00,66.67,16,20.50,25.35,99,-4.00,8.85,3.74,0.00,48.63
15177,0.00,0.00,12.06,13.28,185,1.83,4931,-8.44,0.00,66.67,16,20.50,26.60,99,-4.00,8.85,3.78,0.00,46.67
15434,0.00,0.00,11.94,13.20,185,1.77,5212,-8.44,0.00,66.67,16,5.00,27.80,99,-4.00,7.98,3.80,0.00,43.92
15692,0.00,0.00,11.94,13.28,185,1.88,5201,-8.44,0.00,66.67,16,0.00,28.16,97,-4.00,7.69,3.80,0.00,42.75
15949,0.00,0.00,11.94,13.20,185,1.78,5293,-8.44,0.00,66.67,16,23.00,28.35,97,-4.00,7.55,3.86,0.00,42.35
16207,0.00,0.00,11.94,13.28,185,1.72,5423,-8.44,0.00,66.67,16,19.50,29.07,97,-4.00,6.96,2.54,0.00,0.00
16465,0.00,0.00,12.63,13.36,185,0.86,4854,0.00,0.00,66.67,16,10.50,0.00,97,0.00,-9.72,2.88,0.00,0.00
16722,0.00,0.00,18.38,13.20,185,0.67,4244,0.00,0.00,66.67,16,21.00,0.00,97,3.00,-9.58,2.96,0.00,39.22
16986,0.00,0.00,12.75,13.20,185,1.33,3822,0.00,0.00,66.67,16,30.50,14.74,97,4.50,2.61,3.22,16.86,52.55
17244,0.00,0.00,11.94,13.20,185,1.50,3947,0.00,0.00,66.67,16,29.00,17.03,95,4.50,5.37,3.38,25.49,59.22
17501,0.00,0.00,11.83,13.20,185,1.75,4012,0.00,0.00,66.67,16,32.00,20.80,95,4.50,8.13,3.54,34.12,61.57
17758,0.00,0.00,11.83,13.20,185,1.97,4069,-2.11,0.00,66.67,16,33.50,24.24,95,2.50,10.88,3.62,37.65,63.14
18016,0.00,0.00,11.83,13.20,185,2.15,4118,-10.55,0.00,66.67,16,-2.00,26.53,95,-4.00,13.49,3.72,31.37,63.53
18273,0.00,0.00,11.83,13.28,185,2.12,4240,-11.95,0.00,66.67,16,17.00,27.13,95,-7.50,13.64,3.72,19.61,63.14
18530,0.00,0.00,11.83,13.28,183,1.89,4401,-11.95,0.00,66.67,16,1.50,25.35,95,-7.50,11.61,3.66,10.98,59.61
18788,0.00,0.00,11.83,13.28,183,1.97,4293,-11.95,0.00,66.67,16,-3.50,25.64,95,-7.50,10.88,3.70,9.80,55.29
19045,0.00,0.00,11.83,13.20,183,1.89,4604,-11.95,0.00,66.67,16,25.00,25.54,95,-7.50,9.87,3.74,4.31,53.73
19303,0.00,0.00,11.83,13.20,183,1.80,4667,-11.95,0.00,66.67,16,17.00,24.89,95,-7.50,9.58,3.70,0.78,50.20
19560,0.00,0.00,11.83,13.20,183,1.77,4682,-11.95,0.00,66.67,16,22.00,24.15,95,-7.50,8.56,3.68,0.00,42.35
19817,0.00,0.00,11.83,13.28,183,1.66,4646,-11.95,0.00,66.67,16,-3.50,23.79,95,-7.50,7.25,3.48,0.00,25.10
20074,0.00,0.00,11.83,13.28,183,0.92,4467,0.00,0.00,66.67,16,13.50,12.39,95,0.00,-8.13,2.88,0.00,0.00
20332,0.00,0.00,12.86,13.28,183,0.72,4021,0.00,0.00,66.67,16,10.50,0.00,95,0.00,-9.29,2.42,0.00,0.00
20589,0.00,-0.78,22.62,13.28,183,0.46,3485,0.00,0.00,66.67,16,13.00,0.00,95,0.00,-9.14,1.98,0.00,0.00
20845,0.00,-0.78,22.74,13.20,183,0.39,3016,0.00,0.00,66.67,16,13.00,0.00,93,0.00,-8.71,1.88,0.00,0.00
21102,0.00,-0.78,22.62,13.44,183,0.36,2566,0.00,0.00,33.33,16,13.00,0.00,93,0.00,-9.29,1.80,0.00,0.00
21359,0.00,-0.78,22.85,13.36,183,0.31,2162,0.00,0.00,33.33,16,13.00,0.00,93,0.00,-8.71,1.72,0.00,0.00
21615,0.00,-0.78,22.74,13.36,183,0.37,1754,0.00,0.00,33.33,16,13.00,0.00,93,0.00,-8.27,1.64,0.00,0.00
21873,0.00,-0.78,22.74,13.28,183,0.41,1405,0.00,0.00,33.33,16,21.00,0.00,93,0.00,-8.13,1.64,0.00,0.00
22130,0.00,0.00,22.85,13.60,183,0.39,1431,0.00,0.00,33.33,16,13.00,2.14,93,0.00,-7.40,1.44,0.00,0.00
22387,-2.34,0.00,12.06,13.60,183,0.16,1635,0.00,0.00,33.33,16,13.00,1.74,93,0.00,-9.43,1.34,0.00,0.00
22644,-1.56,0.00,14.70,13.44,183,0.18,1465,0.00,0.00,33.33,16,13.00,1.56,93,0.00,-9.58,1.32,0.00,0.00
22901,2.34,0.00,17.11,13.52,183,0.19,1368,0.00,0.00,33.33,16,21.00,1.46,93,0.00,-9.58,1.32,0.00,0.00
23158,5.47,0.00,17.34,13.36,183,0.25,1292,0.00,0.00,33.33,16,21.00,1.38,93,0.00,-9.58,1.40,0.00,0.00
23414,9.38,0.00,18.03,13.44,183,0.15,1266,0.00,0.00,33.33,16,21.00,1.35,93,0.00,-9.43,1.22,0.00,0.00
23672,13.28,0.00,18.26,13.28,183,0.24,1215,0.00,0.00,33.33,16,21.00,1.56,93,0.00,-9.29,1.30,0.00,0.00
23929,17.19,0.00,18.49,13.36,183,0.10,1375,0.00,0.00,33.33,16,5.00,1.37,93,0.00,-9.29,1.10,0.00,0.00
24185,22.66,0.00,18.26,13.44,183,0.08,1914,0.00,0.00,33.33,16,15.50,1.84,93,0.00,-10.59,1.16,0.00,0.00
24443,0.00,0.00,14.59,13.44,183,0.05,2534,0.00,0.00,33.33,16,15.50,2.68,93,0.00,-11.75,1.10,0.00,0.00
24700,0.00,0.00,13.21,13.44,183,0.11,2492,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-12.04,1.12,0.00,0.00
24957,0.00,0.00,14.24,13.44,183,0.05,2426,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-12.04,1.16,0.00,0.00
25214,0.00,0.00,22.28,13.44,183,0.06,2375,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-12.04,1.16,0.00,0.00
25471,0.00,0.00,22.85,13.52,183,0.06,2370,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-12.04,1.14,0.00,0.00
25729,0.00,0.00,23.08,13.52,183,0.05,2310,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.90,1.10,0.00,0.00
25985,0.00,0.00,23.08,13.52,183,0.06,2274,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.90,1.10,0.00,0.00
26242,0.00,0.00,23.08,13.52,185,0.06,2243,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.75,1.14,0.00,0.00
26498,0.00,0.00,23.08,13.44,185,0.08,2210,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.75,1.20,0.00,0.00
26756,0.00,0.00,22.97,13.44,185,0.07,2148,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.61,1.16,0.00,0.00
27013,0.00,0.00,23.43,13.44,185,0.08,2117,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.61,1.22,0.00,0.00
27270,0.00,0.00,23.43,13.36,185,0.06,2078,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.46,1.14,0.00,0.00
27547,0.00,0.00,22.97,13.28,185,0.08,1695,0.00,0.00,33.33,16,13.00,0.00,93,0.00,-11.46,1.14,0.00,0.00
27805,0.00,0.00,23.31,13.12,185,0.10,1262,0.00,0.00,33.33,16,21.00,0.00,93,0.00,-11.03,1.08,0.00,0.00
28062,0.00,0.00,23.43,13.52,185,0.14,1182,0.00,0.00,33.33,16,14.50,1.26,93,0.00,-10.45,1.24,0.00,0.00
28319,0.00,0.00,22.28,13.52,185,0.10,1650,0.00,0.00,33.33,16,15.50,1.76,93,0.00,-10.74,1.18,0.00,0.00
28576,0.00,0.00,13.09,13.52,185,0.06,2468,0.00,0.00,33.33,16,15.50,2.42,93,0.00,-11.75,1.16,0.00,0.00
28833,0.00,0.00,13.32,13.52,185,0.07,2437,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-12.04,1.22,0.00,0.00
29090,0.00,0.00,13.90,13.52,185,0.09,2282,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-12.04,1.24,0.00,0.00
29347,0.00,0.00,18.26,13.52,185,0.08,2044,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.75,1.22,0.00,0.00
29604,0.00,0.00,22.85,13.44,185,0.11,1617,0.00,0.00,33.33,16,13.00,0.00,93,0.00,-11.61,1.30,0.00,0.00
29861,0.00,0.00,23.08,13.36,185,0.15,1340,0.00,0.00,33.33,16,21.00,0.00,93,0.00,-11.17,1.24,0.00,0.00
30117,0.00,0.00,23.08,13.60,185,0.20,1169,0.00,0.00,33.33,16,17.50,1.25,93,0.00,-10.30,1.24,0.00,0.00
30374,0.00,0.00,21.71,13.28,185,0.17,1177,0.00,0.00,33.33,16,17.50,1.26,93,0.00,-10.30,1.26,0.00,0.00
30631,-1.56,0.00,13.09,13.20,185,0.19,1184,0.00,0.00,33.33,16,15.00,1.52,93,0.00,-10.16,1.34,0.00,0.00
30888,-0.78,0.00,13.90,13.28,185,0.19,1315,0.00,0.00,33.33,16,4.50,1.68,93,0.00,-10.59,1.32,0.00,0.00
31145,0.00,0.00,14.70,13.28,185,0.14,1533,0.00,0.00,33.33,16,14.50,1.96,93,0.00,-11.03,1.28,0.00,0.00
31402,0.00,0.00,13.90,13.28,185,0.13,1842,0.00,0.00,33.33,16,15.50,1.97,93,0.00,-11.46,1.30,0.00,0.00
31659,0.00,0.00,12.52,13.36,185,0.13,1970,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.75,1.34,0.00,0.00
31916,0.00,0.00,12.63,13.36,185,0.12,1885,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.46,1.28,0.00,0.00
32173,0.00,0.00,15.73,13.36,185,0.15,1802,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.46,1.34,0.00,0.00
32430,0.00,0.00,24.23,13.44,185,0.15,1713,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.61,1.34,0.00,0.00
32688,0.00,0.00,23.20,13.44,185,0.17,1644,0.00,0.00,33.33,16,15.50,0.00,93,0.00,-11.46,1.36,0.00,0.00
32945,0.00,0.00,23.31,13.44,185,0.18,1548,0.00,0.00,33.33,16,14.50,0.00,93,0.00,-11.32,1.36,0.00,0.00
33201,0.00,0.00,23.20,13.44,185,0.19,1465,0.00,0.00,33.33,16,21.00,0.00,93,0.00,-11.03,1.36,0.00,0.00
33459,0.00,0.00,23.66,13.36,183,0.24,1161,0.00,0.00,33.33,16,21.00,1.24,93,0.00,-10.59,1.38,0.00,0.00
33716,0.00,0.00,22.97,13.44,183,0.23,1190,0.00,0.00,33.33,16,16.50,1.27,93,0.00,-10.30,1.36,0.00,0.00
33973,0.00,0.00,14.24,13.12,183,0.25,1134,0.00,0.00,33.33,16,21.00,1.45,93,0.00,-10.30,1.36,0.00,0.00
34229,-2.34,0.00,12.75,13.20,183,0.25,1115,0.00,0.00,33.33,16,20.50,1.43,91,0.00,-10.16,1.36,0.00,0.00
34487,-1.56,0.00,14.13,13.12,183,0.25,1097,0.00,0.00,33.33,16,20.00,1.40,91,0.00,-10.16,1.36,0.00,0.00
34744,-0.78,0.00,14.59,13.20,183,0.24,1097,0.00,0.00,33.33,16,18.50,1.40,91,0.00,-10.16,1.36,0.00,0.00
35001,-0.78,0.00,14.47,13.20,183,0.25,1086,0.00,0.00,33.33,16,17.50,1.16,91,0.00,-10.16,1.34,0.00,0.00
35258,-0.78,0.00,14.36,13.20,183,0.25,1043,0.00,0.00,33.33,16,20.00,1.34,91,0.00,-10.16,1.34,0.00,0.00
35515,-1.56,0.00,14.47,13.28,183,0.26,1043,0.00,0.00,33.33,16,18.50,1.34,91,0.00,-10.01,1.36,0.00,0.00
35772,-1.56,0.00,14.59,13.28,183,0.27,1008,0.00,0.00,33.33,16,20.00,1.29,91,0.00,-10.01,1.34,0.00,0.00
36029,-1.56,0.00,14.59,13.28,183,0.26,1020,0.00,0.00,33.33,16,17.50,1.31,91,0.00,-9.87,1.34,0.00,0.00
36285,-1.56,0.00,14.70,13.28,183,0.27,1000,0.00,0.00,33.33,16,18.50,1.28,91,0.00,-9.87,1.34,0.00,0.00
36543,-1.56,0.00,14.59,13.44,183,0.28,970,0.00,0.00,33.33,16,18.50,1.24,91,0.00,-9.72,1.36,0.00,0.00
36800,-1.56,0.00,14.59,13.52,183,0.28,993,0.00,0.00,33.33,16,14.00,1.27,91,0.00,-9.58,1.34,0.00,0.00
37057,-2.34,0.00,14.47,13.44,183,0.27,1007,0.00,0.00,33.33,16,13.50,1.29,91,0.00,-9.72,1.36,0.00,0.00
37313,-2.34,0.00,14.47,13.36,183,0.27,975,0.00,0.00,33.33,16,16.50,1.25,91,0.00,-9.72,1.34,0.00,0.00
37569,-2.34,0.00,14.36,13.36,183,0.28,991,0.00,0.00,33.33,16,14.00,1.27,91,0.00,-9.58,1.36,0.00,0.00
37827,-3.12,0.00,14.36,13.44,183,0.27,996,0.00,0.00,33.33,16,13.00,1.27,91,0.00,-9.58,1.36,0.00,0.00
38084,-3.12,0.00,14.47,13.36,183,0.28,979,0.00,0.00,33.33,16,15.00,1.25,91,0.00,-9.72,1.34,0.00,0.00
38341,-3.12,0.00,14.59,13.44,183,0.30,976,0.00,0.00,33.33,16,15.50,1.25,91,0.00,-9.58,1.38,0.00,0.00
38598,-3.12,0.00,14.70,13.36,183,0.33,940,0.00,0.00,33.33,16,17.50,1.23,91,0.00,-9.43,1.38,0.00,0.00
38855,-3.12,0.00,14.59,13.36,183,0.38,900,0.00,0.00,33.33,16,20.00,1.18,93,0.00,-9.14,1.42,0.00,0.39
39112,-3.12,0.00,14.36,13.52,183,0.41,898,0.00,0.00,33.33,16,18.50,1.33,93,0.00,-8.71,1.42,0.00,0.78
39369,-3.91,0.00,14.01,13.52,183,0.44,898,0.00,0.00,33.33,16,18.00,1.34,93,0.00,-8.42,1.44,0.00,0.78
39625,-4.69,0.00,13.55,13.60,183,0.45,881,0.00,0.00,33.33,16,17.50,1.32,93,0.00,-8.13,1.44,0.00,0.78
39882,-5.47,0.00,13.44,13.52,183,0.46,884,0.00,0.00,33.33,16,16.00,1.32,93,0.00,-7.98,1.46,0.00,0.78
40139,-6.25,0.00,13.44,13.44,183,0.45,896,0.00,0.00,33.33,16,14.50,1.34,93,0.00,-7.98,1.44,0.00,1.18
40396,-7.81,0.00,13.21,13.36,183,0.45,886,0.00,0.00,33.33,16,15.00,1.32,93,0.00,-7.98,1.44,0.00,1.18
40653,-8.59,0.00,13.32,13.36,183,0.45,894,0.00,0.00,33.33,16,13.00,1.34,93,0.00,-7.84,1.44,0.00,0.78
40910,-9.38,0.00,13.32,13.36,183,0.44,914,0.00,0.00,33.33,16,11.50,1.37,93,0.00,-7.98,1.44,0.00,0.78
41167,-10.16,0.00,13.44,13.36,183,0.45,914,0.00,0.00,33.33,16,11.50,1.36,93,0.00,-7.98,1.44,0.00,1.18
41424,-12.50,0.00,13.55,13.28,183,0.54,922,0.00,0.00,33.33,16,26.00,1.57,93,0.00,-7.84,1.54,0.00,2.35
41681,-15.62,0.00,13.78,13.44,183,0.54,992,0.00,0.00,33.33,16,25.00,1.46,93,0.00,-7.25,1.54,0.00,2.75
41938,-17.19,0.00,14.01,13.52,183,0.46,1138,0.00,0.00,33.33,16,30.00,1.67,93,0.00,-7.55,1.54,0.00,2.75
42195,-19.53,0.00,14.24,13.44,183,0.43,1202,0.00,0.00,33.33,16,30.00,1.82,93,0.00,-8.13,1.54,0.00,2.75
42453,-19.53,0.00,14.59,13.44,183,0.41,1289,0.00,0.00,33.33,16,17.00,1.60,93,0.00,-8.56,1.36,0.00,0.00
42710,-19.53,0.00,14.59,13.28,183,0.19,1243,0.00,0.00,33.33,16,2.50,1.37,93,0.00,-10.30,1.30,0.00,0.00
42967,-20.31,0.00,14.24,13.20,183,0.22,1120,0.00,0.00,33.33,16,16.50,1.43,93,0.00,-10.59,1.32,0.00,0.00
43224,-21.09,0.00,13.90,13.12,183,0.23,1086,0.00,0.00,33.33,16,19.00,1.39,93,0.00,-10.59,1.32,0.00,0.00
43481,-21.88,0.00,13.21,13.04,183,0.23,1075,0.00,0.00,33.33,16,19.00,1.38,93,0.00,-10.45,1.32,0.00,0.00
43738,-23.44,0.00,13.09,13.12,183,0.24,1042,0.00,0.00,33.33,16,19.50,1.33,93,0.00,-10.30,1.32,0.00,0.00
43995,-24.22,0.00,13.55,13.12,183,0.23,1055,0.00,0.00,33.33,16,16.50,1.35,93,0.00,-10.30,1.32,0.00,0.00
44252,-25.00,0.00,14.13,13.12,183,0.24,1014,0.00,0.00,33.33,16,19.50,1.30,93,0.00,-10.30,1.32,0.00,0.00
44509,-25.00,0.00,14.36,13.12,183,0.24,1007,0.00,0.00,33.33,16,18.50,1.29,93,0.00,-10.16,1.32,0.00,0.00
44766,-25.00,0.00,14.47,13.20,183,0.26,980,0.00,0.00,33.33,16,19.50,1.25,93,0.00,-10.16,1.34,0.00,0.00
45023,-25.00,0.00,14.59,13.28,183,0.28,938,0.00,0.00,33.33,16,21.00,1.03,93,0.00,-9.87,1.34,0.00,0.00
45280,-25.00,0.00,14.70,13.44,183,0.29,926,0.00,0.00,33.33,16,20.50,0.99,95,0.00,-9.58,1.34,0.00,0.00
45537,-23.44,0.00,15.39,13.04,183,0.84,803,0.00,0.00,33.33,16,8.50,1.33,95,0.00,-8.13,2.02,0.00,12.55
45795,1.56,-0.78,19.06,14.24,183,1.21,1285,0.00,0.00,33.33,16,3.50,2.76,95,0.00,-1.45,1.94,1.96,16.47
46052,-21.88,-0.78,12.40,13.60,183,0.98,2312,-2.11,0.00,33.33,16,6.50,4.60,95,2.50,-2.90,2.26,5.49,16.86
46309,-15.62,-0.78,13.55,13.52,183,0.99,2422,-2.11,0.00,33.33,16,11.50,5.68,95,2.50,-4.06,2.32,5.49,16.47
46566,-21.88,-0.78,13.21,13.44,183,1.08,2147,-2.11,0.00,33.33,16,27.00,5.04,95,2.50,-3.77,2.24,4.71,15.69
