Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,0.00,0.00,14.36,12.96,199,0.18,925,0.00,0.00,100.00,16,13.00,1.18,108,0.00,-10.59,1.26,0.00,0.00
257,0.00,0.00,14.36,13.20,199,0.18,934,0.00,0.00,100.00,16,12.00,1.20,108,0.00,-10.59,1.28,0.00,0.00
514,0.00,0.00,14.24,13.20,199,0.18,932,0.00,0.00,100.00,16,12.50,1.19,108,0.00,-10.59,1.28,0.00,0.00
771,0.00,0.00,14.24,13.20,199,0.18,940,0.00,0.00,100.00,16,11.50,1.20,108,0.00,-10.45,1.28,0.00,0.00
1029,0.00,0.00,14.13,13.20,199,0.18,943,0.00,0.00,100.00,16,11.50,1.21,108,0.00,-10.45,1.30,0.00,0.00
1286,0.00,0.00,14.13,13.20,199,0.18,952,0.00,0.00,100.00,16,11.00,1.21,108,0.00,-10.59,1.28,0.00,0.00
1543,0.00,0.00,14.13,13.20,199,0.18,950,0.00,0.00,100.00,16,11.50,1.21,108,0.00,-10.59,1.28,0.00,0.00
1800,0.00,0.00,14.01,13.28,198,0.18,941,0.00,0.00,100.00,16,13.00,1.19,108,0.00,-10.59,1.28,0.00,0.00
2057,0.00,0.00,14.01,13.36,198,0.18,946,0.00,0.00,100.00,16,12.00,1.21,108,0.00,-10.45,1.30,0.00,0.00
2315,0.00,0.00,13.90,13.36,198,0.17,948,0.00,0.00,100.00,16,13.00,1.21,108,0.00,-10.59,1.28,0.00,0.00
2571,0.00,0.00,13.78,13.36,198,0.17,949,0.00,0.00,100.00,16,12.00,1.22,108,0.00,-10.59,1.28,0.00,0.00
2829,0.00,0.00,13.78,13.28,198,0.17,958,0.00,0.00,100.00,16,11.50,1.23,108,0.00,-10.59,1.28,0.00,0.00
3086,0.00,0.00,13.78,13.28,198,0.17,961,0.00,0.00,100.00,16,11.00,1.23,108,0.00,-10.59,1.30,0.00,0.00
3344,0.00,0.00,13.78,13.20,198,0.18,950,0.00,0.00,100.00,16,12.50,1.22,108,0.00,-10.59,1.28,0.00,0.00
3600,0.00,0.00,13.78,13.20,198,0.17,951,0.00,0.00,100.00,16,12.50,1.22,108,0.00,-10.59,1.28,0.00,0.00
3857,0.00,0.00,13.78,13.20,196,0.17,964,0.00,0.00,100.00,16,11.50,1.23,108,0.00,-10.59,1.30,0.00,0.00
4115,0.00,0.00,13.78,13.20,196,0.17,976,0.00,0.00,100.00,16,10.50,1.25,108,0.00,-10.59,1.28,0.00,0.00
4371,0.00,0.00,13.78,13.12,196,0.17,974,0.00,0.00,100.00,16,12.50,1.23,108,0.00,-10.59,1.30,0.00,0.00
4629,0.00,0.00,13.78,13.12,196,0.17,964,0.00,0.00,100.00,16,12.00,1.24,108,0.00,-10.59,1.28,0.00,0.00
4885,0.00,0.00,13.67,13.12,196,0.17,957,0.00,0.00,100.00,16,13.00,1.22,108,0.00,-10.59,1.28,0.00,0.00
5143,0.00,0.00,13.67,13.28,196,0.17,965,0.00,0.00,100.00,16,13.00,1.23,108,0.00,-10.59,1.28,0.00,0.00
5401,0.00,0.00,13.67,13.28,196,0.17,962,0.00,0.00,100.00,16,12.50,1.24,108,0.00,-10.59,1.28,0.00,0.00
5658,0.00,0.00,13.67,13.28,196,0.17,978,0.00,0.00,100.00,16,11.00,1.25,108,0.00,-10.59,1.30,0.00,0.00
5916,0.00,0.00,13.67,13.28,196,0.17,968,0.00,0.00,100.00,16,12.50,1.23,108,0.00,-10.59,1.28,0.00,0.00
6173,0.00,0.00,13.55,13.28,196,0.17,970,0.00,0.00,100.00,16,12.50,1.24,108,0.00,-10.59,1.30,0.00,0.00
6430,0.00,0.00,13.55,13.20,196,0.17,974,0.00,0.00,100.00,16,12.00,1.25,108,0.00,-10.59,1.28,0.00,0.00
6687,0.00,0.00,13.44,13.20,196,0.17,983,0.00,0.00,100.00,16,11.00,1.26,108,0.00,-10.59,1.30,0.00,0.00
6944,0.00,0.00,13.55,13.12,196,0.17,973,0.00,0.00,100.00,16,13.00,1.25,108,0.00,-10.74,1.28,0.00,0.00
7202,0.00,0.00,13.55,13.12,196,0.17,987,0.00,0.00,100.00,16,11.50,1.26,108,0.00,-10.74,1.30,0.00,0.00
7458,0.00,0.00,13.55,13.12,196,0.17,986,0.00,0.00,100.00,16,11.50,1.26,108,0.00,-10.74,1.28,0.00,0.00
7716,0.00,0.00,13.55,13.12,196,0.17,981,0.00,0.00,100.00,16,12.00,1.26,108,0.00,-10.74,1.30,0.00,0.00
7973,0.00,0.00,13.55,13.12,196,0.17,986,0.00,0.00,100.00,16,12.00,1.26,108,0.00,-10.74,1.28,0.00,0.00
8230,0.00,0.00,13.44,13.04,196,0.17,1001,0.00,0.00,100.00,16,10.50,1.27,106,0.00,-10.74,1.28,0.00,0.00
8487,0.00,0.00,13.55,13.04,196,0.17,1000,0.00,0.00,100.00,16,11.50,1.27,106,0.00,-10.74,1.28,0.00,0.00
8744,0.00,0.00,13.44,13.36,196,0.17,987,0.00,0.00,100.00,16,13.00,1.27,106,0.00,-10.74,1.28,0.00,0.00
9001,0.00,0.00,13.21,13.28,196,0.16,1002,0.00,0.00,100.00,16,11.50,1.28,106,0.00,-10.74,1.28,0.00,0.00
9260,-3.91,0.00,13.09,13.28,196,0.16,991,0.00,0.00,100.00,16,13.00,1.27,106,0.00,-10.88,1.28,0.00,0.00
9517,-7.03,0.00,13.09,13.28,196,0.17,988,0.00,0.00,100.00,16,13.00,1.26,106,0.00,-10.88,1.28,0.00,0.00
9774,-10.16,0.00,13.09,13.20,196,0.16,1001,0.00,0.00,100.00,16,11.50,1.28,106,0.00,-10.74,1.28,0.00,0.00
10032,-12.50,0.00,13.21,13.20,196,0.16,1002,0.00,0.00,100.00,16,12.00,1.28,106,0.00,-10.88,1.28,0.00,0.00
10289,-16.41,0.00,13.09,13.12,196,0.16,1006,0.00,0.00,100.00,16,12.50,1.29,106,0.00,-10.88,1.28,0.00,0.00
10546,-17.97,0.00,13.09,13.20,196,0.16,1004,0.00,0.00,100.00,16,12.00,1.29,106,0.00,-10.88,1.28,0.00,0.00
10803,-18.75,0.00,12.98,13.20,196,0.16,999,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.28,0.00,0.00
11061,-18.75,0.00,12.86,13.12,196,0.16,1004,0.00,0.00,100.00,16,12.50,1.28,106,0.00,-10.88,1.28,0.00,0.00
11318,-19.53,0.00,12.86,13.12,196,0.16,1008,0.00,0.00,100.00,16,12.50,1.27,106,0.00,-10.88,1.28,0.00,0.00
11575,-19.53,0.00,12.86,13.12,196,0.16,995,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.28,0.00,0.00
11832,-20.31,0.00,12.86,13.12,196,0.16,1000,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.28,0.00,0.00
12089,-20.31,0.00,12.86,13.20,196,0.16,993,0.00,0.00,100.00,16,12.50,1.28,106,0.00,-10.88,1.28,0.00,0.00
12346,-20.31,0.00,12.86,13.36,196,0.16,1000,0.00,0.00,100.00,16,13.00,1.29,106,0.00,-10.88,1.28,0.00,0.00
12604,-21.09,0.00,12.75,13.36,196,0.16,1003,0.00,0.00,100.00,16,12.50,1.29,106,0.00,-10.88,1.28,0.00,0.00
12861,-21.09,0.00,12.75,13.28,196,0.16,997,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.26,0.00,0.00
13118,-21.09,0.00,12.75,13.28,196,0.16,1007,0.00,0.00,100.00,16,12.00,1.29,106,0.00,-10.88,1.28,0.00,0.00
13375,-21.88,0.00,12.86,13.28,196,0.16,1007,0.00,0.00,100.00,16,12.00,1.29,106,0.00,-10.88,1.28,0.00,0.00
13632,-21.88,0.00,12.86,13.20,196,0.16,1010,0.00,0.00,100.00,16,12.00,1.29,106,0.00,-11.03,1.28,0.00,0.00
13890,-21.88,0.00,12.86,13.20,196,0.16,1012,0.00,0.00,100.00,16,12.00,1.29,106,0.00,-11.03,1.28,0.00,0.00
14147,-21.88,0.00,12.75,13.20,196,0.16,994,0.00,0.00,100.00,16,14.00,1.27,106,0.00,-10.88,1.26,0.00,0.00
14404,-21.88,0.00,12.75,13.20,196,0.16,1002,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.28,0.00,0.00
14661,-22.66,0.00,12.63,13.20,196,0.16,1011,0.00,0.00,100.00,16,11.50,1.30,106,0.00,-10.88,1.28,0.00,0.00
14918,-21.88,0.00,12.63,13.12,196,0.16,998,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.26,0.00,0.00
15174,-22.66,0.00,12.63,13.12,198,0.16,1003,0.00,0.00,100.00,16,12.50,1.29,106,0.00,-10.88,1.28,0.00,0.00
15432,-23.44,0.00,12.75,13.12,198,0.16,1018,0.00,0.00,100.00,16,11.00,1.30,106,0.00,-10.88,1.28,0.00,0.00
15689,-23.44,0.00,12.86,13.36,196,0.16,1010,0.00,0.00,100.00,16,12.50,1.31,106,0.00,-11.03,1.28,0.00,0.00
15946,-23.44,0.00,12.63,13.28,198,0.16,1012,0.00,0.00,100.00,16,12.50,1.29,106,0.00,-11.03,1.28,0.00,0.00
16204,-23.44,0.00,12.63,13.28,198,0.16,990,0.00,0.00,100.00,16,14.50,1.27,106,0.00,-10.88,1.28,0.00,0.00
16461,-23.44,0.00,12.52,13.20,198,0.16,1007,0.00,0.00,100.00,16,12.50,1.29,106,0.00,-10.88,1.28,0.00,0.00
16719,-23.44,0.00,12.63,13.20,198,0.16,1007,0.00,0.00,100.00,16,12.50,1.29,106,0.00,-10.88,1.28,0.00,0.00
16976,-23.44,0.00,12.75,13.20,198,0.17,998,0.00,0.00,100.00,16,13.00,1.28,106,0.00,-10.88,1.28,0.00,0.00
17232,-24.22,0.00,12.75,13.20,198,0.16,1014,0.00,0.00,100.00,16,11.50,1.30,106,0.00,-10.88,1.28,0.00,0.00
17490,-24.22,0.00,12.75,13.20,198,0.16,1005,0.00,0.00,100.00,16,13.00,1.29,106,0.00,-10.88,1.26,0.00,0.00
17747,-24.22,0.00,12.75,13.12,198,0.16,1013,0.00,0.00,100.00,16,12.00,1.30,106,0.00,-10.88,1.26,0.00,0.00
18004,-24.22,0.00,12.75,13.12,198,0.16,1018,0.00,0.00,100.00,16,12.50,1.28,106,0.00,-10.88,1.28,0.00,0.00
18261,-24.22,0.00,12.63,13.12,198,0.16,998,0.00,0.00,100.00,16,13.50,1.28,106,0.00,-10.88,1.28,0.00,0.00
