Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
45249,0.00,0.00,12.29,13.60,194,0.15,1154,0.00,0.00,33.33,16,11.50,1.48,95,3.77,-11.17,1.30,0.00,0.00
45506,0.00,0.00,12.29,13.68,194,0.15,1160,0.00,0.00,33.33,16,11.50,1.48,95,3.77,-11.17,1.30,0.00,0.00
45763,0.00,0.00,12.29,13.60,196,0.15,1164,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
46019,0.00,0.00,12.29,13.68,196,0.15,1161,0.00,0.00,33.33,16,11.00,1.49,95,3.92,-11.03,1.30,0.00,0.00
46277,0.00,0.00,12.29,13.68,196,0.15,1171,0.00,0.00,33.33,16,10.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
46534,0.00,0.00,12.29,13.68,196,0.15,1161,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
46791,0.00,0.00,12.29,13.68,196,0.15,1165,0.00,0.00,33.33,16,11.00,1.49,95,3.92,-11.03,1.30,0.00,0.00
47048,0.00,0.00,12.29,13.68,196,0.16,1161,0.00,0.00,33.33,16,11.50,1.49,95,3.92,-11.03,1.30,0.00,0.00
47305,0.00,0.00,12.29,13.60,196,0.15,1165,0.00,0.00,33.33,16,11.00,1.49,97,3.92,-11.03,1.30,0.00,0.00
47562,0.00,0.00,12.29,13.60,196,0.15,1170,0.00,0.00,33.33,16,10.50,1.50,97,3.92,-11.03,1.30,0.00,0.00
47819,0.00,0.00,12.29,13.68,196,0.15,1172,0.00,0.00,33.33,16,10.50,1.50,97,3.92,-11.03,1.30,0.00,0.00
48076,0.00,0.00,12.40,13.68,196,0.15,1165,0.00,0.00,33.33,16,11.50,1.50,97,3.77,-11.17,1.30,0.00,0.00
48333,0.00,0.00,12.40,13.60,196,0.15,1162,0.00,0.00,33.33,16,11.50,1.49,97,3.77,-11.17,1.30,0.00,0.00
48590,0.00,0.00,12.40,13.68,196,0.15,1166,0.00,0.00,33.33,16,11.50,1.49,97,3.77,-11.17,1.30,0.00,0.00
48847,0.00,0.00,12.29,13.68,196,0.15,1163,0.00,0.00,33.33,16,10.50,1.49,97,3.77,-11.17,1.30,0.00,0.00
49104,0.00,0.00,12.29,13.68,196,0.16,1172,0.00,0.00,33.33,16,10.00,1.50,97,3.77,-11.17,1.32,0.00,0.00
49361,0.00,0.00,12.29,13.68,196,0.15,1180,0.00,0.00,33.33,16,11.50,1.51,97,3.77,-11.17,1.30,0.00,0.00
49618,0.00,0.00,12.29,13.68,196,0.16,1170,0.00,0.00,33.33,16,11.50,1.50,97,3.77,-11.17,1.30,0.00,0.00
49875,0.00,0.00,12.29,13.68,196,0.15,1170,0.00,0.00,33.33,16,11.50,1.50,97,3.77,-11.17,1.30,0.00,0.00
50133,0.00,0.00,12.29,13.68,196,0.16,1172,0.00,0.00,33.33,16,11.00,1.50,97,3.77,-11.17,1.30,0.00,0.00
50390,0.00,0.00,12.17,13.68,196,0.15,1174,0.00,0.00,33.33,16,10.50,1.50,97,3.77,-11.17,1.30,0.00,0.00
50647,0.00,0.00,12.29,13.68,196,0.16,1171,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
50904,0.00,0.00,12.29,13.68,196,0.16,1167,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
51162,0.00,0.00,12.40,13.68,196,0.16,1160,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
51419,0.00,0.00,12.29,13.68,196,0.16,1166,0.00,0.00,33.33,16,12.00,1.48,95,3.77,-11.17,1.30,0.00,0.00
51676,0.00,0.00,12.29,13.68,196,0.15,1171,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
51934,0.00,0.00,12.29,13.76,196,0.15,1167,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
52192,0.00,0.00,12.29,13.68,196,0.16,1165,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
52450,0.00,0.00,12.29,13.68,196,0.16,1166,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
52707,0.00,0.00,12.29,13.76,196,0.16,1163,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
52965,0.00,0.00,12.29,13.76,196,0.15,1166,0.00,0.00,33.33,16,11.50,1.49,95,3.92,-11.03,1.30,0.00,0.00
53223,0.00,0.00,12.29,13.76,196,0.16,1170,0.00,0.00,33.33,16,11.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
53479,0.00,0.00,12.29,13.68,196,0.15,1165,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
53737,0.00,0.00,12.29,13.76,196,0.16,1168,0.00,0.00,33.33,16,11.00,1.49,95,3.92,-11.03,1.30,0.00,0.00
53995,0.00,0.00,12.29,13.68,196,0.15,1161,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
54252,0.00,0.00,12.40,13.68,196,0.16,1156,0.00,0.00,33.33,16,12.50,1.48,95,3.92,-11.03,1.30,0.00,0.00
54510,0.00,0.00,12.29,13.68,196,0.15,1167,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
54767,0.00,0.00,12.40,13.68,196,0.16,1164,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
55025,0.00,0.00,12.29,13.68,196,0.16,1164,0.00,0.00,33.33,16,11.50,1.48,95,3.77,-11.17,1.30,0.00,0.00
55281,0.00,0.00,12.29,13.76,196,0.15,1160,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
55539,0.00,0.00,12.29,13.76,196,0.16,1158,0.00,0.00,33.33,16,10.50,1.48,95,3.92,-11.03,1.30,0.00,0.00
55796,0.00,0.00,12.29,13.76,196,0.16,1172,0.00,0.00,33.33,16,10.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
56054,0.00,0.00,12.29,13.76,196,0.15,1180,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
56311,0.00,0.00,12.29,13.76,196,0.15,1173,0.00,0.00,33.33,16,11.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
56569,0.00,0.00,12.29,13.76,196,0.15,1176,0.00,0.00,33.33,16,12.00,1.51,95,3.77,-11.17,1.30,0.00,0.00
56826,0.00,0.00,12.29,13.76,196,0.16,1166,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
57083,0.00,0.00,12.29,13.76,196,0.16,1160,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
57340,0.00,0.00,12.29,13.76,196,0.16,1160,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
57597,0.00,0.00,12.29,13.68,196,0.16,1158,0.00,0.00,33.33,16,12.50,1.48,95,3.77,-11.17,1.30,0.00,0.00
57855,0.00,0.00,12.29,13.60,196,0.16,1167,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
58112,0.00,0.00,12.29,13.60,196,0.16,1172,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
58370,0.00,0.00,12.29,13.60,196,0.16,1169,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
58627,0.00,0.00,12.29,13.68,196,0.16,1167,0.00,0.00,33.33,16,11.50,1.48,95,3.77,-11.17,1.30,0.00,0.00
58885,0.00,0.00,12.40,13.60,196,0.16,1167,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
59142,0.00,0.00,12.29,13.68,196,0.16,1174,0.00,0.00,33.33,16,11.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
59398,0.00,0.00,12.29,13.68,196,0.16,1172,0.00,0.00,33.33,16,11.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
59655,0.00,0.00,12.29,13.68,196,0.16,1167,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
59913,0.00,0.00,12.29,13.68,196,0.16,1165,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.32,0.00,0.00
60170,0.00,0.00,12.29,13.68,198,0.16,1170,0.00,0.00,33.33,16,11.00,1.50,95,3.92,-11.03,1.30,0.00,0.00
60428,0.00,0.00,12.29,13.68,198,0.16,1163,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
60685,0.00,0.00,12.40,13.68,198,0.16,1162,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
60942,0.00,0.00,12.40,13.60,198,0.16,1162,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
61199,0.00,0.00,12.29,13.52,198,0.16,1160,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
61457,0.00,0.00,12.29,13.60,198,0.16,1162,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
61714,0.00,0.00,12.29,13.60,198,0.15,1174,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
61972,0.00,0.00,12.29,13.60,198,0.15,1174,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
62229,0.00,0.00,12.29,13.60,198,0.15,1180,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
62486,0.00,0.00,12.40,13.68,198,0.15,1184,0.00,0.00,33.33,16,10.00,1.52,95,3.77,-11.17,1.30,0.00,0.00
62744,0.00,0.00,12.29,13.68,198,0.15,1190,0.00,0.00,33.33,16,11.50,1.52,95,3.63,-11.32,1.30,0.00,0.00
63000,0.00,0.00,12.29,13.68,198,0.15,1176,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
63257,0.00,0.00,12.29,13.68,198,0.16,1180,0.00,0.00,33.33,16,11.50,1.51,95,3.63,-11.32,1.30,0.00,0.00
63514,0.00,0.00,12.29,13.68,198,0.16,1173,0.00,0.00,33.33,16,11.00,1.50,95,3.63,-11.32,1.30,0.00,0.00
63772,0.00,0.00,12.29,13.68,198,0.16,1169,0.00,0.00,33.33,16,13.00,1.50,95,3.63,-11.32,1.30,0.00,0.00
64029,0.00,0.00,12.29,13.68,198,0.16,1173,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
64286,0.00,0.00,12.29,13.60,198,0.16,1171,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
64543,0.00,0.00,12.29,13.52,198,0.15,1170,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
64800,0.00,0.00,12.29,13.68,198,0.15,1178,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
65058,0.00,0.00,12.29,13.68,198,0.15,1174,0.00,0.00,33.33,16,11.50,1.52,95,3.63,-11.32,1.30,0.00,0.00
65315,0.00,0.00,12.29,13.68,198,0.16,1160,0.00,0.00,33.33,16,13.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
65573,0.00,0.00,12.29,13.68,198,0.15,1171,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
65830,0.00,0.00,12.29,13.76,198,0.15,1178,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
66088,0.00,0.00,12.29,13.76,198,0.15,1168,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
66345,0.00,0.00,12.29,13.76,198,0.15,1172,0.00,0.00,33.33,16,10.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
66602,0.00,0.00,12.29,13.76,198,0.15,1186,0.00,0.00,33.33,16,11.00,1.52,95,3.63,-11.32,1.30,0.00,0.00
66858,0.00,0.00,12.29,13.76,198,0.16,1179,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
67116,0.00,0.00,12.29,13.76,198,0.15,1176,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
67373,0.00,0.00,12.29,13.76,198,0.15,1179,0.00,0.00,33.33,16,11.00,1.51,95,3.77,-11.17,1.30,0.00,0.00
67631,0.00,0.00,12.29,13.68,198,0.15,1174,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
67889,0.00,0.00,12.29,13.60,198,0.15,1177,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
68146,0.00,0.00,12.29,13.60,198,0.15,1176,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
68403,0.00,0.00,12.29,13.68,198,0.15,1190,0.00,0.00,33.33,16,10.50,1.52,95,3.63,-11.32,1.30,0.00,0.00
68661,0.00,0.00,12.29,13.68,198,0.15,1180,0.00,0.00,33.33,16,11.50,1.51,95,3.63,-11.32,1.30,0.00,0.00
68918,0.00,0.00,12.29,13.68,198,0.15,1178,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
69175,0.00,0.00,12.29,13.76,198,0.16,1172,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
69433,0.00,0.00,12.29,13.68,198,0.15,1167,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
69690,0.00,0.00,12.17,13.76,198,0.16,1166,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
69948,0.00,0.00,12.29,13.76,198,0.15,1165,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
70205,0.00,0.00,12.29,13.76,198,0.15,1174,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
70462,0.00,0.00,12.29,13.76,198,0.16,1171,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
70719,0.00,0.00,12.40,13.76,198,0.16,1170,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
70977,0.00,0.00,12.29,13.68,198,0.16,1163,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
71235,0.00,0.00,12.29,13.60,198,0.15,1182,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
71493,0.00,0.00,12.40,13.52,198,0.15,1189,0.00,0.00,33.33,16,10.00,1.52,95,3.77,-11.17,1.30,0.00,0.00
71750,0.00,0.00,12.40,13.52,198,0.15,1186,0.00,0.00,33.33,16,10.50,1.52,95,3.63,-11.32,1.30,0.00,0.00
72007,0.00,0.00,12.29,13.60,198,0.16,1169,0.00,0.00,33.33,16,12.50,1.50,95,3.63,-11.32,1.30,0.00,0.00
72265,0.00,0.00,12.29,13.60,198,0.16,1156,0.00,0.00,33.33,16,13.50,1.48,95,3.77,-11.17,1.30,0.00,0.00
72522,0.00,0.00,12.29,13.60,198,0.16,1169,0.00,0.00,33.33,16,12.00,1.51,95,3.77,-11.17,1.30,0.00,0.00
72779,0.00,0.00,12.17,13.68,198,0.15,1173,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
73037,0.00,0.00,12.29,13.68,198,0.15,1165,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
73294,0.00,0.00,12.29,13.68,198,0.15,1165,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
73551,0.00,0.00,12.29,13.60,198,0.16,1168,0.00,0.00,33.33,16,11.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
73809,0.00,0.00,12.29,13.68,198,0.15,1179,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
74066,0.00,0.00,12.29,13.68,198,0.15,1186,0.00,0.00,33.33,16,11.50,1.52,95,3.77,-11.17,1.30,0.00,0.00
74323,0.00,0.00,12.29,13.60,198,0.15,1184,0.00,0.00,33.33,16,10.50,1.52,95,3.77,-11.17,1.30,0.00,0.00
74580,0.00,0.00,12.40,13.52,198,0.16,1165,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
74837,0.00,0.00,12.29,13.52,199,0.16,1164,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
75095,0.00,0.00,12.29,13.44,199,0.15,1175,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
75352,0.00,0.00,12.29,13.60,199,0.16,1170,0.00,0.00,33.33,16,12.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
75609,0.00,0.00,12.29,13.60,199,0.16,1162,0.00,0.00,33.33,16,13.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
75867,0.00,0.00,12.29,13.68,199,0.15,1175,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
76124,0.00,0.00,12.17,13.68,199,0.16,1171,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
76382,0.00,0.00,12.29,13.68,199,0.16,1172,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
76639,0.00,0.00,12.29,13.68,199,0.16,1173,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.32,0.00,0.00
76896,0.00,0.00,12.29,13.68,199,0.15,1174,0.00,0.00,33.33,16,10.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
77153,0.00,0.00,12.29,13.68,199,0.15,1181,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
77410,0.00,0.00,12.29,13.60,199,0.16,1166,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
77667,0.00,0.00,12.40,13.60,199,0.16,1168,0.00,0.00,33.33,16,11.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
77924,0.00,0.00,12.40,13.52,199,0.16,1167,0.00,0.00,33.33,16,12.00,1.49,95,3.77,-11.17,1.30,0.00,0.00
78181,0.00,0.00,12.29,13.52,199,0.16,1165,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
78438,0.00,0.00,12.40,13.44,199,0.16,1164,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
78695,0.00,0.00,12.29,13.44,199,0.15,1181,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
78953,0.00,0.00,12.29,13.68,199,0.15,1186,0.00,0.00,33.33,16,10.50,1.52,95,3.77,-11.17,1.30,0.00,0.00
79210,0.00,0.00,12.29,13.68,199,0.15,1186,0.00,0.00,33.33,16,10.50,1.52,95,3.63,-11.32,1.30,0.00,0.00
79468,0.00,0.00,12.29,13.68,199,0.15,1186,0.00,0.00,33.33,16,10.50,1.52,95,3.63,-11.32,1.30,0.00,0.00
79724,0.00,0.00,12.29,13.68,199,0.15,1175,0.00,0.00,33.33,16,12.00,1.53,95,3.63,-11.32,1.30,0.00,0.00
79982,0.00,0.00,12.29,13.68,199,0.15,1180,0.00,0.00,33.33,16,11.50,1.51,95,3.63,-11.32,1.30,0.00,0.00
80239,0.00,0.00,12.29,13.76,199,0.16,1171,0.00,0.00,33.33,16,11.50,1.50,95,3.63,-11.32,1.30,0.00,0.00
80496,0.00,0.00,12.29,13.76,199,0.16,1167,0.00,0.00,33.33,16,11.50,1.49,95,3.63,-11.32,1.30,0.00,0.00
80753,0.00,0.00,12.29,13.68,199,0.15,1175,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
81010,0.00,0.00,12.29,13.60,199,0.15,1176,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
81267,0.00,0.00,12.29,13.60,199,0.15,1172,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
81524,0.00,0.00,12.29,13.52,199,0.15,1181,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
81781,0.00,0.00,12.29,13.52,199,0.16,1166,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
82039,0.00,0.00,12.29,13.52,199,0.16,1165,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
82296,0.00,0.00,12.29,13.68,199,0.16,1160,0.00,0.00,33.33,16,12.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
82554,0.00,0.00,12.29,13.68,199,0.16,1168,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
82811,0.00,0.00,12.29,13.68,199,0.15,1179,0.00,0.00,33.33,16,12.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
83068,0.00,0.00,12.29,13.68,199,0.15,1175,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
83326,0.00,0.00,12.29,13.76,199,0.16,1164,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
83583,0.00,0.00,12.29,13.76,199,0.16,1184,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
83840,0.00,0.00,12.29,13.76,199,0.15,1177,0.00,0.00,33.33,16,10.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
84097,0.00,0.00,12.29,13.68,199,0.15,1184,0.00,0.00,33.33,16,11.50,1.51,95,3.77,-11.17,1.30,0.00,0.00
84355,0.00,0.00,12.29,13.60,199,0.15,1178,0.00,0.00,33.33,16,10.50,1.51,93,3.77,-11.17,1.30,0.00,0.00
84612,0.00,0.00,12.29,13.60,199,0.16,1175,0.00,0.00,33.33,16,12.50,1.50,95,3.63,-11.32,1.30,0.00,0.00
84870,0.00,0.00,12.29,13.60,199,0.15,1166,0.00,0.00,33.33,16,13.00,1.49,93,3.77,-11.17,1.30,0.00,0.00
85127,0.00,0.00,12.29,13.52,199,0.16,1172,0.00,0.00,33.33,16,12.00,1.50,95,3.77,-11.17,1.30,0.00,0.00
85385,0.00,0.00,12.29,13.52,199,0.15,1191,0.00,0.00,33.33,16,10.00,1.52,95,3.77,-11.17,1.30,0.00,0.00
85642,0.00,0.00,12.29,13.52,199,0.15,1184,0.00,0.00,33.33,16,11.00,1.52,95,3.63,-11.32,1.30,0.00,0.00
85900,0.00,0.00,12.29,13.60,199,0.15,1192,0.00,0.00,33.33,16,10.50,1.53,95,3.63,-11.32,1.30,0.00,0.00
86157,0.00,0.00,12.29,13.60,199,0.16,1170,0.00,0.00,33.33,16,13.00,1.50,95,3.63,-11.32,1.30,0.00,0.00
86414,0.00,0.00,12.29,13.60,199,0.15,1169,0.00,0.00,33.33,16,13.00,1.51,95,3.63,-11.32,1.30,0.00,0.00
86672,0.00,0.00,12.29,13.68,199,0.16,1164,0.00,0.00,33.33,16,13.00,1.49,93,3.77,-11.17,1.30,0.00,0.00
86929,0.00,0.00,12.29,13.60,199,0.15,1165,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
87186,0.00,0.00,12.29,13.68,199,0.15,1168,0.00,0.00,33.33,16,11.50,1.50,95,3.77,-11.17,1.30,0.00,0.00
87442,0.00,0.00,12.29,13.68,199,0.16,1164,0.00,0.00,33.33,16,11.50,1.49,95,3.77,-11.17,1.30,0.00,0.00
87700,0.00,0.00,12.29,13.52,199,0.15,1172,0.00,0.00,33.33,16,11.50,1.50,93,3.77,-11.17,1.30,0.00,0.00
87957,0.00,0.00,12.29,13.52,199,0.15,1166,0.00,0.00,33.33,16,12.00,1.49,93,3.77,-11.17,1.30,0.00,0.00
88215,0.00,0.00,12.29,13.52,199,0.15,1172,0.00,0.00,33.33,16,11.50,1.50,93,3.77,-11.17,1.30,0.00,0.00
88472,0.00,0.00,12.29,13.44,199,0.15,1178,0.00,0.00,33.33,16,10.50,1.51,93,3.77,-11.17,1.30,0.00,0.00
88728,0.00,0.00,12.29,13.44,199,0.15,1175,0.00,0.00,33.33,16,10.00,1.50,93,3.77,-11.17,1.30,0.00,0.00
88985,0.00,0.00,12.29,13.44,199,0.15,1179,0.00,0.00,33.33,16,11.00,1.51,93,3.77,-11.17,1.30,0.00,0.00
89243,0.00,0.00,12.29,13.60,199,0.15,1173,0.00,0.00,33.33,16,12.00,1.50,93,3.63,-11.32,1.30,0.00,0.00
89500,0.00,0.00,12.29,13.68,199,0.16,1188,0.00,0.00,33.33,16,11.50,1.52,93,3.63,-11.32,1.30,0.00,0.00
89758,0.00,0.00,12.29,13.68,199,0.15,1196,0.00,0.00,33.33,16,10.00,1.51,93,3.63,-11.32,1.30,0.00,0.00
90015,0.00,0.00,12.29,13.68,199,0.15,1185,0.00,0.00,33.33,16,11.50,1.52,93,3.63,-11.32,1.30,0.00,0.00
90272,0.00,0.00,12.29,13.68,199,0.15,1186,0.00,0.00,33.33,16,11.00,1.52,93,3.63,-11.32,1.30,0.00,0.00
90529,0.00,0.00,12.29,13.68,201,0.15,1178,0.00,0.00,33.33,16,12.50,1.51,93,3.77,-11.17,1.30,0.00,0.00
90786,0.00,0.00,12.29,13.60,199,0.15,1169,0.00,0.00,33.33,16,11.50,1.50,93,3.77,-11.17,1.30,0.00,0.00
91043,0.00,0.00,12.29,13.60,201,0.15,1173,0.00,0.00,33.33,16,13.00,1.50,93,3.63,-11.32,1.30,0.00,0.00
91300,0.00,0.00,12.29,13.52,199,0.16,1157,0.00,0.00,33.33,16,12.50,1.48,93,3.77,-11.17,1.30,0.00,0.00
91558,0.00,0.00,12.29,13.52,201,0.16,1162,0.00,0.00,33.33,16,11.50,1.49,93,3.77,-11.17,1.30,0.00,0.00
91815,0.00,0.00,12.29,13.44,201,0.15,1168,0.00,0.00,33.33,16,11.50,1.50,93,3.77,-11.17,1.30,0.00,0.00
92073,0.00,0.00,12.29,13.44,201,0.15,1173,0.00,0.00,33.33,16,11.50,1.50,93,3.77,-11.17,1.30,0.00,0.00
92330,0.00,0.00,12.29,13.44,201,0.15,1189,0.00,0.00,33.33,16,9.50,1.52,93,3.77,-11.17,1.30,0.00,0.00
92588,0.00,0.00,12.29,13.36,201,0.15,1177,0.00,0.00,33.33,16,11.50,1.51,93,3.77,-11.17,1.30,0.00,0.00
92844,0.00,0.00,12.29,13.68,201,0.15,1170,0.00,0.00,33.33,16,11.00,1.50,93,3.77,-11.17,1.30,0.00,0.00
93102,0.00,0.00,12.29,13.68,201,0.15,1177,0.00,0.00,33.33,16,11.50,1.51,93,3.77,-11.17,1.30,0.00,0.00
93359,0.00,0.00,12.29,13.68,201,0.15,1174,0.00,0.00,33.33,16,12.00,1.50,93,3.63,-11.32,1.30,0.00,0.00
