Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-21.09,0.00,12.63,13.12,181,0.19,1150,0.00,0.00,33.33,16,11.50,1.47,97,0.00,-10.74,1.32,0.00,0.00
257,-21.09,0.00,12.63,12.80,181,0.19,1143,0.00,0.00,33.33,16,13.00,1.46,97,0.00,-10.74,1.32,0.00,0.00
514,-21.09,0.00,12.63,13.36,181,0.20,1122,0.00,0.00,33.33,16,15.00,1.44,97,0.00,-10.74,1.32,0.00,0.00
771,-21.09,0.00,12.75,13.44,181,0.20,1112,0.00,0.00,33.33,16,15.50,1.42,97,0.00,-10.74,1.32,0.00,0.00
1028,-21.09,0.00,12.63,13.60,181,0.20,1115,0.00,0.00,33.33,16,14.50,1.43,97,0.00,-10.74,1.32,0.00,0.00
1284,-21.09,0.00,12.63,13.68,181,0.20,1117,0.00,0.00,33.33,16,14.00,1.43,97,0.00,-10.74,1.32,0.00,0.00
1541,-21.09,0.00,12.75,13.68,181,0.20,1115,0.00,0.00,33.33,16,13.50,1.42,97,0.00,-10.59,1.32,0.00,0.00
1798,-21.09,0.00,12.75,13.68,181,0.20,1108,0.00,0.00,33.33,16,14.00,1.43,97,0.00,-10.59,1.32,0.00,0.00
2054,-21.09,0.00,12.86,13.76,181,0.20,1110,0.00,0.00,33.33,16,13.50,1.43,97,0.00,-10.59,1.32,0.00,0.00
2310,-21.09,0.00,12.86,13.68,181,0.20,1110,0.00,0.00,33.33,16,13.50,1.42,97,0.00,-10.59,1.32,0.00,0.00
2567,-21.09,0.00,12.86,13.68,181,0.20,1115,0.00,0.00,33.33,16,13.00,1.43,97,0.00,-10.59,1.32,0.00,0.00
2823,-21.09,0.00,12.86,13.60,181,0.20,1121,0.00,0.00,33.33,16,12.00,1.43,97,0.00,-10.74,1.32,0.00,0.00
3080,-21.09,0.00,12.86,13.60,181,0.20,1122,0.00,0.00,33.33,16,12.00,1.44,97,0.00,-10.74,1.32,0.00,0.00
3337,-21.09,0.00,12.86,13.52,181,0.20,1114,0.00,0.00,33.33,16,13.00,1.43,97,0.00,-10.74,1.32,0.00,0.00
3594,-21.09,0.00,12.86,13.52,181,0.20,1108,0.00,0.00,33.33,16,13.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
3849,-21.09,0.00,12.86,13.52,181,0.20,1106,0.00,0.00,33.33,16,13.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
4107,-21.09,0.00,12.86,13.60,181,0.21,1100,0.00,0.00,33.33,16,14.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
4364,-21.09,0.00,12.86,13.60,181,0.21,1108,0.00,0.00,33.33,16,14.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
4621,-21.09,0.00,12.86,13.68,181,0.20,1116,0.00,0.00,33.33,16,11.50,1.44,97,0.00,-10.59,1.32,0.00,0.00
4878,-21.09,0.00,12.86,13.68,181,0.19,1126,0.00,0.00,33.33,16,11.00,1.44,97,0.00,-10.59,1.32,0.00,0.00
5134,-21.09,0.00,12.86,13.68,181,0.20,1100,0.00,0.00,33.33,16,14.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
5391,-21.09,0.00,12.98,13.68,181,0.20,1106,0.00,0.00,33.33,16,13.00,1.40,97,0.00,-10.59,1.32,0.00,0.00
5648,-21.09,0.00,12.86,13.60,181,0.21,1096,0.00,0.00,33.33,16,14.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
5904,-21.09,0.00,12.86,13.60,181,0.20,1107,0.00,0.00,33.33,16,12.50,1.41,97,0.00,-10.59,1.32,0.00,0.00
6161,-21.09,0.00,12.98,13.52,181,0.20,1112,0.00,0.00,33.33,16,12.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
6418,-21.09,0.00,12.86,13.52,181,0.20,1110,0.00,0.00,33.33,16,12.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
6675,-21.09,0.00,12.86,13.52,181,0.20,1104,0.00,0.00,33.33,16,13.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
6931,-21.09,0.00,12.98,13.44,181,0.20,1104,0.00,0.00,33.33,16,13.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
7188,-21.09,0.00,12.86,13.44,181,0.20,1107,0.00,0.00,33.33,16,12.50,1.42,97,0.00,-10.59,1.32,0.00,0.00
7445,-21.09,0.00,12.86,13.52,181,0.20,1104,0.00,0.00,33.33,16,13.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
7702,-21.09,0.00,12.86,13.52,181,0.20,1106,0.00,0.00,33.33,16,12.50,1.42,97,0.00,-10.59,1.32,0.00,0.00
7958,-21.09,0.00,12.86,13.60,181,0.20,1110,0.00,0.00,33.33,16,12.00,1.43,97,0.00,-10.59,1.32,0.00,0.00
8216,-21.09,0.00,12.98,13.60,181,0.21,1106,0.00,0.00,33.33,16,13.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
8472,-21.09,0.00,12.98,13.68,181,0.21,1091,0.00,0.00,33.33,16,14.50,1.40,97,0.00,-10.59,1.32,0.00,0.00
8729,-21.09,0.00,12.86,13.68,181,0.20,1104,0.00,0.00,33.33,16,13.00,1.40,97,0.00,-10.59,1.32,0.00,0.00
8986,-21.09,0.00,12.98,13.68,181,0.20,1110,0.00,0.00,33.33,16,12.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
9242,-21.09,0.00,12.86,13.60,181,0.21,1097,0.00,0.00,33.33,16,13.00,1.40,97,0.00,-10.59,1.32,0.00,0.00
9499,-21.09,0.00,12.98,13.60,181,0.21,1096,0.00,0.00,33.33,16,13.50,1.40,97,0.00,-10.59,1.32,0.00,0.00
9756,-21.09,0.00,12.98,13.52,181,0.21,1096,0.00,0.00,33.33,16,13.00,1.40,97,0.00,-10.59,1.32,0.00,0.00
10013,-21.09,0.00,12.98,13.52,181,0.20,1111,0.00,0.00,33.33,16,11.50,1.42,97,0.00,-10.59,1.32,0.00,0.00
10270,-21.09,0.00,12.98,13.52,181,0.20,1108,0.00,0.00,33.33,16,12.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
10527,-21.09,0.00,12.98,13.52,181,0.21,1092,0.00,0.00,33.33,16,12.50,1.41,97,0.00,-10.59,1.32,0.00,0.00
10784,-21.09,0.00,12.86,13.60,181,0.21,1103,0.00,0.00,33.33,16,12.00,1.42,97,0.00,-10.59,1.32,0.00,0.00
11040,-21.09,0.00,12.98,13.60,181,0.21,1094,0.00,0.00,33.33,16,14.00,1.40,97,0.00,-10.59,1.32,0.00,0.00
11296,-21.09,0.00,12.86,13.60,181,0.21,1111,0.00,0.00,33.33,16,11.50,1.41,97,0.00,-10.59,1.32,0.00,0.00
11553,-21.09,0.00,12.86,13.76,181,0.21,1104,0.00,0.00,33.33,16,12.50,1.41,97,0.00,-10.59,1.32,0.00,0.00
11810,-21.09,0.00,12.98,13.84,181,0.21,1094,0.00,0.00,33.33,16,13.00,1.41,97,0.00,-10.59,1.32,0.00,0.00
12067,-21.09,0.00,12.86,13.68,181,0.21,1086,0.00,0.00,33.33,16,14.00,1.39,99,0.00,-10.59,1.32,0.00,0.00
12323,-21.09,0.00,12.98,13.68,181,0.21,1102,0.00,0.00,33.33,16,12.00,1.41,99,0.00,-10.59,1.32,0.00,0.00
12580,-21.09,0.00,12.98,13.68,181,0.20,1110,0.00,0.00,33.33,16,11.50,1.42,99,0.00,-10.59,1.32,0.00,0.00
12837,-21.09,0.00,12.98,13.60,181,0.20,1107,0.00,0.00,33.33,16,12.00,1.42,99,0.00,-10.59,1.32,0.00,0.00
13094,-21.09,0.00,12.98,13.60,181,0.21,1109,0.00,0.00,33.33,16,11.50,1.42,99,0.00,-10.59,1.32,0.00,0.00
13350,-21.09,0.00,12.98,13.60,181,0.21,1105,0.00,0.00,33.33,16,12.50,1.41,99,0.00,-10.59,1.32,0.00,0.00
13606,-21.09,0.00,12.86,13.52,181,0.21,1111,0.00,0.00,33.33,16,12.00,1.42,99,0.00,-10.59,1.32,0.00,0.00
