Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
95997,-3.91,-2.34,14.01,13.76,187,0.87,2619,66.67,25.00,10.02,97,11.90,-2.76,2.42,16.08,20.78
96223,-8.59,-2.34,14.01,13.44,187,0.85,2629,66.67,28.00,10.19,97,12.19,-2.47,2.40,9.02,19.22
96448,-10.16,-2.34,14.36,13.84,187,0.83,2645,66.67,33.00,9.65,95,12.04,-2.61,2.40,4.31,18.82
96674,-8.59,-2.34,14.93,13.84,187,0.86,2646,66.67,36.50,9.66,95,12.04,-2.61,2.40,2.35,18.43
96900,-7.81,-2.34,14.70,13.76,187,0.82,2662,66.67,37.50,9.72,95,11.90,-2.90,2.42,0.00,18.04
97126,-7.03,-2.34,14.81,13.84,187,0.80,2669,66.67,38.50,9.64,95,11.61,-3.05,2.34,0.00,16.86
97352,-7.03,-2.34,14.70,13.92,187,0.75,2671,66.67,40.00,8.57,95,11.17,-3.48,2.34,0.00,17.25
97577,-3.12,-2.34,15.16,13.76,187,0.79,2688,66.67,39.50,9.17,95,11.46,-3.19,2.38,0.00,17.65
97804,-4.69,-2.34,14.47,13.84,187,0.79,2720,66.67,39.50,9.18,95,11.46,-3.34,2.38,0.00,17.65
98030,-4.69,-2.34,14.59,13.92,187,0.77,2730,66.67,39.50,9.30,95,11.32,-3.34,2.34,0.00,17.25
98256,-4.69,-2.34,14.70,13.84,187,0.75,2733,66.67,40.00,9.30,95,11.17,-3.48,2.34,0.00,16.86
98481,-5.47,-2.34,14.59,13.76,187,0.75,2710,66.67,40.50,8.66,95,10.88,-3.77,2.34,0.00,16.86
98707,-5.47,-2.34,14.59,13.92,187,0.73,2748,66.67,41.00,8.74,95,10.88,-3.92,2.30,0.00,16.47
98933,-7.03,-2.34,14.36,14.00,187,0.64,2755,66.67,42.50,8.22,95,9.72,-4.93,2.24,0.00,15.69
99159,-6.25,-2.34,14.70,13.84,187,0.68,2748,66.67,42.50,8.21,95,9.87,-4.93,2.30,0.00,16.47
99385,-6.25,-2.34,14.47,13.60,187,0.58,2757,66.67,43.00,7.59,95,9.14,-5.51,2.18,0.00,14.90
99611,-7.03,-2.34,14.47,13.68,187,0.61,2748,66.67,43.50,7.05,95,8.71,-6.09,2.26,0.00,16.08
99836,-4.69,-2.34,15.04,13.84,187,0.55,2740,66.67,43.50,7.59,95,8.85,-5.80,2.14,0.00,14.51
100062,-5.47,-2.34,14.59,13.60,187,0.57,2755,66.67,43.50,7.00,95,8.71,-5.95,2.18,0.00,14.90
100288,-4.69,-2.34,14.93,13.84,187,0.51,2740,66.67,44.00,7.09,95,8.27,-6.38,2.12,0.00,14.12
100514,-3.12,-2.34,14.93,13.60,187,0.56,2750,66.67,43.50,7.63,95,8.71,-5.95,2.08,0.00,13.73
100740,-5.47,-2.34,14.24,13.92,187,0.54,2772,66.67,44.00,6.51,95,8.13,-6.67,2.12,0.00,14.51
100966,-3.12,-2.34,14.93,13.84,187,0.53,2749,66.67,44.00,7.08,95,7.98,-6.67,2.10,0.00,14.12
101192,-3.12,-2.34,14.59,13.84,187,0.51,2766,66.67,44.50,6.47,95,7.84,-6.82,2.08,0.00,14.51
101418,0.00,-2.34,15.16,13.76,187,0.50,2766,66.67,44.00,7.07,95,8.13,-6.67,2.08,0.00,13.73
101644,-2.34,-2.34,14.36,13.92,187,0.52,2752,66.67,44.50,7.03,95,8.13,-6.53,2.10,0.00,14.51
101870,-0.78,-2.34,14.81,13.92,187,0.48,2761,66.67,44.00,7.07,95,8.13,-6.67,1.92,0.00,11.76
102096,-1.56,-2.34,14.59,13.84,187,0.47,2741,66.67,44.50,6.49,95,7.40,-7.40,2.02,0.00,13.73
102321,2.34,-2.34,15.39,13.84,187,0.41,2744,66.67,44.50,6.45,95,7.25,-7.40,1.96,0.00,12.55
102547,0.78,-2.34,14.47,13.92,187,0.46,2761,66.67,44.50,5.89,95,7.25,-7.40,2.04,0.00,13.73
102773,3.12,-2.34,15.04,13.84,187,0.46,2741,66.67,44.50,6.44,95,7.25,-7.40,2.02,0.00,13.33
102999,2.34,-2.34,14.59,13.92,187,0.43,2762,66.67,44.50,5.85,95,6.96,-7.69,1.96,0.00,12.94
103225,2.34,-2.34,14.59,13.60,187,0.42,2762,66.67,44.50,5.88,95,6.67,-7.98,1.94,0.00,12.55
103450,3.91,-2.34,15.04,13.84,187,0.41,2725,66.67,44.50,5.82,95,6.67,-7.98,1.94,0.00,12.55
103676,1.56,-2.34,14.24,13.92,187,0.29,2746,33.33,44.50,4.66,95,5.66,-9.00,1.72,0.00,10.59
103903,5.47,-2.34,15.16,13.60,187,0.36,2736,33.33,43.00,5.29,95,5.66,-9.00,1.92,0.00,12.55
104128,11.72,-2.34,16.19,13.84,187,0.41,2712,33.33,41.00,6.33,95,6.67,-7.98,1.92,0.00,12.94
104354,11.72,-2.34,14.81,13.68,187,0.42,2716,33.33,38.50,5.82,95,6.53,-8.13,2.00,0.00,13.73
104580,13.28,-2.34,15.04,13.92,187,0.42,2737,66.67,36.00,6.41,95,6.82,-7.84,2.00,0.00,12.94
104805,7.81,-2.34,13.78,13.84,187,0.42,2720,66.67,33.50,5.81,95,6.82,-7.98,1.98,0.00,13.33
105031,5.47,-2.34,14.13,13.76,187,0.37,2702,66.67,33.50,5.82,95,6.82,-7.98,1.88,0.00,12.16
105257,3.12,-2.34,14.13,13.92,187,0.38,2699,33.33,33.50,5.75,95,6.38,-8.27,1.90,0.00,12.55
105483,8.59,-2.34,15.62,14.00,187,0.34,2688,33.33,33.00,5.16,95,5.95,-8.85,1.84,0.00,11.37
105708,7.81,-2.34,14.70,14.00,187,0.29,2699,33.33,32.50,4.58,95,5.80,-9.00,1.74,0.00,10.98
105934,11.72,-2.34,15.27,13.92,187,0.31,2687,33.33,32.50,5.18,95,5.51,-9.14,1.78,0.00,10.98
106160,11.72,-2.34,14.70,13.92,187,0.32,2684,33.33,32.50,5.14,95,5.37,-9.29,1.78,0.00,10.98
106386,11.72,-2.34,14.59,14.00,187,0.33,2672,33.33,32.50,5.14,95,5.51,-9.29,1.80,0.00,11.37
106612,10.94,-2.34,14.47,13.84,187,0.32,2676,33.33,32.50,5.12,95,5.51,-9.14,1.76,0.00,10.98
106838,7.81,-2.34,14.13,13.92,187,0.31,2657,33.33,32.50,5.11,95,5.37,-9.29,1.78,0.00,10.98
107064,7.81,-2.34,14.47,13.76,187,0.34,2658,33.33,32.50,5.09,97,5.51,-9.14,1.84,0.00,11.76
107289,10.16,-2.34,14.93,13.52,187,0.57,2656,66.67,33.50,6.82,97,7.25,-7.40,2.18,0.00,16.08
107515,1.56,-2.34,13.67,13.84,187,0.77,2672,66.67,27.00,9.10,97,10.01,-4.64,2.34,1.18,18.82
107741,-8.59,-2.34,13.21,13.76,187,0.74,2646,66.67,30.00,8.47,97,10.16,-4.50,2.30,0.00,17.25
107967,-10.16,-2.34,14.24,13.84,187,0.73,2657,66.67,34.50,8.55,95,10.16,-4.50,2.26,0.00,17.25
108193,-8.59,-2.34,14.70,13.68,187,0.75,2651,66.67,38.00,8.50,95,10.45,-4.21,2.30,0.00,17.65
108419,-8.59,-2.34,14.59,13.92,187,0.60,2685,66.67,42.00,8.01,95,9.72,-4.93,2.22,0.00,15.29
108645,-6.25,-2.34,15.04,13.76,187,0.70,2676,66.67,41.50,8.01,95,10.30,-4.50,2.26,0.00,16.47
108870,-7.03,-2.34,14.70,13.68,187,0.57,2680,66.67,42.50,7.41,95,9.43,-5.37,2.18,0.00,14.51
109096,-3.12,-2.34,15.16,13.92,187,0.65,2675,66.67,42.00,8.03,95,10.01,-4.64,2.16,0.00,14.51
109322,-7.03,-2.34,14.13,13.84,187,0.59,2675,66.67,43.00,7.44,95,9.14,-5.66,2.14,0.00,14.51
109548,-3.91,-2.34,15.16,13.84,187,0.54,2662,66.67,43.00,7.39,95,9.14,-5.51,2.04,0.00,13.73
109774,-4.69,-2.34,14.47,13.92,187,0.44,2672,66.67,44.00,6.28,95,7.55,-7.11,1.98,0.00,12.55
110000,-2.34,-2.34,15.04,13.76,187,0.45,2653,66.67,44.00,5.66,95,7.11,-7.55,2.00,0.00,12.94
110225,0.00,-2.34,15.27,13.52,187,0.39,2663,66.67,44.00,5.69,95,6.67,-7.98,1.90,0.00,12.16
110452,0.78,-2.34,14.81,13.84,187,0.43,2664,66.67,44.00,5.66,95,6.67,-8.13,2.02,0.00,12.94
110678,1.56,-2.34,15.04,13.84,187,0.39,2642,66.67,44.00,5.65,95,6.82,-7.84,1.88,0.00,12.16
110903,0.00,-2.34,14.24,13.52,187,0.37,2657,33.33,44.00,5.68,95,6.24,-8.42,1.90,0.00,12.55
111129,3.91,-2.34,15.50,13.68,187,0.41,2638,33.33,44.00,5.62,95,6.67,-7.98,1.94,0.00,12.55
111355,5.47,-2.34,15.16,13.92,187,0.37,2640,33.33,44.00,5.64,95,6.38,-8.27,1.86,0.00,11.76
111581,7.81,-2.34,14.93,13.60,187,0.46,2636,66.67,43.50,6.16,97,6.96,-7.69,1.96,0.00,13.33
111807,7.81,-2.34,14.70,13.68,187,0.67,2650,66.67,41.50,8.47,97,8.56,-6.09,2.30,0.00,18.04
112033,-1.56,-2.34,13.44,13.84,187,0.67,2636,66.67,41.50,8.46,97,9.87,-4.79,2.24,0.00,16.47
112259,-6.25,-2.34,13.90,13.76,187,0.69,2645,66.67,42.00,7.89,97,9.87,-4.79,2.20,0.00,15.69
112485,-8.59,-2.34,14.13,13.84,187,0.51,2638,66.67,43.50,6.75,97,8.71,-5.95,1.98,0.00,12.55
112710,-7.03,-2.34,14.93,13.92,187,0.37,2636,66.67,43.50,5.64,97,7.40,-7.25,1.80,0.00,10.98
112936,-2.34,-2.34,15.73,13.92,187,0.26,2640,33.33,43.00,4.50,97,5.22,-9.43,1.68,0.00,10.20
113162,3.91,-2.34,16.42,13.84,187,0.27,2629,33.33,43.00,4.52,97,4.79,-9.87,1.68,0.00,10.20
113388,6.25,-2.34,15.62,13.76,187,0.28,2613,33.33,42.50,4.47,97,4.79,-10.01,1.66,0.00,10.20
113614,6.25,-2.34,14.81,13.92,187,0.27,2620,33.33,42.50,4.47,97,4.79,-10.01,1.68,0.00,10.20
113840,6.25,-2.34,14.59,13.84,187,0.26,2573,33.33,42.50,4.40,97,4.64,-10.01,1.66,0.00,10.20
114066,5.47,-2.34,14.47,13.52,187,0.30,2566,33.33,42.50,4.39,97,4.64,-10.01,1.78,0.00,11.37
114291,7.81,-2.34,15.04,13.76,187,0.31,2588,33.33,42.50,4.98,97,5.22,-9.43,1.74,0.00,10.59
114517,3.91,-2.34,14.13,13.84,187,0.28,2569,33.33,42.00,4.37,97,4.79,-9.87,1.72,0.00,10.59
114743,4.69,-2.34,14.47,13.60,187,0.30,2540,33.33,42.00,4.34,97,4.93,-9.72,1.72,0.00,10.59
114969,2.34,-2.34,14.47,13.76,187,0.49,2559,33.33,40.50,5.99,97,6.53,-8.13,2.16,0.00,15.69
115195,3.12,-2.34,15.04,13.84,187,0.67,2559,66.67,36.50,8.18,97,9.43,-5.22,2.22,0.00,17.25
115421,-3.91,-2.34,13.90,13.76,187,0.63,2539,66.67,39.50,8.19,97,9.87,-4.79,2.16,0.00,16.08
115646,-5.47,-2.34,14.36,13.92,187,0.62,2574,66.67,41.00,7.69,97,9.58,-5.08,2.18,0.00,15.69
115872,-6.25,-2.34,14.47,13.76,187,0.65,2550,66.67,41.50,7.61,97,9.43,-5.22,2.14,0.00,14.90
116098,-6.25,-2.34,14.59,13.84,187,0.54,2555,66.67,42.50,6.61,97,8.85,-5.80,2.10,0.00,14.12
116324,-3.12,-2.34,15.27,13.92,187,0.46,2579,66.67,43.50,6.60,97,8.71,-5.95,1.94,0.00,12.55
116550,-3.12,-2.34,14.93,13.84,187,0.30,2553,66.67,43.00,4.90,97,7.11,-7.55,1.70,0.00,10.20
116776,0.00,-2.34,15.27,13.84,187,0.32,2566,33.33,42.50,4.89,97,5.80,-8.85,1.70,0.00,10.20
117002,3.12,-2.34,15.50,13.92,187,0.27,2581,33.33,42.00,4.40,97,5.08,-9.72,1.66,0.00,10.20
117228,5.47,-2.34,15.27,13.60,187,0.19,2549,33.33,42.00,3.81,97,4.79,-10.01,1.64,0.00,9.80
117454,7.81,0.00,15.39,13.76,187,0.23,2548,33.33,41.50,4.35,97,4.50,-10.16,1.60,0.00,9.80
117679,7.03,-2.34,14.70,13.76,187,0.30,2525,33.33,41.50,4.30,97,4.35,-10.30,1.60,0.00,9.80
117905,5.47,0.00,14.13,13.52,187,0.23,2533,33.33,41.00,3.79,97,4.21,-10.45,1.58,0.00,9.41
118131,1.56,0.00,13.78,14.00,187,0.22,2512,33.33,41.50,3.75,97,4.06,-10.59,1.58,0.00,9.02
118357,-0.78,0.00,13.78,13.84,187,0.22,2518,33.33,40.00,3.77,97,3.92,-10.74,1.60,0.00,9.41
118583,-4.69,0.00,13.67,13.68,187,0.24,2492,33.33,38.00,3.73,97,4.06,-10.59,1.64,0.00,9.80
118809,-6.25,0.00,14.01,14.00,187,0.23,2504,33.33,35.50,3.74,97,4.21,-10.45,1.58,0.00,9.80
119034,-5.47,-2.34,14.59,13.92,187,0.27,2482,33.33,34.00,3.69,97,4.50,-10.16,1.66,0.00,10.20
119261,-1.56,-2.34,15.50,14.00,187,0.28,2482,33.33,32.00,4.24,97,4.64,-10.01,1.70,0.00,10.20
119486,0.78,-2.34,15.39,13.84,187,0.33,2490,33.33,32.00,4.79,97,5.22,-9.43,1.74,0.00,10.59
119712,-0.78,-2.34,14.47,13.92,187,0.30,2462,33.33,32.00,4.19,97,5.08,-9.58,1.70,0.00,10.59
119938,-0.78,-2.34,14.36,14.00,187,0.30,2447,33.33,32.00,4.19,97,5.37,-9.29,1.70,0.00,10.98
120164,3.91,-2.34,15.50,13.92,187,0.44,2462,33.33,32.50,5.26,97,6.24,-8.42,1.96,0.00,13.73
120390,7.03,-2.34,15.27,13.84,187,0.49,2468,66.67,32.00,6.33,97,7.55,-7.25,2.04,0.00,14.12
120616,2.34,-2.34,14.01,13.76,187,0.64,2454,66.67,28.00,7.33,97,8.85,-5.95,2.18,0.00,16.08
120842,-3.91,-2.34,13.67,13.92,187,0.62,2454,66.67,26.00,7.32,97,9.29,-5.51,2.18,0.00,15.69
121067,-6.25,-2.34,14.24,13.60,187,0.64,2462,66.67,25.00,7.36,97,9.29,-5.37,2.16,0.00,15.29
121293,-7.03,-2.34,14.47,13.84,187,0.64,2469,66.67,25.00,7.36,97,9.29,-5.37,2.14,0.00,14.90
121519,-8.59,-2.34,14.36,13.92,187,0.51,2451,66.67,30.50,6.28,97,8.42,-6.24,2.02,0.00,12.94
121745,-7.03,-2.34,14.81,13.76,187,0.49,2472,66.67,32.00,5.74,97,8.13,-6.67,1.90,0.00,11.76
121971,-6.25,-2.34,14.93,13.84,187,0.34,2470,66.67,32.00,4.74,97,7.25,-7.55,1.78,0.00,10.98
122197,-2.34,-2.34,15.50,13.92,187,0.32,2450,33.33,32.00,4.71,97,5.95,-8.71,1.68,0.00,9.80
122423,1.56,-2.34,15.73,13.92,187,0.27,2420,33.33,32.00,4.14,97,5.08,-9.58,1.66,0.00,9.80
122648,3.12,-2.34,15.27,13.84,187,0.25,2428,33.33,32.00,3.62,97,4.79,-9.87,1.60,0.00,9.02
122875,3.12,0.00,14.81,14.00,187,0.23,2408,33.33,32.00,3.59,97,4.35,-10.30,1.60,0.00,9.41
123101,2.34,0.00,14.47,14.00,187,0.25,2429,33.33,32.00,3.62,97,4.35,-10.30,1.64,0.00,9.80
123326,2.34,0.00,14.59,14.00,187,0.25,2412,33.33,32.00,4.12,97,4.35,-10.30,1.62,0.00,9.80
123552,1.56,-2.34,14.36,13.92,187,0.26,2393,33.33,32.00,3.57,97,4.50,-10.30,1.64,0.00,9.80
123778,1.56,-2.34,14.59,14.00,187,0.27,2380,33.33,32.00,4.09,97,4.64,-10.01,1.66,0.00,10.20
124004,3.91,0.00,15.27,13.92,187,0.24,2390,33.33,32.00,4.07,97,4.50,-10.30,1.60,0.00,9.41
124229,1.56,0.00,14.47,14.00,187,0.22,2360,33.33,32.00,3.51,97,4.21,-10.45,1.54,0.00,9.02
124455,2.34,0.00,14.47,13.84,187,0.19,2358,33.33,32.00,3.51,97,3.77,-10.88,1.50,0.00,7.84
124682,0.00,0.00,14.13,14.00,187,0.18,2320,33.33,29.50,0.00,97,3.05,-11.75,1.48,0.00,5.49
124907,0.00,0.00,14.24,14.00,187,0.21,2324,33.33,25.50,0.00,99,2.47,-12.19,1.54,0.00,4.31
125133,0.00,0.00,15.27,14.00,187,0.23,2314,33.33,24.00,0.00,99,2.47,-12.19,1.58,0.00,4.31
125359,0.00,0.00,16.08,13.92,187,0.23,2281,33.33,24.00,0.00,99,2.32,-12.33,1.58,0.00,4.31
125585,0.00,0.00,14.24,13.76,187,0.23,2283,33.33,24.00,0.00,99,2.32,-12.33,1.58,0.00,4.31
125811,0.00,0.00,14.01,14.00,187,0.23,2262,33.33,24.00,0.00,99,2.32,-12.33,1.58,0.00,4.31
126037,0.00,0.00,18.72,14.08,187,0.25,2080,33.33,24.00,0.00,99,2.47,-12.33,1.54,0.00,4.31
126263,0.00,0.00,20.33,14.08,187,0.28,1843,33.33,24.00,0.00,99,2.61,-12.19,1.56,0.00,3.92
126489,0.00,0.00,20.33,13.76,187,0.30,1589,33.33,20.00,0.00,99,2.76,-12.04,1.50,0.00,4.31
126714,0.00,0.00,20.33,14.08,187,0.30,1601,33.33,20.00,0.00,99,2.76,-11.90,1.46,0.00,3.53
126940,0.00,0.00,20.33,14.00,187,0.24,2027,33.33,24.00,0.00,99,2.76,-11.90,1.52,0.00,4.31
127166,0.00,0.00,20.33,14.08,187,0.17,2764,33.33,24.00,0.00,99,2.47,-12.19,1.52,0.00,4.71
127392,0.00,0.00,20.33,14.00,187,0.18,2821,33.33,24.00,0.00,99,2.47,-12.19,1.56,0.00,5.49
127618,0.00,0.00,20.33,14.00,187,0.17,2834,33.33,24.00,0.00,99,2.61,-12.04,1.52,0.00,5.49
127843,0.00,0.00,20.33,14.00,187,0.18,2808,33.33,24.00,0.00,99,2.61,-12.19,1.56,0.00,5.49
128068,0.00,0.00,20.33,14.00,187,0.18,2800,33.33,24.00,0.00,99,2.47,-12.19,1.56,0.00,5.49
128294,0.00,0.00,20.33,14.00,187,0.18,2765,33.33,24.00,0.00,99,2.47,-12.19,1.54,0.00,5.49
128520,0.00,0.00,20.33,13.92,187,0.17,2767,33.33,24.00,0.00,99,2.47,-12.19,1.54,0.00,5.49
128745,0.00,0.00,20.33,13.84,187,0.18,2746,33.33,24.00,0.00,99,2.47,-12.19,1.52,0.00,5.10
128971,0.00,0.00,20.33,14.00,185,0.18,2710,33.33,24.00,0.00,99,2.47,-12.19,1.52,0.00,5.10
129197,0.00,0.00,20.33,13.84,185,0.17,2698,33.33,24.00,0.00,99,2.47,-12.19,1.52,0.00,5.10
129423,0.00,0.00,20.33,13.92,185,0.18,2694,33.33,24.00,0.00,99,2.47,-12.19,1.54,0.00,5.10
129650,0.00,0.00,20.33,14.00,185,0.17,2670,33.33,24.00,0.00,99,2.47,-12.19,1.50,0.00,5.10
129875,0.00,0.00,20.33,14.00,185,0.19,2652,33.33,26.00,3.42,99,2.47,-12.19,1.60,0.00,7.06
130101,0.00,0.00,20.33,14.00,185,0.22,2638,33.33,29.50,3.92,99,2.90,-11.75,1.62,0.00,8.24
130327,0.00,-2.34,20.33,13.84,185,0.24,2610,33.33,32.00,3.90,99,3.34,-11.46,1.64,0.00,9.02
130554,0.00,-2.34,15.96,14.00,185,0.24,2590,33.33,32.00,4.43,99,3.63,-11.03,1.64,0.00,9.80
130779,-10.94,0.00,12.86,14.00,185,0.23,2576,33.33,32.00,3.87,99,3.92,-10.74,1.62,0.00,10.20
131005,-5.47,-2.34,14.47,14.00,185,0.30,2593,33.33,32.00,4.42,99,4.64,-10.01,1.78,0.00,11.37
131231,0.78,-2.34,16.19,13.76,185,0.31,2560,33.33,32.00,4.92,99,5.22,-9.43,1.78,0.00,10.98
131458,-3.91,-2.34,14.13,13.92,185,0.31,2544,33.33,32.00,4.89,99,5.22,-9.43,1.78,0.00,11.76
131684,-0.78,-2.34,14.93,13.76,185,0.44,2551,33.33,32.50,5.45,99,6.53,-8.13,1.94,0.00,13.33
131910,8.59,-2.34,16.42,13.76,185,0.61,2582,66.67,31.00,7.68,99,8.71,-6.09,2.16,0.00,16.47
132136,-2.34,-2.34,13.44,13.76,185,0.70,2547,66.67,24.50,8.23,99,9.87,-4.79,2.24,0.00,17.25
132362,-7.81,-2.34,13.78,13.76,185,0.69,2585,66.67,26.00,8.25,99,10.16,-4.50,2.26,0.00,17.25
132588,-8.59,-2.34,14.47,13.68,185,0.70,2617,66.67,30.00,8.37,99,10.30,-4.35,2.28,0.00,17.25
132814,-8.59,-2.34,14.70,13.76,185,0.74,2601,66.67,33.00,8.34,99,10.59,-4.21,2.30,0.00,17.25
133040,-8.59,-2.34,14.59,13.68,185,0.74,2632,66.67,37.00,8.41,99,10.74,-3.92,2.32,0.00,17.25
133265,-7.03,-2.34,14.81,13.84,185,0.80,2650,66.67,40.00,9.05,99,10.88,-3.77,2.32,0.00,17.25
133491,-5.47,-2.34,14.93,13.76,185,0.77,2663,66.67,40.00,9.09,99,11.03,-3.77,2.34,0.00,17.65
133717,-5.47,-2.34,14.59,13.76,185,0.76,2693,66.67,40.00,9.17,99,11.03,-3.63,2.34,0.00,17.25
133943,-6.25,-2.34,14.59,13.92,185,0.72,2736,66.67,40.50,8.75,97,10.74,-3.92,2.32,0.00,16.86
134169,-6.25,-2.34,14.70,13.68,185,0.70,2748,66.67,41.50,8.80,97,10.45,-4.35,2.30,0.00,16.47
134395,-6.25,-2.34,14.70,13.68,185,0.65,2752,66.67,42.00,8.20,97,9.87,-4.79,2.26,0.00,15.69
134621,-7.81,-2.34,14.47,13.84,185,0.57,2780,66.67,42.50,7.72,97,9.14,-5.51,2.20,0.00,14.90
134846,-6.25,-2.34,14.93,14.00,185,0.58,2766,66.67,43.00,7.66,97,9.00,-5.80,2.18,0.00,14.51
135073,-7.81,-2.34,14.59,13.76,185,0.57,2808,66.67,43.50,7.17,97,8.71,-5.95,2.18,0.00,14.90
135299,-5.47,-2.34,15.04,13.84,185,0.62,2791,66.67,43.00,8.39,97,9.29,-5.37,2.26,0.00,16.08
135524,-6.25,-2.34,14.47,13.92,185,0.69,2824,66.67,42.50,8.42,97,9.72,-4.93,2.30,0.00,16.47
135750,-8.59,-2.34,14.24,13.60,185,0.66,2839,66.67,42.50,8.45,97,9.87,-4.79,2.30,0.00,16.47
135976,-8.59,-2.34,14.59,13.68,185,0.69,2842,66.67,42.50,9.12,97,10.30,-4.50,2.34,0.00,17.25
136202,-8.59,-2.34,14.59,13.84,185,0.71,2848,66.67,42.50,9.19,97,10.45,-4.21,2.32,0.00,17.25
136428,-10.16,-2.34,14.47,13.68,185,0.65,2901,66.67,42.50,8.62,97,10.16,-4.50,2.30,0.00,16.08
136654,-7.81,-2.34,14.93,13.76,185,0.71,2926,66.67,42.50,9.35,97,10.59,-4.06,2.34,0.00,17.25
136879,-9.38,-2.34,14.47,13.84,185,0.65,2930,66.67,42.50,9.38,97,10.45,-4.21,2.24,0.00,15.29
137105,-10.16,-2.34,14.47,13.84,185,0.56,2953,66.67,43.50,7.55,97,9.43,-5.37,2.10,0.00,13.73
137332,-6.25,-2.34,15.04,13.84,185,0.64,2953,66.67,43.50,8.17,97,8.85,-5.80,2.30,0.00,16.47
137557,-2.34,-2.34,15.16,13.76,185,0.71,2964,66.67,43.00,10.13,97,10.30,-4.35,2.36,0.00,17.65
137783,-9.38,-2.34,13.67,13.84,185,0.72,2969,66.67,42.50,9.51,97,10.74,-3.92,2.36,0.00,18.04
138008,-11.72,-2.34,14.24,13.76,185,0.73,3020,66.67,42.00,9.56,97,10.88,-3.77,2.40,0.00,18.04
138235,-11.72,-2.34,14.59,13.76,185,0.75,3041,66.67,41.50,10.39,97,11.17,-3.63,2.44,0.00,18.43
138460,-12.50,-2.34,14.47,13.84,185,0.73,3037,66.67,41.50,10.35,97,11.17,-3.48,2.44,0.00,18.43
138687,-10.94,-2.34,14.81,13.92,185,0.75,3084,66.67,41.00,10.54,97,11.46,-3.19,2.46,0.00,18.43
138912,-10.94,-2.34,14.59,13.44,185,0.78,3077,66.67,41.00,10.50,97,11.75,-3.05,2.46,0.00,18.82
139138,-10.94,-2.34,14.47,13.84,185,0.77,3108,66.67,41.00,11.33,97,11.75,-3.05,2.42,0.00,18.04
139364,-10.94,-2.34,14.47,13.76,185,0.76,3148,66.67,42.00,10.74,97,11.32,-3.34,2.44,0.00,18.04
139590,-10.16,-2.34,14.59,13.60,185,0.70,3169,66.67,42.50,10.82,97,11.17,-3.48,2.38,0.00,17.25
139815,-8.59,-2.34,14.93,13.92,185,0.69,3196,66.67,43.00,10.17,97,11.03,-3.63,2.40,0.00,17.25
140042,-8.59,-2.34,14.59,13.92,185,0.69,3206,66.67,43.50,10.18,97,10.74,-3.92,2.36,0.00,17.25
140267,-7.03,-2.34,14.70,13.68,185,0.69,3232,66.67,43.50,10.32,97,10.59,-4.06,2.40,0.00,17.25
140493,-7.81,-2.34,14.47,13.68,185,0.66,3220,66.67,43.50,9.69,97,10.30,-4.35,2.38,0.00,17.25
140719,-6.25,-2.34,14.70,13.92,185,0.69,3245,66.67,43.50,10.43,97,10.59,-4.21,2.40,0.00,17.65
140945,-5.47,-2.34,14.70,13.68,185,0.73,3292,66.67,42.50,11.16,97,11.03,-3.63,2.48,0.00,18.43
141171,-7.03,-2.34,14.36,13.68,185,0.73,3301,66.67,42.50,11.27,97,11.17,-3.63,2.46,0.00,18.43
141397,-6.25,-2.34,14.59,14.00,185,0.75,3302,66.67,42.50,11.26,97,11.32,-3.48,2.50,0.00,18.82
141622,-7.03,-2.34,14.47,13.84,187,0.75,3341,66.67,42.00,11.42,97,11.32,-3.34,2.50,0.00,18.82
141849,-6.25,-2.34,14.47,13.68,187,0.75,3371,66.67,42.00,11.41,97,11.32,-3.34,2.50,0.00,18.82
142075,-5.47,-2.34,14.59,13.92,187,0.73,3360,66.67,42.50,11.55,97,11.32,-3.34,2.48,0.00,18.43
142300,-6.25,-2.34,14.47,13.92,187,0.70,3412,66.67,43.00,10.91,97,10.88,-3.77,2.46,0.00,18.04
142526,-3.12,-2.34,14.81,13.84,187,0.72,3426,66.67,43.00,11.60,97,11.03,-3.77,2.48,0.00,18.43
142752,-2.34,-2.34,14.59,13.44,187,0.76,3450,66.67,43.00,11.68,97,10.88,-3.77,2.48,0.00,18.43
142978,-1.56,-2.34,14.59,13.84,187,0.69,3468,66.67,43.00,11.71,97,11.03,-3.77,2.46,0.00,18.04
143203,-3.12,-2.34,14.47,13.76,187,0.65,3488,66.67,43.50,10.34,97,10.16,-4.50,2.46,0.00,18.43
143430,0.00,-2.34,15.04,13.60,187,0.68,3497,66.67,43.00,11.10,97,10.59,-4.06,2.46,0.00,18.04
143655,-0.78,-2.34,14.47,13.84,187,0.63,3494,66.67,43.50,10.50,97,10.16,-4.50,2.38,0.00,16.86
143881,-0.78,-2.34,14.59,13.76,187,0.58,3502,66.67,43.50,9.78,97,9.29,-5.37,2.34,0.00,16.47
