Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-19.53,0.00,14.36,13.28,178,0.22,1267,0.00,0.00,33.33,16,13.00,1.61,113,0.00,-10.88,1.40,0.00,0.00
257,-21.09,0.00,14.47,13.36,178,0.22,1260,0.00,0.00,33.33,16,13.00,1.63,113,0.00,-10.88,1.40,0.00,0.00
513,-21.88,0.00,14.47,13.44,180,0.21,1275,0.00,0.00,33.33,16,11.50,1.61,113,0.00,-10.88,1.40,0.00,0.00
770,-21.88,0.00,14.36,13.36,180,0.22,1251,0.00,0.00,33.33,16,14.00,1.60,113,0.00,-10.88,1.40,0.00,0.00
1027,-21.88,0.00,14.36,13.36,180,0.21,1258,0.00,0.00,33.33,16,13.00,1.61,113,0.00,-10.88,1.40,0.00,0.00
1283,-22.66,0.00,14.47,13.36,180,0.22,1259,0.00,0.00,33.33,16,13.00,1.61,113,0.00,-10.88,1.40,0.00,0.00
1540,-22.66,0.00,14.47,13.36,180,0.22,1260,0.00,0.00,33.33,16,12.50,1.61,113,0.00,-10.88,1.40,0.00,0.00
1796,-22.66,0.00,14.47,13.44,180,0.21,1253,0.00,0.00,33.33,16,13.00,1.60,113,0.00,-10.88,1.40,0.00,0.00
2053,-22.66,0.00,14.47,13.44,180,0.22,1249,0.00,0.00,33.33,16,13.50,1.60,113,0.00,-10.88,1.40,0.00,0.00
2309,-22.66,0.00,14.36,13.52,180,0.22,1252,0.00,0.00,33.33,16,13.00,1.60,113,0.00,-10.88,1.40,0.00,0.00
2566,-22.66,0.00,14.47,13.52,180,0.21,1231,0.00,0.00,33.33,16,15.00,1.60,113,0.00,-10.88,1.40,0.00,0.00
2822,-23.44,0.00,14.59,13.52,180,0.22,1247,0.00,0.00,33.33,16,13.00,1.58,113,0.00,-10.88,1.40,0.00,0.00
3079,-23.44,0.00,14.59,13.44,180,0.22,1236,0.00,0.00,33.33,16,13.50,1.60,113,0.00,-10.74,1.40,0.00,0.00
3336,-23.44,0.00,14.59,13.44,180,0.21,1249,0.00,0.00,33.33,16,12.00,1.59,113,0.00,-10.74,1.40,0.00,0.00
3592,-23.44,0.00,14.59,13.44,180,0.21,1236,0.00,0.00,33.33,16,13.50,1.58,113,0.00,-10.74,1.40,0.00,0.00
3850,-23.44,0.00,14.59,13.44,180,0.22,1248,0.00,0.00,33.33,16,14.00,1.60,113,0.00,-10.74,1.40,0.00,0.00
4106,-23.44,0.00,14.59,13.36,180,0.22,1230,0.00,0.00,33.33,16,14.00,1.57,113,0.00,-10.74,1.40,0.00,0.00
4363,-23.44,0.00,14.59,13.44,180,0.21,1242,0.00,0.00,33.33,16,12.50,1.59,113,0.00,-10.74,1.40,0.00,0.00
4619,-23.44,0.00,14.59,13.36,180,0.21,1238,0.00,0.00,33.33,16,13.00,1.58,113,0.00,-10.74,1.40,0.00,0.00
4876,-23.44,0.00,14.59,13.36,180,0.22,1218,0.00,0.00,33.33,16,14.50,1.56,113,0.00,-10.74,1.40,0.00,0.00
5133,-23.44,0.00,14.59,13.36,180,0.22,1224,0.00,0.00,33.33,16,14.00,1.56,113,0.00,-10.74,1.40,0.00,0.00
5390,-23.44,0.00,14.59,13.36,180,0.22,1222,0.00,0.00,33.33,16,12.00,1.58,113,0.00,-10.74,1.40,0.00,0.00
5647,-24.22,0.00,14.59,13.36,180,0.22,1244,0.00,0.00,33.33,16,11.50,1.57,113,0.00,-10.74,1.40,0.00,0.00
5903,-24.22,0.00,14.70,13.60,180,0.22,1222,0.00,0.00,33.33,16,13.50,1.59,113,0.00,-10.74,1.40,0.00,0.00
6159,-23.44,0.00,14.59,13.68,180,0.22,1242,0.00,0.00,33.33,16,11.50,1.58,113,0.00,-10.74,1.40,0.00,0.00
6417,-24.22,0.00,14.59,13.60,180,0.22,1234,0.00,0.00,33.33,16,11.50,1.58,113,0.00,-10.74,1.40,0.00,0.00
6673,-24.22,0.00,14.70,13.60,180,0.22,1231,0.00,0.00,33.33,16,13.00,1.58,113,0.00,-10.74,1.40,0.00,0.00
6929,-24.22,0.00,14.70,13.60,180,0.22,1230,0.00,0.00,33.33,16,13.00,1.57,113,0.00,-10.74,1.40,0.00,0.00
