Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-21.09,0.00,15.96,13.52,169,0.33,1099,0.00,0.00,33.33,16,21.00,1.17,57,0.00,-9.58,1.42,0.00,0.00
257,-19.53,0.00,16.54,12.96,169,0.34,1084,0.00,0.00,33.33,16,21.00,1.39,57,0.00,-9.43,1.42,0.00,0.00
514,-17.97,0.00,16.65,12.96,171,0.30,1091,0.00,0.00,33.33,16,18.00,1.40,57,0.00,-9.43,1.38,0.00,0.00
771,-17.19,0.00,16.77,13.20,171,0.28,1076,0.00,0.00,33.33,16,18.00,1.38,57,0.00,-9.58,1.38,0.00,0.00
1028,-16.41,0.00,16.19,13.52,171,0.28,1041,0.00,0.00,33.33,16,20.00,1.11,57,0.00,-9.72,1.38,0.00,0.00
1285,-15.62,0.00,15.85,13.76,171,0.31,996,0.00,0.00,33.33,16,21.00,1.06,57,0.00,-9.58,1.40,0.00,0.00
1542,-11.72,0.00,15.96,13.44,171,0.81,882,0.00,0.00,33.33,16,22.50,1.69,57,0.00,-7.55,1.70,0.00,3.53
1800,-5.47,0.00,17.00,14.08,171,0.52,1402,0.00,0.00,33.33,16,26.00,2.39,57,0.00,-6.82,1.70,0.00,3.92
2057,-14.06,0.00,13.78,14.00,171,0.41,1817,0.00,0.00,33.33,16,29.00,2.33,57,0.00,-8.56,1.68,0.00,3.92
2314,-12.50,0.00,14.81,13.92,171,0.41,1754,0.00,0.00,33.33,16,14.00,2.24,57,0.00,-9.00,1.76,0.00,5.49
2571,-12.50,0.00,14.93,14.00,171,0.69,1697,0.00,0.00,33.33,16,14.00,2.83,57,1.00,-7.69,1.88,0.00,7.06
2829,-22.66,0.00,14.01,14.00,171,0.68,1863,0.00,0.00,33.33,16,28.50,3.14,57,2.50,-7.25,1.92,0.00,7.45
3085,-24.22,0.00,14.01,13.92,171,0.74,1684,0.00,0.00,33.33,16,15.00,2.95,57,3.00,-7.11,1.94,0.00,7.45
3342,-24.22,0.00,14.93,13.92,171,0.87,1437,0.00,0.00,33.33,16,31.00,2.86,57,2.00,-6.24,1.92,0.00,7.45
3599,-25.00,0.00,14.24,14.00,171,0.94,1338,0.00,0.00,33.33,16,6.00,2.57,57,1.00,-5.37,1.92,0.00,7.45
3856,-25.00,0.00,14.59,13.84,171,0.96,1281,0.00,0.00,33.33,16,26.00,2.46,57,0.50,-4.64,1.90,0.00,7.45
4113,-23.44,0.00,14.93,13.84,171,0.98,1272,0.00,0.00,33.33,16,26.50,2.71,57,0.50,-4.50,1.92,0.00,7.45
4370,-23.44,0.00,15.16,13.84,171,1.02,1178,0.00,0.00,33.33,16,26.00,2.51,57,0.00,-3.92,1.90,0.00,7.84
4627,-22.66,0.00,15.16,14.00,171,0.92,1370,0.00,0.00,33.33,16,27.00,2.92,57,0.00,-3.92,1.92,0.00,8.24
4884,-24.22,0.00,14.81,14.08,171,0.92,1472,0.00,0.00,33.33,16,31.00,2.83,57,1.00,-4.21,1.96,0.00,8.63
5142,-23.44,0.00,15.27,14.00,171,0.92,1590,0.00,0.00,33.33,16,32.00,3.39,57,2.00,-4.50,1.98,0.00,9.02
5399,-25.00,0.00,14.47,13.92,171,0.98,1648,0.00,0.00,33.33,16,32.00,3.52,57,3.00,-4.79,2.04,0.00,9.80
