Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-9.38,2.34,14.59,13.28,185,0.26,1181,0.00,0.00,33.33,16,14.00,1.50,97,0.00,-10.16,1.38,0.00,0.00
257,-9.38,2.34,14.81,13.44,185,0.26,1148,0.00,0.00,33.33,16,16.50,1.22,97,0.00,-10.01,1.38,0.00,0.00
514,-9.38,2.34,14.81,13.44,185,0.26,1159,0.00,0.00,33.33,16,14.50,1.24,97,0.00,-10.01,1.38,0.00,0.00
771,-9.38,2.34,14.93,13.36,185,0.26,1124,0.00,0.00,33.33,16,15.50,1.20,97,0.00,-10.16,1.36,0.00,0.00
1028,-9.38,2.34,14.81,13.28,185,0.43,1122,0.00,0.00,33.33,16,16.50,1.44,97,0.00,-10.01,1.54,0.00,2.75
1286,-7.81,2.34,15.27,13.36,185,0.92,1225,0.00,0.00,33.33,16,3.50,2.61,97,0.00,-7.11,1.94,0.00,9.02
1543,-14.84,1.56,12.86,13.60,185,0.74,1858,0.00,0.00,33.33,16,10.50,3.96,97,3.50,-5.51,2.00,0.00,10.20
1801,-17.97,0.00,12.86,13.52,185,0.75,2002,0.00,0.00,33.33,16,26.00,3.84,97,3.00,-6.38,2.02,0.00,10.20
2058,-17.97,0.00,13.09,13.44,185,0.85,1764,0.00,0.00,33.33,16,31.50,3.76,97,3.00,-6.09,2.00,0.00,10.20
2314,-17.97,0.00,12.75,13.44,185,0.96,1500,0.00,0.00,33.33,16,9.50,3.20,97,2.00,-5.08,1.98,0.00,10.20
2571,-17.97,0.00,12.40,13.44,185,1.01,1320,0.00,0.00,33.33,16,24.50,3.10,97,0.50,-4.21,1.94,0.00,10.20
2829,-17.97,0.00,12.63,13.52,185,1.05,1282,0.00,0.00,33.33,16,28.00,3.01,97,0.00,-3.48,1.94,0.00,10.20
3085,-17.97,0.00,12.86,13.52,185,1.05,1304,0.00,0.00,33.33,16,30.00,3.06,97,1.00,-3.48,1.94,0.00,10.20
3343,-17.19,0.00,12.98,13.52,185,1.00,1370,0.00,0.00,33.33,16,24.00,3.21,95,1.00,-3.48,1.96,0.00,10.20
3600,-17.97,0.00,12.86,13.60,185,0.95,1483,0.00,0.00,33.33,16,28.50,3.21,95,2.00,-3.92,1.98,0.00,10.20
3857,-17.19,0.00,13.09,13.44,185,0.93,1627,0.00,0.00,33.33,16,26.00,3.51,95,3.00,-4.50,2.02,0.00,10.20
4114,-17.19,0.00,12.98,13.44,185,0.89,1797,0.00,0.00,33.33,16,10.50,3.88,95,3.50,-5.08,2.04,0.00,10.20
4371,-17.19,0.00,12.98,13.44,185,0.86,1893,0.00,0.00,33.33,16,8.00,4.04,95,4.00,-5.37,2.04,0.00,10.20
4629,-17.19,0.00,12.86,13.44,185,0.83,1987,0.00,0.00,33.33,16,28.00,3.82,95,4.50,-5.66,2.06,0.00,10.20
4886,-17.19,0.00,12.75,13.52,185,0.79,2062,0.00,0.00,33.33,16,8.00,3.96,95,3.50,-5.95,2.04,0.00,10.20
5143,-17.19,0.00,12.86,13.52,185,0.80,2144,0.00,0.00,33.33,16,10.50,4.12,95,3.50,-6.38,2.06,0.00,10.20
5401,-17.19,0.00,12.98,13.52,185,0.89,2258,0.00,0.00,33.33,16,32.50,4.82,95,4.50,-6.09,2.14,0.00,12.16
5658,-16.41,0.00,12.75,13.52,185,0.92,2382,0.00,0.00,33.33,16,-8.00,5.08,95,4.50,-5.66,2.24,1.57,13.73
5915,-16.41,0.00,13.21,13.52,185,1.01,2492,0.00,0.00,33.33,16,8.00,5.32,95,4.50,-4.64,2.34,4.71,16.47
6172,-16.41,0.00,13.90,13.52,185,1.00,2696,0.00,0.00,33.33,16,8.00,5.75,95,4.50,-4.21,2.38,5.49,16.86
